1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,
(1 0.00038238848),(2 0.26659077),(3 3.008561),(4 5.463347),(5 5.427764),(6 6.5622487),(7 7.7452517),(8 8.833207),(9 8.807985),(10 8.512252),(11 8.374562),(12 10.571584),(13 10.5534315),(14 13.783141),(15 53.145214),(16 211.87521),(17 211.77612),(18 213.32011),(19 229.43546),(20 233.66179),(21 234.0788),(22 239.55887),(23 252.59186),(24 251.48286),(25 251.8589),(26 259.15826),(27 244.13246),(28 241.96355),(29 242.11548),(30 242.00769),(31 226.08476),(32 215.29703),(33 215.53192),(34 169.82109),(35 130.20949),(36 120.89478),(37 120.72988),(38 101.55936),(39 99.4802),(40 99.89828),(41 100.23696),(42 103.34322),(43 111.2503),(44 117.192116),(45 117.96766),(46 135.49236),(47 141.87804),(48 142.01051),
(1 0.0005748006),(2 0.702538),(3 5.5518184),(4 9.076624),(5 9.09663),(6 10.463215),(7 11.927973),(8 13.061166),(9 13.054609),(10 14.297729),(11 14.5152855),(12 18.304455),(13 18.31318),(14 23.827587),(15 44.211494),(16 100.04312),(17 100.04822),(18 105.8279),(19 116.84798),(20 119.65991),(21 119.79696),(22 122.30723),(23 129.91965),(24 128.09355),(25 128.04086),(26 134.36392),(27 138.94533),(28 143.35968),(29 143.00319),(30 143.80309),(31 141.44044),(32 141.06822),(33 141.47845),(34 120.915695),(35 109.19172),(36 106.597755),(37 106.519905),(38 105.67884),(39 110.6692),(40 105.71911),(41 105.62595),(42 104.13329),(43 103.346405),(44 105.08591),(45 105.42471),(46 110.7149),(47 109.21816),(48 109.17551),
(1 0.0005774069),(2 0.94822633),(3 5.5825415),(4 8.528616),(5 8.506472),(6 10.52883),(7 11.991309),(8 12.953175),(9 12.914395),(10 13.777985),(11 13.466049),(12 18.146023),(13 18.127325),(14 24.626179),(15 39.838696),(16 79.16441),(17 79.126816),(18 89.47755),(19 102.84612),(20 111.420944),(21 111.60276),(22 115.46712),(23 130.85951),(24 136.13307),(25 135.98015),(26 140.40195),(27 138.97795),(28 140.21886),(29 140.07178),(30 142.56657),(31 137.21837),(32 131.42307),(33 131.7042),(34 118.99899),(35 107.875595),(36 111.594086),(37 111.723434),(38 114.57587),(39 116.54998),(40 119.043755),(41 118.99433),(42 120.841156),(43 118.134895),(44 119.13836),(45 119.416695),(46 120.21695),(47 119.663025),(48 119.63302),
(1 0.0009110656),(2 1.1992668),(3 7.5804596),(4 12.134501),(5 12.183666),(6 14.335154),(7 16.470787),(8 18.713158),(9 18.685936),(10 21.31591),(11 23.156038),(12 28.81864),(13 28.76786),(14 35.931023),(15 46.30985),(16 102.4354),(17 102.38918),(18 107.84451),(19 115.66316),(20 126.37315),(21 126.40708),(22 128.50208),(23 154.18066),(24 161.0127),(25 160.95554),(26 158.87502),(27 148.33989),(28 146.74475),(29 146.93944),(30 147.70195),(31 149.1096),(32 143.91266),(33 144.15811),(34 133.57213),(35 129.19327),(36 132.88533),(37 132.855),(38 137.94324),(39 137.62592),(40 140.27373),(41 140.51648),(42 136.52072),(43 133.01361),(44 132.72906),(45 132.85692),(46 135.07544),(47 135.91145),(48 135.9215),
(1 0.0012087552),(2 1.5912555),(3 10.017927),(4 14.822736),(5 14.800137),(6 16.360048),(7 19.774082),(8 22.336185),(9 22.31182),(10 27.335375),(11 29.274103),(12 32.99159),(13 32.987705),(14 38.92422),(15 52.400517),(16 102.79272),(17 102.688416),(18 104.86955),(19 112.65654),(20 122.44497),(21 122.357254),(22 130.04832),(23 148.33891),(24 153.42413),(25 153.54933),(26 146.56189),(27 140.83102),(28 138.65877),(29 138.68979),(30 141.49661),(31 139.34618),(32 135.84134),(33 135.77864),(34 122.72045),(35 112.51343),(36 108.187874),(37 108.18168),(38 111.10103),(39 110.295815),(40 113.19252),(41 113.28691),(42 110.462074),(43 105.07969),(44 106.286446),(45 106.84389),(46 106.503235),(47 113.81038),(48 113.80445),
(1 0.0011880033),(2 1.5489632),(3 8.566359),(4 11.799403),(5 11.816839),(6 13.903467),(7 18.4898),(8 21.72815),(9 21.764225),(10 26.342018),(11 29.535553),(12 34.39811),(13 34.483894),(14 38.584488),(15 48.440754),(16 66.7504),(17 66.68225),(18 66.33177),(19 75.39969),(20 79.95403),(21 79.88074),(22 88.55818),(23 95.08251),(24 98.73718),(25 98.800385),(26 103.02494),(27 97.830765),(28 97.33634),(29 97.37572),(30 99.14237),(31 98.57228),(32 98.965546),(33 98.96444),(34 95.77067),(35 91.92763),(36 92.89102),(37 92.843346),(38 93.12446),(39 96.58842),(40 99.1497),(41 99.056496),(42 99.187256),(43 98.35382),(44 100.817085),(45 100.79439),(46 100.553024),(47 105.05971),(48 105.09146),
(1 0.0016101318),(2 1.6830992),(3 8.313764),(4 11.957104),(5 11.980057),(6 13.75547),(7 18.127884),(8 19.765226),(9 19.756813),(10 24.374626),(11 31.030415),(12 33.113064),(13 33.174725),(14 38.83107),(15 44.210728),(16 57.266056),(17 57.324497),(18 57.844948),(19 70.39659),(20 76.278946),(21 76.34587),(22 78.36935),(23 75.032265),(24 77.66568),(25 77.6111),(26 79.43562),(27 82.27208),(28 83.1378),(29 83.35359),(30 81.91659),(31 85.11149),(32 84.78273),(33 84.799355),(34 87.78535),(35 90.07173),(36 91.43429),(37 91.35377),(38 91.38503),(39 93.89538),(40 93.12297),(41 93.12645),(42 89.05503),(43 87.667755),(44 83.10692),(45 83.06457),(46 79.769104),(47 78.409035),(48 78.420784),
(1 0.001460789),(2 2.353924),(3 11.630834),(4 15.753773),(5 15.766643),(6 18.185776),(7 27.354431),(8 29.813871),(9 29.839844),(10 33.166145),(11 38.612617),(12 40.326557),(13 40.373238),(14 43.619953),(15 46.948105),(16 65.781),(17 65.93501),(18 68.03706),(19 71.286934),(20 76.62139),(21 76.64616),(22 77.668365),(23 76.06875),(24 84.1343),(25 84.17063),(26 86.3831),(27 83.32482),(28 84.37525),(29 84.42425),(30 85.81009),(31 91.23144),(32 91.64953),(33 91.55087),(34 90.43787),(35 94.89019),(36 99.51662),(37 99.26224),(38 93.30507),(39 90.80827),(40 93.74043),(41 93.59525),(42 91.424324),(43 91.41993),(44 87.96671),(45 87.89063),(46 87.22447),(47 86.99428),(48 87.03046),
(1 0.0017237065),(2 2.3242328),(3 11.915057),(4 14.416207),(5 14.469622),(6 18.967218),(7 29.963827),(8 31.464954),(9 31.460268),(10 34.782776),(11 39.71052),(12 44.462807),(13 44.496517),(14 46.99079),(15 50.751514),(16 69.52103),(17 69.593445),(18 66.0597),(19 62.53538),(20 65.95368),(21 65.93418),(22 67.6481),(23 71.84189),(24 78.586365),(25 78.63568),(26 79.55327),(27 76.210754),(28 79.46691),(29 79.5301),(30 84.05592),(31 89.00878),(32 92.04207),(33 92.00887),(34 92.86478),(35 92.39695),(36 96.71905),(37 96.67773),(38 100.445885),(39 99.81909),(40 99.1278),(41 99.26778),(42 94.46861),(43 97.1298),(44 93.56277),(45 93.637405),(46 88.54004),(47 90.34857),(48 90.31629),
(1 0.0017467437),(2 2.552933),(3 12.988252),(4 16.836926),(5 16.864836),(6 20.791977),(7 31.183535),(8 33.24534),(9 33.219902),(10 37.27411),(11 44.79814),(12 47.09751),(13 47.148182),(14 52.01134),(15 58.673206),(16 63.88703),(17 63.925343),(18 67.30196),(19 68.81039),(20 69.640015),(21 69.600204),(22 71.440384),(23 76.345085),(24 80.88257),(25 80.81676),(26 84.295586),(27 88.30503),(28 88.7204),(29 88.59464),(30 88.95029),(31 89.66734),(32 88.16134),(33 88.13885),(34 86.50239),(35 88.73195),(36 94.4589),(37 94.2237),(38 96.52062),(39 106.68139),(40 106.041824),(41 106.19494),(42 105.35616),(43 106.238594),(44 106.22723),(45 106.39296),(46 99.423935),(47 102.46406),(48 102.43814),
(1 0.0015239485),(2 2.6289635),(3 13.750965),(4 17.469162),(5 17.483894),(6 21.170948),(7 27.75706),(8 30.88037),(9 30.887417),(10 34.834747),(11 39.9363),(12 44.91252),(13 44.906925),(14 51.878853),(15 56.393276),(16 69.00516),(17 68.98473),(18 73.721756),(19 86.96138),(20 85.01197),(21 84.99946),(22 89.62062),(23 94.913216),(24 94.74973),(25 94.78265),(26 90.80663),(27 93.82406),(28 94.24853),(29 94.551994),(30 99.536),(31 105.8193),(32 104.91493),(33 104.68469),(34 105.262085),(35 112.56286),(36 116.65646),(37 116.712906),(38 117.4274),(39 120.114784),(40 119.35722),(41 119.44037),(42 118.72494),(43 118.84011),(44 114.141594),(45 114.25983),(46 113.47015),(47 110.017654),(48 110.00781),
(1 0.0021641718),(2 3.2327685),(3 14.281198),(4 19.238739),(5 19.24267),(6 23.673649),(7 36.144127),(8 39.27043),(9 39.308186),(10 43.640568),(11 57.74078),(12 62.054783),(13 62.094913),(14 67.014),(15 77.56577),(16 88.0117),(17 87.970314),(18 89.27741),(19 99.338875),(20 100.67538),(21 100.62356),(22 106.360176),(23 105.45407),(24 98.92887),(25 98.77068),(26 98.71168),(27 101.06866),(28 103.34967),(29 103.812126),(30 106.207115),(31 116.49464),(32 114.20823),(33 114.07336),(34 112.75099),(35 119.20511),(36 123.64963),(37 123.73862),(38 124.474625),(39 124.630394),(40 123.393814),(41 123.59352),(42 124.08581),(43 128.8505),(44 132.00342),(45 131.93791),(46 130.77484),(47 129.58864),(48 129.53943),
(1 0.0018680334),(2 3.3951135),(3 14.140152),(4 20.178709),(5 20.17447),(6 24.805956),(7 37.129417),(8 41.273876),(9 41.26586),(10 45.520973),(11 54.619293),(12 59.69738),(13 59.701496),(14 63.339855),(15 72.00237),(16 80.21929),(17 80.172295),(18 79.50095),(19 81.09458),(20 85.85656),(21 85.80861),(22 89.95092),(23 93.017365),(24 95.05387),(25 95.19715),(26 96.69289),(27 103.19608),(28 104.50202),(29 104.36464),(30 110.01592),(31 115.02702),(32 115.86901),(33 115.862526),(34 116.82),(35 122.24294),(36 126.29676),(37 126.335335),(38 125.23486),(39 128.55614),(40 135.42326),(41 135.54994),(42 135.9198),(43 146.4353),(44 142.46657),(45 142.17831),(46 137.68933),(47 134.7824),(48 134.77255),
(1 0.0022409824),(2 3.0698159),(3 15.064016),(4 19.42497),(5 19.40158),(6 23.961641),(7 32.115448),(8 35.5541),(9 35.537987),(10 39.342907),(11 50.276993),(12 53.738567),(13 53.754696),(14 57.86842),(15 70.66299),(16 77.34605),(17 77.39831),(18 81.92853),(19 88.76783),(20 92.638336),(21 92.58512),(22 92.439),(23 89.220604),(24 91.29007),(25 91.300545),(26 96.74082),(27 107.15444),(28 107.25009),(29 107.25275),(30 108.92321),(31 111.63458),(32 107.49982),(33 107.633354),(34 108.45599),(35 117.716484),(36 115.4637),(37 115.43549),(38 115.97079),(39 114.087814),(40 116.35389),(41 116.23815),(42 123.33662),(43 121.791985),(44 117.0132),(45 117.21039),(46 117.06219),(47 116.4415),(48 116.41933),
(1 0.0022407048),(2 2.6268327),(3 13.472012),(4 19.544119),(5 19.558174),(6 22.61123),(7 31.257551),(8 32.30731),(9 32.338036),(10 39.956295),(11 50.189995),(12 53.096657),(13 53.106365),(14 58.46689),(15 66.9246),(16 70.26699),(17 70.32065),(18 72.446205),(19 86.95451),(20 90.49352),(21 90.467354),(22 89.0673),(23 88.19852),(24 88.57156),(25 88.53884),(26 86.694115),(27 88.85689),(28 91.460045),(29 91.89147),(30 94.45548),(31 95.7284),(32 95.77828),(33 95.845985),(34 95.53228),(35 97.30351),(36 95.311646),(37 95.2884),(38 93.848175),(39 94.68073),(40 91.479546),(41 91.41486),(42 92.86846),(43 95.151115),(44 92.68538),(45 92.8113),(46 91.484406),(47 90.01535),(48 90.02415),
(1 0.0019421296),(2 3.2570271),(3 12.465914),(4 16.911886),(5 16.931833),(6 19.940916),(7 27.5477),(8 31.379234),(9 31.391174),(10 38.331944),(11 46.371433),(12 53.98867),(13 53.99121),(14 61.641727),(15 69.60216),(16 73.36256),(17 73.38028),(18 77.16249),(19 76.85826),(20 79.180855),(21 79.25141),(22 82.92427),(23 85.960785),(24 86.241806),(25 86.215416),(26 86.83493),(27 90.87415),(28 94.35013),(29 94.307465),(30 92.046616),(31 95.521255),(32 95.43604),(33 95.52499),(34 97.72452),(35 97.44517),(36 98.35829),(37 98.14469),(38 94.1077),(39 87.942696),(40 90.83459),(41 90.84849),(42 90.257164),(43 100.8002),(44 101.9979),(45 102.00105),(46 105.14873),(47 107.347694),(48 107.374535),
