1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 0.00023416146),(2 0.2690052),(3 1.771482),(4 3.4818895),(5 3.510974),(6 4.208148),(7 8.231412),(8 10.411493),(9 10.434288),(10 9.890523),(11 11.617251),(12 14.282404),(13 14.273357),(14 19.92108),(15 21.78377),(16 107.40323),(17 107.24637),(18 109.34121),(19 125.82137),(20 128.13681),(21 128.2349),(22 130.23099),(23 119.144264),(24 128.08878),(25 127.975044),(26 124.57934),(27 117.37248),(28 110.44949),(29 110.08876),(30 108.57033),(31 111.62885),(32 102.24463),(33 102.45881),(34 97.14286),(35 84.641495),(36 87.74406),(37 87.23388),(38 73.13165),(39 72.84293),(40 78.21836),(41 78.28794),(42 80.45251),(43 82.03603),(44 89.181335),(45 89.55593),(46 94.86706),(47 95.89394),(48 95.93724),
(1 0.0018612961),(2 3.2748497),(3 15.53428),(4 21.506098),(5 21.54932),(6 25.651415),(7 36.15252),(8 41.463573),(9 41.55549),(10 51.8986),(11 72.91037),(12 71.439995),(13 71.65979),(14 79.044846),(15 92.006195),(16 91.676605),(17 91.593216),(18 90.662674),(19 109.95555),(20 129.29555),(21 129.54218),(22 144.8981),(23 134.03111),(24 139.63419),(25 139.64),(26 142.02371),(27 134.02634),(28 136.83888),(29 137.04054),(30 132.89896),(31 130.66655),(32 132.65083),(33 132.70963),(34 143.70203),(35 159.34091),(36 159.49611),(37 159.19292),(38 153.98349),(39 154.68956),(40 151.28607),(41 151.60983),(42 144.6602),(43 139.91135),(44 136.08733),(45 135.86937),(46 145.52483),(47 152.58766),(48 152.50156),
(1 0.0020109196),(2 3.4741127),(3 16.502829),(4 25.408468),(5 25.36048),(6 32.93879),(7 61.087498),(8 65.69069),(9 65.75953),(10 70.599785),(11 91.815186),(12 95.66367),(13 95.69407),(14 91.64498),(15 97.15553),(16 139.58426),(17 139.88527),(18 147.77278),(19 178.54962),(20 190.4947),(21 190.77882),(22 193.42061),(23 194.29565),(24 194.96553),(25 194.95563),(26 188.6801),(27 191.65897),(28 203.76384),(29 204.82162),(30 192.23018),(31 195.28288),(32 192.80331),(33 192.62636),(34 187.97218),(35 185.964),(36 177.13618),(37 176.45927),(38 163.23257),(39 158.54474),(40 151.17569),(41 150.57446),(42 140.35962),(43 141.71404),(44 137.2772),(45 137.16086),(46 146.915),(47 148.0863),(48 148.21834),
(1 0.0016984564),(2 4.220104),(3 21.492582),(4 28.359251),(5 28.492987),(6 34.19341),(7 47.882305),(8 48.029305),(9 47.949085),(10 50.5877),(11 64.66431),(12 74.15588),(13 74.367966),(14 84.174034),(15 86.61645),(16 114.442406),(17 114.56686),(18 110.44946),(19 131.53003),(20 147.7238),(21 147.74942),(22 151.5771),(23 151.33159),(24 166.95012),(25 166.92902),(26 183.1173),(27 196.66904),(28 194.88821),(29 194.47575),(30 200.2353),(31 210.16559),(32 226.38046),(33 226.20146),(34 238.21695),(35 240.55643),(36 252.98094),(37 252.90126),(38 248.30663),(39 234.0629),(40 231.06995),(41 230.6769),(42 222.67157),(43 229.43675),(44 215.7411),(45 215.82436),(46 208.38074),(47 202.09898),(48 202.27089),
(1 0.0015655155),(2 4.614778),(3 20.368204),(4 25.6931),(5 25.776695),(6 33.46168),(7 52.903156),(8 56.306858),(9 56.25349),(10 58.531647),(11 63.492012),(12 71.3618),(13 71.42749),(14 76.09803),(15 80.914925),(16 87.552536),(17 87.5282),(18 80.06774),(19 86.445564),(20 98.49048),(21 98.52599),(22 108.13007),(23 104.64027),(24 103.00832),(25 103.087364),(26 99.48899),(27 108.27306),(28 116.854805),(29 116.99282),(30 121.30579),(31 113.44857),(32 114.33599),(33 114.54439),(34 123.62585),(35 137.96729),(36 147.64555),(37 147.73943),(38 150.23703),(39 148.96179),(40 141.69753),(41 142.11261),(42 140.71164),(43 151.75438),(44 150.14691),(45 150.29768),(46 140.2612),(47 143.78734),(48 143.7809),
(1 0.0017540384),(2 4.8402877),(3 22.388924),(4 29.008354),(5 29.06311),(6 35.577103),(7 62.51297),(8 67.65303),(9 67.495186),(10 78.462135),(11 90.77835),(12 102.72),(13 102.971596),(14 110.8636),(15 106.96862),(16 115.11932),(17 115.06555),(18 122.33138),(19 136.96906),(20 146.57083),(21 146.29913),(22 152.02908),(23 167.0041),(24 165.19386),(25 165.1738),(26 172.10942),(27 196.51314),(28 207.23341),(29 206.8852),(30 213.4281),(31 211.98953),(32 214.37454),(33 214.48178),(34 210.87772),(35 219.08917),(36 229.84477),(37 229.44756),(38 227.12483),(39 236.77869),(40 244.288),(41 244.51067),(42 230.44107),(43 230.9422),(44 222.14943),(45 222.28462),(46 214.9469),(47 211.6599),(48 211.68964),
(1 0.0017430421),(2 5.719798),(3 23.866732),(4 30.282066),(5 30.314896),(6 38.758278),(7 59.989304),(8 64.69141),(9 64.84456),(10 71.03713),(11 96.01728),(12 101.08842),(13 101.14774),(14 105.17301),(15 121.72071),(16 130.91821),(17 130.94664),(18 128.35138),(19 137.46),(20 144.92888),(21 144.99074),(22 142.91617),(23 122.2154),(24 124.12555),(25 124.08319),(26 137.61069),(27 150.44661),(28 147.78673),(29 147.44452),(30 157.65134),(31 163.255),(32 166.7819),(33 166.9963),(34 169.5196),(35 177.09892),(36 191.36494),(37 191.1175),(38 202.84494),(39 214.77309),(40 204.25418),(41 204.31145),(42 202.23714),(43 201.02104),(44 204.00362),(45 204.1921),(46 197.58797),(47 195.581),(48 195.49477),
(1 0.00222369),(2 5.169981),(3 25.15443),(4 30.304272),(5 30.174742),(6 38.800518),(7 54.35229),(8 59.9095),(9 60.043434),(10 68.557335),(11 82.80464),(12 87.54637),(13 87.46238),(14 100.65371),(15 101.112976),(16 130.34418),(17 130.29904),(18 144.3304),(19 170.88683),(20 172.34898),(21 172.22864),(22 171.27173),(23 170.63599),(24 164.35628),(25 164.30345),(26 164.75002),(27 166.24269),(28 175.4498),(29 175.20813),(30 193.90251),(31 201.20918),(32 200.55908),(33 200.42412),(34 200.116),(35 208.26117),(36 219.47533),(37 219.31137),(38 229.91844),(39 237.01035),(40 222.81563),(41 222.64551),(42 217.61676),(43 206.72997),(44 201.24506),(45 201.43661),(46 199.41255),(47 188.2377),(48 188.1858),
(1 0.002734576),(2 6.616131),(3 29.682531),(4 39.554085),(5 39.623398),(6 46.8843),(7 63.574913),(8 72.77372),(9 72.76655),(10 77.17315),(11 90.24972),(12 104.612305),(13 104.95561),(14 122.72354),(15 127.20749),(16 125.25201),(17 125.28722),(18 126.58478),(19 154.57333),(20 154.88892),(21 154.80957),(22 167.25264),(23 168.24852),(24 156.16779),(25 155.9968),(26 150.50302),(27 167.05424),(28 168.37599),(29 169.05447),(30 170.77345),(31 183.98749),(32 170.62624),(33 170.39682),(34 172.46562),(35 180.99704),(36 185.86734),(37 185.98877),(38 185.2935),(39 183.23634),(40 183.77837),(41 184.05952),(42 187.78984),(43 201.90575),(44 194.97314),(45 194.78677),(46 191.93254),(47 208.53427),(48 208.51576),
(1 0.0019666895),(2 5.5712647),(3 24.057917),(4 32.562187),(5 32.518597),(6 39.70359),(7 59.320835),(8 64.71944),(9 64.74279),(10 68.14086),(11 90.14059),(12 99.143486),(13 99.144585),(14 117.92089),(15 152.16956),(16 160.30273),(17 160.04002),(18 156.469),(19 200.2227),(20 200.59221),(21 200.5176),(22 213.72873),(23 215.99753),(24 191.46693),(25 191.36647),(26 183.78497),(27 199.76227),(28 206.73077),(29 207.32892),(30 221.58516),(31 226.48436),(32 207.73904),(33 207.91457),(34 202.21944),(35 217.35443),(36 228.87679),(37 229.23015),(38 234.28389),(39 241.81282),(40 243.05235),(41 243.56622),(42 237.74979),(43 237.05902),(44 234.96553),(45 234.83589),(46 231.27376),(47 242.12929),(48 241.71857),
(1 0.002404668),(2 7.6572323),(3 29.343838),(4 40.441586),(5 40.495834),(6 48.54153),(7 69.07245),(8 75.548134),(9 75.57431),(10 87.24053),(11 98.24873),(12 110.89953),(13 110.95773),(14 121.462555),(15 119.06371),(16 130.39813),(17 130.3214),(18 128.84154),(19 129.63211),(20 144.21236),(21 144.24152),(22 164.08066),(23 165.6757),(24 158.97943),(25 159.06941),(26 165.80083),(27 157.44797),(28 170.15823),(29 170.54584),(30 177.82465),(31 177.41988),(32 178.53893),(33 178.64839),(34 185.1414),(35 199.18016),(36 208.97577),(37 208.96352),(38 202.74124),(39 198.31372),(40 197.14351),(41 197.55336),(42 217.75058),(43 234.06613),(44 226.11989),(45 225.32436),(46 228.5858),(47 228.61853),(48 228.59856),
(1 0.0021409686),(2 5.3791933),(3 23.604225),(4 31.699484),(5 31.535507),(6 41.482536),(7 64.17346),(8 68.91069),(9 68.91485),(10 71.70193),(11 86.68363),(12 92.009834),(13 92.06627),(14 95.228935),(15 115.52362),(16 116.781075),(17 116.72628),(18 122.57583),(19 132.90742),(20 142.1212),(21 141.83794),(22 142.11552),(23 143.6358),(24 155.50607),(25 155.61809),(26 153.43059),(27 179.813),(28 183.22136),(29 183.0161),(30 185.1355),(31 193.14873),(32 202.70227),(33 202.47696),(34 209.82211),(35 218.11351),(36 224.34264),(37 224.14316),(38 213.70424),(39 212.93015),(40 227.35484),(41 227.51712),(42 227.5933),(43 236.87512),(44 227.67108),(45 227.61012),(46 220.99551),(47 219.6857),(48 219.61516),
(1 0.0022477198),(2 5.215535),(3 28.88958),(4 39.473602),(5 39.4691),(6 46.189087),(7 73.70297),(8 83.78287),(9 83.64065),(10 88.425766),(11 110.68367),(12 118.156494),(13 118.18562),(14 120.35818),(15 152.34132),(16 157.47183),(17 157.38647),(18 154.71703),(19 167.36125),(20 169.69801),(21 169.35301),(22 165.622),(23 158.52051),(24 158.05751),(25 158.1851),(26 173.81844),(27 212.86526),(28 209.76534),(29 209.96173),(30 212.16847),(31 201.62602),(32 195.70341),(33 195.52835),(34 193.51967),(35 216.77234),(36 222.79265),(37 222.83115),(38 217.56206),(39 211.605),(40 218.94542),(41 219.17705),(42 234.82617),(43 251.85185),(44 228.6604),(45 229.3385),(46 212.93813),(47 205.45074),(48 205.41357),
(1 0.0028139818),(2 7.606722),(3 30.141912),(4 42.147366),(5 42.189255),(6 48.022625),(7 61.86699),(8 72.783936),(9 72.67361),(10 81.58691),(11 92.0723),(12 104.73748),(13 104.731926),(14 114.07462),(15 146.96109),(16 157.45564),(17 157.69601),(18 168.6056),(19 194.66037),(20 207.73013),(21 207.58221),(22 205.31096),(23 175.52444),(24 171.93878),(25 172.11464),(26 174.85294),(27 181.7328),(28 183.48576),(29 183.81816),(30 184.53802),(31 190.66982),(32 184.77965),(33 184.9157),(34 188.54381),(35 212.08136),(36 205.19662),(37 205.35864),(38 207.87444),(39 218.97833),(40 219.10956),(41 219.09009),(42 231.26056),(43 226.95547),(44 224.87196),(45 225.31812),(46 229.41621),(47 236.14351),(48 236.05725),
