1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 0.00023416146),(2 0.2690052),(3 1.771482),(4 3.4818895),(5 3.510974),(6 4.208148),(7 8.231412),(8 10.411493),(9 10.434288),(10 9.890523),(11 11.617251),(12 14.282404),(13 14.273357),(14 19.92108),(15 21.78377),(16 107.40323),(17 107.24637),(18 109.34121),(19 125.82137),(20 128.13681),(21 128.2349),(22 130.23099),(23 119.144264),(24 128.08878),(25 127.975044),(26 124.57934),(27 117.37248),(28 110.44949),(29 110.08876),(30 108.57033),(31 111.62885),(32 102.24463),(33 102.45881),(34 97.14286),(35 84.641495),(36 87.74406),(37 87.23388),(38 73.13165),(39 72.84293),(40 78.21836),(41 78.28794),(42 80.45251),(43 82.03603),(44 89.181335),(45 89.55593),(46 94.86706),(47 95.89394),(48 95.93724),
(1 0.00028489428),(2 0.6149243),(3 3.3342073),(4 5.664991),(5 5.6425776),(6 7.263102),(7 8.314124),(8 8.615525),(9 8.670788),(10 10.32916),(11 13.917202),(12 20.839417),(13 20.913761),(14 27.195719),(15 34.613834),(16 61.988636),(17 62.080376),(18 70.99326),(19 111.86573),(20 122.5864),(21 122.73475),(22 133.59627),(23 136.82161),(24 139.06573),(25 139.09534),(26 142.00798),(27 145.51735),(28 141.67667),(29 142.0564),(30 142.41388),(31 143.89114),(32 143.77766),(33 144.51036),(34 140.50314),(35 141.6497),(36 147.10417),(37 147.5047),(38 136.01334),(39 129.24097),(40 134.25925),(41 134.73239),(42 139.2916),(43 149.28645),(44 159.37505),(45 160.17914),(46 163.24612),(47 152.50189),(48 152.67691),
(1 0.00051882956),(2 0.87922865),(3 9.847331),(4 15.5708685),(5 15.582821),(6 18.8069),(7 19.831984),(8 22.30255),(9 22.432318),(10 28.6045),(11 31.801224),(12 35.086933),(13 35.09825),(14 44.692818),(15 66.06459),(16 113.06403),(17 113.09274),(18 128.8275),(19 167.05551),(20 182.15149),(21 182.4601),(22 189.34799),(23 190.42744),(24 193.87552),(25 193.88718),(26 214.90419),(27 228.75253),(28 242.0409),(29 242.84245),(30 238.34586),(31 224.80826),(32 228.99825),(33 229.59428),(34 220.46011),(35 229.3361),(36 223.22748),(37 222.48224),(38 208.34988),(39 206.53851),(40 206.90308),(41 206.8734),(42 209.68248),(43 208.57361),(44 201.23538),(45 201.36691),(46 199.81503),(47 197.99802),(48 198.13412),
(1 0.00048936316),(2 0.93338245),(3 5.8446884),(4 8.953313),(5 8.971648),(6 11.111276),(7 16.41016),(8 19.544855),(9 19.596134),(10 22.88163),(11 27.308338),(12 29.291676),(13 29.355574),(14 34.224228),(15 52.18897),(16 138.5365),(17 138.72731),(18 161.03607),(19 187.75264),(20 206.75629),(21 206.5154),(22 210.30719),(23 233.69681),(24 252.08673),(25 251.71904),(26 268.06293),(27 267.23065),(28 277.26517),(29 276.82858),(30 284.73984),(31 281.4223),(32 282.85492),(33 282.8842),(34 266.41772),(35 253.64622),(36 251.92706),(37 251.44131),(38 246.86407),(39 257.99405),(40 247.00603),(41 246.9922),(42 238.2724),(43 233.69139),(44 240.3761),(45 241.00226),(46 245.00374),(47 246.60625),(48 246.54813),
(1 0.00058301084),(2 1.2112226),(3 8.0180235),(4 13.982829),(5 14.002112),(6 18.721416),(7 21.989902),(8 24.51657),(9 24.351389),(10 24.525543),(11 32.09819),(12 39.03131),(13 38.867043),(14 49.59724),(15 84.73716),(16 152.42992),(17 152.33005),(18 184.39935),(19 227.1205),(20 255.7734),(21 255.77655),(22 265.49738),(23 279.22968),(24 280.42206),(25 280.05557),(26 276.8757),(27 278.0049),(28 275.89273),(29 275.90884),(30 280.9913),(31 275.92392),(32 277.2228),(33 276.80795),(34 262.7891),(35 255.72064),(36 255.03322),(37 254.77904),(38 269.6588),(39 274.91168),(40 272.2606),(41 272.0781),(42 286.24442),(43 291.31445),(44 302.5086),(45 303.0366),(46 308.69244),(47 310.38678),(48 310.63345),
(1 0.0007547832),(2 1.3397508),(3 6.46702),(4 8.386528),(5 8.346768),(6 12.871097),(7 16.059753),(8 17.4103),(9 17.392395),(10 21.34641),(11 30.930859),(12 42.617558),(13 42.5309),(14 48.357864),(15 71.63079),(16 122.27367),(17 122.18126),(18 132.51495),(19 156.95139),(20 171.40105),(21 171.35677),(22 164.7192),(23 188.24042),(24 195.58),(25 195.30898),(26 191.32848),(27 200.02255),(28 211.97334),(29 212.34695),(30 218.90862),(31 220.83176),(32 217.66238),(33 217.21088),(34 200.14569),(35 178.73283),(36 181.95229),(37 182.1301),(38 197.73051),(39 195.8909),(40 178.56),(41 178.82782),(42 167.92604),(43 159.12326),(44 166.51637),(45 166.72957),(46 172.37662),(47 158.71172),(48 158.80739),
(1 0.0010209697),(2 1.3696827),(3 8.112847),(4 13.007408),(5 13.087541),(6 15.360147),(7 23.834248),(8 31.142529),(9 31.109224),(10 41.18191),(11 45.509785),(12 52.981583),(13 52.887978),(14 59.270573),(15 92.64427),(16 130.49002),(17 130.33775),(18 131.96999),(19 141.958),(20 149.64063),(21 149.6546),(22 152.23718),(23 170.13654),(24 169.05309),(25 169.16101),(26 177.27867),(27 188.20741),(28 207.04253),(29 206.96628),(30 209.38538),(31 210.0096),(32 215.28987),(33 215.76242),(34 218.09056),(35 232.75343),(36 250.46596),(37 250.56512),(38 270.20285),(39 278.8746),(40 288.75366),(41 289.6202),(42 298.7932),(43 306.45453),(44 303.88525),(45 304.5623),(46 297.9331),(47 288.5697),(48 288.6017),
(1 0.00082899345),(2 1.7408335),(3 13.783835),(4 21.298176),(5 21.258865),(6 25.207977),(7 31.853268),(8 37.365803),(9 37.502285),(10 42.844433),(11 47.887417),(12 54.160297),(13 54.249912),(14 65.18642),(15 76.18706),(16 95.790764),(17 95.80216),(18 114.562836),(19 141.46983),(20 165.88239),(21 165.87749),(22 180.43878),(23 205.46193),(24 210.92215),(25 210.77205),(26 201.86792),(27 185.51175),(28 190.9592),(29 191.47028),(30 192.28415),(31 194.07495),(32 197.23189),(33 197.42657),(34 188.8762),(35 182.26793),(36 171.08345),(37 171.77025),(38 187.29195),(39 193.36295),(40 200.63222),(41 200.73303),(42 194.19267),(43 167.4709),(44 166.09348),(45 166.49207),(46 159.73386),(47 178.18175),(48 178.11642),
(1 0.0011990481),(2 1.6188781),(3 12.818869),(4 17.894053),(5 17.97094),(6 21.01837),(7 24.094374),(8 25.869654),(9 25.79834),(10 35.448135),(11 46.3323),(12 57.744194),(13 57.894176),(14 66.67454),(15 86.14493),(16 108.00296),(17 107.96523),(18 107.67314),(19 126.00284),(20 144.76314),(21 144.6357),(22 157.06807),(23 164.8268),(24 167.12126),(25 167.4274),(26 164.56416),(27 153.11024),(28 162.63882),(29 163.19627),(30 166.146),(31 164.49384),(32 164.69286),(33 164.87048),(34 151.32574),(35 151.07123),(36 154.49103),(37 154.19244),(38 151.18282),(39 141.16362),(40 140.11653),(41 140.40788),(42 135.22845),(43 133.11903),(44 130.39214),(45 130.1119),(46 128.09811),(47 146.0922),(48 146.11061),
(1 0.0014858398),(2 3.33909),(3 16.38434),(4 22.802637),(5 22.610716),(6 26.123884),(7 31.644499),(8 38.552),(9 38.514538),(10 47.28236),(11 60.51925),(12 66.8805),(13 67.07761),(14 74.17097),(15 97.03412),(16 114.47402),(17 114.42535),(18 115.35442),(19 124.63046),(20 140.25227),(21 140.1589),(22 152.58852),(23 181.71373),(24 184.08995),(25 184.25417),(26 192.88496),(27 195.9286),(28 199.45111),(29 200.93147),(30 205.80785),(31 206.71034),(32 202.27037),(33 202.09293),(34 196.84187),(35 181.05283),(36 182.28278),(37 182.08209),(38 187.31374),(39 179.42596),(40 180.86786),(41 180.99182),(42 177.3336),(43 179.2112),(44 181.44081),(45 181.09346),(46 175.39621),(47 198.70567),(48 198.58147),
(1 0.0010373695),(2 1.677019),(3 11.266013),(4 16.952497),(5 17.051716),(6 22.179384),(7 29.43276),(8 35.32819),(9 35.39359),(10 48.27148),(11 67.870995),(12 73.88164),(13 74.05486),(14 78.65914),(15 92.86459),(16 86.834305),(17 86.69151),(18 93.80346),(19 97.42074),(20 102.90862),(21 102.789665),(22 108.23398),(23 109.77874),(24 114.52703),(25 114.46421),(26 115.75399),(27 112.60206),(28 118.68821),(29 118.89863),(30 127.31325),(31 139.80765),(32 142.54266),(33 142.50627),(34 142.66882),(35 146.3176),(36 158.8607),(37 158.97159),(38 166.78459),(39 181.27557),(40 178.32033),(41 178.24475),(42 175.5087),(43 176.36096),(44 185.01563),(45 184.87051),(46 183.3639),(47 192.103),(48 192.19351),
