(1 0.9240189),(2 236.31758),(3 835.42255),(4 1073.6318),(5 1076.5889),(6 1185.8036),(7 1499.5726),(8 1674.1852),(9 1669.029),(10 1726.2703),(11 1933.7726),(12 2102.834),(13 2103.121),(14 2137.084),(15 2281.5537),(16 2387.756),(17 2387.9421),(18 2404.1982),(19 2431.6782),(20 2640.966),(21 2635.784),(22 2629.5376),(23 2560.7258),(24 2708.799),(25 2703.5457),(26 2782.455),(27 2808.8396),(28 2997.0352),(29 3039.517),(30 3105.1135),(31 2990.1758),(32 3054.0896),(33 3046),(34 2850.9893),(35 2786.9666),(36 3167.2385),(37 3164.3857),(38 3154.4602),(39 2984.097),(40 3113.9602),(41 3109.8352),(42 3010.9849),(43 3260.7495),(44 3196.4316),(45 3193.4653),(46 3308.2454),(47 3299.6165),(48 3299.4526),
(1 0.9005557),(2 240.33676),(3 810.8971),(4 960.2508),(5 962.5284),(6 1123.682),(7 1439.7834),(8 1529.2872),(9 1530.6349),(10 1702.9921),(11 1855.7252),(12 2069.6624),(13 2062.5588),(14 2072.6077),(15 2248.3691),(16 2279.7314),(17 2280.5896),(18 2258.0496),(19 2192.9019),(20 2499.3572),(21 2493.115),(22 2613.2036),(23 2624.7634),(24 2854.3096),(25 2853.8098),(26 2940.1006),(27 2916.8394),(28 3009.324),(29 3033.254),(30 3145.7175),(31 2969.5557),(32 3163.0388),(33 3157.3179),(34 2817.6064),(35 2852.754),(36 3223.4734),(37 3223.447),(38 3236.3625),(39 3094.6401),(40 3137.1697),(41 3131.9355),(42 3024.36),(43 3190.8323),(44 3091.8376),(45 3084.9675),(46 3119.454),(47 3051.741),(48 3052.2678),
(1 0.89446765),(2 230.88087),(3 826.51086),(4 1054.254),(5 1051.9078),(6 1225.218),(7 1512.2103),(8 1622.2472),(9 1619.6504),(10 1789.5862),(11 2000.5973),(12 2189.7947),(13 2180.4563),(14 2273.4634),(15 2402.7793),(16 2513.3965),(17 2509.973),(18 2368.1968),(19 2415.0427),(20 2679.1772),(21 2678.8948),(22 2698.1306),(23 2760.5574),(24 3074.2273),(25 3068.97),(26 2965.7773),(27 2852.4348),(28 3059.182),(29 3112.1233),(30 3188.6309),(31 3052.8828),(32 3242.8677),(33 3234.2678),(34 3095.0024),(35 3014.9011),(36 3275.783),(37 3264.5671),(38 3197.4514),(39 3052.4478),(40 3229.8162),(41 3215.1084),(42 3415.1516),(43 3250.8367),(44 3124.4626),(45 3113.7322),(46 3233.717),(47 3244.0117),(48 3241.6023),
(1 0.9224582),(2 216.54019),(3 753.2683),(4 953.25415),(5 952.3118),(6 1076.6349),(7 1446.9844),(8 1534.046),(9 1533.1724),(10 1690.8868),(11 1908.6078),(12 2092.855),(13 2084.396),(14 2116.0571),(15 2131.6958),(16 2526.1858),(17 2526.2507),(18 2467.519),(19 2240.7412),(20 2484.2817),(21 2469.9714),(22 2560.9978),(23 2689.634),(24 2890.4849),(25 2887.1516),(26 2787.0732),(27 2823.4639),(28 3066.1978),(29 3104.6462),(30 3112.1519),(31 3104.4402),(32 3127.6055),(33 3123.2852),(34 2857.4063),(35 2850.9946),(36 3101.826),(37 3106.864),(38 3123.3984),(39 3153.5278),(40 3247.0127),(41 3241.9275),(42 3151.4077),(43 3109.0046),(44 3020.3025),(45 3010.0981),(46 3143.1887),(47 3083.2793),(48 3084.705),
(1 0.841895),(2 214.88475),(3 780.2697),(4 974.9382),(5 975.52405),(6 1133.5228),(7 1345.5988),(8 1484.687),(9 1486.5829),(10 1677.1146),(11 1742.6003),(12 1866.553),(13 1864.705),(14 2040.3978),(15 2099.6987),(16 2324.1277),(17 2326.6653),(18 2269.5842),(19 2266.5188),(20 2564.9707),(21 2552.622),(22 2362.376),(23 2357.5588),(24 2610.2917),(25 2611.9465),(26 2754.0542),(27 2809.4614),(28 2874.1636),(29 2922.7627),(30 2914.251),(31 2884.13),(32 3035.7644),(33 3042.7324),(34 2740.9556),(35 2868.087),(36 3110.094),(37 3098.7346),(38 2937.2498),(39 2733.4424),(40 2939.0603),(41 2935.8994),(42 2976.891),(43 3010.8098),(44 2861.7744),(45 2852.601),(46 2850.8103),(47 2942.098),(48 2941.2114),
(1 0.86298925),(2 231.51251),(3 769.95886),(4 961.9375),(5 962.77075),(6 1093.6285),(7 1330.7102),(8 1536.2328),(9 1530.7474),(10 1625.4601),(11 1809.709),(12 2117.9922),(13 2109.0974),(14 2204.2446),(15 2193.5588),(16 2252.1802),(17 2246.744),(18 2211.568),(19 2130.0007),(20 2332.157),(21 2324.3086),(22 2484.446),(23 2477.0613),(24 2665.9688),(25 2654.9197),(26 2753.2083),(27 2786.6191),(28 2864.3162),(29 2884.66),(30 2839.813),(31 2901.7407),(32 3113.029),(33 3104.2886),(34 2994.23),(35 2876.1602),(36 3058.1113),(37 3055.7712),(38 3025.2783),(39 2853.595),(40 3014.7083),(41 3009.28),(42 3107.1323),(43 3028.0542),(44 2969.1958),(45 2959.5376),(46 2955.8044),(47 3033.7085),(48 3036.129),
(1 0.8679582),(2 207.95107),(3 655.08276),(4 908.811),(5 905.1846),(6 1048.1707),(7 1300.8103),(8 1510.8094),(9 1508.6018),(10 1582.4619),(11 1649.6499),(12 1922.3439),(13 1920.5999),(14 1979.4176),(15 1945.1104),(16 2058.7788),(17 2053.421),(18 2143.5593),(19 2016.2583),(20 2293.75),(21 2286.9268),(22 2254.7168),(23 2285.4514),(24 2489.63),(25 2489.5437),(26 2608.4583),(27 2629.4558),(28 2690.7463),(29 2707.6155),(30 2612.3708),(31 2541.1052),(32 2637.2393),(33 2637.6982),(34 2501.0425),(35 2598.3833),(36 2974.5024),(37 2962.7483),(38 2873.95),(39 2787.8564),(40 2911.4304),(41 2903.1472),(42 2667.9724),(43 2841.073),(44 2711.3442),(45 2700.117),(46 2734.3599),(47 2889.8892),(48 2886.0513),
(1 0.84953904),(2 212.35097),(3 725.29926),(4 953.2685),(5 949.7302),(6 1064.0676),(7 1335.2275),(8 1453.5573),(9 1456.46),(10 1618.9642),(11 1737.3944),(12 1888.1736),(13 1883.939),(14 1921.9485),(15 2076.0984),(16 2243.5122),(17 2238.9153),(18 2325.9197),(19 2228.7107),(20 2375.414),(21 2373.6948),(22 2349.336),(23 2266.086),(24 2444.7437),(25 2436.7817),(26 2577.4214),(27 2576.7305),(28 2666.9226),(29 2649.5945),(30 2692.6958),(31 2673.91),(32 2732.6326),(33 2717.6755),(34 2772.8733),(35 2751.2483),(36 3023.8828),(37 3012.557),(38 2966.1028),(39 2888.78),(40 2985.3132),(41 2979.947),(42 2900.4963),(43 2823.4233),(44 2820.9849),(45 2810.6572),(46 2851.7952),(47 2909.7239),(48 2907.7747),
(1 0.923136),(2 209.53513),(3 758.7015),(4 915.28906),(5 910.6846),(6 1067.9458),(7 1370.1019),(8 1473.5066),(9 1461.6417),(10 1520.4607),(11 1713.4075),(12 1983.07),(13 1975.888),(14 1910.8615),(15 2006.4459),(16 2159.0828),(17 2159.082),(18 2179.4688),(19 2086.6958),(20 2281.9954),(21 2281.5276),(22 2410.9736),(23 2366.3672),(24 2402.1567),(25 2398.379),(26 2523.9546),(27 2447.8083),(28 2588.9736),(29 2616.7158),(30 2614.539),(31 2748.5164),(32 2869.7065),(33 2858.2466),(34 2737.3093),(35 2762.9316),(36 2940.0728),(37 2941.9714),(38 2818.6501),(39 2678.0247),(40 2835.7488),(41 2828.1172),(42 2773.1355),(43 2721.0554),(44 2746.0605),(45 2734.848),(46 2733.951),(47 2880.6677),(48 2881.189),
(1 0.8374094),(2 208.57118),(3 683.6677),(4 890.62054),(5 889.5638),(6 1010.8054),(7 1257.4469),(8 1435.6132),(9 1436.9729),(10 1495.7169),(11 1577.0809),(12 1772.421),(13 1771.9603),(14 1899.4668),(15 1934.3253),(16 2051.64),(17 2054.126),(18 2133.8857),(19 2033.6725),(20 2326.996),(21 2321.6567),(22 2381.6274),(23 2234.5784),(24 2351.9685),(25 2343.4448),(26 2423.838),(27 2483.1917),(28 2674.1067),(29 2649.068),(30 2512.7375),(31 2512.0222),(32 2646.0857),(33 2639.6418),(34 2510.4343),(35 2586.2917),(36 2843.7058),(37 2829.063),(38 2776.0684),(39 2650.08),(40 2800.745),(41 2781.989),(42 2789.4775),(43 2709.9517),(44 2692.2622),(45 2678.5508),(46 2666.5896),(47 2788.7036),(48 2788.576),
(1 0.85230887),(2 226.4514),(3 730.335),(4 957.12616),(5 956.1695),(6 1094.2542),(7 1250.7938),(8 1466.3754),(9 1460.9652),(10 1485.1339),(11 1618.8031),(12 1754.8093),(13 1749.1626),(14 1658.941),(15 1843.2664),(16 1886.9026),(17 1885.785),(18 1941.5128),(19 1938.0591),(20 2208.3555),(21 2199.949),(22 2212.206),(23 1995.7198),(24 2174.7239),(25 2175.8965),(26 2199.3677),(27 2236.1704),(28 2326.0803),(29 2303.9802),(30 2371.3965),(31 2368.5464),(32 2423.7498),(33 2423.6458),(34 2361.4668),(35 2345.301),(36 2552.131),(37 2549.1028),(38 2435.9116),(39 2392.3408),(40 2483.3289),(41 2473.0088),(42 2400.0752),(43 2419.0103),(44 2385.789),(45 2377.697),(46 2365.34),(47 2589.7139),(48 2589.6704),
(1 0.80547506),(2 222.17651),(3 643.3206),(4 841.20306),(5 841.3567),(6 964.8328),(7 1288.3392),(8 1502.5437),(9 1500.7864),(10 1522.2795),(11 1672.1278),(12 1785.6067),(13 1784.0305),(14 1827.9308),(15 1807.501),(16 1957.617),(17 1952.4862),(18 1985.4191),(19 1886.8253),(20 2079.7761),(21 2074.285),(22 2046.9447),(23 2047.7317),(24 2220.5195),(25 2211.3445),(26 2198.7048),(27 2383.212),(28 2582.4504),(29 2553.5164),(30 2525.1965),(31 2522.1074),(32 2627.9507),(33 2621.217),(34 2586.4917),(35 2582.396),(36 2678.983),(37 2672.6843),(38 2493.0933),(39 2577.8108),(40 2734.209),(41 2718.7224),(42 2614.566),(43 2473.647),(44 2490.696),(45 2477.7766),(46 2527.2114),(47 2744.413),(48 2744.2024),
(1 0.81200385),(2 218.14293),(3 746.0464),(4 879.22565),(5 881.23755),(6 983.54456),(7 1284.0098),(8 1492.0911),(9 1486.0776),(10 1582.5428),(11 1706.007),(12 1936.3442),(13 1931.6249),(14 1997.537),(15 2032.129),(16 2173.1797),(17 2164.2947),(18 2108.2903),(19 2013.6674),(20 2111.662),(21 2108.512),(22 2189.0747),(23 2123.6816),(24 2346.1187),(25 2346.054),(26 2449.6072),(27 2517.0244),(28 2636.0168),(29 2641.2532),(30 2714.6375),(31 2678.775),(32 2766.5845),(33 2755.7908),(34 2535.7842),(35 2550.4958),(36 2789.7595),(37 2781.8923),(38 2726.3792),(39 2514.3257),(40 2686.6658),(41 2679.1804),(42 2647.8533),(43 2588.2559),(44 2560.9126),(45 2549.77),(46 2512.0647),(47 2604.2634),(48 2604.7578),
(1 0.84384054),(2 201.18683),(3 698.76013),(4 886.2167),(5 882.33075),(6 965.7129),(7 1267.2633),(8 1381.9347),(9 1377.4658),(10 1484.5707),(11 1628.7703),(12 1746.7668),(13 1738.4216),(14 1755.579),(15 1833.8712),(16 2065.86),(17 2056.889),(18 2073.8293),(19 1975.4852),(20 2143.2058),(21 2136.0327),(22 2214.5647),(23 2017.2532),(24 2205.7974),(25 2204.133),(26 2259.2747),(27 2381.9004),(28 2716.237),(29 2735.4092),(30 2527.264),(31 2348.215),(32 2503.2402),(33 2499.5237),(34 2370.0173),(35 2344.3398),(36 2530.0972),(37 2527.3567),(38 2484.5063),(39 2516.1965),(40 2573.8625),(41 2558.6257),(42 2575.7493),(43 2568.9841),(44 2623.6816),(45 2601.7502),(46 2635.8008),(47 2553.0454),(48 2550.003),
(1 0.83108705),(2 195.96352),(3 663.03937),(4 829.2778),(5 832.69763),(6 946.7329),(7 1185.7126),(8 1290.1627),(9 1293.4255),(10 1379.1492),(11 1580.62),(12 1706.1681),(13 1701.4583),(14 1739.1721),(15 1837.8553),(16 1939.9569),(17 1937.652),(18 2024.9628),(19 1866.0288),(20 2041.5244),(21 2029.4816),(22 2044.9692),(23 1931.4459),(24 2147.913),(25 2144.4634),(26 2130.0613),(27 2254.6614),(28 2526.153),(29 2530.8662),(30 2411.0317),(31 2393.5544),(32 2505.0125),(33 2498.4514),(34 2346.222),(35 2373.7886),(36 2460.389),(37 2451.9216),(38 2466.1206),(39 2361.3804),(40 2415.5217),(41 2403.882),(42 2357.062),(43 2326.025),(44 2363.7915),(45 2360.092),(46 2354.7488),(47 2448.3193),(48 2449.4795),
(1 0.8399333),(2 200.37306),(3 660.6815),(4 815.4772),(5 816.64087),(6 964.8903),(7 1180.3501),(8 1283.9434),(9 1286.741),(10 1420.1614),(11 1571.2909),(12 1675.9882),(13 1675.1399),(14 1652.2103),(15 1759.6031),(16 2017.3252),(17 2014.1062),(18 1913.0195),(19 1864.317),(20 2074.2358),(21 2074.3071),(22 2005.3303),(23 1969.6838),(24 2191.0925),(25 2191.5835),(26 2249.9458),(27 2249.0288),(28 2461.9414),(29 2507.6262),(30 2491.169),(31 2429.5605),(32 2623.2327),(33 2610.0942),(34 2415.6858),(35 2492.6628),(36 2511.5952),(37 2508.7786),(38 2417.3228),(39 2291.8079),(40 2421.3787),(41 2404.042),(42 2408.7644),(43 2365.0945),(44 2405.679),(45 2395.3884),(46 2397.5117),(47 2381.2727),(48 2382.4211),
(1 0.8827869),(2 197.14038),(3 614.4065),(4 789.73676),(5 790.9147),(6 927.9237),(7 1096.1809),(8 1266.2091),(9 1265.8141),(10 1341.5785),(11 1416.4823),(12 1631.9615),(13 1632.3855),(14 1805.5453),(15 1745.2661),(16 1921.7935),(17 1926.6809),(18 1983.2898),(19 1850.0404),(20 2048.9253),(21 2048.4946),(22 2060.021),(23 2110.2932),(24 2260.8848),(25 2262.65),(26 2259.9263),(27 2293.5313),(28 2505.378),(29 2531.6836),(30 2429.544),(31 2253.128),(32 2342.2954),(33 2335.9163),(34 2224.2212),(35 2230.8499),(36 2427.2886),(37 2419.4514),(38 2339.8853),(39 2196.4268),(40 2376.7993),(41 2366.7883),(42 2350.5703),(43 2281.288),(44 2223.0027),(45 2217.053),(46 2276.4841),(47 2279.097),(48 2278.1584),
(1 0.8418321),(2 184.99033),(3 659.8187),(4 832.9465),(5 835.168),(6 954.215),(7 1118.7234),(8 1267.53),(9 1261.9618),(10 1374.618),(11 1464.9229),(12 1561.3928),(13 1556.2589),(14 1622.5062),(15 1609.9882),(16 1771.8911),(17 1771.4222),(18 1760.6458),(19 1757.5898),(20 2035.053),(21 2018.9279),(22 1891.4513),(23 1937.6082),(24 2068.3577),(25 2061.1057),(26 2108.186),(27 2147.902),(28 2276.2056),(29 2305.75),(30 2270.7688),(31 2171.193),(32 2378.3667),(33 2378.53),(34 2228.998),(35 2210.3257),(36 2431.029),(37 2428.5984),(38 2340.2322),(39 2247.8284),(40 2392.6455),(41 2384.4749),(42 2372.7366),(43 2357.8657),(44 2382.8706),(45 2379.0803),(46 2346.599),(47 2344.4463),(48 2343.0776),
(1 0.7879854),(2 184.93388),(3 607.57306),(4 780.9879),(5 779.6429),(6 882.10876),(7 1109.4401),(8 1261.1742),(9 1261.5491),(10 1340.1836),(11 1496.8093),(12 1605.6091),(13 1602.5638),(14 1684.6027),(15 1664.2882),(16 1734.1343),(17 1734.7732),(18 1765.392),(19 1748.8412),(20 1964.3516),(21 1959.2672),(22 1988.6622),(23 1848.221),(24 1939.377),(25 1939.5209),(26 2016.3207),(27 2076.3157),(28 2246.5896),(29 2246.1082),(30 2156.634),(31 2200.2043),(32 2296.9177),(33 2294.5188),(34 2296.6245),(35 2256.2588),(36 2547.5151),(37 2547.5718),(38 2558.2698),(39 2427.3145),(40 2481.451),(41 2468.072),(42 2377.7314),(43 2385.7212),(44 2427.3413),(45 2434.1963),(46 2426.0522),(47 2482.9072),(48 2483.7004),
(1 0.8259323),(2 199.5117),(3 660.6908),(4 793.5352),(5 792.8957),(6 969.6928),(7 1168.5953),(8 1261.5687),(9 1257.9933),(10 1247.0021),(11 1476.9962),(12 1650.6992),(13 1647.7627),(14 1646.8801),(15 1684.599),(16 1847.4613),(17 1845.875),(18 1936.4733),(19 1849.5325),(20 2039.2977),(21 2035.6737),(22 2045.1395),(23 1921.2485),(24 2037.1372),(25 2037.3868),(26 1982.0844),(27 2074.3057),(28 2190.6343),(29 2204.2578),(30 2122.695),(31 2144.3025),(32 2190.264),(33 2185.56),(34 2110.7603),(35 2080.2188),(36 2329.2395),(37 2318.1226),(38 2327.2869),(39 2245.8735),(40 2315.0505),(41 2309.7656),(42 2233.954),(43 2238.1858),(44 2270.144),(45 2260.577),(46 2184.4468),(47 2287.1008),(48 2288.321),
(1 0.76542217),(2 182.09283),(3 652.6116),(4 856.63934),(5 855.05896),(6 907.01654),(7 1128.0161),(8 1212.9019),(9 1207.7068),(10 1208.5999),(11 1385.2401),(12 1556.1288),(13 1554.6002),(14 1552.0002),(15 1628.7932),(16 1784.2521),(17 1783.6978),(18 1862.8276),(19 1774.9714),(20 1932.7004),(21 1928.2424),(22 2009.0109),(23 2029.6973),(24 2196.5864),(25 2186.6614),(26 2162.0042),(27 2097.1797),(28 2227.3767),(29 2266.927),(30 2239.816),(31 2128.0854),(32 2188.3843),(33 2183.8984),(34 2104.579),(35 2090.1646),(36 2314.9946),(37 2313.8699),(38 2328.6633),(39 2340.4504),(40 2360.8188),(41 2353.466),(42 2255.4578),(43 2181.9019),(44 2290.6934),(45 2274.1152),(46 2221.7664),(47 2234.0657),(48 2235.4236),
(1 0.82177293),(2 185.52037),(3 627.5939),(4 787.4642),(5 789.6614),(6 906.047),(7 1074.8845),(8 1182.7587),(9 1175.7029),(10 1216.5592),(11 1420.1462),(12 1531.6426),(13 1530.8063),(14 1648.7401),(15 1639.7152),(16 1788.3514),(17 1783.2026),(18 1812.3907),(19 1728.3138),(20 1938.2909),(21 1933.7109),(22 1822.9589),(23 1785.1117),(24 1939.919),(25 1933.9214),(26 1962.5565),(27 2037.9191),(28 2182.8645),(29 2202.776),(30 2164.6726),(31 1995.5496),(32 2048.1135),(33 2046.9502),(34 1896.1552),(35 1873.491),(36 2146.049),(37 2138.7573),(38 1956.5251),(39 2006.269),(40 2133.4534),(41 2117.2065),(42 1961.8752),(43 2189.226),(44 2187.135),(45 2181.9001),(46 2201.9946),(47 2226.1091),(48 2225.0178),
(1 0.8059817),(2 184.07741),(3 589.4785),(4 754.8117),(5 755.62946),(6 888.2006),(7 1031.7008),(8 1196.1564),(9 1193.1058),(10 1273.2224),(11 1380.2906),(12 1526.538),(13 1525.3098),(14 1515.3325),(15 1568.3466),(16 1710.671),(17 1714.0641),(18 1724.5747),(19 1596.752),(20 1768.9047),(21 1768.8236),(22 1748.0831),(23 1752.0382),(24 1888.0109),(25 1890.676),(26 1903.1335),(27 1890.2224),(28 1950.135),(29 1963.6711),(30 2096.127),(31 2043.2084),(32 2141.5015),(33 2144.016),(34 1985.5367),(35 2019.6545),(36 2181.259),(37 2173.0364),(38 1986.6078),(39 2075.1145),(40 2212.0806),(41 2198.794),(42 2087.24),(43 2126.4148),(44 2123.254),(45 2125.8652),(46 2129.041),(47 2188.4475),(48 2184.7974),
(1 0.78545654),(2 169.19376),(3 570.0962),(4 748.1104),(5 749.95435),(6 852.3841),(7 994.45374),(8 1091.4226),(9 1085.9725),(10 1199.184),(11 1335.9757),(12 1539.1893),(13 1544.951),(14 1629.6727),(15 1534.6245),(16 1624.3762),(17 1620.511),(18 1601.9509),(19 1609.8176),(20 1835.4814),(21 1828.9357),(22 1887.7537),(23 1774.6178),(24 1958.124),(25 1958.1056),(26 1962.5667),(27 2046.4349),(28 2091.4797),(29 2078.1455),(30 2111.0496),(31 2069.0935),(32 2176.3064),(33 2165.6313),(34 2020.6416),(35 1942.7263),(36 2232.3254),(37 2223.8867),(38 2067.502),(39 1972.4464),(40 2101.0916),(41 2097.6572),(42 1980.9384),(43 2105.2498),(44 2017.0754),(45 2016.3457),(46 2070.9685),(47 2141.4373),(48 2139.3003),
(1 0.74663067),(2 170.95976),(3 578.39404),(4 726.05884),(5 727.5803),(6 835.9658),(7 987.57135),(8 1114.2588),(9 1112.0438),(10 1149.7312),(11 1367.077),(12 1473.9302),(13 1470.9257),(14 1461.4592),(15 1428.5927),(16 1605.9926),(17 1601.9268),(18 1572.9763),(19 1536.5814),(20 1690.2609),(21 1682.8976),(22 1679.6989),(23 1692.7084),(24 1828.9106),(25 1823.1974),(26 1913.3956),(27 1984.0596),(28 2055.3083),(29 2065.0518),(30 2017.5511),(31 1973.2874),(32 2063.5544),(33 2061.2954),(34 1915.5767),(35 1921.582),(36 2142.745),(37 2140.786),(38 2093.5776),(39 1963.2153),(40 2020.0776),(41 2005.9204),(42 1925.646),(43 1973.2776),(44 1914.2164),(45 1899.8131),(46 1901.5026),(47 1988.2281),(48 1988.5054),
(1 0.8453551),(2 181.80554),(3 628.24866),(4 767.5925),(5 765.0942),(6 809.0427),(7 991.8289),(8 1086.2544),(9 1081.6582),(10 1170.3578),(11 1328.0021),(12 1417.1178),(13 1414.0364),(14 1411.8733),(15 1445.0806),(16 1539.8682),(17 1539.756),(18 1624.8969),(19 1561.0074),(20 1726.4957),(21 1723.2357),(22 1699.6489),(23 1607.1173),(24 1773.6024),(25 1768.9276),(26 1796.4341),(27 1862.8943),(28 1984.422),(29 2034.0916),(30 1883.8131),(31 1841.9719),(32 1971.3927),(33 1962.4574),(34 1866.0393),(35 1879.8673),(36 2054.5647),(37 2045.439),(38 2022.076),(39 2036.4982),(40 2082.0222),(41 2066.5989),(42 2012.3285),(43 1930.572),(44 1969.4413),(45 1959.36),(46 1944.675),(47 2028.1245),(48 2029.298),
(1 0.7868489),(2 170.18982),(3 641.6463),(4 755.77325),(5 754.5868),(6 839.556),(7 1050.7365),(8 1154.8431),(9 1152.5138),(10 1278.6014),(11 1395.5527),(12 1480.0326),(13 1481.1711),(14 1477.9597),(15 1497.5436),(16 1681.4824),(17 1681.995),(18 1661.7618),(19 1548.4009),(20 1711.1329),(21 1706.613),(22 1729.4224),(23 1677.8583),(24 1853.644),(25 1849.7183),(26 1813.7296),(27 1902.3938),(28 1997.2345),(29 2019.3196),(30 2025.3083),(31 1949.1658),(32 2055.158),(33 2052.0925),(34 1948.3326),(35 1971.4165),(36 2142.9404),(37 2136.6177),(38 2165.9087),(39 1979.1644),(40 2036.1678),(41 2028.9043),(42 2000.6504),(43 1966.0358),(44 2004.6249),(45 1988.184),(46 2025.087),(47 2054.764),(48 2055.5989),
(1 0.73900807),(2 166.55455),(3 593.2662),(4 720.9455),(5 722.0364),(6 806.17535),(7 992.02747),(8 1073.6283),(9 1075.7249),(10 1203.4265),(11 1286.5094),(12 1429.8458),(13 1431.583),(14 1411.2833),(15 1459.9576),(16 1579.7999),(17 1576.1008),(18 1641.1787),(19 1526.3334),(20 1689.3752),(21 1681.7257),(22 1677.1744),(23 1705.8723),(24 1893.281),(25 1893.0487),(26 1815.3066),(27 1941.5385),(28 2004.0527),(29 1992.5896),(30 1998.3992),(31 1963.7933),(32 2056.6667),(33 2047.171),(34 1981.875),(35 1920.6086),(36 2068.934),(37 2068.2773),(38 2039.7477),(39 1975.4724),(40 2096.7852),(41 2091.2563),(42 2038.4144),(43 1915.5164),(44 1961.9467),(45 1947.1272),(46 1991.3384),(47 2009.1525),(48 2010.3763),
(1 0.84387404),(2 165.63705),(3 588.6109),(4 708.6985),(5 715.4177),(6 800.37396),(7 974.1745),(8 1070.3502),(9 1067.3844),(10 1131.5668),(11 1231.6989),(12 1353.4934),(13 1346.4132),(14 1413.5594),(15 1503.3856),(16 1627.2747),(17 1623.2609),(18 1523.1383),(19 1556.6884),(20 1756.1683),(21 1751.8806),(22 1679.7955),(23 1704.0544),(24 1843.0995),(25 1839.9564),(26 1779.8064),(27 1788.0082),(28 1902.2949),(29 1918.9962),(30 1881.6937),(31 1889.6793),(32 2045.3142),(33 2029.904),(34 1865.2971),(35 1825.2773),(36 1975.6647),(37 1979.8103),(38 1940.9507),(39 1894.9662),(40 2064.0515),(41 2052.6633),(42 2015.1078),(43 1987.6185),(44 1979.0261),(45 1973.3956),(46 1974.6631),(47 2050.7542),(48 2051.3694),
(1 0.75468826),(2 167.63107),(3 560.5862),(4 731.0139),(5 731.1663),(6 807.0218),(7 977.62036),(8 1038.5067),(9 1033.5496),(10 1087.6519),(11 1191.3386),(12 1326.4413),(13 1321.3353),(14 1368.7063),(15 1372.2246),(16 1502.2328),(17 1501.182),(18 1574.5314),(19 1504.7533),(20 1645.1328),(21 1644.854),(22 1682.8079),(23 1660.4937),(24 1800.3453),(25 1794.0468),(26 1768.4227),(27 1759.2185),(28 1955.701),(29 1972.8281),(30 1901.4948),(31 1850.6162),(32 1860.563),(33 1850.703),(34 1777.6057),(35 1710.3141),(36 1810.0919),(37 1804.2499),(38 1870.9507),(39 1901.5176),(40 2011.9452),(41 2015.6326),(42 1961.2054),(43 1858.6066),(44 1978.2031),(45 1974.769),(46 1955.3661),(47 1986.429),(48 1986.9705),
(1 0.7930346),(2 159.77525),(3 541.90094),(4 695.2239),(5 696.05615),(6 783.5882),(7 938.3265),(8 1066.802),(9 1067.3527),(10 1137.4927),(11 1235.7098),(12 1387.4586),(13 1384.002),(14 1434.1771),(15 1344.6611),(16 1478.0024),(17 1477.7029),(18 1479.285),(19 1405.8235),(20 1563.1191),(21 1558.9143),(22 1565.7047),(23 1492.182),(24 1625.729),(25 1619.9822),(26 1616.5096),(27 1743.3721),(28 1796.1436),(29 1811.3975),(30 1837.7587),(31 1784.5521),(32 1857.3972),(33 1851.4867),(34 1694.0757),(35 1718.2319),(36 1815.2759),(37 1808.6631),(38 1773.5704),(39 1729.8118),(40 1749.596),(41 1743.1516),(42 1874.1924),(43 1788.192),(44 1786.1766),(45 1785.7483),(46 1790.7079),(47 1846.6274),(48 1847.6941),
(1 0.83237046),(2 160.00832),(3 529.9276),(4 674.1904),(5 673.7638),(6 791.8029),(7 959.06903),(8 1079.1285),(9 1074.3287),(10 1105.2266),(11 1204.6987),(12 1349.3566),(13 1351.1674),(14 1363.1178),(15 1368.8491),(16 1484.644),(17 1481.2313),(18 1420.504),(19 1413.1877),(20 1578.3909),(21 1571.4597),(22 1501.0757),(23 1449.881),(24 1651.4971),(25 1644.8949),(26 1630.1848),(27 1603.053),(28 1716.0399),(29 1736.3716),(30 1770.7384),(31 1692.1294),(32 1799.956),(33 1788.9635),(34 1769.509),(35 1820.5078),(36 2042.693),(37 2036.2625),(38 1917.2065),(39 1808.8125),(40 1842.5496),(41 1825.6195),(42 1931.3419),(43 1897.1633),(44 1865.1456),(45 1854.5311),(46 1830.9845),(47 1818.6611),(48 1817.8751),
