1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.00006177229),(2 0.0064099473),(3 0.019097999),(4 0.024322072),(5 0.024345506),(6 0.026853796),(7 0.032206804),(8 0.03669493),(9 0.03662388),(10 0.03719371),(11 0.040827844),(12 0.04544667),(13 0.045317117),(14 0.045386177),(15 0.04661734),(16 0.052851412),(17 0.05274652),(18 0.05218882),(19 0.052239265),(20 0.05805137),(21 0.057873562),(22 0.056775037),(23 0.055138305),(24 0.06004484),(25 0.05989863),(26 0.059255812),(27 0.0607774),(28 0.065246806),(29 0.06521294),(30 0.063004136),(31 0.06186419),(32 0.06623437),(33 0.06591168),(34 0.061566442),(35 0.06069776),(36 0.06596272),(37 0.065658554),(38 0.06494795),(39 0.06332024),(40 0.06656091),(41 0.0662674),(42 0.06356818),(43 0.063538164),(44 0.06400483),(45 0.0636361),(46 0.06167292),(47 0.06513149),(48 0.06511012),
(1 0.00003303856),(2 0.0029836677),(3 0.00836088),(4 0.01051282),(5 0.010508544),(6 0.011357575),(7 0.013419833),(8 0.014817379),(9 0.014788143),(10 0.014841051),(11 0.015801901),(12 0.017799042),(13 0.017729472),(14 0.01753561),(15 0.017719902),(16 0.019953286),(17 0.019884678),(18 0.019043246),(19 0.018283308),(20 0.021054925),(21 0.020957524),(22 0.019976102),(23 0.018976018),(24 0.021213258),(25 0.021182993),(26 0.02020502),(27 0.020320574),(28 0.02206387),(29 0.022044118),(30 0.021479638),(31 0.020983793),(32 0.023047993),(33 0.022885129),(34 0.020546943),(35 0.020225927),(36 0.023273349),(37 0.023113502),(38 0.021744821),(39 0.021573337),(40 0.023233563),(41 0.023046616),(42 0.02148592),(43 0.02133286),(44 0.022584753),(45 0.022360628),(46 0.021145504),(47 0.022691865),(48 0.022677833),
(1 0.000028362085),(2 0.0024790396),(3 0.0069022495),(4 0.008694146),(5 0.008724369),(6 0.009372097),(7 0.010785347),(8 0.01220474),(9 0.012180113),(10 0.012160638),(11 0.012793689),(12 0.014207216),(13 0.014149305),(14 0.013940536),(15 0.01405481),(16 0.015847905),(17 0.01580311),(18 0.015124939),(19 0.014210967),(20 0.016359922),(21 0.01629437),(22 0.015483342),(23 0.014931126),(24 0.016702995),(25 0.01666117),(26 0.015990498),(27 0.01609755),(28 0.017657537),(29 0.017674757),(30 0.016709505),(31 0.016304752),(32 0.017971816),(33 0.01791758),(34 0.01602108),(35 0.015998574),(36 0.01854554),(37 0.018423848),(38 0.017054893),(39 0.01672344),(40 0.018539172),(41 0.018413823),(42 0.017075004),(43 0.016951362),(44 0.017786529),(45 0.017631074),(46 0.016339345),(47 0.017661925),(48 0.01765375),
(1 0.000017374581),(2 0.0013630703),(3 0.003685762),(4 0.0047375388),(5 0.0047500213),(6 0.005017867),(7 0.0059118527),(8 0.006592194),(9 0.006576534),(10 0.006493622),(11 0.006948091),(12 0.0077846684),(13 0.0077200793),(14 0.007631032),(15 0.007608486),(16 0.008733404),(17 0.008707634),(18 0.008087517),(19 0.007847794),(20 0.008913816),(21 0.008867841),(22 0.00828954),(23 0.008075883),(24 0.009117598),(25 0.009095431),(26 0.008635642),(27 0.008394861),(28 0.009295531),(29 0.009315717),(30 0.008930219),(31 0.008738943),(32 0.009752039),(33 0.009696455),(34 0.008601107),(35 0.008266766),(36 0.00953429),(37 0.0094727045),(38 0.008977365),(39 0.008930915),(40 0.0096265515),(41 0.009551795),(42 0.008978699),(43 0.0089731915),(44 0.009519935),(45 0.009433327),(46 0.008701784),(47 0.009340845),(48 0.009336881),
(1 0.000018053795),(2 0.0013301012),(3 0.0036218294),(4 0.004529239),(5 0.004544905),(6 0.004930388),(7 0.005669005),(8 0.006397404),(9 0.006364249),(10 0.0062484476),(11 0.00640456),(12 0.0072540753),(13 0.0072127837),(14 0.0069805915),(15 0.006833452),(16 0.0077962214),(17 0.00777922),(18 0.0074017006),(19 0.007140282),(20 0.008159271),(21 0.0081105875),(22 0.0076647233),(23 0.00734289),(24 0.008313003),(25 0.008311341),(26 0.007835919),(27 0.0077428296),(28 0.008616117),(29 0.008678184),(30 0.008315601),(31 0.008046227),(32 0.008804801),(33 0.008726277),(34 0.007813427),(35 0.007593896),(36 0.008942002),(37 0.008891944),(38 0.008320413),(39 0.008204845),(40 0.009016292),(41 0.008925699),(42 0.008243445),(43 0.008260165),(44 0.008715673),(45 0.008619658),(46 0.007966946),(47 0.008696243),(48 0.008695078),
(1 0.000012186241),(2 0.00085600105),(3 0.0022518719),(4 0.002861608),(5 0.0028719243),(6 0.0030362676),(7 0.0034336213),(8 0.0039209244),(9 0.003918538),(10 0.0037793806),(11 0.0039910953),(12 0.004328119),(13 0.0043243496),(14 0.004157765),(15 0.004231658),(16 0.0047592935),(17 0.004746909),(18 0.004580718),(19 0.0042876727),(20 0.0049893716),(21 0.004950753),(22 0.0046996437),(23 0.0045531658),(24 0.0050983434),(25 0.0050840955),(26 0.0048729777),(27 0.004808635),(28 0.005316196),(29 0.005372933),(30 0.0052314177),(31 0.0048934193),(32 0.005539103),(33 0.005508513),(34 0.004808128),(35 0.0046957415),(36 0.005394814),(37 0.005365066),(38 0.004945971),(39 0.0049831453),(40 0.0054530688),(41 0.005407165),(42 0.0051479912),(43 0.0050489195),(44 0.005424477),(45 0.0053670774),(46 0.0048981644),(47 0.005239599),(48 0.0052408697),
(1 0.0000134992315),(2 0.00082631124),(3 0.0021685997),(4 0.0026472372),(5 0.0026562586),(6 0.0028290725),(7 0.0033580763),(8 0.0037894084),(9 0.0037911413),(10 0.00367937),(11 0.0038098975),(12 0.0041543255),(13 0.004133602),(14 0.003984746),(15 0.0040903944),(16 0.0046733436),(17 0.0046558785),(18 0.004396426),(19 0.0042446638),(20 0.004770253),(21 0.0047314106),(22 0.004453058),(23 0.004325339),(24 0.0048766425),(25 0.004859708),(26 0.004552337),(27 0.0045608208),(28 0.0050009363),(29 0.005032696),(30 0.004892887),(31 0.004657461),(32 0.005157848),(33 0.005121773),(34 0.004612601),(35 0.004511108),(36 0.005226141),(37 0.0051784595),(38 0.0048431368),(39 0.0047335285),(40 0.005105101),(41 0.005045716),(42 0.0048563643),(43 0.0048035644),(44 0.0051266784),(45 0.005073311),(46 0.004678792),(47 0.004869205),(48 0.0048701977),
(1 0.0000097057655),(2 0.00056777935),(3 0.001486572),(4 0.0018684838),(5 0.001880882),(6 0.002011643),(7 0.0023309407),(8 0.002566406),(9 0.002565183),(10 0.0024967832),(11 0.0026069512),(12 0.0029428934),(13 0.002920991),(14 0.0027629212),(15 0.0028251365),(16 0.0031625594),(17 0.0031514557),(18 0.0029782446),(19 0.0029057087),(20 0.0032438738),(21 0.0032179174),(22 0.0030653235),(23 0.0029330996),(24 0.0032894574),(25 0.0032899778),(26 0.0030985463),(27 0.0030985456),(28 0.003368636),(29 0.0033991486),(30 0.0032483877),(31 0.0031742982),(32 0.003500524),(33 0.003479805),(34 0.0031705087),(35 0.0030480537),(36 0.0035132894),(37 0.0034901048),(38 0.0032234262),(39 0.0031460507),(40 0.0035248438),(41 0.0034896084),(42 0.0032750757),(43 0.0032248131),(44 0.003452932),(45 0.0034166912),(46 0.0031867663),(47 0.003325972),(48 0.0033234667),
(1 0.000006093956),(2 0.00034109948),(3 0.0008579893),(4 0.0010861033),(5 0.0010893047),(6 0.001111883),(7 0.0012807384),(8 0.0014446751),(9 0.0014372943),(10 0.0013925314),(11 0.0014893049),(12 0.0016603972),(13 0.0016515472),(14 0.0015149969),(15 0.0016190838),(16 0.001809348),(17 0.0018070998),(18 0.0016709135),(19 0.0016364157),(20 0.0018574157),(21 0.0018455924),(22 0.0017023593),(23 0.0016632542),(24 0.0018084474),(25 0.001806474),(26 0.0017550308),(27 0.0017122836),(28 0.0018456398),(29 0.0018759682),(30 0.0018069963),(31 0.0017964309),(32 0.002013688),(33 0.0019912336),(34 0.0017278878),(35 0.0016837581),(36 0.0019476275),(37 0.001942719),(38 0.0018304962),(39 0.0017451554),(40 0.0019123468),(41 0.0018978654),(42 0.0017647091),(43 0.0017533505),(44 0.0018534574),(45 0.0018422583),(46 0.0017310486),(47 0.0018848816),(48 0.0018848799),
(1 0.000007929342),(2 0.00040874045),(3 0.0010807714),(4 0.0013512808),(5 0.0013654156),(6 0.0014716851),(7 0.0016511744),(8 0.0018238721),(9 0.0018167333),(10 0.0017699414),(11 0.0018601712),(12 0.002014133),(13 0.0020098628),(14 0.0019411959),(15 0.0019512277),(16 0.0021637792),(17 0.002157552),(18 0.0020618825),(19 0.0020407923),(20 0.0022572258),(21 0.0022432199),(22 0.002096285),(23 0.0020862103),(24 0.0023158835),(25 0.00231014),(26 0.00225522),(27 0.0021807791),(28 0.0024035487),(29 0.002420681),(30 0.002332156),(31 0.0022460415),(32 0.0024420826),(33 0.0024259577),(34 0.0022613553),(35 0.002168177),(36 0.002441612),(37 0.0024302946),(38 0.0022964752),(39 0.0022052343),(40 0.002446111),(41 0.002425574),(42 0.0022870288),(43 0.002287903),(44 0.0023427592),(45 0.0023251218),(46 0.0022166627),(47 0.002372783),(48 0.0023738018),
(1 0.0000026853183),(2 0.00014168586),(3 0.00036529964),(4 0.00043781503),(5 0.00043762632),(6 0.00048014888),(7 0.0005447935),(8 0.00058820937),(9 0.00058833795),(10 0.0005922929),(11 0.0006280087),(12 0.00066947134),(13 0.0006661967),(14 0.00065478665),(15 0.00065448956),(16 0.0007306197),(17 0.00073256774),(18 0.00069091923),(19 0.000677383),(20 0.00078217976),(21 0.00077276706),(22 0.00071940164),(23 0.00067315396),(24 0.0007525101),(25 0.000750105),(26 0.0007647106),(27 0.0007275231),(28 0.0007932893),(29 0.0008022914),(30 0.0007849551),(31 0.0007432418),(32 0.0008333965),(33 0.0008228049),(34 0.00073707703),(35 0.0007386885),(36 0.0008112998),(37 0.00080417126),(38 0.0007447181),(39 0.00071103097),(40 0.0007891786),(41 0.00078333326),(42 0.0007655225),(43 0.00078508694),(44 0.0008090105),(45 0.0008068307),(46 0.00075597403),(47 0.00079969276),(48 0.0008001491),
(1 0.0000034317823),(2 0.0001710193),(3 0.00044542112),(4 0.0005192426),(5 0.00052646967),(6 0.00054857094),(7 0.0006245318),(8 0.00071486406),(9 0.00071071874),(10 0.0006806719),(11 0.0007143641),(12 0.00077935006),(13 0.00077301665),(14 0.0007402848),(15 0.00077258964),(16 0.00089922384),(17 0.00089915283),(18 0.00082406675),(19 0.00078617764),(20 0.00088654226),(21 0.0008841979),(22 0.0008529518),(23 0.00076285243),(24 0.00087210076),(25 0.0008721447),(26 0.00084315473),(27 0.0008372468),(28 0.0009197558),(29 0.0009235165),(30 0.00089598936),(31 0.00085637526),(32 0.0009455742),(33 0.00094474794),(34 0.0008677577),(35 0.00084789493),(36 0.0009585569),(37 0.0009554982),(38 0.0008672332),(39 0.00086807617),(40 0.00091875857),(41 0.00091071543),(42 0.00087632745),(43 0.0008634247),(44 0.0009013143),(45 0.00089364516),(46 0.0008598956),(47 0.000895659),(48 0.00089625583),
(1 0.00000061074314),(2 0.000034178887),(3 0.00007737256),(4 0.00010213187),(5 0.00010253546),(6 0.000099487675),(7 0.00011518716),(8 0.000114240655),(9 0.000115046),(10 0.00013010675),(11 0.00012424357),(12 0.0001351635),(13 0.00013452799),(14 0.00013482876),(15 0.00014488328),(16 0.00015520364),(17 0.00015385995),(18 0.00014800164),(19 0.0001477472),(20 0.00016568834),(21 0.00016498141),(22 0.00015930152),(23 0.0001512467),(24 0.00014998956),(25 0.00014997275),(26 0.00015222793),(27 0.00015280068),(28 0.00017201128),(29 0.00017517743),(30 0.00015598246),(31 0.00015161917),(32 0.00016182325),(33 0.000161483),(34 0.00015187854),(35 0.00014835832),(36 0.00016326286),(37 0.00016311258),(38 0.00015602111),(39 0.00014061829),(40 0.00016593483),(41 0.0001649723),(42 0.00016174885),(43 0.00016009732),(44 0.00016953866),(45 0.0001685931),(46 0.00015753276),(47 0.00016597791),(48 0.00016602324),
(1 0.00000016191478),(2 0.000006945188),(3 0.000020054069),(4 0.000025393527),(5 0.000026618003),(6 0.000028116941),(7 0.000029219362),(8 0.00003548114),(9 0.000035741345),(10 0.000033676683),(11 0.00003663845),(12 0.000035708672),(13 0.00003505976),(14 0.00003327241),(15 0.00003973278),(16 0.00004193777),(17 0.000041624397),(18 0.000044530378),(19 0.000037550915),(20 0.000040805182),(21 0.00003987087),(22 0.000038720842),(23 0.00003855477),(24 0.000036709796),(25 0.00003644953),(26 0.00004310876),(27 0.00003930486),(28 0.000042080203),(29 0.00004042789),(30 0.00003824343),(31 0.00003870094),(32 0.00004413518),(33 0.000045799563),(34 0.00003804314),(35 0.000041924275),(36 0.000045077948),(37 0.000045585944),(38 0.000034778386),(39 0.000040993396),(40 0.000039049235),(41 0.000038760878),(42 0.000042821506),(43 0.00004148332),(44 0.000042563024),(45 0.00004252704),(46 0.00003457667),(47 0.00004080021),(48 0.00004103591),
