1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 0.00010584634),(2 0.01829135),(3 0.053464897),(4 0.066826686),(5 0.066847),(6 0.076674655),(7 0.09314467),(8 0.10305909),(9 0.10263505),(10 0.10708634),(11 0.11573774),(12 0.124632895),(13 0.12427777),(14 0.12941667),(15 0.13293022),(16 0.14476115),(17 0.14445515),(18 0.14673838),(19 0.14493376),(20 0.15914144),(21 0.158647),(22 0.15574034),(23 0.1527077),(24 0.16582678),(25 0.16563264),(26 0.16412199),(27 0.16746783),(28 0.17685436),(29 0.17622304),(30 0.17612755),(31 0.17398807),(32 0.18112607),(33 0.18048024),(34 0.17063309),(35 0.16847584),(36 0.18529464),(37 0.18460985),(38 0.18116651),(39 0.17614321),(40 0.18474638),(41 0.18401094),(42 0.18040231),(43 0.17874725),(44 0.18060938),(45 0.17979258),(46 0.17819223),(47 0.18670613),(48 0.18669),
(1 0.00010605994),(2 0.017290682),(3 0.049441636),(4 0.061052706),(5 0.06097643),(6 0.070157476),(7 0.08660074),(8 0.09497938),(9 0.09462891),(10 0.09861054),(11 0.10766242),(12 0.11699991),(13 0.11669674),(14 0.12165585),(15 0.12612683),(16 0.13674733),(17 0.1364288),(18 0.13772582),(19 0.13623273),(20 0.14928858),(21 0.14889202),(22 0.14548695),(23 0.14210042),(24 0.15387896),(25 0.1536008),(26 0.15386511),(27 0.15455663),(28 0.16299528),(29 0.16296338),(30 0.16012529),(31 0.15911426),(32 0.16839825),(33 0.16765125),(34 0.15925351),(35 0.1557552),(36 0.17154679),(37 0.17099704),(38 0.16670354),(39 0.16441369),(40 0.17379875),(41 0.17297733),(42 0.16953003),(43 0.1659692),(44 0.16754696),(45 0.1666414),(46 0.16411789),(47 0.17288603),(48 0.17282365),
(1 0.00011031483),(2 0.017250264),(3 0.049358673),(4 0.06124178),(5 0.061249472),(6 0.07051192),(7 0.08549043),(8 0.09478408),(9 0.09436099),(10 0.09939529),(11 0.10665084),(12 0.11521133),(13 0.114873745),(14 0.11838786),(15 0.12263773),(16 0.13242877),(17 0.13208938),(18 0.13349603),(19 0.13407774),(20 0.14658338),(21 0.14610608),(22 0.14239432),(23 0.1384718),(24 0.15223768),(25 0.15202908),(26 0.15111186),(27 0.15212688),(28 0.1602031),(29 0.16028081),(30 0.15790716),(31 0.15633263),(32 0.16567266),(33 0.16493605),(34 0.15548635),(35 0.15400368),(36 0.1702074),(37 0.16973881),(38 0.16395101),(39 0.16116233),(40 0.16970226),(41 0.16893995),(42 0.16487698),(43 0.16164766),(44 0.16340052),(45 0.1624257),(46 0.16054215),(47 0.16675459),(48 0.1667196),
(1 0.00009701981),(2 0.015088788),(3 0.0429414),(4 0.05298262),(5 0.052928086),(6 0.060936444),(7 0.074253924),(8 0.08235128),(9 0.08199304),(10 0.085714795),(11 0.09239542),(12 0.10045122),(13 0.100239426),(14 0.10325811),(15 0.10733103),(16 0.11643547),(17 0.11620748),(18 0.11658965),(19 0.11551535),(20 0.12746449),(21 0.12703244),(22 0.12407069),(23 0.12180758),(24 0.13308033),(25 0.13295388),(26 0.13312368),(27 0.13217793),(28 0.14054894),(29 0.14019533),(30 0.13685349),(31 0.13731816),(32 0.14455381),(33 0.14397101),(34 0.13681903),(35 0.13540755),(36 0.1478935),(37 0.14737192),(38 0.14271171),(39 0.14219016),(40 0.14906995),(41 0.14835623),(42 0.14348894),(43 0.14099395),(44 0.14285533),(45 0.14222881),(46 0.13936727),(47 0.14784932),(48 0.14780508),
(1 0.00010551168),(2 0.015459462),(3 0.04435091),(4 0.05426081),(5 0.054248054),(6 0.06260698),(7 0.076131396),(8 0.08474951),(9 0.08446126),(10 0.08668719),(11 0.09396159),(12 0.1037235),(13 0.10337766),(14 0.10483897),(15 0.10806186),(16 0.11864602),(17 0.11841019),(18 0.117800854),(19 0.11780299),(20 0.12991682),(21 0.12952065),(22 0.12679936),(23 0.12378368),(24 0.13433151),(25 0.13408217),(26 0.13287263),(27 0.13347888),(28 0.14229019),(29 0.14195804),(30 0.13807341),(31 0.1371012),(32 0.14551455),(33 0.14491335),(34 0.13636391),(35 0.1358672),(36 0.14956564),(37 0.14887695),(38 0.14389728),(39 0.14358884),(40 0.15145975),(41 0.15053964),(42 0.145723),(43 0.14343528),(44 0.14631319),(45 0.14552058),(46 0.14234924),(47 0.14816718),(48 0.14817105),
(1 0.00009845827),(2 0.014192085),(3 0.040794283),(4 0.051061656),(5 0.05099682),(6 0.05727116),(7 0.070586786),(8 0.07908511),(9 0.0787858),(10 0.08121756),(11 0.0865575),(12 0.094995506),(13 0.09472874),(14 0.096760705),(15 0.09975557),(16 0.109825976),(17 0.109511346),(18 0.1101902),(19 0.108652115),(20 0.11975541),(21 0.119413905),(22 0.11629055),(23 0.11535908),(24 0.12555376),(25 0.12535621),(26 0.12458165),(27 0.12417331),(28 0.13201566),(29 0.1318126),(30 0.12805212),(31 0.12830533),(32 0.13612549),(33 0.1355981),(34 0.12914953),(35 0.12749328),(36 0.13997675),(37 0.13941585),(38 0.13412733),(39 0.13451368),(40 0.14193687),(41 0.14107649),(42 0.13495117),(43 0.13313648),(44 0.13566592),(45 0.1350496),(46 0.13241811),(47 0.13896745),(48 0.13895659),
(1 0.00010508169),(2 0.01419361),(3 0.04160435),(4 0.05204789),(5 0.052036494),(6 0.058321718),(7 0.07053769),(8 0.07831777),(9 0.07804855),(10 0.07968727),(11 0.08703862),(12 0.09634777),(13 0.09596179),(14 0.09752636),(15 0.09920391),(16 0.11024609),(17 0.110016316),(18 0.110198766),(19 0.10863637),(20 0.119868845),(21 0.11944314),(22 0.1170312),(23 0.115627736),(24 0.12544098),(25 0.12521662),(26 0.124034286),(27 0.124017514),(28 0.13256551),(29 0.1319764),(30 0.12820634),(31 0.1282725),(32 0.1371376),(33 0.1365824),(34 0.12860541),(35 0.12750062),(36 0.14092696),(37 0.14038903),(38 0.13526095),(39 0.1319864),(40 0.13959177),(41 0.1388472),(42 0.1346854),(43 0.13366243),(44 0.13697025),(45 0.1364359),(46 0.13183238),(47 0.13943642),(48 0.139453),
(1 0.0000985009),(2 0.013114752),(3 0.037668798),(4 0.047689643),(5 0.047626294),(6 0.05324257),(7 0.06473303),(8 0.07246007),(9 0.072225116),(10 0.07446822),(11 0.08079175),(12 0.0879637),(13 0.08752391),(14 0.08944532),(15 0.09300849),(16 0.103262976),(17 0.10299803),(18 0.10223799),(19 0.10112717),(20 0.11200405),(21 0.11160337),(22 0.10781012),(23 0.10656002),(24 0.11678179),(25 0.11656185),(26 0.11514682),(27 0.11658969),(28 0.12390578),(29 0.123845994),(30 0.11956523),(31 0.11957386),(32 0.12752819),(33 0.12696283),(34 0.119978175),(35 0.117982075),(36 0.12931122),(37 0.12877978),(38 0.12453722),(39 0.12374722),(40 0.13056117),(41 0.12979986),(42 0.12447076),(43 0.123526126),(44 0.12621853),(45 0.12564212),(46 0.121980555),(47 0.12887815),(48 0.12886737),
(1 0.000069922484),(2 0.009086633),(3 0.026164986),(4 0.032800596),(5 0.032762405),(6 0.03617963),(7 0.043858934),(8 0.049134746),(9 0.049046118),(10 0.050137788),(11 0.054125562),(12 0.05978426),(13 0.05953558),(14 0.060205534),(15 0.06122407),(16 0.06932387),(17 0.06908811),(18 0.06828606),(19 0.06762249),(20 0.074300684),(21 0.07392575),(22 0.071783826),(23 0.07089148),(24 0.07824275),(25 0.07813464),(26 0.07694049),(27 0.07697952),(28 0.08234308),(29 0.08256728),(30 0.07967002),(31 0.07929486),(32 0.085229084),(33 0.08489897),(34 0.07948913),(35 0.07859008),(36 0.086889885),(37 0.086583294),(38 0.08279477),(39 0.08064531),(40 0.0859371),(41 0.0855104),(42 0.08196014),(43 0.081265114),(44 0.08267975),(45 0.08230347),(46 0.08022981),(47 0.08485464),(48 0.08484439),
(1 0.000067317844),(2 0.008328885),(3 0.023170738),(4 0.029332714),(5 0.029316392),(6 0.032664884),(7 0.0397217),(8 0.0443991),(9 0.04424341),(10 0.04547009),(11 0.04942435),(12 0.053622015),(13 0.053354356),(14 0.053913165),(15 0.055782396),(16 0.06285783),(17 0.06266486),(18 0.060858157),(19 0.059567463),(20 0.06670065),(21 0.066428035),(22 0.06413895),(23 0.062566906),(24 0.06930165),(25 0.06918262),(26 0.06796803),(27 0.06929059),(28 0.074136965),(29 0.07388822),(30 0.071212925),(31 0.070893705),(32 0.07631717),(33 0.075953946),(34 0.07087588),(35 0.06962956),(36 0.07661782),(37 0.07630151),(38 0.07380745),(39 0.07279282),(40 0.07698383),(41 0.07665121),(42 0.07288264),(43 0.07248482),(44 0.07395599),(45 0.07357364),(46 0.07196382),(47 0.07652125),(48 0.07650382),
(1 0.000036157944),(2 0.0038985247),(3 0.0107651455),(4 0.013294617),(5 0.013331226),(6 0.014433481),(7 0.01736932),(8 0.019183468),(9 0.019143695),(10 0.019354258),(11 0.02085656),(12 0.023140764),(13 0.023027474),(14 0.022634776),(15 0.02282965),(16 0.025715344),(17 0.025639122),(18 0.024650779),(19 0.023187974),(20 0.026320996),(21 0.026164135),(22 0.025261754),(23 0.024277791),(24 0.027499618),(25 0.027434006),(26 0.026648259),(27 0.026722237),(28 0.029526142),(29 0.029388405),(30 0.02788113),(31 0.027253015),(32 0.03001814),(33 0.02986),(34 0.027078861),(35 0.026318122),(36 0.030014656),(37 0.029811088),(38 0.027808027),(39 0.02729692),(40 0.0297506),(41 0.029512998),(42 0.02765035),(43 0.027901135),(44 0.028916972),(45 0.02868619),(46 0.027643254),(47 0.029273627),(48 0.029250257),
(1 0.000032109678),(2 0.0032218862),(3 0.008496833),(4 0.0106180655),(5 0.0106824115),(6 0.01142335),(7 0.013500684),(8 0.014975747),(9 0.014945352),(10 0.015056163),(11 0.016024604),(12 0.017853906),(13 0.017758375),(14 0.01738282),(15 0.01731987),(16 0.019440545),(17 0.019372556),(18 0.018628098),(19 0.017703855),(20 0.01996547),(21 0.019866765),(22 0.018837918),(23 0.018228283),(24 0.020624667),(25 0.02055834),(26 0.019672832),(27 0.019726802),(28 0.02229739),(29 0.022284562),(30 0.02106529),(31 0.020244392),(32 0.022298973),(33 0.022156408),(34 0.019918833),(35 0.01953356),(36 0.022521034),(37 0.022372408),(38 0.02073999),(39 0.020657444),(40 0.022853557),(41 0.0227045),(42 0.02057565),(43 0.02073821),(44 0.02174886),(45 0.02155057),(46 0.020302055),(47 0.02185788),(48 0.021849636),
(1 0.000025633455),(2 0.002352148),(3 0.006348019),(4 0.007945775),(5 0.007960262),(6 0.008539729),(7 0.010075323),(8 0.011340772),(9 0.0113224),(10 0.011064687),(11 0.011654122),(12 0.013133448),(13 0.01303829),(14 0.012788367),(15 0.012824454),(16 0.014332574),(17 0.014307498),(18 0.013497296),(19 0.012974956),(20 0.014878131),(21 0.0147947995),(22 0.013803416),(23 0.0131967915),(24 0.01495535),(25 0.014921102),(26 0.014494505),(27 0.0144885685),(28 0.01602285),(29 0.01610066),(30 0.015379774),(31 0.014823077),(32 0.016459964),(33 0.016349804),(34 0.014704564),(35 0.014347774),(36 0.016444303),(37 0.016347097),(38 0.015236886),(39 0.015096753),(40 0.016706957),(41 0.016571179),(42 0.01512502),(43 0.015308095),(44 0.016135879),(45 0.01596825),(46 0.014769643),(47 0.015671594),(48 0.015671317),
(1 0.000020627494),(2 0.0017330922),(3 0.00466689),(4 0.0058644884),(5 0.0058728913),(6 0.006180864),(7 0.007312371),(8 0.008113552),(9 0.008091338),(10 0.007987173),(11 0.008450635),(12 0.009370009),(13 0.009308606),(14 0.009092394),(15 0.009029394),(16 0.010269077),(17 0.010229848),(18 0.009513291),(19 0.009136718),(20 0.010652098),(21 0.01058386),(22 0.009829386),(23 0.009378136),(24 0.010743595),(25 0.010731076),(26 0.01033982),(27 0.010258777),(28 0.011282339),(29 0.011363911),(30 0.010843548),(31 0.010490507),(32 0.0117224),(33 0.011637804),(34 0.010440081),(35 0.0100536235),(36 0.011564787),(37 0.011480727),(38 0.010720501),(39 0.01046002),(40 0.011626002),(41 0.011534764),(42 0.010696256),(43 0.010755694),(44 0.011393465),(45 0.011312997),(46 0.010498138),(47 0.011288702),(48 0.011279948),
(1 0.000020049509),(2 0.0015904355),(3 0.0042438367),(4 0.0052796057),(5 0.005286602),(6 0.0057293735),(7 0.006606445),(8 0.0074248794),(9 0.007401317),(10 0.0073222066),(11 0.0076658586),(12 0.008568184),(13 0.00852769),(14 0.008165162),(15 0.008133997),(16 0.00923521),(17 0.00920867),(18 0.008715155),(19 0.0084130205),(20 0.009490388),(21 0.009423558),(22 0.008899595),(23 0.008694703),(24 0.009909227),(25 0.009891097),(26 0.009226167),(27 0.009195185),(28 0.010327745),(29 0.010389155),(30 0.009877338),(31 0.009453207),(32 0.010491012),(33 0.010424613),(34 0.009251873),(35 0.008985409),(36 0.010583041),(37 0.010522442),(38 0.00968877),(39 0.009636381),(40 0.010589865),(41 0.010501486),(42 0.009798185),(43 0.009781743),(44 0.010518996),(45 0.010421902),(46 0.009417087),(47 0.010105595),(48 0.010110516),
(1 0.000014413171),(2 0.0010991815),(3 0.002903907),(4 0.0036645841),(5 0.003662013),(6 0.0039058207),(7 0.0044972906),(8 0.0050906097),(9 0.0050832224),(10 0.004895707),(11 0.0051446515),(12 0.0058120233),(13 0.005773467),(14 0.005484254),(15 0.0054513547),(16 0.006215956),(17 0.006190664),(18 0.0059452923),(19 0.0056247115),(20 0.0064405645),(21 0.006390697),(22 0.0059035225),(23 0.005669788),(24 0.0065486003),(25 0.0065365825),(26 0.0062151738),(27 0.006070942),(28 0.006822973),(29 0.006824412),(30 0.0064989175),(31 0.0063608643),(32 0.0072380886),(33 0.0071748877),(34 0.0064042243),(35 0.0061374097),(36 0.0070623234),(37 0.007017345),(38 0.0065314267),(39 0.0064725485),(40 0.007113262),(41 0.0070395586),(42 0.0066381665),(43 0.0066406834),(44 0.0070283054),(45 0.0069487467),(46 0.006346251),(47 0.006794049),(48 0.006794009),
(1 0.000016170758),(2 0.0011598486),(3 0.0029991763),(4 0.0037724401),(5 0.0037916063),(6 0.00396433),(7 0.004533033),(8 0.005170076),(9 0.0051549263),(10 0.004976389),(11 0.0052912342),(12 0.00587277),(13 0.0058462983),(14 0.005569121),(15 0.0056109806),(16 0.006356909),(17 0.0063351397),(18 0.0059833587),(19 0.0056854896),(20 0.006556984),(21 0.0065049212),(22 0.0060946723),(23 0.0058100433),(24 0.0065851077),(25 0.006566036),(26 0.0062825005),(27 0.0062197284),(28 0.0066867257),(29 0.0067776707),(30 0.0065537565),(31 0.006310534),(32 0.0070306305),(33 0.0069807656),(34 0.0063098692),(35 0.006124341),(36 0.007157503),(37 0.0071056853),(38 0.0065994808),(39 0.0064286357),(40 0.007133086),(41 0.0070701716),(42 0.006634283),(43 0.0065600346),(44 0.0069735474),(45 0.006906456),(46 0.0063289553),(47 0.006727037),(48 0.0067215017),
(1 0.000011902439),(2 0.00081913295),(3 0.0020692234),(4 0.0026036536),(5 0.002605606),(6 0.0027968758),(7 0.0031348988),(8 0.0035195118),(9 0.0035129003),(10 0.003487744),(11 0.0035879703),(12 0.003923245),(13 0.0039023052),(14 0.0037205357),(15 0.003770542),(16 0.004265941),(17 0.004252534),(18 0.004085995),(19 0.0038708113),(20 0.0044033723),(21 0.00436714),(22 0.004116482),(23 0.004072522),(24 0.0045306524),(25 0.004521153),(26 0.0042853467),(27 0.00422499),(28 0.0046822852),(29 0.0047503393),(30 0.0045244866),(31 0.004278416),(32 0.004778622),(33 0.0047563817),(34 0.004260919),(35 0.004188145),(36 0.0048263073),(37 0.0047820336),(38 0.0044416273),(39 0.00438608),(40 0.004795616),(41 0.00474826),(42 0.0044716913),(43 0.004543867),(44 0.0047976696),(45 0.004762226),(46 0.0044582533),(47 0.0047479556),(48 0.004749741),
(1 0.000011537446),(2 0.00073475466),(3 0.002010668),(4 0.0024293119),(5 0.0024423895),(6 0.0025545226),(7 0.0028806385),(8 0.0032057373),(9 0.0031982136),(10 0.0031659675),(11 0.0033215417),(12 0.003713044),(13 0.0036882896),(14 0.0034705496),(15 0.0035731618),(16 0.0040218337),(17 0.0040114457),(18 0.0038130237),(19 0.0035992633),(20 0.0040280633),(21 0.0039993604),(22 0.0037257608),(23 0.0036390768),(24 0.0041569076),(25 0.0041509336),(26 0.0039059292),(27 0.0038040865),(28 0.004159059),(29 0.004179745),(30 0.0040502637),(31 0.0039760373),(32 0.004433078),(33 0.004402725),(34 0.004042255),(35 0.003824119),(36 0.0044683716),(37 0.0044488083),(38 0.0041856174),(39 0.0040498544),(40 0.004395171),(41 0.004340491),(42 0.0041593616),(43 0.0040797833),(44 0.0043848343),(45 0.0043443125),(46 0.0041003367),(47 0.0043280483),(48 0.0043289377),
(1 0.000007126785),(2 0.0004563948),(3 0.0011595492),(4 0.0014703646),(5 0.0014798526),(6 0.0015617813),(7 0.0017805332),(8 0.0019691193),(9 0.0019599583),(10 0.0018990589),(11 0.0019793264),(12 0.0022340785),(13 0.0022132967),(14 0.0020732905),(15 0.0021301918),(16 0.0023567055),(17 0.0023526098),(18 0.0022375425),(19 0.0021900975),(20 0.002408011),(21 0.0023939966),(22 0.002283841),(23 0.0022351816),(24 0.0025534127),(25 0.002547564),(26 0.0023843113),(27 0.002272654),(28 0.002530381),(29 0.002575006),(30 0.0025162804),(31 0.002408631),(32 0.0026317309),(33 0.0026135945),(34 0.0023492177),(35 0.0023226768),(36 0.0026897874),(37 0.0026732327),(38 0.0024946926),(39 0.0023573046),(40 0.0026214677),(41 0.0026061875),(42 0.0023928927),(43 0.0024575822),(44 0.0025215514),(45 0.0024913754),(46 0.0023756924),(47 0.002491975),(48 0.002491718),
(1 0.000005104189),(2 0.00031776808),(3 0.0008382172),(4 0.0010353475),(5 0.0010448922),(6 0.0011115784),(7 0.0012576128),(8 0.0014093615),(9 0.0014093879),(10 0.0013356525),(11 0.0014138074),(12 0.0015549896),(13 0.0015445321),(14 0.0014639009),(15 0.0014620917),(16 0.0016455823),(17 0.001641295),(18 0.0015686075),(19 0.0015277357),(20 0.001705402),(21 0.0016949468),(22 0.0015708406),(23 0.0015646715),(24 0.0017357621),(25 0.0017330899),(26 0.0017052391),(27 0.0016413822),(28 0.0018473867),(29 0.0018765513),(30 0.0017587249),(31 0.0016679968),(32 0.001861518),(33 0.0018534161),(34 0.001662604),(35 0.0015872648),(36 0.001834677),(37 0.0018238701),(38 0.0016999636),(39 0.0016642372),(40 0.0018109883),(41 0.0017967428),(42 0.0016920642),(43 0.0016748758),(44 0.0017411853),(45 0.0017418425),(46 0.0016625256),(47 0.0018031726),(48 0.0018027609),
(1 0.000006887387),(2 0.0004069236),(3 0.0010947437),(4 0.0012975647),(5 0.0013104491),(6 0.0013910093),(7 0.0015707012),(8 0.0017068029),(9 0.0017023728),(10 0.0016818441),(11 0.0017991962),(12 0.001957727),(13 0.0019483734),(14 0.0018624123),(15 0.0018933828),(16 0.002095148),(17 0.0020967328),(18 0.0020029019),(19 0.0019222744),(20 0.002163611),(21 0.0021501891),(22 0.0020075978),(23 0.0019109282),(24 0.0022173722),(25 0.0022134974),(26 0.00211114),(27 0.002080729),(28 0.0022739132),(29 0.0022970324),(30 0.0021766673),(31 0.0021110494),(32 0.0023577304),(33 0.002346256),(34 0.0021222048),(35 0.0020895768),(36 0.002320634),(37 0.0023121112),(38 0.002137303),(39 0.0021040847),(40 0.0023395102),(41 0.0023171557),(42 0.002212555),(43 0.0022645912),(44 0.0023474088),(45 0.002329258),(46 0.0021833908),(47 0.002306221),(48 0.0023094718),
(1 0.0000024003725),(2 0.00014581963),(3 0.0003468544),(4 0.00043056285),(5 0.0004363968),(6 0.00044650363),(7 0.00051672605),(8 0.0005833366),(9 0.000581764),(10 0.0005459882),(11 0.00060127804),(12 0.0006360939),(13 0.0006363119),(14 0.0006055673),(15 0.00061998976),(16 0.00071471906),(17 0.00071093655),(18 0.0006583961),(19 0.00062233134),(20 0.0007003678),(21 0.000696183),(22 0.0006755187),(23 0.0006361755),(24 0.0007494697),(25 0.00074962556),(26 0.00071920146),(27 0.00065274833),(28 0.0007576806),(29 0.0007683109),(30 0.0007500167),(31 0.0006694058),(32 0.00074277975),(33 0.0007369757),(34 0.0006876162),(35 0.0006834379),(36 0.00074748526),(37 0.00074268825),(38 0.0007094693),(39 0.00070004835),(40 0.0007573637),(41 0.00074945914),(42 0.00070196396),(43 0.00070274743),(44 0.0007311715),(45 0.00072823267),(46 0.00069437816),(47 0.00074552407),(48 0.00074487174),
(1 0.0000030925958),(2 0.00017583052),(3 0.00044023013),(4 0.0005008193),(5 0.0005066544),(6 0.00055270287),(7 0.0006470343),(8 0.0006975265),(9 0.0006963559),(10 0.0007016296),(11 0.00072956725),(12 0.0007908372),(13 0.0007853743),(14 0.00076709053),(15 0.0007524433),(16 0.0008678802),(17 0.00086688745),(18 0.0008104464),(19 0.0007861817),(20 0.00090500066),(21 0.0008989514),(22 0.0008298995),(23 0.0007717761),(24 0.0008449888),(25 0.0008426123),(26 0.0008521211),(27 0.0008583934),(28 0.0009263927),(29 0.0009299302),(30 0.0008699057),(31 0.00085231464),(32 0.0009557879),(33 0.00095202436),(34 0.0008572305),(35 0.0008405484),(36 0.0009873613),(37 0.0009766528),(38 0.0008535305),(39 0.00086482917),(40 0.0009418582),(41 0.0009400068),(42 0.0008868065),(43 0.000888285),(44 0.00093614176),(45 0.00092770567),(46 0.00090427237),(47 0.0009185193),(48 0.0009190996),
(1 0.0000007805402),(2 0.000039483555),(3 0.00010906403),(4 0.00013028459),(5 0.0001340426),(6 0.00014388714),(7 0.00015043472),(8 0.00017347347),(9 0.0001757493),(10 0.00017294913),(11 0.00017474545),(12 0.0002031076),(13 0.00020244009),(14 0.00019868194),(15 0.00020048408),(16 0.00020917977),(17 0.00020870811),(18 0.00020742555),(19 0.000206215),(20 0.00022963317),(21 0.00022810488),(22 0.00021935377),(23 0.0002027022),(24 0.00021519633),(25 0.00021508928),(26 0.00022113093),(27 0.00020763041),(28 0.00023241177),(29 0.00023759424),(30 0.00023344593),(31 0.00022437466),(32 0.00024149758),(33 0.00024137807),(34 0.00022276025),(35 0.00021996479),(36 0.00023490319),(37 0.00023454463),(38 0.00022296477),(39 0.00020995746),(40 0.00022939137),(41 0.00022665483),(42 0.00021362868),(43 0.00021669183),(44 0.00024001945),(45 0.00023830424),(46 0.00020782511),(47 0.0002155822),(48 0.00021544556),
(1 0.0000004842413),(2 0.000023487395),(3 0.0000621393),(4 0.00008089095),(5 0.00008266547),(6 0.000077306344),(7 0.00009019994),(8 0.00009764032),(9 0.00009665775),(10 0.00009636114),(11 0.00009656416),(12 0.000106970416),(13 0.00010870633),(14 0.00010381873),(15 0.00010808078),(16 0.000115058916),(17 0.00011582517),(18 0.000112514055),(19 0.00010385212),(20 0.0001187934),(21 0.00011865717),(22 0.00011055731),(23 0.000102438236),(24 0.00011244014),(25 0.00011266392),(26 0.000111100795),(27 0.00010972891),(28 0.00012059586),(29 0.00012027893),(30 0.00011551896),(31 0.000115935814),(32 0.00012881974),(33 0.00012853507),(34 0.00011815656),(35 0.000111760695),(36 0.00011873704),(37 0.00011746038),(38 0.000114823735),(39 0.0001150812),(40 0.00013262956),(41 0.00013030139),(42 0.00011722599),(43 0.00012464137),(44 0.00012619696),(45 0.00012612407),(46 0.00012510219),(47 0.00012351987),(48 0.00012360662),
