1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105790.4),(2 393441.47),(3 844399.56),(4 1452969),(5 2234668.3),(6 3181980.8),(7 4317535.5),(8 5626006.5),(9 7058018.5),(10 8619891),(11 10269887),(12 12064452),(13 14009689),(14 16131381),(15 18341842),(16 20819854),(17 23478870),(18 26338882),(19 29416550),(20 32665376),(21 36043776),(22 39614876),(23 43565840),(24 47729652),(25 52157600),(26 56742304),(27 61589260),(28 66554976),(29 71655960),(30 76828970),(31 82057000),(32 87221060),(33 92338090),(34 97396280),(35 102495780),(36 107602690),(37 112563160),(38 117748330),(39 122622040),(40 127350040),(41 131898696),(42 136447260),(43 140655100),(44 144919380),(45 148913620),(46 152722240),(47 156390510),(48 159922380),(49 163344590),(50 166515410),(51 169733400),(52 172625300),(53 175511820),(54 178552940),(55 181693250),(56 184813200),(57 187849490),(58 190960770),(59 193926190),(60 196852370),(61 199662460),(62 202527870),(63 205198460),(64 207938300),(65 210373420),(66 212746580),(67 214769400),(68 216729340),(69 218390030),(70 219986480),(71 221576400),(72 222991420),(73 224252290),(74 225356720),(75 226267780),(76 226758960),(77 226951760),(78 226872960),(79 226695250),
(1 1024.549),(2 1241.6174),(3 1329.5045),(4 1426.1826),(5 1491.62),(6 1526.8843),(7 1559.2559),(8 1609.2166),(9 1632.1752),(10 1662.2776),(11 1691.6375),(12 1695.5409),(13 1675.588),(14 1722.177),(15 1747.4156),(16 1780.3429),(17 1728.2548),(18 1769.4469),(19 1787.6907),(20 1821.0393),(21 1831.9697),(22 1813.6887),(23 1851.7582),(24 1851.1165),(25 1896.9647),(26 1857.0203),(27 1907.5272),(28 1917.2189),(29 1920.2297),(30 1920.323),(31 1946.2571),(32 1939.3699),(33 1928.6501),(34 1943.8328),(35 1945.6278),(36 1929.1874),(37 1913.7023),(38 1935.0762),(39 1948.4133),(40 1949.8337),(41 1957.8727),(42 1959.675),(43 1929.9031),(44 1928.6456),(45 1940.884),(46 1897.7367),(47 1887.0201),(48 1887.3137),(49 1847.5497),(50 1839.1421),(51 1832.9834),(52 1799.7224),(53 1802.6879),(54 1792.6315),(55 1765.9608),(56 1775.427),(57 1779.1406),(58 1800.8877),(59 1798.2457),(60 1788.2781),(61 1790.0737),(62 1788.2126),(63 1809.6249),(64 1805.6831),(65 1833.5302),(66 1852.6289),(67 1844.4626),(68 1871.0752),(69 1877.0676),(70 1927.7792),(71 1966.7542),(72 1946.3575),(73 1985.835),(74 2022.4077),(75 2041.2104),(76 2007.922),(77 2060.6287),(78 2089.0232),(79 2080.7534),
(1 986.4472),(2 1177.6355),(3 1284.4225),(4 1345.7574),(5 1427.2338),(6 1481.1775),(7 1508.0215),(8 1544.4941),(9 1567.02),(10 1608.401),(11 1647.5093),(12 1613.6426),(13 1634.2285),(14 1675.7037),(15 1671.7241),(16 1730.4094),(17 1714.1698),(18 1727.4849),(19 1723.8202),(20 1760.2937),(21 1768.005),(22 1775.7643),(23 1791.9514),(24 1818.0353),(25 1832.4114),(26 1833.5558),(27 1873.029),(28 1882.0046),(29 1877.2819),(30 1890.5577),(31 1900.0626),(32 1935.0259),(33 1896.166),(34 1901.3235),(35 1892.5398),(36 1909.9023),(37 1891.3839),(38 1878.0834),(39 1923.6249),(40 1897.1383),(41 1904.6754),(42 1924.9882),(43 1890.2925),(44 1890.5507),(45 1911.0876),(46 1882.1471),(47 1880.1073),(48 1848.2827),(49 1839.1708),(50 1806.8263),(51 1805.5427),(52 1792.2274),(53 1783.6095),(54 1769.3357),(55 1738.1721),(56 1714.541),(57 1740.8717),(58 1760.7546),(59 1753.6338),(60 1761.0632),(61 1756.5924),(62 1768.6006),(63 1752.3156),(64 1764.9597),(65 1797.4259),(66 1799.836),(67 1811.8533),(68 1865.8068),(69 1865.6067),(70 1882.8524),(71 1904.7634),(72 1925.0177),(73 1936.203),(74 1956.8649),(75 1954.4451),(76 1955.8746),(77 1975.2235),(78 1977.8871),(79 1986.8688),
(1 968.63873),(2 1151.7019),(3 1271.6564),(4 1328.8516),(5 1392.7693),(6 1442.6149),(7 1468.9044),(8 1507.0549),(9 1543.9519),(10 1565.2792),(11 1593.0787),(12 1588.9496),(13 1610.3762),(14 1642.2247),(15 1638.06),(16 1678.5273),(17 1691.2272),(18 1702.4586),(19 1690.3248),(20 1723.1631),(21 1720.6948),(22 1726.1375),(23 1738.874),(24 1759.4507),(25 1792.8647),(26 1792.1819),(27 1780.9785),(28 1825.097),(29 1825.2783),(30 1822.8569),(31 1854.5415),(32 1874.9573),(33 1850.5618),(34 1862.4365),(35 1871.5171),(36 1896.2681),(37 1879.5857),(38 1879.8711),(39 1903.2263),(40 1879.557),(41 1881.8391),(42 1893.4585),(43 1877.4307),(44 1853.1385),(45 1876.9075),(46 1856.1204),(47 1827.6913),(48 1809.7303),(49 1804.7719),(50 1779.6908),(51 1804.6996),(52 1765.5707),(53 1752.5883),(54 1738.1597),(55 1717.7903),(56 1745.8146),(57 1729.9515),(58 1735.6014),(59 1724.6661),(60 1723.6444),(61 1731.6005),(62 1731.4442),(63 1687.184),(64 1702.9331),(65 1707.1396),(66 1756.0955),(67 1760.7456),(68 1789.3258),(69 1791.4585),(70 1789.5245),(71 1797.8267),(72 1833.513),(73 1834.1703),(74 1876.8861),(75 1878.917),(76 1907.6833),(77 1906.0475),(78 1924.0718),(79 1920.8209),
(1 942.57916),(2 1113.6892),(3 1232.2374),(4 1292.219),(5 1339.6313),(6 1391.3727),(7 1417.6852),(8 1412.6691),(9 1476.5453),(10 1499.21),(11 1524.4114),(12 1541.964),(13 1544.8608),(14 1552.3782),(15 1563.3616),(16 1576.5103),(17 1597.0757),(18 1607.4987),(19 1597.5913),(20 1624.6176),(21 1629.3848),(22 1664.2966),(23 1658.594),(24 1700.1375),(25 1720.4149),(26 1721.926),(27 1730.4824),(28 1750.5413),(29 1764.8042),(30 1747.7833),(31 1777.0917),(32 1759.4703),(33 1759.5118),(34 1753.2056),(35 1761.0447),(36 1783.0187),(37 1777.0267),(38 1800.7411),(39 1787.1295),(40 1796.2283),(41 1793.9286),(42 1823.0417),(43 1809.9277),(44 1784.421),(45 1794.5199),(46 1775.5593),(47 1778.0887),(48 1744.7771),(49 1736.4899),(50 1738.1622),(51 1726.4188),(52 1715.1206),(53 1708.5323),(54 1695.4437),(55 1691.9097),(56 1717.3595),(57 1698.1685),(58 1705.6091),(59 1699.914),(60 1684.7333),(61 1711.8048),(62 1715.2181),(63 1722.3585),(64 1729.2222),(65 1734.618),(66 1757.7537),(67 1770.044),(68 1780.9569),(69 1774.4664),(70 1780.6428),(71 1789.343),(72 1808.786),(73 1821.4004),(74 1836.5333),(75 1876.2273),(76 1880.4924),(77 1876.0912),(78 1853.5306),(79 1838.1123),
(1 927.6031),(2 1096.5004),(3 1198.2114),(4 1267.7336),(5 1335.2146),(6 1403.1255),(7 1410.635),(8 1453.6729),(9 1496.6407),(10 1527.815),(11 1559.331),(12 1587.2759),(13 1595.3383),(14 1613.5182),(15 1650.6364),(16 1669.2039),(17 1654.9741),(18 1661.8583),(19 1667.4066),(20 1690.6979),(21 1660.3455),(22 1677.4264),(23 1694.3911),(24 1697.364),(25 1699.7572),(26 1734.4164),(27 1720.3927),(28 1731.3041),(29 1752.5356),(30 1756.221),(31 1756.1188),(32 1796.6743),(33 1803.0939),(34 1833.3782),(35 1820.7301),(36 1827.4763),(37 1830.7933),(38 1845.9999),(39 1850.8704),(40 1850.3507),(41 1842.3263),(42 1859.4016),(43 1840.7379),(44 1818.1451),(45 1812.9767),(46 1806.2585),(47 1782.8312),(48 1764.1321),(49 1762.0027),(50 1752.4489),(51 1723.751),(52 1715.3884),(53 1719.0674),(54 1714.1627),(55 1710.4495),(56 1693.3629),(57 1725.9371),(58 1704.854),(59 1693.5576),(60 1674.5302),(61 1662.8116),(62 1666.8826),(63 1683.0482),(64 1712.6636),(65 1698.3344),(66 1712.7372),(67 1720.1361),(68 1708.2568),(69 1710.1483),(70 1719.5886),(71 1734.585),(72 1753.3044),(73 1766.1307),(74 1782.3419),(75 1794.9491),(76 1767.8777),(77 1790.4503),(78 1779.7133),(79 1799.583),
(1 924.8746),(2 1096.1511),(3 1192.0663),(4 1264.9934),(5 1341.4888),(6 1399.1357),(7 1390.4642),(8 1444.52),(9 1486.9504),(10 1514.3447),(11 1539.9075),(12 1574.8307),(13 1603.2976),(14 1603.8713),(15 1630.5901),(16 1641.8049),(17 1647.5824),(18 1648.2628),(19 1684.3301),(20 1720.4542),(21 1686.023),(22 1664.0564),(23 1686.1493),(24 1679.2661),(25 1681.8572),(26 1717.8499),(27 1712.8462),(28 1681.652),(29 1707.1117),(30 1707.582),(31 1710.6849),(32 1719.215),(33 1737.0503),(34 1726.817),(35 1729.9071),(36 1746.3246),(37 1775.5485),(38 1790.7268),(39 1810.6813),(40 1767.0587),(41 1770.0734),(42 1798.8993),(43 1777.7994),(44 1775.95),(45 1790.6271),(46 1776.8353),(47 1764.1716),(48 1747.0813),(49 1723.9396),(50 1717.6139),(51 1709.2389),(52 1705.4403),(53 1705.8182),(54 1684.514),(55 1694.5013),(56 1641.963),(57 1648.3712),(58 1640.9495),(59 1636.9446),(60 1641.1915),(61 1645.3041),(62 1643.277),(63 1658.447),(64 1659.338),(65 1687.527),(66 1689.8475),(67 1697.3116),(68 1698.3367),(69 1704.07),(70 1718.9113),(71 1727.9917),(72 1743.867),(73 1778.3942),(74 1762.2814),(75 1773.053),(76 1783.9296),(77 1799.4103),(78 1806.0072),(79 1811.0322),
(1 889.5157),(2 1052.3926),(3 1141.1646),(4 1219.6898),(5 1301.7891),(6 1366.8124),(7 1375.117),(8 1417.9946),(9 1450.4384),(10 1467.5598),(11 1478.41),(12 1475.618),(13 1494.6309),(14 1511.7908),(15 1545.5524),(16 1541.7233),(17 1538.878),(18 1559.04),(19 1562.0195),(20 1592.0022),(21 1603.9393),(22 1583.5477),(23 1601.5793),(24 1611.999),(25 1619.216),(26 1599.758),(27 1642.374),(28 1635.4393),(29 1606.1925),(30 1620.5037),(31 1623.1194),(32 1651.5776),(33 1650.2793),(34 1642.8625),(35 1657.9946),(36 1673.5074),(37 1660.8982),(38 1672.3346),(39 1686.977),(40 1668.7646),(41 1678.6051),(42 1692.3541),(43 1693.2375),(44 1692.9908),(45 1683.1326),(46 1668.9314),(47 1669.6671),(48 1664.5925),(49 1653.4436),(50 1656.5488),(51 1641.8662),(52 1629.5637),(53 1626.3297),(54 1602.2882),(55 1645.6398),(56 1620.2096),(57 1615.0664),(58 1591.7532),(59 1607.9934),(60 1603.6772),(61 1581.8842),(62 1575.0067),(63 1593.6295),(64 1603.3373),(65 1601.3947),(66 1606.7815),(67 1634.2123),(68 1618.9928),(69 1607.4402),(70 1640.1382),(71 1644.6587),(72 1646.1747),(73 1655.4689),(74 1641.3729),(75 1705.7292),(76 1708.4916),(77 1713.2477),(78 1726.4738),(79 1725.8214),
(1 858.93335),(2 1020.7933),(3 1126.6147),(4 1183.659),(5 1263.2363),(6 1299.6927),(7 1320.9991),(8 1350.0012),(9 1358.3695),(10 1377.0953),(11 1399.1603),(12 1397.9491),(13 1440.2296),(14 1448.1653),(15 1464.1453),(16 1464.9385),(17 1467.4569),(18 1490.395),(19 1513.0004),(20 1522.5985),(21 1541.8923),(22 1530.7833),(23 1541.3461),(24 1559.0555),(25 1565.2786),(26 1560.0217),(27 1591.7733),(28 1577.9073),(29 1590.1067),(30 1603.0784),(31 1607.9913),(32 1615.7743),(33 1621.6837),(34 1601.5106),(35 1601.4277),(36 1633.2961),(37 1637.2874),(38 1656.12),(39 1674.3707),(40 1662.0732),(41 1671.7108),(42 1658.5736),(43 1669.3429),(44 1671.2836),(45 1645.202),(46 1617.2125),(47 1620.8096),(48 1611.6575),(49 1597.1754),(50 1582.5222),(51 1578.7324),(52 1564.7115),(53 1561.354),(54 1547.857),(55 1561.837),(56 1554.6879),(57 1547.2412),(58 1539.2441),(59 1517.5754),(60 1509.1681),(61 1503.4835),(62 1511.892),(63 1503.4054),(64 1529.6416),(65 1521.984),(66 1537.4667),(67 1546.774),(68 1570.376),(69 1572.467),(70 1568.1418),(71 1573.7437),(72 1568.8722),(73 1591.6305),(74 1599.213),(75 1624.4932),(76 1633.9279),(77 1676.9453),(78 1671.8339),(79 1687.6289),
(1 843.4404),(2 1019.7416),(3 1094.569),(4 1177.6802),(5 1220.917),(6 1271.2212),(7 1308.9198),(8 1318.2461),(9 1351.8531),(10 1382.0265),(11 1399.7261),(12 1417.114),(13 1478.0325),(14 1484.511),(15 1477.841),(16 1498.1222),(17 1514.486),(18 1522.5156),(19 1543.5294),(20 1547.7023),(21 1572.1544),(22 1570.6858),(23 1583.7742),(24 1581.6913),(25 1595.035),(26 1607.65),(27 1603.6191),(28 1593.6714),(29 1580.4159),(30 1590.9689),(31 1601.4742),(32 1613.8354),(33 1644.6935),(34 1641.5223),(35 1641.2021),(36 1686.334),(37 1681.7712),(38 1686.7932),(39 1710.622),(40 1679.3546),(41 1701.074),(42 1678.9418),(43 1670.557),(44 1674.7972),(45 1638.7672),(46 1657.4116),(47 1663.6958),(48 1666.4222),(49 1649.2864),(50 1612.0958),(51 1613.8168),(52 1599.3239),(53 1597.3221),(54 1596.0007),(55 1573.3971),(56 1528.8066),(57 1521.3315),(58 1531.6217),(59 1542.0503),(60 1540.7859),(61 1521.2491),(62 1544.9498),(63 1556.5009),(64 1567.0004),(65 1557.3508),(66 1599.4269),(67 1600.2721),(68 1613.2014),(69 1605.0314),(70 1622.6583),(71 1639.663),(72 1623.7458),(73 1642.3982),(74 1639.6382),(75 1645.2556),(76 1642.7833),(77 1659.9171),(78 1675.2639),(79 1703.3234),
(1 820.9728),(2 972.28125),(3 1063.8401),(4 1145.5056),(5 1184.0944),(6 1219.5625),(7 1242.7064),(8 1271.9822),(9 1303.1306),(10 1338.9747),(11 1371.6354),(12 1387.3925),(13 1426.2205),(14 1444.905),(15 1446.2408),(16 1455.8289),(17 1500.0304),(18 1525.191),(19 1534.0376),(20 1520.5825),(21 1545.5525),(22 1549.4109),(23 1577.3143),(24 1565.9926),(25 1571.1022),(26 1577.3754),(27 1581.6366),(28 1575.9935),(29 1569.9371),(30 1578.9519),(31 1570.4586),(32 1574.1237),(33 1608.4648),(34 1610.0822),(35 1604.5757),(36 1618.2994),(37 1610.89),(38 1599.8818),(39 1596.323),(40 1582.6605),(41 1599.7869),(42 1581.4135),(43 1569.4338),(44 1595.0895),(45 1568.7324),(46 1580.8138),(47 1596.5399),(48 1597.1342),(49 1586.5171),(50 1586.9968),(51 1575.7479),(52 1545.4438),(53 1524.5885),(54 1531.7484),(55 1511.6583),(56 1487.8204),(57 1466.32),(58 1461.0275),(59 1495.8224),(60 1478.5446),(61 1436.0936),(62 1441.1783),(63 1452.4965),(64 1457.9325),(65 1451.7272),(66 1473.8201),(67 1493.0466),(68 1506.0604),(69 1516.78),(70 1536.224),(71 1555.6691),(72 1548.1495),(73 1529.7075),(74 1570.2179),(75 1577.074),(76 1596.1754),(77 1607.637),(78 1616.9982),(79 1606.7162),
(1 829.37427),(2 987.0398),(3 1060.6295),(4 1133.7388),(5 1194.1788),(6 1219.4747),(7 1252.733),(8 1284.2372),(9 1316.3722),(10 1335.5488),(11 1372.0792),(12 1394.447),(13 1409.062),(14 1440.0135),(15 1443.4143),(16 1476.4116),(17 1475.834),(18 1487.6254),(19 1503.4603),(20 1507.9077),(21 1511.211),(22 1527.9221),(23 1556.7277),(24 1554.5753),(25 1568.7758),(26 1545.7119),(27 1577.1813),(28 1569.4427),(29 1538.6433),(30 1558.8969),(31 1601.3218),(32 1574.4006),(33 1587.1782),(34 1609.7107),(35 1614.7932),(36 1602.4415),(37 1600.1049),(38 1624.406),(39 1610.1556),(40 1611.5073),(41 1619.6355),(42 1590.865),(43 1595.7758),(44 1594.4254),(45 1572.2899),(46 1578.5039),(47 1596.3795),(48 1604.6346),(49 1591.9366),(50 1573.4843),(51 1600.0336),(52 1569.3676),(53 1538.6658),(54 1554.4048),(55 1533.808),(56 1534.7986),(57 1532.9834),(58 1511.8138),(59 1532.499),(60 1496.8063),(61 1506.132),(62 1519.101),(63 1509.3956),(64 1536.5253),(65 1538.6294),(66 1531.9677),(67 1538.4226),(68 1554.8235),(69 1576.8859),(70 1618.4075),(71 1617.885),(72 1626.0039),(73 1634.3506),(74 1662.7477),(75 1681.6704),(76 1683.8439),(77 1701.4761),(78 1728.7985),(79 1739.6168),
(1 814.5887),(2 967.17065),(3 1066.1848),(4 1121.3623),(5 1176.0658),(6 1208.8231),(7 1219.9379),(8 1293.3263),(9 1306.9563),(10 1319.6506),(11 1348.5154),(12 1350.3174),(13 1386.1484),(14 1395.4926),(15 1411.2554),(16 1412.9375),(17 1426.2391),(18 1417.8585),(19 1438.5624),(20 1447.4333),(21 1453.26),(22 1436.6434),(23 1469.5986),(24 1482.3221),(25 1520.3756),(26 1516.5369),(27 1505.2185),(28 1527.3896),(29 1505.0435),(30 1518.2512),(31 1529.7242),(32 1546.7504),(33 1568.4202),(34 1558.9768),(35 1575.4774),(36 1560.2084),(37 1538.5033),(38 1552.4501),(39 1558.2075),(40 1537.7517),(41 1541.0548),(42 1526.8696),(43 1528.9186),(44 1539.8625),(45 1519.4852),(46 1528.6193),(47 1547.9802),(48 1559.051),(49 1543.2449),(50 1520.7129),(51 1545.5808),(52 1512.207),(53 1507.9128),(54 1511.4784),(55 1491.3619),(56 1490.9088),(57 1492.7552),(58 1491.5908),(59 1454.4806),(60 1456.0515),(61 1453.9406),(62 1489.7966),(63 1480.4335),(64 1516.3439),(65 1505.895),(66 1518.3817),(67 1525.3024),(68 1545.9932),(69 1570.3605),(70 1575.9873),(71 1611.4054),(72 1607.1722),(73 1603.9664),(74 1616.7021),(75 1619.0757),(76 1630.8829),(77 1646.8738),(78 1649.8451),(79 1641.9923),
(1 808.67786),(2 990.96674),(3 1070.1212),(4 1121.0822),(5 1193.2561),(6 1233.8813),(7 1262.6044),(8 1293.6877),(9 1333.083),(10 1354.4203),(11 1380.0219),(12 1405.538),(13 1439.5645),(14 1434.6511),(15 1443.3202),(16 1443.5953),(17 1464.3151),(18 1468.0009),(19 1478.8433),(20 1470.5046),(21 1489.9326),(22 1483.4772),(23 1486.4037),(24 1486.2922),(25 1503.4602),(26 1528.2096),(27 1523.5369),(28 1528.8915),(29 1544.9506),(30 1558.5377),(31 1560.4597),(32 1606.9469),(33 1627.5984),(34 1595.3905),(35 1604.9122),(36 1595.2577),(37 1577.1322),(38 1595.5026),(39 1617.2344),(40 1606.2218),(41 1581.1678),(42 1573.8801),(43 1572.3805),(44 1575.3911),(45 1557.8732),(46 1583.8695),(47 1588.817),(48 1580.5212),(49 1551.0221),(50 1532.2681),(51 1519.9113),(52 1519.3104),(53 1508.4012),(54 1497.7433),(55 1463.5433),(56 1452.2922),(57 1452.5077),(58 1444.1727),(59 1444.1155),(60 1424.9435),(61 1427.5326),(62 1438.12),(63 1439.8723),(64 1461.9747),(65 1444.8872),(66 1462.6381),(67 1488.7075),(68 1480.4054),(69 1508.6245),(70 1509.2738),(71 1540.2751),(72 1557.6005),(73 1571.571),(74 1600.2113),(75 1612.4084),(76 1600.9138),(77 1601.4078),(78 1620.0316),(79 1619.9265),
(1 790.16254),(2 948.2953),(3 1023.0164),(4 1074.3629),(5 1135.3134),(6 1159.7007),(7 1201.1807),(8 1245.9446),(9 1258.8093),(10 1295.6766),(11 1323.7316),(12 1345.7725),(13 1384.6481),(14 1400.7561),(15 1418.3541),(16 1432.0844),(17 1432.0111),(18 1447.5491),(19 1453.8811),(20 1458.543),(21 1489.6375),(22 1461.9176),(23 1492.2999),(24 1515.0344),(25 1504.9644),(26 1503.7151),(27 1521.2963),(28 1539.5266),(29 1514.5917),(30 1510.0868),(31 1531.5344),(32 1556.2694),(33 1565.2227),(34 1566.5776),(35 1544.8391),(36 1536.4122),(37 1525.0604),(38 1514.9495),(39 1519.2573),(40 1510.1539),(41 1500.2142),(42 1496.4474),(43 1494.5719),(44 1497.3997),(45 1509.8684),(46 1500.1991),(47 1507.3002),(48 1505.6088),(49 1492.2401),(50 1488.1808),(51 1466.3168),(52 1462.5686),(53 1452.478),(54 1441.626),(55 1446.6561),(56 1424.8082),(57 1404.957),(58 1393.083),(59 1406.709),(60 1411.3754),(61 1418.5032),(62 1441.8779),(63 1454.1382),(64 1462.4423),(65 1459.0812),(66 1447.3121),(67 1482.0955),(68 1503.1749),(69 1513.7161),(70 1502.895),(71 1510.4719),(72 1519.7131),(73 1525.4564),(74 1542.6251),(75 1585.0631),(76 1580.4595),(77 1578.9701),(78 1586.4852),(79 1610.0325),
(1 774.95483),(2 926.10297),(3 1023.99603),(4 1065.8647),(5 1133.3219),(6 1149.8746),(7 1173.9915),(8 1205.4703),(9 1228.2858),(10 1269.7009),(11 1294.171),(12 1298.678),(13 1341.3857),(14 1334.0703),(15 1348.1901),(16 1361.02),(17 1360.7845),(18 1357.3999),(19 1359.6342),(20 1378.3292),(21 1395.1141),(22 1388.974),(23 1399.1823),(24 1396.2676),(25 1416.187),(26 1389.5342),(27 1406.9626),(28 1436.6213),(29 1423.839),(30 1400.5228),(31 1422.6672),(32 1438.1823),(33 1443.717),(34 1445.3611),(35 1445.2278),(36 1453.4492),(37 1455.6267),(38 1448.0525),(39 1449.6119),(40 1470.9897),(41 1452.9092),(42 1454.0887),(43 1451.7733),(44 1446.8733),(45 1436.9252),(46 1453.0465),(47 1468.6663),(48 1453.7496),(49 1442.4297),(50 1438.174),(51 1416.224),(52 1378.5542),(53 1377.0459),(54 1377.6394),(55 1372.0476),(56 1365.9902),(57 1361.7927),(58 1356.9514),(59 1343.1814),(60 1327.8307),(61 1319.2263),(62 1334.7756),(63 1337.6467),(64 1330.2247),(65 1340.3578),(66 1331.6051),(67 1367.0858),(68 1387.7334),(69 1371.0815),(70 1384.8318),(71 1400.4913),(72 1417.7708),(73 1430.1061),(74 1428.3677),(75 1458.7881),(76 1480.0587),(77 1487.0531),(78 1482.4246),(79 1497.035),
(1 764.93365),(2 910.9756),(3 984.46576),(4 1034.827),(5 1114.1881),(6 1131.7313),(7 1155.984),(8 1189.5405),(9 1209.058),(10 1241.6515),(11 1261.635),(12 1274.6217),(13 1308.8796),(14 1306.7991),(15 1323.3257),(16 1319.1494),(17 1343.6069),(18 1338.6152),(19 1327.3795),(20 1343.5743),(21 1378.1198),(22 1380.0663),(23 1395.1913),(24 1409.7954),(25 1439.473),(26 1429.0553),(27 1444.3579),(28 1462.6967),(29 1457.995),(30 1458.7921),(31 1473.4142),(32 1476.4767),(33 1467.4448),(34 1462.4978),(35 1467.853),(36 1464.7104),(37 1476.1356),(38 1469.8519),(39 1470.524),(40 1460.3684),(41 1484.4471),(42 1459.373),(43 1484.9081),(44 1484.1572),(45 1491.7716),(46 1469.5499),(47 1464.7147),(48 1445.726),(49 1421.3705),(50 1407.6058),(51 1400.2251),(52 1382.6731),(53 1383.9835),(54 1384.3439),(55 1366.5671),(56 1371.201),(57 1378.5901),(58 1369.1249),(59 1348.8633),(60 1336.07),(61 1340.0702),(62 1328.6934),(63 1325.5109),(64 1323.1345),(65 1327.5345),(66 1323.3308),(67 1336.0194),(68 1351.2628),(69 1363.9485),(70 1389.0919),(71 1395.661),(72 1415.158),(73 1399.097),(74 1397.2999),(75 1412.9119),(76 1415.1746),(77 1424.1437),(78 1429.5198),(79 1448.1921),
