1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 867.1117),(2 1488.0004),(3 1847.468),(4 2121.5364),(5 2425.0437),(6 2616.5432),(7 2792.1533),(8 2869.5774),(9 3011.378),(10 3062.4072),(11 3200.673),(12 3280.6602),(13 3388.736),(14 3489.4592),(15 3564.9004),(16 3652.7305),(17 3774.006),(18 3828.28),(19 3875.5654),(20 3875.9707),(21 3938.8079),(22 4017.6648),(23 4084.9617),(24 4113.707),(25 4140.6045),(26 4189.882),(27 4235.417),(28 4281.348),(29 4291.0015),(30 4356.1987),(31 4330.418),(32 4352.888),(33 4365.4053),(34 4392.545),(35 4413.64),(36 4392.2593),(37 4324.777),(38 4324.957),(39 4302.8755),(40 4288.3794),(41 4312.18),(42 4330.006),(43 4318.5493),(44 4320.016),(45 4344.769),(46 4370.9526),(47 4365.955),(48 4347.0913),(49 4342.754),(50 4310.08),(51 4361.9995),(52 4401.1113),(53 4417.5024),(54 4464.2153),(55 4536.779),(56 4506.025),(57 4526.4614),(58 4550.9365),(59 4532.4365),(60 4575.236),(61 4631.2446),(62 4647.3833),(63 4685.142),(64 4642.4136),(65 4689.6235),(66 4697.1147),(67 4750.8965),(68 4760.525),(69 4732.8765),(70 4709.989),(71 4718.521),(72 4721.183),(73 4713.997),(74 4700.7017),(75 4669.8774),(76 4623.8125),(77 4576.821),(78 4570.6035),(79 4513.2017),
(1 821.30414),(2 1379.8398),(3 1715.6783),(4 2003.3768),(5 2246.6013),(6 2389.1382),(7 2576.8948),(8 2719.0457),(9 2856.706),(10 2960.0964),(11 3093.2458),(12 3109.4763),(13 3212.9854),(14 3274.6892),(15 3341.6418),(16 3380.5525),(17 3428.7722),(18 3454.7764),(19 3456.0159),(20 3490.391),(21 3568.4077),(22 3559.3486),(23 3615.4856),(24 3668.5627),(25 3725.0542),(26 3807.876),(27 3853.6982),(28 3891.2837),(29 3936.9658),(30 3973.7402),(31 4002.7336),(32 4087.7212),(33 4104.1143),(34 4091.0776),(35 4126.0825),(36 4186.6836),(37 4185.3013),(38 4177.3594),(39 4143.401),(40 4159.6445),(41 4192.9883),(42 4198.6523),(43 4232.088),(44 4225.462),(45 4194.6694),(46 4223.0415),(47 4204.1543),(48 4202.6826),(49 4172.6084),(50 4127.043),(51 4077.6877),(52 4126.9775),(53 4175.7583),(54 4151.602),(55 4145.602),(56 4180.2646),(57 4223.763),(58 4223.53),(59 4306.3647),(60 4346.2393),(61 4394.205),(62 4413.0166),(63 4474.3955),(64 4449.8706),(65 4466.9883),(66 4425.841),(67 4453.799),(68 4476.9805),(69 4464.5454),(70 4407.9326),(71 4437.9624),(72 4436.2437),(73 4417.8315),(74 4429.7188),(75 4355.5225),(76 4334.8613),(77 4294.2427),(78 4343.9204),(79 4379.6567),
(1 823.24835),(2 1441.3604),(3 1746.3729),(4 1996.7434),(5 2208.6199),(6 2377.1116),(7 2565.731),(8 2720.905),(9 2884.6758),(10 2982.5342),(11 3048.893),(12 3156.117),(13 3238.3477),(14 3288.845),(15 3356.0918),(16 3353.46),(17 3414.5464),(18 3453.6602),(19 3573.855),(20 3577.5469),(21 3665.3606),(22 3709.2998),(23 3788.4526),(24 3802.1467),(25 3863.5415),(26 3883.2058),(27 3927.5466),(28 3946.7993),(29 3920.4167),(30 3929.6294),(31 3926.6511),(32 3968.1294),(33 3925.3972),(34 3911.5808),(35 3923.159),(36 3939.04),(37 3929.5918),(38 3942.2085),(39 3990.0308),(40 4054.3342),(41 4069.4075),(42 4111.4136),(43 4115.773),(44 4162.6846),(45 4133.2075),(46 4171.9976),(47 4138.262),(48 4149.3413),(49 4154.8853),(50 4110.7944),(51 4084.2444),(52 4063.4072),(53 4043.3906),(54 4051.6094),(55 4040.6343),(56 3995.2974),(57 4065.6926),(58 4100.973),(59 4132.8936),(60 4159.286),(61 4180.0957),(62 4120.742),(63 4172.6953),(64 4179.0806),(65 4182.8647),(66 4171.7134),(67 4162.4688),(68 4151.968),(69 4170.5903),(70 4143.7305),(71 4197.1416),(72 4236.2314),(73 4191.95),(74 4155.7393),(75 4116.556),(76 4122.542),(77 4159.3906),(78 4192.333),(79 4197.719),
(1 818.6324),(2 1380.3306),(3 1688.1903),(4 1921.1951),(5 2138.763),(6 2285.389),(7 2428.3198),(8 2551.5078),(9 2652.4373),(10 2743.4255),(11 2817.8894),(12 2849.7773),(13 2941.1611),(14 3014.8892),(15 3115.4333),(16 3137.9868),(17 3208.3638),(18 3293.4912),(19 3422.8665),(20 3457.8013),(21 3476.929),(22 3512.8574),(23 3616.8792),(24 3698.779),(25 3766.8777),(26 3821.171),(27 3863.8396),(28 3878.1711),(29 3852.451),(30 3897.1753),(31 3925.4932),(32 3917.967),(33 3895.6775),(34 3860.3047),(35 3901.734),(36 3925.9192),(37 3933.5806),(38 4009.28),(39 4050.047),(40 4107.5645),(41 4130.7217),(42 4172.5015),(43 4185.03),(44 4214.565),(45 4186.566),(46 4193.196),(47 4185.0845),(48 4194.155),(49 4171.083),(50 4146.437),(51 4138.14),(52 4111.3506),(53 4101.975),(54 4039.336),(55 4053.1008),(56 4012.2173),(57 4007.7136),(58 3958.8804),(59 3965.242),(60 4032.628),(61 4045.2952),(62 4010.2588),(63 4065.1863),(64 4066.9875),(65 4088.024),(66 4082.815),(67 4071.2998),(68 4061.939),(69 4085.0154),(70 4050.2578),(71 4054.2385),(72 4090.665),(73 4131.9976),(74 4121.53),(75 4138.6563),(76 4147.9194),(77 4175.115),(78 4175.564),(79 4146.0645),
(1 768.1759),(2 1319.3368),(3 1621.7935),(4 1861.7035),(5 2070.7852),(6 2243.996),(7 2400.64),(8 2505.982),(9 2674.251),(10 2761.4553),(11 2848.7996),(12 2940.0183),(13 3027.974),(14 3069.1016),(15 3134.794),(16 3179.516),(17 3202.9207),(18 3285.8179),(19 3367.5967),(20 3397.2507),(21 3447.2375),(22 3444.8616),(23 3504.7139),(24 3524.4895),(25 3550.1606),(26 3583.4333),(27 3630.7644),(28 3630.745),(29 3613.9082),(30 3588.1606),(31 3581.1965),(32 3614.9915),(33 3603.7473),(34 3622.0918),(35 3616.8486),(36 3658.1133),(37 3602.8413),(38 3560.9119),(39 3554.1455),(40 3619.474),(41 3662.592),(42 3655.8757),(43 3642.1292),(44 3679.4465),(45 3716.806),(46 3736.835),(47 3718.521),(48 3758.2876),(49 3765.244),(50 3807.3704),(51 3845.2813),(52 3857.4736),(53 3869.334),(54 3895.51),(55 3887.8643),(56 3893.0317),(57 3876.1316),(58 3857.2483),(59 3876.4648),(60 3868.2832),(61 3865.528),(62 3886.4023),(63 3922.603),(64 3911.4988),(65 3923.6907),(66 3911.7007),(67 3903.9187),(68 3856.6248),(69 3860.2266),(70 3826.9072),(71 3824.7798),(72 3813.2246),(73 3777.117),(74 3752.941),(75 3739.198),(76 3749.1262),(77 3719.7742),(78 3719.1233),(79 3711.5076),
(1 758.75635),(2 1311.2006),(3 1625.0282),(4 1850.2073),(5 2062.2566),(6 2224.9944),(7 2368.506),(8 2465.9985),(9 2634.5896),(10 2675.5183),(11 2768.2703),(12 2810.364),(13 2909.4673),(14 2983.756),(15 3068.5708),(16 3117.307),(17 3226.2424),(18 3221.2498),(19 3254.7896),(20 3298.866),(21 3349.3486),(22 3365.3777),(23 3390.4302),(24 3402.9155),(25 3435.722),(26 3448.124),(27 3487.5095),(28 3522.5566),(29 3578.8835),(30 3576.1047),(31 3620.33),(32 3678.19),(33 3637.353),(34 3622.9043),(35 3625.8643),(36 3622.6785),(37 3631.1426),(38 3651.1462),(39 3661.663),(40 3686.8682),(41 3689.759),(42 3730.1384),(43 3669.4949),(44 3703.7078),(45 3738.3694),(46 3770.4849),(47 3751.6682),(48 3747.5981),(49 3773.749),(50 3758.958),(51 3822.4285),(52 3794.9678),(53 3807.4595),(54 3810.4958),(55 3883.8894),(56 3862.0488),(57 3854.641),(58 3887.815),(59 3888.5059),(60 3923.5227),(61 3957.4724),(62 3954.7974),(63 3956.695),(64 3949.7197),(65 3942.9697),(66 3921.5574),(67 3888.809),(68 3863.6514),(69 3915.6167),(70 3930.2383),(71 3925.5479),(72 3924.1672),(73 3917.6936),(74 3918.6653),(75 3897.9846),(76 3897.0457),(77 3888.1375),(78 3887.3557),(79 3856.7515),
(1 752.71716),(2 1278.6075),(3 1539.0151),(4 1740.3044),(5 1916.1719),(6 2083.5288),(7 2232.0784),(8 2344.865),(9 2413.7568),(10 2507.4243),(11 2599.0178),(12 2626.9377),(13 2700.3489),(14 2772.4797),(15 2841.7756),(16 2857.5173),(17 2931.3796),(18 2960.4548),(19 2977.4053),(20 2973.426),(21 3024.9148),(22 3057.033),(23 3075.6199),(24 3104.254),(25 3155.38),(26 3152.3687),(27 3212.6682),(28 3207.8687),(29 3197.2473),(30 3211.3083),(31 3217.6028),(32 3220),(33 3235.621),(34 3272.815),(35 3307.6533),(36 3303.368),(37 3304.9043),(38 3326.2017),(39 3318.845),(40 3346.688),(41 3382.21),(42 3371.8696),(43 3320.2397),(44 3339.3552),(45 3343.2073),(46 3368.7412),(47 3368.8772),(48 3401.122),(49 3446.87),(50 3446.8218),(51 3472.9387),(52 3482.54),(53 3495.919),(54 3474.6614),(55 3479.477),(56 3463.5632),(57 3447.4963),(58 3444.5872),(59 3425.9102),(60 3426.8381),(61 3428.8203),(62 3456.4893),(63 3487.5347),(64 3510.7993),(65 3576.3357),(66 3611.0112),(67 3582.803),(68 3573.1301),(69 3576.865),(70 3516.214),(71 3537.896),(72 3517.5723),(73 3512.623),(74 3491.9978),(75 3502.6428),(76 3514.1582),(77 3518.495),(78 3546.4268),(79 3548.238),
(1 742.9299),(2 1256.3563),(3 1515.564),(4 1760.097),(5 1936.5162),(6 2095.5583),(7 2279.2817),(8 2378.2625),(9 2489.1414),(10 2583.903),(11 2670.4065),(12 2732.9478),(13 2799.348),(14 2873.1064),(15 2926.4644),(16 2932.9482),(17 2981.063),(18 2998.6921),(19 3017.2107),(20 3071.374),(21 3136.3472),(22 3166.437),(23 3235.5618),(24 3297.7405),(25 3310.6667),(26 3342.4539),(27 3449.451),(28 3452.666),(29 3481.9863),(30 3508.0786),(31 3491.2078),(32 3489.6074),(33 3495.523),(34 3500.4421),(35 3498.702),(36 3513.982),(37 3524.4753),(38 3561.055),(39 3590.7004),(40 3598.1274),(41 3609.9167),(42 3651.3103),(43 3660.2415),(44 3671.8503),(45 3622.048),(46 3644.9722),(47 3619.3328),(48 3609.2751),(49 3596.4563),(50 3558.7297),(51 3599.667),(52 3580.8909),(53 3558.4011),(54 3538.9783),(55 3550.8892),(56 3581.9487),(57 3576.6643),(58 3558.8022),(59 3599.977),(60 3585.8123),(61 3586.5754),(62 3618.7253),(63 3657.069),(64 3653.0674),(65 3681.592),(66 3667.992),(67 3686.7703),(68 3696.9614),(69 3675.1938),(70 3673.5007),(71 3717.5637),(72 3699.9639),(73 3701.825),(74 3749.4268),(75 3767.438),(76 3797.6436),(77 3813.9607),(78 3847.9343),(79 3849.6318),
(1 725.017),(2 1217.7428),(3 1427.4554),(4 1591.5718),(5 1754.0193),(6 1911.0945),(7 2038.4175),(8 2160.1843),(9 2296.9146),(10 2369.5254),(11 2453.079),(12 2500.1096),(13 2575.8843),(14 2642.1174),(15 2728.0364),(16 2714.3862),(17 2735.7588),(18 2756.8665),(19 2786.878),(20 2805.224),(21 2843.1824),(22 2893.1692),(23 2967.8416),(24 2952.7764),(25 2973.105),(26 3016.4063),(27 3057.7073),(28 3122.355),(29 3125.6416),(30 3162.6409),(31 3201.5906),(32 3194.8037),(33 3230.7764),(34 3257.7856),(35 3269.023),(36 3298.743),(37 3245.8276),(38 3269.706),(39 3267.6902),(40 3307.0325),(41 3291.228),(42 3259.0864),(43 3265.1914),(44 3269.4866),(45 3244.517),(46 3255.1577),(47 3231.7595),(48 3233.5325),(49 3281.2854),(50 3265.1946),(51 3257.9094),(52 3207.2534),(53 3267.1807),(54 3282.3027),(55 3297.433),(56 3306.7314),(57 3311.2197),(58 3292.1394),(59 3355.652),(60 3349.9583),(61 3374.6233),(62 3376.83),(63 3399.2131),(64 3415.8813),(65 3418.8142),(66 3403.9749),(67 3422.5754),(68 3390.425),(69 3380.1125),(70 3347.8003),(71 3373.9866),(72 3411.1667),(73 3423.6882),(74 3454.5854),(75 3484.5356),(76 3503.548),(77 3496.9128),(78 3471.4219),(79 3470.8047),
(1 705.3715),(2 1185.0127),(3 1436.6549),(4 1661.742),(5 1802.1935),(6 1967.8982),(7 2099.8108),(8 2212.0513),(9 2312.9482),(10 2392.9116),(11 2537.043),(12 2594.9568),(13 2682.042),(14 2768.3042),(15 2825.0676),(16 2856.7207),(17 2937.4111),(18 2999.274),(19 3033.1812),(20 3058.0864),(21 3093.3389),(22 3124.7332),(23 3183.8186),(24 3178.91),(25 3196.107),(26 3215.0818),(27 3251.0667),(28 3286.8616),(29 3277.4253),(30 3282.5618),(31 3245.151),(32 3218.51),(33 3198.4092),(34 3178.7258),(35 3158.8672),(36 3176.039),(37 3169.9675),(38 3191.5667),(39 3203.6152),(40 3228.4424),(41 3217.326),(42 3256.4949),(43 3246.5435),(44 3289.225),(45 3250.9473),(46 3209.8347),(47 3202.3137),(48 3194.8108),(49 3213.11),(50 3208.2874),(51 3212.1438),(52 3176.386),(53 3195.5325),(54 3213.6626),(55 3232.087),(56 3250.7673),(57 3249.3875),(58 3305.3008),(59 3368.1309),(60 3363.0725),(61 3390.5657),(62 3407.2776),(63 3446.5708),(64 3450.4993),(65 3476.7793),(66 3468.756),(67 3498.5618),(68 3489.3066),(69 3513.2017),(70 3493.6936),(71 3547.4597),(72 3594.1392),(73 3578.4807),(74 3591.317),(75 3606.1936),(76 3659.4094),(77 3653.8918),(78 3656.7332),(79 3633.4402),
(1 675.0996),(2 1116.8727),(3 1336.3016),(4 1537.8823),(5 1743.2792),(6 1899.1823),(7 2015.6813),(8 2124.6934),(9 2245.1677),(10 2299.385),(11 2363.9912),(12 2441.2053),(13 2500.2893),(14 2532.4058),(15 2589.5093),(16 2589.7957),(17 2655.0647),(18 2708.3398),(19 2724.4385),(20 2743.1877),(21 2795.3196),(22 2854.021),(23 2885.0881),(24 2922.897),(25 2975.021),(26 3049.9167),(27 3059.3596),(28 3087.4631),(29 3091.5847),(30 3115.2263),(31 3075.4429),(32 3095.935),(33 3106.3276),(34 3050.7566),(35 3036.8008),(36 3075.6543),(37 3091.9507),(38 3091.1404),(39 3135.4446),(40 3160.5078),(41 3193.9443),(42 3176.3904),(43 3143.245),(44 3168.8608),(45 3172.8398),(46 3182.5422),(47 3180.9822),(48 3202.1357),(49 3204.7942),(50 3171.2764),(51 3200.7297),(52 3211.5718),(53 3216.395),(54 3195.212),(55 3223.315),(56 3249.2378),(57 3275.4258),(58 3252.2788),(59 3259.609),(60 3281.042),(61 3327.8044),(62 3290.2908),(63 3287.4429),(64 3265.8442),(65 3276.6624),(66 3248.8914),(67 3265.1877),(68 3261.4268),(69 3277.563),(70 3282.003),(71 3272.4675),(72 3269.3787),(73 3243.6145),(74 3243.8313),(75 3247.9138),(76 3270.1804),(77 3245.231),(78 3250.2947),(79 3249.6812),
(1 675.0203),(2 1098.422),(3 1333.267),(4 1515.2604),(5 1693.7892),(6 1847.4968),(7 1978.2324),(8 2075.8323),(9 2190.8599),(10 2234.1921),(11 2333.812),(12 2330.9248),(13 2418.5928),(14 2442.5066),(15 2521.5684),(16 2557.683),(17 2581.794),(18 2602.7275),(19 2666.224),(20 2686.5225),(21 2771.6013),(22 2823.4155),(23 2891.0747),(24 2919.23),(25 2975.353),(26 3023.3274),(27 3024.1404),(28 3015.596),(29 3032.1257),(30 3071.5276),(31 3092.2998),(32 3095.2085),(33 3106.414),(34 3098.2803),(35 3042.4802),(36 3065.6956),(37 3080.9622),(38 3075.3718),(39 3116.87),(40 3138.6248),(41 3142.1538),(42 3162.5444),(43 3169.1145),(44 3180.4905),(45 3199.6157),(46 3212.876),(47 3171.3743),(48 3189.2026),(49 3220.0518),(50 3177.098),(51 3181.759),(52 3175.3936),(53 3190.8896),(54 3170.7693),(55 3170.941),(56 3168.1904),(57 3204.687),(58 3231.6707),(59 3238.0898),(60 3258.0115),(61 3267.026),(62 3293.092),(63 3292.0374),(64 3318.9058),(65 3302.75),(66 3274.9873),(67 3270.8184),(68 3251.3418),(69 3251.992),(70 3252.3633),(71 3237.2366),(72 3223.6113),(73 3208.9846),(74 3251.6975),(75 3252.368),(76 3258.1753),(77 3294.8318),(78 3301.2668),(79 3244.3733),
(1 678.795),(2 1102.6013),(3 1324.7274),(4 1557.516),(5 1752.1779),(6 1895.4543),(7 2017.9476),(8 2074.741),(9 2174.297),(10 2209.0085),(11 2278.8015),(12 2312.3125),(13 2376.0022),(14 2411.8716),(15 2414.706),(16 2416.0837),(17 2500.8513),(18 2549.9556),(19 2611.6445),(20 2641.159),(21 2677.6433),(22 2698.0806),(23 2721.5845),(24 2738.3862),(25 2775.2214),(26 2824.6829),(27 2861.7168),(28 2856.9263),(29 2883.6646),(30 2926.8145),(31 2916.295),(32 2888.2244),(33 2906.7957),(34 2928.443),(35 2916.8486),(36 2906.2087),(37 2941.7998),(38 2980.5862),(39 3000.7766),(40 3009.6746),(41 3039.16),(42 3080.478),(43 3089.1333),(44 3089.3145),(45 3108.4158),(46 3095.1746),(47 3083.0166),(48 3077.055),(49 3096.0686),(50 3047.982),(51 3039.381),(52 3055.5195),(53 3053.8494),(54 3046.7585),(55 3048.236),(56 3057.0632),(57 3091.9329),(58 3096.982),(59 3114.22),(60 3083.9211),(61 3142.8337),(62 3156.034),(63 3155.52),(64 3112.521),(65 3124.7415),(66 3100.6343),(67 3089.481),(68 3081.182),(69 3104.3982),(70 3056.3435),(71 3082.557),(72 3088.214),(73 3113.737),(74 3134.001),(75 3109.7488),(76 3099.8298),(77 3119.251),(78 3145.0183),(79 3139.3052),
(1 624.0187),(2 1019.79944),(3 1250.4266),(4 1445.1849),(5 1647.0022),(6 1805.8889),(7 1924.8156),(8 1996.0576),(9 2110.4102),(10 2172.9575),(11 2265.2295),(12 2297.6318),(13 2368.4312),(14 2437.2922),(15 2467.8032),(16 2455.45),(17 2479.5269),(18 2476.2986),(19 2523.9932),(20 2534.293),(21 2587.982),(22 2638.3267),(23 2671.1904),(24 2676.398),(25 2676.9478),(26 2687.5544),(27 2727.0771),(28 2716.035),(29 2731.5845),(30 2747.4558),(31 2733.363),(32 2745.0615),(33 2760.9692),(34 2784.8381),(35 2793.177),(36 2820.3193),(37 2838.104),(38 2849.1807),(39 2894.3635),(40 2937.6016),(41 2958.911),(42 3015.43),(43 3015.467),(44 3046.1758),(45 3054.9124),(46 3080.32),(47 3062.8813),(48 3052.4124),(49 3054.052),(50 3023.2034),(51 3007.8508),(52 3003.0515),(53 3023.4868),(54 3010.9133),(55 3020.0361),(56 3006.3281),(57 3013.938),(58 2990.5342),(59 3006.3035),(60 2947.9766),(61 2934.066),(62 2949.7861),(63 2941.9666),(64 2898.7373),(65 2881.1938),(66 2881.3284),(67 2863.4978),(68 2846.4465),(69 2838.354),(70 2822.1523),(71 2836.4502),(72 2828.8086),(73 2846.9478),(74 2879.7273),(75 2865.3367),(76 2862.1917),(77 2869.5686),(78 2846.662),(79 2833.7627),
(1 644.0424),(2 1032.8185),(3 1243.4603),(4 1441.7126),(5 1589.2222),(6 1718.7651),(7 1880.7656),(8 1978.2429),(9 2084.2344),(10 2141.2761),(11 2215.4832),(12 2276.44),(13 2334.9443),(14 2376.3276),(15 2441.486),(16 2459.7793),(17 2525.4216),(18 2575.1697),(19 2624.4814),(20 2616.1558),(21 2664.6338),(22 2689.9043),(23 2719.555),(24 2751.109),(25 2796.4373),(26 2812.388),(27 2858.6567),(28 2870.902),(29 2868.072),(30 2887.1748),(31 2850.781),(32 2849.5579),(33 2821.9978),(34 2810.529),(35 2808.5322),(36 2820.8723),(37 2811.748),(38 2806.887),(39 2807.2712),(40 2809.5537),(41 2833.9553),(42 2851.0278),(43 2849.6953),(44 2846.314),(45 2860.356),(46 2855.8013),(47 2840.9014),(48 2835.4253),(49 2827.5962),(50 2814.2893),(51 2819.491),(52 2807.159),(53 2820.7532),(54 2812.326),(55 2803.0598),(56 2819.128),(57 2834.042),(58 2822.8303),(59 2881.4954),(60 2870.602),(61 2880.7988),(62 2890.536),(63 2918.246),(64 2903.539),(65 2910.323),(66 2891.8447),(67 2923.8237),(68 2917.3948),(69 2931.1892),(70 2914.6091),(71 2930.7173),(72 2931.1108),(73 2894.9731),(74 2911.0972),(75 2908.2554),(76 2923.8699),(77 2946.2751),(78 2958.638),(79 2945.3066),
(1 628.519),(2 1041.0083),(3 1236.9425),(4 1411.4415),(5 1607.6632),(6 1726.3407),(7 1832.2736),(8 1924.4956),(9 2004.4883),(10 2058.9805),(11 2141.0583),(12 2191.8445),(13 2257.8826),(14 2273.0505),(15 2283.5251),(16 2318.0957),(17 2344.7576),(18 2416.5916),(19 2482.752),(20 2516.0154),(21 2564.47),(22 2562.8362),(23 2562.0627),(24 2585.3098),(25 2576.3447),(26 2613.5354),(27 2630.211),(28 2660.6707),(29 2679.1333),(30 2690.319),(31 2698.3445),(32 2707.084),(33 2708.736),(34 2714.6123),(35 2700.485),(36 2724.506),(37 2728.364),(38 2740.436),(39 2760.8787),(40 2772.26),(41 2794.777),(42 2827.679),(43 2816.2034),(44 2821.3157),(45 2828.5889),(46 2813.4033),(47 2799.2742),(48 2782.0842),(49 2773.037),(50 2734.503),(51 2755.415),(52 2762.9824),(53 2734.831),(54 2731.2605),(55 2775.4478),(56 2789.9785),(57 2825.7788),(58 2827.16),(59 2831.6462),(60 2833.808),(61 2873.8992),(62 2903.201),(63 2905.8413),(64 2885.188),(65 2918.417),(66 2919.2488),(67 2925.9932),(68 2929.8083),(69 2979.97),(70 2981.7803),(71 3011.3408),(72 3018.853),(73 3042.5),(74 3020.2266),(75 3025.3052),(76 3047.029),(77 3052.209),(78 3056.419),(79 3038.2007),
(1 588.6554),(2 965.7103),(3 1149.7864),(4 1314.5372),(5 1464.0366),(6 1625.5981),(7 1749.6366),(8 1822.6725),(9 1931.5488),(10 1994.6718),(11 2073.2078),(12 2125.5342),(13 2198.2896),(14 2237.4407),(15 2327.4104),(16 2358.633),(17 2397.1663),(18 2396.2332),(19 2450.3838),(20 2493.1504),(21 2544.579),(22 2563.529),(23 2611.9307),(24 2654.7053),(25 2691.2893),(26 2705.0964),(27 2729.636),(28 2746.5273),(29 2728.4573),(30 2760.2268),(31 2766.741),(32 2764.3281),(33 2744.7786),(34 2752.0254),(35 2705.5042),(36 2693.8298),(37 2692.4316),(38 2686.447),(39 2686.0156),(40 2691.502),(41 2698.2744),(42 2728.6118),(43 2748.6763),(44 2758.3838),(45 2752.035),(46 2775.5596),(47 2744.6863),(48 2721.4438),(49 2711.7075),(50 2682.1711),(51 2697.0474),(52 2689.9385),(53 2704.723),(54 2682.0256),(55 2686.3093),(56 2703.234),(57 2740.7498),(58 2752.273),(59 2771.374),(60 2758.8584),(61 2765.2249),(62 2752.2163),(63 2725.957),(64 2716.2017),(65 2712.333),(66 2698.424),(67 2699.387),(68 2721.4272),(69 2721.2559),(70 2717.7913),(71 2751.7478),(72 2731.409),(73 2719.1182),(74 2731.7131),(75 2728.5415),(76 2748.966),(77 2736.377),(78 2751.7102),(79 2774.7761),
