1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,
(1 3.6662278),(2 12.0503435),(3 12.05226),(4 42.580765),(5 47.080235),(6 54.08787),(7 53.95457),(8 53.6322),(9 32.548813),(10 17.762604),(11 17.883612),(12 15.734497),(13 49.15714),(14 63.16146),(15 63.178844),(16 71.17838),(17 71.613815),(18 72.83637),(19 72.82103),(20 52.878853),(21 23.574331),(22 18.445425),(23 18.454086),(24 25.719786),(25 47.389656),(26 47.59215),(27 47.623863),(28 47.99311),(29 64.833466),(30 60.81003),(31 60.936016),(32 41.012363),(33 37.592686),(34 68.386215),(35 68.26454),(36 45.746563),(37 62.587963),(38 58.24012),(39 58.202187),(40 55.461098),(41 54.218117),(42 59.540417),(43 59.477276),(44 54.830486),(45 57.797306),(46 57.69051),
(1 10.593936),(2 36.81076),(3 36.764534),(4 79.713165),(5 89.98884),(6 91.07775),(7 90.87393),(8 84.591866),(9 70.29306),(10 62.917904),(11 62.68095),(12 44.931755),(13 56.679985),(14 75.44841),(15 75.56968),(16 61.45826),(17 68.38572),(18 54.730186),(19 54.814537),(20 42.150383),(21 36.79088),(22 39.057503),(23 39.071056),(24 50.780724),(25 81.03329),(26 69.85739),(27 69.88199),(28 46.60999),(29 59.22443),(30 55.688942),(31 56.112957),(32 49.851963),(33 42.97811),(34 45.88379),(35 45.96292),(36 63.450478),(37 63.434284),(38 69.88956),(39 69.84149),(40 66.23331),(41 50.799797),(42 41.528053),(43 41.550076),(44 42.747883),(45 81.92213),(46 82.04856),
(1 25.504282),(2 36.889206),(3 36.929863),(4 53.96188),(5 76.75184),(6 81.195984),(7 81.260315),(8 78.18406),(9 83.54237),(10 75.36006),(11 75.28017),(12 58.054623),(13 55.205097),(14 69.719696),(15 69.8701),(16 79.62792),(17 86.531624),(18 96.621635),(19 96.85164),(20 82.95443),(21 52.052826),(22 53.162045),(23 53.40952),(24 49.01983),(25 59.622547),(26 82.170616),(27 82.11319),(28 82.35238),(29 75.11459),(30 82.115845),(31 81.99852),(32 58.589855),(33 61.44354),(34 74.38065),(35 74.164566),(36 83.8403),(37 68.99007),(38 85.32223),(39 85.45),(40 84.03449),(41 47.705246),(42 43.516636),(43 43.503975),(44 43.667942),(45 99.6581),(46 99.63861),
(1 34.444786),(2 51.192574),(3 51.12143),(4 55.62628),(5 86.60312),(6 102.24304),(7 102.25534),(8 123.72202),(9 116.30393),(10 103.111595),(11 103.161125),(12 96.31154),(13 114.288315),(14 134.19733),(15 134.30391),(16 122.88286),(17 117.82683),(18 119.9025),(19 119.96998),(20 102.44302),(21 92.26825),(22 92.41596),(23 92.41204),(24 96.256294),(25 135.74042),(26 130.33194),(27 130.16441),(28 117.89201),(29 115.313354),(30 138.40182),(31 138.51611),(32 105.9321),(33 120.96647),(34 123.49499),(35 123.5727),(36 116.562805),(37 172.67813),(38 178.88222),(39 179.30734),(40 171.022),(41 149.94615),(42 143.07533),(43 143.18106),(44 136.35945),(45 211.16516),(46 211.03145),
(1 56.317047),(2 79.75154),(3 79.67702),(4 103.5952),(5 122.248535),(6 119.46546),(7 119.752205),(8 122.799706),(9 127.22524),(10 106.29829),(11 106.24835),(12 99.200356),(13 151.33362),(14 170.48926),(15 170.81795),(16 169.08443),(17 175.32562),(18 177.99258),(19 177.94852),(20 152.49222),(21 151.84583),(22 142.65343),(23 142.37872),(24 132.37234),(25 151.792),(26 153.8096),(27 153.75967),(28 149.65022),(29 177.67665),(30 185.23447),(31 185.48454),(32 157.03056),(33 153.14946),(34 139.8941),(35 140.10338),(36 113.855316),(37 132.43184),(38 136.40619),(39 136.70816),(40 127.3318),(41 154.46445),(42 143.26093),(43 143.15413),(44 143.18361),(45 167.33618),(46 167.38506),
(1 42.4204),(2 66.14103),(3 66.15324),(4 91.22606),(5 139.15997),(6 144.20377),(7 144.38643),(8 111.86142),(9 62.041225),(10 58.924664),(11 58.807507),(12 67.09523),(13 113.14108),(14 138.44261),(15 138.50687),(16 127.97917),(17 126.4484),(18 119.67332),(19 119.565414),(20 99.523155),(21 82.18712),(22 88.264305),(23 88.28381),(24 74.24581),(25 88.17769),(26 98.87227),(27 98.89874),(28 105.604065),(29 107.03676),(30 120.54781),(31 120.69855),(32 98.78359),(33 104.461975),(34 120.34677),(35 120.30006),(36 116.43032),(37 126.80924),(38 118.47387),(39 118.278885),(40 135.00217),(41 128.45961),(42 108.003555),(43 108.0254),(44 97.07873),(45 104.78763),(46 104.90144),
(1 49.853714),(2 85.499825),(3 85.47136),(4 132.37805),(5 179.44554),(6 179.28929),(7 179.47049),(8 159.31064),(9 126.90136),(10 111.979454),(11 112.01317),(12 129.10556),(13 198.26219),(14 195.62177),(15 195.51988),(16 187.4738),(17 182.12329),(18 156.18211),(19 156.24031),(20 112.016815),(21 92.66704),(22 107.11147),(23 107.2856),(24 113.54433),(25 159.28474),(26 188.84758),(27 188.84482),(28 185.2634),(29 123.8002),(30 115.54418),(31 115.5779),(32 124.157845),(33 147.91937),(34 170.85048),(35 170.97423),(36 163.84227),(37 184.52563),(38 192.78717),(39 192.96764),(40 173.94633),(41 133.66794),(42 117.663445),(43 117.6404),(44 116.6692),(45 111.27043),(46 111.152596),
(1 48.938473),(2 82.1507),(3 82.243706),(4 112.523705),(5 125.22853),(6 136.1396),(7 136.0003),(8 114.458664),(9 88.45974),(10 95.10331),(11 95.12466),(12 112.94387),(13 165.57193),(14 183.24628),(15 183.43665),(16 155.45956),(17 136.77516),(18 127.336586),(19 127.48316),(20 80.00916),(21 79.71107),(22 99.945595),(23 99.94549),(24 114.37901),(25 151.13702),(26 169.05786),(27 168.97719),(28 155.22783),(29 131.37227),(30 147.4175),(31 147.65254),(32 139.13115),(33 137.72331),(34 149.12991),(35 149.13576),(36 138.23174),(37 120.05983),(38 112.68057),(39 112.59373),(40 123.658585),(41 119.928894),(42 123.62606),(43 123.71949),(44 103.500626),(45 128.21913),(46 128.1826),
(1 79.9027),(2 140.03308),(3 140.05884),(4 180.40643),(5 181.42812),(6 186.57425),(7 186.30287),(8 159.79976),(9 99.93549),(10 77.198074),(11 77.29724),(12 95.180084),(13 144.55467),(14 161.96298),(15 162.0589),(16 145.65225),(17 143.96652),(18 133.3929),(19 133.41795),(20 114.99446),(21 104.12429),(22 90.06206),(23 90.07409),(24 77.00428),(25 133.22977),(26 167.8284),(27 167.9251),(28 146.67981),(29 160.53096),(30 170.69856),(31 170.60588),(32 138.82674),(33 116.8824),(34 138.15529),(35 138.10788),(36 135.19473),(37 167.16711),(38 204.8478),(39 204.98048),(40 225.45035),(41 153.73808),(42 128.51877),(43 128.66576),(44 109.91198),(45 122.80469),(46 122.87307),
(1 57.132233),(2 81.383354),(3 81.34097),(4 104.617836),(5 144.05145),(6 160.21187),(7 160.26436),(8 138.74214),(9 89.42075),(10 85.768616),(11 85.76712),(12 90.972984),(13 156.51756),(14 162.8581),(15 162.89839),(16 148.79498),(17 156.10448),(18 152.24442),(19 152.34938),(20 131.09177),(21 107.44456),(22 104.53979),(23 104.713394),(24 113.83124),(25 124.99643),(26 142.80502),(27 142.89264),(28 140.98628),(29 161.76717),(30 153.72006),(31 153.68935),(32 126.075424),(33 122.888145),(34 124.31267),(35 124.08207),(36 127.29933),(37 165.75735),(38 183.0956),(39 183.00969),(40 178.20071),(41 138.82066),(42 148.3665),(43 148.44264),(44 162.90656),(45 166.56534),(46 166.44357),
(1 40.42965),(2 64.647644),(3 64.81407),(4 82.70742),(5 107.80643),(6 112.67094),(7 112.511215),(8 95.884415),(9 78.798676),(10 77.352745),(11 77.289825),(12 78.90025),(13 117.73742),(14 124.86306),(15 124.89633),(16 109.83812),(17 114.76821),(18 115.69432),(19 115.54314),(20 125.85782),(21 106.82197),(22 115.62355),(23 115.86228),(24 128.24123),(25 97.443245),(26 122.93761),(27 122.9664),(28 91.097145),(29 110.01631),(30 100.05473),(31 100.12837),(32 117.52076),(33 137.61414),(34 148.51578),(35 148.65833),(36 142.30467),(37 124.06406),(38 99.29246),(39 99.08114),(40 114.22939),(41 127.457695),(42 128.78162),(43 128.4383),(44 110.48849),(45 136.44157),(46 136.4189),
