1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 40.044754),(2 48.96778),(3 48.82185),(4 86.24957),(5 84.86637),(6 85.011185),(7 84.392426),(8 86.8204),(9 75.26729),(10 66.178055),(11 66.09796),(12 41.52121),(13 47.39795),(14 50.90353),(15 50.975315),(16 50.660774),(17 82.340645),(18 78.44784),(19 78.73993),(20 89.38754),(21 57.063232),(22 29.59482),(23 29.7398),(24 43.485794),(25 68.506744),(26 82.00793),(27 81.94234),(28 106.95024),(29 171.59622),(30 161.73178),(31 160.96709),(32 190.9913),(33 113.15297),(34 151.7063),(35 151.09312),(36 93.27762),(37 101.516754),(38 144.40584),(39 144.46861),(40 171.32732),(41 201.40288),(42 193.57495),(43 193.82213),(44 183.02852),(45 126.668045),(46 126.53079),
(1 56.680477),(2 78.69015),(3 78.71849),(4 131.55461),(5 131.71655),(6 168.62396),(7 168.98288),(8 147.11476),(9 98.71811),(10 98.32139),(11 98.49818),(12 77.117226),(13 133.41983),(14 170.25801),(15 170.56738),(16 175.12694),(17 306.42075),(18 341.7316),(19 341.9446),(20 336.59186),(21 222.86116),(22 215.39723),(23 216.36774),(24 160.15564),(25 188.13899),(26 176.25082),(27 176.37149),(28 182.8678),(29 239.34741),(30 275.9959),(31 276.77597),(32 228.2842),(33 184.94249),(34 240.87024),(35 240.93134),(36 231.23193),(37 294.8498),(38 292.90375),(39 292.87024),(40 353.19867),(41 357.11588),(42 388.6116),(43 388.6648),(44 355.7715),(45 282.37503),(46 282.03543),
(1 70.09658),(2 102.133575),(3 102.32511),(4 158.37488),(5 174.85548),(6 190.19273),(7 190.186),(8 224.82153),(9 258.57996),(10 257.80658),(11 257.39023),(12 166.83061),(13 162.38622),(14 295.94006),(15 296.31003),(16 328.47665),(17 336.8809),(18 261.94528),(19 261.9774),(20 227.30475),(21 202.18323),(22 216.48956),(23 216.49579),(24 235.06212),(25 339.40012),(26 312.3288),(27 312.39868),(28 260.10455),(29 221.08621),(30 253.80725),(31 254.73012),(32 223.83382),(33 183.79477),(34 265.748),(35 265.8116),(36 281.85312),(37 331.2845),(38 384.39017),(39 384.5044),(40 399.83932),(41 279.75577),(42 294.1159),(43 294.36005),(44 315.25372),(45 483.9856),(46 484.25037),
(1 95.55803),(2 157.13754),(3 157.02258),(4 251.29813),(5 402.35825),(6 443.75302),(7 443.93805),(8 415.0698),(9 342.88278),(10 332.28656),(11 331.79623),(12 255.26924),(13 273.01678),(14 360.25146),(15 360.09564),(16 428.8388),(17 478.82388),(18 425.48227),(19 425.8136),(20 316.80338),(21 205.09981),(22 236.67296),(23 236.64874),(24 268.39877),(25 321.45667),(26 417.26242),(27 417.44733),(28 406.45367),(29 381.24622),(30 389.9415),(31 390.08945),(32 343.73053),(33 317.94254),(34 360.10016),(35 359.97116),(36 289.84454),(37 458.73984),(38 489.86383),(39 489.936),(40 550.99976),(41 440.28156),(42 390.1077),(43 389.92572),(44 408.36343),(45 488.06436),(46 488.6311),
(1 139.77795),(2 249.3255),(3 249.38074),(4 359.11646),(5 426.36145),(6 516.5189),(7 517.37476),(8 584.83655),(9 396.4172),(10 348.39722),(11 348.5462),(12 335.96704),(13 321.76797),(14 387.77814),(15 387.7844),(16 444.0892),(17 523.40704),(18 503.80475),(19 504.22415),(20 373.64502),(21 234.12369),(22 263.45776),(23 263.09753),(24 269.19058),(25 436.06396),(26 463.79996),(27 463.45197),(28 374.92792),(29 393.57147),(30 494.10098),(31 494.1252),(32 403.1213),(33 366.44254),(34 358.70038),(35 358.66333),(36 343.93832),(37 582.35645),(38 601.99567),(39 602.5352),(40 588.1746),(41 483.089),(42 470.45868),(43 470.41418),(44 431.6335),(45 535.0542),(46 534.63257),
(1 142.49168),(2 207.9341),(3 208.39883),(4 221.75227),(5 286.36465),(6 292.88358),(7 293.16135),(8 278.25272),(9 189.36072),(10 191.12257),(11 191.62753),(12 214.91577),(13 271.3052),(14 286.56854),(15 286.79684),(16 294.45563),(17 418.8838),(18 428.5024),(19 428.41394),(20 372.4911),(21 260.73315),(22 236.75027),(23 236.89586),(24 202.38335),(25 242.41437),(26 293.49835),(27 293.4587),(28 373.51752),(29 440.0317),(30 441.41052),(31 441.75653),(32 406.8783),(33 342.34607),(34 357.745),(35 358.8866),(36 334.88635),(37 393.6327),(38 372.60587),(39 372.81445),(40 425.16998),(41 421.23486),(42 393.398),(43 393.3941),(44 351.94263),(45 343.5385),(46 343.32358),
(1 181.11911),(2 306.88104),(3 306.79828),(4 446.31625),(5 530.9694),(6 502.7317),(7 503.07126),(8 453.60596),(9 258.18896),(10 245.96584),(11 245.76297),(12 255.55194),(13 407.15897),(14 479.57397),(15 480.0915),(16 495.64465),(17 515.2368),(18 538.6148),(19 538.57715),(20 521.7908),(21 435.2487),(22 404.575),(23 404.43484),(24 382.60843),(25 476.14886),(26 573.19385),(27 572.59),(28 540.93567),(29 417.8007),(30 419.46548),(31 419.27182),(32 399.47748),(33 408.40012),(34 480.23782),(35 480.36536),(36 469.69028),(37 438.19318),(38 448.568),(39 448.76385),(40 539.10223),(41 416.25922),(42 458.17258),(43 458.13953),(44 459.74783),(45 534.40173),(46 534.5554),
(1 216.44449),(2 374.4067),(3 374.70874),(4 534.7288),(5 629.0433),(6 601.0627),(7 601.18146),(8 478.3276),(9 370.60135),(10 275.3693),(11 275.29932),(12 293.76648),(13 464.08496),(14 605.5783),(15 606.12946),(16 598.64154),(17 512.0559),(18 451.07712),(19 450.7623),(20 381.82474),(21 253.1279),(22 255.63339),(23 256.15854),(24 343.43753),(25 398.695),(26 456.9476),(27 457.02405),(28 390.19296),(29 375.87213),(30 371.9892),(31 372.24768),(32 362.51096),(33 328.4791),(34 376.5665),(35 376.92868),(36 397.25452),(37 461.70724),(38 420.795),(39 420.66483),(40 506.57565),(41 445.14444),(42 404.88187),(43 404.66495),(44 425.85226),(45 395.18738),(46 396.10623),
(1 181.59416),(2 305.8296),(3 305.69235),(4 412.2442),(5 551.77234),(6 520.58777),(7 520.6763),(8 395.81467),(9 328.995),(10 348.77518),(11 348.9321),(12 346.80606),(13 395.4266),(14 477.63153),(15 477.5393),(16 462.8742),(17 504.68683),(18 436.4934),(19 436.51843),(20 327.70245),(21 230.82976),(22 226.58122),(23 226.7202),(24 224.97998),(25 351.37408),(26 484.69617),(27 484.75516),(28 427.29926),(29 350.13724),(30 333.39703),(31 333.49478),(32 320.96445),(33 392.30927),(34 420.93332),(35 421.1098),(36 402.94882),(37 475.12833),(38 557.91064),(39 558.2687),(40 594.6393),(41 483.5643),(42 473.73264),(43 473.88824),(44 401.1961),(45 313.9961),(46 313.7348),
(1 129.61551),(2 225.833),(3 225.928),(4 323.56683),(5 389.51794),(6 378.20084),(7 378.3275),(8 351.49973),(9 292.65942),(10 280.54202),(11 280.72302),(12 314.58777),(13 381.90134),(14 378.18607),(15 378.2355),(16 362.22504),(17 381.87006),(18 369.79413),(19 369.62192),(20 323.15353),(21 287.75244),(22 277.8961),(23 277.80682),(24 254.6042),(25 298.32635),(26 336.4805),(27 336.34772),(28 300.52264),(29 370.66232),(30 367.46686),(31 367.3449),(32 335.66382),(33 342.92197),(34 427.7973),(35 427.70905),(36 449.92203),(37 377.6922),(38 442.67664),(39 442.85025),(40 449.92303),(41 489.7793),(42 452.5273),(43 452.0635),(44 363.39853),(45 348.08243),(46 347.45306),
(1 195.4529),(2 299.1272),(3 299.2617),(4 329.5276),(5 383.25403),(6 406.96808),(7 406.72998),(8 361.85944),(9 235.12224),(10 221.65456),(11 221.91254),(12 227.5374),(13 295.9626),(14 331.3444),(15 331.13474),(16 313.75476),(17 362.60303),(18 392.62863),(19 392.88098),(20 358.43637),(21 297.2223),(22 296.93158),(23 296.87564),(24 252.17767),(25 345.67404),(26 425.97012),(27 425.90753),(28 394.1547),(29 371.15225),(30 412.0672),(31 412.23517),(32 431.99426),(33 343.76575),(34 336.82288),(35 336.4076),(36 346.569),(37 314.36554),(38 385.45706),(39 385.48996),(40 416.63232),(41 409.4631),(42 366.31467),(43 366.5422),(44 376.88177),(45 328.60333),(46 328.85852),
