1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,
(1 35.399715),(2 63.31186),(3 63.34468),(4 85.27434),(5 92.7531),(6 88.884766),(7 88.93155),(8 81.14463),(9 64.48965),(10 57.688694),(11 57.69796),(12 58.532482),(13 84.98536),(14 101.55544),(15 101.58149),(16 106.76818),(17 108.97173),(18 98.55087),(19 98.55922),(20 87.48895),(21 69.7513),(22 69.90725),(23 69.92098),(24 74.46345),(25 112.848854),(26 129.64885),(27 129.66159),(28 125.88325),(29 113.943695),(30 111.87561),(31 111.89155),(32 103.14986),(33 97.351105),(34 109.61303),(35 109.67144),(36 112.59915),(37 142.36076),(38 139.42691),(39 139.45737),(40 140.55328),(41 115.86434),(42 111.091736),(43 111.09752),(44 108.075584),(45 108.260025),(46 108.28192),
(1 42.695515),(2 69.01979),(3 69.02046),(4 87.799355),(5 101.4397),(6 94.74444),(7 94.74709),(8 78.983246),(9 62.702263),(10 56.52089),(11 56.533707),(12 57.493687),(13 84.9956),(14 94.94563),(15 94.95972),(16 95.62937),(17 102.033615),(18 87.04598),(19 87.07878),(20 75.92892),(21 67.26447),(22 65.49045),(23 65.53546),(24 70.42406),(25 90.74673),(26 103.40952),(27 103.42074),(28 99.39833),(29 102.71901),(30 102.72215),(31 102.72887),(32 96.58979),(33 93.93006),(34 99.94639),(35 99.947876),(36 96.36383),(37 105.11757),(38 108.311005),(39 108.30715),(40 114.0646),(41 100.22535),(42 96.563),(43 96.57046),(44 91.14217),(45 90.569115),(46 90.58285),
(1 35.871536),(2 48.369812),(3 48.37206),(4 54.919804),(5 59.386463),(6 60.1008),(7 60.14742),(8 55.799103),(9 44.967033),(10 42.037174),(11 42.02565),(12 45.86161),(13 56.490147),(14 59.045036),(15 59.056416),(16 56.054043),(17 60.611164),(18 58.864082),(19 58.863914),(20 56.23225),(21 51.734623),(22 53.907803),(23 53.944912),(24 57.823532),(25 61.735893),(26 66.572876),(27 66.5699),(28 63.65444),(29 63.698807),(30 64.690056),(31 64.68293),(32 61.857876),(33 61.02639),(34 66.27543),(35 66.291245),(36 62.449947),(37 65.45483),(38 68.65062),(39 68.63723),(40 69.83415),(41 65.573555),(42 63.670486),(43 63.67979),(44 62.780167),(45 63.829178),(46 63.8399),
(1 35.52311),(2 45.54148),(3 45.562256),(4 48.692932),(5 50.397366),(6 48.80903),(7 48.837776),(8 45.69674),(9 42.69304),(10 42.264008),(11 42.275322),(12 44.719883),(13 49.919895),(14 52.982628),(15 53.008026),(16 54.766922),(17 56.872234),(18 53.201996),(19 53.22219),(20 53.030594),(21 49.27563),(22 50.921867),(23 50.913868),(24 53.455288),(25 55.744682),(26 54.805233),(27 54.800095),(28 53.430565),(29 56.25794),(30 55.966015),(31 55.96526),(32 53.821587),(33 53.331944),(34 56.768612),(35 56.784824),(36 55.628048),(37 56.874493),(38 58.083504),(39 58.108006),(40 56.84098),(41 53.079407),(42 54.255882),(43 54.250854),(44 54.183487),(45 54.23264),(46 54.234303),
(1 29.46156),(2 33.790977),(3 33.814274),(4 38.19704),(5 40.243465),(6 38.5399),(7 38.55628),(8 35.543346),(9 33.806034),(10 33.759068),(11 33.767273),(12 35.22036),(13 40.761715),(14 43.30024),(15 43.322224),(16 44.162807),(17 44.62355),(18 42.97973),(19 43.00059),(20 42.443527),(21 40.239178),(22 43.168484),(23 43.173725),(24 45.942127),(25 43.3056),(26 44.09032),(27 44.09005),(28 43.58908),(29 46.8137),(30 44.070385),(31 44.06552),(32 43.38894),(33 43.585682),(34 47.533047),(35 47.535023),(36 45.687397),(37 43.153507),(38 43.012184),(39 43.04),(40 44.173466),(41 43.471386),(42 42.141777),(43 42.15424),(44 40.803238),(45 40.110054),(46 40.07399),
(1 18.038864),(2 21.358444),(3 21.363195),(4 23.236849),(5 23.306868),(6 23.817863),(7 23.83257),(8 23.124039),(9 22.517002),(10 21.729174),(11 21.727402),(12 21.469618),(13 24.068806),(14 24.418495),(15 24.423258),(16 25.101414),(17 25.995106),(18 26.333767),(19 26.32662),(20 27.29323),(21 24.914381),(22 28.174755),(23 28.185404),(24 29.083025),(25 26.596615),(26 27.691988),(27 27.70111),(28 27.060839),(29 28.17856),(30 28.631342),(31 28.633392),(32 29.285429),(33 27.752338),(34 30.997082),(35 30.995169),(36 30.563627),(37 29.586487),(38 29.324316),(39 29.312876),(40 29.92688),(41 26.971432),(42 27.354267),(43 27.35593),(44 27.98003),(45 28.124899),(46 28.117998),
(1 17.010994),(2 20.586039),(3 20.60518),(4 23.118874),(5 21.86929),(6 21.678593),(7 21.696884),(8 21.93054),(9 22.118357),(10 22.037706),(11 22.052423),(12 21.647753),(13 22.642906),(14 23.877512),(15 23.877245),(16 23.486069),(17 25.714062),(18 25.56691),(19 25.566618),(20 26.364923),(21 25.111244),(22 26.029692),(23 26.044992),(24 25.933765),(25 24.429127),(26 24.987886),(27 24.988297),(28 23.689743),(29 25.342308),(30 25.412422),(31 25.405764),(32 25.63274),(33 27.06743),(34 27.527243),(35 27.524235),(36 26.666578),(37 26.810465),(38 25.459578),(39 25.461657),(40 26.41597),(41 26.082533),(42 25.568434),(43 25.569084),(44 25.056387),(45 26.395958),(46 26.408155),
(1 13.672262),(2 15.476627),(3 15.487259),(4 17.7194),(5 17.69706),(6 17.371405),(7 17.360666),(8 17.399609),(9 18.01847),(10 18.430859),(11 18.439827),(12 17.752687),(13 18.866573),(14 20.061907),(15 20.064365),(16 19.993366),(17 19.605066),(18 21.142752),(19 21.138233),(20 20.939522),(21 19.890766),(22 20.210789),(23 20.218079),(24 20.81612),(25 19.523952),(26 21.254318),(27 21.250345),(28 19.728195),(29 20.4091),(30 21.089693),(31 21.092655),(32 20.498823),(33 21.679167),(34 21.847694),(35 21.836945),(36 22.023046),(37 22.248173),(38 19.664497),(39 19.659733),(40 21.057035),(41 20.032703),(42 20.336714),(43 20.337364),(44 19.609064),(45 20.153294),(46 20.151415),
(1 12.336715),(2 13.449048),(3 13.460636),(4 14.665955),(5 15.647869),(6 15.363426),(7 15.368653),(8 15.148812),(9 15.2039175),(10 14.595746),(11 14.58791),(12 14.791102),(13 15.89789),(14 17.350536),(15 17.351625),(16 17.029089),(17 16.599283),(18 15.851136),(19 15.860505),(20 16.922823),(21 16.912594),(22 17.565107),(23 17.582317),(24 16.534754),(25 16.340752),(26 17.592398),(27 17.590448),(28 16.821688),(29 18.397083),(30 17.793264),(31 17.784914),(32 16.957191),(33 18.276594),(34 19.486292),(35 19.489807),(36 18.073322),(37 18.48716),(38 18.140263),(39 18.147938),(40 19.173927),(41 16.782398),(42 16.905489),(43 16.910826),(44 16.072346),(45 16.391645),(46 16.3866),
(1 9.1939),(2 10.623451),(3 10.6383705),(4 11.965821),(5 11.371871),(6 11.962378),(7 11.979718),(8 12.272604),(9 12.510275),(10 12.703057),(11 12.70114),(12 11.988749),(13 12.090943),(14 13.031296),(15 13.028515),(16 12.245864),(17 13.231236),(18 12.860624),(19 12.863396),(20 13.023936),(21 12.935807),(22 13.364866),(23 13.370913),(24 13.503938),(25 12.591648),(26 13.893863),(27 13.8888),(28 12.963141),(29 13.293163),(30 13.070574),(31 13.065891),(32 13.077604),(33 13.096216),(34 13.523902),(35 13.521957),(36 13.046108),(37 13.077455),(38 12.558344),(39 12.56182),(40 14.557274),(41 12.975039),(42 12.781),(43 12.7891655),(44 12.011099),(45 12.596412),(46 12.59241),
(1 7.527001),(2 8.752906),(3 8.752927),(4 9.332127),(5 8.886067),(6 9.207715),(7 9.223757),(8 9.4389715),(9 9.140739),(10 9.301974),(11 9.302277),(12 9.310495),(13 10.328644),(14 10.828284),(15 10.824152),(16 10.153159),(17 9.857151),(18 9.997386),(19 10.002867),(20 10.199827),(21 9.392372),(22 9.985969),(23 9.998995),(24 9.977952),(25 9.514728),(26 11.063392),(27 11.061507),(28 9.691995),(29 10.1290245),(30 9.891853),(31 9.892331),(32 9.500429),(33 9.894847),(34 10.41005),(35 10.411681),(36 10.320913),(37 10.105664),(38 9.3841715),(39 9.386209),(40 10.853816),(41 9.2908535),(42 9.676912),(43 9.673249),(44 9.263648),(45 9.812221),(46 9.814372),
