1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,
(1 26.693712),(2 41.986893),(3 42.00299),(4 53.72104),(5 59.48469),(6 58.974506),(7 59.0066),(8 54.463642),(9 44.203514),(10 40.444145),(11 40.451637),(12 39.717556),(13 55.044193),(14 65.14939),(15 65.16447),(16 66.90367),(17 70.406334),(18 63.546734),(19 63.538643),(20 56.907757),(21 45.736183),(22 45.1444),(23 45.152977),(24 47.669018),(25 68.17831),(26 76.33245),(27 76.33622),(28 72.44776),(29 72.12994),(30 72.53619),(31 72.549324),(32 65.44619),(33 60.934235),(34 68.65945),(35 68.68667),(36 67.37921),(37 80.39771),(38 82.35848),(39 82.363754),(40 82.69585),(41 72.31874),(42 72.4121),(43 72.43374),(44 68.20034),(45 67.57365),(46 67.599045),
(1 33.918797),(2 50.14871),(3 50.160942),(4 59.751865),(5 65.76762),(6 64.8765),(7 64.91514),(8 60.31071),(9 51.377743),(10 48.969772),(11 48.971745),(12 48.979275),(13 64.53876),(14 72.59254),(15 72.61144),(16 70.451225),(17 71.97921),(18 64.454155),(19 64.46024),(20 61.519836),(21 53.35),(22 54.740715),(23 54.746666),(24 57.38632),(25 73.90533),(26 81.05035),(27 81.043625),(28 78.72369),(29 76.92855),(30 75.77392),(31 75.775734),(32 70.189316),(33 69.48274),(34 76.19016),(35 76.20848),(36 76.020096),(37 87.20347),(38 85.73187),(39 85.74102),(40 86.24172),(41 77.94464),(42 75.66845),(43 75.67355),(44 72.562584),(45 73.18503),(46 73.19267),
(1 27.55895),(2 36.697655),(3 36.703396),(4 41.682167),(5 46.526825),(6 47.06002),(7 47.073128),(8 42.882195),(9 36.102448),(10 33.935593),(11 33.94708),(12 35.29591),(13 43.82181),(14 47.80693),(15 47.820217),(16 46.274307),(17 50.472313),(18 46.595108),(19 46.596775),(20 43.478714),(21 38.24919),(22 38.932964),(23 38.951347),(24 41.953945),(25 47.80295),(26 50.05685),(27 50.059093),(28 47.119247),(29 49.164707),(30 48.987835),(31 48.986416),(32 47.801758),(33 46.445072),(34 50.14857),(35 50.170815),(36 48.081818),(37 51.08637),(38 52.271763),(39 52.27353),(40 53.93573),(41 50.67597),(42 49.227592),(43 49.219433),(44 47.14111),(45 47.488827),(46 47.489983),
(1 24.482435),(2 31.392572),(3 31.4005),(4 35.24024),(5 36.035873),(6 36.160995),(7 36.188805),(8 32.553986),(9 30.014181),(10 29.370705),(11 29.36004),(12 30.111752),(13 34.676163),(14 36.44053),(15 36.4568),(16 37.541203),(17 39.853485),(18 37.62067),(19 37.62367),(20 37.160133),(21 34.511055),(22 36.796516),(23 36.80911),(24 39.098495),(25 39.521187),(26 39.609474),(27 39.60969),(28 40.255264),(29 41.6219),(30 39.84122),(31 39.84061),(32 37.711834),(33 39.075546),(34 41.038338),(35 41.04015),(36 39.9113),(37 40.98651),(38 42.516273),(39 42.522793),(40 42.095253),(41 38.97076),(42 38.86661),(43 38.874374),(44 38.209885),(45 38.827595),(46 38.818924),
(1 20.093405),(2 24.187582),(3 24.192127),(4 26.770548),(5 27.098024),(6 27.166996),(7 27.184135),(8 26.544357),(9 25.558292),(10 25.12518),(11 25.13097),(12 25.98431),(13 28.252098),(14 29.132103),(15 29.13553),(16 31.1682),(17 32.84718),(18 31.939455),(19 31.946304),(20 30.872711),(21 27.774445),(22 29.669851),(23 29.674583),(24 31.277012),(25 30.836512),(26 30.92274),(27 30.919764),(28 30.955349),(29 31.292393),(30 30.657751),(31 30.656775),(32 30.200758),(33 30.212408),(34 32.30488),(35 32.303883),(36 31.548653),(37 32.59077),(38 31.630453),(39 31.638247),(40 32.531754),(41 32.23727),(42 31.659994),(43 31.656733),(44 31.280556),(45 30.729532),(46 30.729504),
(1 11.845547),(2 13.505431),(3 13.5140085),(4 15.073752),(5 15.640918),(6 15.786864),(7 15.79676),(8 15.578926),(9 15.4968),(10 14.79924),(11 14.802706),(12 14.869334),(13 16.677711),(14 17.531168),(15 17.532972),(16 17.518793),(17 17.971354),(18 17.956146),(19 17.954355),(20 18.231232),(21 17.233904),(22 18.228367),(23 18.23644),(24 18.542143),(25 17.28943),(26 18.334711),(27 18.33371),(28 17.85218),(29 19.020826),(30 19.440336),(31 19.442007),(32 19.431976),(33 19.58909),(34 20.35441),(35 20.354446),(36 19.24834),(37 20.065672),(38 19.883657),(39 19.885191),(40 19.49893),(41 18.10268),(42 18.410038),(43 18.413006),(44 18.549887),(45 18.695955),(46 18.688986),
(1 11.205152),(2 13.099655),(3 13.106936),(4 13.982325),(5 13.665012),(6 14.028233),(7 14.031996),(8 13.936682),(9 13.782671),(10 13.552701),(11 13.560831),(12 13.650967),(13 14.725176),(14 15.663582),(15 15.661855),(16 15.706055),(17 15.882163),(18 16.300617),(19 16.306707),(20 16.366985),(21 15.582907),(22 15.910554),(23 15.918835),(24 16.129002),(25 15.709442),(26 16.439571),(27 16.438654),(28 16.25355),(29 16.751478),(30 16.343393),(31 16.33797),(32 15.854263),(33 17.01719),(34 17.179346),(35 17.175852),(36 16.73433),(37 16.65602),(38 15.995948),(39 15.997317),(40 16.771805),(41 15.511106),(42 15.758583),(43 15.76244),(44 15.28913),(45 15.476739),(46 15.477245),
(1 8.7667055),(2 9.974011),(3 9.985656),(4 11.174845),(5 11.19402),(6 11.251867),(7 11.258588),(8 11.33716),(9 11.625085),(10 11.095182),(11 11.096011),(12 10.987068),(13 11.827686),(14 12.394906),(15 12.397202),(16 12.294791),(17 12.153797),(18 12.22385),(19 12.229508),(20 12.442852),(21 11.646504),(22 12.228117),(23 12.234485),(24 11.995597),(25 12.043635),(26 13.385961),(27 13.3848505),(28 12.526024),(29 13.0902),(30 12.834663),(31 12.8346),(32 12.543619),(33 12.566968),(34 13.330777),(35 13.328742),(36 13.468903),(37 13.616505),(38 12.744434),(39 12.743233),(40 13.716471),(41 12.688407),(42 12.604901),(43 12.606223),(44 11.97644),(45 12.489522),(46 12.484748),
(1 7.2180376),(2 8.15795),(3 8.162338),(4 8.919413),(5 8.635378),(6 8.804067),(7 8.808818),(8 8.861434),(9 8.812665),(10 8.894655),(11 8.895388),(12 8.783868),(13 9.489571),(14 9.945097),(15 9.9464035),(16 9.609343),(17 9.695546),(18 9.678147),(19 9.681239),(20 10.275888),(21 9.533415),(22 9.818802),(23 9.823432),(24 9.823031),(25 9.480369),(26 10.567333),(27 10.56806),(28 9.762843),(29 10.666763),(30 10.210532),(31 10.208937),(32 9.929937),(33 10.253425),(34 10.541041),(35 10.54363),(36 10.2948065),(37 10.405556),(38 10.138451),(39 10.13978),(40 11.28296),(41 9.409183),(42 9.413386),(43 9.418011),(44 9.032832),(45 9.662855),(46 9.657605),
(1 5.872013),(2 6.8155303),(3 6.820041),(4 7.2839675),(5 7.1985044),(6 7.2873077),(7 7.292685),(8 6.978217),(9 7.1174555),(10 7.1528845),(11 7.1522236),(12 6.8595896),(13 7.5737553),(14 8.052256),(15 8.048902),(16 7.774978),(17 7.821623),(18 7.59795),(19 7.599208),(20 7.993903),(21 7.444703),(22 7.9351234),(23 7.936242),(24 7.489376),(25 7.532086),(26 8.996923),(27 8.998519),(28 7.8072314),(29 8.040236),(30 8.037011),(31 8.03253),(32 7.938886),(33 7.815297),(34 8.275566),(35 8.281303),(36 8.307075),(37 8.438291),(38 7.9015636),(39 7.903484),(40 9.151612),(41 7.971182),(42 7.9318204),(43 7.9288425),(44 7.812507),(45 8.022773),(46 8.019539),
(1 4.518991),(2 5.1346726),(3 5.140596),(4 5.7311816),(5 5.5979066),(6 5.4896417),(7 5.491748),(8 5.3777575),(9 5.338318),(10 5.6593204),(11 5.6582794),(12 5.307225),(13 5.94553),(14 6.247062),(15 6.248133),(16 6.08319),(17 6.1636844),(18 5.94251),(19 5.942287),(20 6.420253),(21 5.6955104),(22 6.3023353),(23 6.3052793),(24 5.9363875),(25 5.6421),(26 7.421684),(27 7.419591),(28 5.7633333),(29 6.310605),(30 6.085034),(31 6.0851126),(32 6.2374654),(33 6.0965657),(34 6.1845365),(35 6.1849995),(36 6.41652),(37 6.720103),(38 6.1344495),(39 6.1354413),(40 7.618478),(41 5.808789),(42 6.151212),(43 6.152949),(44 5.7152743),(45 6.2299953),(46 6.2232985),
