1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23108.35),(2 71892.06),(3 126475.42),(4 178689.89),(5 213553.9),(6 233698.17),(7 243555.97),(8 246714.22),(9 248399.48),(10 251178.9),(11 258728.77),(12 274039.47),(13 289880.7),(14 304697.4),(15 315640.06),(16 321758.9),(17 325477.22),(18 324985),(19 323284.94),(20 319329.53),(21 313087.66),(22 307493.2),(23 303657.38),(24 299902.47),(25 299084.03),(26 298469.34),(27 296267.66),(28 293258.06),(29 291548.5),(30 291056.97),(31 291649.5),(32 296213.44),(33 298886.38),(34 299114.63),(35 297521.94),(36 294870.25),(37 292799.94),(38 290857.78),(39 287277.9),(40 284292.97),(41 283084.22),(42 284450),(43 287873.47),(44 292149.9),(45 295757.16),(46 298350.13),(47 299808.94),(48 301393.97),(49 295447.75),(50 288869.75),(51 283675.22),(52 280827.2),(53 280009.72),(54 280972.72),(55 282520.9),(56 282037.2),(57 279868.84),(58 277885),(59 277627.44),(60 278747.78),(61 282823.5),(62 289524.66),(63 296416),(64 300298.56),(65 300616.63),(66 297551.34),(67 292693.47),(68 286918.75),(69 281711),(70 279871.7),(71 282648.9),(72 288830.22),(73 296203.94),(74 301863.72),(75 304781.25),(76 305301.97),(77 305812.5),(78 304244.44),(79 302379.63),
(1 22832.215),(2 69109.62),(3 119834.24),(4 170530.98),(5 203492.55),(6 221736.94),(7 229037.61),(8 230276.64),(9 231073.98),(10 236758.88),(11 244475.63),(12 257717.36),(13 269724.5),(14 280925.78),(15 289884.9),(16 294585.44),(17 294732.47),(18 292196.22),(19 287938.4),(20 283407.7),(21 280561.28),(22 276632.56),(23 275011.47),(24 271008.56),(25 266794.3),(26 263751.7),(27 261674.25),(28 261713.77),(29 265043.13),(30 269953.97),(31 274182.44),(32 278398.56),(33 280660.63),(34 280691.47),(35 279503.84),(36 278224.1),(37 277495.66),(38 278009.22),(39 280894.63),(40 281400.06),(41 281544.34),(42 280983.63),(43 280206.66),(44 278369.88),(45 277985.78),(46 277857.7),(47 277102.7),(48 274925.06),(49 266426.3),(50 259282.8),(51 256255.27),(52 255945.42),(53 258070.6),(54 259986.67),(55 260594.25),(56 260931.2),(57 260520.16),(58 261837.2),(59 264982.13),(60 269868.75),(61 277189.66),(62 286693.53),(63 295311.63),(64 299784.44),(65 301117.06),(66 297836.47),(67 293510.4),(68 287471.3),(69 282421.5),(70 281782.56),(71 284766.8),(72 289415.1),(73 292368.66),(74 292078.63),(75 289485.53),(76 286007.34),(77 286850.34),(78 287567.28),(79 286223.34),
(1 23185.594),(2 70319.9),(3 121303.23),(4 167727.69),(5 195054.9),(6 210959.81),(7 219754.88),(8 225797.95),(9 229726.63),(10 235368.23),(11 241935.86),(12 253555),(13 263627.8),(14 273054.94),(15 279760.78),(16 284011.34),(17 286175.06),(18 286985.2),(19 286798.84),(20 285040.38),(21 282944.66),(22 281642.06),(23 281823.66),(24 280524.13),(25 278907.7),(26 277440.84),(27 277153.66),(28 278736),(29 280255.3),(30 283239.2),(31 287253.84),(32 290003.56),(33 291921.78),(34 292073.28),(35 289884.16),(36 287679.53),(37 284855.44),(38 282160.4),(39 282126.88),(40 282341.4),(41 284031.47),(42 283810.94),(43 281347.5),(44 276793.28),(45 271569.75),(46 265705.84),(47 261729.95),(48 258853.23),(49 255933),(50 255408.92),(51 255993.05),(52 255920.08),(53 255978.77),(54 255651.31),(55 255309.83),(56 255267.22),(57 255566.5),(58 260608.72),(59 266684.66),(60 273178.75),(61 277040.56),(62 277674.72),(63 275832.8),(64 273026.16),(65 270791.9),(66 270027.56),(67 269217.3),(68 271092.25),(69 273728.72),(70 276905.3),(71 279776.53),(72 282778.84),(73 284900.3),(74 284269.56),(75 280560.88),(76 275907.38),(77 274716.13),(78 277290.38),(79 280380.4),
(1 21165.691),(2 64112.83),(3 110084.83),(4 151861.63),(5 175308.72),(6 186830.14),(7 192759.31),(8 196108.83),(9 199947.42),(10 207139.27),(11 217644.56),(12 237916.73),(13 254556.13),(14 267113.97),(15 274085.88),(16 275743),(17 275816.84),(18 276203.63),(19 276492.63),(20 277579),(21 279505.34),(22 278894.5),(23 278335.72),(24 275793.38),(25 274776.2),(26 272842.97),(27 271310.75),(28 270834),(29 270691.03),(30 272263.34),(31 276710.13),(32 280969.03),(33 286532.03),(34 291990.22),(35 294678.53),(36 295461.7),(37 293722.13),(38 290532.16),(39 286683.84),(40 282897.94),(41 280228.06),(42 278526.34),(43 277142.06),(44 275327.28),(45 273199.94),(46 269473.2),(47 264961.3),(48 263257.28),(49 266231.34),(50 267842.66),(51 269191.1),(52 267467.88),(53 264634.06),(54 260133.1),(55 254409.58),(56 251889.03),(57 250434.77),(58 250957.36),(59 254067.23),(60 258497.4),(61 262107.58),(62 265949.56),(63 268371.28),(64 269026.1),(65 267872.4),(66 264782.94),(67 263008.9),(68 264759.13),(69 266193.28),(70 266973),(71 266710.28),(72 265838),(73 265327.06),(74 264716.94),(75 266122.3),(76 266627.5),(77 269287.72),(78 272603.6),(79 275760.84),
(1 21633.367),(2 65247.453),(3 110083.195),(4 150014.3),(5 174010.48),(6 188879.72),(7 198772.23),(8 205129.2),(9 207690.38),(10 210450.69),(11 215635.95),(12 226388.19),(13 236499.7),(14 244576.78),(15 249344.06),(16 250944.55),(17 252164.38),(18 254999.36),(19 258322.94),(20 259833.52),(21 261208.16),(22 259251.66),(23 257753.66),(24 255825.03),(25 254136.06),(26 252722.63),(27 249820.88),(28 247224.53),(29 245366.67),(30 246736.23),(31 248746.14),(32 251560.45),(33 253398.14),(34 257043.4),(35 260330.44),(36 262930.9),(37 262814.56),(38 261115.63),(39 257438.94),(40 252973.6),(41 249749.67),(42 247376.44),(43 243382.92),(44 238901.16),(45 235877.08),(46 235499.13),(47 235461.56),(48 235301.08),(49 236483.6),(50 236031.02),(51 235736.58),(52 232938.1),(53 227702.98),(54 222577.08),(55 218589.81),(56 217188.6),(57 217447.55),(58 220236.92),(59 224861.8),(60 228633.27),(61 231070.14),(62 233058.83),(63 232828.02),(64 231972.97),(65 231208.67),(66 230137.77),(67 231651.63),(68 235383.22),(69 239078.14),(70 239643.5),(71 238672.44),(72 236019.13),(73 234516.05),(74 233826.38),(75 235443.13),(76 234424.2),(77 235440.39),(78 236227.47),(79 234935.63),
(1 21580.422),(2 65741.71),(3 111228.75),(4 148269.23),(5 169061.17),(6 178343.78),(7 182595.14),(8 186685.4),(9 191880.11),(10 198006.83),(11 204465.23),(12 216674.42),(13 227314),(14 234856),(15 237624.81),(16 237806.63),(17 239579.63),(18 243595.67),(19 248209.27),(20 253371.05),(21 259342.33),(22 260892.19),(23 261126.73),(24 260287.38),(25 259811.47),(26 259312.22),(27 257270.5),(28 255019.6),(29 253763.69),(30 252989.42),(31 256188.9),(32 258505.95),(33 260801.67),(34 260183.55),(35 257254.73),(36 254639.88),(37 252584.67),(38 251408.45),(39 250353.17),(40 251380.97),(41 252888.33),(42 252470.47),(43 250052.5),(44 246430.23),(45 243999.97),(46 243362.67),(47 243625.13),(48 244471.27),(49 245772.63),(50 244644.05),(51 242992.6),(52 239403.53),(53 235208.86),(54 232702.95),(55 230779.67),(56 230627.95),(57 232097.31),(58 234075.4),(59 235036.64),(60 234849.9),(61 233970.53),(62 231453.64),(63 228198.97),(64 226224.9),(65 225612.97),(66 226342.28),(67 229258.03),(68 231251.05),(69 232838.83),(70 232253.5),(71 230435.86),(72 228149.55),(73 227455.08),(74 230216.47),(75 233021.95),(76 234190.36),(77 236297.1),(78 239440.5),(79 243106.88),
(1 21414.553),(2 64808.64),(3 109193.555),(4 145147.92),(5 166821.36),(6 179019.98),(7 185723.7),(8 190795.56),(9 194774.11),(10 199399.47),(11 205485.52),(12 214644.48),(13 222038.84),(14 227390.36),(15 228813.56),(16 227117.02),(17 225317.45),(18 224764.13),(19 225259.05),(20 226187.28),(21 230451.31),(22 232706.48),(23 234654.69),(24 236532.72),(25 239813.03),(26 243032.48),(27 244657.39),(28 244591.08),(29 243091.72),(30 240315.22),(31 238117.77),(32 238042.66),(33 243059.66),(34 245757.34),(35 245867.75),(36 243718.02),(37 238217.52),(38 232665.6),(39 229093.77),(40 230009.81),(41 232209.6),(42 234174.44),(43 235674.06),(44 236855.83),(45 237581.38),(46 236985.7),(47 237443.75),(48 239603.11),(49 240330.97),(50 240779.8),(51 241187.86),(52 240989.69),(53 239899.8),(54 237940.2),(55 234408.5),(56 234505.56),(57 238342.48),(58 242154.4),(59 244469.31),(60 244767.5),(61 242928.13),(62 238676.67),(63 234680.83),(64 231907.38),(65 230276.25),(66 229515.81),(67 230057.64),(68 229674.61),(69 229494.19),(70 228100.08),(71 225457.4),(72 224672.42),(73 225655.53),(74 228390.9),(75 232956.8),(76 235791.95),(77 238399.75),(78 237745.27),(79 236098),
(1 20797.768),(2 62148.65),(3 103859.266),(4 137819.64),(5 157970.88),(6 169685.6),(7 175816.84),(8 178299.38),(9 178684.33),(10 181296.84),(11 187409.72),(12 200293.38),(13 210873.28),(14 220654.6),(15 225305.6),(16 226456.67),(17 225259.77),(18 221451.84),(19 217084.94),(20 214003.56),(21 216080.97),(22 219389.61),(23 222467.33),(24 223652.4),(25 224443.8),(26 225276.45),(27 225307.75),(28 225730.4),(29 225629.72),(30 225142),(31 226248.64),(32 227013.95),(33 228960.58),(34 229266.63),(35 227057.31),(36 226032.58),(37 224159.28),(38 224494.38),(39 224455.03),(40 223716.6),(41 222885.16),(42 221458.3),(43 220289.89),(44 220374.02),(45 220742.4),(46 219743.17),(47 218274.16),(48 217885.06),(49 216759.13),(50 215935.23),(51 215243.66),(52 214602.67),(53 214010.1),(54 213989.08),(55 213831.31),(56 216797.5),(57 222667.02),(58 226397.72),(59 228168.44),(60 227915.63),(61 225290.05),(62 221547.27),(63 219686.34),(64 219589.75),(65 219901.4),(66 217898.55),(67 215930.38),(68 214963.08),(69 214700.63),(70 214725.6),(71 216453.7),(72 218578.89),(73 219876.84),(74 220405.81),(75 222893.94),(76 225570.33),(77 228582.58),(78 229805.11),(79 229475.6),
(1 20591.037),(2 60801.086),(3 100203.49),(4 131516.55),(5 148661.13),(6 158221.19),(7 163985.58),(8 167531.3),(9 171774.83),(10 178481.2),(11 185458.88),(12 196074.53),(13 202840.64),(14 208209.1),(15 210958.33),(16 212606.63),(17 214554.92),(18 216467.44),(19 216741.6),(20 218982.17),(21 219493.55),(22 219174.58),(23 218295.22),(24 217484.84),(25 217353.44),(26 217846.88),(27 218787.08),(28 220370.7),(29 221156.45),(30 221619.22),(31 222602.1),(32 219648.5),(33 216681.13),(34 215488.92),(35 214934.84),(36 215547.3),(37 216396.4),(38 217858.58),(39 216571.1),(40 214201.42),(41 212047.73),(42 211566.63),(43 212320.1),(44 212729.56),(45 212300.34),(46 210338.34),(47 208466.67),(48 207031.25),(49 207865.08),(50 207875.27),(51 207733.78),(52 205585.25),(53 203496.53),(54 203584.92),(55 207477.44),(56 213395.84),(57 218570.63),(58 221610.17),(59 222045.61),(60 221191.84),(61 219740.81),(62 216718.39),(63 214353.33),(64 213134.27),(65 211994.28),(66 210804.4),(67 209173.73),(68 209054.05),(69 211024.53),(70 213351.55),(71 215172.36),(72 215800.02),(73 215916.28),(74 215801.39),(75 214715.27),(76 214447.39),(77 214451.89),(78 214722.5),(79 214893.25),
(1 18447.654),(2 54143.793),(3 88898.59),(4 117854.336),(5 135538.17),(6 145747.36),(7 149097.03),(8 148613.25),(9 148618.23),(10 150964.66),(11 155859.8),(12 168939.1),(13 177864.63),(14 182957.34),(15 185373.17),(16 186390.7),(17 189088.55),(18 191601.6),(19 194340.88),(20 197832.39),(21 200459.02),(22 202330.48),(23 205415.66),(24 207418.28),(25 207509.95),(26 205460.98),(27 204079.17),(28 204248.34),(29 206058.44),(30 207562.84),(31 209580.83),(32 209163.9),(33 202847.52),(34 198737.45),(35 196525.67),(36 196348.39),(37 197405.28),(38 197908.1),(39 197964.38),(40 196316.17),(41 194375.45),(42 192644.44),(43 191487.7),(44 190459.34),(45 190170.72),(46 189624.84),(47 190686.39),(48 191720.27),(49 192153.63),(50 191350.05),(51 191421.38),(52 190721.48),(53 190580.83),(54 191112.66),(55 193878.9),(56 196171.48),(57 196218.4),(58 196331.6),(59 197138.13),(60 199186.16),(61 200897.38),(62 201489.8),(63 201127.06),(64 199142.45),(65 195531.22),(66 192724.63),(67 191953.56),(68 193219.7),(69 196124.95),(70 197458.9),(71 197003.88),(72 193614.8),(73 188785.27),(74 185771.16),(75 185779.28),(76 186873.05),(77 187248.02),(78 188530.83),(79 190690.05),
(1 18642.111),(2 53912.938),(3 87725.64),(4 114351.83),(5 129957.86),(6 139013.44),(7 143270.98),(8 145435.66),(9 148591.8),(10 153880.78),(11 159578.23),(12 167285.44),(13 171710.7),(14 176166.95),(15 181612.92),(16 186574.8),(17 190121.7),(18 191701.27),(19 193019.53),(20 194928.95),(21 196098.42),(22 195691.11),(23 195988.97),(24 196397.56),(25 197355.58),(26 198734.28),(27 200857.44),(28 205053.6),(29 207698.92),(30 207873.08),(31 204497.39),(32 201593.94),(33 199457.14),(34 198572.08),(35 198143.75),(36 197082.83),(37 196920.61),(38 195960.92),(39 195026.78),(40 192911.31),(41 190959.4),(42 189831.63),(43 189493.4),(44 190271.16),(45 192250.97),(46 193327.2),(47 194338.89),(48 195311.2),(49 194459.33),(50 193681.08),(51 193618.34),(52 195422.73),(53 196983.4),(54 196122.44),(55 194641.64),(56 193880.9),(57 192867.64),(58 190936.8),(59 189947.88),(60 190496.06),(61 190822.98),(62 191382.66),(63 191589.38),(64 190627.92),(65 189381.31),(66 187080.2),(67 185232.38),(68 184057.31),(69 182871.39),(70 180837.56),(71 179258.69),(72 177696.48),(73 176129.19),(74 176747.8),(75 180337.88),(76 180742.92),(77 179174.84),(78 177838.53),(79 176811.05),
(1 19064.97),(2 54808.293),(3 88874.85),(4 117578.445),(5 133228.13),(6 139316.84),(7 139763.53),(8 139655.11),(9 143291.16),(10 150481.94),(11 158730.36),(12 169293.39),(13 174635.13),(14 176441.34),(15 176493.28),(16 177803.95),(17 180524.23),(18 185061.13),(19 190348.83),(20 194588.75),(21 196411.34),(22 195745.66),(23 193587.28),(24 192505.9),(25 192392.73),(26 193298.13),(27 195596.81),(28 196979.53),(29 196548.28),(30 195619.77),(31 195119.64),(32 195168.08),(33 195138.95),(34 192945.16),(35 190173.39),(36 188480.13),(37 189167.28),(38 189501.86),(39 189277.94),(40 187393.9),(41 185342.67),(42 182409.55),(43 179595.02),(44 178813.61),(45 179514.39),(46 179831.63),(47 180380.42),(48 180054.39),(49 178647.61),(50 178363.8),(51 178673.55),(52 179710.22),(53 180638.6),(54 180252.34),(55 177758.42),(56 173673.63),(57 169849.05),(58 169737.86),(59 172487.1),(60 175789.98),(61 177645.2),(62 177217.98),(63 173508.55),(64 168897.86),(65 166033.66),(66 165619.27),(67 166077.17),(68 166662.69),(69 166584.52),(70 168150.28),(71 168974.95),(72 169543.61),(73 170710.61),(74 172088.23),(75 175204.22),(76 176064.72),(77 176272.95),(78 175520.2),(79 174746.83),
(1 19832.37),(2 57640.133),(3 94146.42),(4 121336.73),(5 132600.53),(6 134615.72),(7 131945.58),(8 129932.59),(9 134270.72),(10 145026.2),(11 158361.92),(12 170709.89),(13 174409.06),(14 174254.63),(15 172065.61),(16 172667.14),(17 177967.27),(18 187047.38),(19 196454.69),(20 203017.31),(21 204046.33),(22 202439.05),(23 200308.86),(24 198532.86),(25 196499.14),(26 196229.61),(27 197720.69),(28 199091.94),(29 197570),(30 195103.11),(31 193150.78),(32 190100.34),(33 189843.14),(34 190942.16),(35 190165.6),(36 188981.52),(37 187530.72),(38 187518.73),(39 189300.63),(40 188401.13),(41 187027.72),(42 185623.42),(43 186230),(44 187981.58),(45 188835.95),(46 187377.88),(47 185893.95),(48 184513.78),(49 182801.86),(50 182997.94),(51 183453.61),(52 183032.13),(53 182274.2),(54 180289.22),(55 173653.84),(56 169326.36),(57 167543.64),(58 168386.19),(59 171977.48),(60 175918.4),(61 178018.73),(62 177364.39),(63 175848.63),(64 174630.92),(65 174027.02),(66 173594.8),(67 175192.02),(68 175547.61),(69 173806.94),(70 171249.47),(71 171133.13),(72 173332.42),(73 176835.92),(74 180657.52),(75 181985.4),(76 182064.08),(77 183493.06),(78 184450.13),(79 184712.94),
(1 20110.82),(2 58095.137),(3 94588.93),(4 123189.21),(5 137088.55),(6 140229.19),(7 138103.78),(8 136108.52),(9 138213.48),(10 144031.44),(11 153062.13),(12 165648.19),(13 172101.45),(14 175432.42),(15 177722.7),(16 180685.73),(17 184737.45),(18 189265.05),(19 193464),(20 196623.81),(21 195885.64),(22 192901.72),(23 190763.81),(24 189757.5),(25 190332.25),(26 192143.3),(27 192972.22),(28 191763.61),(29 188193.13),(30 185645.58),(31 187155.98),(32 187468.75),(33 185363.73),(34 183667.6),(35 181408.69),(36 178696.89),(37 175094.64),(38 172279.67),(39 170283.6),(40 169228.31),(41 169056.78),(42 170055.39),(43 171970.42),(44 174395.33),(45 176920.05),(46 177665.03),(47 177214.34),(48 176431.92),(49 177930.06),(50 179002.06),(51 180326.63),(52 181032.16),(53 179869.86),(54 177914.58),(55 177818.88),(56 177749.98),(57 175925.22),(58 176371.95),(59 178329.61),(60 180690.19),(61 182199.88),(62 181019.03),(63 179359.31),(64 179906.95),(65 181946.34),(66 183702.28),(67 185139.19),(68 185061.98),(69 184911.23),(70 184059.67),(71 184860.61),(72 187395.52),(73 190663.1),(74 192122.39),(75 192130.9),(76 192275.19),(77 195098.02),(78 197666.75),(79 199680.36),
(1 20396.018),(2 58253.965),(3 93444.45),(4 117368.336),(5 127956.555),(6 130663.484),(7 130605.9),(8 134010.88),(9 141221.25),(10 150496.53),(11 158765.33),(12 168715.28),(13 173230),(14 175385.5),(15 177254.53),(16 180157.94),(17 184102.44),(18 187679.83),(19 190709.02),(20 191800.44),(21 195049.61),(22 194275.5),(23 192980.39),(24 191383.06),(25 190647.75),(26 190818.1),(27 191762.45),(28 191775.36),(29 190339.53),(30 188736.44),(31 186660.66),(32 185847.39),(33 184443.53),(34 182267.4),(35 180925.55),(36 180273.86),(37 179623.55),(38 179471.84),(39 176469.39),(40 172507.13),(41 170364.13),(42 169554.34),(43 170330.31),(44 172079.48),(45 175370.52),(46 177066.45),(47 176520.61),(48 175708.67),(49 174678.45),(50 173615.42),(51 172773.94),(52 171910.77),(53 171909.9),(54 172312.3),(55 173386.3),(56 174891.95),(57 174596.67),(58 174110.77),(59 173042.84),(60 172714.44),(61 172337.83),(62 172584.81),(63 173077.53),(64 172777.4),(65 171870.53),(66 169713.42),(67 168475.4),(68 167500.28),(69 166384.47),(70 166246.02),(71 167261.64),(72 168792.08),(73 170967.27),(74 173277.58),(75 175889.27),(76 176065.95),(77 176577.25),(78 177412.13),(79 179893.45),
(1 18866.135),(2 53481.598),(3 86815.695),(4 113518.99),(5 125958.04),(6 129538.5),(7 129051.64),(8 129694.85),(9 133737.16),(10 141345.28),(11 148953.33),(12 155783.89),(13 159468.53),(14 161081.38),(15 161976.78),(16 164550.36),(17 167440.92),(18 170287.72),(19 172268.27),(20 171691.61),(21 169707.36),(22 168751.36),(23 169503.53),(24 170316.52),(25 171477.3),(26 172975.08),(27 175658.02),(28 176005.25),(29 175192.52),(30 173798.22),(31 171053.17),(32 169737.22),(33 169349.17),(34 168696.63),(35 168684.47),(36 169938.97),(37 171249.97),(38 171496.2),(39 170196.34),(40 167494.89),(41 165012.78),(42 163587.33),(43 163354.94),(44 164400.16),(45 166144.7),(46 167052.97),(47 168540.16),(48 169763.1),(49 168392.81),(50 167082.19),(51 165435.22),(52 164912.17),(53 164349.73),(54 164177.47),(55 161118.94),(56 160483.36),(57 158303.13),(58 157381.77),(59 156857.95),(60 156588.56),(61 157719.08),(62 160044.3),(63 163376.75),(64 166790.42),(65 168640.84),(66 164869.94),(67 160382.72),(68 156274.03),(69 155472.3),(70 156706.94),(71 159955.97),(72 164066.08),(73 166792.3),(74 168290.08),(75 170160.58),(76 169462.13),(77 167840.72),(78 166333.34),(79 166868.03),
(1 18522.672),(2 52092.77),(3 83317.03),(4 108832.24),(5 121191.69),(6 125609.78),(7 126018.68),(8 127625.64),(9 133033.39),(10 139856.13),(11 144799.02),(12 147527.44),(13 149593.77),(14 152421.97),(15 156296.92),(16 159682.75),(17 161660.53),(18 163766.64),(19 166036.25),(20 167056.84),(21 166553.14),(22 166911.77),(23 168991.7),(24 172363.9),(25 175325.9),(26 176757.94),(27 176838.56),(28 175071.3),(29 173130.2),(30 172162.33),(31 172343.86),(32 172295.05),(33 172617.98),(34 172419.75),(35 170475.34),(36 168039.7),(37 165675.08),(38 163323.16),(39 161453.7),(40 159013.78),(41 158125.7),(42 157658.28),(43 158730.31),(44 160775.9),(45 162430.78),(46 163235.67),(47 163536.88),(48 163323.13),(49 161637.02),(50 159862.23),(51 158081.13),(52 156147.08),(53 155843.92),(54 155865.92),(55 153758.9),(56 152742.52),(57 152280.77),(58 152543.1),(59 153724.33),(60 155473.39),(61 156322.08),(62 156850.52),(63 157813.14),(64 158436.73),(65 157861.58),(66 155613.6),(67 154214.17),(68 153672.72),(69 153615.75),(70 154442.03),(71 155697.4),(72 157769.25),(73 159427.97),(74 161281.58),(75 165089.13),(76 167603.45),(77 169741.47),(78 170522.45),(79 169978.78),
(1 18962.725),(2 54035.945),(3 84546.56),(4 106155.555),(5 115562.73),(6 118640.7),(7 118960.63),(8 120856.75),(9 126898.516),(10 134531.73),(11 140078.31),(12 141594.02),(13 142548.28),(14 143004.77),(15 144335.9),(16 147543.86),(17 150877.75),(18 153154.39),(19 154311.77),(20 155390.42),(21 157554.02),(22 159792),(23 162763.97),(24 164349.94),(25 166145.83),(26 168160.61),(27 169622.75),(28 169747.94),(29 169980.69),(30 169452.1),(31 169729.11),(32 169578.36),(33 167503.88),(34 164925.5),(35 161521.67),(36 158307.88),(37 155959.92),(38 153357.58),(39 150810.06),(40 149358.88),(41 149693.83),(42 150808.55),(43 152400.1),(44 153395.47),(45 154658.23),(46 155137.22),(47 155457.8),(48 154649.92),(49 152867.39),(50 151828.98),(51 149850.16),(52 148290.55),(53 148999.3),(54 150928.61),(55 153255.45),(56 155138.84),(57 156418.73),(58 156812.81),(59 157047.42),(60 158031.14),(61 159486.23),(62 161816.06),(63 163242.36),(64 163155.03),(65 161340.75),(66 159348.16),(67 157870.36),(68 158467.47),(69 159239.5),(70 159077.9),(71 158819.1),(72 159190.77),(73 159400.95),(74 160393.17),(75 164309.58),(76 166351.77),(77 168246.95),(78 168383.53),(79 166977.94),
(1 18440.844),(2 51286.05),(3 80568.516),(4 100868.28),(5 109733.89),(6 112250.664),(7 113279.15),(8 116243.62),(9 121855.63),(10 128092.21),(11 133487.55),(12 139367.69),(13 142016.23),(14 144595.19),(15 146534.97),(16 148799.06),(17 151462.13),(18 154059.05),(19 156747.55),(20 157924.42),(21 159393.56),(22 160712.36),(23 162598.13),(24 164096.73),(25 164633.92),(26 164530.92),(27 164277.08),(28 163259.58),(29 162389.52),(30 162142.7),(31 160178.72),(32 157682.73),(33 156607.67),(34 156608.2),(35 157342.78),(36 159309.78),(37 159063.72),(38 157374.98),(39 155764.77),(40 155347.72),(41 156389.33),(42 157473.47),(43 157448.44),(44 156593.88),(45 155702.19),(46 153830.56),(47 152342.13),(48 151157.89),(49 150359.08),(50 149915.48),(51 149528.08),(52 150322.39),(53 152497.5),(54 155518.13),(55 156844.39),(56 156202.11),(57 153645.88),(58 151591.08),(59 151584.97),(60 153660.14),(61 156500.94),(62 158617.4),(63 158228.39),(64 155801.5),(65 153177.45),(66 153617.8),(67 155188.61),(68 158684.23),(69 160665.86),(70 161044.61),(71 159714.86),(72 158197.92),(73 156621.86),(74 156376.25),(75 157032.78),(76 156778.02),(77 158694.67),(78 159670.73),(79 160295.4),
