1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 590.9501),(2 784.61),(3 916.9589),(4 1011.99915),(5 1071.9792),(6 1129.369),(7 1150.3739),(8 1192.3783),(9 1217.8309),(10 1258.6803),(11 1282.5642),(12 1322.3276),(13 1370.4137),(14 1397.8793),(15 1425.0876),(16 1436.2655),(17 1422.8846),(18 1441.0374),(19 1428.5743),(20 1437.5896),(21 1446.3907),(22 1457.7777),(23 1441.1523),(24 1430.6117),(25 1446.2922),(26 1430.6094),(27 1451.6523),(28 1467.7601),(29 1457.7983),(30 1436.2867),(31 1431.8798),(32 1409.2203),(33 1391.6918),(34 1397.6445),(35 1405.7429),(36 1417.7646),(37 1397.569),(38 1406.1503),(39 1406.7266),(40 1412.7618),(41 1413.8552),(42 1402.8903),(43 1436.6573),(44 1458.088),(45 1478.0565),(46 1484.534),(47 1495.6643),(48 1521.5605),(49 1540.5768),(50 1551.7675),(51 1586.5391),(52 1588.6866),(53 1605.6558),(54 1623.1171),(55 1630.5916),(56 1635.6821),(57 1621.5737),(58 1650.2368),(59 1632.1163),(60 1617.1643),(61 1636.4279),(62 1653.6627),(63 1648.5173),(64 1643.8242),(65 1640.0131),(66 1640.7584),(67 1629.027),(68 1608.6926),(69 1588.22),(70 1584.3727),(71 1582.3131),(72 1586.4635),(73 1620.3179),(74 1631.0684),(75 1663.2676),(76 1708.3713),(77 1708.2079),(78 1742.1343),(79 1768.0603),
(1 592.2849),(2 777.6127),(3 920.49774),(4 1018.77985),(5 1082.5358),(6 1145.2043),(7 1188.0447),(8 1221.32),(9 1243.7815),(10 1265.3062),(11 1291.1326),(12 1334.0569),(13 1391.7467),(14 1438.8395),(15 1466.4673),(16 1459.7172),(17 1452.1343),(18 1449.2327),(19 1441.1292),(20 1427.3906),(21 1439.5369),(22 1442.1632),(23 1456.6516),(24 1450.645),(25 1457.2345),(26 1454.6943),(27 1458.7917),(28 1479.613),(29 1474.8623),(30 1447.4067),(31 1432.0703),(32 1413.4421),(33 1408.5868),(34 1409.9819),(35 1415.8436),(36 1423.2418),(37 1419.1522),(38 1426.2325),(39 1418.314),(40 1430.1265),(41 1443.9707),(42 1443.3973),(43 1476.7736),(44 1481.6804),(45 1495.5442),(46 1493.7794),(47 1515.456),(48 1543.4877),(49 1544.316),(50 1570.7435),(51 1596.4092),(52 1614.3381),(53 1615.5011),(54 1623.4398),(55 1637.1273),(56 1640.4746),(57 1619.1521),(58 1641.153),(59 1627.1759),(60 1624.4404),(61 1639.771),(62 1652.527),(63 1652.7554),(64 1669.0665),(65 1657.6492),(66 1660.3026),(67 1652.0917),(68 1641.1075),(69 1627.0792),(70 1626.3616),(71 1613.9053),(72 1613.7767),(73 1658.859),(74 1660.999),(75 1686.6757),(76 1722.1619),(77 1741.4016),(78 1779.871),(79 1805.6033),
(1 582.7852),(2 771.68445),(3 905.1556),(4 1013.248),(5 1074.6918),(6 1118.177),(7 1163.2627),(8 1191.9603),(9 1209.1105),(10 1229.9092),(11 1256.281),(12 1291.421),(13 1360.3092),(14 1401.9695),(15 1408.2429),(16 1391.2928),(17 1383.0526),(18 1377.6632),(19 1372.4056),(20 1378.1902),(21 1386.6284),(22 1384.7866),(23 1384.4098),(24 1385.6293),(25 1389.8811),(26 1378.9264),(27 1385.3743),(28 1415.7244),(29 1417.3871),(30 1397.8264),(31 1389.6674),(32 1387.1285),(33 1383.2346),(34 1382.8422),(35 1399.6733),(36 1412.6023),(37 1427.3492),(38 1423.5682),(39 1417.5537),(40 1431.2356),(41 1445.3331),(42 1464.9177),(43 1498.0017),(44 1515.0223),(45 1517.7521),(46 1525.9304),(47 1541.455),(48 1552.7245),(49 1556.243),(50 1573.5804),(51 1601.6321),(52 1633.2803),(53 1628.545),(54 1627.8833),(55 1626.1154),(56 1612.1509),(57 1600.5002),(58 1626.5621),(59 1605.53),(60 1600.143),(61 1598.1484),(62 1600.5555),(63 1600.6952),(64 1607.6589),(65 1586.5724),(66 1583.5746),(67 1565.572),(68 1569.3275),(69 1557.9087),(70 1562.8971),(71 1556.2349),(72 1552.7291),(73 1601.1349),(74 1607.6338),(75 1642.526),(76 1665.225),(77 1690.7068),(78 1729.4935),(79 1763.6482),
(1 582.72266),(2 772.0767),(3 901.83826),(4 1005.35547),(5 1068.5928),(6 1118.3275),(7 1152.5022),(8 1174.5557),(9 1187.976),(10 1200.5668),(11 1222.7312),(12 1256.2755),(13 1331.9016),(14 1351.8618),(15 1371.3416),(16 1366.6274),(17 1359.095),(18 1351.5546),(19 1349.6268),(20 1345.4342),(21 1354.89),(22 1354.3608),(23 1367.6654),(24 1358.4103),(25 1354.3931),(26 1344.7573),(27 1354.7395),(28 1356.436),(29 1353.8915),(30 1344.7919),(31 1324.6515),(32 1317.3823),(33 1329.2761),(34 1344.1399),(35 1351.1997),(36 1372.57),(37 1379.4231),(38 1353.0957),(39 1350.5875),(40 1350.7184),(41 1358.5382),(42 1395.1598),(43 1439.1742),(44 1453.6652),(45 1469.753),(46 1469.1133),(47 1484.9307),(48 1501.4928),(49 1511.0977),(50 1518.7238),(51 1538.6039),(52 1563.7075),(53 1567.9337),(54 1579.8445),(55 1578.2449),(56 1568.455),(57 1554.2576),(58 1579.0961),(59 1550.0094),(60 1554.6399),(61 1557.2896),(62 1562.6726),(63 1571.059),(64 1581.1179),(65 1566.2677),(66 1566.4327),(67 1556.8326),(68 1579.6227),(69 1552.862),(70 1542.5164),(71 1545.2644),(72 1532.7168),(73 1564.4899),(74 1569.1167),(75 1608.3851),(76 1621.0905),(77 1636.7458),(78 1688.1328),(79 1707.8479),
(1 572.4821),(2 773.99506),(3 901.33514),(4 1004.6502),(5 1075.4236),(6 1125.9902),(7 1160.9535),(8 1179.7129),(9 1192.3506),(10 1203.3733),(11 1218.5011),(12 1253.3838),(13 1328.1068),(14 1354.2485),(15 1382.3533),(16 1368.8384),(17 1353.3184),(18 1365.2672),(19 1369.3572),(20 1352.7125),(21 1350.6317),(22 1348.7125),(23 1361.7418),(24 1355.1733),(25 1365.6847),(26 1362.2008),(27 1374.1873),(28 1380.0522),(29 1363.0094),(30 1360.2665),(31 1344.7662),(32 1342.5142),(33 1344.4977),(34 1348.9993),(35 1349.9263),(36 1351.3611),(37 1357.4573),(38 1348.9126),(39 1346.5059),(40 1354.1288),(41 1373.87),(42 1389.149),(43 1424.1235),(44 1448.6881),(45 1460.3232),(46 1481.4164),(47 1503.1211),(48 1503.944),(49 1509.575),(50 1500.6213),(51 1520.5328),(52 1541.0305),(53 1537.2876),(54 1551.4443),(55 1546.8503),(56 1565.9182),(57 1564.8077),(58 1583.5844),(59 1558.8188),(60 1551.3427),(61 1539.4215),(62 1533.5543),(63 1521.3854),(64 1538.2366),(65 1522.6063),(66 1522.6206),(67 1517.1016),(68 1511.2268),(69 1507.9148),(70 1490.9003),(71 1496.379),(72 1489.3466),(73 1515.6367),(74 1527.3103),(75 1558.1068),(76 1569.1398),(77 1597.1293),(78 1634.4211),(79 1657.9979),
(1 551.23724),(2 734.22784),(3 866.62146),(4 959.36365),(5 1016.5048),(6 1071.4912),(7 1114.713),(8 1142.3679),(9 1161.3494),(10 1177.0225),(11 1197.0582),(12 1221.2906),(13 1274.5159),(14 1295.3423),(15 1322.6134),(16 1316.5032),(17 1318.0159),(18 1327.43),(19 1342.0405),(20 1342.1006),(21 1340.024),(22 1337.056),(23 1344.233),(24 1337.4746),(25 1339.1522),(26 1328.2761),(27 1335.5243),(28 1337.3729),(29 1329.7753),(30 1322.553),(31 1310.459),(32 1310.11),(33 1304.5836),(34 1320.8134),(35 1330.0942),(36 1337.875),(37 1351.8756),(38 1337.2035),(39 1328.4752),(40 1339.5009),(41 1353.4358),(42 1380.6779),(43 1411.8915),(44 1442.3384),(45 1454.0111),(46 1479.9119),(47 1491.3617),(48 1502.0707),(49 1499.937),(50 1499.5331),(51 1522.2815),(52 1537.9426),(53 1546.9122),(54 1548.363),(55 1557.9376),(56 1571.0172),(57 1567.8777),(58 1576.4199),(59 1550.9939),(60 1544.2626),(61 1536.1372),(62 1536.2606),(63 1533.1208),(64 1537.7805),(65 1534.948),(66 1539.1477),(67 1534.4547),(68 1526.9225),(69 1517.8312),(70 1500.1482),(71 1487.2523),(72 1489.9138),(73 1520.8558),(74 1523.195),(75 1557.777),(76 1580.352),(77 1583.6151),(78 1609.125),(79 1640.2578),
(1 539.6395),(2 720.4286),(3 854.4163),(4 943.10736),(5 999.911),(6 1058.3063),(7 1088.562),(8 1127.9467),(9 1131.2542),(10 1141.3716),(11 1173.7067),(12 1206.1439),(13 1265.3956),(14 1276.9747),(15 1296.1848),(16 1297.7968),(17 1285.9314),(18 1282.1854),(19 1295.4552),(20 1295.2958),(21 1301.1487),(22 1318.6179),(23 1323.7079),(24 1322.7957),(25 1316.4448),(26 1310.1276),(27 1305.1929),(28 1317.0608),(29 1308.4662),(30 1284.7246),(31 1280.3789),(32 1278.2704),(33 1278.3134),(34 1284.7878),(35 1288.5736),(36 1299.7095),(37 1290.8175),(38 1292.373),(39 1292.5271),(40 1292.5476),(41 1299.5768),(42 1313.8484),(43 1343.4063),(44 1364.3802),(45 1382.1195),(46 1400.8539),(47 1413.3816),(48 1422.489),(49 1419.9042),(50 1426.4424),(51 1448.7083),(52 1470.3048),(53 1476.1576),(54 1474.2229),(55 1477.6586),(56 1467.6433),(57 1460.1145),(58 1471.9918),(59 1459.3411),(60 1448.071),(61 1451.8711),(62 1451.1179),(63 1464.101),(64 1459.9431),(65 1446.5035),(66 1435.3685),(67 1425.4639),(68 1420.7148),(69 1415.2538),(70 1403.5348),(71 1401.5957),(72 1415.476),(73 1433.4503),(74 1451.5443),(75 1476.3811),(76 1502.4694),(77 1508.1147),(78 1534.816),(79 1558.4388),
(1 523.45996),(2 698.85297),(3 829.9681),(4 925.4295),(5 986.8943),(6 1025.2096),(7 1065.358),(8 1091.7991),(9 1107.9628),(10 1126.3756),(11 1134.2915),(12 1159.2539),(13 1244.3385),(14 1265.0889),(15 1293.7886),(16 1286.6465),(17 1285.4454),(18 1291.1277),(19 1281.2166),(20 1290.4116),(21 1277.9291),(22 1304.4052),(23 1297.7054),(24 1298.0002),(25 1295.5433),(26 1290.8639),(27 1291.5272),(28 1304.8203),(29 1304.8798),(30 1285.6094),(31 1270.7959),(32 1251.8262),(33 1248.5074),(34 1242.4714),(35 1248.8074),(36 1251.5413),(37 1255.0334),(38 1268.9235),(39 1274.6552),(40 1274.0793),(41 1287.9862),(42 1299.053),(43 1327.1677),(44 1341.5605),(45 1363.0431),(46 1383.487),(47 1397.591),(48 1415.5667),(49 1423.2275),(50 1435.0754),(51 1472.5941),(52 1473.9188),(53 1477.6893),(54 1474.6724),(55 1477.5609),(56 1474.6293),(57 1464.8057),(58 1464.7388),(59 1441.6324),(60 1438.0077),(61 1432.8551),(62 1436.781),(63 1442.9235),(64 1433.3019),(65 1417.7032),(66 1402.3354),(67 1393.3479),(68 1384.7386),(69 1369.722),(70 1361.8866),(71 1367.7832),(72 1364.7449),(73 1390.8767),(74 1396.9222),(75 1419.3883),(76 1437.7786),(77 1436.8701),(78 1460.0386),(79 1478.4777),
(1 534.0615),(2 700.9364),(3 829.3509),(4 900.3129),(5 971.4441),(6 1013.3557),(7 1057.9467),(8 1085.059),(9 1113.5424),(10 1122.3364),(11 1136.3822),(12 1159.3047),(13 1238.1138),(14 1255.3911),(15 1283.0078),(16 1277.8606),(17 1293.798),(18 1297.7324),(19 1280.0339),(20 1276.9258),(21 1271.2598),(22 1286.7117),(23 1300.5242),(24 1292.4548),(25 1287.8829),(26 1291.0405),(27 1305.565),(28 1302.637),(29 1303.3663),(30 1285.0696),(31 1266.1279),(32 1261.7549),(33 1259.1558),(34 1246.8087),(35 1252.0065),(36 1260.4958),(37 1266.5703),(38 1267.6229),(39 1264.8491),(40 1253.4194),(41 1274.2451),(42 1288.4128),(43 1323.6921),(44 1334.7665),(45 1354.4464),(46 1378.55),(47 1392.9785),(48 1413.9508),(49 1411.7981),(50 1421.5045),(51 1447.0449),(52 1459.4296),(53 1462.8191),(54 1463.4774),(55 1461.4653),(56 1477.69),(57 1454.3148),(58 1464.0311),(59 1435.366),(60 1421.0682),(61 1432.9071),(62 1434.0947),(63 1427.832),(64 1434.1338),(65 1418.443),(66 1416.9327),(67 1407.0021),(68 1411.8549),(69 1391.4608),(70 1382.1024),(71 1380.6746),(72 1383.0309),(73 1427.9043),(74 1431.6816),(75 1453.3567),(76 1472.539),(77 1483.7577),(78 1519.7291),(79 1535.4703),
(1 516.8539),(2 669.8932),(3 784.531),(4 877.4099),(5 937.89026),(6 985.0984),(7 1032.7969),(8 1055.6096),(9 1071.0354),(10 1088.3268),(11 1100.2129),(12 1124.4741),(13 1177.7946),(14 1203.8268),(15 1221.0254),(16 1221.6174),(17 1226.2274),(18 1228.1068),(19 1222.3933),(20 1224.7828),(21 1224.6962),(22 1237.895),(23 1260.0966),(24 1253.4762),(25 1246.1193),(26 1256.5413),(27 1258.8967),(28 1262.0114),(29 1245.2402),(30 1229.857),(31 1208.1555),(32 1201.5452),(33 1189.8064),(34 1193.13),(35 1205.4703),(36 1221.3076),(37 1224.8622),(38 1229.6694),(39 1228.3738),(40 1226.0839),(41 1231.5396),(42 1238.8702),(43 1267.8846),(44 1293.2609),(45 1305.6621),(46 1318.0054),(47 1333.7797),(48 1364.9817),(49 1373.8572),(50 1374.4386),(51 1398.4309),(52 1412.4408),(53 1418.4524),(54 1421.1929),(55 1410.6998),(56 1410.8821),(57 1399.0397),(58 1409.6426),(59 1390.4596),(60 1379.5402),(61 1381.8346),(62 1387.9291),(63 1376.1619),(64 1385.2693),(65 1364.4341),(66 1363.6122),(67 1368.1649),(68 1375.5494),(69 1352.8757),(70 1331.1718),(71 1339.0325),(72 1339.1299),(73 1365.5494),(74 1363.2511),(75 1381.1279),(76 1396.3677),(77 1413.0382),(78 1431.5386),(79 1456.8833),
(1 515.56805),(2 672.89545),(3 800.32635),(4 883.8012),(5 948.13934),(6 995.9719),(7 1028.8088),(8 1048.6835),(9 1049.6387),(10 1047.6254),(11 1063.8336),(12 1089.6364),(13 1156.5361),(14 1180.2001),(15 1206.6997),(16 1212.5388),(17 1224.8997),(18 1225.7391),(19 1209.1992),(20 1204.1221),(21 1198.9556),(22 1210.2792),(23 1230.1345),(24 1223.3229),(25 1233.1145),(26 1243.8457),(27 1242.1794),(28 1238.2859),(29 1228.4545),(30 1218.6735),(31 1215.1272),(32 1211.5449),(33 1210.438),(34 1212.1984),(35 1207.9177),(36 1225.9175),(37 1218.602),(38 1208.0602),(39 1207.0582),(40 1209.6576),(41 1218.38),(42 1225.628),(43 1263.864),(44 1279.851),(45 1284.8829),(46 1298.104),(47 1297.8044),(48 1320.3778),(49 1322.4374),(50 1323.2012),(51 1353.5669),(52 1377.2249),(53 1385.6062),(54 1388.8687),(55 1383.1252),(56 1380.7695),(57 1359.9495),(58 1382.3401),(59 1356.3713),(60 1350.897),(61 1350.7438),(62 1361.8088),(63 1370.5345),(64 1373.0564),(65 1356.8909),(66 1351.5538),(67 1349.3596),(68 1342.806),(69 1337.4813),(70 1319.173),(71 1329.7191),(72 1321.5088),(73 1357.9414),(74 1354.523),(75 1372.8552),(76 1383.9718),(77 1405.6492),(78 1416.0167),(79 1418.1664),
(1 512.0641),(2 667.367),(3 783.5441),(4 858.1535),(5 923.63464),(6 968.6193),(7 1008.9995),(8 1025.7106),(9 1033.5267),(10 1049.2422),(11 1064.0964),(12 1087.8075),(13 1136.8652),(14 1173.5101),(15 1194.7333),(16 1194.9641),(17 1209.0283),(18 1202.9231),(19 1193.6226),(20 1192.6025),(21 1191.4423),(22 1215.5966),(23 1216.6576),(24 1195.4312),(25 1201.1519),(26 1197.5465),(27 1189.8768),(28 1197.0042),(29 1197.4254),(30 1185.8737),(31 1164.9081),(32 1152.9121),(33 1146.7057),(34 1150.8187),(35 1159.3613),(36 1172.7008),(37 1165.0779),(38 1172.2748),(39 1171.8438),(40 1186.4883),(41 1201.386),(42 1210.3398),(43 1259.2635),(44 1274.2181),(45 1290.2383),(46 1314.8812),(47 1325.0897),(48 1344.2145),(49 1346.3832),(50 1353.654),(51 1355.9446),(52 1383.9153),(53 1385.0898),(54 1389.5936),(55 1394.5297),(56 1384.2921),(57 1362.8386),(58 1381.8766),(59 1363.5244),(60 1366.3989),(61 1365.1519),(62 1372.2961),(63 1381.3124),(64 1370.767),(65 1347.084),(66 1340.1937),(67 1340.2266),(68 1327.2266),(69 1325.1016),(70 1303.8523),(71 1306.4921),(72 1300.1483),(73 1333.1819),(74 1335.252),(75 1367.4445),(76 1372.7158),(77 1385.9312),(78 1415.5376),(79 1423.1857),
(1 504.81714),(2 653.853),(3 773.153),(4 856.0653),(5 923.8061),(6 966.06055),(7 1009.22815),(8 1042.9226),(9 1040.7913),(10 1036.4377),(11 1043.9912),(12 1065.0682),(13 1119.18),(14 1142.314),(15 1165.3627),(16 1178.1365),(17 1189.7056),(18 1195.8135),(19 1183.1436),(20 1167.6926),(21 1165.1932),(22 1169.2391),(23 1174.2484),(24 1164.7349),(25 1172.4059),(26 1177.4915),(27 1188.3134),(28 1189.3483),(29 1186.2173),(30 1177.3625),(31 1151.4739),(32 1139.2113),(33 1139.5219),(34 1145.4658),(35 1152.348),(36 1176.5297),(37 1163.6049),(38 1164.7836),(39 1163.8608),(40 1162.5873),(41 1173.8833),(42 1190.146),(43 1222.0535),(44 1234.4457),(45 1253.0698),(46 1268.4856),(47 1283.5259),(48 1304.4298),(49 1297.562),(50 1310.7372),(51 1321.1311),(52 1335.2916),(53 1341.2726),(54 1343.1392),(55 1355.8816),(56 1356.6979),(57 1353.0571),(58 1359.3884),(59 1334.4413),(60 1325.2427),(61 1325.2905),(62 1321.8953),(63 1323.828),(64 1322.4672),(65 1309.7479),(66 1305.4078),(67 1305.8549),(68 1286.1746),(69 1287.5623),(70 1274.6588),(71 1273.4734),(72 1284.2357),(73 1305.367),(74 1308.4398),(75 1347.0377),(76 1368.2646),(77 1373.996),(78 1387.6555),(79 1398.0621),
(1 499.3594),(2 649.59894),(3 756.0106),(4 841.7373),(5 899.5008),(6 937.7213),(7 986.6244),(8 1000.0771),(9 999.71094),(10 1010.8047),(11 1032.855),(12 1050.1943),(13 1091.1427),(14 1109.0527),(15 1143.3373),(16 1150.5807),(17 1164.5903),(18 1175.0402),(19 1161.0944),(20 1158.482),(21 1158.1958),(22 1147.314),(23 1156.1257),(24 1149.176),(25 1165.7009),(26 1173.4741),(27 1175.211),(28 1179.537),(29 1172.4514),(30 1159.559),(31 1139.4177),(32 1129.0609),(33 1124.473),(34 1128.013),(35 1123.7493),(36 1140.0865),(37 1140.788),(38 1132.108),(39 1135.9144),(40 1141.7744),(41 1153.7422),(42 1162.0238),(43 1211.5802),(44 1226.7418),(45 1240.8302),(46 1256.7417),(47 1279.9484),(48 1308.3331),(49 1302.9583),(50 1310.8018),(51 1327.9552),(52 1333.5571),(53 1340.3347),(54 1332.141),(55 1344.6676),(56 1356.081),(57 1346.1179),(58 1351.5565),(59 1327.6259),(60 1324.341),(61 1318.8396),(62 1317.5114),(63 1318.0688),(64 1324.2888),(65 1313.3639),(66 1313.8145),(67 1305.7155),(68 1301.0385),(69 1298.057),(70 1303.0139),(71 1288.049),(72 1286.9178),(73 1306.8252),(74 1322.4966),(75 1351.3073),(76 1359.6824),(77 1366.6804),(78 1389.0626),(79 1405.3123),
(1 492.0926),(2 636.68036),(3 755.0204),(4 822.54626),(5 886.6818),(6 932.19446),(7 973.5474),(8 991.0777),(9 994.1321),(10 1008.14667),(11 1020.6163),(12 1038.7601),(13 1098.4166),(14 1138.087),(15 1157.2454),(16 1166.7435),(17 1179.497),(18 1180.1267),(19 1171.7806),(20 1160.1312),(21 1154.5923),(22 1156.0316),(23 1148.0005),(24 1149.8259),(25 1143.9087),(26 1151.0822),(27 1143.9951),(28 1144.342),(29 1144.2162),(30 1129.0981),(31 1124.4985),(32 1114.5197),(33 1105.0416),(34 1118.6248),(35 1112.4493),(36 1117.6211),(37 1112.85),(38 1115.7101),(39 1121.6965),(40 1132.8561),(41 1149.9891),(42 1162.8447),(43 1203.3883),(44 1218.0234),(45 1233.0775),(46 1239.6068),(47 1256.9084),(48 1265.5101),(49 1266.3605),(50 1270.6478),(51 1296.7787),(52 1309.1575),(53 1307.4515),(54 1316.5297),(55 1327.0651),(56 1338.6099),(57 1333.6152),(58 1334.101),(59 1317.9639),(60 1310.7555),(61 1303.061),(62 1296.7576),(63 1291.1257),(64 1296.057),(65 1288.6284),(66 1274.9747),(67 1274.5437),(68 1267.8982),(69 1263.2932),(70 1257.4902),(71 1251.4679),(72 1259.0072),(73 1295.2549),(74 1309.0382),(75 1331.2343),(76 1351.2866),(77 1345.172),(78 1369.895),(79 1393.592),
(1 482.3908),(2 636.74725),(3 736.75775),(4 802.2811),(5 857.15186),(6 896.61743),(7 929.13007),(8 957.56616),(9 965.6975),(10 976.0018),(11 993.12604),(12 1012.2298),(13 1071.2196),(14 1089.1327),(15 1105.5104),(16 1110.4788),(17 1115.1766),(18 1118.2407),(19 1124.3032),(20 1118.3684),(21 1123.701),(22 1131.2317),(23 1127.2692),(24 1114.9177),(25 1103.8169),(26 1103.4879),(27 1108.8795),(28 1113.5642),(29 1110.5878),(30 1107.2961),(31 1087.5468),(32 1080.7588),(33 1071.0504),(34 1087.136),(35 1090.6163),(36 1101.7437),(37 1110.4476),(38 1105.7341),(39 1112.8381),(40 1125.5416),(41 1134.8881),(42 1151.6509),(43 1179.6991),(44 1189.8647),(45 1204.4178),(46 1200.5862),(47 1220.6196),(48 1223.1769),(49 1245.1959),(50 1256.3282),(51 1273.1432),(52 1277.662),(53 1260.7227),(54 1270.662),(55 1284.1384),(56 1290.2351),(57 1284.9835),(58 1292.6227),(59 1267.0326),(60 1269.8644),(61 1269.8569),(62 1273.2457),(63 1283.117),(64 1290.1418),(65 1272.43),(66 1263.7476),(67 1251.6603),(68 1261.3224),(69 1255.004),(70 1234.8839),(71 1235.8184),(72 1243.443),(73 1269.7712),(74 1275.6539),(75 1303.2714),(76 1327.9784),(77 1335.4292),(78 1363.1669),(79 1389.4493),
(1 480.32996),(2 621.1133),(3 727.1979),(4 800.828),(5 841.8346),(6 894.3248),(7 927.74506),(8 950.1439),(9 953.9156),(10 971.29626),(11 992.9295),(12 1019.70013),(13 1082.2687),(14 1092.2709),(15 1124.8269),(16 1122.8135),(17 1127.9545),(18 1134.3196),(19 1126.5886),(20 1122.3888),(21 1124.5231),(22 1114.4001),(23 1110.5669),(24 1108.8083),(25 1110.938),(26 1106.7413),(27 1115.1436),(28 1123.466),(29 1115.5101),(30 1104.0503),(31 1090.2584),(32 1090.245),(33 1084.6328),(34 1089.6288),(35 1092.7584),(36 1102.4585),(37 1115.2467),(38 1109.032),(39 1120.8635),(40 1119.8362),(41 1126.5293),(42 1135.6473),(43 1164.356),(44 1183.22),(45 1192.3601),(46 1194.821),(47 1204.2395),(48 1207.821),(49 1220.6224),(50 1224.5674),(51 1237.2535),(52 1235.9728),(53 1226.5763),(54 1225.7136),(55 1225.432),(56 1213.4962),(57 1208.4141),(58 1221.891),(59 1214.3687),(60 1211.5605),(61 1215.8828),(62 1220.544),(63 1227.4283),(64 1232.1636),(65 1218.9757),(66 1225.825),(67 1202.9113),(68 1206.4545),(69 1193.7917),(70 1187.2552),(71 1190.9827),(72 1204.2308),(73 1244.8082),(74 1248.8303),(75 1280.4414),(76 1292.2062),(77 1297.144),(78 1320.6561),(79 1328.8715),
