1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1178.3363),(2 1233.6984),(3 1313.5054),(4 1353.0665),(5 1366.9684),(6 1390.7213),(7 1414.0165),(8 1438.2046),(9 1479.8721),(10 1487.7966),(11 1495.6288),(12 1524.7185),(13 1551.1754),(14 1581.6005),(15 1607.2565),(16 1640.2644),(17 1654.8204),(18 1677.4415),(19 1718.7424),(20 1736.5353),(21 1762.2435),(22 1789.621),(23 1817.4619),(24 1832.6058),(25 1836.36),(26 1867.4963),(27 1902.9858),(28 1925.448),(29 1955.5858),(30 1983.8403),(31 1982.4126),(32 1995.1835),(33 2047.0082),(34 2032.4569),(35 2039.6216),(36 2042.8865),(37 2086.5532),(38 2083.3044),(39 2083.4202),(40 2059.666),(41 2073.312),(42 2084.0962),(43 2082.3867),(44 2064.4026),(45 2054.8926),(46 2055.6265),(47 2050.8098),(48 2046.9813),(49 2025.6887),(50 2031.4968),(51 2028.8162),(52 2002.9886),(53 2008.9553),(54 1988.4086),(55 1974.4352),(56 1980.8387),(57 1965.0447),(58 1937.7382),(59 1938.372),(60 1942.4236),(61 1938.4111),(62 1936.7886),(63 1937.6606),(64 1953.2404),(65 1915.06),(66 1916.0806),(67 1919.4642),(68 1884.5055),(69 1913.2062),(70 1902.6466),(71 1898.8816),(72 1902.4412),(73 1886.3411),(74 1915.9496),(75 1929.5522),(76 1930.1736),(77 1919.1879),(78 1923.2183),(79 1911.0887),
(1 1132.4098),(2 1202.4762),(3 1260.3015),(4 1313.5657),(5 1308.8618),(6 1353.3849),(7 1385.1478),(8 1421.7426),(9 1430.899),(10 1459.0015),(11 1457.9911),(12 1496.9655),(13 1510.7036),(14 1542.039),(15 1578.6881),(16 1598.1829),(17 1615.2996),(18 1639.1943),(19 1662.302),(20 1697.3923),(21 1713.2449),(22 1742.833),(23 1754.5431),(24 1775.5399),(25 1794.6239),(26 1812.0593),(27 1850.041),(28 1849.8453),(29 1854.18),(30 1899.2682),(31 1904.109),(32 1926.0895),(33 1969.8568),(34 1957.0055),(35 1973.2306),(36 1952.3126),(37 1994.345),(38 1975.8615),(39 1995.5115),(40 1959.538),(41 1984.7792),(42 1978.0366),(43 1970.2506),(44 1936.759),(45 1929.647),(46 1932.7269),(47 1929.7205),(48 1928.7067),(49 1921.1428),(50 1895.8315),(51 1906.2172),(52 1880.2377),(53 1875.0886),(54 1870.9648),(55 1865.2045),(56 1868.2678),(57 1875.6775),(58 1852.6526),(59 1840.445),(60 1854.3721),(61 1844.4814),(62 1855.4161),(63 1875.3475),(64 1854.822),(65 1875.0431),(66 1843.0491),(67 1859.3369),(68 1841.8181),(69 1874.3846),(70 1888.5675),(71 1882.3125),(72 1886.688),(73 1880.2804),(74 1882.0521),(75 1867.2744),(76 1896.8047),(77 1866.3934),(78 1882.0388),(79 1874.1392),
(1 1121.2421),(2 1192.4012),(3 1244.925),(4 1277.5322),(5 1291.4088),(6 1308.8292),(7 1346.0994),(8 1354.55),(9 1391.435),(10 1404.7611),(11 1431.9172),(12 1457.136),(13 1454.6226),(14 1469.2922),(15 1510.7268),(16 1509.067),(17 1561.7272),(18 1566.0471),(19 1583.9236),(20 1607.9177),(21 1617.8596),(22 1635.5436),(23 1651.0261),(24 1663.2874),(25 1695.6283),(26 1729.0625),(27 1752.7635),(28 1747.3335),(29 1752.4647),(30 1779.9167),(31 1809.7012),(32 1814.5375),(33 1856.6115),(34 1833.7443),(35 1840.37),(36 1835.1871),(37 1878.3771),(38 1856.1222),(39 1873.6455),(40 1872.6254),(41 1870.878),(42 1868.5403),(43 1892.4465),(44 1877.8784),(45 1888.797),(46 1855.3802),(47 1871.7975),(48 1871.4946),(49 1890.3499),(50 1864.7291),(51 1887.4672),(52 1850.1934),(53 1858.6066),(54 1846.453),(55 1874.3822),(56 1859.1885),(57 1848.8857),(58 1856.8698),(59 1826.7585),(60 1830.2262),(61 1811.9),(62 1813.1619),(63 1858.8635),(64 1795.1051),(65 1819.8633),(66 1819.6025),(67 1814.0757),(68 1796.3221),(69 1801.576),(70 1808.1736),(71 1816.1226),(72 1808.624),(73 1820.2524),(74 1840.4817),(75 1815.423),(76 1806.1423),(77 1815.4579),(78 1805.4302),(79 1804.7616),
(1 1087.5731),(2 1186.0062),(3 1237.664),(4 1252.5063),(5 1285.7451),(6 1313.0072),(7 1334.64),(8 1341.9258),(9 1361.0758),(10 1401.615),(11 1419.5632),(12 1421.5375),(13 1446.3154),(14 1464.5818),(15 1469.637),(16 1495.527),(17 1494.4028),(18 1517.8663),(19 1544.1953),(20 1557.4717),(21 1570.6024),(22 1597.1266),(23 1620.4144),(24 1638.6658),(25 1624.7081),(26 1662.1213),(27 1694.9955),(28 1725.4962),(29 1715.9629),(30 1726.6787),(31 1768.8766),(32 1763.1842),(33 1785.8859),(34 1784.3992),(35 1792.9169),(36 1791.8834),(37 1819.1504),(38 1812.1174),(39 1825.0237),(40 1825.0516),(41 1841.6512),(42 1815.0399),(43 1836.2676),(44 1823.8739),(45 1859.2283),(46 1809.4337),(47 1842.1569),(48 1842.9658),(49 1801.7874),(50 1820.5558),(51 1841.6342),(52 1816.2573),(53 1804.778),(54 1799.8883),(55 1804.547),(56 1798.2336),(57 1798.851),(58 1816.357),(59 1819.7059),(60 1794.1863),(61 1779.9371),(62 1804.7488),(63 1816.9022),(64 1810.6671),(65 1806.0768),(66 1814.0769),(67 1808.2456),(68 1804.04),(69 1813.574),(70 1818.2871),(71 1816.1018),(72 1797.7559),(73 1812.0775),(74 1834.0331),(75 1827.4799),(76 1810.1104),(77 1813.4501),(78 1808.7855),(79 1809.3076),
(1 1060.4141),(2 1162.5863),(3 1208.9932),(4 1229.5664),(5 1264.028),(6 1289.534),(7 1308.4717),(8 1316.0826),(9 1345.9164),(10 1371.0598),(11 1384.8872),(12 1391.3368),(13 1423.6818),(14 1450.9584),(15 1478.5739),(16 1498.594),(17 1504.0055),(18 1529.7638),(19 1543.0133),(20 1547.6742),(21 1587.9265),(22 1606.7917),(23 1632.2003),(24 1633.3364),(25 1643.2811),(26 1665.212),(27 1698.6296),(28 1703.7422),(29 1726.8927),(30 1738.7698),(31 1748.4711),(32 1766.0635),(33 1790.3944),(34 1784.8506),(35 1775.4879),(36 1780.1915),(37 1797.7327),(38 1779.7776),(39 1783.5922),(40 1805.3298),(41 1796.9623),(42 1800.7166),(43 1812.7539),(44 1805.6118),(45 1806.4349),(46 1831.1179),(47 1821.7734),(48 1817.4359),(49 1787.4441),(50 1810.1584),(51 1830.2495),(52 1793.7504),(53 1780.5276),(54 1788.8634),(55 1793.3191),(56 1771.4918),(57 1791.4869),(58 1808.6658),(59 1788.6075),(60 1790.8708),(61 1789.5753),(62 1781.3698),(63 1780.352),(64 1787.2859),(65 1764.9224),(66 1745.4147),(67 1764.6635),(68 1744.2312),(69 1765.9664),(70 1747.3989),(71 1743.2802),(72 1728.26),(73 1736.3867),(74 1720.5248),(75 1753.2201),(76 1722.646),(77 1709.7083),(78 1724.255),(79 1708.2684),
(1 1070.1744),(2 1146.19),(3 1195.6201),(4 1230.2648),(5 1245.6279),(6 1269.843),(7 1290.4598),(8 1313.8136),(9 1324.9836),(10 1329.5708),(11 1351.4813),(12 1366.1605),(13 1379.866),(14 1413.5703),(15 1436.2365),(16 1479.8768),(17 1478.1621),(18 1495.5942),(19 1498.0574),(20 1507.4255),(21 1522.8795),(22 1547.7344),(23 1578.8292),(24 1586.7056),(25 1601.3405),(26 1608.4724),(27 1631.2732),(28 1648.773),(29 1650.6763),(30 1674.4127),(31 1686.8236),(32 1702.1311),(33 1707.8322),(34 1711.8384),(35 1693.0293),(36 1682.0728),(37 1703.1449),(38 1703.4731),(39 1708.6079),(40 1717.6251),(41 1724.8287),(42 1749.0778),(43 1740.6102),(44 1751.2369),(45 1757.6006),(46 1771.2867),(47 1762.5443),(48 1767.765),(49 1736.3549),(50 1756.3971),(51 1761.4729),(52 1767.08),(53 1729.3716),(54 1751.9014),(55 1759.5049),(56 1749.8593),(57 1738.2319),(58 1763.0839),(59 1767.7885),(60 1769.2225),(61 1733.1617),(62 1742.7374),(63 1726.6008),(64 1731.2775),(65 1715.2769),(66 1721.324),(67 1741.2637),(68 1730.5061),(69 1714.4915),(70 1721.2697),(71 1723.1768),(72 1742.3158),(73 1710.1449),(74 1729.2664),(75 1748.2451),(76 1732.5096),(77 1733.0123),(78 1761.1068),(79 1724.2335),
(1 1031.8441),(2 1117.1055),(3 1170.0372),(4 1203.6597),(5 1225.9587),(6 1247.9713),(7 1288.7133),(8 1282.3672),(9 1302.4915),(10 1313.159),(11 1338.9196),(12 1351.2661),(13 1379.8109),(14 1411.5582),(15 1418.3102),(16 1453.2494),(17 1467.9506),(18 1483.4979),(19 1501.4274),(20 1518.1044),(21 1528.7626),(22 1559.6362),(23 1580.1624),(24 1587.4181),(25 1637.3065),(26 1662.7953),(27 1648.6573),(28 1686.2495),(29 1667.8474),(30 1678.5347),(31 1703.6674),(32 1720.4127),(33 1742.1229),(34 1746.8964),(35 1746.5948),(36 1751.256),(37 1750.9794),(38 1771.6793),(39 1779.3534),(40 1794.7938),(41 1796.2737),(42 1786.347),(43 1797.6621),(44 1802.696),(45 1809.5468),(46 1804.122),(47 1791.5745),(48 1798.9539),(49 1786.8174),(50 1784.7236),(51 1790.821),(52 1776.5625),(53 1758.3083),(54 1741.0619),(55 1763.8186),(56 1774.4653),(57 1754.6627),(58 1756.4166),(59 1745.5408),(60 1745.1499),(61 1742.062),(62 1725.1072),(63 1716.8223),(64 1703.7202),(65 1695.7),(66 1689.1992),(67 1699.2123),(68 1714.1761),(69 1676.1626),(70 1685.9445),(71 1679.939),(72 1698.5327),(73 1706.799),(74 1685.7345),(75 1701.1277),(76 1702.8428),(77 1714.6157),(78 1708.2329),(79 1691.8608),
(1 1003.94275),(2 1085.2621),(3 1144.5708),(4 1180.9077),(5 1192.1125),(6 1217.9111),(7 1250.937),(8 1258.0724),(9 1295.8799),(10 1304.3983),(11 1315.0509),(12 1304.8198),(13 1348.5513),(14 1368.2338),(15 1383.1544),(16 1397.7941),(17 1409.829),(18 1425.5829),(19 1430.3346),(20 1446.9441),(21 1467.3579),(22 1496.1714),(23 1497.3148),(24 1509.4816),(25 1557.4736),(26 1568.6161),(27 1573.9729),(28 1598.1799),(29 1633.2767),(30 1622.2749),(31 1619.4237),(32 1636.7853),(33 1655.8555),(34 1659.6005),(35 1663.7738),(36 1684.3923),(37 1675.0104),(38 1687.7648),(39 1710.8461),(40 1700.775),(41 1722.2156),(42 1700.7334),(43 1725.7167),(44 1692.4098),(45 1712.7811),(46 1738.6671),(47 1719.15),(48 1693.9065),(49 1721.6306),(50 1710.177),(51 1704.5383),(52 1705.4724),(53 1711.9773),(54 1705.7969),(55 1708.1843),(56 1698.8656),(57 1696.2145),(58 1696.9275),(59 1706.4448),(60 1714.4849),(61 1699.8878),(62 1710.2186),(63 1711.2695),(64 1704.7405),(65 1683.9413),(66 1693.1268),(67 1688.4082),(68 1678.7986),(69 1661.551),(70 1662.4304),(71 1660.2251),(72 1661.073),(73 1661.9443),(74 1682.3451),(75 1659.5023),(76 1645.4248),(77 1662.3248),(78 1685.9647),(79 1662.8286),
(1 996.80884),(2 1075.73),(3 1131.1902),(4 1179.7585),(5 1175.2006),(6 1226.9469),(7 1246.7969),(8 1255.9346),(9 1301.8795),(10 1314.9008),(11 1317.4714),(12 1318.1185),(13 1351.1669),(14 1379.6595),(15 1391.2526),(16 1410.4335),(17 1416.0411),(18 1419.9712),(19 1440.0702),(20 1452.4723),(21 1479.3398),(22 1501.0459),(23 1522.3125),(24 1542.8218),(25 1558.9197),(26 1572.5323),(27 1606.4933),(28 1619.408),(29 1638.4355),(30 1636.9291),(31 1640.6665),(32 1662.0507),(33 1677.4994),(34 1693.432),(35 1686.9669),(36 1699.4431),(37 1695.1011),(38 1704.6495),(39 1725.027),(40 1724.8818),(41 1724.8682),(42 1720.8584),(43 1758.3757),(44 1746.5896),(45 1758.6384),(46 1757.308),(47 1755.5294),(48 1754.8165),(49 1749.2985),(50 1733.0497),(51 1759.4432),(52 1756.3572),(53 1756.9388),(54 1732.8448),(55 1731.5488),(56 1733.3057),(57 1731.1207),(58 1733.832),(59 1716.2147),(60 1726.7568),(61 1704.7233),(62 1734.1766),(63 1716.086),(64 1708.878),(65 1694.9907),(66 1694.9872),(67 1699.211),(68 1685.439),(69 1681.079),(70 1683.4856),(71 1671.2443),(72 1667.2191),(73 1674.3064),(74 1678.123),(75 1688.1597),(76 1670.1301),(77 1681.0093),(78 1680.3358),(79 1654.1339),
(1 974.75275),(2 1074.1688),(3 1129.785),(4 1144.7024),(5 1165.4993),(6 1181.3344),(7 1210.8925),(8 1216.6228),(9 1253.735),(10 1258.2579),(11 1275.4474),(12 1282.7545),(13 1310.6862),(14 1327.6874),(15 1348.4786),(16 1356.2936),(17 1369.6577),(18 1401.4178),(19 1423.0099),(20 1415.5032),(21 1437.21),(22 1462.1793),(23 1468.3143),(24 1467.2898),(25 1478.7427),(26 1486.3499),(27 1520.1644),(28 1533.0691),(29 1572.9232),(30 1563.6356),(31 1564.4387),(32 1595.2218),(33 1594.3699),(34 1602.6327),(35 1615.4465),(36 1614.0934),(37 1609.3387),(38 1624.0513),(39 1641.1686),(40 1648.5833),(41 1642.5978),(42 1640.4039),(43 1652.4685),(44 1674.9309),(45 1682.9923),(46 1682.1885),(47 1679.5916),(48 1669.422),(49 1673.1439),(50 1681.6257),(51 1684.3036),(52 1689.3446),(53 1686.2898),(54 1676.1018),(55 1669.9695),(56 1659.1523),(57 1644.618),(58 1659.448),(59 1650.0057),(60 1631.2196),(61 1611.7948),(62 1665.485),(63 1641.3203),(64 1649.6582),(65 1632.6053),(66 1619.1495),(67 1612.0051),(68 1622.2778),(69 1614.168),(70 1606.7357),(71 1578.3561),(72 1586.1847),(73 1578.5131),(74 1578.5774),(75 1601.7383),(76 1611.9863),(77 1617.3994),(78 1608.4708),(79 1610.7764),
(1 971.47217),(2 1062.0157),(3 1124.3563),(4 1149.7959),(5 1139.4995),(6 1176.8972),(7 1197.2726),(8 1225.003),(9 1239.4785),(10 1248.0834),(11 1288.469),(12 1291.517),(13 1331.949),(14 1342.18),(15 1371.6741),(16 1376.4846),(17 1377.4808),(18 1408.7585),(19 1426.5256),(20 1413.3691),(21 1451.7013),(22 1462.7465),(23 1484.2257),(24 1504.2438),(25 1510.2203),(26 1519.9022),(27 1561.0916),(28 1569.8398),(29 1575.3455),(30 1581.4049),(31 1597.1038),(32 1638.3077),(33 1618.1921),(34 1617.0125),(35 1650.5857),(36 1635.7177),(37 1661.5125),(38 1659.8916),(39 1676.5621),(40 1683.5762),(41 1676.3851),(42 1691.6102),(43 1694.1489),(44 1700.3805),(45 1706.1099),(46 1725.5188),(47 1723.6797),(48 1697.2887),(49 1679.4005),(50 1706.8104),(51 1700.8374),(52 1706.398),(53 1709.9186),(54 1700.5695),(55 1693.2955),(56 1684.5973),(57 1699.1334),(58 1692.9108),(59 1690.8226),(60 1690.8846),(61 1677.6993),(62 1689.2646),(63 1675.4847),(64 1664.9819),(65 1647.5546),(66 1655.8535),(67 1631.4755),(68 1632.929),(69 1635.6482),(70 1631.7551),(71 1612.3966),(72 1625.3949),(73 1630.8524),(74 1621.5269),(75 1644.8042),(76 1634.7512),(77 1646.9364),(78 1647.4004),(79 1638.2235),
(1 964.2173),(2 1051.8164),(3 1116.5073),(4 1131.8999),(5 1140.309),(6 1161.1536),(7 1188.0078),(8 1213.9491),(9 1219.5222),(10 1244.9769),(11 1272.6725),(12 1292.5563),(13 1327.9607),(14 1346.6084),(15 1364.6011),(16 1355.3478),(17 1363.7417),(18 1389.869),(19 1408.9757),(20 1397.0731),(21 1444.1011),(22 1457.1221),(23 1480.4785),(24 1491.6256),(25 1502.2108),(26 1525.6057),(27 1544.4335),(28 1566.814),(29 1573.4653),(30 1592.025),(31 1595.1482),(32 1613.4148),(33 1625.9502),(34 1621.9808),(35 1655.6029),(36 1631.3103),(37 1664.594),(38 1653.2432),(39 1658.9115),(40 1634.3081),(41 1661.7241),(42 1671.6627),(43 1674.7732),(44 1680.2787),(45 1667.4487),(46 1670.2449),(47 1684.4639),(48 1690.4867),(49 1667.4476),(50 1671.7472),(51 1669.7848),(52 1677.8309),(53 1670.7463),(54 1661.5117),(55 1663.8754),(56 1666.8662),(57 1658.3674),(58 1648.3185),(59 1634.553),(60 1646.7037),(61 1630.0868),(62 1640.2139),(63 1613.8456),(64 1629.1554),(65 1612.8494),(66 1630.9044),(67 1608.7606),(68 1608.3688),(69 1601.202),(70 1587.9153),(71 1596.7418),(72 1592.0044),(73 1601.8485),(74 1591.4515),(75 1595.6875),(76 1585.9293),(77 1588.928),(78 1580.1428),(79 1584.7162),
(1 932.5032),(2 1019.8474),(3 1081.4374),(4 1090.7509),(5 1112.6027),(6 1127.0482),(7 1149.0244),(8 1167.4557),(9 1180.1158),(10 1219.8271),(11 1233.044),(12 1240.2612),(13 1277.9757),(14 1293.2233),(15 1320.1158),(16 1317.407),(17 1343.5587),(18 1356.0387),(19 1368.1282),(20 1373.3131),(21 1406.4772),(22 1423.7245),(23 1438.9991),(24 1457.4344),(25 1464.6794),(26 1484.6946),(27 1512.1327),(28 1510.1443),(29 1518.7285),(30 1549.937),(31 1548.927),(32 1570.9828),(33 1571.2264),(34 1589.8789),(35 1576.2567),(36 1588.4752),(37 1584.262),(38 1607.8829),(39 1601.696),(40 1584.122),(41 1608.0729),(42 1605.3744),(43 1614.1292),(44 1617.1946),(45 1631.2571),(46 1627.7076),(47 1619.341),(48 1634.4331),(49 1656.9623),(50 1648.9629),(51 1631.8579),(52 1625.0529),(53 1646.5184),(54 1615.6616),(55 1625.6636),(56 1633.5826),(57 1635.514),(58 1614.006),(59 1601.8943),(60 1602.9119),(61 1612.437),(62 1606.897),(63 1605.575),(64 1598.0511),(65 1577.1746),(66 1595.7129),(67 1579.4865),(68 1575.261),(69 1569.1791),(70 1548.062),(71 1563.6903),(72 1554.0192),(73 1570.6605),(74 1578.5033),(75 1570.1559),(76 1580.5515),(77 1563.3618),(78 1574.7689),(79 1569.879),
(1 930.2163),(2 1026.7898),(3 1072.6815),(4 1107.7303),(5 1140.1753),(6 1146.5084),(7 1158.4752),(8 1192.9211),(9 1202.6743),(10 1225.3302),(11 1248.7778),(12 1240.8889),(13 1274.6312),(14 1301.1632),(15 1304.0269),(16 1335.2526),(17 1337.9382),(18 1349.9877),(19 1368.3846),(20 1375.1123),(21 1395.4164),(22 1406.1229),(23 1432.9403),(24 1438.1283),(25 1438.5553),(26 1461.4545),(27 1468.5988),(28 1480.8219),(29 1517.3359),(30 1519.028),(31 1514.2289),(32 1528.814),(33 1563.2926),(34 1565.6863),(35 1528.5094),(36 1547.1523),(37 1544.9918),(38 1563.5059),(39 1561.6093),(40 1577.2396),(41 1556.4125),(42 1573.599),(43 1606.0925),(44 1590.0914),(45 1602.3195),(46 1588.1863),(47 1582.7626),(48 1595.1558),(49 1600.6482),(50 1602.2073),(51 1587.7263),(52 1585.8267),(53 1587.703),(54 1579.4451),(55 1579.2557),(56 1590.3484),(57 1599.7789),(58 1575.1105),(59 1579.3114),(60 1556.8009),(61 1564.5869),(62 1589.6886),(63 1577.2871),(64 1574.1467),(65 1567.3047),(66 1557.1864),(67 1556.9929),(68 1557.742),(69 1559.7032),(70 1568.5519),(71 1573.2297),(72 1559.9675),(73 1563.5492),(74 1558.3136),(75 1567.7141),(76 1559.9668),(77 1580.5757),(78 1563.1697),(79 1577.3448),
(1 930.94415),(2 1010.98694),(3 1089.5338),(4 1110.3301),(5 1116.9639),(6 1151.4532),(7 1155.2372),(8 1184.1743),(9 1193.3733),(10 1216.555),(11 1234.818),(12 1252.8794),(13 1268.0151),(14 1292.4924),(15 1305.2113),(16 1335.5884),(17 1337.4866),(18 1355.0177),(19 1382.6863),(20 1377.1523),(21 1403.0531),(22 1416.3927),(23 1444.4191),(24 1455.2845),(25 1448.1757),(26 1461.9231),(27 1485.9263),(28 1494.134),(29 1535.2303),(30 1529.485),(31 1523.5122),(32 1544.9254),(33 1568.428),(34 1554.0529),(35 1549.0444),(36 1573.8322),(37 1582.2445),(38 1572.5692),(39 1612.4684),(40 1606.6492),(41 1601.0154),(42 1601.2828),(43 1634.2987),(44 1619.2455),(45 1625.8853),(46 1624.1738),(47 1626.4816),(48 1625.8029),(49 1633.8738),(50 1639.4205),(51 1631.9354),(52 1627.19),(53 1605.7979),(54 1602.1123),(55 1618.6333),(56 1617.1677),(57 1630.3142),(58 1605.4406),(59 1609.7461),(60 1582.3411),(61 1581.7006),(62 1581.6193),(63 1585.5898),(64 1584.3079),(65 1564.6599),(66 1556.6193),(67 1563.5068),(68 1544.9597),(69 1543.235),(70 1544.0834),(71 1546.2961),(72 1550.7079),(73 1538.6932),(74 1538.0057),(75 1547.0847),(76 1549.1464),(77 1560.8685),(78 1556.456),(79 1550.3013),
(1 907.77704),(2 995.4827),(3 1069.5155),(4 1075.189),(5 1095.0348),(6 1122.1976),(7 1147.5381),(8 1152.9948),(9 1167.2668),(10 1193.3154),(11 1216.074),(12 1222.9502),(13 1260.1053),(14 1267.825),(15 1296.8843),(16 1318.9888),(17 1329.783),(18 1337.4268),(19 1358.9635),(20 1369.1025),(21 1401.7009),(22 1398.3434),(23 1407.3265),(24 1417.2281),(25 1426.796),(26 1436.9908),(27 1456.7555),(28 1474.3176),(29 1479.7499),(30 1494.4436),(31 1480.2802),(32 1486.0985),(33 1506.9823),(34 1516.8607),(35 1511.4937),(36 1525.3942),(37 1529.3676),(38 1525.2877),(39 1542.2017),(40 1551.0105),(41 1560.9312),(42 1536.1322),(43 1551.1206),(44 1563.2755),(45 1575.5334),(46 1595.5215),(47 1606.0286),(48 1596.0017),(49 1582.388),(50 1581.4498),(51 1596.9727),(52 1598.0477),(53 1584.564),(54 1575.689),(55 1568.6917),(56 1555.951),(57 1573.6031),(58 1547.8794),(59 1542.9127),(60 1540.4703),(61 1529.6184),(62 1527.2013),(63 1533.4689),(64 1522.8885),(65 1508.4373),(66 1507.5625),(67 1500.336),(68 1503.334),(69 1506.8893),(70 1512.7437),(71 1507.0421),(72 1510.5865),(73 1506.3715),(74 1511.606),(75 1534.0448),(76 1507.8293),(77 1520.8411),(78 1525.3412),(79 1510.2661),
(1 890.1715),(2 995.8475),(3 1053.6042),(4 1083.3778),(5 1079.3812),(6 1104.5767),(7 1116.1241),(8 1131.4805),(9 1141.4557),(10 1174.0581),(11 1210.3827),(12 1215.0562),(13 1231.2501),(14 1245.6383),(15 1266.73),(16 1292.4463),(17 1297.2839),(18 1309.5111),(19 1339.3727),(20 1362.5276),(21 1361.3612),(22 1364.5912),(23 1389.844),(24 1408.3036),(25 1410.2346),(26 1433.5693),(27 1435.3519),(28 1446.7871),(29 1470.6819),(30 1469.4835),(31 1477.6462),(32 1492.959),(33 1483.7595),(34 1507.5302),(35 1509.6549),(36 1525.6936),(37 1530.5083),(38 1544.3573),(39 1544.0836),(40 1548.3206),(41 1554.6752),(42 1552.1285),(43 1553.9696),(44 1547.3202),(45 1570.7157),(46 1566.4307),(47 1570.7205),(48 1563.9427),(49 1559.768),(50 1560.7306),(51 1567.7524),(52 1552.6241),(53 1563.4827),(54 1557.7356),(55 1556.1813),(56 1553.8707),(57 1554.8042),(58 1553.6775),(59 1560.2612),(60 1549.6093),(61 1543.2698),(62 1545.8976),(63 1541.3889),(64 1523.4785),(65 1518.5271),(66 1523.1256),(67 1513.9039),(68 1506.7444),(69 1504.1401),(70 1509.7001),(71 1493.2201),(72 1497.277),(73 1497.1381),(74 1500.4305),(75 1498.845),(76 1504.3607),(77 1475.0608),(78 1486.1461),(79 1492.2279),
