1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 308.45004),(2 403.3503),(3 451.75217),(4 468.5283),(5 486.5015),(6 503.88556),(7 513.55536),(8 518.06055),(9 526.71826),(10 531.9062),(11 536.3275),(12 535.8272),(13 546.3904),(14 536.7595),(15 543.4319),(16 538.54346),(17 543.2101),(18 538.45135),(19 544.62415),(20 540.25305),(21 547.6816),(22 547.258),(23 549.34424),(24 538.89294),(25 546.3018),(26 546.40424),(27 542.46313),(28 549.4259),(29 553.38794),(30 558.4986),(31 553.85724),(32 563.7193),(33 561.0662),(34 566.47504),(35 559.3935),(36 555.88367),(37 551.4303),(38 549.7875),(39 551.70996),(40 547.96063),(41 547.751),(42 546.8203),(43 549.9175),(44 557.2641),(45 556.49945),(46 559.8509),(47 556.8613),(48 556.0593),(49 544.9422),(50 546.3675),(51 552.3603),(52 547.34375),(53 550.4641),(54 555.957),(55 555.7819),(56 559.3761),(57 565.0775),(58 559.2178),(59 564.43695),(60 562.95886),(61 569.1639),(62 565.26385),(63 566.20935),(64 559.60767),(65 560.58105),(66 557.1262),(67 560.3445),(68 558.52405),(69 565.0626),(70 560.18274),(71 574.5999),(72 568.2824),(73 567.0525),(74 566.2996),(75 570.5345),(76 573.73285),(77 569.4871),(78 577.4838),(79 575.9973),
(1 306.62253),(2 394.7389),(3 441.28552),(4 461.03076),(5 479.68896),(6 495.80432),(7 504.79324),(8 512.5924),(9 512.13116),(10 518.114),(11 518.28784),(12 515.47064),(13 527.065),(14 524.2444),(15 533.9604),(16 532.0858),(17 532.7188),(18 525.97144),(19 521.9362),(20 524.467),(21 526.9481),(22 528.3439),(23 527.55035),(24 518.9234),(25 522.1011),(26 518.7073),(27 521.847),(28 538.16345),(29 532.17926),(30 529.8647),(31 537.87177),(32 540.88184),(33 538.37634),(34 547.6418),(35 540.8658),(36 536.72784),(37 531.19684),(38 536.2836),(39 538.59863),(40 533.3679),(41 529.07916),(42 540.3269),(43 545.4312),(44 550.5507),(45 545.7364),(46 556.5061),(47 551.1695),(48 550.5984),(49 543.5206),(50 545.27496),(51 560.02435),(52 548.7117),(53 553.42426),(54 553.2372),(55 550.1887),(56 545.89575),(57 549.571),(58 551.0736),(59 556.3813),(60 546.4885),(61 552.1888),(62 552.7071),(63 559.4649),(64 549.9223),(65 551.9186),(66 549.7995),(67 549.2514),(68 547.0152),(69 552.621),(70 549.7017),(71 560.61237),(72 553.8811),(73 555.8472),(74 556.1295),(75 558.6182),(76 551.6679),(77 559.1361),(78 566.0606),(79 557.3596),
(1 303.63248),(2 388.8346),(3 430.32568),(4 445.8264),(5 468.78067),(6 486.08417),(7 493.35703),(8 497.63428),(9 507.83328),(10 508.74033),(11 510.1979),(12 515.9685),(13 519.0429),(14 517.7197),(15 519.9467),(16 511.75052),(17 525.30853),(18 517.2698),(19 517.38873),(20 517.4558),(21 528.1253),(22 528.00354),(23 522.05975),(24 513.0439),(25 524.7822),(26 528.77045),(27 526.2824),(28 533.54877),(29 532.84064),(30 531.40015),(31 535.5764),(32 531.66187),(33 527.4162),(34 534.94934),(35 534.6661),(36 534.6201),(37 526.3743),(38 532.5212),(39 525.4995),(40 529.73834),(41 520.6672),(42 528.63007),(43 527.46234),(44 533.96277),(45 532.79095),(46 540.2635),(47 537.0098),(48 529.3936),(49 533.2912),(50 528.50226),(51 531.8611),(52 531.71545),(53 533.40924),(54 530.8182),(55 530.0957),(56 527.3601),(57 526.9183),(58 530.8924),(59 526.669),(60 525.3998),(61 529.08527),(62 530.62756),(63 540.7412),(64 542.0221),(65 543.79535),(66 536.75696),(67 548.70013),(68 545.2286),(69 548.5471),(70 546.7242),(71 550.3323),(72 539.2248),(73 538.2032),(74 540.26886),(75 539.09973),(76 539.3901),(77 549.03485),(78 549.57135),(79 551.4863),
(1 292.35324),(2 377.49857),(3 421.16208),(4 442.38455),(5 464.72455),(6 474.31342),(7 481.36713),(8 487.68085),(9 496.8499),(10 499.89297),(11 505.3948),(12 505.93143),(13 506.06018),(14 507.31915),(15 514.1935),(16 507.81775),(17 519.1294),(18 515.1046),(19 515.5782),(20 520.5343),(21 523.31104),(22 522.1196),(23 525.0193),(24 511.32233),(25 519.0006),(26 525.7665),(27 527.2113),(28 538.8253),(29 535.11163),(30 539.58136),(31 535.2059),(32 531.0503),(33 539.7752),(34 540.03015),(35 537.6437),(36 538.32117),(37 540.3317),(38 547.6242),(39 544.66956),(40 550.1241),(41 543.0264),(42 551.0769),(43 548.7384),(44 552.56964),(45 556.8712),(46 559.12714),(47 550.206),(48 538.1077),(49 537.60187),(50 535.8563),(51 547.36615),(52 538.4585),(53 537.55176),(54 536.50824),(55 536.66003),(56 533.6431),(57 536.00244),(58 533.72235),(59 527.32916),(60 520.56366),(61 525.01575),(62 528.2032),(63 535.8375),(64 528.74475),(65 536.8712),(66 539.41034),(67 542.376),(68 538.8237),(69 542.9375),(70 543.45795),(71 548.37225),(72 545.05365),(73 543.6038),(74 546.16583),(75 549.23895),(76 548.8807),(77 555.5116),(78 564.49603),(79 554.8582),
(1 288.14154),(2 380.21127),(3 414.08548),(4 437.42813),(5 460.0383),(6 469.97314),(7 477.54782),(8 483.6779),(9 489.35004),(10 489.49896),(11 496.50763),(12 496.1213),(13 499.90613),(14 503.72516),(15 508.7494),(16 495.38107),(17 500.17145),(18 497.556),(19 500.02014),(20 499.3175),(21 500.1548),(22 502.7008),(23 504.91083),(24 492.8066),(25 502.61407),(26 508.27173),(27 513.44604),(28 515.5272),(29 513.89136),(30 513.66943),(31 515.12006),(32 523.4682),(33 519.8171),(34 524.374),(35 521.1703),(36 522.2529),(37 522.1801),(38 522.35077),(39 518.0778),(40 518.1425),(41 519.6629),(42 523.81055),(43 518.9365),(44 527.22644),(45 525.1618),(46 530.5793),(47 527.57324),(48 530.4684),(49 523.2971),(50 521.3818),(51 532.196),(52 520.9355),(53 527.2539),(54 527.79504),(55 522.2915),(56 518.71533),(57 519.5331),(58 519.1194),(59 516.6122),(60 513.0959),(61 512.1343),(62 513.5492),(63 516.80896),(64 515.1699),(65 517.34326),(66 508.20023),(67 517.4867),(68 518.52594),(69 524.37976),(70 527.0465),(71 533.49927),(72 521.8974),(73 526.12),(74 523.4665),(75 519.0397),(76 524.58124),(77 530.31696),(78 531.32367),(79 531.11035),
(1 283.52582),(2 366.50388),(3 404.64767),(4 431.95667),(5 445.5283),(6 455.82434),(7 462.40244),(8 468.66946),(9 470.95398),(10 483.56055),(11 482.2335),(12 485.5038),(13 485.05823),(14 483.4302),(15 491.1837),(16 493.53485),(17 493.30087),(18 492.00546),(19 499.3286),(20 493.8945),(21 492.8006),(22 487.67615),(23 488.69394),(24 485.81308),(25 494.59393),(26 495.6459),(27 495.50684),(28 503.48163),(29 507.19153),(30 507.11252),(31 507.41415),(32 509.5715),(33 506.51096),(34 510.8627),(35 508.7075),(36 509.93573),(37 513.4803),(38 518.9336),(39 513.59515),(40 510.3839),(41 504.7919),(42 511.65198),(43 512.3295),(44 516.69086),(45 509.16144),(46 520.6598),(47 514.3139),(48 522.6957),(49 519.06323),(50 512.95807),(51 519.4286),(52 519.6318),(53 526.15814),(54 518.98737),(55 514.19293),(56 509.43262),(57 510.36377),(58 509.7926),(59 515.6905),(60 510.3543),(61 512.93616),(62 513.1013),(63 523.04596),(64 517.8997),(65 522.33),(66 522.7133),(67 529.7479),(68 529.0687),(69 525.51044),(70 523.8655),(71 534.65985),(72 531.3246),(73 531.92535),(74 534.3887),(75 532.4029),(76 539.2104),(77 537.6076),(78 541.21246),(79 539.04266),
(1 283.94345),(2 368.87674),(3 409.75565),(4 423.85233),(5 446.87866),(6 460.9893),(7 470.1651),(8 482.74637),(9 482.67004),(10 486.4776),(11 491.7033),(12 491.9758),(13 497.29333),(14 494.35214),(15 496.63547),(16 494.68768),(17 499.3609),(18 494.6341),(19 497.37064),(20 495.3249),(21 494.01642),(22 492.25848),(23 490.3557),(24 479.45123),(25 491.49014),(26 491.7878),(27 488.6559),(28 492.36636),(29 489.7625),(30 491.89932),(31 500.6609),(32 499.90558),(33 501.31442),(34 508.73083),(35 500.8384),(36 506.1609),(37 505.0033),(38 502.2499),(39 506.13318),(40 503.9261),(41 499.4632),(42 503.41702),(43 498.58014),(44 508.45544),(45 505.8971),(46 513.52954),(47 504.96674),(48 509.85043),(49 509.57703),(50 507.87552),(51 509.79886),(52 511.76025),(53 511.7209),(54 516.01105),(55 511.4079),(56 511.92477),(57 514.0634),(58 509.0276),(59 504.11362),(60 494.74747),(61 502.95728),(62 495.1397),(63 506.08597),(64 497.45895),(65 496.15814),(66 502.45053),(67 511.3827),(68 514.4648),(69 510.61905),(70 511.73325),(71 520.3163),(72 517.6479),(73 516.0687),(74 517.71686),(75 518.715),(76 526.00464),(77 523.5801),(78 531.55664),(79 532.0898),
(1 271.86816),(2 344.97256),(3 386.07422),(4 402.942),(5 426.75708),(6 429.98776),(7 440.01416),(8 451.7111),(9 461.71426),(10 457.20184),(11 467.29913),(12 468.30386),(13 477.6739),(14 472.70053),(15 478.53482),(16 472.68597),(17 477.32974),(18 481.47714),(19 481.21967),(20 483.47882),(21 492.48474),(22 483.93103),(23 484.7438),(24 477.00684),(25 483.8512),(26 485.8157),(27 482.65692),(28 490.6719),(29 481.96536),(30 488.8834),(31 483.7274),(32 494.50375),(33 491.7292),(34 506.8942),(35 499.96606),(36 498.18533),(37 493.25076),(38 499.80634),(39 493.14728),(40 490.8145),(41 488.355),(42 493.1713),(43 497.75162),(44 505.09525),(45 501.68225),(46 501.01303),(47 501.0213),(48 500.59055),(49 493.54556),(50 491.05194),(51 496.0821),(52 489.07532),(53 496.26404),(54 501.57437),(55 500.4817),(56 492.39154),(57 496.00665),(58 495.04807),(59 494.12988),(60 494.62158),(61 497.0367),(62 491.55383),(63 505.81326),(64 500.05563),(65 496.76022),(66 499.75876),(67 507.6043),(68 500.45917),(69 500.13254),(70 494.71295),(71 505.93442),(72 494.88962),(73 498.06805),(74 495.30063),(75 492.86548),(76 496.96548),(77 493.99982),(78 501.50952),(79 499.9746),
(1 267.19003),(2 340.6909),(3 385.66687),(4 398.87863),(5 415.5096),(6 431.7351),(7 440.1765),(8 446.54755),(9 451.3678),(10 455.83295),(11 456.85553),(12 463.30444),(13 466.70786),(14 469.32608),(15 470.23193),(16 467.27878),(17 476.7785),(18 466.16153),(19 470.0873),(20 469.4227),(21 472.6068),(22 462.0866),(23 463.7012),(24 453.83093),(25 457.77765),(26 461.56284),(27 460.9174),(28 471.8308),(29 467.39178),(30 476.30008),(31 475.07053),(32 486.84088),(33 478.28885),(34 483.13123),(35 486.29144),(36 479.64297),(37 478.754),(38 484.34067),(39 484.002),(40 485.20377),(41 482.2683),(42 479.8258),(43 488.02844),(44 494.46204),(45 488.13205),(46 491.24988),(47 485.53027),(48 493.14105),(49 488.0961),(50 487.17328),(51 484.85538),(52 481.05167),(53 480.68378),(54 481.96793),(55 478.21887),(56 479.80444),(57 482.2974),(58 485.42596),(59 482.85117),(60 477.04034),(61 485.63193),(62 484.755),(63 494.96475),(64 485.0916),(65 490.18417),(66 487.02686),(67 482.09656),(68 483.84866),(69 485.97165),(70 484.15518),(71 488.52957),(72 489.87198),(73 488.0727),(74 491.75128),(75 487.01114),(76 484.99637),(77 484.04486),(78 489.2719),(79 492.41943),
(1 262.54254),(2 331.29593),(3 373.40094),(4 393.17618),(5 409.8668),(6 423.8977),(7 436.5309),(8 440.7457),(9 445.17493),(10 444.1353),(11 446.82635),(12 445.70444),(13 456.54834),(14 457.6882),(15 459.59018),(16 453.6676),(17 462.08472),(18 458.7135),(19 457.21246),(20 458.84644),(21 463.8682),(22 458.65176),(23 453.9207),(24 453.2006),(25 454.88007),(26 452.79388),(27 458.6354),(28 461.92493),(29 461.7396),(30 467.71085),(31 465.24487),(32 471.20438),(33 468.66342),(34 471.92435),(35 474.00385),(36 467.37976),(37 464.72012),(38 470.46783),(39 470.02057),(40 467.26147),(41 471.59882),(42 467.4106),(43 476.21097),(44 478.00015),(45 475.04514),(46 481.84915),(47 477.91605),(48 471.99396),(49 469.17365),(50 467.50598),(51 470.71594),(52 468.11438),(53 469.1862),(54 466.7302),(55 472.1141),(56 467.24454),(57 469.96194),(58 467.70212),(59 467.31982),(60 464.1684),(61 470.59818),(62 471.34714),(63 483.12006),(64 480.80667),(65 476.89673),(66 479.80774),(67 475.73657),(68 473.46283),(69 479.38208),(70 476.68845),(71 477.51248),(72 475.11307),(73 477.2473),(74 483.61838),(75 479.5941),(76 479.06467),(77 481.37787),(78 486.61737),(79 482.74847),
(1 260.7294),(2 335.05753),(3 372.48843),(4 387.42554),(5 403.81903),(6 418.97742),(7 425.3808),(8 434.70465),(9 439.27457),(10 439.55768),(11 446.40634),(12 446.08044),(13 453.4174),(14 453.37357),(15 456.52853),(16 453.41315),(17 452.83582),(18 448.1739),(19 455.74634),(20 455.1842),(21 459.0234),(22 458.3543),(23 453.82224),(24 451.71393),(25 455.24164),(26 454.50797),(27 452.5496),(28 457.6637),(29 451.8054),(30 459.364),(31 463.1075),(32 464.2193),(33 464.22604),(34 473.19208),(35 465.42236),(36 463.02475),(37 456.74786),(38 464.71207),(39 463.4745),(40 461.7371),(41 461.388),(42 464.82166),(43 461.49783),(44 465.87125),(45 463.11526),(46 468.18054),(47 463.94666),(48 461.1809),(49 457.38644),(50 459.4869),(51 461.21002),(52 454.00818),(53 463.52765),(54 461.0634),(55 463.71692),(56 459.46912),(57 458.25934),(58 463.3726),(59 462.21533),(60 460.52164),(61 467.2541),(62 462.79626),(63 469.1782),(64 467.09552),(65 468.1127),(66 471.4521),(67 472.7441),(68 475.4641),(69 469.96408),(70 471.37875),(71 473.8595),(72 467.6977),(73 471.95285),(74 474.1993),(75 480.8615),(76 479.23468),(77 479.22076),(78 484.21906),(79 480.2983),
(1 259.84964),(2 330.4704),(3 374.29047),(4 389.27225),(5 405.8499),(6 415.51843),(7 428.33923),(8 426.44916),(9 437.20346),(10 436.32715),(11 443.31583),(12 440.86084),(13 447.4791),(14 447.63535),(15 455.87314),(16 447.3239),(17 453.18875),(18 451.01236),(19 452.62628),(20 459.3604),(21 459.56616),(22 454.01154),(23 446.00095),(24 439.70218),(25 446.43533),(26 446.00262),(27 440.07028),(28 446.52545),(29 445.2819),(30 455.37555),(31 451.14374),(32 456.84973),(33 460.0489),(34 466.32443),(35 460.3001),(36 456.65402),(37 456.36145),(38 456.7088),(39 457.00165),(40 455.71814),(41 450.15384),(42 454.38556),(43 465.4874),(44 467.97766),(45 464.5019),(46 470.82007),(47 463.1812),(48 466.68066),(49 465.63834),(50 467.63287),(51 468.101),(52 462.21405),(53 470.89584),(54 467.54968),(55 463.56628),(56 460.35916),(57 460.62802),(58 458.61987),(59 457.92807),(60 459.26425),(61 461.91537),(62 455.36966),(63 469.12534),(64 461.70804),(65 462.99738),(66 461.47046),(67 463.48648),(68 465.60422),(69 462.43045),(70 461.99625),(71 467.99863),(72 460.84195),(73 461.55002),(74 464.2807),(75 460.29993),(76 464.13074),(77 462.18658),(78 467.48785),(79 459.78668),
(1 250.64647),(2 318.131),(3 354.90198),(4 370.4369),(5 382.79218),(6 398.465),(7 404.92282),(8 407.85742),(9 417.84747),(10 421.98642),(11 424.06714),(12 423.41483),(13 436.07767),(14 430.8998),(15 430.26587),(16 431.37598),(17 429.16235),(18 424.80844),(19 426.26703),(20 429.33377),(21 436.22488),(22 430.0226),(23 434.19894),(24 426.85254),(25 435.06332),(26 436.43396),(27 433.1434),(28 439.3342),(29 435.60785),(30 439.75897),(31 438.20322),(32 445.47937),(33 440.95438),(34 446.6726),(35 450.4717),(36 440.95645),(37 438.761),(38 449.92188),(39 442.65915),(40 444.83914),(41 444.73846),(42 447.71243),(43 445.57495),(44 446.91083),(45 449.45944),(46 453.70953),(47 452.09897),(48 452.13602),(49 448.0555),(50 443.86774),(51 446.3429),(52 442.8931),(53 441.69983),(54 440.19937),(55 443.7932),(56 442.32202),(57 438.83047),(58 434.25232),(59 439.99634),(60 441.86707),(61 444.19458),(62 448.2925),(63 449.68118),(64 442.49573),(65 446.4846),(66 443.96167),(67 442.93747),(68 447.67538),(69 449.82654),(70 450.61743),(71 456.50922),(72 452.62555),(73 454.30658),(74 457.51648),(75 455.63916),(76 456.24188),(77 458.37305),(78 462.49078),(79 465.697),
(1 250.08665),(2 323.79608),(3 361.87933),(4 375.94656),(5 400.1955),(6 407.5188),(7 417.33658),(8 418.68393),(9 422.70447),(10 426.45065),(11 429.82526),(12 432.15878),(13 434.64307),(14 434.85065),(15 442.127),(16 440.03735),(17 442.53476),(18 440.30997),(19 440.342),(20 443.5534),(21 442.20126),(22 440.88617),(23 439.69778),(24 430.5502),(25 432.406),(26 432.28812),(27 433.4479),(28 439.00717),(29 439.61005),(30 441.23816),(31 443.766),(32 446.40536),(33 448.08475),(34 447.46698),(35 448.2099),(36 446.14694),(37 441.0184),(38 442.96634),(39 441.10016),(40 445.04718),(41 442.90994),(42 443.6752),(43 447.0521),(44 450.1875),(45 451.96512),(46 453.47137),(47 450.12387),(48 452.82516),(49 450.4588),(50 446.9622),(51 445.46875),(52 445.8103),(53 443.52966),(54 445.06604),(55 448.20502),(56 447.9305),(57 448.73535),(58 444.7655),(59 442.86646),(60 443.90207),(61 441.15466),(62 438.87646),(63 447.9772),(64 439.93295),(65 443.31268),(66 443.35187),(67 444.45932),(68 445.89133),(69 446.45715),(70 444.34146),(71 446.42798),(72 446.7728),(73 446.12183),(74 448.434),(75 444.09976),(76 446.533),(77 450.24722),(78 452.28467),(79 453.51306),
(1 244.32083),(2 311.0861),(3 341.3261),(4 353.1132),(5 373.95526),(6 377.8261),(7 386.66254),(8 392.81473),(9 399.75656),(10 406.07886),(11 406.36035),(12 413.68488),(13 415.08914),(14 412.1027),(15 416.0166),(16 409.2477),(17 414.68484),(18 415.26822),(19 420.7646),(20 416.24884),(21 421.2569),(22 415.0749),(23 419.46014),(24 412.05753),(25 412.5972),(26 415.80234),(27 425.42114),(28 428.90115),(29 435.92578),(30 435.86322),(31 434.12344),(32 432.4832),(33 435.87097),(34 442.00452),(35 440.67502),(36 440.22534),(37 437.4227),(38 438.65115),(39 434.8369),(40 434.84872),(41 433.31247),(42 430.96436),(43 441.1901),(44 442.74988),(45 440.25342),(46 444.92593),(47 435.75504),(48 438.3027),(49 433.62894),(50 429.38385),(51 428.36365),(52 429.59302),(53 431.19565),(54 433.0524),(55 431.89023),(56 432.25943),(57 432.78278),(58 430.0627),(59 429.83768),(60 431.2341),(61 432.57327),(62 428.05103),(63 432.336),(64 421.8036),(65 428.85626),(66 427.86316),(67 429.99307),(68 432.26535),(69 436.55487),(70 433.75214),(71 438.13083),(72 436.24197),(73 438.9777),(74 435.2749),(75 436.1398),(76 437.3972),(77 440.55264),(78 446.71124),(79 445.58826),
(1 241.18236),(2 312.40244),(3 345.32617),(4 362.65616),(5 382.41876),(6 386.13574),(7 393.07602),(8 401.7986),(9 405.25607),(10 410.14114),(11 416.69147),(12 415.56226),(13 421.00232),(14 415.74664),(15 415.19717),(16 419.70053),(17 424.11612),(18 422.63522),(19 418.56165),(20 420.65396),(21 425.52008),(22 423.98938),(23 423.85178),(24 416.24997),(25 421.62585),(26 424.20032),(27 426.2553),(28 429.49194),(29 428.20895),(30 430.94522),(31 435.82385),(32 434.46664),(33 435.77115),(34 438.1222),(35 437.6323),(36 432.39893),(37 431.684),(38 436.4395),(39 430.70892),(40 428.50476),(41 423.15585),(42 425.12372),(43 430.49518),(44 433.76257),(45 434.19727),(46 449.07867),(47 436.36368),(48 436.95227),(49 436.4831),(50 435.1817),(51 434.82632),(52 437.0704),(53 435.77405),(54 439.5729),(55 439.1099),(56 436.3419),(57 435.77945),(58 438.2475),(59 431.0356),(60 434.22763),(61 435.54965),(62 430.97498),(63 440.27408),(64 436.63638),(65 435.71835),(66 438.81726),(67 436.15125),(68 437.4874),(69 440.14523),(70 439.44864),(71 448.66196),(72 440.84137),(73 439.56345),(74 433.44052),(75 437.63257),(76 442.0651),(77 440.93622),(78 444.47992),(79 437.5867),
(1 236.97849),(2 307.84198),(3 340.12738),(4 357.7062),(5 372.76755),(6 379.57666),(7 388.6886),(8 394.0997),(9 400.55737),(10 398.23395),(11 401.70874),(12 400.81683),(13 408.61313),(14 404.5465),(15 399.44638),(16 403.7153),(17 407.3002),(18 406.19736),(19 411.11667),(20 412.03848),(21 417.23096),(22 411.90854),(23 415.2899),(24 409.52527),(25 414.62314),(26 414.67773),(27 418.36826),(28 421.77225),(29 419.17667),(30 420.5756),(31 423.22107),(32 428.34677),(33 422.18704),(34 425.77734),(35 418.26932),(36 418.18076),(37 422.69983),(38 425.84183),(39 423.15308),(40 425.3743),(41 419.8112),(42 424.01456),(43 428.0718),(44 431.60626),(45 429.3484),(46 440.77896),(47 436.2916),(48 432.8157),(49 430.84772),(50 429.10175),(51 437.04147),(52 436.66287),(53 433.672),(54 437.49722),(55 436.80505),(56 430.32758),(57 437.0515),(58 433.2887),(59 431.79022),(60 434.6637),(61 431.43896),(62 431.41257),(63 435.46484),(64 429.75565),(65 430.07455),(66 434.372),(67 430.60785),(68 431.01785),(69 437.50214),(70 438.9126),(71 442.99603),(72 434.53192),(73 436.44058),(74 435.0442),(75 434.67676),(76 439.68494),(77 442.69128),(78 442.79108),(79 439.48062),
(1 235.04243),(2 300.61954),(3 335.72067),(4 351.63046),(5 367.08966),(6 376.03036),(7 379.25604),(8 390.50385),(9 394.73962),(10 396.38373),(11 396.013),(12 394.73245),(13 402.36145),(14 402.1217),(15 402.62354),(16 401.1046),(17 403.60614),(18 399.67075),(19 398.3343),(20 403.49445),(21 402.04593),(22 401.2659),(23 403.907),(24 394.87552),(25 401.23846),(26 401.42676),(27 398.32257),(28 407.63577),(29 400.9388),(30 409.827),(31 410.86133),(32 418.80496),(33 410.38223),(34 422.45615),(35 423.80206),(36 416.45395),(37 413.052),(38 413.05038),(39 410.41452),(40 415.00293),(41 408.89886),(42 415.32483),(43 410.62637),(44 418.45764),(45 416.70346),(46 417.5218),(47 414.7484),(48 415.042),(49 414.59537),(50 408.93326),(51 411.36758),(52 406.00864),(53 412.7472),(54 410.73465),(55 408.11032),(56 410.531),(57 413.56763),(58 417.6315),(59 421.30618),(60 420.19263),(61 423.79782),(62 417.55222),(63 425.63376),(64 425.8092),(65 430.53708),(66 424.93176),(67 428.74585),(68 422.70938),(69 426.95395),(70 424.03122),(71 425.5033),(72 421.4964),(73 426.1804),(74 423.96924),(75 424.86652),(76 421.28946),(77 427.82562),(78 426.361),(79 426.40894),
(1 236.75056),(2 306.29758),(3 339.25534),(4 357.7353),(5 374.2842),(6 374.8895),(7 388.1818),(8 398.47934),(9 406.34882),(10 410.5255),(11 408.70892),(12 408.1892),(13 415.3279),(14 414.97415),(15 421.63394),(16 419.33118),(17 420.5762),(18 416.16638),(19 416.5833),(20 417.29666),(21 416.38037),(22 411.399),(23 415.47885),(24 413.80203),(25 416.71277),(26 412.6528),(27 409.59903),(28 413.76312),(29 413.7577),(30 416.15094),(31 421.294),(32 425.61304),(33 418.55786),(34 420.4869),(35 423.4417),(36 420.66785),(37 423.42786),(38 422.74295),(39 422.01563),(40 429.39813),(41 422.46906),(42 428.66287),(43 428.01898),(44 434.7166),(45 432.65753),(46 436.99893),(47 432.74188),(48 427.83585),(49 423.202),(50 427.18695),(51 425.14868),(52 423.2674),(53 419.03),(54 419.68225),(55 421.73608),(56 420.33743),(57 419.64938),(58 419.44196),(59 422.59958),(60 422.8671),(61 424.28094),(62 420.0642),(63 424.50793),(64 424.46085),(65 428.44897),(66 424.2946),(67 429.17828),(68 427.86917),(69 434.78888),(70 429.14075),(71 434.36792),(72 431.72653),(73 432.67908),(74 432.20157),(75 430.15234),(76 430.82788),(77 428.08582),(78 432.29718),(79 434.38556),
