1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1454.4788),(2 2135.8445),(3 2536.439),(4 2836.8152),(5 3038.425),(6 3184.3342),(7 3321.8303),(8 3556.012),(9 3588.5605),(10 3584.394),(11 3542.877),(12 3487.74),(13 3421.9863),(14 3352.247),(15 3289.205),(16 3254.798),(17 3207.1924),(18 3151.8418),(19 3140.609),(20 3148.6428),(21 3199.4597),(22 3248.688),(23 3362.6516),(24 3380.4111),(25 3395.8801),(26 3406.8308),(27 3411.2485),(28 3423.6404),(29 3391.71),(30 3372.513),(31 3414.839),(32 3416.4065),(33 3431.0706),(34 3463.6765),(35 3536.56),(36 3566.6755),(37 3561.2014),(38 3646.645),(39 3591.587),(40 3570.4092),(41 3556.6218),(42 3531.6997),(43 3537.9365),(44 3537.4258),(45 3523.44),(46 3525.1848),(47 3545.6777),(48 3561.1548),(49 3536.1763),(50 3517.2166),(51 3494.9873),(52 3489.1287),(53 3557.683),(54 3492.8064),(55 3465.2043),(56 3450.8237),(57 3384.8213),(58 3391.4895),(59 3388.701),(60 3385.9749),(61 3387.8635),(62 3409.2744),(63 3402.7195),(64 3423.8499),(65 3434.9673),(66 3418.1658),(67 3428.0623),(68 3474.691),(69 3478.3115),(70 3450.194),(71 3460.6519),(72 3486.1753),(73 3498.3896),(74 3488.189),(75 3493.4702),(76 3497.719),(77 3514.4146),(78 3499.568),(79 3486.7878),
(1 1384.8365),(2 2033.101),(3 2406.8743),(4 2660.2168),(5 2782.7766),(6 2929.203),(7 3074.6775),(8 3264.2666),(9 3285.4175),(10 3298.3623),(11 3255.1921),(12 3225.762),(13 3218.8325),(14 3179.9504),(15 3134.4578),(16 3101.317),(17 3104.5),(18 3053.9277),(19 3025.8186),(20 3040.691),(21 3086.0977),(22 3134.2703),(23 3234.2803),(24 3266.0093),(25 3320.8906),(26 3391.0261),(27 3398.7075),(28 3412.022),(29 3405.314),(30 3436.711),(31 3442.3474),(32 3472.0762),(33 3507.6663),(34 3530.3962),(35 3559.85),(36 3540.9175),(37 3524.7468),(38 3577.3115),(39 3541.6108),(40 3525.1284),(41 3526.5007),(42 3529.075),(43 3540.215),(44 3561.8496),(45 3546.0554),(46 3541.9475),(47 3499.6074),(48 3481.3018),(49 3467.9343),(50 3473.9202),(51 3447.685),(52 3446.605),(53 3524.925),(54 3440.5725),(55 3410.6604),(56 3385.661),(57 3362.2517),(58 3372.91),(59 3353.5273),(60 3354.3052),(61 3374.3574),(62 3401.0425),(63 3405.3586),(64 3407.211),(65 3461.0916),(66 3454.1646),(67 3457.5178),(68 3473.2344),(69 3487.01),(70 3453.76),(71 3455.8506),(72 3457.4094),(73 3457.0132),(74 3408.0835),(75 3432.493),(76 3403.342),(77 3395.0393),(78 3392.8062),(79 3400.229),
(1 1338.5798),(2 1987.5216),(3 2378.4668),(4 2656.576),(5 2806.596),(6 2914.5334),(7 3049.6228),(8 3254.0483),(9 3296.9595),(10 3318.0798),(11 3285.2163),(12 3261.0789),(13 3190.5315),(14 3102.9023),(15 3086.411),(16 3062.0593),(17 3024.8782),(18 2986.139),(19 2979.0566),(20 2984.3323),(21 3002.5935),(22 3060.7),(23 3177.276),(24 3206.5452),(25 3227.7524),(26 3305.238),(27 3293.42),(28 3299.4917),(29 3264.209),(30 3248.683),(31 3250.3162),(32 3305.7532),(33 3312.2095),(34 3340.637),(35 3373.8784),(36 3402.4414),(37 3402.647),(38 3482.6375),(39 3498.2217),(40 3470.8472),(41 3446.6665),(42 3452.001),(43 3454.9355),(44 3426.916),(45 3446.9883),(46 3452.5718),(47 3444.4546),(48 3400.9058),(49 3359.5598),(50 3335.5337),(51 3315.8704),(52 3278.1042),(53 3337.6592),(54 3277.6191),(55 3254.7664),(56 3222.9727),(57 3215.504),(58 3242.332),(59 3197.927),(60 3201.9792),(61 3220.5933),(62 3245.451),(63 3303.4087),(64 3346.883),(65 3380.014),(66 3378.6257),(67 3392.5403),(68 3412.3596),(69 3457.3628),(70 3425.36),(71 3411.678),(72 3407.7231),(73 3428.22),(74 3373.5715),(75 3376.4734),(76 3350.188),(77 3334.9258),(78 3337.9688),(79 3362.6367),
(1 1351.7441),(2 1969.3197),(3 2349.8418),(4 2602.5017),(5 2753.3945),(6 2912.2705),(7 3026.2876),(8 3238.2864),(9 3257.3523),(10 3269.7031),(11 3215.4805),(12 3221.3752),(13 3197.3662),(14 3095.9053),(15 3044.7124),(16 3003.4172),(17 2946.6133),(18 2890.1316),(19 2914.825),(20 2922.157),(21 2954.9414),(22 2986.8982),(23 3063.722),(24 3057.6216),(25 3078.3782),(26 3118.581),(27 3098.4297),(28 3099.567),(29 3066.0981),(30 3092.8774),(31 3080.803),(32 3139.3857),(33 3151.571),(34 3203.2048),(35 3241.9668),(36 3262.0757),(37 3252.1353),(38 3337.5254),(39 3333.843),(40 3298.835),(41 3271.6865),(42 3254.8315),(43 3269.7556),(44 3235.8867),(45 3252.9417),(46 3253.8118),(47 3236.2026),(48 3272.7249),(49 3240.3123),(50 3239.057),(51 3240.2097),(52 3206.8328),(53 3263.2295),(54 3194.0605),(55 3193.824),(56 3165.3958),(57 3161.031),(58 3184.849),(59 3159.2659),(60 3172.0461),(61 3208.0242),(62 3210.9119),(63 3222.9316),(64 3217.863),(65 3246.523),(66 3235.0422),(67 3231.8833),(68 3301.9417),(69 3321.7893),(70 3318.8274),(71 3331.028),(72 3348.794),(73 3344.3174),(74 3312.1182),(75 3319.1648),(76 3300.2593),(77 3301.0154),(78 3295.7258),(79 3293.2031),
(1 1324.0062),(2 1907.9856),(3 2255.539),(4 2486.6077),(5 2653.4634),(6 2795.476),(7 2928.4194),(8 3095.422),(9 3117.381),(10 3125.666),(11 3078.2373),(12 3068.3242),(13 3005.8892),(14 2946.4917),(15 2912.0793),(16 2845.1274),(17 2815.1484),(18 2770.3403),(19 2781.298),(20 2795.0269),(21 2855.6655),(22 2900.4546),(23 2981.2441),(24 2996.1895),(25 3004.2932),(26 3038.6777),(27 3057.7854),(28 3076.6877),(29 3042.239),(30 3049.75),(31 3064.8984),(32 3107.7568),(33 3095.4988),(34 3111.0122),(35 3139.7622),(36 3151.4175),(37 3156.5015),(38 3290.6697),(39 3232.6978),(40 3211.3772),(41 3193.617),(42 3174.681),(43 3207.7676),(44 3183.9739),(45 3167.9937),(46 3202.3765),(47 3184.8647),(48 3193.7014),(49 3147.09),(50 3133.7983),(51 3129.5605),(52 3139.14),(53 3197.344),(54 3122.6116),(55 3116.097),(56 3100.4324),(57 3092.143),(58 3098.4424),(59 3075.7327),(60 3033.912),(61 3014.4104),(62 3005.0647),(63 3031.1367),(64 3024.1494),(65 3058.091),(66 3068.4036),(67 3074.8645),(68 3122.9316),(69 3143.6587),(70 3167.4556),(71 3204.7156),(72 3238.6008),(73 3235.46),(74 3202.476),(75 3212.2573),(76 3187.6729),(77 3192.9146),(78 3168.6787),(79 3150.3538),
(1 1322.6486),(2 1919.9908),(3 2255.983),(4 2502.7292),(5 2648.0476),(6 2738.3406),(7 2861.1313),(8 3051.6802),(9 3096.6892),(10 3133.0996),(11 3104.1794),(12 3097.9597),(13 3051.688),(14 2993.2217),(15 2960.459),(16 2936.5442),(17 2913.097),(18 2874.081),(19 2883.6108),(20 2932.0054),(21 2969.4897),(22 2995.6702),(23 3100.461),(24 3124.4526),(25 3136.9631),(26 3149.8254),(27 3179.0457),(28 3169.759),(29 3129.3423),(30 3118.1),(31 3124.942),(32 3135.7578),(33 3172.7092),(34 3197.913),(35 3218.7798),(36 3232.382),(37 3227.0376),(38 3287.464),(39 3220.5273),(40 3172.4524),(41 3163.2773),(42 3204.3086),(43 3187.4197),(44 3175.8765),(45 3182.1943),(46 3213.9216),(47 3231.2021),(48 3216.1414),(49 3180.3845),(50 3183.9746),(51 3149.2197),(52 3122.9016),(53 3160.271),(54 3115.5696),(55 3117.1572),(56 3123.0857),(57 3144.0818),(58 3138.1555),(59 3102.4163),(60 3095.9924),(61 3101.9558),(62 3091.197),(63 3093.7065),(64 3090.5476),(65 3106.0254),(66 3100.8892),(67 3099.6716),(68 3187.4617),(69 3180.796),(70 3186.9565),(71 3212.3323),(72 3231.0352),(73 3213.5242),(74 3193.5486),(75 3189.0967),(76 3148.339),(77 3143.5283),(78 3131.5042),(79 3110.8025),
(1 1304.1487),(2 1874.4604),(3 2195.0203),(4 2395.2158),(5 2527.8635),(6 2656.3953),(7 2763.1084),(8 2963.848),(9 3019.3213),(10 3013.6267),(11 2970.2375),(12 2929.8),(13 2908.9336),(14 2848.2576),(15 2803.505),(16 2789.263),(17 2778.6572),(18 2747.0723),(19 2776.9316),(20 2798.783),(21 2816.0933),(22 2842.32),(23 2912.9546),(24 2909.201),(25 2926.7825),(26 2961.559),(27 2983.5256),(28 2998.3982),(29 2936.7563),(30 2931.6765),(31 2953.2844),(32 2988.7295),(33 3007.4731),(34 3057.2075),(35 3076.7961),(36 3083.2764),(37 3094.3318),(38 3151.4382),(39 3134.3945),(40 3121.4253),(41 3130.505),(42 3121.005),(43 3107.8782),(44 3074.4783),(45 3074.994),(46 3130.4526),(47 3120.1367),(48 3136.8103),(49 3131.666),(50 3156.0703),(51 3105.4753),(52 3064.727),(53 3123.061),(54 3084.1133),(55 3080.072),(56 3053.2905),(57 3070.726),(58 3060.7598),(59 3041.814),(60 3035.091),(61 3006.7935),(62 3014.416),(63 3032.586),(64 3050.497),(65 3048.5537),(66 3055.8582),(67 3088.7239),(68 3131.771),(69 3115.3328),(70 3128.4436),(71 3136.6987),(72 3165.5037),(73 3161.4155),(74 3144.876),(75 3172.928),(76 3126.987),(77 3117.797),(78 3121.164),(79 3120.3782),
(1 1275.5802),(2 1805.6062),(3 2124.952),(4 2390.921),(5 2557.1768),(6 2699.9487),(7 2794.5347),(8 2992.0706),(9 3051.984),(10 3062.8232),(11 3014.7),(12 2992.0251),(13 2965.3474),(14 2887.3237),(15 2842.684),(16 2818.5847),(17 2803.7266),(18 2758.8643),(19 2770.818),(20 2799.7808),(21 2796.4326),(22 2864.1672),(23 2943.529),(24 2972.0066),(25 2992.4387),(26 3043.3083),(27 3052.8984),(28 3097.8005),(29 3048.2148),(30 3045.0723),(31 3013.2173),(32 3054.2107),(33 3077.3232),(34 3110.3142),(35 3130.9573),(36 3154.2646),(37 3168.6226),(38 3237.4473),(39 3228.8345),(40 3187.848),(41 3190.919),(42 3189.4956),(43 3195.7412),(44 3161.1858),(45 3162.4683),(46 3171.0227),(47 3147.135),(48 3174.5718),(49 3163.6948),(50 3156.7874),(51 3157.1917),(52 3108.3455),(53 3176.7424),(54 3134.7754),(55 3163.6157),(56 3137.745),(57 3137.9912),(58 3137.3284),(59 3071.9504),(60 3036.9946),(61 3021.4363),(62 3047.1997),(63 3057.4587),(64 3058.3857),(65 3093.0374),(66 3088.686),(67 3135.4856),(68 3179.0164),(69 3180.752),(70 3184.382),(71 3205.1345),(72 3198.823),(73 3193.7876),(74 3163.5032),(75 3160.6511),(76 3116.2683),(77 3096.4082),(78 3099.8774),(79 3070.0264),
(1 1247.836),(2 1791.5394),(3 2098.8384),(4 2347.4468),(5 2523.4968),(6 2659.3665),(7 2777.041),(8 2956.2415),(9 2996.01),(10 3047.7842),(11 3037.2583),(12 3014.394),(13 2964.0854),(14 2875.8533),(15 2826.519),(16 2803.8115),(17 2766.3438),(18 2738.6335),(19 2726.6367),(20 2731.8816),(21 2755.002),(22 2781.0212),(23 2862.9148),(24 2884.9172),(25 2918.5327),(26 2964.3826),(27 3017.4397),(28 3046.2134),(29 3005.4016),(30 2990.104),(31 3002.9092),(32 3047.7668),(33 3024.9685),(34 3063.619),(35 3058.396),(36 3049.2236),(37 3059.3503),(38 3104.854),(39 3114.3418),(40 3113.1958),(41 3116.4314),(42 3134.8145),(43 3131.6768),(44 3093.098),(45 3094.1423),(46 3087.6719),(47 3070.1033),(48 3122.9607),(49 3108.3748),(50 3115.5642),(51 3102.666),(52 3069.4773),(53 3122.028),(54 3063.15),(55 3055.7239),(56 3052.8657),(57 3033.529),(58 3000.4778),(59 2979.9934),(60 2952.2878),(61 2965.6543),(62 2970.173),(63 2978.7007),(64 2980.7627),(65 2992.9844),(66 3002.9475),(67 2992.68),(68 3070.6636),(69 3101.6785),(70 3111.3264),(71 3100.2134),(72 3116.3015),(73 3082.275),(74 3059.2214),(75 3071.481),(76 3057.6475),(77 3065.5571),(78 3063.748),(79 3068.2344),
(1 1197.5763),(2 1713.8466),(3 2023.6826),(4 2253.6455),(5 2418.1982),(6 2549.7185),(7 2692.3105),(8 2904.5833),(9 2930.9558),(10 2954.7585),(11 2920.1467),(12 2904.9294),(13 2852.7922),(14 2784.2393),(15 2761.3408),(16 2720.4404),(17 2672.188),(18 2649.7527),(19 2658.2078),(20 2682.7324),(21 2674.8418),(22 2690.3252),(23 2768.0557),(24 2784.6672),(25 2830.7454),(26 2886.2922),(27 2923.999),(28 2941.7673),(29 2902.6174),(30 2897.7102),(31 2895.8503),(32 2949.6807),(33 2966.8193),(34 2972.5613),(35 3010.1667),(36 3036.805),(37 3011.1667),(38 3081.7024),(39 3018.2368),(40 3001.8677),(41 2979.0217),(42 2961.3694),(43 2977.565),(44 2978.791),(45 2984.7751),(46 3011.3076),(47 3017.3433),(48 3040.7837),(49 3040.8726),(50 3022.223),(51 2996.233),(52 2980.3464),(53 3014.8152),(54 2988.8145),(55 2980.8186),(56 2945.2112),(57 2935.1294),(58 2922.3364),(59 2886.9482),(60 2869.5552),(61 2856.201),(62 2866.0527),(63 2876.7478),(64 2888.5637),(65 2882.7715),(66 2898.8357),(67 2920.9316),(68 2975.179),(69 2986.8513),(70 2992.3684),(71 3012.3845),(72 3024.7253),(73 3011.4805),(74 2985.4443),(75 2982.9282),(76 2973.821),(77 2977.1504),(78 2963.179),(79 2979.6196),
(1 1219.2871),(2 1741.441),(3 2041.5164),(4 2270.6155),(5 2420.1082),(6 2548.6255),(7 2655.4976),(8 2856.4666),(9 2884.8733),(10 2879.2222),(11 2868.4934),(12 2863.9648),(13 2827.955),(14 2744.535),(15 2714.147),(16 2677.0793),(17 2648.2493),(18 2611.2312),(19 2625.0461),(20 2643.4927),(21 2665.537),(22 2701.4949),(23 2746.46),(24 2753.111),(25 2773.3647),(26 2819.9646),(27 2827.8943),(28 2863.2798),(29 2864.5),(30 2875.515),(31 2882.067),(32 2922.0217),(33 2922.3972),(34 2930.3872),(35 2949.316),(36 2978.9077),(37 2957.857),(38 3029.7817),(39 2992.0774),(40 2986.671),(41 2979.2927),(42 3002.5176),(43 3031.907),(44 3001.6133),(45 2981.5999),(46 2985.576),(47 2973.2458),(48 2955.46),(49 2939.0293),(50 2918.5122),(51 2911.9133),(52 2884.5325),(53 2908.8643),(54 2859.6926),(55 2842.0444),(56 2827.1892),(57 2833.3945),(58 2813.5544),(59 2767.223),(60 2741.646),(61 2743.959),(62 2742.9556),(63 2735.803),(64 2750.3232),(65 2790.3032),(66 2801.7197),(67 2800.3308),(68 2903.0688),(69 2942.0466),(70 2938.4016),(71 2958.3733),(72 2966.4358),(73 2938.623),(74 2927.571),(75 2911.2834),(76 2893.8162),(77 2889.5095),(78 2869.4143),(79 2875.1682),
(1 1185.4773),(2 1666.5294),(3 1945.3931),(4 2149.0596),(5 2276.4739),(6 2431.8206),(7 2523.2039),(8 2715.9326),(9 2748.2283),(10 2783.9822),(11 2791.3967),(12 2779.8682),(13 2735.7297),(14 2664.772),(15 2631.7844),(16 2621.0015),(17 2587.3328),(18 2588.4458),(19 2593.1257),(20 2612.0098),(21 2639.7073),(22 2678.3877),(23 2781.9934),(24 2760.653),(25 2766.285),(26 2791.779),(27 2800.7954),(28 2804.3347),(29 2772.771),(30 2787.7346),(31 2801.1985),(32 2779.9712),(33 2805.8496),(34 2814.8362),(35 2818.0085),(36 2861.948),(37 2875.8728),(38 2973.1853),(39 2929.3196),(40 2904.1997),(41 2881.687),(42 2901.8425),(43 2894.7026),(44 2851.107),(45 2845.0615),(46 2843.0417),(47 2835.3982),(48 2832.7402),(49 2828.7385),(50 2798.6282),(51 2796.5803),(52 2789.6248),(53 2827.6929),(54 2790.5696),(55 2765.5642),(56 2746.1243),(57 2780.5054),(58 2762.5103),(59 2698.4998),(60 2693.7415),(61 2684.566),(62 2699.0212),(63 2697.8826),(64 2697.9392),(65 2706.3967),(66 2705.821),(67 2715.8584),(68 2766.7625),(69 2824.1028),(70 2848.8826),(71 2846.4326),(72 2876.48),(73 2862.4753),(74 2818.5437),(75 2803.2715),(76 2752.7146),(77 2752.8325),(78 2741.9707),(79 2745.7458),
(1 1163.3142),(2 1644.1001),(3 1920.6083),(4 2105.382),(5 2241.798),(6 2360.5505),(7 2470.9976),(8 2637.0242),(9 2666.5415),(10 2677.0764),(11 2655.9124),(12 2625.6702),(13 2588.1287),(14 2548.3542),(15 2539.149),(16 2523.3977),(17 2510.1724),(18 2478.4924),(19 2512.3782),(20 2535.1682),(21 2558.6377),(22 2581.2473),(23 2665.7783),(24 2639.1694),(25 2646.1475),(26 2681.582),(27 2724.968),(28 2717.4412),(29 2712.8325),(30 2716.204),(31 2721.5918),(32 2728.1943),(33 2729.1929),(34 2743.2854),(35 2772.4175),(36 2806.0774),(37 2802.321),(38 2874.5686),(39 2827.384),(40 2810.3264),(41 2790.1868),(42 2790.988),(43 2815.717),(44 2790.2668),(45 2788.799),(46 2796.0154),(47 2783.995),(48 2778.4888),(49 2763.429),(50 2753.9478),(51 2755.0632),(52 2704.8416),(53 2777.4053),(54 2729.6873),(55 2724.0625),(56 2683.9834),(57 2679.626),(58 2705.667),(59 2651.654),(60 2644.19),(61 2625.9326),(62 2638.6423),(63 2652.2473),(64 2681.5002),(65 2692.959),(66 2731.374),(67 2736.6323),(68 2778.0862),(69 2772.91),(70 2783.2888),(71 2769.9326),(72 2788.8638),(73 2793.0361),(74 2730.902),(75 2713.3286),(76 2682.9363),(77 2670.3591),(78 2666.4968),(79 2683.4912),
(1 1135.9292),(2 1612.5522),(3 1889.2832),(4 2069.0752),(5 2208.843),(6 2320.5378),(7 2424.3757),(8 2591.7515),(9 2635.8628),(10 2681.9482),(11 2668.5127),(12 2678.0518),(13 2641.721),(14 2569.3933),(15 2546.247),(16 2507.0798),(17 2488.6318),(18 2473.426),(19 2483.709),(20 2500.8457),(21 2522.5361),(22 2535.4282),(23 2602.112),(24 2613.3203),(25 2632.215),(26 2652.682),(27 2674.9946),(28 2662.861),(29 2629.041),(30 2632.996),(31 2650.5378),(32 2672.7373),(33 2687.4539),(34 2708.2437),(35 2735.9668),(36 2762.8657),(37 2749.1418),(38 2785.691),(39 2782.0232),(40 2751.0295),(41 2767.8945),(42 2769.2937),(43 2774.3816),(44 2728.6355),(45 2746.8394),(46 2765.7192),(47 2776.6057),(48 2747.2168),(49 2718.2595),(50 2723.681),(51 2726.2744),(52 2698.5276),(53 2749.2034),(54 2732.534),(55 2709.0637),(56 2679.7754),(57 2683.6565),(58 2683.6104),(59 2660.6602),(60 2638.5417),(61 2634.011),(62 2623.1033),(63 2605.471),(64 2596.981),(65 2612.9395),(66 2596.339),(67 2601.6729),(68 2640.6914),(69 2628.5317),(70 2617.7935),(71 2620.391),(72 2631.1475),(73 2597.575),(74 2572.606),(75 2596.6628),(76 2609.2412),(77 2611.139),(78 2629.0698),(79 2622.4229),
(1 1125.9404),(2 1594.595),(3 1837.216),(4 2017.3365),(5 2134.8816),(6 2242.3838),(7 2308.964),(8 2489.6326),(9 2510.2478),(10 2557.4165),(11 2549.3494),(12 2544.1897),(13 2535.1924),(14 2478.9417),(15 2478.3032),(16 2498.3188),(17 2478.1462),(18 2464.5393),(19 2467.807),(20 2481.32),(21 2498.1921),(22 2505.6511),(23 2561.8218),(24 2544.3384),(25 2566.6597),(26 2611.16),(27 2632.925),(28 2622.2952),(29 2579.6375),(30 2591.3901),(31 2604.4102),(32 2616.2903),(33 2630.9104),(34 2633.434),(35 2674.8853),(36 2682.4526),(37 2696.8882),(38 2744.918),(39 2737.6968),(40 2742.162),(41 2722.0479),(42 2705.7249),(43 2725.4683),(44 2713.1743),(45 2700.6033),(46 2723.7668),(47 2716.6584),(48 2711.3062),(49 2692.7056),(50 2680.7217),(51 2682.965),(52 2648.5603),(53 2685.019),(54 2640.8586),(55 2623.8892),(56 2600.3462),(57 2618.6335),(58 2620.4365),(59 2601.3218),(60 2584.6492),(61 2575.2021),(62 2568.8904),(63 2568.48),(64 2568.6504),(65 2564.0144),(66 2557.6938),(67 2527.333),(68 2626.692),(69 2620.1167),(70 2638.4368),(71 2646.2395),(72 2648.6912),(73 2642.8835),(74 2609.534),(75 2622.2393),(76 2597.2302),(77 2591.2188),(78 2582.9644),(79 2589.2058),
(1 1103.305),(2 1582.7723),(3 1851.3822),(4 2013.3824),(5 2126.608),(6 2214.2874),(7 2308.886),(8 2477.6084),(9 2484.1853),(10 2514.0713),(11 2514.599),(12 2547.2522),(13 2531.3232),(14 2481.4524),(15 2477.583),(16 2463.6428),(17 2450.9578),(18 2429.648),(19 2430.1384),(20 2433.4204),(21 2441.4463),(22 2465.38),(23 2540.164),(24 2536.6267),(25 2566.3865),(26 2591.0784),(27 2585.0508),(28 2591.0496),(29 2558.86),(30 2586.2441),(31 2569.0679),(32 2599.0642),(33 2637.7983),(34 2661.862),(35 2705.9106),(36 2699.571),(37 2682.5134),(38 2741.741),(39 2712.3696),(40 2702.1636),(41 2716.3562),(42 2705.6155),(43 2739.2527),(44 2698.5874),(45 2703.2866),(46 2723.183),(47 2710.0662),(48 2700.604),(49 2684.4397),(50 2680.879),(51 2680.178),(52 2677.2869),(53 2714.966),(54 2682.3848),(55 2669.6057),(56 2632.2693),(57 2621.376),(58 2609.0823),(59 2571.5967),(60 2541.2214),(61 2509.0208),(62 2517.6443),(63 2517.241),(64 2517.714),(65 2526.6594),(66 2530.0647),(67 2507.4883),(68 2577.5806),(69 2586.23),(70 2602.4724),(71 2615.4429),(72 2619.207),(73 2642.5393),(74 2602.9211),(75 2631.199),(76 2608.4407),(77 2610.091),(78 2618.8271),(79 2602.21),
(1 1077.4034),(2 1526.1464),(3 1777.8431),(4 1943.4113),(5 2083.0352),(6 2183.3276),(7 2273.4663),(8 2433.7063),(9 2471.208),(10 2498.6438),(11 2492.4092),(12 2495.3906),(13 2474.9543),(14 2418.4521),(15 2402.145),(16 2398.2444),(17 2338.86),(18 2319.3235),(19 2305.371),(20 2336.6416),(21 2337.0964),(22 2353.8176),(23 2448.7188),(24 2429.348),(25 2457.4976),(26 2496.5547),(27 2481.849),(28 2497.9631),(29 2458.9795),(30 2433.9312),(31 2421.003),(32 2445.2327),(33 2452.2852),(34 2450.6926),(35 2475.0962),(36 2483.4927),(37 2485.892),(38 2555.5776),(39 2513.1038),(40 2520.1106),(41 2506.858),(42 2513.7244),(43 2536.1602),(44 2510.9177),(45 2553.539),(46 2570.131),(47 2585.9414),(48 2583.438),(49 2568.982),(50 2549.97),(51 2547.1614),(52 2546.6458),(53 2608.9775),(54 2564.6),(55 2576.5989),(56 2582.397),(57 2552.947),(58 2547.2073),(59 2497.6812),(60 2503.6267),(61 2482.204),(62 2477.8225),(63 2467.079),(64 2477.296),(65 2460.3152),(66 2489.7366),(67 2503.7473),(68 2581.6108),(69 2581.8503),(70 2604.7769),(71 2612.8994),(72 2606.276),(73 2604.9067),(74 2578.9648),(75 2590.951),(76 2565.9177),(77 2578.306),(78 2588.443),(79 2574.754),
