1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 86.392975),(2 127.35072),(3 160.46191),(4 169.91837),(5 175.75818),(6 178.86441),(7 184.09778),(8 186.85983),(9 190.01451),(10 193.88844),(11 199.04764),(12 201.87119),(13 204.4163),(14 207.25558),(15 206.64058),(16 204.38698),(17 203.60732),(18 204.95052),(19 207.49127),(20 205.44696),(21 203.29457),(22 204.33076),(23 206.10313),(24 206.41493),(25 205.76915),(26 205.7052),(27 204.05649),(28 202.29805),(29 203.29512),(30 203.4054),(31 208.80586),(32 202.72655),(33 205.32578),(34 203.03654),(35 205.91844),(36 207.2657),(37 207.15257),(38 205.06573),(39 204.20041),(40 203.56693),(41 205.54808),(42 208.86232),(43 209.45782),(44 209.67737),(45 209.67792),(46 208.6176),(47 206.11969),(48 209.07552),(49 210.23946),(50 211.52678),(51 214.7914),(52 215.1104),(53 215.22664),(54 212.24629),(55 211.2899),(56 211.42018),(57 210.80405),(58 212.78459),(59 214.08429),(60 215.67332),(61 218.27557),(62 219.92014),(63 214.87677),(64 213.86531),(65 213.04655),(66 214.15791),(67 215.32816),(68 215.66893),(69 213.1125),(70 211.70929),(71 212.16273),(72 211.38261),(73 210.51851),(74 209.0727),(75 208.80064),(76 209.67485),(77 209.73936),(78 211.71817),(79 212.34279),
(1 85.058075),(2 126.7568),(3 159.51295),(4 165.4435),(5 169.79312),(6 174.88515),(7 179.28796),(8 182.8699),(9 184.85849),(10 188.53561),(11 192.61652),(12 195.17029),(13 199.15381),(14 201.24504),(15 200.35149),(16 199.17583),(17 196.0638),(18 195.55351),(19 194.85626),(20 196.33202),(21 196.00412),(22 197.2928),(23 197.57936),(24 198.36372),(25 199.31589),(26 198.56538),(27 197.25346),(28 196.15273),(29 195.80501),(30 196.69803),(31 202.98662),(32 199.35316),(33 200.44177),(34 198.87846),(35 199.75404),(36 199.84991),(37 200.99673),(38 200.4678),(39 199.47162),(40 198.8787),(41 201.66412),(42 203.34955),(43 203.49988),(44 204.02605),(45 202.92232),(46 203.27914),(47 202.78397),(48 203.66881),(49 204.09836),(50 207.21494),(51 208.01118),(52 208.97115),(53 210.9669),(54 210.05113),(55 207.54356),(56 206.68272),(57 206.4602),(58 207.2079),(59 209.34642),(60 209.7282),(61 209.33955),(62 210.18823),(63 207.77702),(64 207.18633),(65 206.88815),(66 204.98712),(67 205.33765),(68 207.16109),(69 208.22577),(70 206.98688),(71 205.7454),(72 205.31476),(73 206.22765),(74 206.56102),(75 206.87004),(76 205.82658),(77 206.03464),(78 206.54192),(79 208.37045),
(1 83.61384),(2 124.4358),(3 157.03735),(4 162.07478),(5 166.82593),(6 171.17783),(7 175.55602),(8 178.04976),(9 180.80174),(10 186.92136),(11 188.92085),(12 191.45282),(13 191.92055),(14 193.88004),(15 192.3369),(16 193.40082),(17 192.26746),(18 192.07294),(19 193.92998),(20 194.65137),(21 195.60762),(22 196.69794),(23 197.69983),(24 197.32152),(25 197.4466),(26 197.93507),(27 196.28317),(28 197.35284),(29 195.41713),(30 197.28278),(31 202.39717),(32 197.80902),(33 199.0332),(34 196.14542),(35 197.84796),(36 197.74617),(37 198.92284),(38 198.3129),(39 196.72205),(40 196.28699),(41 200.75256),(42 202.42598),(43 202.44717),(44 200.86427),(45 200.32751),(46 199.37819),(47 199.65465),(48 202.30869),(49 201.3956),(50 200.98102),(51 201.31754),(52 201.05635),(53 199.02235),(54 200.90723),(55 201.43579),(56 200.3558),(57 198.59686),(58 197.80013),(59 199.74321),(60 201.35149),(61 201.8799),(62 202.513),(63 199.80446),(64 199.63324),(65 198.54097),(66 200.70929),(67 201.65591),(68 202.60843),(69 201.47415),(70 199.08008),(71 198.08864),(72 196.53285),(73 197.0917),(74 197.8689),(75 198.52232),(76 199.83351),(77 201.65024),(78 202.09677),(79 202.55077),
(1 83.38105),(2 124.91368),(3 155.38226),(4 160.79933),(5 164.53229),(6 170.6174),(7 174.3403),(8 177.68405),(9 180.73991),(10 185.0522),(11 187.64525),(12 189.45676),(13 191.18143),(14 192.3052),(15 191.98172),(16 191.17313),(17 189.8151),(18 189.82138),(19 187.57791),(20 188.75095),(21 186.91335),(22 188.5582),(23 189.66542),(24 192.91315),(25 193.84462),(26 192.33466),(27 191.09438),(28 190.50728),(29 187.63033),(30 188.11406),(31 193.34834),(32 189.73398),(33 191.96277),(34 190.96182),(35 191.69379),(36 191.98189),(37 193.14935),(38 190.5187),(39 189.09973),(40 188.58322),(41 189.58218),(42 192.23428),(43 193.2488),(44 195.57741),(45 194.86841),(46 195.29355),(47 195.72821),(48 196.74095),(49 198.8245),(50 199.65912),(51 201.72385),(52 201.95375),(53 203.92154),(54 202.4103),(55 201.5893),(56 201.52455),(57 202.35582),(58 203.7841),(59 205.76796),(60 205.47261),(61 207.13991),(62 206.5093),(63 203.31747),(64 202.22424),(65 202.60599),(66 204.87625),(67 204.80984),(68 204.74121),(69 204.37688),(70 204.49643),(71 205.33449),(72 202.83902),(73 202.16394),(74 202.1138),(75 201.24156),(76 201.52895),(77 202.92384),(78 201.96835),(79 203.41019),
(1 83.86394),(2 124.78378),(3 157.23376),(4 163.7632),(5 168.47087),(6 175.44398),(7 179.32982),(8 182.43056),(9 185.10698),(10 188.47124),(11 191.24321),(12 193.11441),(13 195.41469),(14 196.92038),(15 195.42844),(16 195.1056),(17 193.75627),(18 195.04727),(19 196.54405),(20 196.91519),(21 196.41643),(22 195.8167),(23 197.35811),(24 198.59247),(25 198.047),(26 197.52994),(27 197.14789),(28 194.53029),(29 194.6079),(30 195.10716),(31 203.59085),(32 198.7156),(33 199.56343),(34 196.8431),(35 197.80696),(36 197.88571),(37 200.5875),(38 198.16188),(39 196.42326),(40 197.02846),(41 200.57106),(42 204.42508),(43 205.49101),(44 204.14345),(45 204.29427),(46 204.88377),(47 204.60458),(48 203.91293),(49 205.15726),(50 207.67029),(51 209.30281),(52 209.7861),(53 212.117),(54 211.84529),(55 211.76697),(56 210.75433),(57 210.43666),(58 210.12299),(59 210.8741),(60 211.0405),(61 210.59383),(62 210.5584),(63 209.83144),(64 211.3195),(65 212.20605),(66 213.64896),(67 214.33806),(68 214.75304),(69 215.80861),(70 214.34808),(71 214.51503),(72 210.42728),(73 211.91011),(74 212.22757),(75 211.84723),(76 213.2983),(77 214.8799),(78 214.72586),(79 212.01157),
(1 81.714294),(2 120.05461),(3 151.04303),(4 158.42647),(5 163.18562),(6 167.433),(7 171.12059),(8 174.97217),(9 177.66803),(10 180.47595),(11 183.33394),(12 185.53705),(13 186.64098),(14 187.14456),(15 188.03734),(16 189.55627),(17 188.89948),(18 188.6804),(19 193.13339),(20 192.80682),(21 191.41629),(22 190.29404),(23 191.70706),(24 192.19635),(25 192.22537),(26 190.66362),(27 190.19168),(28 189.03107),(29 189.97987),(30 191.9582),(31 199.79614),(32 193.5597),(33 194.30989),(34 191.8871),(35 194.50464),(36 195.20607),(37 196.92831),(38 197.09279),(39 196.99254),(40 195.76433),(41 196.26622),(42 196.6217),(43 197.42645),(44 197.40565),(45 197.39401),(46 198.1842),(47 198.86487),(48 199.36732),(49 197.96693),(50 200.45898),(51 200.24544),(52 201.38678),(53 202.5775),(54 201.82202),(55 202.24231),(56 202.86565),(57 201.4023),(58 201.80406),(59 201.45628),(60 202.68317),(61 204.9736),(62 205.7007),(63 205.3891),(64 204.555),(65 205.0827),(66 206.45096),(67 207.69627),(68 208.27602),(69 207.43777),(70 205.82689),(71 205.23007),(72 205.11185),(73 205.68877),(74 207.56973),(75 207.66187),(76 206.29457),(77 205.35558),(78 205.18777),(79 206.81882),
(1 82.26489),(2 120.65468),(3 150.08673),(4 156.60352),(5 160.84673),(6 166.70107),(7 170.47916),(8 173.77826),(9 175.2286),(10 178.84625),(11 180.28189),(12 181.90706),(13 184.37459),(14 185.45023),(15 186.25517),(16 187.36166),(17 186.89862),(18 186.53546),(19 187.29794),(20 188.60938),(21 187.47044),(22 186.84573),(23 186.37502),(24 187.08626),(25 186.70267),(26 186.39903),(27 185.46367),(28 185.16725),(29 183.47864),(30 184.1096),(31 189.84547),(32 187.89699),(33 189.19211),(34 184.65982),(35 187.18486),(36 187.27104),(37 188.1329),(38 189.00394),(39 189.15701),(40 188.51674),(41 190.51724),(42 190.87117),(43 192.63152),(44 193.73369),(45 193.38985),(46 195.65425),(47 198.18892),(48 199.71014),(49 200.7948),(50 203.3906),(51 201.00262),(52 202.47267),(53 201.7425),(54 202.15709),(55 203.22728),(56 203.99335),(57 202.69276),(58 202.83414),(59 205.05841),(60 206.53435),(61 208.1073),(62 207.9748),(63 205.58084),(64 204.97945),(65 203.47331),(66 204.01158),(67 204.6757),(68 203.58582),(69 203.31622),(70 202.62611),(71 201.9924),(72 199.5661),(73 201.36351),(74 204.29927),(75 205.70854),(76 206.14429),(77 206.7919),(78 206.39134),(79 206.54364),
(1 80.96093),(2 119.50652),(3 149.87228),(4 155.42268),(5 159.59628),(6 164.48195),(7 168.76872),(8 173.74458),(9 176.94272),(10 181.49005),(11 185.58113),(12 188.68523),(13 192.89687),(14 193.57146),(15 192.19292),(16 190.91907),(17 188.50308),(18 188.71979),(19 190.11618),(20 189.7432),(21 190.0704),(22 188.77907),(23 190.07213),(24 192.02934),(25 192.82231),(26 191.3856),(27 191.02693),(28 190.5376),(29 188.1248),(30 189.33488),(31 197.27509),(32 194.75055),(33 195.40027),(34 192.33977),(35 194.08917),(36 195.34981),(37 195.1585),(38 192.34447),(39 191.28279),(40 190.94656),(41 193.71733),(42 195.27107),(43 195.00237),(44 193.77415),(45 192.68181),(46 193.00963),(47 195.53534),(48 197.39345),(49 198.4344),(50 202.29974),(51 203.22722),(52 203.4974),(53 204.08273),(54 201.79135),(55 203.19899),(56 204.2815),(57 204.4768),(58 204.67798),(59 206.08609),(60 207.58698),(61 208.53093),(62 207.53696),(63 203.75359),(64 202.10185),(65 202.3484),(66 205.51451),(67 205.53424),(68 206.51804),(69 205.71011),(70 205.85466),(71 205.50964),(72 203.87418),(73 203.11348),(74 202.88628),(75 202.48692),(76 204.03235),(77 204.59555),(78 204.33295),(79 204.06548),
(1 77.9692),(2 117.00457),(3 148.79935),(4 154.12848),(5 158.81877),(6 163.29459),(7 166.99394),(8 171.25604),(9 173.7117),(10 176.67184),(11 180.65315),(12 183.197),(13 185.19688),(14 186.10217),(15 186.26678),(16 184.6032),(17 182.4097),(18 182.27162),(19 183.9364),(20 184.19261),(21 185.31183),(22 185.3049),(23 185.67775),(24 185.75652),(25 187.20508),(26 185.01787),(27 184.37544),(28 184.51901),(29 184.15016),(30 185.28235),(31 189.25124),(32 187.69818),(33 189.03746),(34 185.39645),(35 188.50201),(36 190.42575),(37 192.52101),(38 189.41422),(39 188.03815),(40 186.75116),(41 190.01353),(42 190.02612),(43 189.5878),(44 187.9453),(45 188.7186),(46 189.82175),(47 190.94171),(48 193.16742),(49 194.64777),(50 197.01035),(51 198.5495),(52 199.69781),(53 199.6091),(54 197.9526),(55 197.46788),(56 197.94496),(57 197.54831),(58 196.47475),(59 195.95053),(60 195.68253),(61 196.253),(62 195.28316),(63 192.85367),(64 193.4093),(65 192.80807),(66 195.30977),(67 194.31737),(68 194.7078),(69 191.83907),(70 193.72162),(71 194.80861),(72 194.70033),(73 195.80948),(74 197.31172),(75 197.0891),(76 198.01234),(77 197.18224),(78 195.44742),(79 197.271),
(1 79.09687),(2 118.14676),(3 147.92845),(4 153.57585),(5 158.34195),(6 164.17259),(7 168.37083),(8 171.77425),(9 174.00797),(10 178.90048),(11 181.5163),(12 185.29152),(13 187.17809),(14 188.79723),(15 188.2823),(16 188.26347),(17 186.50273),(18 185.6166),(19 186.28818),(20 184.46988),(21 185.11255),(22 185.50307),(23 187.31181),(24 189.46928),(25 188.91406),(26 185.30994),(27 183.60435),(28 182.75262),(29 182.63263),(30 184.07587),(31 191.39006),(32 186.18704),(33 187.23532),(34 184.15794),(35 185.77081),(36 187.0291),(37 188.52524),(38 186.78514),(39 185.15797),(40 183.4247),(41 184.11594),(42 186.38525),(43 185.99721),(44 187.97166),(45 187.38972),(46 187.94083),(47 189.42992),(48 192.3318),(49 196.35922),(50 199.80113),(51 202.35205),(52 202.85045),(53 203.33138),(54 203.0069),(55 202.51817),(56 201.72809),(57 200.50517),(58 200.96924),(59 200.39496),(60 201.01408),(61 202.66675),(62 203.89812),(63 200.89871),(64 200.14594),(65 200.96988),(66 203.19154),(67 203.8613),(68 204.73462),(69 205.58302),(70 205.94164),(71 205.89049),(72 206.63185),(73 208.96574),(74 210.71246),(75 208.90634),(76 209.63292),(77 208.79442),(78 208.13779),(79 205.95177),
(1 77.29051),(2 114.077484),(3 144.03638),(4 150.366),(5 154.07173),(6 158.74286),(7 164.59502),(8 166.77156),(9 166.0058),(10 170.77728),(11 174.61623),(12 177.98367),(13 178.54778),(14 180.86453),(15 180.28058),(16 178.4134),(17 176.85672),(18 175.26122),(19 174.76346),(20 173.58951),(21 173.45938),(22 174.21956),(23 175.60947),(24 177.66544),(25 179.64265),(26 177.9581),(27 177.77457),(28 176.73811),(29 179.18393),(30 180.2527),(31 187.26883),(32 183.55013),(33 183.92738),(34 182.73796),(35 186.76765),(36 187.85663),(37 188.51996),(38 187.71924),(39 186.34581),(40 186.73633),(41 188.82074),(42 189.39452),(43 187.77295),(44 188.59023),(45 190.75978),(46 193.42862),(47 197.2361),(48 197.61255),(49 198.72894),(50 197.54027),(51 197.01932),(52 198.03687),(53 198.22945),(54 196.34981),(55 194.29285),(56 194.0271),(57 193.90326),(58 194.01193),(59 194.06291),(60 194.2051),(61 195.20886),(62 196.47946),(63 194.15802),(64 191.6502),(65 191.68546),(66 192.59116),(67 193.89381),(68 193.76553),(69 193.20381),(70 192.6402),(71 192.36949),(72 192.22981),(73 191.72107),(74 191.69334),(75 190.35443),(76 191.52943),(77 191.2989),(78 189.36665),(79 189.26616),
(1 76.57641),(2 113.49751),(3 142.78584),(4 149.1197),(5 152.65494),(6 156.3475),(7 161.41965),(8 163.99203),(9 166.48305),(10 170.51971),(11 172.84442),(12 175.98131),(13 176.75671),(14 176.72679),(15 175.33098),(16 179.23497),(17 178.3433),(18 178.22853),(19 178.26279),(20 178.06195),(21 177.84895),(22 180.11412),(23 181.1748),(24 181.6848),(25 183.82198),(26 181.27142),(27 179.78394),(28 178.99146),(29 181.89009),(30 182.07716),(31 191.34749),(32 185.95688),(33 188.08794),(34 187.17494),(35 191.42297),(36 191.49234),(37 192.34186),(38 189.57999),(39 187.96779),(40 188.05893),(41 190.90262),(42 192.73161),(43 192.43236),(44 193.44777),(45 192.28258),(46 192.06519),(47 193.47478),(48 194.66035),(49 195.86026),(50 195.68169),(51 198.38777),(52 199.51888),(53 199.0575),(54 199.06982),(55 197.82689),(56 197.30978),(57 197.3866),(58 198.53006),(59 195.65945),(60 198.00526),(61 198.57726),(62 198.4143),(63 195.31036),(64 192.99617),(65 193.53918),(66 193.8518),(67 194.882),(68 194.24773),(69 194.08923),(70 194.8017),(71 195.93507),(72 194.5862),(73 195.03413),(74 196.57631),(75 197.62129),(76 197.93451),(77 196.32133),(78 193.61302),(79 193.8204),
(1 74.542336),(2 109.05951),(3 136.33084),(4 142.89397),(5 147.49684),(6 150.21336),(7 153.98985),(8 157.55022),(9 159.56107),(10 163.73419),(11 165.4445),(12 166.03383),(13 168.1356),(14 168.68208),(15 166.92032),(16 168.96477),(17 166.86671),(18 166.45343),(19 166.86626),(20 165.41435),(21 164.74124),(22 168.1073),(23 168.75351),(24 169.74142),(25 171.3305),(26 171.73132),(27 169.40973),(28 170.5026),(29 171.61252),(30 172.41444),(31 182.34567),(32 173.9866),(33 174.54222),(34 172.76926),(35 176.08853),(36 178.00574),(37 179.06802),(38 178.15294),(39 175.50853),(40 175.47862),(41 179.08722),(42 180.56216),(43 182.18459),(44 179.86061),(45 178.74403),(46 177.29715),(47 177.34462),(48 178.57979),(49 180.43356),(50 182.14876),(51 181.22719),(52 181.64256),(53 182.59506),(54 181.8766),(55 180.5524),(56 181.17203),(57 181.95973),(58 181.22894),(59 180.54187),(60 182.09871),(61 182.65709),(62 181.96864),(63 180.03297),(64 179.19893),(65 179.54346),(66 182.50174),(67 183.15138),(68 183.45482),(69 182.59741),(70 182.53946),(71 183.48482),(72 183.65683),(73 182.96683),(74 183.33699),(75 184.13385),(76 182.79889),(77 182.93372),(78 182.52692),(79 183.76933),
(1 72.70483),(2 107.505356),(3 135.8446),(4 139.42108),(5 143.79863),(6 146.74797),(7 151.05829),(8 154.17693),(9 156.72913),(10 159.13597),(11 160.63287),(12 161.42195),(13 162.10455),(14 162.87872),(15 163.66243),(16 162.52791),(17 162.02869),(18 161.63008),(19 163.08348),(20 164.29688),(21 165.26906),(22 167.7965),(23 168.91212),(24 169.20529),(25 168.30147),(26 168.87273),(27 167.63068),(28 166.88542),(29 168.88576),(30 168.81865),(31 175.99687),(32 170.15494),(33 171.46292),(34 172.13991),(35 173.93777),(36 175.39925),(37 176.79251),(38 175.97072),(39 174.0971),(40 173.86635),(41 174.82028),(42 173.80981),(43 174.13599),(44 171.97),(45 172.27745),(46 171.52925),(47 172.98488),(48 173.30656),(49 174.28215),(50 175.9104),(51 175.7383),(52 175.94841),(53 175.55782),(54 173.48232),(55 172.94925),(56 172.68907),(57 173.66005),(58 173.54074),(59 173.45987),(60 174.09764),(61 175.96382),(62 175.93939),(63 172.91702),(64 171.45236),(65 171.68811),(66 174.73805),(67 174.67181),(68 174.20473),(69 171.49095),(70 171.37718),(71 171.90929),(72 171.66443),(73 171.53154),(74 172.19681),(75 173.59572),(76 173.77393),(77 175.43365),(78 175.02124),(79 174.2968),
(1 71.74312),(2 106.194305),(3 131.86447),(4 137.56989),(5 141.944),(6 147.63348),(7 151.1709),(8 155.3063),(9 159.34023),(10 158.66103),(11 159.79004),(12 161.32207),(13 163.72183),(14 164.36652),(15 164.79152),(16 164.7192),(17 163.18289),(18 163.1041),(19 166.97162),(20 168.17503),(21 169.30647),(22 169.10852),(23 170.5194),(24 171.79106),(25 170.80975),(26 169.44145),(27 167.56638),(28 167.52176),(29 169.40868),(30 171.01726),(31 179.74982),(32 174.40121),(33 175.98628),(34 173.77138),(35 173.47458),(36 174.07324),(37 174.73325),(38 174.073),(39 174.36766),(40 173.07936),(41 174.95235),(42 176.16537),(43 178.47797),(44 177.316),(45 175.03629),(46 175.45331),(47 176.92244),(48 177.09708),(49 177.81049),(50 177.6953),(51 177.89627),(52 177.58507),(53 177.70886),(54 175.84592),(55 176.1666),(56 175.42265),(57 176.04097),(58 175.69641),(59 175.38895),(60 175.83289),(61 176.46008),(62 175.97404),(63 176.74496),(64 176.6284),(65 177.81981),(66 178.66626),(67 177.13162),(68 176.42786),(69 175.51015),(70 175.58551),(71 176.75478),(72 176.55678),(73 178.55779),(74 179.4449),(75 177.85446),(76 179.26056),(77 178.57545),(78 177.27654),(79 175.72337),
(1 71.11859),(2 104.188194),(3 129.01971),(4 135.58714),(5 139.52731),(6 143.9302),(7 146.27531),(8 147.75574),(9 150.12656),(10 151.72559),(11 154.27655),(12 156.68274),(13 159.15617),(14 160.27562),(15 160.36514),(16 161.21477),(17 160.68494),(18 159.6309),(19 161.07336),(20 160.39536),(21 161.50487),(22 162.94717),(23 165.24033),(24 166.77461),(25 167.03127),(26 163.89005),(27 162.10612),(28 161.45288),(29 162.63573),(30 164.0936),(31 168.24797),(32 167.14111),(33 167.18466),(34 167.44296),(35 168.45891),(36 169.29926),(37 168.94704),(38 167.0393),(39 166.01677),(40 165.5015),(41 167.68799),(42 170.59544),(43 173.35202),(44 172.89351),(45 171.21988),(46 169.60022),(47 170.46617),(48 170.60388),(49 169.82939),(50 170.03105),(51 171.42497),(52 172.08055),(53 172.49658),(54 170.97142),(55 170.74402),(56 170.56015),(57 171.10062),(58 171.75067),(59 171.7621),(60 175.04294),(61 176.48048),(62 176.44618),(63 174.94331),(64 173.46707),(65 170.52805),(66 172.09952),(67 172.11333),(68 172.6437),(69 172.76947),(70 172.40619),(71 173.40387),(72 174.95367),(73 176.41588),(74 177.61658),(75 174.79903),(76 176.83963),(77 177.84534),(78 176.7228),(79 177.34242),
(1 71.90612),(2 105.74559),(3 132.2502),(4 136.7268),(5 141.0166),(6 146.69887),(7 149.9027),(8 151.76236),(9 153.03468),(10 154.41647),(11 155.94656),(12 156.73724),(13 160.7683),(14 161.7985),(15 161.70697),(16 160.99619),(17 159.43901),(18 158.67725),(19 160.77432),(20 163.07458),(21 163.34222),(22 163.13571),(23 164.44955),(24 166.59431),(25 168.3508),(26 168.79338),(27 167.08536),(28 166.32426),(29 168.07538),(30 168.71991),(31 174.19531),(32 172.67438),(33 175.54506),(34 173.95998),(35 176.67116),(36 176.7748),(37 176.1335),(38 174.3637),(39 173.65085),(40 172.53348),(41 175.27509),(42 177.73636),(43 179.72534),(44 177.32498),(45 174.77464),(46 172.84485),(47 172.8912),(48 174.61128),(49 175.45164),(50 176.14499),(51 176.56622),(52 175.87987),(53 173.64862),(54 171.60771),(55 170.95622),(56 171.28682),(57 172.04228),(58 171.81996),(59 171.66167),(60 173.27385),(61 173.78368),(62 173.42647),(63 171.84396),(64 170.5702),(65 171.3799),(66 171.61499),(67 170.37259),(68 169.5981),(69 169.58817),(70 169.58336),(71 171.04567),(72 170.95012),(73 172.02275),(74 173.09375),(75 171.68634),(76 172.19173),(77 173.078),(78 172.94595),(79 172.67259),
(1 69.85166),(2 104.340096),(3 129.04997),(4 133.38025),(5 136.34772),(6 141.86049),(7 145.8697),(8 148.61732),(9 151.6164),(10 155.72055),(11 157.73093),(12 159.98003),(13 160.81856),(14 160.2164),(15 160.1551),(16 161.8291),(17 161.93494),(18 162.06718),(19 164.10922),(20 164.11862),(21 163.6336),(22 163.55894),(23 164.45609),(24 167.11835),(25 168.72206),(26 168.08905),(27 167.77547),(28 167.44168),(29 168.46011),(30 168.87865),(31 173.17027),(32 171.27167),(33 172.79732),(34 171.97354),(35 173.03421),(36 172.68327),(37 172.33946),(38 171.24101),(39 168.71928),(40 168.06439),(41 171.43095),(42 173.6241),(43 176.0147),(44 173.43706),(45 173.97453),(46 173.54285),(47 177.21642),(48 178.53375),(49 179.09085),(50 179.61047),(51 176.96356),(52 176.4874),(53 175.81625),(54 174.63696),(55 173.94243),(56 174.37354),(57 174.31177),(58 175.39085),(59 176.33994),(60 178.25104),(61 178.55962),(62 178.12686),(63 176.30457),(64 175.59471),(65 177.5378),(66 179.60919),(67 179.95961),(68 181.47726),(69 179.12279),(70 178.04453),(71 177.98389),(72 178.06335),(73 179.50537),(74 180.46936),(75 178.73486),(76 178.71548),(77 178.60213),(78 178.5628),(79 178.67168),
