1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11139.376),(2 27110.111),(3 55895.656),(4 81839.77),(5 115388.875),(6 150645.05),(7 190865.3),(8 227958.19),(9 266554.6),(10 302640.5),(11 343358.72),(12 380398),(13 416017.5),(14 449194.34),(15 479863.9),(16 506864.6),(17 535514.3),(18 562090.8),(19 592003.06),(20 623467.94),(21 659142.8),(22 703912.25),(23 749317.94),(24 794359.2),(25 846421.94),(26 891227.5),(27 950136.8),(28 1005395.8),(29 1065594.4),(30 1126107),(31 1194268.5),(32 1267982.3),(33 1332741.3),(34 1407257.9),(35 1490369.5),(36 1575377.6),(37 1651979.5),(38 1733344.6),(39 1822423),(40 1899700.1),(41 1980113),(42 2064823.4),(43 2144068),(44 2211537.3),(45 2282131),(46 2359014.8),(47 2435886),(48 2514311.8),(49 2593484.8),(50 2675003),(51 2760443.3),(52 2841105),(53 2932487),(54 3040526.8),(55 3156727.8),(56 3278333.3),(57 3399166),(58 3511707.3),(59 3629594),(60 3744050.8),(61 3884397),(62 4019796),(63 4168191.3),(64 4309481.5),(65 4459714.5),(66 4598952),(67 4708656.5),(68 4822058.5),(69 4938188),(70 5089210.5),(71 5234998.5),(72 5380228.5),(73 5544486.5),(74 5703176),(75 5850222),(76 5978340),(77 6124754.5),(78 6266593.5),(79 6400180),
(1 167.27919),(2 196.14006),(3 211.01706),(4 219.87877),(5 227.03609),(6 228.70313),(7 231.54117),(8 235.13072),(9 235.17336),(10 240.29192),(11 241.77528),(12 243.9064),(13 243.79208),(14 246.54706),(15 245.99275),(16 242.24033),(17 243.34926),(18 241.63448),(19 243.24623),(20 241.32852),(21 241.63118),(22 243.50487),(23 244.4644),(24 246.19978),(25 246.76535),(26 249.24983),(27 250.7068),(28 250.57037),(29 252.69595),(30 255.01187),(31 253.1656),(32 257.78168),(33 258.8995),(34 250.76022),(35 250.98776),(36 251.57834),(37 253.57597),(38 252.34172),(39 253.54202),(40 253.80222),(41 253.36647),(42 252.71252),(43 253.44414),(44 256.5361),(45 256.89752),(46 256.82175),(47 256.64926),(48 253.41711),(49 256.5519),(50 261.29068),(51 255.21307),(52 257.73987),(53 256.30106),(54 258.2451),(55 258.69174),(56 254.70932),(57 254.46211),(58 256.9423),(59 258.24667),(60 257.40567),(61 260.6321),(62 262.56772),(63 260.06934),(64 263.85934),(65 262.97577),(66 263.5252),(67 265.55255),(68 263.55655),(69 264.12027),(70 264.58704),(71 260.99722),(72 262.1673),(73 260.12848),(74 260.70877),(75 257.8752),(76 258.04816),(77 257.3035),(78 257.86264),(79 261.06882),
(1 164.50906),(2 191.0896),(3 207.06145),(4 213.2913),(5 218.902),(6 223.0084),(7 227.95459),(8 230.34831),(9 229.31873),(10 228.63731),(11 235.19008),(12 233.89355),(13 237.3967),(14 239.60538),(15 240.79254),(16 239.7973),(17 239.25647),(18 238.56842),(19 240.31898),(20 242.33586),(21 241.37341),(22 242.29448),(23 241.14581),(24 239.63918),(25 241.79875),(26 245.11157),(27 246.55855),(28 246.58046),(29 245.81215),(30 248.03082),(31 247.19807),(32 248.31026),(33 244.59314),(34 242.42758),(35 244.16405),(36 242.42186),(37 242.04137),(38 244.03989),(39 241.79665),(40 239.68207),(41 242.54643),(42 240.38995),(43 243.95523),(44 240.44055),(45 240.4612),(46 240.62364),(47 239.54611),(48 241.03772),(49 240.61508),(50 239.13681),(51 240.7767),(52 239.42537),(53 243.38641),(54 240.4459),(55 244.35991),(56 242.24654),(57 243.32341),(58 244.11368),(59 245.19737),(60 248.95328),(61 250.05061),(62 248.35956),(63 247.66362),(64 248.07016),(65 247.09717),(66 248.24861),(67 247.13605),(68 245.40222),(69 249.95085),(70 248.24602),(71 246.33229),(72 248.38239),(73 249.24944),(74 249.58511),(75 249.38666),(76 247.81796),(77 248.762),(78 251.48131),(79 250.1892),
(1 159.58977),(2 190.02562),(3 206.04117),(4 209.24316),(5 216.98418),(6 222.69553),(7 226.3764),(8 229.85545),(9 231.99615),(10 232.65855),(11 234.00243),(12 232.32509),(13 236.62277),(14 234.90877),(15 237.29836),(16 236.12604),(17 238.22955),(18 238.39577),(19 239.5843),(20 244.06775),(21 241.61168),(22 242.14401),(23 242.79572),(24 242.17836),(25 244.61978),(26 244.3154),(27 241.41798),(28 244.12973),(29 246.37997),(30 248.387),(31 248.8297),(32 250.1973),(33 248.45853),(34 246.18848),(35 246.23708),(36 249.08055),(37 248.83853),(38 248.43019),(39 246.54271),(40 245.83997),(41 248.6971),(42 250.86238),(43 253.68292),(44 254.2015),(45 253.10178),(46 251.27347),(47 252.8045),(48 249.21538),(49 252.89978),(50 251.32683),(51 250.52638),(52 250.65016),(53 249.91728),(54 248.00853),(55 247.69725),(56 249.03514),(57 246.06293),(58 248.79881),(59 244.3353),(60 246.39801),(61 246.05156),(62 249.19916),(63 248.05286),(64 247.66997),(65 249.00037),(66 248.47975),(67 247.9518),(68 244.62918),(69 246.49272),(70 249.00374),(71 249.89993),(72 249.26715),(73 248.58745),(74 249.66226),(75 246.15448),(76 247.83049),(77 250.3346),(78 250.768),(79 249.83029),
(1 156.3017),(2 182.73524),(3 198.54214),(4 200.4919),(5 209.13954),(6 214.53287),(7 216.98766),(8 221.62224),(9 222.83421),(10 222.76642),(11 225.29767),(12 227.04993),(13 228.66528),(14 229.11212),(15 232.23746),(16 232.33354),(17 234.45663),(18 231.1576),(19 230.94771),(20 231.7566),(21 232.38159),(22 231.80019),(23 232.10643),(24 233.16881),(25 236.99141),(26 235.56671),(27 234.09229),(28 234.57974),(29 239.00833),(30 237.62018),(31 236.91321),(32 237.74663),(33 238.52841),(34 237.04445),(35 238.23361),(36 238.30817),(37 237.58905),(38 234.95445),(39 237.6044),(40 237.00893),(41 237.72896),(42 235.83464),(43 238.95331),(44 239.08978),(45 239.17323),(46 238.96098),(47 239.06987),(48 236.94876),(49 240.69409),(50 238.32053),(51 240.45683),(52 238.78773),(53 241.64247),(54 240.89355),(55 239.161),(56 242.8239),(57 244.81017),(58 247.46771),(59 245.90276),(60 247.51285),(61 249.24248),(62 249.90012),(63 250.74915),(64 252.97643),(65 249.07341),(66 246.22554),(67 243.53662),(68 245.60904),(69 240.49176),(70 243.83276),(71 239.54138),(72 240.38602),(73 240.5604),(74 245.11058),(75 243.62335),(76 241.1389),(77 242.82988),(78 242.83505),(79 242.13332),
(1 159.4253),(2 185.2897),(3 198.25114),(4 202.94254),(5 208.14413),(6 211.87407),(7 217.85454),(8 216.72429),(9 215.52922),(10 221.4228),(11 219.03586),(12 223.7669),(13 226.68736),(14 229.05612),(15 228.99635),(16 230.39479),(17 229.61522),(18 231.03406),(19 234.94737),(20 235.04637),(21 236.5973),(22 238.55391),(23 234.0094),(24 238.98604),(25 242.34752),(26 240.78854),(27 239.85826),(28 238.85074),(29 239.39932),(30 240.29382),(31 241.5977),(32 244.64151),(33 239.85378),(34 241.64851),(35 239.25453),(36 241.27414),(37 243.4886),(38 245.49542),(39 244.37822),(40 239.21065),(41 237.90414),(42 239.30293),(43 240.51834),(44 241.40382),(45 238.7552),(46 241.3622),(47 239.30937),(48 238.27919),(49 240.72353),(50 240.94),(51 241.50247),(52 239.00977),(53 243.96193),(54 239.66617),(55 239.61038),(56 241.98389),(57 241.46451),(58 239.76875),(59 238.49388),(60 240.46631),(61 240.41489),(62 241.65523),(63 239.0357),(64 239.1971),(65 242.74109),(66 237.82162),(67 241.23425),(68 238.83575),(69 238.93233),(70 237.80942),(71 237.61038),(72 239.21907),(73 236.5991),(74 236.63574),(75 237.12386),(76 239.15881),(77 240.85509),(78 242.13191),(79 242.74425),
(1 152.22234),(2 178.96828),(3 191.62076),(4 195.5413),(5 201.91133),(6 208.29082),(7 209.74226),(8 211.06062),(9 211.45363),(10 215.81203),(11 215.92296),(12 217.35083),(13 221.39738),(14 221.62567),(15 223.4498),(16 222.95572),(17 224.56268),(18 224.5441),(19 228.90372),(20 226.86285),(21 227.63138),(22 228.06448),(23 225.36165),(24 229.36623),(25 228.74248),(26 229.6503),(27 227.83157),(28 228.56694),(29 232.78453),(30 228.64125),(31 229.80304),(32 227.32813),(33 227.0739),(34 228.21269),(35 226.85774),(36 229.99321),(37 229.73376),(38 231.10785),(39 230.14726),(40 232.62212),(41 227.45728),(42 226.50491),(43 229.25296),(44 229.98242),(45 229.56186),(46 230.35895),(47 231.62888),(48 230.65198),(49 231.04985),(50 230.91248),(51 235.19058),(52 232.84909),(53 233.07225),(54 232.59073),(55 233.36752),(56 233.9597),(57 233.91197),(58 234.8543),(59 232.41605),(60 231.7439),(61 233.08563),(62 233.50597),(63 235.42738),(64 232.59642),(65 235.8496),(66 235.74118),(67 232.72795),(68 234.45334),(69 232.38725),(70 235.45387),(71 232.7896),(72 235.33678),(73 236.95407),(74 235.8537),(75 234.42664),(76 234.95331),(77 232.97212),(78 233.79593),(79 233.0995),
(1 147.29253),(2 174.8934),(3 186.38768),(4 191.79056),(5 194.59064),(6 199.33545),(7 205.15907),(8 206.03505),(9 208.23956),(10 210.39658),(11 208.79633),(12 211.74034),(13 216.4652),(14 216.96672),(15 219.58739),(16 220.6242),(17 223.29886),(18 222.81358),(19 224.37082),(20 226.1868),(21 227.50389),(22 228.80148),(23 228.518),(24 229.3116),(25 227.8021),(26 228.98994),(27 232.83342),(28 232.11937),(29 233.31673),(30 230.64795),(31 234.45299),(32 232.35095),(33 232.45233),(34 233.73744),(35 232.77946),(36 229.92784),(37 233.4676),(38 234.24457),(39 231.43216),(40 233.85217),(41 230.64154),(42 232.6062),(43 233.31242),(44 232.4009),(45 231.96114),(46 231.72531),(47 229.56941),(48 228.93399),(49 229.22163),(50 229.24406),(51 231.61159),(52 229.68475),(53 231.91435),(54 229.8199),(55 225.75644),(56 227.01294),(57 228.3557),(58 227.31892),(59 223.32994),(60 224.6783),(61 227.35811),(62 227.03201),(63 228.67162),(64 228.10313),(65 227.7504),(66 229.45784),(67 232.58878),(68 230.21474),(69 229.72536),(70 229.65013),(71 227.26572),(72 228.10635),(73 227.8345),(74 229.68205),(75 233.11736),(76 232.12723),(77 227.8581),(78 226.32768),(79 227.1889),
(1 152.65112),(2 179.02428),(3 191.18819),(4 194.60565),(5 201.56621),(6 204.03668),(7 210.00838),(8 211.45488),(9 209.41837),(10 212.39323),(11 215.08441),(12 216.57341),(13 219.26059),(14 219.87868),(15 221.02507),(16 220.08803),(17 225.92438),(18 224.17278),(19 225.20627),(20 226.32217),(21 225.61835),(22 228.79321),(23 225.26067),(24 224.81963),(25 225.80528),(26 226.80481),(27 226.5859),(28 229.37645),(29 229.83966),(30 228.373),(31 230.08206),(32 229.92865),(33 229.23096),(34 227.52072),(35 227.56535),(36 225.90634),(37 224.34273),(38 228.55412),(39 228.30043),(40 227.22588),(41 227.70726),(42 229.27126),(43 230.72247),(44 231.33592),(45 231.22888),(46 231.25801),(47 227.03955),(48 225.58293),(49 226.86382),(50 228.12115),(51 228.94806),(52 228.46704),(53 228.71365),(54 228.9725),(55 231.29216),(56 232.41138),(57 231.55896),(58 230.13628),(59 231.44647),(60 232.49814),(61 231.3416),(62 233.5646),(63 234.7358),(64 235.55045),(65 233.78061),(66 234.39342),(67 234.65408),(68 231.82257),(69 230.48897),(70 232.81926),(71 229.84544),(72 229.12854),(73 226.75514),(74 228.82086),(75 229.76321),(76 229.11382),(77 225.39282),(78 226.69968),(79 227.322),
(1 147.33652),(2 172.18901),(3 182.4066),(4 186.57907),(5 192.17612),(6 196.46407),(7 202.71968),(8 203.17863),(9 202.25555),(10 204.74908),(11 205.6565),(12 206.65283),(13 209.53046),(14 208.17831),(15 211.87303),(16 214.87349),(17 215.63011),(18 215.30403),(19 221.58353),(20 221.22163),(21 220.83995),(22 219.09866),(23 216.56152),(24 219.56615),(25 220.79347),(26 220.18167),(27 219.7965),(28 220.54137),(29 219.87825),(30 221.08508),(31 221.00294),(32 221.20975),(33 219.72804),(34 218.03072),(35 217.1467),(36 216.32921),(37 213.80865),(38 218.83058),(39 217.21658),(40 215.03925),(41 218.06728),(42 219.42868),(43 221.59267),(44 223.61333),(45 221.23181),(46 223.04376),(47 224.52095),(48 221.06078),(49 223.24977),(50 223.49898),(51 224.3347),(52 223.42577),(53 225.1671),(54 226.27318),(55 224.5746),(56 228.35783),(57 224.29504),(58 223.5434),(59 227.45287),(60 228.66714),(61 226.3285),(62 224.89545),(63 227.42023),(64 227.06155),(65 225.20503),(66 225.74857),(67 223.75685),(68 224.51878),(69 224.26299),(70 224.09315),(71 224.15959),(72 225.8233),(73 226.99307),(74 226.49545),(75 224.98558),(76 222.31404),(77 223.7568),(78 223.31303),(79 223.2544),
(1 144.5302),(2 169.87358),(3 181.98442),(4 189.04033),(5 191.67252),(6 199.42758),(7 200.42188),(8 202.66853),(9 204.25954),(10 208.69371),(11 206.803),(12 208.90717),(13 213.13864),(14 212.37225),(15 215.46011),(16 214.9702),(17 216.39336),(18 214.5368),(19 218.35223),(20 215.49956),(21 216.61664),(22 218.38899),(23 216.84975),(24 217.97612),(25 219.72737),(26 222.57465),(27 222.15555),(28 222.97849),(29 220.65253),(30 222.59158),(31 221.60313),(32 222.47664),(33 220.52061),(34 218.6384),(35 221.053),(36 217.34755),(37 218.43198),(38 220.32277),(39 218.1911),(40 216.9401),(41 216.81546),(42 219.59987),(43 219.02628),(44 219.19621),(45 217.49895),(46 219.18207),(47 215.9431),(48 216.55194),(49 217.40546),(50 219.682),(51 220.31721),(52 218.49796),(53 219.35115),(54 221.89153),(55 222.30623),(56 222.91304),(57 224.29123),(58 223.6491),(59 223.53473),(60 224.07877),(61 221.40797),(62 220.65384),(63 220.51678),(64 222.81528),(65 224.2331),(66 223.27365),(67 223.39084),(68 222.85347),(69 222.31541),(70 221.04953),(71 219.39441),(72 220.1478),(73 224.47578),(74 224.99602),(75 221.35634),(76 220.70499),(77 221.83035),(78 221.47893),(79 220.76953),
(1 142.24388),(2 163.33563),(3 173.24185),(4 180.61563),(5 184.10724),(6 190.20105),(7 192.14957),(8 192.78423),(9 194.20892),(10 195.21703),(11 197.36548),(12 198.71687),(13 200.49129),(14 204.79295),(15 207.35141),(16 204.39445),(17 206.16177),(18 203.93839),(19 204.10316),(20 205.35431),(21 206.7537),(22 206.848),(23 207.84727),(24 210.48798),(25 211.56134),(26 213.83841),(27 212.86545),(28 210.97519),(29 208.49846),(30 208.69107),(31 213.95753),(32 212.41977),(33 210.58821),(34 213.26704),(35 210.91124),(36 210.98172),(37 210.94968),(38 214.32228),(39 212.56451),(40 210.66814),(41 212.23586),(42 215.02399),(43 214.78009),(44 216.9438),(45 215.62552),(46 213.7136),(47 212.95642),(48 213.35663),(49 211.539),(50 212.82137),(51 213.59633),(52 211.26703),(53 214.19597),(54 211.78397),(55 211.10588),(56 211.40288),(57 211.28766),(58 213.47714),(59 212.77745),(60 214.19997),(61 214.0325),(62 211.39532),(63 212.19475),(64 213.61218),(65 212.9415),(66 210.74535),(67 211.65276),(68 211.2607),(69 211.5511),(70 213.49124),(71 214.48637),(72 211.73622),(73 215.32898),(74 214.53966),(75 213.03897),(76 213.93669),(77 213.87099),(78 215.00197),(79 213.38199),
(1 139.17589),(2 161.96188),(3 173.1698),(4 178.82672),(5 183.08612),(6 188.32857),(7 190.5634),(8 195.01056),(9 192.96236),(10 195.91238),(11 196.18349),(12 199.28168),(13 198.88531),(14 198.79262),(15 201.27812),(16 201.83684),(17 202.41444),(18 204.57059),(19 207.58688),(20 209.22481),(21 207.88412),(22 206.5073),(23 204.32697),(24 205.26071),(25 205.96304),(26 207.86327),(27 209.63438),(28 208.98953),(29 211.50124),(30 213.0983),(31 211.19215),(32 211.90942),(33 210.76453),(34 209.47299),(35 208.97878),(36 210.27434),(37 208.59807),(38 208.14223),(39 210.88724),(40 209.47688),(41 209.61789),(42 211.86359),(43 211.86917),(44 213.01534),(45 211.42717),(46 210.53882),(47 211.00943),(48 214.88254),(49 213.72679),(50 211.3901),(51 211.08086),(52 211.72952),(53 213.29237),(54 214.4014),(55 212.72108),(56 215.70482),(57 215.15695),(58 212.94992),(59 211.99683),(60 213.73549),(61 209.42708),(62 207.94427),(63 211.22643),(64 211.14963),(65 212.41655),(66 208.65439),(67 212.38681),(68 212.241),(69 212.2329),(70 210.67125),(71 210.28038),(72 211.26343),(73 212.56555),(74 215.94106),(75 211.7724),(76 212.36993),(77 211.77426),(78 209.85458),(79 209.69566),
(1 140.47485),(2 164.80951),(3 177.14375),(4 180.96977),(5 188.16896),(6 190.04005),(7 194.74655),(8 196.09264),(9 196.13661),(10 196.39499),(11 196.05836),(12 198.33089),(13 200.43155),(14 202.76852),(15 205.67393),(16 200.93352),(17 203.72206),(18 203.31068),(19 209.44333),(20 209.39856),(21 208.40929),(22 209.85811),(23 208.85793),(24 208.55817),(25 204.8131),(26 209.32227),(27 209.33557),(28 210.72366),(29 209.29906),(30 210.80595),(31 210.00713),(32 210.83661),(33 209.40012),(34 208.07404),(35 207.50795),(36 207.88123),(37 205.88269),(38 207.09755),(39 210.6496),(40 208.56583),(41 212.06343),(42 214.40564),(43 212.91064),(44 211.48387),(45 210.55414),(46 209.43729),(47 211.34825),(48 211.06708),(49 209.55048),(50 210.65962),(51 211.77768),(52 210.55148),(53 210.03767),(54 211.96083),(55 209.185),(56 210.09769),(57 213.2822),(58 212.8234),(59 210.78519),(60 211.80617),(61 212.74504),(62 211.02531),(63 210.09216),(64 209.45625),(65 211.42134),(66 211.07547),(67 210.60506),(68 210.337),(69 210.71458),(70 209.64232),(71 209.39262),(72 210.78325),(73 212.26985),(74 212.70033),(75 212.0508),(76 209.49849),(77 211.1373),(78 211.54242),(79 211.71764),
(1 135.91977),(2 157.0599),(3 169.49796),(4 176.52472),(5 180.29083),(6 181.87967),(7 183.82492),(8 185.03983),(9 187.20845),(10 189.81287),(11 190.59575),(12 193.83679),(13 195.43391),(14 196.11484),(15 198.44856),(16 197.53236),(17 197.8967),(18 196.6975),(19 198.89006),(20 196.38332),(21 194.80144),(22 198.53809),(23 195.83887),(24 196.91696),(25 198.45285),(26 199.66489),(27 201.12286),(28 202.63797),(29 200.58401),(30 202.12115),(31 201.1208),(32 202.01602),(33 203.51253),(34 200.85686),(35 202.59926),(36 198.98096),(37 201.39735),(38 200.48898),(39 202.3904),(40 202.22343),(41 202.72467),(42 204.32707),(43 203.85872),(44 208.43193),(45 206.27051),(46 209.1312),(47 209.94263),(48 206.28412),(49 204.74275),(50 208.22037),(51 206.70667),(52 206.5514),(53 206.85403),(54 206.59018),(55 204.3497),(56 205.92789),(57 206.44685),(58 204.49326),(59 204.86192),(60 205.26762),(61 205.71832),(62 204.927),(63 204.61426),(64 203.96408),(65 203.58997),(66 203.86783),(67 203.36421),(68 202.8714),(69 201.38022),(70 202.20805),(71 203.59935),(72 202.59795),(73 201.77019),(74 202.7888),(75 201.12369),(76 199.21541),(77 201.11923),(78 203.14185),(79 201.33186),
(1 136.52702),(2 160.08986),(3 170.29199),(4 175.72243),(5 180.20538),(6 186.71663),(7 187.61787),(8 188.99292),(9 192.24313),(10 191.37233),(11 192.70883),(12 195.30313),(13 195.42288),(14 196.78313),(15 198.14923),(16 196.2178),(17 198.66226),(18 198.55023),(19 201.24214),(20 199.85767),(21 198.88037),(22 200.45038),(23 199.92328),(24 201.10832),(25 199.99495),(26 200.50795),(27 201.32942),(28 203.32658),(29 202.8165),(30 204.73631),(31 204.98413),(32 202.69574),(33 201.88168),(34 199.10529),(35 200.15257),(36 200.4873),(37 201.90355),(38 201.59877),(39 201.99161),(40 199.2483),(41 199.99876),(42 198.37965),(43 199.86165),(44 200.33684),(45 200.13036),(46 201.05005),(47 198.27065),(48 195.16127),(49 197.40952),(50 200.50409),(51 199.09119),(52 197.37398),(53 197.44615),(54 199.91675),(55 198.61682),(56 197.01483),(57 196.95634),(58 198.14375),(59 200.18498),(60 198.42654),(61 199.19847),(62 198.87558),(63 198.83327),(64 200.22614),(65 197.8651),(66 199.50726),(67 197.8098),(68 194.32912),(69 196.27112),(70 197.18631),(71 196.86119),(72 197.02118),(73 196.18681),(74 199.09064),(75 198.4418),(76 198.06409),(77 196.09592),(78 199.60506),(79 200.98466),
(1 131.7017),(2 154.81612),(3 164.86844),(4 169.89532),(5 171.19699),(6 175.34799),(7 180.57408),(8 183.09428),(9 184.59044),(10 185.64027),(11 185.27443),(12 189.92885),(13 189.36491),(14 190.41942),(15 191.64032),(16 190.38156),(17 194.39964),(18 193.46713),(19 197.04938),(20 198.5444),(21 197.58916),(22 198.41185),(23 199.20702),(24 198.98573),(25 200.64742),(26 204.41931),(27 203.9276),(28 201.87189),(29 199.3795),(30 202.43486),(31 201.91048),(32 202.26949),(33 200.01608),(34 199.64337),(35 202.4142),(36 200.66888),(37 200.27753),(38 200.25365),(39 200.78728),(40 197.41338),(41 200.11697),(42 202.49992),(43 200.27003),(44 197.64536),(45 197.31027),(46 197.95692),(47 201.02892),(48 198.73135),(49 195.78981),(50 198.71689),(51 198.58058),(52 196.8485),(53 199.31438),(54 200.49),(55 197.64201),(56 197.87852),(57 196.28995),(58 199.97226),(59 198.35031),(60 196.93748),(61 197.52415),(62 197.14438),(63 198.71298),(64 197.48677),(65 200.6296),(66 198.4549),(67 196.9397),(68 193.9739),(69 196.9356),(70 198.63565),(71 197.19678),(72 198.63617),(73 201.49808),(74 198.2241),(75 197.6916),(76 196.8889),(77 198.19527),(78 199.15613),(79 199.42009),
(1 131.0594),(2 151.72552),(3 161.03421),(4 168.18379),(5 172.34975),(6 175.19719),(7 178.26616),(8 178.41997),(9 179.02367),(10 179.66724),(11 181.32503),(12 184.03307),(13 185.29155),(14 185.6127),(15 187.51761),(16 187.37671),(17 188.983),(18 191.32701),(19 190.3805),(20 193.0772),(21 192.52045),(22 191.25978),(23 189.98534),(24 193.88031),(25 193.04471),(26 192.44016),(27 193.68532),(28 192.6765),(29 194.43993),(30 194.28119),(31 194.63481),(32 196.42897),(33 196.03918),(34 195.12105),(35 193.2514),(36 195.96565),(37 194.18367),(38 195.30011),(39 197.11201),(40 196.27681),(41 198.27812),(42 200.15211),(43 198.77313),(44 196.41206),(45 199.52556),(46 197.11821),(47 200.68884),(48 198.17921),(49 197.93028),(50 198.99568),(51 196.84938),(52 195.65819),(53 196.5952),(54 196.56482),(55 197.01648),(56 197.53326),(57 198.0027),(58 197.72475),(59 196.12178),(60 197.59187),(61 198.65288),(62 197.70714),(63 198.03139),(64 195.44688),(65 196.86446),(66 193.43721),(67 194.67278),(68 194.8755),(69 197.10742),(70 197.50201),(71 193.6541),(72 195.4641),(73 197.04106),(74 195.1309),(75 193.54213),(76 194.48329),(77 195.37244),(78 195.60316),(79 196.90457),
