1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1126.91),(2 1652.9999),(3 1969.6265),(4 2144.4524),(5 2243.4321),(6 2318.883),(7 2377.7644),(8 2474.8206),(9 2541.9253),(10 2610.769),(11 2645.8367),(12 2674.9304),(13 2704.9934),(14 2768.889),(15 2780.0273),(16 2792.9648),(17 2821.0754),(18 2838.5295),(19 2829.89),(20 2836.265),(21 2857.7659),(22 2852.643),(23 2856.9485),(24 2868.8943),(25 2900.3962),(26 2914.218),(27 2922.7666),(28 2897.25),(29 2910.4255),(30 2908.0283),(31 2915.878),(32 2923.6655),(33 2925.832),(34 2933.7307),(35 2921.9143),(36 2923.506),(37 2942.5652),(38 2989.4126),(39 3017.5122),(40 3004.6736),(41 2981.737),(42 2992.9119),(43 3010.032),(44 3024.3232),(45 3038.329),(46 3019.7334),(47 3019.3494),(48 3010.8574),(49 3038.4429),(50 3053.931),(51 3055.9482),(52 3057.578),(53 3070.251),(54 3077.899),(55 3042.032),(56 3038.4534),(57 3016.5884),(58 3027.595),(59 3047.4243),(60 3040.8088),(61 3029.8523),(62 3044.3882),(63 3068.8633),(64 3059.4856),(65 3069.0132),(66 3067.181),(67 3076.1382),(68 3085.536),(69 3125.985),(70 3097.3132),(71 3062.9565),(72 3097.1794),(73 3098.4954),(74 3082.019),(75 3107.755),(76 3095.4424),(77 3099.5837),(78 3104.4663),(79 3098.6855),
(1 1092.819),(2 1606.1917),(3 1869.2897),(4 2032.3595),(5 2144.4695),(6 2247.852),(7 2318.852),(8 2424.5137),(9 2479.7673),(10 2521.135),(11 2558.895),(12 2579.8394),(13 2583.1692),(14 2651.2002),(15 2711.574),(16 2699.9211),(17 2698.2095),(18 2714.7356),(19 2725.2358),(20 2729.5273),(21 2768.0073),(22 2786.127),(23 2764.2039),(24 2741.2559),(25 2758.3623),(26 2785.7964),(27 2832.1724),(28 2816.2976),(29 2838.9714),(30 2876.151),(31 2870.946),(32 2866.5835),(33 2877.979),(34 2877.151),(35 2857.6729),(36 2834.8262),(37 2867.9526),(38 2911.818),(39 2919.726),(40 2922.993),(41 2907.2747),(42 2881.7764),(43 2891.5623),(44 2908.2559),(45 2904.3223),(46 2890.0059),(47 2866.2773),(48 2847.994),(49 2837.8484),(50 2846.942),(51 2863.6973),(52 2876.3118),(53 2909.1753),(54 2898.3247),(55 2892.0474),(56 2902.8867),(57 2914.4058),(58 2917.6047),(59 2925.5474),(60 2910.9116),(61 2916.04),(62 2953.4607),(63 2962.9202),(64 2946.4365),(65 2944.1694),(66 2923.2527),(67 2937.1653),(68 2972.9),(69 2977.9656),(70 2984.4834),(71 2987.745),(72 2993.4353),(73 2985.9563),(74 2998.617),(75 3012.373),(76 2984.833),(77 3010.917),(78 3013.9536),(79 3010.0884),
(1 1075.0597),(2 1578.4766),(3 1851.4636),(4 2004.156),(5 2103.4421),(6 2220.5889),(7 2306.8586),(8 2388.2046),(9 2449.8586),(10 2497.6223),(11 2539.4402),(12 2577.4805),(13 2582.2422),(14 2616.7207),(15 2620.8076),(16 2629.269),(17 2664.0886),(18 2706.2883),(19 2707.0593),(20 2673.6143),(21 2698.4302),(22 2705.5479),(23 2691.2952),(24 2692.5066),(25 2701.6995),(26 2718.9182),(27 2719.0918),(28 2711.8281),(29 2731.5837),(30 2720.304),(31 2740.3127),(32 2759.1519),(33 2760.3743),(34 2791.0652),(35 2759.2563),(36 2749.7778),(37 2751.6858),(38 2784.2102),(39 2786.3381),(40 2788.692),(41 2777.9697),(42 2793.7717),(43 2814.3882),(44 2834.6873),(45 2830.9841),(46 2825.7656),(47 2843.9263),(48 2834.9067),(49 2846.1277),(50 2851.8677),(51 2867.1113),(52 2867.0164),(53 2874.8499),(54 2896.3613),(55 2857.7153),(56 2849.418),(57 2857.9817),(58 2884.248),(59 2885.2908),(60 2903.434),(61 2923.2168),(62 2914.5918),(63 2923.9927),(64 2923.745),(65 2895.16),(66 2881.4243),(67 2888.8462),(68 2904.593),(69 2873.9316),(70 2882.4377),(71 2874.5732),(72 2885.9277),(73 2869.0488),(74 2914.236),(75 2916.2258),(76 2909.5518),(77 2935.514),(78 2941.233),(79 2946.1582),
(1 1049.2839),(2 1543.5333),(3 1797.8536),(4 1958.9385),(5 2083.7637),(6 2183.3655),(7 2263.1184),(8 2336.7122),(9 2398.6504),(10 2460.9575),(11 2486.3762),(12 2489.1653),(13 2503.6384),(14 2527.968),(15 2581.9849),(16 2603.3467),(17 2623.8245),(18 2648.5613),(19 2683.1453),(20 2712.7073),(21 2716.3032),(22 2737.741),(23 2761.33),(24 2782.3818),(25 2796.3418),(26 2828.907),(27 2847.9683),(28 2817.2754),(29 2809.231),(30 2790.4556),(31 2787.2375),(32 2801.2493),(33 2791.8074),(34 2806.434),(35 2804.1377),(36 2811.6707),(37 2787.5918),(38 2800.8025),(39 2805.7153),(40 2801.4082),(41 2805.5881),(42 2832.6472),(43 2846.778),(44 2847.3335),(45 2843.6938),(46 2833.8408),(47 2850.813),(48 2848.7769),(49 2835.9766),(50 2860.1445),(51 2878.3953),(52 2891.9814),(53 2882.851),(54 2875.7385),(55 2856.6868),(56 2871.075),(57 2869.941),(58 2905.564),(59 2878.0947),(60 2879.5588),(61 2894.0078),(62 2920.0881),(63 2940.1096),(64 2927.5264),(65 2925.5098),(66 2925.362),(67 2920.6802),(68 2940.0308),(69 2922.077),(70 2947.756),(71 2948.578),(72 2923.508),(73 2914.9631),(74 2913.5144),(75 2944.1804),(76 2967.258),(77 2971.204),(78 2945.723),(79 2900.9915),
(1 1030.6139),(2 1521.3503),(3 1793.1747),(4 1933.0531),(5 2063.4116),(6 2171.5486),(7 2271.7825),(8 2330.059),(9 2374.2551),(10 2418.008),(11 2454.577),(12 2492.9692),(13 2522.2415),(14 2562.943),(15 2577.511),(16 2596.1658),(17 2603.034),(18 2647.2256),(19 2665.4478),(20 2652.737),(21 2663.556),(22 2662.2083),(23 2676.1533),(24 2692.6963),(25 2689.413),(26 2696.104),(27 2699.0786),(28 2686.1558),(29 2701.8472),(30 2699.7913),(31 2694.4875),(32 2708.895),(33 2699.6978),(34 2691.6665),(35 2692.5955),(36 2710.2354),(37 2697.2588),(38 2733.5845),(39 2730.1934),(40 2692.329),(41 2706.923),(42 2695.0579),(43 2722.3845),(44 2733.7139),(45 2712.4495),(46 2709.0637),(47 2719.104),(48 2710.8518),(49 2708.405),(50 2704.8718),(51 2720.1812),(52 2735.196),(53 2731.984),(54 2761.2864),(55 2745.428),(56 2743.6912),(57 2742.159),(58 2749.1885),(59 2722.9849),(60 2717.0164),(61 2716.431),(62 2721.696),(63 2752.8516),(64 2780.251),(65 2772.3604),(66 2787.0056),(67 2804.9202),(68 2833.284),(69 2825.5583),(70 2822.6375),(71 2826.0142),(72 2807.4849),(73 2790.7388),(74 2811.9214),(75 2838.7852),(76 2848.6992),(77 2886.201),(78 2897.0623),(79 2887.373),
(1 1018.58984),(2 1464.8212),(3 1725.8828),(4 1855.3278),(5 1964.5128),(6 2083.896),(7 2160.5156),(8 2222.9875),(9 2258.8875),(10 2291.6245),(11 2334.3892),(12 2353.792),(13 2365.8733),(14 2432.059),(15 2476.2568),(16 2479.1028),(17 2532.3418),(18 2568.8394),(19 2572.2444),(20 2563.432),(21 2590.5847),(22 2613.8655),(23 2587.1821),(24 2600.6616),(25 2607.605),(26 2636.8643),(27 2612.64),(28 2621.7761),(29 2600.528),(30 2615.0537),(31 2633.722),(32 2605.13),(33 2590.279),(34 2585.0403),(35 2574.1594),(36 2572.4194),(37 2601.5474),(38 2635.4834),(39 2662.3901),(40 2661.2595),(41 2649.4475),(42 2664.4067),(43 2661.319),(44 2686.2188),(45 2674.1018),(46 2656.509),(47 2682.2603),(48 2684.246),(49 2684.1313),(50 2702.4194),(51 2696.952),(52 2717.1577),(53 2726.0964),(54 2717.1704),(55 2718.956),(56 2735.8281),(57 2746.4138),(58 2752.2466),(59 2715.5176),(60 2696.964),(61 2686.7473),(62 2713.2568),(63 2728.5781),(64 2746.1096),(65 2745.7673),(66 2760.365),(67 2784.5862),(68 2794.1567),(69 2819.5164),(70 2812.7773),(71 2831.2722),(72 2821.4063),(73 2813.6404),(74 2821.9482),(75 2824.7712),(76 2825.8093),(77 2841.6401),(78 2860.312),(79 2842.808),
(1 979.04535),(2 1420.2229),(3 1654.7284),(4 1782.0906),(5 1890.1633),(6 2000.726),(7 2079.2195),(8 2158.267),(9 2184.8425),(10 2228.8015),(11 2271.9863),(12 2297.298),(13 2318.3933),(14 2377.8792),(15 2396.3267),(16 2396.1343),(17 2406.4644),(18 2409.2795),(19 2445.8694),(20 2453.6724),(21 2481.7744),(22 2489.113),(23 2464.0647),(24 2463.6245),(25 2457.8394),(26 2481.7026),(27 2475.7544),(28 2485.4956),(29 2492.24),(30 2498.8008),(31 2496.4731),(32 2526.4834),(33 2535.8594),(34 2546.6553),(35 2522.387),(36 2508.2605),(37 2505.9417),(38 2529.8025),(39 2548.1768),(40 2524.743),(41 2528.1797),(42 2538.7312),(43 2523.0925),(44 2539.9558),(45 2542.4333),(46 2542.9446),(47 2521.387),(48 2517.5667),(49 2516.0166),(50 2520.139),(51 2550.1448),(52 2548.7158),(53 2555.3208),(54 2553.4312),(55 2557.9968),(56 2573.6116),(57 2603.4465),(58 2618.875),(59 2595.061),(60 2609.9028),(61 2598.6755),(62 2599.2322),(63 2608.6333),(64 2574.8801),(65 2592.3323),(66 2621.6167),(67 2626.4316),(68 2637.6575),(69 2624.9573),(70 2648.5217),(71 2676.5303),(72 2669.2625),(73 2692.0662),(74 2709.0188),(75 2713.3032),(76 2704.1467),(77 2711.9456),(78 2716.9524),(79 2714.5947),
(1 962.1111),(2 1420.0055),(3 1665.7561),(4 1809.5906),(5 1883.8369),(6 1989.2601),(7 2054.386),(8 2129.7207),(9 2160.3774),(10 2202.6714),(11 2260.3225),(12 2289.2793),(13 2311.6926),(14 2361.4775),(15 2387.1067),(16 2400.677),(17 2419.8457),(18 2416.0413),(19 2435.063),(20 2459.0283),(21 2477.5366),(22 2474.3801),(23 2497.391),(24 2526.6057),(25 2534.293),(26 2538.1897),(27 2550.0417),(28 2553.2126),(29 2543.1204),(30 2561.559),(31 2590.8804),(32 2590.7175),(33 2582.173),(34 2605.275),(35 2555.2512),(36 2545.2422),(37 2561.5435),(38 2585.6506),(39 2593.4463),(40 2588.795),(41 2592.8257),(42 2595.4626),(43 2606.1853),(44 2608.5217),(45 2596.22),(46 2608.861),(47 2605.2446),(48 2615.9194),(49 2621.2231),(50 2610.4414),(51 2614.6284),(52 2600.2864),(53 2577.5781),(54 2594.336),(55 2609.4302),(56 2605.4453),(57 2625.9292),(58 2621.976),(59 2599.2144),(60 2631.841),(61 2623.0205),(62 2649.6155),(63 2653.735),(64 2662.6472),(65 2662.238),(66 2702.2515),(67 2681.4102),(68 2688.8333),(69 2696.1453),(70 2687.7212),(71 2717.246),(72 2715.3987),(73 2725.7422),(74 2742.4028),(75 2737.2256),(76 2753.5442),(77 2765.8337),(78 2759.6172),(79 2763.077),
(1 941.7691),(2 1384.4341),(3 1627.9374),(4 1754.254),(5 1856.1837),(6 1937.7455),(7 2030.6898),(8 2098.064),(9 2159.2454),(10 2201.0112),(11 2235.2776),(12 2250.8508),(13 2279.0085),(14 2300.7454),(15 2307.7717),(16 2347.9077),(17 2356.4673),(18 2360.3386),(19 2358.7068),(20 2391.7087),(21 2403.8342),(22 2416.3188),(23 2395.732),(24 2428.825),(25 2407.1113),(26 2427.7131),(27 2441.6123),(28 2454.222),(29 2454.7593),(30 2462.1782),(31 2478.447),(32 2465.7947),(33 2441.539),(34 2446.9744),(35 2427.3647),(36 2413.5383),(37 2425.1196),(38 2452.049),(39 2468.128),(40 2463.0708),(41 2455.4937),(42 2481.609),(43 2498.6626),(44 2502.6375),(45 2497.7634),(46 2514.3127),(47 2491.7441),(48 2503.0334),(49 2524.536),(50 2539.5815),(51 2540.6143),(52 2544.0828),(53 2501.8923),(54 2483.076),(55 2471.8855),(56 2481.4233),(57 2488.9902),(58 2492.4343),(59 2492.582),(60 2476.6553),(61 2464.9106),(62 2487.5925),(63 2489.7017),(64 2485.4688),(65 2495.4805),(66 2503.85),(67 2497.9136),(68 2513.16),(69 2526.857),(70 2547.9258),(71 2555.7842),(72 2575.1997),(73 2585.7441),(74 2625.2896),(75 2631.8555),(76 2629.9702),(77 2646.1113),(78 2670.907),(79 2659.805),
(1 936.832),(2 1360.7045),(3 1616.3656),(4 1755.0739),(5 1847.3883),(6 1919.9609),(7 1985.1156),(8 2066.4756),(9 2118.4583),(10 2151.556),(11 2183.7268),(12 2193.2527),(13 2199.8362),(14 2229.0627),(15 2247.95),(16 2256.1758),(17 2269.4404),(18 2248.2),(19 2270.1885),(20 2307.9788),(21 2303.9878),(22 2304.704),(23 2310.4863),(24 2333.988),(25 2338.927),(26 2352.6494),(27 2388.9197),(28 2402.1006),(29 2399.5547),(30 2397.5105),(31 2385.782),(32 2387.0508),(33 2392.0735),(34 2383.6096),(35 2366.985),(36 2363.6455),(37 2364.727),(38 2403.535),(39 2430.7473),(40 2435.234),(41 2431.758),(42 2448.3767),(43 2463.1064),(44 2464.0452),(45 2447.314),(46 2438.0022),(47 2451.2466),(48 2443.9155),(49 2432.5505),(50 2441.8345),(51 2435.5212),(52 2454.2576),(53 2443.312),(54 2458.2144),(55 2462.052),(56 2479.2803),(57 2480.0186),(58 2495.745),(59 2478.98),(60 2473.2944),(61 2476.272),(62 2479.4536),(63 2479.3916),(64 2478.1973),(65 2493.4888),(66 2510.9263),(67 2491.8706),(68 2507.9263),(69 2513.0269),(70 2497.9155),(71 2496.1082),(72 2500.0513),(73 2507.5112),(74 2536.562),(75 2530.5054),(76 2527.5007),(77 2518.0503),(78 2538.8855),(79 2543.544),
(1 929.57184),(2 1339.246),(3 1576.5686),(4 1696.0692),(5 1789.9303),(6 1874.7458),(7 1972.2167),(8 2025.9106),(9 2053.7751),(10 2107.3264),(11 2147.58),(12 2165.8687),(13 2181.9187),(14 2219.458),(15 2231.0051),(16 2243.9272),(17 2263.6833),(18 2269.9773),(19 2291.7266),(20 2302.2434),(21 2315.4382),(22 2297.0835),(23 2301.0046),(24 2314.1362),(25 2334.7622),(26 2345.0276),(27 2354.4805),(28 2361.0444),(29 2372.1885),(30 2382.926),(31 2396.7244),(32 2402.0374),(33 2392.893),(34 2401.6975),(35 2373.677),(36 2374.77),(37 2371.6777),(38 2388.6921),(39 2407.8784),(40 2412.9038),(41 2390.883),(42 2412.2813),(43 2411.2966),(44 2395.3408),(45 2375.7551),(46 2371.1372),(47 2361.751),(48 2356.3794),(49 2349.3599),(50 2355.8455),(51 2363.597),(52 2377.8484),(53 2382.1921),(54 2392.2732),(55 2390.1694),(56 2411.2283),(57 2430.2642),(58 2432.645),(59 2441.3965),(60 2428.936),(61 2433.5603),(62 2432.4678),(63 2426.1213),(64 2436.8643),(65 2439.7466),(66 2465.193),(67 2479.0154),(68 2502.5205),(69 2547.6091),(70 2560.331),(71 2563.2908),(72 2542.521),(73 2535.1338),(74 2542.9512),(75 2538.5137),(76 2532.6677),(77 2542.8604),(78 2548.9402),(79 2546.0076),
(1 906.87585),(2 1306.5155),(3 1523.9058),(4 1642.1227),(5 1726.0317),(6 1819.7819),(7 1899.1549),(8 1969.6824),(9 2038.5586),(10 2078.1328),(11 2094.4963),(12 2120.275),(13 2118.9949),(14 2159.2473),(15 2166.1047),(16 2155.398),(17 2183.153),(18 2201.6155),(19 2208.2249),(20 2233.853),(21 2234.5405),(22 2254.3066),(23 2248.442),(24 2258.612),(25 2269.0054),(26 2300.9668),(27 2325.0369),(28 2317.1177),(29 2329.42),(30 2331.16),(31 2347.4634),(32 2358.6638),(33 2374.609),(34 2384.2053),(35 2364.129),(36 2357.069),(37 2350.8474),(38 2367.3303),(39 2367.0674),(40 2363.0732),(41 2346.4187),(42 2355.963),(43 2370.6946),(44 2358.9617),(45 2350.2417),(46 2348.7212),(47 2366.1667),(48 2355.4739),(49 2350.588),(50 2363.0325),(51 2354.6838),(52 2372.5334),(53 2360.704),(54 2367.9314),(55 2351.0522),(56 2367.7805),(57 2375.963),(58 2390.0217),(59 2367.648),(60 2356.7559),(61 2355.905),(62 2363.4998),(63 2357.0293),(64 2350.9644),(65 2347.9153),(66 2380.7664),(67 2369.5085),(68 2403.5825),(69 2419.1443),(70 2428.5564),(71 2443.6555),(72 2443.3826),(73 2458.186),(74 2471.287),(75 2480.525),(76 2486.0508),(77 2487.526),(78 2505.3276),(79 2511.3135),
(1 893.27637),(2 1288.1396),(3 1510.4237),(4 1634.729),(5 1723.6765),(6 1795.4404),(7 1869.8486),(8 1915.2074),(9 1969.8214),(10 2013.5746),(11 2052.1897),(12 2088.7842),(13 2125.2698),(14 2166.2813),(15 2176.9622),(16 2168.279),(17 2173.7388),(18 2197.2834),(19 2213.526),(20 2252.7146),(21 2249.773),(22 2256.2595),(23 2246.3376),(24 2243.4194),(25 2254.2349),(26 2283.585),(27 2294.085),(28 2285.34),(29 2308.997),(30 2300.1917),(31 2307.7383),(32 2316.9246),(33 2328.1096),(34 2351.8267),(35 2351.7188),(36 2357.7363),(37 2344.2996),(38 2358.763),(39 2379.145),(40 2352.2053),(41 2318.8594),(42 2306.1025),(43 2300.4868),(44 2279.3665),(45 2286.499),(46 2296.816),(47 2285.856),(48 2268.289),(49 2273.722),(50 2243.7485),(51 2264.209),(52 2263.2964),(53 2267.2124),(54 2265.3552),(55 2274.9155),(56 2291.0562),(57 2299.0557),(58 2297.851),(59 2316.4683),(60 2320.5916),(61 2333.1895),(62 2333.7678),(63 2331.4324),(64 2335.4314),(65 2340.463),(66 2344.1658),(67 2352.7952),(68 2356.8823),(69 2362.43),(70 2374.6145),(71 2359.4333),(72 2353.9392),(73 2371.867),(74 2391.5789),(75 2380.936),(76 2376.8218),(77 2367.9792),(78 2372.1563),(79 2369.2886),
(1 860.7366),(2 1226.2855),(3 1447.0144),(4 1576.5594),(5 1662.4636),(6 1748.685),(7 1815.1677),(8 1874.0394),(9 1939.8495),(10 1976.1663),(11 1989.5978),(12 2029.4381),(13 2058.1067),(14 2099.263),(15 2118.818),(16 2113.159),(17 2117.8655),(18 2126.2456),(19 2144.0347),(20 2160.882),(21 2168.8528),(22 2159.1636),(23 2149.6133),(24 2159.4426),(25 2169.9773),(26 2183.909),(27 2190.4524),(28 2187.385),(29 2159.2478),(30 2157.8674),(31 2168.2207),(32 2185.3445),(33 2183.248),(34 2200.3982),(35 2202.0293),(36 2184.5593),(37 2184.387),(38 2210.716),(39 2217.509),(40 2230.3767),(41 2216.4744),(42 2207.3406),(43 2215.6794),(44 2215.0286),(45 2221.7595),(46 2221.6067),(47 2227.0806),(48 2210.4087),(49 2206.4268),(50 2201.4097),(51 2219.5725),(52 2217.9275),(53 2229.2964),(54 2256.7722),(55 2238.8396),(56 2243.6118),(57 2261.1682),(58 2257.147),(59 2261.8555),(60 2264.0479),(61 2273.5793),(62 2302.6458),(63 2316.0813),(64 2305.8274),(65 2304.891),(66 2310.641),(67 2302.8218),(68 2292.9307),(69 2304.5603),(70 2315.2673),(71 2305.896),(72 2302.7258),(73 2308.722),(74 2314.0315),(75 2325.0125),(76 2323.865),(77 2327.445),(78 2315.694),(79 2334.2666),
(1 862.68884),(2 1227.0721),(3 1441.914),(4 1563.703),(5 1634.4994),(6 1710.3641),(7 1772.1029),(8 1836.0701),(9 1885.0522),(10 1892.9052),(11 1919.2404),(12 1979.6659),(13 1993.1437),(14 2014.7461),(15 2037.1333),(16 2046.8687),(17 2040.599),(18 2060.631),(19 2072.8403),(20 2099.876),(21 2114.5789),(22 2128.9531),(23 2126.181),(24 2146.5308),(25 2155.7537),(26 2175.593),(27 2170.3057),(28 2178.2654),(29 2174.474),(30 2164.215),(31 2173.5732),(32 2163.504),(33 2165.5369),(34 2180.3342),(35 2185.2566),(36 2179.2085),(37 2193.8694),(38 2223.6025),(39 2244.6277),(40 2241.0967),(41 2232.7483),(42 2238.9924),(43 2233.5999),(44 2222.148),(45 2241.4456),(46 2241.7231),(47 2231.1267),(48 2238.4556),(49 2252.9136),(50 2256.538),(51 2257.798),(52 2253.2878),(53 2244.147),(54 2256.0217),(55 2229.11),(56 2237.3706),(57 2249.684),(58 2246.6387),(59 2243.8257),(60 2224.5137),(61 2231.1707),(62 2236.4377),(63 2266.02),(64 2251.2358),(65 2265.284),(66 2268.4805),(67 2263.8193),(68 2256.1138),(69 2247.8977),(70 2251.414),(71 2241.5632),(72 2218.196),(73 2215.1277),(74 2216.07),(75 2243.8633),(76 2232.5535),(77 2232.9338),(78 2231.9502),(79 2243.1743),
(1 835.6897),(2 1201.4946),(3 1400.3489),(4 1519.7369),(5 1580.927),(6 1648.021),(7 1705.2341),(8 1762.9143),(9 1813.2284),(10 1858.0619),(11 1893.2485),(12 1934.9491),(13 1952.6863),(14 1960.6611),(15 1987.2777),(16 1999.0375),(17 1988.9312),(18 2022.3276),(19 2025.3862),(20 2042.8048),(21 2047.7573),(22 2047.2915),(23 2061.8738),(24 2065.4153),(25 2077.5103),(26 2125.1057),(27 2125.8154),(28 2106.0823),(29 2108.6455),(30 2119.544),(31 2129.8875),(32 2133.7134),(33 2138.0225),(34 2139.1826),(35 2129.788),(36 2129.2893),(37 2132.5508),(38 2164.7808),(39 2199.063),(40 2175.9734),(41 2170.9014),(42 2167.543),(43 2171.874),(44 2170.4314),(45 2170.4543),(46 2166.0137),(47 2145.1099),(48 2151.954),(49 2155.5166),(50 2163.3088),(51 2167.7236),(52 2164.2307),(53 2183.5535),(54 2193.9673),(55 2193.9595),(56 2217.569),(57 2217.0532),(58 2222.5925),(59 2211.3103),(60 2205.7231),(61 2218.2039),(62 2233.5513),(63 2255.4053),(64 2241.6677),(65 2238.6084),(66 2227.3264),(67 2228.7322),(68 2240.8057),(69 2238.7637),(70 2214.3906),(71 2213.439),(72 2202.5728),(73 2189.3892),(74 2190.6985),(75 2208.0105),(76 2211.6511),(77 2210.8843),(78 2209.0378),(79 2221.1748),
(1 814.1559),(2 1158.9056),(3 1351.1777),(4 1469.0598),(5 1531.7866),(6 1618.9133),(7 1664.3579),(8 1758.8589),(9 1784.1511),(10 1834.5707),(11 1862.6456),(12 1892.4679),(13 1908.4053),(14 1941.2775),(15 1952.1902),(16 1959.4419),(17 1970.659),(18 1991.2943),(19 2004.5815),(20 2021.2527),(21 2025.4711),(22 2032.8379),(23 2043.268),(24 2051.1174),(25 2062.8684),(26 2096.1636),(27 2121.2263),(28 2098.645),(29 2100.4094),(30 2095.4626),(31 2106.294),(32 2105.3489),(33 2106.469),(34 2105.312),(35 2107.7476),(36 2112.472),(37 2107.9543),(38 2112.4248),(39 2129.8103),(40 2114.7527),(41 2126.372),(42 2120.3572),(43 2127.7107),(44 2146.2673),(45 2141.486),(46 2142.1904),(47 2139.7275),(48 2126.4136),(49 2111.6807),(50 2108.9458),(51 2103.3142),(52 2109.6511),(53 2121.1384),(54 2129.1667),(55 2124.611),(56 2136.0105),(57 2140.25),(58 2139.6858),(59 2134.5078),(60 2129.1897),(61 2127.4063),(62 2147.0696),(63 2174.807),(64 2165.1892),(65 2170.8909),(66 2180.5447),(67 2173.4988),(68 2157.2695),(69 2132.733),(70 2128.218),(71 2108.7231),(72 2120.761),(73 2125.2441),(74 2158.1658),(75 2154.6487),(76 2145.4058),(77 2149.5925),(78 2153.097),(79 2163.57),
