1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 2099562.5),(2 3934906.3),(3 4135792),(4 4615686.5),(5 4934707.5),(6 5257469.5),(7 5818194.5),(8 6296613.5),(9 6634298),(10 6858849.5),(11 7015951.5),(12 7083268),(13 7183506.5),(14 7257176),(15 7370362.5),(16 7706874.5),(17 7757478),(18 7556949.5),(19 7558800),(20 7908662.5),(21 7842208.5),(22 8077409.5),(23 8308986.5),(24 7978826),(25 7629736),(26 7604262),(27 7973329.5),(28 8320749.5),(29 8571243),(30 8918161),(31 9392435),(32 9471265),(33 9407168),(34 9369650),(35 9657333),(36 9874188),(37 9997038),(38 10282920),(39 10713539),(40 11399413),(41 11908584),(42 11849557),(43 11957349),(44 12551593),(45 12580376),(46 12632459),(47 12774907),(48 12407261),(49 12120243),(50 11663152),(51 10742972),(52 10571957),(53 10485858),(54 10576433),(55 10515439),(56 10937867),(57 11396472),(58 12048293),(59 12636532),(60 12934048),(61 35161104),(62 45162748),(63 32456400),(64 32323986),(65 32362826),(66 31810890),(67 31837032),(68 32133008),(69 32258104),(70 33187258),(71 34310290),(72 34956908),(73 35760124),(74 37382340),(75 35380790),(76 32206702),(77 22393142),(78 12623224),(79 12285957),
(1 499.91498),(2 829.73535),(3 1076.6631),(4 1240.9073),(5 1337.9546),(6 1388.695),(7 1429.5192),(8 1475.0518),(9 1520.128),(10 1543.2653),(11 1566.0415),(12 1586.0643),(13 1616.6637),(14 1629.2526),(15 1638.2992),(16 1647.4537),(17 1677.1829),(18 1683.3757),(19 1675.1519),(20 1679.5839),(21 1709.8568),(22 1719.1448),(23 1723.789),(24 1730.0663),(25 1739.8691),(26 1740.3442),(27 1720.7384),(28 1717.2135),(29 1726.3207),(30 1734.0813),(31 1734.7307),(32 1719.2018),(33 1728.3184),(34 1726.1104),(35 1722.4069),(36 1713.5205),(37 1728.8087),(38 1716.0542),(39 1696.2092),(40 1679.9171),(41 1677.2754),(42 1670.7682),(43 1685.7438),(44 1692.0437),(45 1703.5222),(46 1708.0721),(47 1722.3036),(48 1716.7124),(49 1724.3223),(50 1714.5579),(51 1692.27),(52 1703.2151),(53 1704.8372),(54 1700.1166),(55 1678.5935),(56 1665.5988),(57 1667.7596),(58 1659.111),(59 1638.8711),(60 1630.7109),(61 1618.5157),(62 1611.0713),(63 1606.8816),(64 1610.3318),(65 1600.9902),(66 1591.695),(67 1603.0546),(68 1603.8002),(69 1601.1892),(70 1591.943),(71 1610.2509),(72 1626.7495),(73 1634.934),(74 1646.647),(75 1665.7029),(76 1654.1456),(77 1678.3712),(78 1693.2338),(79 1709.773),
(1 486.72083),(2 806.94836),(3 1042.0391),(4 1177.9875),(5 1265.6753),(6 1325.0492),(7 1374.8494),(8 1414.9951),(9 1452.475),(10 1474.28),(11 1491.7513),(12 1515.3856),(13 1561.6907),(14 1575.925),(15 1582.8661),(16 1595.9618),(17 1614.0001),(18 1619.9508),(19 1619.293),(20 1617.5842),(21 1649.6719),(22 1670.9141),(23 1662.932),(24 1665.2125),(25 1685.3035),(26 1683.5438),(27 1678.9398),(28 1664.0398),(29 1675.6471),(30 1677.7223),(31 1676.7115),(32 1671.8708),(33 1672.4634),(34 1664.6808),(35 1648.2388),(36 1637.9032),(37 1627.4478),(38 1617.1888),(39 1621.5465),(40 1615.6356),(41 1623.9562),(42 1618.1995),(43 1622.4409),(44 1629.6174),(45 1633.475),(46 1629.5276),(47 1641.55),(48 1653.3751),(49 1674.7974),(50 1684.5636),(51 1663.8635),(52 1661.9008),(53 1658.814),(54 1646.686),(55 1632.6761),(56 1630.2216),(57 1627.6342),(58 1617.7435),(59 1603.6746),(60 1597.9822),(61 1592.5581),(62 1583.0492),(63 1576.2192),(64 1587.9254),(65 1579.9066),(66 1569.801),(67 1572.0122),(68 1565.813),(69 1580.6925),(70 1574.4829),(71 1574.9552),(72 1597.9053),(73 1609.9905),(74 1609.3204),(75 1616.8782),(76 1613.6494),(77 1635.937),(78 1658.4796),(79 1679.069),
(1 484.16394),(2 798.53656),(3 1034.7435),(4 1181.6123),(5 1279.743),(6 1355.086),(7 1416.6149),(8 1438.4358),(9 1481.5883),(10 1498.511),(11 1521.5951),(12 1547.9414),(13 1584.6296),(14 1597.3859),(15 1587.3162),(16 1601.655),(17 1623.8185),(18 1629.0704),(19 1637.6563),(20 1642.0319),(21 1659.9243),(22 1664.2029),(23 1675.5137),(24 1682.2006),(25 1707.2727),(26 1700.6042),(27 1679.3843),(28 1656.693),(29 1667.9774),(30 1674.8134),(31 1677.4266),(32 1657.5459),(33 1660.9642),(34 1661.1866),(35 1661.1221),(36 1661.4617),(37 1670.8936),(38 1662.9025),(39 1659.1715),(40 1664.8566),(41 1674.1835),(42 1681.8811),(43 1678.8711),(44 1677.8116),(45 1680.7738),(46 1686.3862),(47 1686.7535),(48 1671.9044),(49 1683.5009),(50 1677.2456),(51 1656.013),(52 1655.2904),(53 1639.683),(54 1627.0527),(55 1604.0247),(56 1596.9796),(57 1592.7539),(58 1579.4954),(59 1564.7014),(60 1568.6533),(61 1558.704),(62 1539.5077),(63 1523.3544),(64 1515.3903),(65 1508.7537),(66 1512.4974),(67 1536.2592),(68 1529.0676),(69 1533.2765),(70 1532.5364),(71 1544.1853),(72 1555.1934),(73 1565.9116),(74 1583.9077),(75 1611.7242),(76 1608.0502),(77 1615.512),(78 1628.2782),(79 1645.3635),
(1 478.30914),(2 793.1676),(3 1024.3895),(4 1180.2153),(5 1276.1788),(6 1337.1245),(7 1399.2825),(8 1430.9545),(9 1470.7778),(10 1494.5656),(11 1506.6531),(12 1526.3005),(13 1554.9944),(14 1560.6549),(15 1551.6248),(16 1558.8463),(17 1577.1624),(18 1581.387),(19 1595.9539),(20 1594.9789),(21 1613.464),(22 1629.2483),(23 1645.9736),(24 1641.5338),(25 1664.7661),(26 1671.255),(27 1658.5956),(28 1662.8599),(29 1658.3154),(30 1655.785),(31 1643.2957),(32 1635.2964),(33 1641.1947),(34 1634.03),(35 1628.1156),(36 1622.2772),(37 1634.2926),(38 1632.853),(39 1607.9978),(40 1616.7161),(41 1625.9604),(42 1635.1207),(43 1642.9186),(44 1656.0907),(45 1662.3602),(46 1674.6405),(47 1672.2212),(48 1659.2103),(49 1656.4083),(50 1648.2036),(51 1633.5662),(52 1629.2782),(53 1622.982),(54 1614.6843),(55 1612.4346),(56 1606.1648),(57 1611.2145),(58 1595.6064),(59 1569.0319),(60 1549.7043),(61 1520.5441),(62 1496.0448),(63 1490.6777),(64 1502.814),(65 1512.4008),(66 1524.3317),(67 1542.8837),(68 1546.5557),(69 1549.376),(70 1549.9528),(71 1558.9507),(72 1568.1036),(73 1568.9858),(74 1565.9589),(75 1563.1294),(76 1546.5704),(77 1573.8383),(78 1595.4042),(79 1599.4344),
(1 465.19952),(2 770.48236),(3 987.79285),(4 1122.7411),(5 1200.8749),(6 1250.4949),(7 1309.0576),(8 1342.342),(9 1395.7991),(10 1424.8044),(11 1440.2943),(12 1466.8633),(13 1499.2706),(14 1512.0834),(15 1514.3118),(16 1525.4614),(17 1540.6421),(18 1555.8092),(19 1564.2914),(20 1577.6923),(21 1595.6619),(22 1594.5554),(23 1571.6908),(24 1569.0491),(25 1567.7906),(26 1567.8494),(27 1559.8563),(28 1565.5494),(29 1577.2672),(30 1589.205),(31 1579.5549),(32 1573.527),(33 1584.1476),(34 1582.9027),(35 1573.0947),(36 1576.4791),(37 1595.817),(38 1594.6389),(39 1586.5015),(40 1582.3303),(41 1580.1212),(42 1566.0004),(43 1553.4598),(44 1552.5553),(45 1555.5062),(46 1564.4951),(47 1566.147),(48 1557.7272),(49 1556.6937),(50 1547.1112),(51 1537.8064),(52 1527.5732),(53 1540.0435),(54 1527.7377),(55 1516.3828),(56 1509.965),(57 1519.219),(58 1521.5616),(59 1515.0742),(60 1497.3389),(61 1479.4106),(62 1461.306),(63 1447.888),(64 1460.7008),(65 1455.9753),(66 1451.0131),(67 1466.1847),(68 1473.0345),(69 1470.5635),(70 1471.5748),(71 1492.5142),(72 1521.1764),(73 1530.1605),(74 1536.4376),(75 1549.801),(76 1545.6501),(77 1579.2478),(78 1597.531),(79 1622.9404),
(1 453.71436),(2 753.42725),(3 979.3494),(4 1120.3561),(5 1212.1835),(6 1257.2299),(7 1293.5192),(8 1339.6774),(9 1367.2695),(10 1389.4382),(11 1400.4349),(12 1435.8031),(13 1458.0414),(14 1472.0508),(15 1483.919),(16 1490.7823),(17 1507.814),(18 1522.6637),(19 1534.6826),(20 1534.6628),(21 1550.067),(22 1559.0995),(23 1560.6199),(24 1562.9088),(25 1566.0793),(26 1552.0374),(27 1537.9196),(28 1547.8358),(29 1567.6876),(30 1574.6744),(31 1561.7113),(32 1552.9907),(33 1546.5968),(34 1539.6515),(35 1520.9857),(36 1523.2163),(37 1542.0614),(38 1541.6693),(39 1534.1896),(40 1525.3077),(41 1529.4233),(42 1526.5844),(43 1536.9037),(44 1542.2799),(45 1542.6868),(46 1543.0758),(47 1543.8151),(48 1537.7821),(49 1538.1561),(50 1537.7911),(51 1531.7557),(52 1516.9545),(53 1526.8655),(54 1519.9164),(55 1508.1079),(56 1494.0074),(57 1494.2871),(58 1482.8918),(59 1475.88),(60 1476.293),(61 1458.3846),(62 1447.4476),(63 1438.5118),(64 1451.8175),(65 1460.5958),(66 1461.0664),(67 1470.4476),(68 1485.9929),(69 1486.3835),(70 1481.9758),(71 1492.2062),(72 1508.109),(73 1517.9906),(74 1524.959),(75 1530.9332),(76 1513.0767),(77 1531.6824),(78 1541.2917),(79 1553.3368),
(1 460.5997),(2 765.99506),(3 988.9334),(4 1116.5398),(5 1196.0017),(6 1241.6392),(7 1298.3744),(8 1335.8137),(9 1359.1454),(10 1384.4277),(11 1411.9056),(12 1433.701),(13 1446.0642),(14 1453.1045),(15 1469.4946),(16 1473.1089),(17 1485.1559),(18 1488.9469),(19 1503.0569),(20 1488.3333),(21 1501.3405),(22 1518.907),(23 1525.2635),(24 1526.2615),(25 1544.3118),(26 1545.97),(27 1541.218),(28 1542.2438),(29 1549.0237),(30 1546.8872),(31 1529.3335),(32 1520.7772),(33 1527.0098),(34 1522.164),(35 1513.4443),(36 1494.0472),(37 1495.8767),(38 1499.6711),(39 1498.8425),(40 1491.5599),(41 1511.0952),(42 1527.1587),(43 1531.2277),(44 1538.246),(45 1540.2816),(46 1538.1335),(47 1533.2582),(48 1526.8398),(49 1533.27),(50 1528.72),(51 1514.6022),(52 1509.241),(53 1514.7881),(54 1513.6907),(55 1505.2329),(56 1504.7625),(57 1517.5055),(58 1510.5537),(59 1497.826),(60 1488.3726),(61 1466.9385),(62 1450.5107),(63 1445.3741),(64 1442.147),(65 1434.166),(66 1430.4563),(67 1434.8572),(68 1447.3909),(69 1448.7006),(70 1456.9663),(71 1472.5033),(72 1491.1866),(73 1498.0266),(74 1500.9701),(75 1510.236),(76 1504.5583),(77 1521.2019),(78 1539.2129),(79 1549.0974),
(1 448.65985),(2 740.6796),(3 947.11615),(4 1060.0071),(5 1140.6494),(6 1195.5372),(7 1248.6212),(8 1277.6339),(9 1322.7373),(10 1354.1396),(11 1368.6145),(12 1394.3999),(13 1428.3307),(14 1436.0596),(15 1443.1886),(16 1452.7084),(17 1477.075),(18 1492.1381),(19 1500.4352),(20 1516.2695),(21 1544.2388),(22 1549.5033),(23 1530.523),(24 1526.3931),(25 1545.5187),(26 1556.0074),(27 1567.7311),(28 1566.969),(29 1562.0471),(30 1558.1764),(31 1557.2153),(32 1548.9707),(33 1544.2311),(34 1540.7657),(35 1534.4375),(36 1526.9174),(37 1520.7892),(38 1519.4094),(39 1517.1594),(40 1517.9045),(41 1519.5167),(42 1507.6494),(43 1502.0421),(44 1518.3334),(45 1514.6901),(46 1509.7336),(47 1503.3646),(48 1488.8727),(49 1490.2925),(50 1479.1727),(51 1459.9684),(52 1448.1345),(53 1445.1969),(54 1445.6362),(55 1447.307),(56 1446.8143),(57 1435.1624),(58 1418.3503),(59 1398.5342),(60 1391.2422),(61 1384.1844),(62 1376.8491),(63 1379.6257),(64 1377.2372),(65 1369.4744),(66 1363.6753),(67 1365.5997),(68 1379.6503),(69 1387.0145),(70 1396.8824),(71 1413.2135),(72 1433.2336),(73 1456.8589),(74 1458.8489),(75 1462.9727),(76 1455.7689),(77 1476.0253),(78 1490.9304),(79 1498.5747),
(1 445.00287),(2 739.82166),(3 953.23615),(4 1077.3959),(5 1149.1096),(6 1194.9896),(7 1231.6274),(8 1271.8035),(9 1296.6573),(10 1318.9286),(11 1330.7002),(12 1361.7776),(13 1382.2065),(14 1387.7777),(15 1394.566),(16 1397.5515),(17 1429.1399),(18 1441.38),(19 1455.1893),(20 1453.3168),(21 1466.629),(22 1481.326),(23 1489.0426),(24 1481.2524),(25 1504.5758),(26 1510.9679),(27 1493.9625),(28 1488.3126),(29 1502.1145),(30 1518.8248),(31 1518.1614),(32 1515.3645),(33 1515.8499),(34 1495.785),(35 1478.2897),(36 1484.3394),(37 1486.4781),(38 1470.5155),(39 1458.2771),(40 1453.9844),(41 1461.0663),(42 1464.5988),(43 1461.9755),(44 1478.2024),(45 1489.3093),(46 1498.4193),(47 1509.5493),(48 1504.8673),(49 1509.7278),(50 1505.8684),(51 1488.672),(52 1480.7605),(53 1480.5621),(54 1467.2112),(55 1447.587),(56 1442.3207),(57 1452.5509),(58 1458.3636),(59 1456.7864),(60 1443.3455),(61 1429.8162),(62 1412.3292),(63 1404.8167),(64 1400.7971),(65 1383.6738),(66 1371.5258),(67 1374.074),(68 1385.7853),(69 1388.0135),(70 1392.905),(71 1398.9746),(72 1423.07),(73 1424.8317),(74 1428.5565),(75 1442.1519),(76 1450.046),(77 1470.1757),(78 1484.3232),(79 1490.6215),
(1 425.03265),(2 697.94305),(3 903.5659),(4 1032.4546),(5 1115.8381),(6 1163.3381),(7 1200.9475),(8 1228.2878),(9 1270.9991),(10 1281.3698),(11 1294.1327),(12 1320.8722),(13 1352.6826),(14 1363.8341),(15 1360.8535),(16 1372.3032),(17 1402.6968),(18 1420.6589),(19 1424.7906),(20 1429.7166),(21 1458.168),(22 1474.6814),(23 1464.4098),(24 1456.8727),(25 1463.25),(26 1465.0203),(27 1462.1758),(28 1475.176),(29 1478.1918),(30 1474.2742),(31 1467.7815),(32 1464.3715),(33 1460.757),(34 1455.0778),(35 1459.287),(36 1461.6411),(37 1472.3019),(38 1473.9998),(39 1462.0266),(40 1463.8075),(41 1454.3772),(42 1449.7312),(43 1461.4146),(44 1477.9316),(45 1480.1908),(46 1477.7931),(47 1470.3016),(48 1461.9164),(49 1454.3171),(50 1449.7582),(51 1459.2385),(52 1462.0896),(53 1466.8722),(54 1460.6608),(55 1448.9724),(56 1439.2312),(57 1451.3538),(58 1447.4742),(59 1427.1262),(60 1411.2362),(61 1390.5563),(62 1375.3462),(63 1374.1547),(64 1386.5537),(65 1381.1339),(66 1377.6879),(67 1371.5746),(68 1372.7655),(69 1366.449),(70 1367.8491),(71 1379.9546),(72 1390.1302),(73 1398.8489),(74 1390.5458),(75 1404.9213),(76 1401.1534),(77 1422.3528),(78 1438.6385),(79 1455.8401),
(1 422.08987),(2 701.5488),(3 917.98596),(4 1053.0636),(5 1127.8568),(6 1163.7544),(7 1188.3451),(8 1211.9941),(9 1231.1511),(10 1249.0073),(11 1259.6827),(12 1297.2794),(13 1323.9576),(14 1338.8436),(15 1345.3472),(16 1366.6986),(17 1394.3896),(18 1412.7797),(19 1426.2701),(20 1421.4336),(21 1430.5176),(22 1441.4374),(23 1451.947),(24 1466.5382),(25 1484.2455),(26 1490.4623),(27 1487.7133),(28 1480.456),(29 1482.6006),(30 1480.5411),(31 1476.5597),(32 1471.5643),(33 1474.9255),(34 1470.2869),(35 1455.5),(36 1451.6295),(37 1464.1174),(38 1463.3291),(39 1456.7333),(40 1446.8286),(41 1449.0006),(42 1433.1233),(43 1438.822),(44 1446.5527),(45 1446.9497),(46 1451.1104),(47 1457.6387),(48 1455.4976),(49 1462.731),(50 1458.5533),(51 1447.7448),(52 1440.9528),(53 1447.0283),(54 1437.8617),(55 1431.296),(56 1415.0924),(57 1424.0017),(58 1425.5057),(59 1406.3451),(60 1395.8038),(61 1384.4501),(62 1373.8813),(63 1374.7969),(64 1371.4768),(65 1369.1683),(66 1358.0986),(67 1362.1282),(68 1357.5272),(69 1366.921),(70 1367.9341),(71 1372.1086),(72 1389.4176),(73 1397.2556),(74 1393.7637),(75 1405.6041),(76 1411.7874),(77 1434.3859),(78 1448.1753),(79 1453.3802),
(1 422.81586),(2 697.8032),(3 902.27094),(4 1029.0967),(5 1088.7451),(6 1131.8444),(7 1166.8536),(8 1199.0177),(9 1244.0607),(10 1272.5786),(11 1299.3706),(12 1324.9982),(13 1356.22),(14 1374.3616),(15 1393.2151),(16 1420.4441),(17 1425.5537),(18 1414.5961),(19 1407.124),(20 1416.6416),(21 1435.2529),(22 1452.7507),(23 1452.9877),(24 1457.3099),(25 1473.698),(26 1474.3048),(27 1463.6082),(28 1451.0432),(29 1453.3118),(30 1451.3955),(31 1447.1942),(32 1441.6216),(33 1447.0343),(34 1432.6781),(35 1416.8715),(36 1417.1055),(37 1419.5032),(38 1413.5459),(39 1413.9862),(40 1421.81),(41 1424.6753),(42 1431.2109),(43 1430.8322),(44 1429.5525),(45 1431.4159),(46 1435.7616),(47 1433.082),(48 1440.2369),(49 1446.5762),(50 1447.8395),(51 1437.6519),(52 1430.7168),(53 1431.7224),(54 1425.3503),(55 1409.8989),(56 1403.5199),(57 1397.768),(58 1391.6141),(59 1378.9841),(60 1379.2303),(61 1363.0333),(62 1356.5308),(63 1363.3774),(64 1373.0958),(65 1363.7238),(66 1362.7),(67 1374.3109),(68 1370.5707),(69 1374.2222),(70 1372.558),(71 1385.7919),(72 1404.0792),(73 1399.3718),(74 1400.555),(75 1394.8556),(76 1397.0046),(77 1414.0936),(78 1428.5427),(79 1440.1578),
(1 421.58228),(2 697.4297),(3 898.2538),(4 1025.3625),(5 1092.0118),(6 1135.4678),(7 1179.2777),(8 1212.8896),(9 1246.1997),(10 1268.2028),(11 1282.9634),(12 1295.4476),(13 1324.6569),(14 1340.0399),(15 1338.311),(16 1349.1582),(17 1357.0525),(18 1365.3234),(19 1381.6047),(20 1401.2849),(21 1419.3328),(22 1428.2162),(23 1423.1941),(24 1434.4924),(25 1445.3888),(26 1449.2856),(27 1444.6018),(28 1438.9697),(29 1448.6881),(30 1460.1057),(31 1454.5194),(32 1452.842),(33 1459.5323),(34 1458.761),(35 1451.6731),(36 1443.1533),(37 1429.9595),(38 1414.2429),(39 1408.2598),(40 1401.1842),(41 1422.4763),(42 1426.4668),(43 1424.6804),(44 1431.4174),(45 1426.6464),(46 1423.2057),(47 1419.9084),(48 1411.4344),(49 1417.8702),(50 1412.8113),(51 1406.9492),(52 1402.8871),(53 1401.7659),(54 1382.8373),(55 1355.1785),(56 1343.3413),(57 1343.4669),(58 1345.2351),(59 1338.2986),(60 1329.3441),(61 1319.3282),(62 1313.186),(63 1315.1285),(64 1308.9662),(65 1308.4418),(66 1305.7649),(67 1312.3671),(68 1319.533),(69 1317.1147),(70 1319.6165),(71 1334.0183),(72 1343.9978),(73 1350.9004),(74 1350.3951),(75 1357.3182),(76 1343.7493),(77 1362.92),(78 1378.8031),(79 1389.5955),
(1 410.76953),(2 670.75397),(3 850.0906),(4 965.3808),(5 1028.5829),(6 1070.9657),(7 1111.8535),(8 1135.8201),(9 1175.364),(10 1189.6876),(11 1201.9689),(12 1227.0868),(13 1241.8143),(14 1242.7314),(15 1256.116),(16 1259.7461),(17 1291.0719),(18 1303.4316),(19 1320.5615),(20 1341.6025),(21 1370.377),(22 1387.7084),(23 1388.718),(24 1385.29),(25 1396.4464),(26 1401.8788),(27 1390.989),(28 1386.1984),(29 1386.6974),(30 1378.8666),(31 1365.1724),(32 1367.1746),(33 1368.4968),(34 1365.4193),(35 1356.9215),(36 1335.8645),(37 1333.2189),(38 1323.8226),(39 1317.7566),(40 1319.7598),(41 1319.8315),(42 1318.8986),(43 1317.2031),(44 1314.4003),(45 1330.8807),(46 1347.6455),(47 1350.3921),(48 1339.2626),(49 1338.814),(50 1336.8342),(51 1331.4624),(52 1322.3583),(53 1316.5652),(54 1309.4401),(55 1297.7144),(56 1289.7366),(57 1291.8741),(58 1288.346),(59 1283.0167),(60 1287.0671),(61 1277.6306),(62 1257.509),(63 1247.7775),(64 1256.9215),(65 1254.1777),(66 1255.0674),(67 1266.3818),(68 1281.0992),(69 1271.1698),(70 1260.192),(71 1280.313),(72 1292.1907),(73 1295.8352),(74 1312.4021),(75 1330.8976),(76 1323.6427),(77 1341.3152),(78 1346.6833),(79 1360.0667),
(1 405.71228),(2 659.31525),(3 839.4248),(4 954.0348),(5 1034.7052),(6 1086.8085),(7 1135.6749),(8 1163.8732),(9 1193.028),(10 1213.0618),(11 1230.9639),(12 1248.2668),(13 1265.005),(14 1272.3563),(15 1278.6683),(16 1298.7678),(17 1319.6083),(18 1329.5386),(19 1332.924),(20 1337.6504),(21 1339.6836),(22 1348.7521),(23 1356.9315),(24 1360.6486),(25 1367.8922),(26 1359.9362),(27 1348.5177),(28 1350.2406),(29 1358.0568),(30 1361.0896),(31 1344.5121),(32 1331.6023),(33 1331.4863),(34 1322.7375),(35 1305.8124),(36 1312.4286),(37 1316.1307),(38 1313.4453),(39 1308.7125),(40 1305.7922),(41 1304.8909),(42 1297.1738),(43 1288.835),(44 1285.4679),(45 1298.2854),(46 1304.2078),(47 1302.2992),(48 1295.6051),(49 1307.7795),(50 1303.9459),(51 1295.0287),(52 1285.6328),(53 1293.3647),(54 1291.61),(55 1281.6653),(56 1273.4131),(57 1276.6042),(58 1278.8895),(59 1284.1666),(60 1280.7045),(61 1273.0431),(62 1264.5902),(63 1265.3391),(64 1261.9517),(65 1250.9387),(66 1240.145),(67 1241.9539),(68 1257.0657),(69 1256.1183),(70 1256.0381),(71 1260.6735),(72 1272.5889),(73 1277.7142),(74 1284.5887),(75 1297.2861),(76 1297.2166),(77 1316.6165),(78 1321.1201),(79 1332.1984),
(1 394.45395),(2 644.3926),(3 830.2629),(4 947.8396),(5 1024.6749),(6 1071.2484),(7 1110.7563),(8 1129.5332),(9 1162.1572),(10 1182.9528),(11 1204.3156),(12 1234.1835),(13 1256.627),(14 1253.5944),(15 1261.6948),(16 1278.527),(17 1306.0834),(18 1328.5374),(19 1347.8049),(20 1365.706),(21 1365.9363),(22 1366.7533),(23 1357.8208),(24 1337.8145),(25 1340.0173),(26 1340.8484),(27 1329.1998),(28 1326.167),(29 1334.1173),(30 1345.0093),(31 1338.6213),(32 1328.7959),(33 1327.0735),(34 1321.7977),(35 1313.0723),(36 1308.2452),(37 1309.9783),(38 1303.0355),(39 1295.3086),(40 1304.3849),(41 1308.5415),(42 1309.2102),(43 1309.2758),(44 1316.8641),(45 1313.5338),(46 1311.2485),(47 1306.8197),(48 1298.8229),(49 1318.1304),(50 1322.7754),(51 1314.322),(52 1301.7546),(53 1303.3103),(54 1296.6097),(55 1281.0314),(56 1276.0535),(57 1275.8586),(58 1278.8055),(59 1273.6226),(60 1264.8119),(61 1246.4714),(62 1236.3142),(63 1252.6556),(64 1275.1378),(65 1267.866),(66 1254.3778),(67 1245.7849),(68 1256.2639),(69 1269.3289),(70 1280.5623),(71 1297.0236),(72 1325.4751),(73 1334.8685),(74 1336.295),(75 1341.178),(76 1332.7117),(77 1357.321),(78 1365.4082),(79 1368.5659),
