1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 219.32988),(2 288.24744),(3 308.82315),(4 320.77814),(5 335.72073),(6 343.37674),(7 353.07578),(8 366.6861),(9 375.09573),(10 382.56702),(11 391.48688),(12 398.08237),(13 405.02484),(14 406.1421),(15 405.70804),(16 413.9843),(17 416.8385),(18 423.76483),(19 424.18716),(20 428.98425),(21 434.30597),(22 432.1956),(23 432.6905),(24 432.43024),(25 436.61197),(26 442.10242),(27 442.49228),(28 448.401),(29 448.5908),(30 441.01764),(31 433.16208),(32 431.68713),(33 434.33063),(34 436.2954),(35 438.29553),(36 436.19186),(37 436.08942),(38 437.5279),(39 432.91623),(40 433.31525),(41 431.4957),(42 430.36752),(43 428.93988),(44 434.95828),(45 434.5539),(46 431.1844),(47 436.5973),(48 441.20865),(49 446.818),(50 451.82465),(51 455.00952),(52 457.82507),(53 465.26166),(54 463.02213),(55 462.432),(56 464.9526),(57 463.39606),(58 467.79297),(59 470.53342),(60 473.05673),(61 471.19324),(62 473.3463),(63 477.39935),(64 471.75165),(65 473.28946),(66 469.5133),(67 473.5681),(68 479.63705),(69 479.0386),(70 483.36478),(71 484.15933),(72 483.68167),(73 484.54562),(74 474.0074),(75 468.90067),(76 467.01685),(77 468.09155),(78 473.5426),(79 478.6594),
(1 214.78134),(2 282.77087),(3 309.3915),(4 326.10623),(5 343.57684),(6 358.81918),(7 368.43903),(8 381.47644),(9 393.88123),(10 407.29123),(11 410.9299),(12 418.3966),(13 417.6105),(14 415.9865),(15 418.5925),(16 426.5139),(17 433.36545),(18 434.6601),(19 439.9824),(20 446.12497),(21 447.78503),(22 445.38022),(23 446.40448),(24 445.8448),(25 445.92657),(26 442.9725),(27 437.77255),(28 439.7363),(29 437.99503),(30 440.6031),(31 435.4688),(32 436.41083),(33 439.86783),(34 439.46902),(35 437.68683),(36 436.53574),(37 435.0931),(38 436.31073),(39 436.71634),(40 440.12393),(41 446.97498),(42 448.3221),(43 448.87704),(44 446.79086),(45 444.99866),(46 445.21698),(47 452.3822),(48 452.02972),(49 458.09503),(50 462.7674),(51 471.42184),(52 473.09625),(53 476.07684),(54 474.67993),(55 471.21622),(56 470.5794),(57 469.17374),(58 474.96927),(59 475.29413),(60 474.9053),(61 476.8164),(62 477.28598),(63 479.67633),(64 481.98074),(65 479.57758),(66 477.73633),(67 476.51498),(68 478.05402),(69 474.86835),(70 483.0927),(71 484.24896),(72 477.8847),(73 483.16418),(74 481.18805),(75 476.06396),(76 475.66534),(77 473.02216),(78 474.3858),(79 474.71848),
(1 206.86508),(2 269.3861),(3 288.92697),(4 306.78693),(5 322.0622),(6 333.80527),(7 344.01276),(8 360.9698),(9 370.16446),(10 379.54453),(11 390.65164),(12 397.70706),(13 396.90317),(14 397.14978),(15 398.4476),(16 400.87912),(17 406.7419),(18 407.5545),(19 409.4456),(20 414.0333),(21 420.74084),(22 410.11984),(23 417.49734),(24 420.4664),(25 424.52133),(26 417.64212),(27 417.3713),(28 417.99957),(29 415.67026),(30 416.71548),(31 411.19342),(32 412.88416),(33 412.4676),(34 413.42694),(35 416.9604),(36 417.4831),(37 419.57584),(38 411.21228),(39 411.2399),(40 414.23065),(41 415.01035),(42 412.6143),(43 413.02768),(44 416.24908),(45 416.38757),(46 415.35696),(47 423.71246),(48 428.31793),(49 435.31448),(50 435.6005),(51 443.1233),(52 445.3723),(53 448.1572),(54 450.5408),(55 454.4338),(56 455.20926),(57 459.28256),(58 460.30853),(59 455.72668),(60 456.5846),(61 461.72037),(62 459.3167),(63 460.65506),(64 462.17838),(65 457.44583),(66 459.44037),(67 461.04288),(68 461.287),(69 459.58258),(70 460.0382),(71 460.31058),(72 453.14688),(73 454.6823),(74 453.49728),(75 451.48886),(76 448.30054),(77 447.15683),(78 448.38525),(79 454.78357),
(1 206.70206),(2 268.3111),(3 290.04468),(4 311.34567),(5 326.89728),(6 339.25772),(7 353.15344),(8 363.04254),(9 374.29858),(10 385.09668),(11 392.99332),(12 399.37366),(13 400.91794),(14 398.02557),(15 398.87244),(16 405.28308),(17 410.05368),(18 412.21066),(19 416.06085),(20 419.299),(21 424.82166),(22 418.57196),(23 424.6178),(24 429.9187),(25 434.15186),(26 432.056),(27 430.22696),(28 430.73697),(29 427.869),(30 428.9875),(31 421.36542),(32 417.57965),(33 418.92108),(34 418.38184),(35 417.9815),(36 420.653),(37 419.15808),(38 417.0983),(39 419.75888),(40 422.02155),(41 421.3628),(42 421.35962),(43 420.6008),(44 421.48856),(45 425.24933),(46 424.07422),(47 431.03223),(48 433.21576),(49 441.0733),(50 443.0334),(51 445.11166),(52 448.96945),(53 450.774),(54 453.60324),(55 453.8121),(56 453.2031),(57 460.59833),(58 462.27463),(59 458.59918),(60 457.8509),(61 455.3389),(62 452.19766),(63 457.93198),(64 456.21494),(65 453.3962),(66 448.07285),(67 447.29153),(68 450.0962),(69 451.97083),(70 453.408),(71 454.8391),(72 454.044),(73 454.84198),(74 453.14676),(75 452.98938),(76 450.7952),(77 454.03043),(78 454.05954),(79 455.79575),
(1 200.11836),(2 260.52005),(3 278.87708),(4 294.58868),(5 312.04578),(6 324.37524),(7 335.41995),(8 345.15863),(9 357.54025),(10 368.2248),(11 373.68985),(12 378.99207),(13 384.17554),(14 383.11578),(15 383.80588),(16 390.32065),(17 395.45584),(18 398.46494),(19 403.19492),(20 406.7982),(21 409.36343),(22 402.43326),(23 404.718),(24 406.73636),(25 411.7982),(26 409.97488),(27 411.47598),(28 412.7441),(29 411.6057),(30 403.3307),(31 401.70166),(32 400.7511),(33 395.89508),(34 397.78668),(35 397.67566),(36 395.15683),(37 394.69324),(38 395.77332),(39 394.53586),(40 392.9945),(41 395.2451),(42 392.68103),(43 397.03174),(44 399.10513),(45 401.4654),(46 403.97955),(47 409.5931),(48 410.63748),(49 415.99097),(50 422.26715),(51 428.35196),(52 430.0346),(53 430.91443),(54 436.2224),(55 434.2819),(56 438.0919),(57 439.1271),(58 440.9896),(59 439.01996),(60 441.09363),(61 443.18088),(62 443.83813),(63 445.24185),(64 444.81143),(65 445.33258),(66 443.96033),(67 440.29282),(68 441.16025),(69 441.81714),(70 443.4305),(71 446.61328),(72 446.81207),(73 444.78464),(74 444.439),(75 442.25085),(76 436.59344),(77 435.4692),(78 434.88635),(79 437.58148),
(1 196.07205),(2 259.3584),(3 283.44464),(4 294.67975),(5 312.45493),(6 324.04434),(7 338.81946),(8 352.6343),(9 360.70438),(10 370.6885),(11 372.52148),(12 377.99933),(13 381.01663),(14 377.68082),(15 373.60376),(16 379.67358),(17 383.40588),(18 385.51495),(19 389.48584),(20 392.2995),(21 393.85828),(22 391.58994),(23 397.00018),(24 398.8304),(25 400.25714),(26 402.1842),(27 404.72998),(28 403.41016),(29 403.30197),(30 399.24112),(31 396.074),(32 396.66254),(33 392.92587),(34 394.54428),(35 395.79547),(36 398.7961),(37 396.80124),(38 398.19504),(39 398.05432),(40 395.60785),(41 397.10706),(42 400.50824),(43 399.17926),(44 399.16904),(45 397.29474),(46 399.09372),(47 402.14087),(48 400.63617),(49 407.20096),(50 412.51837),(51 416.7117),(52 415.3857),(53 419.20544),(54 418.02325),(55 415.04538),(56 417.6066),(57 419.97122),(58 422.20483),(59 420.16537),(60 420.5483),(61 422.03833),(62 421.4959),(63 420.07513),(64 419.9875),(65 417.70898),(66 416.98788),(67 415.366),(68 417.46237),(69 418.08408),(70 420.37024),(71 423.38724),(72 423.56345),(73 421.32544),(74 415.52106),(75 415.7682),(76 415.37735),(77 411.7862),(78 411.03436),(79 414.01764),
(1 188.68234),(2 249.46667),(3 270.7894),(4 285.07416),(5 300.53632),(6 313.63806),(7 323.5054),(8 335.66104),(9 345.819),(10 352.0548),(11 361.61728),(12 369.5581),(13 371.29935),(14 370.4117),(15 371.1282),(16 377.0405),(17 383.143),(18 388.0476),(19 390.42532),(20 390.61197),(21 390.7952),(22 385.42755),(23 392.6468),(24 391.37653),(25 393.28336),(26 394.8272),(27 394.60928),(28 393.8858),(29 392.3838),(30 390.44168),(31 388.0732),(32 384.40585),(33 383.23706),(34 386.0555),(35 388.68207),(36 388.91733),(37 386.55792),(38 382.43036),(39 382.798),(40 380.6403),(41 382.02856),(42 385.80835),(43 386.38992),(44 388.00195),(45 387.1993),(46 387.98346),(47 393.01364),(48 400.99524),(49 408.26724),(50 412.88412),(51 417.0389),(52 418.46036),(53 423.7397),(54 428.12),(55 430.45795),(56 431.57578),(57 436.05945),(58 438.8437),(59 439.08414),(60 442.06473),(61 443.28812),(62 445.8523),(63 445.2994),(64 449.24063),(65 447.56717),(66 444.96652),(67 446.17838),(68 448.07062),(69 446.4171),(70 451.44528),(71 450.58038),(72 451.44028),(73 448.71097),(74 444.6467),(75 445.0806),(76 438.9971),(77 433.21188),(78 430.4112),(79 428.675),
(1 183.83722),(2 239.03624),(3 258.21286),(4 273.26984),(5 285.9303),(6 296.9353),(7 306.04666),(8 319.05908),(9 325.6291),(10 336.0534),(11 341.11835),(12 346.98264),(13 348.51086),(14 348.45654),(15 348.37177),(16 356.12643),(17 360.75903),(18 366.51505),(19 363.93878),(20 366.91226),(21 371.2681),(22 369.73312),(23 375.17645),(24 376.4978),(25 378.23328),(26 377.2871),(27 374.6676),(28 377.49997),(29 377.7881),(30 382.5457),(31 380.6825),(32 381.54807),(33 379.54227),(34 378.7743),(35 378.84824),(36 377.08618),(37 374.85144),(38 375.32446),(39 373.16562),(40 370.24692),(41 372.08783),(42 372.35583),(43 371.9056),(44 374.10718),(45 375.8568),(46 379.55414),(47 382.81418),(48 389.14664),(49 391.23138),(50 398.7643),(51 400.4944),(52 404.2785),(53 408.50598),(54 406.14713),(55 406.48343),(56 406.1879),(57 402.1061),(58 399.18976),(59 395.54962),(60 397.3796),(61 399.18436),(62 398.6073),(63 401.33737),(64 402.38934),(65 399.72552),(66 398.60492),(67 400.683),(68 409.7508),(69 407.37085),(70 408.46985),(71 408.194),(72 410.0742),(73 411.48752),(74 411.81238),(75 412.5942),(76 411.47156),(77 408.52368),(78 406.06497),(79 407.52353),
(1 188.70279),(2 243.29652),(3 260.495),(4 272.14343),(5 285.12347),(6 297.3338),(7 305.13315),(8 310.42432),(9 315.0957),(10 325.2723),(11 329.6899),(12 338.4834),(13 339.78946),(14 340.93622),(15 342.32065),(16 352.5978),(17 356.62854),(18 359.46295),(19 360.5613),(20 362.0028),(21 365.22678),(22 363.8587),(23 365.86066),(24 367.2277),(25 366.9987),(26 369.5374),(27 366.15884),(28 369.24338),(29 369.76547),(30 369.942),(31 367.36652),(32 365.4495),(33 363.31317),(34 365.22638),(35 363.5263),(36 364.26086),(37 360.47797),(38 359.34616),(39 356.34293),(40 356.1216),(41 352.92526),(42 353.82425),(43 352.8983),(44 353.43317),(45 352.58218),(46 358.61197),(47 360.50632),(48 364.55798),(49 369.1657),(50 375.05023),(51 380.8037),(52 378.46826),(53 381.3509),(54 384.0436),(55 382.37222),(56 383.62482),(57 384.6086),(58 387.16672),(59 389.09036),(60 390.48657),(61 391.10938),(62 389.99228),(63 390.71725),(64 391.7109),(65 391.16504),(66 389.83557),(67 390.35428),(68 395.7001),(69 392.08456),(70 392.32462),(71 392.07602),(72 392.28632),(73 394.1472),(74 392.17047),(75 386.0485),(76 387.32596),(77 385.21185),(78 387.2373),(79 384.1706),
(1 175.41438),(2 227.15462),(3 245.09494),(4 261.21338),(5 271.72467),(6 279.56393),(7 287.28653),(8 297.30783),(9 307.8262),(10 316.25195),(11 320.4044),(12 326.69467),(13 326.8339),(14 325.19415),(15 319.8765),(16 327.91595),(17 332.67612),(18 339.41016),(19 337.76566),(20 338.7855),(21 340.5569),(22 336.66663),(23 339.4735),(24 340.97745),(25 341.2055),(26 340.37473),(27 337.8815),(28 334.09637),(29 333.93774),(30 335.45642),(31 337.56442),(32 337.05444),(33 337.682),(34 340.00623),(35 340.70288),(36 342.99094),(37 342.57916),(38 344.64258),(39 344.3517),(40 341.36713),(41 341.38956),(42 343.64923),(43 347.49857),(44 350.59506),(45 347.22504),(46 351.05383),(47 353.96057),(48 355.48416),(49 360.73312),(50 364.5519),(51 366.8399),(52 372.21155),(53 374.0724),(54 372.47577),(55 370.71497),(56 369.21326),(57 370.66983),(58 369.79102),(59 372.44675),(60 375.8231),(61 379.42184),(62 374.13852),(63 372.9783),(64 372.3927),(65 376.321),(66 376.31784),(67 375.25107),(68 378.66666),(69 376.11725),(70 376.4096),(71 379.9474),(72 376.7748),(73 374.2164),(74 373.83093),(75 371.46167),(76 374.0688),(77 374.04153),(78 372.68723),(79 370.92853),
(1 175.37137),(2 226.13747),(3 248.3892),(4 261.30215),(5 272.63995),(6 282.78665),(7 291.74997),(8 298.76782),(9 303.4542),(10 309.24722),(11 315.79068),(12 322.35812),(13 323.97922),(14 323.5464),(15 323.88504),(16 329.9195),(17 330.4282),(18 333.31366),(19 335.5192),(20 339.86444),(21 339.10196),(22 338.5239),(23 340.87177),(24 341.54544),(25 343.34763),(26 347.23865),(27 343.3202),(28 340.51666),(29 342.95065),(30 343.19687),(31 343.69577),(32 345.8942),(33 345.39362),(34 344.08438),(35 343.18192),(36 340.2838),(37 339.7633),(38 345.85883),(39 342.66113),(40 336.37207),(41 335.4608),(42 335.88867),(43 338.72668),(44 339.13782),(45 336.70474),(46 337.18393),(47 341.3098),(48 350.69342),(49 355.13684),(50 356.9751),(51 360.792),(52 360.05463),(53 366.7524),(54 365.76712),(55 367.448),(56 369.21487),(57 370.1015),(58 375.03748),(59 371.1137),(60 372.25064),(61 369.78146),(62 367.5383),(63 367.45322),(64 366.304),(65 364.21875),(66 365.64188),(67 368.07224),(68 372.50772),(69 368.80936),(70 371.94846),(71 372.5196),(72 371.99982),(73 374.16617),(74 371.44223),(75 372.04706),(76 371.90826),(77 371.1225),(78 369.04944),(79 370.26907),
(1 170.08531),(2 217.79005),(3 237.91283),(4 251.93234),(5 260.06802),(6 269.38507),(7 273.82907),(8 278.91223),(9 283.13773),(10 293.06546),(11 297.07382),(12 302.33517),(13 306.22818),(14 307.04437),(15 310.80728),(16 314.4128),(17 315.519),(18 321.29),(19 328.1313),(20 331.30368),(21 329.1367),(22 326.8888),(23 326.65027),(24 328.64444),(25 331.9182),(26 337.39813),(27 335.86752),(28 337.21405),(29 334.45462),(30 332.22766),(31 332.4347),(32 331.25986),(33 327.4165),(34 326.83044),(35 325.65048),(36 323.49146),(37 324.40277),(38 326.79144),(39 325.59546),(40 319.8125),(41 322.52258),(42 321.55325),(43 321.486),(44 324.791),(45 323.23465),(46 322.67444),(47 327.33014),(48 332.21204),(49 338.07993),(50 342.04028),(51 346.0256),(52 346.77365),(53 349.99252),(54 351.94186),(55 353.54285),(56 359.37302),(57 359.65015),(58 362.91162),(59 357.34723),(60 357.38),(61 359.8398),(62 360.93686),(63 366.28262),(64 364.81757),(65 360.03677),(66 359.67133),(67 356.99033),(68 359.51144),(69 358.25665),(70 361.67386),(71 366.53253),(72 365.63803),(73 362.19833),(74 358.95035),(75 353.84866),(76 353.0716),(77 350.91986),(78 351.20923),(79 347.7293),
(1 168.25113),(2 215.14247),(3 233.37682),(4 245.95383),(5 259.8437),(6 268.40002),(7 275.05725),(8 285.1452),(9 291.5645),(10 297.00616),(11 302.0399),(12 309.29385),(13 310.68408),(14 310.8688),(15 312.20212),(16 316.68033),(17 322.68442),(18 322.65192),(19 326.4544),(20 329.62772),(21 329.16376),(22 332.27164),(23 332.67188),(24 335.3745),(25 339.72244),(26 339.52853),(27 339.3093),(28 339.93167),(29 337.63904),(30 335.718),(31 336.30322),(32 332.9248),(33 329.87485),(34 328.7779),(35 328.70187),(36 329.13123),(37 324.02637),(38 328.495),(39 328.70673),(40 329.17267),(41 327.74625),(42 327.81497),(43 329.22012),(44 331.23346),(45 326.58292),(46 329.89554),(47 334.1088),(48 335.82355),(49 338.73352),(50 341.93674),(51 348.00098),(52 349.89386),(53 353.2294),(54 357.62),(55 355.19827),(56 358.70084),(57 360.7996),(58 361.7829),(59 360.69278),(60 358.72815),(61 362.00027),(62 362.6703),(63 360.35043),(64 358.06152),(65 358.81332),(66 359.9632),(67 359.8055),(68 364.73),(69 361.08487),(70 362.1406),(71 364.1239),(72 364.01285),(73 364.64395),(74 361.93958),(75 359.58932),(76 357.39706),(77 358.5197),(78 358.71945),(79 355.50302),
(1 162.97939),(2 209.77916),(3 224.91757),(4 237.44867),(5 250.3611),(6 261.61783),(7 266.94583),(8 274.33713),(9 280.19724),(10 291.7821),(11 298.10666),(12 301.9099),(13 303.06308),(14 304.3575),(15 304.67096),(16 309.06693),(17 307.9962),(18 316.60864),(19 317.05762),(20 320.52838),(21 320.7128),(22 318.05505),(23 322.16095),(24 324.33234),(25 325.50455),(26 323.7006),(27 321.16986),(28 318.6716),(29 317.60904),(30 317.77756),(31 316.02567),(32 314.7859),(33 311.15955),(34 311.44327),(35 311.09045),(36 310.53357),(37 311.09406),(38 313.14014),(39 309.53104),(40 308.88406),(41 310.39957),(42 307.7059),(43 306.91006),(44 307.9655),(45 309.7921),(46 310.88916),(47 316.68088),(48 316.8988),(49 323.56418),(50 331.18414),(51 334.1315),(52 334.72455),(53 337.16855),(54 340.83206),(55 341.6495),(56 343.07034),(57 345.9482),(58 350.35092),(59 350.01572),(60 353.37305),(61 353.16998),(62 348.72583),(63 348.60916),(64 350.3993),(65 349.611),(66 347.4438),(67 345.6597),(68 347.59927),(69 347.83286),(70 349.04767),(71 348.27625),(72 347.8731),(73 347.97552),(74 343.61334),(75 341.52927),(76 341.26395),(77 344.31085),(78 345.41876),(79 344.05188),
(1 160.31642),(2 206.68556),(3 222.0015),(4 233.92854),(5 243.76093),(6 255.31058),(7 262.92706),(8 272.77325),(9 276.79688),(10 280.90402),(11 289.0606),(12 293.39777),(13 294.64185),(14 297.69537),(15 297.1539),(16 302.5962),(17 308.98694),(18 314.03616),(19 313.13016),(20 315.91827),(21 317.206),(22 313.5448),(23 317.95593),(24 318.77795),(25 319.60944),(26 321.60858),(27 316.21893),(28 316.80634),(29 315.097),(30 313.26328),(31 313.51126),(32 310.0282),(33 306.58255),(34 307.017),(35 305.3858),(36 306.5164),(37 305.7913),(38 307.5942),(39 305.1868),(40 307.5164),(41 307.21384),(42 307.37692),(43 307.79132),(44 306.93405),(45 307.75726),(46 310.45355),(47 315.97458),(48 315.53934),(49 322.0395),(50 323.07077),(51 326.3509),(52 328.50055),(53 329.28223),(54 328.42877),(55 329.08057),(56 328.96866),(57 331.7215),(58 335.30844),(59 331.0016),(60 337.12845),(61 337.43396),(62 333.52274),(63 333.3131),(64 332.49344),(65 333.55588),(66 333.72122),(67 330.76947),(68 330.718),(69 329.45425),(70 329.56528),(71 332.18655),(72 332.50528),(73 333.55334),(74 329.0871),(75 330.19766),(76 330.2708),(77 327.15155),(78 326.86646),(79 326.2056),
(1 157.88805),(2 206.45483),(3 225.05946),(4 238.6745),(5 250.14682),(6 259.78333),(7 267.88992),(8 280.76596),(9 288.70056),(10 296.22366),(11 302.11945),(12 309.7337),(13 310.0041),(14 311.04416),(15 311.15863),(16 316.46344),(17 320.8919),(18 322.41138),(19 327.8673),(20 329.47015),(21 328.92682),(22 323.80228),(23 320.76126),(24 325.66644),(25 327.5721),(26 324.37955),(27 324.1894),(28 325.18713),(29 321.801),(30 321.66345),(31 319.69406),(32 316.66782),(33 317.94882),(34 319.7803),(35 323.02493),(36 323.28952),(37 320.4629),(38 322.17273),(39 319.18555),(40 315.29898),(41 318.35135),(42 317.0175),(43 316.5239),(44 319.60245),(45 323.3313),(46 323.28253),(47 329.1417),(48 332.8748),(49 340.37543),(50 344.12503),(51 350.76324),(52 354.01538),(53 355.91785),(54 358.17166),(55 358.9914),(56 357.92905),(57 357.27524),(58 361.82513),(59 358.38376),(60 358.30017),(61 358.98138),(62 356.90573),(63 360.61517),(64 360.19653),(65 360.08713),(66 357.45538),(67 355.85736),(68 358.52332),(69 353.5529),(70 356.611),(71 355.83795),(72 353.13437),(73 354.63232),(74 349.31006),(75 344.99387),(76 343.76846),(77 345.58908),(78 347.1707),(79 345.57425),
(1 156.51369),(2 199.97466),(3 220.65642),(4 235.76717),(5 247.7417),(6 257.34415),(7 265.75854),(8 276.2919),(9 281.46146),(10 287.65732),(11 295.3008),(12 300.8524),(13 303.55258),(14 304.26413),(15 304.34967),(16 310.8168),(17 313.6274),(18 314.1883),(19 317.3771),(20 320.58896),(21 324.5668),(22 318.1525),(23 320.3302),(24 321.90457),(25 320.7412),(26 317.9091),(27 316.78934),(28 315.13608),(29 311.4877),(30 308.79535),(31 307.4504),(32 305.80344),(33 306.96686),(34 307.8063),(35 307.9833),(36 306.7217),(37 307.93146),(38 309.68918),(39 305.8536),(40 306.26788),(41 308.50455),(42 309.10483),(43 309.91446),(44 313.2879),(45 312.945),(46 314.19568),(47 321.8657),(48 326.53168),(49 329.4142),(50 334.23294),(51 335.7498),(52 339.94318),(53 343.439),(54 344.20047),(55 343.00336),(56 345.36374),(57 348.32828),(58 347.6361),(59 345.9874),(60 343.5081),(61 344.00787),(62 342.8521),(63 345.0507),(64 344.28046),(65 340.89435),(66 339.71805),(67 337.1908),(68 342.02734),(69 340.60278),(70 343.65558),(71 346.42886),(72 344.99527),(73 345.51053),(74 345.65973),(75 344.67554),(76 345.1664),(77 344.4121),(78 343.9984),(79 343.2484),
(1 153.30447),(2 194.54724),(3 210.45264),(4 223.56808),(5 233.27718),(6 243.3508),(7 250.21579),(8 260.70108),(9 268.71326),(10 272.5383),(11 276.22714),(12 280.62805),(13 280.911),(14 278.48773),(15 277.5752),(16 282.47815),(17 284.15616),(18 283.8679),(19 283.7964),(20 290.11072),(21 289.77878),(22 289.1835),(23 292.05856),(24 291.1356),(25 292.34595),(26 291.54492),(27 291.1865),(28 292.1026),(29 287.61694),(30 287.7448),(31 287.28418),(32 287.94894),(33 286.97205),(34 284.92172),(35 285.17215),(36 287.67514),(37 285.83362),(38 290.0579),(39 289.20352),(40 284.27496),(41 285.73843),(42 286.10944),(43 285.80066),(44 288.9866),(45 288.20468),(46 291.47363),(47 295.0321),(48 299.75223),(49 302.86823),(50 307.28082),(51 310.80637),(52 315.68546),(53 316.7958),(54 317.09464),(55 316.9874),(56 315.96497),(57 315.00977),(58 317.4085),(59 317.84863),(60 317.8889),(61 319.46317),(62 316.9636),(63 315.844),(64 313.72253),(65 314.5286),(66 313.47946),(67 312.96603),(68 314.8964),(69 312.96335),(70 313.41248),(71 312.58746),(72 310.41705),(73 309.99905),(74 306.12323),(75 303.48065),(76 303.9862),(77 302.75888),(78 303.86768),(79 303.88116),
(1 148.48232),(2 189.08559),(3 206.28526),(4 219.62595),(5 229.81482),(6 239.18225),(7 246.47157),(8 254.27203),(9 259.5829),(10 264.74777),(11 270.3599),(12 276.12747),(13 277.96667),(14 279.8753),(15 280.09357),(16 286.6239),(17 288.44067),(18 293.7411),(19 292.75125),(20 293.24936),(21 293.9644),(22 292.2296),(23 291.55508),(24 292.3469),(25 291.77225),(26 290.3475),(27 288.08688),(28 286.69928),(29 284.7198),(30 282.22696),(31 280.2669),(32 282.19003),(33 277.70166),(34 277.42163),(35 279.37292),(36 279.10583),(37 280.4569),(38 283.42667),(39 280.18744),(40 279.0353),(41 279.8456),(42 278.81308),(43 278.86087),(44 282.04822),(45 282.9271),(46 284.5896),(47 288.29288),(48 295.39316),(49 300.7135),(50 304.6101),(51 305.6699),(52 309.64484),(53 314.18506),(54 314.4932),(55 314.06934),(56 315.49463),(57 316.21817),(58 318.17773),(59 316.31464),(60 318.44104),(61 318.27408),(62 316.116),(63 314.72647),(64 314.90186),(65 314.83493),(66 315.42426),(67 316.97525),(68 317.18124),(69 313.0396),(70 312.41183),(71 312.91794),(72 312.75345),(73 312.88983),(74 309.49786),(75 308.5241),(76 310.39536),(77 310.42572),(78 309.42026),(79 309.37277),
