againstWalker1-1: 16
againstWalker1-2: 15
againstWalker1-3: 16
againstWalker1-4: 16
againstWalker1-5: 16
againstWalker1-6: 15
againstWalker1-7: 15
againstWalker1-8: 16
againstWalker1-9: 15
againstWalker1-10: 15
againstWalker1-11: 17
againstWalker1-12: 17
againstWalker1-13: 18
againstWalker1-14: 15
againstWalker1-15: 17
againstWalker1-16: 20
againstWalker1-17: 19
againstWalker1-18: 20
againstWalker1-19: 19
againstWalker1-20: 23
againstWalker1-21: 20
againstWalker1-22: 21
againstWalker1-23: 22
againstWalker1-24: 21
againstWalker1-25: 21
againstWalker1-26: 23
againstWalker1-27: 23
againstWalker1-28: 22
againstWalker1-29: 20
againstWalker1-30: 23
againstWalker1-31: 22
againstWalker1-32: 21
againstWalker1-33: 24
againstWalker1-34: 23
againstWalker1-35: 24
againstWalker1-36: 24
againstWalker1-37: 22
againstWalker1-38: 23
againstWalker1-39: 22
againstWalker1-40: 24
againstWalker1-41: 26
againstWalker1-42: 22
againstWalker1-43: 25
againstWalker1-44: 26
againstWalker1-45: 23
againstWalker1-46: 23
againstWalker1-47: 25
againstWalker1-48: 27
againstWalker1-49: 28
againstWalker1-50: 31
againstWalker1-51: 33
againstWalker1-52: 32
againstWalker1-53: 34
againstWalker1-54: 31
againstWalker1-55: 32
againstWalker1-56: 30
againstWalker1-57: 33
againstWalker1-58: 32
againstWalker1-59: 34
againstWalker1-60: 29
againstWalker1-61: 31
againstWalker1-62: 35
againstWalker1-63: 34
againstWalker1-64: 32
againstWalker1-65: 36
againstWalker1-66: 33
againstWalker1-67: 35
againstWalker1-68: 30
againstWalker1-69: 34
againstWalker1-70: 31
againstWalker1-71: 32
againstWalker1-72: 32
againstWalker1-73: 35
againstWalker1-74: 37
againstWalker1-75: 39
againstWalker1-76: 35
againstWalker1-77: 38
againstWalker1-78: 41
againstWalker1-79: 37
againstWalker1-80: 35
againstWalker1-81: 35
againstWalker1-82: 34
againstWalker1-83: 34
againstWalker1-84: 30
againstWalker1-85: 32
againstWalker1-86: 36
againstWalker1-87: 34
againstWalker1-88: 37
againstWalker1-89: 36
againstWalker1-90: 36
againstWalker1-91: 36
againstWalker1-92: 36
againstWalker1-93: 37
againstWalker1-94: 33
againstWalker1-95: 37
againstWalker1-96: 36
againstWalker1-97: 33
againstWalker1-98: 34
againstWalker1-99: 31
againstWalker1-100: 32
againstWalker1-avg: 27.42
