1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 29807.273),(2 46726.996),(3 56420.457),(4 108486.6),(5 152124.1),(6 182224.58),(7 256431.83),(8 322961.38),(9 376313),(10 463311),(11 545706.2),(12 618210.25),(13 725891.8),(14 823888.8),(15 937183.56),(16 1081217.6),(17 1230891.4),(18 1385386.9),(19 1579262),(20 1777710.1),(21 1986709.4),(22 2222920.8),(23 2459717.3),(24 2698800.8),(25 2954277.3),(26 3212776),(27 3502232.8),(28 3764550.3),(29 4054100.8),(30 4315052.5),(31 4616947),(32 4931991.5),(33 5236949),(34 5547777),(35 5898172.5),(36 6221600),(37 6573413.5),(38 6915813.5),(39 7268889.5),(40 7587429.5),(41 7909030.5),(42 8232209.5),(43 8525872),(44 8867799),(45 9229535),(46 9631581),(47 10066707),(48 10512878),(49 10986741),(50 11461861),(51 11920425),(52 12392380),(53 12889636),(54 13322811),(55 13778089),(56 14220213),(57 14651901),(58 15123619),(59 15583837),(60 15972109),(61 16432396),(62 16888360),(63 17316284),(64 17718810),(65 18100826),(66 18446224),(67 18748710),(68 19020088),(69 19241400),(70 19442426),(71 19663610),(72 19850286),(73 20100926),(74 20323368),(75 20571586),(76 20835710),(77 21143750),(78 21442932),(79 21708304),
(1 963.8981),(2 1479.2072),(3 1548.9253),(4 1568.2787),(5 1602.7554),(6 1634.2379),(7 1698.0472),(8 1715.5548),(9 1756.7174),(10 1773.538),(11 1782.8833),(12 1799.3379),(13 1817.5166),(14 1833.6656),(15 1862.9246),(16 1892.2753),(17 1863.853),(18 1859.1334),(19 1871.5344),(20 1906.2443),(21 1940.3289),(22 1979.5558),(23 2003.0472),(24 2028.1553),(25 2069.0938),(26 2120.9736),(27 2138.0933),(28 2145.9094),(29 2186.3506),(30 2207.4202),(31 2251.4988),(32 2249.8528),(33 2266.139),(34 2288.1997),(35 2356.8801),(36 2455.6892),(37 2451.002),(38 2456.9897),(39 2531.1157),(40 2557.374),(41 2566.8633),(42 2562.3274),(43 2558.1528),(44 2574.1558),(45 2589.71),(46 2610.0618),(47 2596.6858),(48 2584.5457),(49 2563.8552),(50 2553.9766),(51 2543.7998),(52 2536.4082),(53 2504.0005),(54 2499.5718),(55 2458.7712),(56 2417.0532),(57 2405.1912),(58 2335.5842),(59 2264.6687),(60 2273.9268),(61 2265.3),(62 2227.8386),(63 2206.2297),(64 2213.6047),(65 2238.6536),(66 2244.4075),(67 2201.341),(68 2202.0627),(69 2238.8003),(70 2269.2073),(71 2280.8782),(72 2299.9124),(73 2317.067),(74 2282.2195),(75 2278.4495),(76 2323.4658),(77 2340.0789),(78 2351.1348),(79 2355.9182),
(1 930.22064),(2 1473.7461),(3 1568.0919),(4 1546.4779),(5 1552.5421),(6 1598.186),(7 1669.8),(8 1692.4746),(9 1718.7247),(10 1744.3834),(11 1773.8492),(12 1762.2954),(13 1768.2057),(14 1796.0956),(15 1803.8704),(16 1790.7864),(17 1780.9232),(18 1782.3177),(19 1804.8379),(20 1834.8569),(21 1871.447),(22 1869.8826),(23 1911.78),(24 1934.9528),(25 1938.4133),(26 1976.2966),(27 2029.0696),(28 2097.8296),(29 2159.1357),(30 2188.3132),(31 2233.3306),(32 2260.2783),(33 2278.5513),(34 2304.1516),(35 2356.3904),(36 2406.1404),(37 2395.83),(38 2406.8313),(39 2452.6782),(40 2464.42),(41 2445.99),(42 2469.8396),(43 2481.4841),(44 2507.3962),(45 2489.3496),(46 2489.0146),(47 2507.9705),(48 2502.882),(49 2474.1162),(50 2452.6199),(51 2401.046),(52 2374.4294),(53 2320.5059),(54 2330.2385),(55 2284.4146),(56 2239.2908),(57 2196.081),(58 2152.0005),(59 2130.1936),(60 2110.902),(61 2065.8567),(62 2035.1764),(63 2031.6284),(64 2047.1182),(65 2051.2834),(66 2077.688),(67 2070.6511),(68 2059.817),(69 2072.2312),(70 2090.4998),(71 2102.6536),(72 2153.483),(73 2160.098),(74 2124.6982),(75 2139.2385),(76 2167.8452),(77 2166.7683),(78 2172.34),(79 2190.782),
(1 932.1747),(2 1412.5446),(3 1504.2898),(4 1539.333),(5 1556.1901),(6 1587.7734),(7 1622.7518),(8 1675.5343),(9 1726.0475),(10 1725.7135),(11 1759.1216),(12 1754.1819),(13 1772.5707),(14 1768.5048),(15 1777.1301),(16 1768.9344),(17 1769.6647),(18 1800.6239),(19 1814.3148),(20 1861.7019),(21 1924.9119),(22 1933.3821),(23 1949.4985),(24 1973.5332),(25 1985.3967),(26 2015.3909),(27 2080.6963),(28 2098.9229),(29 2111.8254),(30 2110.0862),(31 2153.991),(32 2162.4807),(33 2184.5957),(34 2261.9297),(35 2333.1296),(36 2383.3384),(37 2369.1196),(38 2407.6843),(39 2467.1072),(40 2462.8179),(41 2477.5828),(42 2487.0093),(43 2456.973),(44 2474.2664),(45 2478.0474),(46 2478.8772),(47 2468.291),(48 2477.8289),(49 2483.8071),(50 2472.3176),(51 2464.6157),(52 2452.9932),(53 2420.9204),(54 2387.6248),(55 2366.4465),(56 2309.5771),(57 2274.0889),(58 2261.0645),(59 2248.1968),(60 2230.3538),(61 2194.7227),(62 2160.7456),(63 2171.6921),(64 2197.6929),(65 2188.7522),(66 2168.94),(67 2177.3513),(68 2165.2703),(69 2172.6135),(70 2179.2888),(71 2171.8484),(72 2168.3816),(73 2161.144),(74 2141.9224),(75 2136.5374),(76 2155.2957),(77 2127.1836),(78 2134.8298),(79 2168.066),
(1 905.6327),(2 1407.0797),(3 1486.2205),(4 1528.6495),(5 1531.3671),(6 1528.3668),(7 1583.6472),(8 1633.5104),(9 1660.1619),(10 1658.1198),(11 1666.9982),(12 1681.6469),(13 1718.3826),(14 1717.2382),(15 1732.3635),(16 1763.936),(17 1768.5142),(18 1787.7155),(19 1799.1753),(20 1822.5752),(21 1866.9313),(22 1881.5),(23 1869.217),(24 1900.2688),(25 1939.442),(26 1957.5303),(27 2020.4873),(28 2054.4626),(29 2074.0305),(30 2119.177),(31 2148.3633),(32 2127.9038),(33 2164.0247),(34 2208.385),(35 2270.1694),(36 2300.542),(37 2294.786),(38 2324.843),(39 2384.8816),(40 2378.35),(41 2408.2495),(42 2400.1917),(43 2408.7744),(44 2435.7954),(45 2427.3733),(46 2418.234),(47 2424.369),(48 2421.4946),(49 2402.0583),(50 2390.8987),(51 2355.9202),(52 2352.2588),(53 2321.8757),(54 2295.2517),(55 2262.365),(56 2224.9883),(57 2207.4922),(58 2227.9358),(59 2205.3064),(60 2164.3162),(61 2112.696),(62 2083.9077),(63 2077.5034),(64 2107.6975),(65 2109.284),(66 2103.6736),(67 2078.5364),(68 2065.0715),(69 2081.1445),(70 2093.6467),(71 2097.1658),(72 2079.5273),(73 2066.8384),(74 2084.384),(75 2098.3123),(76 2116.4124),(77 2120.0803),(78 2134.788),(79 2157.9163),
(1 871.76373),(2 1351.5529),(3 1410.7994),(4 1441.0679),(5 1474.2678),(6 1505.0192),(7 1549.7202),(8 1582.2297),(9 1605.7058),(10 1606.9408),(11 1629.2587),(12 1652.6086),(13 1662.9012),(14 1670.2389),(15 1680.5605),(16 1660.143),(17 1660.6691),(18 1706.5884),(19 1734.9772),(20 1772.5399),(21 1806.8507),(22 1817.6285),(23 1803.6056),(24 1811.895),(25 1834.891),(26 1863.8335),(27 1942.8304),(28 1958.9049),(29 1993.0011),(30 2036.3383),(31 2031.361),(32 2060.9744),(33 2106.7385),(34 2155.418),(35 2179.8828),(36 2231.9524),(37 2238.6506),(38 2281.874),(39 2334.647),(40 2353.7751),(41 2410.5798),(42 2455.896),(43 2466.0107),(44 2467.2864),(45 2462.0364),(46 2457.2036),(47 2475.6926),(48 2458.4297),(49 2447.432),(50 2419.278),(51 2394.0845),(52 2357.7366),(53 2301.2832),(54 2292.4785),(55 2263.8047),(56 2254.3232),(57 2224.8665),(58 2181.2893),(59 2170.3223),(60 2111.11),(61 2068.453),(62 2028.2704),(63 2036.2034),(64 2017.4745),(65 2024.3232),(66 2024.043),(67 1975.5955),(68 1984.2135),(69 1989.5963),(70 1968.1478),(71 1981.197),(72 1990.5656),(73 2007.3403),(74 2012.0232),(75 2033.7808),(76 2067.9668),(77 2038.4515),(78 2045.8889),(79 2056.7053),
(1 863.2364),(2 1312.6799),(3 1419.0837),(4 1452.451),(5 1470.8271),(6 1507.8837),(7 1552.6161),(8 1568.3402),(9 1600.704),(10 1614.6652),(11 1612.8419),(12 1603.45),(13 1608.5083),(14 1628.1422),(15 1661.462),(16 1656.8253),(17 1676.3016),(18 1699.5431),(19 1721.9753),(20 1761.1188),(21 1792.4503),(22 1777.0614),(23 1768.3168),(24 1789.9664),(25 1837.0194),(26 1876.577),(27 1918.4716),(28 1933.2515),(29 1966.2852),(30 2014.4089),(31 2025.0148),(32 2066.2502),(33 2101.67),(34 2133.9524),(35 2205.5076),(36 2237.2673),(37 2246.966),(38 2288.1826),(39 2320.1377),(40 2350.1758),(41 2376.016),(42 2375.2483),(43 2372.7979),(44 2346.0864),(45 2334.5322),(46 2351.6301),(47 2364.7683),(48 2352.9211),(49 2324.1084),(50 2317.001),(51 2305.613),(52 2293.962),(53 2278.1428),(54 2253.449),(55 2218.0186),(56 2190.206),(57 2153.236),(58 2121.3481),(59 2103.7896),(60 2058.9795),(61 1982.1246),(62 1955.5121),(63 1974.7421),(64 1978.0469),(65 1968.8511),(66 1943.1895),(67 1931.7262),(68 1966.6289),(69 1955.0415),(70 1979.7935),(71 1990.5977),(72 1998.872),(73 2018.8054),(74 2027.6134),(75 2013.3077),(76 2027.1161),(77 2034.1852),(78 2069.303),(79 2092.261),
(1 857.24396),(2 1303.386),(3 1400.3398),(4 1438.8068),(5 1412.2363),(6 1429.4435),(7 1478.175),(8 1521.9839),(9 1543.7947),(10 1545.657),(11 1556.7145),(12 1561.5718),(13 1581.1053),(14 1585.0616),(15 1608.1733),(16 1617.8895),(17 1632.6072),(18 1665.9739),(19 1679.9984),(20 1725.5049),(21 1749.2836),(22 1747.6577),(23 1751.41),(24 1793.5851),(25 1815.4122),(26 1853.0531),(27 1918.4668),(28 1927.2778),(29 1940.1338),(30 1954.4253),(31 1953.5892),(32 1981.4138),(33 2010.4818),(34 2042.0977),(35 2090.036),(36 2153.772),(37 2180.8245),(38 2213.3079),(39 2247.0063),(40 2264.4094),(41 2297.7498),(42 2305.249),(43 2277.653),(44 2287.8186),(45 2282.1335),(46 2269.982),(47 2253.9036),(48 2245.2908),(49 2262.3596),(50 2249.2913),(51 2222.143),(52 2198.7617),(53 2172.79),(54 2161.5479),(55 2153.7305),(56 2141.5874),(57 2093.0518),(58 2070.1985),(59 2048.1736),(60 2006.3378),(61 1964.0964),(62 1934.2717),(63 1945.2642),(64 1962.9912),(65 1958.8363),(66 1917.5238),(67 1916.3198),(68 1926.6694),(69 1937.0125),(70 1940.7686),(71 1932.8545),(72 1942.5048),(73 1936.1089),(74 1954.1864),(75 1928.6709),(76 1944.873),(77 1939.8903),(78 1972.3878),(79 2016.989),
(1 841.7808),(2 1266.8733),(3 1344.5189),(4 1377.3036),(5 1388.4585),(6 1418.8212),(7 1455.8903),(8 1505.1622),(9 1519.4243),(10 1525.2855),(11 1528.5022),(12 1534.933),(13 1549.2073),(14 1575.5065),(15 1585.122),(16 1593.0789),(17 1601.1844),(18 1630.6698),(19 1657.8538),(20 1697.9933),(21 1712.3328),(22 1721.4598),(23 1724.3567),(24 1757.7587),(25 1801.3867),(26 1824.2036),(27 1846.5637),(28 1846.5741),(29 1848.4138),(30 1886.2987),(31 1922.027),(32 1922.9731),(33 1941.3805),(34 1981.363),(35 2018.4576),(36 2067.7498),(37 2097.2969),(38 2118.9116),(39 2143.051),(40 2171.1392),(41 2202.6665),(42 2197.2854),(43 2196.3184),(44 2212.145),(45 2223.5566),(46 2228.947),(47 2214.2273),(48 2201.61),(49 2191.4192),(50 2205.2063),(51 2193.9434),(52 2113.475),(53 2076.565),(54 2068.709),(55 2063.5986),(56 2032.1367),(57 1981.3751),(58 1977.2133),(59 1950.896),(60 1934.8223),(61 1914.6565),(62 1879.9895),(63 1911.3938),(64 1905.484),(65 1915.8695),(66 1906.6603),(67 1901.1205),(68 1915.6711),(69 1896.4363),(70 1895.0845),(71 1902.1859),(72 1887.0184),(73 1918.8569),(74 1903.7505),(75 1936.3035),(76 1945.8507),(77 1968.8348),(78 2008.4004),(79 2038.1818),
(1 825.5242),(2 1241.906),(3 1317.7557),(4 1335.3843),(5 1345.02),(6 1389.4385),(7 1447.9698),(8 1493.5068),(9 1524.9484),(10 1519.7101),(11 1509.0519),(12 1545.9707),(13 1548.6324),(14 1572.9623),(15 1613.5477),(16 1618.9791),(17 1639.266),(18 1638.799),(19 1666.6849),(20 1712.5936),(21 1712.2894),(22 1724.5743),(23 1704.0654),(24 1738.1333),(25 1774.5033),(26 1797.3162),(27 1817.5122),(28 1817.7567),(29 1864.1956),(30 1931.9622),(31 1937.9429),(32 1940.4622),(33 1980.6481),(34 2036.7434),(35 2081.9758),(36 2107.1133),(37 2126.7476),(38 2161.3208),(39 2167.127),(40 2172.8647),(41 2182.2205),(42 2213.752),(43 2205.155),(44 2232.681),(45 2207.1536),(46 2197.3052),(47 2204.8867),(48 2183.545),(49 2162.3699),(50 2147.8716),(51 2145.4568),(52 2128.3044),(53 2081.7117),(54 2054.8594),(55 2046.0012),(56 1993.9644),(57 1964.7483),(58 1912.927),(59 1886.7029),(60 1870.1971),(61 1826.9716),(62 1791.8795),(63 1763.5919),(64 1787.7924),(65 1802.843),(66 1780.5165),(67 1803.4841),(68 1828.6716),(69 1849.8413),(70 1834.7428),(71 1826.2461),(72 1845.0801),(73 1874.7173),(74 1837.2345),(75 1843.343),(76 1893.3151),(77 1912.3024),(78 1953.3767),(79 1983.2992),
(1 815.2698),(2 1222.4531),(3 1303.5714),(4 1317.2284),(5 1315.4574),(6 1379.477),(7 1411.9625),(8 1454.3704),(9 1481.609),(10 1479.889),(11 1485.3254),(12 1498.0646),(13 1485.643),(14 1503.4629),(15 1553.8718),(16 1555.364),(17 1554.0142),(18 1565.494),(19 1563.7596),(20 1619.215),(21 1653.3136),(22 1690.1414),(23 1683.0122),(24 1698.3546),(25 1732.9989),(26 1757.5372),(27 1779.7632),(28 1784.5936),(29 1844.0802),(30 1896.8647),(31 1888.53),(32 1923.5403),(33 1970.9617),(34 2016.1978),(35 2056.0198),(36 2064.5408),(37 2084.57),(38 2123.2456),(39 2134.6807),(40 2166.4836),(41 2222.5945),(42 2228.6116),(43 2233.2905),(44 2233.127),(45 2213.4404),(46 2198.0403),(47 2197.8452),(48 2182.1404),(49 2140.8152),(50 2101.9722),(51 2080.0728),(52 2044.8595),(53 2022.386),(54 2010.0575),(55 2026.9078),(56 1986.9949),(57 1942.0852),(58 1898.3406),(59 1871.7919),(60 1845.1294),(61 1830.6737),(62 1799.1097),(63 1771.955),(64 1781.0321),(65 1756.163),(66 1730.2085),(67 1747.7762),(68 1762.25),(69 1767.7563),(70 1767.4452),(71 1799.6561),(72 1813.3341),(73 1812.1495),(74 1804.2557),(75 1803.0813),(76 1816.5691),(77 1810.7378),(78 1826.2571),(79 1864.5785),
(1 803.9039),(2 1164.3685),(3 1229.8989),(4 1278.1582),(5 1293.3029),(6 1342.2604),(7 1373.6814),(8 1425.2838),(9 1454.8912),(10 1453.661),(11 1454.6755),(12 1464.7577),(13 1464.4532),(14 1491.5636),(15 1521.2588),(16 1510.2384),(17 1513.8516),(18 1540.9098),(19 1547.2261),(20 1559.5348),(21 1579.638),(22 1624.6366),(23 1616.6171),(24 1635.9424),(25 1653.2913),(26 1688.5581),(27 1739.7529),(28 1753.344),(29 1790.9628),(30 1803.4609),(31 1795.0654),(32 1844.6821),(33 1872.2682),(34 1874.34),(35 1915.0227),(36 1926.5918),(37 1946.7944),(38 1964.8815),(39 1964.5327),(40 1998.7192),(41 2032.1714),(42 2030.0682),(43 2017.4336),(44 2011.084),(45 2004.2965),(46 2010.6044),(47 1996.3859),(48 1964.058),(49 1955.4056),(50 1963.1093),(51 1957.2552),(52 1963.4213),(53 1938.3566),(54 1899.2983),(55 1873.2299),(56 1845.6334),(57 1824.8918),(58 1809.1735),(59 1809.8529),(60 1765.6273),(61 1732.7731),(62 1732.9878),(63 1708.8535),(64 1718.9352),(65 1702.4801),(66 1718.0513),(67 1729.6525),(68 1722.7633),(69 1745.3027),(70 1749.7488),(71 1712.6249),(72 1727.9916),(73 1701.7677),(74 1702.0775),(75 1720.3021),(76 1755.5862),(77 1779.0212),(78 1822.0476),(79 1871.589),
(1 799.61005),(2 1175.9619),(3 1239.5015),(4 1291.8562),(5 1300.3759),(6 1311.4371),(7 1332.8506),(8 1366.7874),(9 1396.2085),(10 1401.8683),(11 1404.8042),(12 1416.4321),(13 1411.4977),(14 1416.93),(15 1450.9631),(16 1479.9363),(17 1486.8508),(18 1500.992),(19 1533.568),(20 1585.3546),(21 1621.9169),(22 1608.0447),(23 1596.7192),(24 1626.1078),(25 1646.5007),(26 1668.7444),(27 1715.5167),(28 1719.5908),(29 1771.4778),(30 1814.5065),(31 1830.721),(32 1868.1106),(33 1903.3834),(34 1935.8729),(35 1967.6251),(36 2018.1595),(37 2017.2292),(38 2011.1919),(39 2039.1552),(40 2042.7333),(41 2063.8318),(42 2048.6487),(43 2053.227),(44 2039.8778),(45 2014.8472),(46 2005.4308),(47 2003.4822),(48 1956.5923),(49 1968.0028),(50 1995.2878),(51 1967.1465),(52 1947.3928),(53 1933.0194),(54 1893.8671),(55 1876.2222),(56 1828.771),(57 1821.8433),(58 1804.1962),(59 1769.5784),(60 1738.0566),(61 1706.861),(62 1726.7252),(63 1718.7778),(64 1727.326),(65 1690.0315),(66 1721.0958),(67 1726.1938),(68 1704.1521),(69 1715.3853),(70 1716.8033),(71 1687.6138),(72 1697.6792),(73 1710.7533),(74 1697.4888),(75 1731.3025),(76 1764.8467),(77 1776.5597),(78 1816.393),(79 1832.2277),
(1 772.79285),(2 1137.2391),(3 1194.4702),(4 1227.9478),(5 1237.7604),(6 1285.6802),(7 1316.6351),(8 1352.9531),(9 1395.1675),(10 1400.0793),(11 1397.4359),(12 1399.6189),(13 1404.0615),(14 1435.5308),(15 1471.0203),(16 1488.8438),(17 1476.22),(18 1490.3275),(19 1526.2244),(20 1541.2067),(21 1567.027),(22 1593.0377),(23 1603.0817),(24 1617.7816),(25 1639.8794),(26 1687.4358),(27 1726.3254),(28 1739.8368),(29 1772.7565),(30 1818.9615),(31 1831.7043),(32 1857.25),(33 1873.2706),(34 1921.3933),(35 1974.9503),(36 2032.1348),(37 2071.2751),(38 2093.0515),(39 2116.3958),(40 2115.3562),(41 2135.1008),(42 2139.809),(43 2143.264),(44 2132.0798),(45 2107.635),(46 2099.9197),(47 2068.9993),(48 2021.1233),(49 2022.7432),(50 2012.3678),(51 1988.6807),(52 2001.0902),(53 1970.322),(54 1948.0345),(55 1921.297),(56 1886.1031),(57 1863.0726),(58 1825.559),(59 1760.6144),(60 1731.8064),(61 1700.2136),(62 1667.8274),(63 1656.9528),(64 1648.3832),(65 1663.0762),(66 1666.5703),(67 1672.3464),(68 1680.7283),(69 1683.9113),(70 1690.2689),(71 1703.9576),(72 1725.5548),(73 1738.4204),(74 1712.4645),(75 1699.3115),(76 1723.2397),(77 1759.295),(78 1782.2877),(79 1778.6686),
(1 752.0715),(2 1097.3434),(3 1164.2961),(4 1211.7527),(5 1195.631),(6 1251.2974),(7 1293.0135),(8 1312.6985),(9 1334.6683),(10 1330.4489),(11 1331.9675),(12 1350.0808),(13 1349.6814),(14 1402.658),(15 1448.2631),(16 1457.0607),(17 1474.9973),(18 1470.4963),(19 1454.4474),(20 1484.3301),(21 1501.6191),(22 1519.2161),(23 1513.451),(24 1544.5048),(25 1563.9407),(26 1611.8987),(27 1639.7421),(28 1660.0314),(29 1702.3634),(30 1722.9559),(31 1765.5514),(32 1807.9902),(33 1828.9578),(34 1843.113),(35 1857.9723),(36 1879.9615),(37 1929.6293),(38 1953.8036),(39 1964.9642),(40 1986.2686),(41 1999.0046),(42 1983.533),(43 1979.4242),(44 2000.2097),(45 1996.9017),(46 1990.1246),(47 1974.9462),(48 1943.9741),(49 1929.9203),(50 1933.3496),(51 1906.7318),(52 1899.277),(53 1853.5902),(54 1843.7722),(55 1835.6407),(56 1810.7078),(57 1783.1853),(58 1747.6342),(59 1736.7157),(60 1714.059),(61 1688.7659),(62 1693.4008),(63 1675.3138),(64 1664.4935),(65 1637.3654),(66 1624.6096),(67 1612.751),(68 1627.1052),(69 1625.9689),(70 1642.4047),(71 1632.8333),(72 1664.4089),(73 1682.6022),(74 1682.9797),(75 1686.3408),(76 1707.8792),(77 1738.1241),(78 1750.4352),(79 1773.6366),
(1 752.6175),(2 1079.4916),(3 1136.958),(4 1184.917),(5 1190.179),(6 1221.9857),(7 1262.7167),(8 1283.6893),(9 1304.2771),(10 1313.8938),(11 1325.7123),(12 1360.4896),(13 1351.7571),(14 1374.8704),(15 1396.9104),(16 1426.7169),(17 1457.8358),(18 1457.8064),(19 1453.2969),(20 1481.1564),(21 1505.38),(22 1505.0198),(23 1503.0046),(24 1533.1785),(25 1553.8055),(26 1556.4526),(27 1597.4379),(28 1602.1571),(29 1644.258),(30 1656.5564),(31 1659.0486),(32 1682.2367),(33 1703.2147),(34 1744.0597),(35 1764.787),(36 1779.9751),(37 1794.8971),(38 1808.5884),(39 1820.1357),(40 1835.9752),(41 1848.6624),(42 1852.4009),(43 1844.0636),(44 1859.2262),(45 1863.185),(46 1850.7275),(47 1846.0548),(48 1832.2053),(49 1837.143),(50 1813.8344),(51 1781.6937),(52 1788.9199),(53 1763.0217),(54 1768.1499),(55 1742.1383),(56 1708.6014),(57 1696.3385),(58 1687.4406),(59 1651.9744),(60 1645.404),(61 1635.4634),(62 1626.2126),(63 1626.4364),(64 1615.9219),(65 1627.3646),(66 1604.8469),(67 1617.1337),(68 1616.2985),(69 1592.411),(70 1601.6941),(71 1592.7788),(72 1603.378),(73 1606.1581),(74 1594.7139),(75 1628.4518),(76 1658.078),(77 1665.6658),(78 1664.7881),(79 1668.5416),
(1 754.2418),(2 1103.9412),(3 1147.9581),(4 1189.5032),(5 1212.029),(6 1217.9384),(7 1283.4261),(8 1296.461),(9 1325.46),(10 1333.5592),(11 1330.0077),(12 1339.1658),(13 1356.2513),(14 1370.4352),(15 1415.9979),(16 1416.3755),(17 1431.7709),(18 1457.1471),(19 1473.9934),(20 1487.0118),(21 1501.4972),(22 1502.3973),(23 1512.4191),(24 1563.8875),(25 1563.8281),(26 1575.4257),(27 1621.3472),(28 1616.5809),(29 1655.0143),(30 1663.9279),(31 1670.8188),(32 1710.0618),(33 1731.2723),(34 1772.6436),(35 1782.704),(36 1825.1376),(37 1849.6682),(38 1882.6433),(39 1900.5697),(40 1916.0985),(41 1930.2966),(42 1905.5796),(43 1899.3518),(44 1934.1359),(45 1914.753),(46 1909.4896),(47 1897.664),(48 1885.5475),(49 1860.0691),(50 1840.9923),(51 1809.6345),(52 1841.9178),(53 1798.4883),(54 1758.1204),(55 1754.645),(56 1737.5186),(57 1727.594),(58 1722.9504),(59 1687.9811),(60 1647.0948),(61 1640.4578),(62 1608.2627),(63 1607.9082),(64 1580.4711),(65 1589.886),(66 1590.5286),(67 1582.8533),(68 1577.2023),(69 1550.1456),(70 1561.14),(71 1575.4946),(72 1582.5494),(73 1607.8184),(74 1571.8448),(75 1580.8369),(76 1613.0575),(77 1640.124),(78 1651.3606),(79 1636.662),
