1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8781.358),(2 28836.033),(3 50559.11),(4 67248.57),(5 77800.13),(6 82938.76),(7 83741.77),(8 82413.76),(9 81850.47),(10 82735.21),(11 85122.1),(12 88200.1),(13 91037.09),(14 91834.25),(15 90657.78),(16 89171.875),(17 87566.75),(18 85623.43),(19 84883.71),(20 86295.81),(21 88233.94),(22 89914.516),(23 90362.016),(24 88566.305),(25 86435.11),(26 84367.73),(27 82860.77),(28 82676.69),(29 83007.34),(30 83480.6),(31 83830.45),(32 85580.63),(33 88463.81),(34 90282.56),(35 91288.95),(36 91582.695),(37 91256.43),(38 90363.37),(39 90317.62),(40 90926.445),(41 91601.35),(42 92360.28),(43 93144.96),(44 93778.266),(45 93998.39),(46 93982.93),(47 93235.83),(48 92166.6),(49 92119.48),(50 92513.96),(51 94054.56),(52 96447.234),(53 98698.07),(54 100483.734),(55 101983.17),(56 103679.41),(57 105723.984),(58 106293.164),(59 106317.93),(60 105456.164),(61 104359.336),(62 103635.32),(63 102128.01),(64 99322.28),(65 95752.67),(66 93474.37),(67 92729.664),(68 93175.63),(69 93995.336),(70 94939.305),(71 96031.49),(72 95237.79),(73 94637.37),(74 94174.37),(75 93501.11),(76 92329.664),(77 91429.695),(78 89887.6),(79 89778.08),
(1 8764.608),(2 28157.121),(3 48495.55),(4 64673.15),(5 75537.98),(6 80492.9),(7 81290.055),(8 81374.75),(9 81538.305),(10 81863.6),(11 83654.555),(12 86039.875),(13 87199.76),(14 86284.7),(15 84365.58),(16 82228.445),(17 80662.14),(18 80297.305),(19 80918.75),(20 83204.055),(21 85960.72),(22 88011.48),(23 88507.21),(24 88125.555),(25 88335.8),(26 88662.69),(27 89149.73),(28 89264.05),(29 89650.055),(30 90477.62),(31 91591.47),(32 92868.805),(33 94420.8),(34 94786.64),(35 94135.414),(36 91777.99),(37 88996.39),(38 86738.445),(39 85529.164),(40 85563.13),(41 85708.29),(42 85543.49),(43 84656.664),(44 85244.75),(45 86492.77),(46 88023.47),(47 89654.62),(48 90936.19),(49 93692.195),(50 95492.195),(51 96391.38),(52 98530.12),(53 101247.95),(54 102992.555),(55 103843.47),(56 103059.69),(57 100049.63),(58 97616.36),(59 95205.38),(60 91953.74),(61 89650.07),(62 88414.64),(63 88291.555),(64 88882.34),(65 89473.734),(66 89683.03),(67 88932.97),(68 87655.836),(69 87015.31),(70 85915.25),(71 84539.15),(72 83966.36),(73 84827.05),(74 85836.07),(75 86228.57),(76 85883.42),(77 86336.56),(78 87307.086),(79 88256.47),
(1 8289.607),(2 26135.664),(3 45353.793),(4 61691.633),(5 72512.6),(6 77985.234),(7 79531.61),(8 78489.49),(9 76258.836),(10 74260.734),(11 73796.84),(12 74671.98),(13 76213.06),(14 77319.05),(15 78401.39),(16 79329.56),(17 80342.48),(18 80670.086),(19 81026.12),(20 82124.8),(21 84154),(22 84909.79),(23 84456.38),(24 84330.914),(25 84799.81),(26 84725.75),(27 84819.3),(28 85265.914),(29 86548.6),(30 87104.45),(31 87192.84),(32 87362.516),(33 87226.77),(34 86372.61),(35 85903.84),(36 84661.91),(37 83633.18),(38 83563.66),(39 84147.45),(40 84910.85),(41 85819.42),(42 86807.61),(43 87567.85),(44 88453.56),(45 87695.7),(46 86266.78),(47 85723.914),(48 86841.945),(49 88863.92),(50 89122.75),(51 89575.05),(52 90221.29),(53 91323.62),(54 92497.664),(55 93284.336),(56 93419.69),(57 93411.61),(58 91987.16),(59 89700.19),(60 88160.65),(61 87896.73),(62 89221.11),(63 92298.12),(64 94487.19),(65 95411.266),(66 95755.45),(67 95124.11),(68 93765.2),(69 92854.69),(70 91656.42),(71 90923.76),(72 90878.8),(73 90468.11),(74 89247.39),(75 87233.41),(76 85455.15),(77 83841.31),(78 83651.46),(79 83923.98),
(1 8897.67),(2 28126.568),(3 47883.27),(4 62509.438),(5 70581.44),(6 73415.91),(7 72396.984),(8 70744.96),(9 69442.78),(10 69051.52),(11 69968.65),(12 70986.34),(13 71108.05),(14 70982.27),(15 70823.53),(16 70576.89),(17 71024.65),(18 71988.57),(19 73547.89),(20 76043.18),(21 77863.49),(22 78603.81),(23 78099.28),(24 76263.15),(25 74526.13),(26 73110.07),(27 72707.97),(28 73098.45),(29 74114.51),(30 75051.78),(31 76911.38),(32 79286.07),(33 80631.78),(34 80337.875),(35 78394.555),(36 76513.36),(37 77119.49),(38 79441.8),(39 81458.02),(40 82557.44),(41 83313.445),(42 83676.43),(43 82578.34),(44 81474.99),(45 81075.43),(46 81493.05),(47 82564.31),(48 84777.28),(49 87530.38),(50 89108.98),(51 90926.51),(52 91425.59),(53 91418.164),(54 90571.77),(55 89257.84),(56 87850.664),(57 87708.21),(58 86530.85),(59 85615.19),(60 85288.98),(61 84585.75),(62 83750.45),(63 83495.3),(64 84181.625),(65 84950.19),(66 85013.93),(67 83811.445),(68 82192.234),(69 80851.59),(70 81009.87),(71 81758.414),(72 82329.17),(73 82932.43),(74 82247.8),(75 81337.195),(76 80166.31),(77 79287.87),(78 79163.195),(79 79634.07),
(1 8525.167),(2 27244.27),(3 47221.5),(4 63156.81),(5 72396.195),(6 76762.24),(7 77998.23),(8 77395.62),(9 76311.88),(10 75469.836),(11 75820.85),(12 75809.19),(13 75446.31),(14 74360.38),(15 73086.49),(16 72794.02),(17 73297.97),(18 74134.78),(19 75090.38),(20 76160.99),(21 74782.55),(22 72675.59),(23 71853.72),(24 73016.6),(25 75282.97),(26 77346.625),(27 78775.8),(28 78542.36),(29 77737.38),(30 76335.83),(31 74997.38),(32 74440.68),(33 74134.22),(34 74518.95),(35 74839.38),(36 75803.99),(37 77696.65),(38 79139.86),(39 79156.79),(40 78372.01),(41 77483.086),(42 77036.53),(43 77517.734),(44 78211.4),(45 78702.9),(46 79270.87),(47 79658.6),(48 80208.08),(49 81728.97),(50 83018.945),(51 83783.3),(52 84232.03),(53 84581.36),(54 84856.516),(55 85033.49),(56 85078.336),(57 85584.17),(58 85234.305),(59 84494.234),(60 84017.55),(61 84089.08),(62 83707.8),(63 82324.93),(64 81144.484),(65 81232.69),(66 80667.39),(67 79534.77),(68 78643.83),(69 78162.76),(70 78234.8),(71 78318.195),(72 78561.45),(73 79697.695),(74 80366.73),(75 81154.44),(76 80338.6),(77 78663.54),(78 77101.78),(79 76580.38),
(1 8173.2144),(2 25963.904),(3 44815.09),(4 59238.65),(5 66986.05),(6 69982.08),(7 69404.04),(8 67335.27),(9 65796.54),(10 65329.06),(11 66500.86),(12 67560.71),(13 67835.3),(14 66987.22),(15 66070.81),(16 65777.39),(17 65585.63),(18 65789.89),(19 67193.21),(20 69155.86),(21 69801.67),(22 69054.44),(23 67622.43),(24 67001.36),(25 67705.41),(26 68876.56),(27 69745.164),(28 70263.93),(29 71190.305),(30 72840.02),(31 74765.13),(32 75759.8),(33 75583.38),(34 74221),(35 72548.88),(36 71155.414),(37 70498.945),(38 70432.086),(39 71018.36),(40 71275.52),(41 70993.79),(42 69950.18),(43 69099.01),(44 68752.95),(45 69307.52),(46 70563.35),(47 71376.56),(48 72296.44),(49 73617.305),(50 75148.18),(51 75947.484),(52 75226.914),(53 73472.44),(54 72220.34),(55 71648.82),(56 71058.766),(57 71421.68),(58 72216.766),(59 73750.42),(60 74752.164),(61 75363.46),(62 76781.28),(63 77924.66),(64 79145.39),(65 79693.31),(66 79359.46),(67 77730.14),(68 76357.94),(69 76207.96),(70 76295.36),(71 75550.48),(72 74250.305),(73 73269.39),(74 73388.18),(75 74153.31),(76 74444.18),(77 74730.23),(78 75978.91),(79 77150.7),
(1 8461.662),(2 27403.94),(3 47553.063),(4 61962.926),(5 69773.336),(6 72121),(7 70520.14),(8 67805.19),(9 66214.875),(10 66235.06),(11 67478.734),(12 68595.2),(13 69411.9),(14 68605.58),(15 67371.61),(16 66896.3),(17 67174.29),(18 68430.57),(19 70321.81),(20 71404.34),(21 70559.21),(22 69750.15),(23 68783.664),(24 67971.7),(25 67724.7),(26 67929.12),(27 68850.16),(28 70614.76),(29 72300.99),(30 73056.76),(31 72516.4),(32 71926.06),(33 71526.93),(34 70846.9),(35 70568.93),(36 71130.7),(37 71720.37),(38 71873.734),(39 72480.68),(40 73016.13),(41 73076.055),(42 72316.3),(43 70906.42),(44 70529.41),(45 71164.77),(46 72775.73),(47 74128.086),(48 74830.28),(49 75344.55),(50 75500.67),(51 74885.8),(52 74086.766),(53 73662.73),(54 73704.734),(55 74194.24),(56 73781.48),(57 72709.914),(58 71527.76),(59 70466.04),(60 69249.07),(61 68849.64),(62 69389.86),(63 70572.09),(64 71250.24),(65 70709.81),(66 70597.86),(67 70705.64),(68 71142.555),(69 72024.49),(70 72718.34),(71 72921.4),(72 73999.7),(73 74691.92),(74 74507.66),(75 73287.76),(76 71748.06),(77 70909.7),(78 70776.02),(79 70685.414),
(1 7982.323),(2 25229.146),(3 43359.22),(4 56576.66),(5 64147.39),(6 67193.516),(7 67262.25),(8 66294.664),(9 65856.04),(10 66411.86),(11 66924.45),(12 67015.01),(13 66580.49),(14 65556.445),(15 64400.363),(16 63177.51),(17 62449.99),(18 62849.33),(19 63833.19),(20 64520.402),(21 65247.277),(22 65550.47),(23 65984.81),(24 66791.69),(25 67882.31),(26 68597.69),(27 68989.98),(28 68807.15),(29 68865.81),(30 69278.6),(31 69897.77),(32 70729.16),(33 71223.67),(34 70995.47),(35 70781.45),(36 70765.02),(37 70674.45),(38 69869.39),(39 68316.27),(40 66919.84),(41 66342.62),(42 66648.74),(43 67094.73),(44 68168.14),(45 69517.88),(46 70357.65),(47 71479.32),(48 71872.97),(49 71106.93),(50 70013.44),(51 68462.27),(52 66913.875),(53 65663.734),(54 64280.45),(55 63941.387),(56 64854.355),(57 66737.23),(58 68967.516),(59 70518.8),(60 71786.98),(61 71546.23),(62 71880.12),(63 72642.12),(64 73395.9),(65 74071.555),(66 74077.164),(67 74190.88),(68 73324.69),(69 71640.875),(70 70162.88),(71 69078.445),(72 68786.6),(73 68940.695),(74 69180.305),(75 69651.09),(76 70291.72),(77 71298.766),(78 72106.08),(79 72603.51),
(1 8259.107),(2 26106.002),(3 44134.36),(4 56568.457),(5 62586.355),(6 64328.414),(7 63134.22),(8 61984.39),(9 61583.355),(10 62674.816),(11 64367.934),(12 65529.668),(13 66038.836),(14 65090.547),(15 63491.043),(16 62272.973),(17 62218.348),(18 63017.086),(19 64589.125),(20 65816.22),(21 66914.45),(22 66923.664),(23 66669.51),(24 66011.68),(25 65666.766),(26 64947.543),(27 64790.83),(28 64593.324),(29 65686.664),(30 67828.92),(31 69950.914),(32 71385.92),(33 72115.28),(34 72101.92),(35 71803.766),(36 71907.42),(37 71360.836),(38 69579.32),(39 68071.02),(40 66913.15),(41 66415.39),(42 67075.55),(43 67401.164),(44 67835.836),(45 68479.99),(46 70399.48),(47 72311.15),(48 72183.69),(49 70963.99),(50 69409.76),(51 68145.945),(52 67278.805),(53 66380.52),(54 66303.78),(55 66742.56),(56 66983.92),(57 67443.21),(58 68372.24),(59 69170.22),(60 70000.836),(61 70354.07),(62 71803.79),(63 73134.516),(64 72938.56),(65 72260.78),(66 72467.64),(67 72167.59),(68 70701.68),(69 69191.164),(70 68696.91),(71 68474.99),(72 68447.46),(73 68705.45),(74 69021.21),(75 69308.25),(76 69502.43),(77 69526.93),(78 69649.84),(79 69658.74),
(1 7952.121),(2 24445.62),(3 39964.348),(4 50646.75),(5 56124.977),(6 57488.7),(7 56333.074),(8 54699.2),(9 53651.574),(10 53644.824),(11 54262.848),(12 54730.793),(13 55082.54),(14 54743.543),(15 54037.152),(16 53531.8),(17 53389),(18 53960.152),(19 54572.26),(20 54511.65),(21 54752.832),(22 55860.88),(23 57455.445),(24 58876.07),(25 60169.46),(26 60440.8),(27 59830.29),(28 59027.316),(29 58681.13),(30 58511.18),(31 58450.5),(32 58079.28),(33 57194.363),(34 56958.523),(35 57909.24),(36 58310.426),(37 58377.305),(38 58240.766),(39 57948.676),(40 57748.477),(41 57586.14),(42 58145.32),(43 59352.75),(44 60927.684),(45 61874.445),(46 61908.39),(47 60775.676),(48 59894.164),(49 59673.516),(50 59685.21),(51 60757.695),(52 61694.87),(53 62347.76),(54 61930.47),(55 60931.72),(56 59751.086),(57 59787.402),(58 59933.805),(59 59892.363),(60 60280.957),(61 60794.12),(62 61486.574),(63 61927.598),(64 62197.8),(65 61986.47),(66 61493.594),(67 60961.3),(68 60896.336),(69 60871.76),(70 60828.598),(71 60603.152),(72 60313.22),(73 60466.055),(74 60495.426),(75 60720.61),(76 61043.8),(77 60821.977),(78 59308.477),(79 57393.89),
(1 7410.8633),(2 23044.498),(3 38857.85),(4 50812.395),(5 57135.56),(6 59120.957),(7 58497.793),(8 57166.723),(9 56103.65),(10 55879.05),(11 56648.242),(12 57114.535),(13 57076.938),(14 56512.016),(15 55702.48),(16 54766.273),(17 54159.547),(18 54149.348),(19 54530.02),(20 54394.207),(21 54407.414),(22 54422.293),(23 54711.125),(24 54590.29),(25 54266.043),(26 54154.727),(27 54537.14),(28 55643.98),(29 57392.09),(30 59076.043),(31 60397.55),(32 59941.895),(33 59250),(34 58885.97),(35 58159.21),(36 57360.38),(37 56446.89),(38 55619.516),(39 55745.543),(40 56162.074),(41 56614.41),(42 57758.51),(43 58855.754),(44 59624.633),(45 59707.02),(46 59874.36),(47 60166.547),(48 60151.27),(49 60157.957),(50 60210.695),(51 59759.547),(52 58475.223),(53 57951.316),(54 57555.305),(55 57130.59),(56 57288.723),(57 57901.68),(58 58039.016),(59 58835.79),(60 59327.31),(61 59476.58),(62 59106.883),(63 59455.727),(64 59898.02),(65 59431.074),(66 58945.543),(67 58848.168),(68 58469.17),(69 57537.152),(70 55951.242),(71 54052.59),(72 53819.906),(73 54328.742),(74 55666.773),(75 57323.74),(76 58332.086),(77 58356.156),(78 57451.89),(79 56523.125),
(1 7301.615),(2 22514.805),(3 37071.297),(4 46770.887),(5 51523.465),(6 52959.883),(7 52038.97),(8 50442.234),(9 50143.48),(10 51009.145),(11 52800.055),(12 54001.375),(13 54804.79),(14 54229.2),(15 53439.168),(16 53643.91),(17 54036.664),(18 54147.48),(19 54342.99),(20 54344.793),(21 54537.723),(22 54571.48),(23 54729.203),(24 55027.97),(25 55580.605),(26 56350.49),(27 56869.086),(28 57548.125),(29 59146.664),(30 59740.164),(31 59555.08),(32 59119.87),(33 58259.445),(34 57482.54),(35 56801.727),(36 56327.84),(37 56097.33),(38 56514.645),(39 57036.08),(40 57048.863),(41 57198.496),(42 57183.266),(43 56897.996),(44 56808.08),(45 57431.895),(46 58238.22),(47 58325.08),(48 58125.016),(49 58990.605),(50 59551.336),(51 59986.72),(52 59472.504),(53 58565.48),(54 57734.355),(55 57082.563),(56 56624.594),(57 57055.246),(58 57325.375),(59 58562.777),(60 59025.867),(61 59422.395),(62 59417.95),(63 58979.227),(64 57677.438),(65 56507.703),(66 55496.438),(67 55471.91),(68 55985.902),(69 55699.496),(70 54762.797),(71 54035.734),(72 53369.664),(73 53148.95),(74 53760.426),(75 55193.773),(76 56612.594),(77 57168.92),(78 58031.188),(79 58973.926),
(1 7267.4233),(2 21993.48),(3 35456.418),(4 43206.906),(5 46236.355),(6 46766.33),(7 46344.438),(8 46017.145),(9 46322.348),(10 46711.9),(11 46975.83),(12 47002.535),(13 47512.645),(14 47753.867),(15 48050.688),(16 47939.418),(17 48200.53),(18 48657.832),(19 49084.867),(20 49774.46),(21 50616.195),(22 50952.67),(23 49978.867),(24 48308.28),(25 47732.51),(26 47779.715),(27 48674.55),(28 50236.25),(29 51615.754),(30 51864.9),(31 51253.336),(32 50121.07),(33 49479.594),(34 49471.13),(35 49733.402),(36 49531.215),(37 49992.62),(38 50404.652),(39 50822.633),(40 51629.04),(41 52638.816),(42 53318.68),(43 53265.137),(44 53297.98),(45 52964.816),(46 52618.95),(47 52742.17),(48 53183.117),(49 53695.9),(50 53851.266),(51 53026.88),(52 51990.15),(53 51875.87),(54 52146.152),(55 52736.188),(56 53422.9),(57 54028.918),(58 53958.285),(59 54143.23),(60 53928.734),(61 54150.277),(62 55013.74),(63 55096.867),(64 53531.07),(65 52019.08),(66 51532.117),(67 51362.99),(68 51826.047),(69 52205.95),(70 52421.4),(71 52808.9),(72 52507.777),(73 52342.816),(74 52425.816),(75 52369.016),(76 51422.035),(77 50457.746),(78 50392.9),(79 51084.777),
(1 6876.6377),(2 20946.826),(3 33910.324),(4 41947.855),(5 45289.84),(6 45514.082),(7 44157.516),(8 43126.45),(9 42846.34),(10 43006.965),(11 44352.88),(12 45537.64),(13 46555.414),(14 47220.12),(15 47608.426),(16 47589.605),(17 47499.47),(18 46919.176),(19 46300.61),(20 46068.77),(21 46836.063),(22 47478.867),(23 47571.81),(24 46810.254),(25 45793.78),(26 45304.53),(27 45479.707),(28 46140.953),(29 46633.61),(30 46617.84),(31 46277.867),(32 45598.03),(33 45777.625),(34 46107.703),(35 46478.176),(36 47056.063),(37 48116.934),(38 49180.363),(39 49740.875),(40 49912.344),(41 50128.01),(42 50054.168),(43 50048.426),(44 49600.727),(45 49117.676),(46 48308.465),(47 48031.652),(48 48092.273),(49 48429.14),(50 49297.746),(51 49864.02),(52 49702.83),(53 49279.797),(54 48728.293),(55 48498.72),(56 48687.26),(57 49236.254),(58 49214.332),(59 48619.496),(60 48592.254),(61 48834.49),(62 49473.797),(63 49909.742),(64 50294.586),(65 49673.938),(66 48444.273),(67 46869.152),(68 45625.414),(69 45859.793),(70 47239.414),(71 48766.574),(72 49919.582),(73 51121.98),(74 51166.797),(75 50689.402),(76 49919.79),(77 49942.24),(78 50090.6),(79 49625.02),
(1 6499.909),(2 19502.219),(3 31466.11),(4 39042.363),(5 42459.58),(6 43183.26),(7 42393.48),(8 41647.883),(9 40802.734),(10 40148.03),(11 39947.156),(12 39748.58),(13 40153.426),(14 40895.51),(15 41554.773),(16 41776.13),(17 41768.063),(18 42060),(19 42551.574),(20 44169.33),(21 45608.395),(22 46482.91),(23 47308.137),(24 47477.957),(25 46912.09),(26 46251.055),(27 46196.477),(28 46911.254),(29 47270.13),(30 46777.266),(31 46281.71),(32 46165.977),(33 46652.11),(34 47111.574),(35 47251.684),(36 47284),(37 48022.133),(38 48844.094),(39 49568.91),(40 49490.78),(41 48453.69),(42 48006.035),(43 47711.113),(44 47202.99),(45 47079.22),(46 47458.78),(47 47854.684),(48 48413.13),(49 48732.684),(50 48440.688),(51 48158),(52 47695.277),(53 47564.883),(54 47578.848),(55 47090.773),(56 47409.777),(57 48037.965),(58 48176.8),(59 47285.703),(60 46376.977),(61 46379.387),(62 46389.016),(63 46645.375),(64 47111.703),(65 47756.96),(66 47775.754),(67 47195.41),(68 45956.02),(69 45291.574),(70 45464.465),(71 45744.895),(72 45823.773),(73 46035.363),(74 45654.355),(75 45735.313),(76 46786.11),(77 47656.863),(78 47664.516),(79 47105.004),
(1 6681.795),(2 19867.691),(3 32020.008),(4 40264.227),(5 43758.934),(6 44315.727),(7 43415.477),(8 42384.563),(9 41039.113),(10 40379.52),(11 40909.88),(12 41185.934),(13 41411.258),(14 41889.746),(15 43041.43),(16 44363.633),(17 44664.395),(18 44597.754),(19 44439.816),(20 44581.996),(21 44999.336),(22 45186.516),(23 44793.02),(24 43920.367),(25 42900.754),(26 42642.52),(27 43548.195),(28 44448.313),(29 45137.582),(30 44896.97),(31 44499.43),(32 44096.957),(33 44169.758),(34 44372.184),(35 44727.184),(36 45041.09),(37 45800.82),(38 46745.3),(39 47975.043),(40 48747.027),(41 48825.7),(42 48256.38),(43 46660.934),(44 45166.324),(45 44220.863),(46 44203.152),(47 44916.824),(48 45397.938),(49 45490.207),(50 45575.54),(51 46465.586),(52 47344.332),(53 48125.992),(54 48856.926),(55 49141.746),(56 48979.316),(57 48456.063),(58 47823.75),(59 47036.453),(60 46940.207),(61 46330.59),(62 46295.37),(63 46775.723),(64 46222.105),(65 45404.023),(66 44992.438),(67 44948.313),(68 44653.22),(69 44535.38),(70 45293.68),(71 45904.688),(72 46213.734),(73 46255.22),(74 45958.047),(75 45589.418),(76 44473.05),(77 43435.11),(78 42721.61),(79 42577.71),
(1 6799.3843),(2 20184.123),(3 32019.438),(4 39111.867),(5 42067.863),(6 42685.82),(7 42741.926),(8 42410.414),(9 41964.13),(10 41762.418),(11 41811.184),(12 41783.387),(13 42095.344),(14 42590.23),(15 43250.375),(16 44214.246),(17 45105.34),(18 45466.668),(19 45214.77),(20 44865.15),(21 44304.133),(22 43776.863),(23 43404.863),(24 42948.23),(25 42840.98),(26 43115.586),(27 44332.844),(28 45791.21),(29 46428.598),(30 45649.74),(31 44660.344),(32 43812.39),(33 43604.656),(34 43338.625),(35 43453.37),(36 43767.703),(37 44304.387),(38 44473.06),(39 44838.313),(40 44863.395),(41 44765.34),(42 44213.184),(43 43872.836),(44 44575.414),(45 45386.254),(46 45849.496),(47 45793.836),(48 45405.35),(49 44895.438),(50 44277.785),(51 44422.324),(52 45127.063),(53 45471.24),(54 45641.348),(55 46163.523),(56 46778.816),(57 46852.402),(58 46594.9),(59 46568.68),(60 46155.76),(61 46014.88),(62 46607.582),(63 47550.496),(64 47430.332),(65 46430.79),(66 45017.887),(67 43769.504),(68 43541.64),(69 43829.824),(70 44119.633),(71 44683.996),(72 45725.098),(73 46391.863),(74 46833.12),(75 46895.348),(76 46148.297),(77 44752.734),(78 43895.516),(79 43732.293),
(1 6515.687),(2 19467.518),(3 30759.207),(4 37016.8),(5 39142.613),(6 39502.74),(7 39447.688),(8 38787.016),(9 38077.355),(10 37457.59),(11 36949.92),(12 36740.777),(13 37595.773),(14 38863.605),(15 40581.348),(16 41951.48),(17 42366.63),(18 41771.375),(19 41268.47),(20 41116.082),(21 41027.98),(22 40679.47),(23 40440.875),(24 40848.98),(25 41441.87),(26 41502.92),(27 41669.438),(28 41353.793),(29 40665.21),(30 39793.4),(31 39156.613),(32 39046.203),(33 39817.758),(34 40626.496),(35 41128.543),(36 40732.832),(37 40189.66),(38 40139.734),(39 40952.84),(40 41377.496),(41 40026.914),(42 38178.168),(43 37432.85),(44 37843.67),(45 38637.367),(46 39523.86),(47 39962.438),(48 40662.113),(49 41940.61),(50 42589.3),(51 42608.746),(52 42328.184),(53 41805.004),(54 41287.36),(55 41107.777),(56 41281.32),(57 42200.543),(58 42558.18),(59 42909.125),(60 42402.31),(61 42221.598),(62 42969.125),(63 43674.67),(64 44214.207),(65 44209.227),(66 43542.535),(67 42275.91),(68 41448.08),(69 41406.676),(70 41833.457),(71 42417.438),(72 42912.105),(73 42514.957),(74 42088.203),(75 42148.35),(76 41965.797),(77 41519.734),(78 41512.324),(79 41289.777),
