1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 124171.21),(2 446458.28),(3 927390.5),(4 1538924.6),(5 2229054),(6 3028812.8),(7 3971311),(8 5031117.5),(9 6109555.5),(10 7296722.5),(11 8627556),(12 10047987),(13 11618971),(14 13191757),(15 14883313),(16 16750383),(17 18710374),(18 20855872),(19 23048662),(20 25293574),(21 27556882),(22 29761408),(23 31969200),(24 33939732),(25 35755136),(26 37449684),(27 39006084),(28 40372530),(29 41378892),(30 42403780),(31 43433860),(32 44369956),(33 45162804),(34 45892092),(35 46630308),(36 47187360),(37 47622336),(38 47972172),(39 48184660),(40 48275588),(41 48379440),(42 48329580),(43 48449644),(44 48579276),(45 48978604),(46 49279076),(47 49785760),(48 50416140),(49 51157348),(50 52034060),(51 52830708),(52 53695710),(53 54918804),(54 56061076),(55 57262636),(56 58548356),(57 59900636),(58 61642068),(59 63668564),(60 65915950),(61 68126584),(62 70018936),(63 71793770),(64 74386840),(65 77341850),(66 80027976),(67 82445940),(68 85316740),(69 88230310),(70 91032280),(71 93939304),(72 96874376),(73 100470950),(74 104165920),(75 108189760),(76 112625530),(77 117424216),(78 122245120),(79 127183620),
(1 105.39737),(2 129.61392),(3 143.65941),(4 154.8115),(5 165.13837),(6 176.23839),(7 184.96622),(8 192.44928),(9 196.9121),(10 200.42107),(11 202.19174),(12 202.42482),(13 205.86768),(14 206.37334),(15 206.8812),(16 206.63847),(17 205.59781),(18 203.73999),(19 199.90341),(20 196.78252),(21 194.93326),(22 193.09653),(23 190.83643),(24 190.87274),(25 189.10152),(26 187.52696),(27 185.9307),(28 188.86519),(29 190.20355),(30 190.81935),(31 191.84686),(32 192.4039),(33 193.1271),(34 192.71465),(35 191.323),(36 190.53432),(37 188.27275),(38 187.45555),(39 190.60873),(40 190.43318),(41 190.88521),(42 190.46698),(43 189.92326),(44 187.99988),(45 188.11388),(46 188.35992),(47 188.71834),(48 188.33525),(49 188.02638),(50 188.41272),(51 189.85995),(52 191.65363),(53 192.52927),(54 193.61429),(55 193.87988),(56 193.41812),(57 192.19916),(58 193.75491),(59 192.78076),(60 191.50478),(61 190.37079),(62 190.91167),(63 191.65878),(64 190.3046),(65 189.36537),(66 188.96265),(67 189.24742),(68 189.02956),(69 187.68637),(70 186.5716),(71 186.01923),(72 187.57506),(73 188.22267),(74 187.87965),(75 190.5038),(76 191.80646),(77 192.47415),(78 194.45569),(79 194.58943),
(1 104.457825),(2 128.28604),(3 143.41536),(4 153.73616),(5 165.03583),(6 174.65811),(7 184.97803),(8 192.05385),(9 197.27255),(10 200.8836),(11 205.43219),(12 205.07968),(13 208.99254),(14 205.75917),(15 203.51718),(16 202.70764),(17 202.13321),(18 199.28496),(19 195.12312),(20 190.6071),(21 190.151),(22 189.01505),(23 186.65479),(24 185.62346),(25 185.58359),(26 185.83028),(27 187.38734),(28 190.2023),(29 192.19937),(30 192.48372),(31 193.1177),(32 194.21117),(33 195.44572),(34 195.34752),(35 194.04),(36 195.77716),(37 191.46107),(38 191.25865),(39 194.28528),(40 192.64555),(41 193.17848),(42 193.41048),(43 192.83623),(44 189.77502),(45 188.86406),(46 191.58435),(47 193.04425),(48 192.93486),(49 192.05983),(50 192.8973),(51 194.26111),(52 194.10596),(53 194.05142),(54 194.96342),(55 195.29474),(56 194.505),(57 195.10603),(58 195.56953),(59 195.35294),(60 194.30144),(61 193.69795),(62 192.96884),(63 192.72472),(64 191.4799),(65 190.3641),(66 191.27678),(67 191.015),(68 191.16142),(69 189.0576),(70 187.9598),(71 187.93918),(72 190.45634),(73 192.82764),(74 194.2622),(75 194.65475),(76 196.47488),(77 197.84006),(78 201.15315),(79 199.69524),
(1 103.65452),(2 125.613655),(3 140.5292),(4 151.33856),(5 161.20618),(6 172.45175),(7 182.58815),(8 189.08058),(9 193.36937),(10 196.98625),(11 199.61621),(12 199.9848),(13 202.25162),(14 202.38274),(15 200.17145),(16 199.0476),(17 198.9493),(18 198.05058),(19 193.92809),(20 191.69946),(21 189.38255),(22 188.62306),(23 189.03755),(24 187.38797),(25 186.55511),(26 186.81767),(27 187.15952),(28 188.9389),(29 189.95052),(30 191.20804),(31 193.01392),(32 193.84009),(33 194.52812),(34 194.25139),(35 192.22809),(36 192.56657),(37 192.2451),(38 191.75845),(39 191.97247),(40 192.45508),(41 191.07979),(42 191.12344),(43 192.56387),(44 191.67747),(45 190.13539),(46 192.93204),(47 192.7005),(48 191.47159),(49 190.93768),(50 192.01572),(51 191.18895),(52 190.32878),(53 191.7405),(54 190.9628),(55 191.1209),(56 190.0615),(57 189.15207),(58 192.25665),(59 190.99617),(60 190.42186),(61 189.01213),(62 189.09576),(63 187.54593),(64 186.42926),(65 186.5282),(66 185.55504),(67 185.5659),(68 183.54181),(69 183.56212),(70 182.4078),(71 185.07295),(72 184.2677),(73 185.87042),(74 185.684),(75 186.64201),(76 187.98293),(77 188.64534),(78 191.69301),(79 191.56433),
(1 102.66425),(2 128.18217),(3 143.52263),(4 154.158),(5 163.77298),(6 173.3452),(7 179.48943),(8 186.6749),(9 191.83311),(10 195.07115),(11 197.2263),(12 199.76704),(13 203.65936),(14 202.05412),(15 203.20775),(16 203.13182),(17 203.73265),(18 201.33058),(19 200.30917),(20 201.54234),(21 201.0276),(22 200.18146),(23 198.5412),(24 194.87886),(25 195.49792),(26 194.82797),(27 196.18275),(28 199.52202),(29 201.41953),(30 198.41603),(31 201.00354),(32 201.40446),(33 201.92194),(34 201.30484),(35 201.15804),(36 201.2743),(37 198.46136),(38 197.88553),(39 199.06291),(40 199.3688),(41 199.00392),(42 199.13533),(43 199.72684),(44 200.36327),(45 200.41272),(46 199.07771),(47 198.20572),(48 198.90746),(49 198.53024),(50 198.74713),(51 198.2428),(52 197.01755),(53 196.77238),(54 195.56168),(55 195.64082),(56 196.62141),(57 194.64848),(58 195.54689),(59 198.14879),(60 197.64958),(61 197.85588),(62 198.00308),(63 198.36543),(64 197.3439),(65 198.73524),(66 198.41432),(67 199.33078),(68 197.72047),(69 197.81819),(70 198.52165),(71 199.1168),(72 198.21715),(73 199.84375),(74 200.67172),(75 199.89917),(76 198.95679),(77 197.99933),(78 201.18427),(79 203.0086),
(1 101.04938),(2 124.55929),(3 139.31972),(4 150.89557),(5 159.24895),(6 168.4341),(7 175.48254),(8 182.91876),(9 188.46184),(10 191.85559),(11 193.97922),(12 194.08812),(13 198.58673),(14 196.63722),(15 199.4182),(16 200.60286),(17 199.78847),(18 199.79512),(19 199.73317),(20 197.7475),(21 195.77177),(22 194.04283),(23 192.25917),(24 190.53812),(25 189.94695),(26 188.19797),(27 188.63826),(28 192.8118),(29 191.69984),(30 191.53949),(31 192.46265),(32 192.68098),(33 193.36015),(34 193.40775),(35 194.39236),(36 193.4981),(37 192.6413),(38 192.10597),(39 194.05492),(40 194.4288),(41 192.4643),(42 192.90985),(43 194.46672),(44 193.67166),(45 192.91847),(46 192.23756),(47 193.6496),(48 193.39046),(49 192.74683),(50 192.23492),(51 191.64589),(52 191.6181),(53 191.47899),(54 190.62187),(55 188.9),(56 186.92754),(57 186.30002),(58 187.02379),(59 187.22864),(60 187.47906),(61 185.46829),(62 186.35373),(63 186.87857),(64 185.5012),(65 185.48308),(66 184.69998),(67 183.8154),(68 183.40329),(69 183.65916),(70 182.89462),(71 182.57939),(72 183.19934),(73 185.05692),(74 183.27025),(75 185.9841),(76 186.60362),(77 187.45328),(78 190.58092),(79 190.02425),
(1 101.607796),(2 125.92664),(3 140.4704),(4 150.47856),(5 159.14232),(6 169.43193),(7 175.64058),(8 183.02556),(9 189.69109),(10 193.10066),(11 194.73145),(12 196.21284),(13 197.02687),(14 197.51366),(15 198.97118),(16 199.11125),(17 198.9542),(18 197.54506),(19 197.64383),(20 194.9702),(21 193.57272),(22 191.62148),(23 192.80515),(24 189.28954),(25 187.21727),(26 187.01529),(27 186.42595),(28 188.65283),(29 188.89604),(30 188.42732),(31 190.96637),(32 190.62146),(33 192.14885),(34 190.71956),(35 191.08745),(36 190.2038),(37 190.29892),(38 190.72035),(39 193.88097),(40 192.77573),(41 192.56024),(42 191.76877),(43 192.27148),(44 191.03491),(45 189.7494),(46 189.5587),(47 190.8075),(48 191.22185),(49 192.14781),(50 190.14774),(51 192.6068),(52 192.49861),(53 193.67987),(54 193.04102),(55 191.6275),(56 189.86864),(57 190.28247),(58 191.21272),(59 193.14355),(60 193.23747),(61 191.81648),(62 193.10788),(63 194.04549),(64 191.2442),(65 191.80453),(66 192.07036),(67 191.11015),(68 191.58429),(69 191.93877),(70 193.23825),(71 193.52296),(72 191.84581),(73 193.91937),(74 191.52248),(75 193.26414),(76 193.95859),(77 192.52077),(78 194.49358),(79 192.80643),
(1 99.3262),(2 123.09642),(3 135.77191),(4 145.34247),(5 154.23068),(6 163.79187),(7 169.56175),(8 175.216),(9 178.56232),(10 181.10318),(11 185.27534),(12 187.68484),(13 188.65735),(14 187.15938),(15 188.2988),(16 187.97217),(17 187.1904),(18 185.46683),(19 184.55783),(20 181.18478),(21 178.58958),(22 176.90477),(23 177.12187),(24 173.89418),(25 173.1255),(26 172.60466),(27 173.73714),(28 174.1095),(29 174.39845),(30 174.18683),(31 176.46873),(32 178.33012),(33 179.22511),(34 178.88843),(35 178.46223),(36 177.65837),(37 178.01775),(38 176.42868),(39 177.58353),(40 177.11226),(41 178.1459),(42 176.60307),(43 176.70126),(44 175.5124),(45 174.35197),(46 175.64737),(47 176.49779),(48 176.05641),(49 176.92204),(50 174.98524),(51 177.75813),(52 175.62779),(53 174.40773),(54 174.41481),(55 173.7601),(56 172.72635),(57 172.6079),(58 174.4873),(59 172.77255),(60 171.15804),(61 171.43794),(62 170.91882),(63 172.08511),(64 171.32771),(65 171.9693),(66 172.35542),(67 172.11122),(68 171.52237),(69 170.36075),(70 169.34897),(71 170.25047),(72 169.59886),(73 169.65956),(74 168.65312),(75 169.81944),(76 170.33887),(77 171.2869),(78 174.16783),(79 175.73877),
(1 98.95366),(2 124.20129),(3 138.14503),(4 145.94896),(5 154.66916),(6 163.97272),(7 171.18405),(8 177.80676),(9 182.9001),(10 187.4549),(11 191.57619),(12 192.32379),(13 191.92065),(14 190.36385),(15 191.08382),(16 189.25908),(17 189.6033),(18 188.59468),(19 184.24971),(20 180.93657),(21 180.57777),(22 179.81842),(23 178.53114),(24 179.33849),(25 178.2463),(26 178.33673),(27 179.29749),(28 182.74945),(29 183.13411),(30 183.9246),(31 184.18654),(32 187.10786),(33 188.08925),(34 186.03372),(35 184.81378),(36 184.38432),(37 185.06065),(38 184.41148),(39 184.41792),(40 184.74855),(41 184.59526),(42 184.88153),(43 186.05368),(44 185.81206),(45 185.79039),(46 185.32317),(47 186.3559),(48 187.19931),(49 186.84895),(50 185.45105),(51 186.56433),(52 185.8109),(53 185.52692),(54 184.4208),(55 183.84052),(56 185.41512),(57 183.53107),(58 186.29),(59 185.4024),(60 184.3491),(61 187.43347),(62 186.74275),(63 186.6211),(64 184.80043),(65 185.99844),(66 183.83548),(67 182.88235),(68 184.43668),(69 186.07237),(70 185.37495),(71 186.14896),(72 186.62466),(73 184.91016),(74 184.38216),(75 185.64017),(76 186.77858),(77 186.86328),(78 189.2252),(79 187.70966),
(1 100.11002),(2 123.078316),(3 135.08145),(4 145.24214),(5 154.94754),(6 164.7982),(7 173.15215),(8 180.62802),(9 188.56985),(10 192.24666),(11 193.62123),(12 192.64142),(13 193.84637),(14 191.62396),(15 191.40414),(16 187.62656),(17 187.15823),(18 187.33528),(19 184.04054),(20 181.27388),(21 178.35852),(22 178.57451),(23 178.14421),(24 178.21547),(25 177.40625),(26 177.51123),(27 180.14821),(28 181.95775),(29 182.47191),(30 182.83832),(31 182.86714),(32 183.67886),(33 186.41426),(34 185.2349),(35 185.07065),(36 184.07709),(37 184.7456),(38 183.34793),(39 182.94324),(40 181.66722),(41 181.7866),(42 182.71823),(43 184.22127),(44 185.08704),(45 184.29881),(46 183.40652),(47 183.7919),(48 184.41414),(49 184.92815),(50 183.13849),(51 184.86841),(52 184.2479),(53 183.82481),(54 183.72537),(55 183.48068),(56 182.73528),(57 181.91878),(58 183.765),(59 182.53255),(60 182.91386),(61 183.46487),(62 181.59583),(63 182.9907),(64 180.80191),(65 181.28758),(66 181.74521),(67 180.76392),(68 181.4442),(69 182.47722),(70 181.66435),(71 181.97408),(72 181.15189),(73 182.27985),(74 181.60689),(75 182.26215),(76 183.69002),(77 183.98518),(78 184.08398),(79 184.58322),
(1 100.82785),(2 122.0069),(3 132.92282),(4 143.62915),(5 151.11293),(6 158.86693),(7 166.55806),(8 172.22491),(9 176.95314),(10 181.391),(11 184.54485),(12 185.47145),(13 185.11948),(14 184.8825),(15 183.60379),(16 182.61226),(17 183.66399),(18 182.5196),(19 182.4135),(20 180.4894),(21 180.47098),(22 180.4428),(23 180.52817),(24 179.23404),(25 179.13702),(26 179.45328),(27 180.06992),(28 183.13191),(29 182.81638),(30 184.36143),(31 185.04382),(32 185.73224),(33 186.96962),(34 186.48172),(35 185.94284),(36 185.40784),(37 185.8791),(38 183.64572),(39 184.89178),(40 185.32706),(41 186.02635),(42 186.32613),(43 185.6572),(44 184.49536),(45 186.0292),(46 185.76678),(47 186.53998),(48 186.19511),(49 185.99867),(50 186.795),(51 186.81604),(52 186.95007),(53 188.14685),(54 188.65277),(55 187.633),(56 189.10509),(57 187.14696),(58 188.32272),(59 188.32552),(60 188.91814),(61 189.81163),(62 188.42271),(63 189.70686),(64 187.46611),(65 185.99207),(66 185.97449),(67 185.97012),(68 184.84396),(69 184.18723),(70 183.3842),(71 184.00487),(72 185.51265),(73 185.52608),(74 185.27621),(75 185.14037),(76 186.38976),(77 186.5451),(78 186.57747),(79 185.77528),
(1 96.59715),(2 117.37412),(3 130.01656),(4 138.52373),(5 146.94853),(6 154.44511),(7 161.11203),(8 167.73605),(9 173.87856),(10 177.30066),(11 178.15135),(12 179.49289),(13 181.53598),(14 181.03444),(15 181.75061),(16 179.30832),(17 177.90305),(18 179.39435),(19 180.9867),(20 179.40187),(21 178.66585),(22 178.3875),(23 178.22743),(24 176.85191),(25 174.77827),(26 175.30415),(27 175.7191),(28 177.81085),(29 179.12648),(30 179.65282),(31 179.80699),(32 180.41225),(33 182.772),(34 181.51895),(35 181.44603),(36 182.04623),(37 181.28879),(38 182.58582),(39 181.3788),(40 181.91075),(41 180.25948),(42 180.27185),(43 181.00314),(44 178.87318),(45 179.61012),(46 178.5576),(47 179.0583),(48 176.47337),(49 176.88268),(50 174.75055),(51 174.96603),(52 174.5941),(53 175.52443),(54 175.56837),(55 174.88002),(56 175.45059),(57 174.03647),(58 176.5639),(59 175.4131),(60 174.24696),(61 173.83606),(62 173.4732),(63 173.4233),(64 171.67467),(65 171.44589),(66 172.46259),(67 173.76762),(68 171.98843),(69 173.15588),(70 173.47467),(71 173.92169),(72 174.8912),(73 175.98325),(74 176.75064),(75 176.39914),(76 178.1362),(77 179.79189),(78 180.07121),(79 179.89458),
(1 97.415146),(2 119.22259),(3 130.43692),(4 139.38487),(5 145.66167),(6 154.37152),(7 160.07504),(8 166.77011),(9 170.44456),(10 171.70302),(11 172.65755),(12 173.59982),(13 175.30122),(14 174.78764),(15 175.57375),(16 175.15555),(17 175.7358),(18 176.23737),(19 175.69441),(20 173.89073),(21 173.64816),(22 173.87521),(23 172.93547),(24 172.3169),(25 171.8747),(26 174.03693),(27 173.70038),(28 173.38484),(29 174.2049),(30 176.33417),(31 175.49246),(32 175.833),(33 175.67432),(34 173.64243),(35 173.80998),(36 174.52144),(37 174.62073),(38 175.48158),(39 175.2892),(40 174.51749),(41 171.67964),(42 171.6596),(43 172.86751),(44 174.26604),(45 173.58473),(46 172.68922),(47 172.78685),(48 173.77948),(49 174.67384),(50 173.40556),(51 173.97693),(52 173.6549),(53 172.91812),(54 173.50287),(55 172.68059),(56 172.65845),(57 170.91093),(58 173.0373),(59 171.64807),(60 171.72469),(61 172.9678),(62 171.73305),(63 172.79224),(64 172.13368),(65 170.61638),(66 169.75435),(67 170.93503),(68 169.41747),(69 170.16016),(70 168.97278),(71 169.34087),(72 169.16011),(73 171.02298),(74 172.03424),(75 172.95728),(76 173.29735),(77 174.40694),(78 176.20796),(79 176.36217),
(1 97.21074),(2 118.60311),(3 133.34259),(4 141.56038),(5 149.5327),(6 158.06766),(7 163.82814),(8 171.43446),(9 176.00046),(10 177.75519),(11 178.65009),(12 178.22609),(13 179.68474),(14 178.97906),(15 180.29987),(16 178.48817),(17 177.75517),(18 179.44794),(19 177.09523),(20 176.86392),(21 178.29678),(22 177.14395),(23 176.39767),(24 176.88533),(25 175.54582),(26 176.00317),(27 176.93166),(28 176.1562),(29 178.35492),(30 178.85645),(31 179.02412),(32 180.24779),(33 180.05081),(34 179.77055),(35 180.43779),(36 179.56511),(37 179.06918),(38 177.50325),(39 178.05907),(40 179.52748),(41 177.39787),(42 176.68071),(43 177.25679),(44 177.27132),(45 176.4835),(46 174.61223),(47 171.58905),(48 172.64265),(49 171.89674),(50 171.68811),(51 171.22269),(52 170.5283),(53 170.30634),(54 171.53513),(55 171.87001),(56 172.76244),(57 171.21854),(58 171.34184),(59 171.23347),(60 171.01817),(61 171.85342),(62 172.56293),(63 171.74525),(64 172.13918),(65 170.50226),(66 169.53284),(67 170.54768),(68 173.14099),(69 170.27756),(70 169.72163),(71 171.4993),(72 171.34908),(73 173.1581),(74 172.30092),(75 174.21169),(76 174.0091),(77 174.2485),(78 177.93655),(79 177.5602),
(1 97.59979),(2 120.15753),(3 134.78644),(4 143.03868),(5 150.29047),(6 159.79088),(7 164.73592),(8 170.68019),(9 174.17412),(10 177.60071),(11 177.475),(12 178.55844),(13 180.66243),(14 179.0343),(15 180.3071),(16 178.8689),(17 176.94409),(18 175.2042),(19 174.85365),(20 172.86491),(21 173.05885),(22 171.99048),(23 171.78596),(24 170.29413),(25 169.5975),(26 170.1062),(27 169.40495),(28 168.88428),(29 170.41292),(30 171.36838),(31 171.7687),(32 173.49832),(33 174.01532),(34 172.96681),(35 173.98145),(36 174.17036),(37 175.18495),(38 173.94484),(39 173.7467),(40 174.56546),(41 174.01294),(42 174.3003),(43 173.68195),(44 173.76405),(45 174.41042),(46 173.11859),(47 173.95598),(48 172.61742),(49 172.56006),(50 172.43115),(51 173.44934),(52 171.17952),(53 171.40381),(54 170.48232),(55 170.92937),(56 171.88725),(57 171.97607),(58 171.99355),(59 172.15427),(60 172.34126),(61 172.75848),(62 173.18663),(63 173.79672),(64 174.21086),(65 174.32043),(66 175.4266),(67 174.8177),(68 175.41171),(69 174.42912),(70 174.50427),(71 174.78755),(72 174.6891),(73 177.21892),(74 176.56946),(75 176.96454),(76 177.37726),(77 175.76762),(78 176.88968),(79 176.9566),
(1 96.43132),(2 119.760254),(3 130.5645),(4 139.5646),(5 146.92783),(6 156.09612),(7 162.22246),(8 168.7792),(9 172.31279),(10 176.85593),(11 175.84453),(12 177.16502),(13 177.79115),(14 176.54323),(15 178.11748),(16 177.62201),(17 173.87543),(18 174.17047),(19 170.89647),(20 170.25208),(21 169.06764),(22 168.88052),(23 167.03224),(24 168.26624),(25 168.19788),(26 166.18716),(27 167.19589),(28 167.598),(29 166.64478),(30 167.49376),(31 168.40326),(32 168.69437),(33 168.3047),(34 165.90506),(35 165.95288),(36 164.69827),(37 165.17168),(38 164.17567),(39 164.73378),(40 165.88538),(41 164.55054),(42 165.42035),(43 166.11205),(44 165.32266),(45 164.62805),(46 164.13162),(47 164.95593),(48 164.62157),(49 164.95009),(50 165.48943),(51 166.87985),(52 165.58432),(53 166.02977),(54 167.17502),(55 166.00156),(56 164.77162),(57 164.06822),(58 165.37584),(59 165.20847),(60 165.59839),(61 165.32588),(62 166.30324),(63 166.71587),(64 165.1037),(65 165.44359),(66 164.61534),(67 163.40582),(68 165.36528),(69 165.41104),(70 166.31577),(71 166.44833),(72 166.81708),(73 166.21263),(74 167.65628),(75 167.88539),(76 168.85538),(77 169.23347),(78 168.59608),(79 167.76907),
(1 96.03769),(2 118.16692),(3 129.32613),(4 137.80513),(5 145.60437),(6 152.97273),(7 159.00475),(8 162.81627),(9 166.84637),(10 169.03342),(11 169.62398),(12 170.3675),(13 172.49628),(14 170.20984),(15 171.70583),(16 170.092),(17 168.23178),(18 168.53143),(19 167.36707),(20 165.98065),(21 166.50111),(22 165.07056),(23 164.69046),(24 164.65627),(25 163.68971),(26 163.96606),(27 163.2656),(28 166.88564),(29 165.18825),(30 165.12251),(31 166.51498),(32 166.38759),(33 166.02965),(34 167.10014),(35 166.99515),(36 166.86745),(37 167.38275),(38 167.24623),(39 167.20808),(40 167.35933),(41 166.59312),(42 166.5293),(43 166.57771),(44 165.054),(45 164.61816),(46 165.28735),(47 164.04944),(48 164.9969),(49 167.29324),(50 166.20805),(51 166.81912),(52 167.07336),(53 165.85538),(54 168.21617),(55 169.18283),(56 167.02911),(57 167.17374),(58 168.9486),(59 168.4897),(60 168.46596),(61 169.56178),(62 170.5077),(63 169.8601),(64 168.69481),(65 168.02477),(66 166.69324),(67 166.1913),(68 166.77132),(69 164.61119),(70 165.42328),(71 165.21341),(72 164.1091),(73 163.13051),(74 162.81561),(75 165.06761),(76 165.17984),(77 166.96762),(78 167.04753),(79 164.48856),
(1 93.931526),(2 117.03434),(3 127.31682),(4 135.71716),(5 142.44809),(6 151.48488),(7 157.83316),(8 163.75203),(9 165.1058),(10 168.39313),(11 168.31331),(12 168.39465),(13 170.40886),(14 169.65324),(15 169.43077),(16 170.19664),(17 168.72253),(18 168.62434),(19 168.49863),(20 166.83444),(21 166.60663),(22 166.52255),(23 166.76866),(24 165.62158),(25 165.72768),(26 166.0718),(27 164.90456),(28 167.28625),(29 166.21497),(30 164.62299),(31 167.34833),(32 170.66064),(33 170.1535),(34 169.68417),(35 169.69647),(36 169.77713),(37 168.13872),(38 168.70055),(39 168.74481),(40 168.10204),(41 167.59055),(42 166.93396),(43 167.12257),(44 166.42441),(45 166.40312),(46 165.56918),(47 165.23955),(48 166.20822),(49 166.39915),(50 167.02554),(51 167.53613),(52 167.59879),(53 166.25679),(54 167.54352),(55 167.21484),(56 164.92378),(57 165.00258),(58 167.35057),(59 165.36028),(60 166.64857),(61 165.1366),(62 165.83467),(63 167.08029),(64 165.11131),(65 165.92554),(66 166.48929),(67 165.95377),(68 166.72964),(69 164.97844),(70 164.11493),(71 165.3335),(72 165.21243),(73 165.53185),(74 165.41507),(75 165.84486),(76 167.5588),(77 167.21194),(78 167.59969),(79 165.76738),
(1 95.30913),(2 118.07159),(3 128.54529),(4 138.99214),(5 145.96361),(6 154.8997),(7 160.9703),(8 165.5804),(9 169.93747),(10 173.32617),(11 174.18417),(12 174.95418),(13 175.75426),(14 178.03879),(15 175.23018),(16 174.61166),(17 172.28435),(18 172.51968),(19 173.94965),(20 171.76276),(21 171.16826),(22 170.61288),(23 169.86911),(24 170.01744),(25 168.49854),(26 167.13982),(27 166.65909),(28 165.88062),(29 166.82216),(30 165.38373),(31 167.06793),(32 166.43015),(33 167.73584),(34 167.76012),(35 165.41122),(36 165.76498),(37 165.26918),(38 164.7636),(39 167.20067),(40 166.8885),(41 167.11467),(42 166.969),(43 167.84433),(44 168.15976),(45 166.39148),(46 165.85414),(47 166.20433),(48 167.0483),(49 166.33917),(50 165.52394),(51 166.09776),(52 165.9976),(53 166.96614),(54 167.5198),(55 166.9811),(56 165.12486),(57 164.43474),(58 167.4028),(59 165.0178),(60 163.08531),(61 163.8001),(62 164.07819),(63 163.91647),(64 164.59235),(65 164.58627),(66 164.89642),(67 165.39359),(68 164.98317),(69 166.43542),(70 165.99355),(71 166.6702),(72 165.03622),(73 167.81978),(74 166.16315),(75 167.06592),(76 167.43848),(77 167.86745),(78 166.52342),(79 165.41772),
