1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 357.14142),(2 484.26242),(3 540.3463),(4 575.2439),(5 610.24347),(6 617.1824),(7 622.60504),(8 648.2479),(9 657.35297),(10 668.7301),(11 682.00977),(12 679.5269),(13 690.50964),(14 682.36163),(15 687.6302),(16 687.3759),(17 681.4029),(18 685.768),(19 689.1683),(20 694.0745),(21 686.7312),(22 686.8401),(23 686.92236),(24 684.51794),(25 688.2306),(26 696.6277),(27 694.2132),(28 697.6309),(29 690.17035),(30 696.06683),(31 692.2546),(32 689.60986),(33 674.7613),(34 679.2389),(35 675.4646),(36 677.8217),(37 671.892),(38 672.2777),(39 680.6737),(40 678.38354),(41 674.62695),(42 668.519),(43 673.5641),(44 664.7128),(45 659.251),(46 666.4735),(47 668.9817),(48 669.9569),(49 678.8065),(50 687.2997),(51 690.36725),(52 704.3552),(53 701.035),(54 701.5635),(55 705.46295),(56 700.2236),(57 706.8562),(58 715.547),(59 715.71277),(60 716.7414),(61 721.0848),(62 719.7081),(63 718.0078),(64 710.69995),(65 716.29614),(66 720.7308),(67 729.6348),(68 728.25024),(69 725.41614),(70 726.37775),(71 730.519),(72 725.43176),(73 733.30414),(74 735.8489),(75 733.31885),(76 724.9334),(77 736.2954),(78 742.6105),(79 738.0112),
(1 345.36954),(2 469.65875),(3 532.62744),(4 561.84326),(5 581.42755),(6 590.1086),(7 598.3928),(8 612.7995),(9 620.4407),(10 636.7375),(11 638.6185),(12 645.7252),(13 657.46844),(14 654.1174),(15 650.9881),(16 657.492),(17 660.47217),(18 668.2057),(19 676.72015),(20 680.4763),(21 680.8689),(22 678.86536),(23 678.76416),(24 686.529),(25 687.94867),(26 678.027),(27 679.98895),(28 684.3507),(29 692.61255),(30 691.4991),(31 688.40497),(32 687.71313),(33 683.7922),(34 679.82214),(35 681.2836),(36 670.1821),(37 665.9338),(38 667.0708),(39 666.7941),(40 667.55206),(41 668.7667),(42 662.2546),(43 671.6729),(44 668.93066),(45 662.7271),(46 663.829),(47 667.6994),(48 673.578),(49 675.5104),(50 678.2379),(51 689.51685),(52 694.2099),(53 697.5248),(54 694.37274),(55 690.7343),(56 687.1791),(57 691.2991),(58 695.6383),(59 697.91345),(60 681.2513),(61 685.9767),(62 684.07245),(63 688.3413),(64 696.5763),(65 694.05176),(66 695.3798),(67 693.82214),(68 688.98395),(69 686.0354),(70 691.1143),(71 709.42346),(72 703.219),(73 716.70953),(74 708.659),(75 707.8374),(76 707.4108),(77 712.48517),(78 727.2892),(79 729.66876),
(1 337.2824),(2 452.4027),(3 513.8784),(4 547.40326),(5 567.3769),(6 579.78394),(7 583.9255),(8 602.28815),(9 613.08276),(10 625.1544),(11 631.0372),(12 634.65735),(13 647.89014),(14 628.60034),(15 632.10364),(16 625.8649),(17 626.69525),(18 629.946),(19 629.20844),(20 638.56696),(21 635.3475),(22 646.27386),(23 648.2563),(24 659.66724),(25 650.593),(26 647.82794),(27 648.03503),(28 655.45264),(29 648.8223),(30 654.0115),(31 663.16595),(32 656.05725),(33 654.80414),(34 652.25116),(35 650.6525),(36 650.9511),(37 651.4508),(38 651.8872),(39 659.6319),(40 672.38684),(41 671.1413),(42 668.83594),(43 673.97345),(44 659.24316),(45 648.5646),(46 658.24054),(47 656.0084),(48 668.6284),(49 673.7393),(50 678.3492),(51 677.4102),(52 679.11035),(53 683.44086),(54 688.0754),(55 695.40704),(56 698.0143),(57 699.9423),(58 704.5429),(59 701.6198),(60 698.5087),(61 697.22974),(62 688.6029),(63 696.54114),(64 682.74115),(65 675.6323),(66 680.5325),(67 682.61755),(68 688.7769),(69 691.10236),(70 697.34735),(71 706.22235),(72 697.7304),(73 705.2805),(74 700.84705),(75 695.5331),(76 701.8811),(77 699.21625),(78 705.2066),(79 713.773),
(1 342.49585),(2 452.4545),(3 512.42633),(4 537.024),(5 553.77264),(6 569.3125),(7 571.6018),(8 591.6715),(9 592.16),(10 605.306),(11 622.4066),(12 620.117),(13 630.7094),(14 625.57416),(15 620.00726),(16 612.08136),(17 618.72186),(18 619.4149),(19 618.08795),(20 625.44037),(21 630.41925),(22 639.7515),(23 640.33295),(24 643.1363),(25 639.48834),(26 645.6946),(27 648.192),(28 652.83136),(29 640.9466),(30 637.99677),(31 643.0712),(32 642.2102),(33 643.941),(34 640.08496),(35 639.5101),(36 645.6048),(37 643.8187),(38 633.51917),(39 634.5054),(40 643.497),(41 636.4374),(42 641.4369),(43 647.8348),(44 629.34283),(45 622.5434),(46 628.236),(47 631.7651),(48 638.0826),(49 643.8075),(50 646.571),(51 648.86444),(52 652.3515),(53 647.89813),(54 655.93176),(55 655.1911),(56 656.9718),(57 659.4989),(58 663.92816),(59 666.595),(60 666.06067),(61 672.5973),(62 677.03705),(63 679.7726),(64 671.80994),(65 669.1975),(66 671.0308),(67 666.6794),(68 666.9801),(69 673.30255),(70 677.0195),(71 678.6019),(72 667.9722),(73 676.12463),(74 676.0671),(75 676.62103),(76 669.92566),(77 674.13855),(78 678.65924),(79 678.17035),
(1 328.7933),(2 442.60217),(3 504.52478),(4 532.4875),(5 552.54083),(6 563.0115),(7 564.2804),(8 585.64716),(9 596.6622),(10 609.40735),(11 619.17706),(12 620.6888),(13 630.0052),(14 624.6433),(15 622.94073),(16 628.33466),(17 630.8831),(18 638.0933),(19 641.81866),(20 636.5673),(21 644.38477),(22 643.71686),(23 637.00366),(24 647.0018),(25 643.823),(26 646.75665),(27 644.12415),(28 644.44275),(29 637.95435),(30 638.64996),(31 641.5163),(32 635.2443),(33 640.6682),(34 638.4266),(35 636.1121),(36 633.36523),(37 632.25055),(38 626.9941),(39 627.63934),(40 626.11115),(41 623.38995),(42 625.68463),(43 630.5771),(44 626.72864),(45 630.1115),(46 637.1433),(47 637.7271),(48 644.80835),(49 652.93335),(50 650.78656),(51 660.1696),(52 668.1096),(53 663.73346),(54 670.4827),(55 672.09546),(56 671.18506),(57 670.63666),(58 672.9452),(59 678.3654),(60 678.7104),(61 677.9879),(62 685.1495),(63 688.7131),(64 679.0251),(65 675.82043),(66 664.0354),(67 663.1424),(68 670.9895),(69 679.9552),(70 686.4788),(71 679.5542),(72 674.4028),(73 676.02936),(74 674.2979),(75 666.6564),(76 665.2413),(77 669.5698),(78 673.3733),(79 682.18304),
(1 320.78235),(2 429.4809),(3 482.96582),(4 511.1849),(5 513.6997),(6 527.06213),(7 540.4394),(8 550.0795),(9 556.2625),(10 573.8574),(11 579.7697),(12 580.27026),(13 591.4373),(14 596.8719),(15 606.7377),(16 600.8454),(17 611.57306),(18 613.1928),(19 623.31726),(20 618.0124),(21 624.8427),(22 626.3852),(23 617.70544),(24 615.6392),(25 617.16754),(26 620.1357),(27 613.2541),(28 626.30975),(29 620.1982),(30 622.21533),(31 621.73145),(32 620.5009),(33 625.791),(34 622.53253),(35 618.4754),(36 611.95105),(37 610.84717),(38 606.6807),(39 606.7038),(40 595.41077),(41 593.88477),(42 597.8845),(43 609.70337),(44 603.4696),(45 597.88983),(46 598.7455),(47 602.3666),(48 613.08594),(49 615.6672),(50 616.06683),(51 619.65045),(52 620.9375),(53 617.4426),(54 623.9885),(55 624.2937),(56 628.8482),(57 629.65594),(58 632.6843),(59 638.3966),(60 640.0205),(61 644.1089),(62 648.56366),(63 651.8486),(64 639.9144),(65 634.052),(66 634.7782),(67 631.8753),(68 635.18097),(69 632.82275),(70 634.438),(71 633.2088),(72 642.8385),(73 649.0068),(74 643.992),(75 641.59344),(76 644.30396),(77 648.3503),(78 643.9828),(79 648.253),
(1 315.3525),(2 418.73444),(3 482.1063),(4 508.64044),(5 523.74786),(6 537.17883),(7 547.92444),(8 556.22833),(9 563.8526),(10 577.8871),(11 585.1718),(12 590.1124),(13 601.55426),(14 596.12164),(15 608.9611),(16 598.7615),(17 599.4183),(18 614.3863),(19 619.2896),(20 633.3323),(21 624.1506),(22 623.20917),(23 619.54095),(24 626.87384),(25 628.54004),(26 629.3478),(27 627.61536),(28 630.54114),(29 621.1578),(30 618.6779),(31 618.6136),(32 618.08563),(33 615.5912),(34 612.18256),(35 615.3129),(36 607.4577),(37 611.5304),(38 609.11285),(39 606.2491),(40 601.13715),(41 600.3117),(42 607.8597),(43 613.77045),(44 609.70825),(45 598.6028),(46 602.3142),(47 610.0054),(48 616.9437),(49 607.2764),(50 605.24866),(51 613.0295),(52 612.9061),(53 609.81885),(54 611.7946),(55 616.05896),(56 623.32086),(57 620.0379),(58 623.9318),(59 624.30383),(60 627.8221),(61 633.70734),(62 634.8945),(63 637.6251),(64 639.64355),(65 632.15027),(66 629.5837),(67 633.054),(68 633.2104),(69 630.23956),(70 629.5011),(71 629.07135),(72 625.8066),(73 635.31244),(74 636.29706),(75 635.1085),(76 635.7662),(77 638.2289),(78 637.9141),(79 646.36646),
(1 300.53616),(2 407.56714),(3 458.97748),(4 487.5849),(5 505.77905),(6 514.0874),(7 520.7592),(8 529.13873),(9 539.65094),(10 544.1922),(11 548.0676),(12 556.31354),(13 568.36224),(14 567.8721),(15 573.21344),(16 571.9205),(17 570.4064),(18 573.8041),(19 575.3165),(20 582.35974),(21 578.7796),(22 570.9619),(23 573.6756),(24 576.86774),(25 580.2148),(26 585.52576),(27 580.0846),(28 583.0517),(29 576.28375),(30 583.57196),(31 584.0234),(32 590.5119),(33 588.47974),(34 583.9075),(35 585.8055),(36 593.63556),(37 594.4322),(38 593.4129),(39 595.0136),(40 589.0547),(41 588.67334),(42 586.5099),(43 588.28546),(44 593.5712),(45 582.23364),(46 581.58057),(47 587.769),(48 593.9444),(49 591.14105),(50 590.51),(51 583.5435),(52 580.98755),(53 576.73456),(54 578.9737),(55 584.12506),(56 593.1796),(57 588.0892),(58 592.9383),(59 588.8688),(60 582.4085),(61 590.14545),(62 589.42725),(63 581.65045),(64 590.7365),(65 586.9849),(66 586.363),(67 591.6989),(68 588.0643),(69 587.8455),(70 586.0977),(71 582.9676),(72 582.81104),(73 591.7137),(74 590.4744),(75 587.329),(76 589.26764),(77 599.1319),(78 602.8037),(79 608.4044),
(1 297.3735),(2 398.88858),(3 446.68478),(4 483.9868),(5 500.90472),(6 510.3643),(7 518.8549),(8 525.31824),(9 534.7606),(10 541.4589),(11 541.8962),(12 545.0861),(13 554.20844),(14 551.3836),(15 560.28754),(16 562.43665),(17 559.84155),(18 562.59955),(19 568.05664),(20 567.99945),(21 559.72516),(22 561.76154),(23 562.1822),(24 562.6988),(25 562.5346),(26 563.6408),(27 561.2328),(28 565.1121),(29 563.9197),(30 563.87366),(31 555.04614),(32 553.8784),(33 558.11694),(34 557.4292),(35 553.2514),(36 548.26685),(37 555.3814),(38 556.32477),(39 559.514),(40 560.8829),(41 559.74695),(42 556.30347),(43 567.3636),(44 561.7811),(45 563.45825),(46 563.3086),(47 573.97626),(48 577.18024),(49 576.01715),(50 574.1046),(51 574.835),(52 575.47174),(53 578.39655),(54 585.2589),(55 590.5441),(56 585.49066),(57 585.042),(58 592.16034),(59 590.4166),(60 592.9942),(61 602.54474),(62 594.6516),(63 592.60175),(64 594.62836),(65 585.52246),(66 580.3684),(67 585.5619),(68 580.9451),(69 580.865),(70 578.89655),(71 581.2189),(72 583.9776),(73 588.9673),(74 585.5097),(75 592.73096),(76 600.4158),(77 603.7347),(78 604.8953),(79 611.7539),
(1 296.22034),(2 393.76984),(3 443.44412),(4 472.02182),(5 488.8546),(6 507.61908),(7 516.07623),(8 519.0031),(9 527.8895),(10 533.9606),(11 534.591),(12 545.1),(13 555.8826),(14 552.914),(15 558.92786),(16 562.2489),(17 565.7595),(18 571.7374),(19 568.72076),(20 569.2838),(21 564.43256),(22 566.97235),(23 565.0507),(24 556.617),(25 555.25006),(26 554.96216),(27 561.3732),(28 561.83514),(29 559.2679),(30 565.8593),(31 560.3474),(32 560.5268),(33 560.59216),(34 558.4601),(35 555.36725),(36 546.3241),(37 544.56055),(38 544.2987),(39 542.92535),(40 547.2712),(41 552.9949),(42 559.81116),(43 558.48944),(44 551.5417),(45 552.7926),(46 548.2935),(47 552.6888),(48 552.7095),(49 552.3892),(50 558.1347),(51 565.23975),(52 567.3691),(53 570.9638),(54 577.68207),(55 581.1086),(56 586.9171),(57 586.66315),(58 596.3551),(59 594.1136),(60 589.35046),(61 584.5419),(62 582.61304),(63 576.62177),(64 577.8222),(65 578.21796),(66 577.9532),(67 582.3941),(68 588.5366),(69 588.5052),(70 579.83704),(71 582.53864),(72 582.9389),(73 592.05664),(74 581.999),(75 586.64923),(76 590.2264),(77 592.6201),(78 591.16986),(79 591.2585),
(1 289.06662),(2 381.78876),(3 424.2607),(4 448.1648),(5 464.3851),(6 478.07385),(7 488.14526),(8 498.12042),(9 511.8721),(10 521.46124),(11 523.47363),(12 528.20465),(13 537.5253),(14 531.22125),(15 532.6694),(16 534.7688),(17 542.6768),(18 549.68304),(19 554.7708),(20 558.0581),(21 555.84454),(22 558.6238),(23 558.0911),(24 555.6611),(25 551.36707),(26 552.05206),(27 557.9222),(28 554.80896),(29 548.1148),(30 545.0897),(31 544.14886),(32 540.59375),(33 538.3034),(34 536.99457),(35 534.3245),(36 535.4722),(37 535.4843),(38 534.9658),(39 537.7036),(40 532.7166),(41 536.4288),(42 548.03735),(43 546.7822),(44 533.282),(45 531.2735),(46 540.80927),(47 538.7867),(48 541.9312),(49 546.5206),(50 551.7737),(51 552.8322),(52 557.1597),(53 552.5018),(54 550.9895),(55 548.7662),(56 550.2752),(57 554.94305),(58 560.1386),(59 555.61865),(60 554.6961),(61 559.59296),(62 566.90173),(63 568.51746),(64 568.46),(65 568.7601),(66 564.94525),(67 570.85443),(68 569.8143),(69 564.90094),(70 558.1042),(71 560.7069),(72 555.9371),(73 560.0877),(74 564.42914),(75 565.32635),(76 571.5335),(77 580.56305),(78 578.7649),(79 586.07666),
(1 278.78076),(2 377.70496),(3 424.4055),(4 449.58563),(5 466.40814),(6 473.79825),(7 484.22397),(8 501.57172),(9 507.7883),(10 517.6713),(11 515.041),(12 517.8165),(13 526.4313),(14 519.42926),(15 516.67285),(16 523.63007),(17 529.0349),(18 531.0912),(19 532.0714),(20 537.54956),(21 537.1484),(22 540.8721),(23 543.2428),(24 542.75305),(25 540.5529),(26 538.96924),(27 540.54376),(28 538.8893),(29 532.8403),(30 535.30115),(31 530.37787),(32 532.8336),(33 530.83856),(34 529.6929),(35 529.08124),(36 534.1341),(37 530.3444),(38 526.8507),(39 534.17523),(40 530.5451),(41 529.7961),(42 540.0746),(43 541.2084),(44 541.9935),(45 538.771),(46 543.3265),(47 539.957),(48 538.07153),(49 536.57715),(50 538.7052),(51 543.26044),(52 539.46405),(53 549.85394),(54 547.67285),(55 549.80945),(56 549.40845),(57 548.3034),(58 555.94574),(59 553.78406),(60 552.08093),(61 556.0322),(62 564.12964),(63 559.22015),(64 554.67883),(65 553.05817),(66 556.23816),(67 558.7262),(68 552.28156),(69 551.88824),(70 550.95166),(71 553.1185),(72 548.46765),(73 555.35803),(74 552.5017),(75 554.4879),(76 555.92706),(77 560.57495),(78 563.66815),(79 567.3355),
(1 271.84204),(2 368.37244),(3 411.2431),(4 424.94754),(5 441.77243),(6 455.04202),(7 466.54095),(8 475.25247),(9 482.9082),(10 490.76465),(11 489.95322),(12 494.3582),(13 504.29935),(14 492.98718),(15 491.571),(16 500.61353),(17 499.1185),(18 495.90134),(19 499.07324),(20 500.79514),(21 496.96573),(22 507.04642),(23 506.06647),(24 504.6772),(25 497.0445),(26 490.71725),(27 494.41333),(28 500.6519),(29 495.1073),(30 500.14273),(31 498.962),(32 495.98047),(33 495.14444),(34 492.0969),(35 494.2362),(36 492.3411),(37 492.18115),(38 492.63037),(39 494.97678),(40 489.46313),(41 496.35938),(42 496.90118),(43 500.09943),(44 496.50443),(45 491.4517),(46 497.0551),(47 505.16507),(48 508.11047),(49 517.1036),(50 515.66693),(51 517.3473),(52 520.65283),(53 523.4458),(54 523.22253),(55 523.6051),(56 524.53455),(57 521.33234),(58 523.4393),(59 521.5208),(60 519.55237),(61 521.7046),(62 521.2415),(63 521.5112),(64 520.1255),(65 520.72766),(66 528.22003),(67 529.40186),(68 530.6157),(69 531.5667),(70 531.18134),(71 531.45874),(72 529.69434),(73 530.6499),(74 527.07306),(75 526.4883),(76 524.07764),(77 525.86035),(78 530.8308),(79 537.14667),
(1 263.26575),(2 357.18866),(3 395.5422),(4 415.12915),(5 429.42117),(6 447.60574),(7 452.98157),(8 460.87866),(9 472.4745),(10 485.40723),(11 486.7863),(12 484.11752),(13 494.72162),(14 493.71024),(15 487.20163),(16 494.26633),(17 494.8425),(18 495.32602),(19 498.79163),(20 505.70996),(21 507.61102),(22 511.4095),(23 509.7312),(24 512.1505),(25 504.0059),(26 504.60458),(27 506.026),(28 504.39108),(29 500.42047),(30 500.67374),(31 496.61752),(32 497.74915),(33 499.57605),(34 494.3948),(35 491.2277),(36 487.1152),(37 494.09518),(38 491.18716),(39 489.64438),(40 484.69415),(41 488.1014),(42 502.76498),(43 507.04846),(44 498.01794),(45 501.52173),(46 502.1976),(47 505.73856),(48 511.42105),(49 511.38028),(50 514.44415),(51 518.3747),(52 516.78955),(53 518.38043),(54 514.9798),(55 509.88806),(56 508.35434),(57 508.43527),(58 520.57367),(59 519.65424),(60 516.53925),(61 515.7187),(62 515.86),(63 508.49283),(64 507.8862),(65 507.18454),(66 506.33878),(67 506.23376),(68 509.30954),(69 508.77994),(70 509.39316),(71 506.67468),(72 511.1907),(73 522.3232),(74 518.79224),(75 518.4443),(76 517.6998),(77 518.0036),(78 520.98553),(79 528.6907),
(1 265.51956),(2 354.98865),(3 395.3337),(4 419.50467),(5 435.6279),(6 449.95825),(7 449.3988),(8 453.06406),(9 469.26764),(10 479.1745),(11 482.72433),(12 480.12067),(13 485.88116),(14 486.94232),(15 482.1225),(16 490.01703),(17 491.35257),(18 494.37387),(19 499.9103),(20 501.9415),(21 496.24387),(22 496.82556),(23 491.48022),(24 497.7621),(25 494.70938),(26 494.06293),(27 489.6888),(28 483.8497),(29 485.029),(30 490.1758),(31 486.86218),(32 487.97928),(33 490.82083),(34 492.5919),(35 491.69684),(36 488.82108),(37 485.41806),(38 480.25818),(39 482.4074),(40 482.16757),(41 484.21844),(42 490.7819),(43 491.7119),(44 493.24347),(45 495.00232),(46 499.40628),(47 494.32373),(48 499.79526),(49 504.61783),(50 508.67548),(51 506.32004),(52 514.0989),(53 516.5698),(54 517.6798),(55 521.2839),(56 516.61017),(57 517.8277),(58 523.15704),(59 526.98615),(60 529.6013),(61 527.4761),(62 527.5588),(63 527.77234),(64 528.5752),(65 520.13837),(66 518.0064),(67 524.102),(68 520.5136),(69 519.1355),(70 522.95184),(71 522.408),(72 527.77185),(73 528.2501),(74 522.5434),(75 527.2039),(76 533.58514),(77 535.1149),(78 528.3726),(79 539.6194),
(1 254.49792),(2 341.76215),(3 383.29117),(4 399.84085),(5 416.32193),(6 422.81686),(7 429.7146),(8 440.38736),(9 451.5622),(10 454.3632),(11 454.91367),(12 457.47733),(13 463.69656),(14 462.75958),(15 457.06134),(16 451.7414),(17 465.74622),(18 470.51312),(19 473.85114),(20 474.2043),(21 475.5304),(22 478.06448),(23 482.5753),(24 481.7787),(25 480.27704),(26 477.48938),(27 478.85367),(28 477.3938),(29 470.69388),(30 477.52332),(31 470.05774),(32 473.56985),(33 468.04068),(34 465.07925),(35 465.79895),(36 460.93152),(37 460.7021),(38 460.8441),(39 467.55173),(40 465.0998),(41 463.08627),(42 467.62552),(43 468.7278),(44 466.64972),(45 461.7754),(46 464.24936),(47 466.24106),(48 472.37854),(49 475.5065),(50 475.19052),(51 475.60263),(52 473.60712),(53 480.59543),(54 483.65454),(55 482.0329),(56 479.66147),(57 485.72842),(58 492.4745),(59 492.52588),(60 495.11438),(61 498.3064),(62 492.5437),(63 493.41202),(64 487.3404),(65 486.94415),(66 488.84396),(67 491.99115),(68 493.82474),(69 494.3801),(70 490.21024),(71 492.57977),(72 494.96954),(73 499.84073),(74 502.82364),(75 497.82483),(76 500.44717),(77 505.54807),(78 502.81836),(79 510.94745),
(1 250.36316),(2 334.109),(3 370.11084),(4 390.5576),(5 401.14505),(6 413.40472),(7 431.00546),(8 434.19772),(9 444.99472),(10 453.102),(11 449.53345),(12 443.02338),(13 451.19897),(14 452.6441),(15 453.43777),(16 447.4251),(17 450.4469),(18 455.81702),(19 459.96423),(20 463.5337),(21 465.32565),(22 468.789),(23 465.5608),(24 468.16226),(25 470.45358),(26 470.87738),(27 468.04214),(28 474.04785),(29 464.98203),(30 465.66302),(31 466.57944),(32 463.65744),(33 463.70502),(34 459.49847),(35 453.14706),(36 457.08472),(37 457.92667),(38 459.3633),(39 458.70255),(40 461.38867),(41 460.53784),(42 466.9733),(43 466.31232),(44 467.49857),(45 469.7891),(46 474.0575),(47 473.71573),(48 478.9383),(49 479.74698),(50 481.547),(51 487.60434),(52 491.13986),(53 498.42932),(54 499.0661),(55 499.44284),(56 499.2079),(57 504.09512),(58 504.8342),(59 510.43097),(60 511.34424),(61 509.29572),(62 508.90033),(63 508.77927),(64 501.4646),(65 493.33914),(66 500.32574),(67 495.09177),(68 496.10474),(69 496.812),(70 493.66327),(71 496.0755),(72 495.70117),(73 498.68854),(74 502.99606),(75 504.5151),(76 505.61496),(77 507.02795),(78 503.63614),(79 505.6229),
(1 241.32095),(2 325.95663),(3 364.48926),(4 380.28375),(5 391.7265),(6 404.6815),(7 419.54962),(8 433.28842),(9 439.23053),(10 442.83243),(11 442.35043),(12 437.12494),(13 444.61417),(14 444.1882),(15 444.8738),(16 450.23166),(17 454.99048),(18 452.07043),(19 456.47772),(20 459.43195),(21 456.3271),(22 453.49152),(23 458.64835),(24 451.666),(25 450.29382),(26 449.93982),(27 452.25784),(28 452.10074),(29 452.37994),(30 451.56326),(31 451.28094),(32 450.4597),(33 449.31363),(34 449.83295),(35 446.01083),(36 447.40833),(37 449.68414),(38 447.48904),(39 445.16205),(40 448.41605),(41 449.81),(42 457.8008),(43 457.96378),(44 454.3736),(45 454.48706),(46 457.08398),(47 456.81424),(48 465.7771),(49 460.78433),(50 462.35522),(51 460.58356),(52 465.60498),(53 466.19196),(54 466.1315),(55 463.46225),(56 459.8701),(57 464.89795),(58 470.34003),(59 471.07416),(60 467.7779),(61 468.14487),(62 471.41324),(63 475.00452),(64 469.11804),(65 466.01324),(66 475.10068),(67 473.52545),(68 476.68546),(69 476.6072),(70 472.9616),(71 473.01733),(72 476.93243),(73 479.74622),(74 479.97388),(75 484.43805),(76 491.49142),(77 492.7877),(78 493.08392),(79 494.61676),
(1 235.6706),(2 316.52692),(3 354.7591),(4 369.0068),(5 384.41528),(6 396.94528),(7 403.4127),(8 410.92783),(9 413.25684),(10 419.58472),(11 418.52948),(12 415.2638),(13 428.43994),(14 425.9148),(15 432.11923),(16 436.86154),(17 439.40533),(18 442.96277),(19 443.85196),(20 445.07904),(21 443.00955),(22 442.23294),(23 441.7118),(24 437.87918),(25 435.21747),(26 430.86636),(27 430.66394),(28 440.80402),(29 439.97842),(30 435.54425),(31 433.85123),(32 435.50482),(33 438.65692),(34 431.54834),(35 433.01556),(36 436.76288),(37 434.1516),(38 429.0725),(39 431.77774),(40 436.7064),(41 433.45486),(42 432.93866),(43 438.16107),(44 441.65497),(45 441.22565),(46 446.52167),(47 449.3471),(48 453.14288),(49 449.22528),(50 451.85852),(51 455.3661),(52 455.83548),(53 458.38104),(54 456.92087),(55 461.24667),(56 453.9005),(57 454.96655),(58 465.0692),(59 467.68442),(60 471.3596),(61 470.50546),(62 471.55014),(63 468.94592),(64 462.32968),(65 460.58344),(66 460.81323),(67 461.30072),(68 461.02762),(69 461.0152),(70 456.06174),(71 460.04465),(72 458.36078),(73 468.76993),(74 460.83157),(75 463.08264),(76 462.56042),(77 469.2437),(78 462.94998),(79 463.65237),
