1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 369.5174),(2 467.4703),(3 526.4467),(4 564.8369),(5 604.8476),(6 642.7751),(7 686.5053),(8 732.9422),(9 763.4293),(10 794.6106),(11 823.0877),(12 849.48267),(13 870.75665),(14 890.8828),(15 905.60474),(16 923.7152),(17 935.71295),(18 944.80695),(19 940.2229),(20 933.11285),(21 934.1199),(22 934.9539),(23 936.63306),(24 943.1168),(25 954.25055),(26 956.5051),(27 962.7578),(28 978.772),(29 997.9915),(30 1009.389),(31 1011.9679),(32 1009.1294),(33 1012.8706),(34 1001.6595),(35 1009.4442),(36 1021.5707),(37 1022.5848),(38 1024.2776),(39 1020.3138),(40 1033.8081),(41 1041.8066),(42 1036.3707),(43 1035.0782),(44 1047.0912),(45 1054.1117),(46 1069.6914),(47 1078.6504),(48 1093.5161),(49 1108.2389),(50 1120.1493),(51 1124.7114),(52 1141.8423),(53 1170.877),(54 1188.0258),(55 1199.2119),(56 1219.5618),(57 1219.2665),(58 1232.3585),(59 1238.8721),(60 1236.125),(61 1233.9392),(62 1232.1829),(63 1231.9797),(64 1223.6423),(65 1212.7616),(66 1208.856),(67 1195.4281),(68 1187.6917),(69 1172.0151),(70 1161.3861),(71 1150.3975),(72 1139.1323),(73 1130.0708),(74 1114.2435),(75 1105.102),(76 1094.267),(77 1080.4755),(78 1068.4908),(79 1082.562),
(1 348.13126),(2 437.67194),(3 489.13834),(4 522.66614),(5 553.87744),(6 580.5241),(7 617.2929),(8 654.6244),(9 677.83246),(10 697.70435),(11 715.1514),(12 733.189),(13 749.27405),(14 749.8929),(15 762.25415),(16 761.8926),(17 772.6307),(18 775.11),(19 774.1334),(20 767.3626),(21 764.28204),(22 764.25415),(23 763.24817),(24 766.67017),(25 772.3746),(26 772.1117),(27 773.6091),(28 773.64844),(29 784.99133),(30 794.1856),(31 796.8098),(32 803.2477),(33 805.0814),(34 812.62744),(35 809.3975),(36 817.00885),(37 820.9028),(38 822.91534),(39 835.3683),(40 841.12555),(41 843.8093),(42 842.1765),(43 844.765),(44 853.91547),(45 871.5561),(46 879.718),(47 888.53705),(48 898.6422),(49 903.3078),(50 911.3759),(51 916.75165),(52 920.2252),(53 923.6614),(54 932.72766),(55 933.7611),(56 939.9029),(57 946.47595),(58 944.64075),(59 945.0663),(60 944.56274),(61 944.3805),(62 943.4858),(63 934.89716),(64 941.28314),(65 932.0673),(66 921.1833),(67 923.78845),(68 910.9954),(69 906.6493),(70 891.39105),(71 888.4475),(72 874.55774),(73 872.46576),(74 870.6822),(75 862.4922),(76 855.38855),(77 851.2974),(78 858.8881),(79 862.8509),
(1 360.0964),(2 452.09186),(3 507.15588),(4 545.00964),(5 579.84216),(6 615.0101),(7 656.76483),(8 695.4796),(9 724.55597),(10 750.5471),(11 774.6857),(12 798.047),(13 809.48956),(14 828.0783),(15 834.04675),(16 840.9182),(17 854.3087),(18 858.0806),(19 859.16296),(20 851.0726),(21 845.3316),(22 847.02997),(23 844.368),(24 848.5826),(25 855.84424),(26 853.76575),(27 857.3898),(28 869.58057),(29 876.466),(30 883.7929),(31 892.2187),(32 903.88983),(33 906.08167),(34 908.1122),(35 910.64105),(36 921.91406),(37 924.3384),(38 926.2528),(39 928.10046),(40 924.3127),(41 927.4916),(42 935.7354),(43 945.4763),(44 951.0839),(45 963.21326),(46 969.35297),(47 980.8856),(48 1002.1845),(49 1016.3727),(50 1028.2341),(51 1036.1504),(52 1050.8024),(53 1074.6661),(54 1089.7251),(55 1096.8301),(56 1098.2568),(57 1104.3433),(58 1107.6283),(59 1108.1991),(60 1102.0898),(61 1105.6697),(62 1100.4044),(63 1101.1296),(64 1094.3872),(65 1077.4642),(66 1063.2136),(67 1044.4061),(68 1035.0308),(69 1021.2421),(70 1009.4015),(71 990.88245),(72 977.3832),(73 960.874),(74 947.329),(75 939.8209),(76 934.50226),(77 922.4832),(78 925.56604),(79 928.1749),
(1 348.34967),(2 446.54398),(3 496.73184),(4 535.28064),(5 577.04254),(6 610.0709),(7 655.3962),(8 702.0427),(9 733.357),(10 758.38446),(11 774.81555),(12 795.23395),(13 801.1587),(14 805.56067),(15 823.2081),(16 823.8766),(17 833.63367),(18 827.01056),(19 814.5253),(20 806.1678),(21 792.6168),(22 796.1676),(23 785.8549),(24 785.45856),(25 783.743),(26 779.87103),(27 793.8698),(28 801.86487),(29 807.3276),(30 814.12274),(31 820.39886),(32 833.0624),(33 840.78815),(34 843.98816),(35 853.4037),(36 859.7066),(37 872.1472),(38 873.37036),(39 880.833),(40 883.8526),(41 897.59546),(42 905.15295),(43 922.1707),(44 927.6904),(45 953.5277),(46 957.5878),(47 969.589),(48 990.1879),(49 1007.72675),(50 1022.8484),(51 1033.1034),(52 1045.7594),(53 1048.283),(54 1057.7269),(55 1065.5747),(56 1074.7432),(57 1082.851),(58 1072.3668),(59 1073.6445),(60 1075.435),(61 1070.0952),(62 1069.2935),(63 1061.214),(64 1046.8013),(65 1036.0109),(66 1024.0824),(67 1010.40027),(68 996.5337),(69 979.11523),(70 969.0999),(71 955.7765),(72 944.5557),(73 927.928),(74 925.6404),(75 919.2262),(76 902.344),(77 888.22534),(78 888.0898),(79 888.2697),
(1 349.7304),(2 444.4738),(3 494.6435),(4 538.845),(5 579.4444),(6 605.6625),(7 652.15497),(8 685.2183),(9 717.0031),(10 749.36176),(11 769.2804),(12 787.2351),(13 801.93604),(14 809.73474),(15 833.1488),(16 835.2869),(17 839.0374),(18 840.6373),(19 840.2634),(20 826.5235),(21 820.1279),(22 817.5332),(23 810.27386),(24 813.47943),(25 814.4964),(26 817.9985),(27 824.5678),(28 829.2042),(29 835.0039),(30 842.8277),(31 845.0155),(32 856.811),(33 861.41864),(34 862.24036),(35 867.1657),(36 877.5294),(37 890.90344),(38 895.33057),(39 903.8148),(40 914.0752),(41 926.2625),(42 937.4291),(43 942.96185),(44 954.52435),(45 962.16223),(46 966.4524),(47 979.05634),(48 991.6627),(49 1000.6206),(50 1006.79736),(51 1020.2954),(52 1039.6465),(53 1044.9122),(54 1056.0863),(55 1064.1294),(56 1066.5018),(57 1070.0392),(58 1074.7156),(59 1070.0049),(60 1062.1771),(61 1062.4528),(62 1060.0737),(63 1062.5013),(64 1050.5743),(65 1038.3241),(66 1019.158),(67 1000.2518),(68 990.4244),(69 971.68),(70 966.44147),(71 958.47095),(72 957.60474),(73 943.1753),(74 926.07214),(75 922.8274),(76 912.47003),(77 894.87103),(78 893.5078),(79 889.10297),
(1 334.57477),(2 419.66843),(3 475.68805),(4 511.9788),(5 550.0479),(6 585.2019),(7 618.42584),(8 660.5664),(9 684.5887),(10 705.63385),(11 730.3436),(12 746.3693),(13 760.3398),(14 767.41174),(15 780.16504),(16 783.60345),(17 798.4629),(18 802.9525),(19 788.2023),(20 783.9094),(21 774.6082),(22 770.8368),(23 762.5511),(24 765.02826),(25 766.49023),(26 775.74243),(27 781.44507),(28 783.6019),(29 791.8603),(30 797.28265),(31 804.9791),(32 814.09393),(33 826.6318),(34 829.4178),(35 830.56464),(36 832.1215),(37 841.8915),(38 846.5551),(39 851.9052),(40 855.32886),(41 859.19415),(42 862.5262),(43 863.5075),(44 872.8343),(45 871.92175),(46 874.861),(47 875.72064),(48 883.35706),(49 890.13617),(50 888.9408),(51 896.74005),(52 900.8677),(53 908.6301),(54 916.5794),(55 911.7831),(56 923.7795),(57 921.621),(58 918.5364),(59 919.9815),(60 912.8718),(61 908.70374),(62 906.8707),(63 895.645),(64 892.76917),(65 881.606),(66 874.205),(67 864.25995),(68 853.5334),(69 849.0482),(70 838.63196),(71 831.2948),(72 823.9974),(73 816.7032),(74 811.5771),(75 806.6986),(76 804.24976),(77 794.9947),(78 800.7877),(79 792.58734),
(1 325.83734),(2 416.30185),(3 464.96558),(4 499.93167),(5 539.063),(6 560.4429),(7 590.8605),(8 627.3855),(9 651.62946),(10 677.44946),(11 694.129),(12 713.54584),(13 727.5663),(14 731.2831),(15 747.01056),(16 746.96094),(17 761.6561),(18 764.84863),(19 767.3698),(20 761.48456),(21 759.43616),(22 759.01776),(23 760.51337),(24 760.1006),(25 765.0802),(26 773.5422),(27 778.70746),(28 785.7291),(29 784.0764),(30 792.38904),(31 800.4163),(32 805.42126),(33 816.9266),(34 816.83606),(35 814.80115),(36 817.06396),(37 829.77515),(38 831.5698),(39 835.8111),(40 839.6288),(41 848.041),(42 842.2294),(43 849.61),(44 853.7072),(45 865.2237),(46 865.96686),(47 872.9424),(48 886.6442),(49 892.6284),(50 906.62),(51 908.93024),(52 926.2506),(53 932.2059),(54 936.67645),(55 942.078),(56 944.9031),(57 955.2058),(58 957.61005),(59 956.35223),(60 962.23584),(61 965.9597),(62 958.6869),(63 955.1855),(64 952.6594),(65 943.0605),(66 931.40765),(67 912.42065),(68 909.0876),(69 895.3757),(70 886.40137),(71 874.7983),(72 868.7451),(73 860.854),(74 852.2849),(75 850.6715),(76 836.213),(77 829.7193),(78 826.5931),(79 828.9546),
(1 324.52515),(2 405.8549),(3 462.0333),(4 497.55814),(5 526.68036),(6 543.8196),(7 573.47546),(8 597.7724),(9 620.1991),(10 637.0234),(11 647.2109),(12 652.4886),(13 662.20886),(14 666.2251),(15 671.19867),(16 672.64716),(17 679.05634),(18 683.7089),(19 683.793),(20 680.8277),(21 680.2823),(22 677.3516),(23 673.3054),(24 670.57654),(25 669.7431),(26 680.9088),(27 686.65375),(28 688.30084),(29 687.3834),(30 699.3893),(31 706.4449),(32 708.0716),(33 711.5543),(34 714.38727),(35 724.8641),(36 726.35455),(37 730.5809),(38 738.76276),(39 744.03864),(40 744.8333),(41 746.0985),(42 755.4578),(43 764.96204),(44 767.08405),(45 767.2207),(46 776.0458),(47 781.05225),(48 785.36456),(49 793.09503),(50 794.15314),(51 796.6109),(52 801.83105),(53 803.4943),(54 812.1504),(55 817.2734),(56 821.7012),(57 825.8113),(58 832.0255),(59 829.65674),(60 823.13684),(61 816.9585),(62 813.25037),(63 806.47546),(64 803.5195),(65 790.24036),(66 777.3223),(67 768.8437),(68 766.7378),(69 756.56024),(70 750.1001),(71 748.0244),(72 742.2445),(73 742.6452),(74 742.76855),(75 742.6815),(76 742.1992),(77 749.46497),(78 749.5099),(79 747.9341),
(1 321.0257),(2 405.05927),(3 449.25757),(4 482.3529),(5 511.06146),(6 530.24286),(7 561.6722),(8 585.26654),(9 611.91754),(10 635.3868),(11 652.3057),(12 662.33826),(13 673.6335),(14 684.33405),(15 698.69946),(16 700.90625),(17 713.0248),(18 716.87646),(19 717.5272),(20 717.77295),(21 712.1276),(22 719.82587),(23 715.91583),(24 710.9609),(25 714.0428),(26 714.1833),(27 712.7141),(28 709.5833),(29 705.01196),(30 716.89404),(31 715.8997),(32 717.84),(33 726.0902),(34 730.815),(35 731.3805),(36 732.7993),(37 728.22766),(38 733.8363),(39 735.3685),(40 740.18475),(41 742.0152),(42 741.45294),(43 745.54395),(44 744.60846),(45 744.36475),(46 735.1642),(47 732.22595),(48 735.3818),(49 740.94214),(50 742.45044),(51 742.1348),(52 745.60333),(53 752.3364),(54 765.5259),(55 769.97516),(56 769.803),(57 772.0021),(58 780.1157),(59 782.11725),(60 781.88635),(61 784.4364),(62 780.94165),(63 779.9717),(64 774.92334),(65 769.9762),(66 763.359),(67 755.858),(68 755.34296),(69 744.5943),(70 733.8515),(71 731.0729),(72 726.53436),(73 724.7064),(74 714.07104),(75 712.85016),(76 701.7952),(77 700.4093),(78 702.5365),(79 701.4765),
(1 314.05072),(2 400.99066),(3 449.96252),(4 488.45792),(5 519.04626),(6 541.6297),(7 570.9679),(8 599.84314),(9 621.0385),(10 642.0542),(11 655.31903),(12 659.0763),(13 673.905),(14 682.4387),(15 691.05493),(16 682.697),(17 687.7455),(18 689.3674),(19 681.64307),(20 675.90094),(21 671.58563),(22 655.6794),(23 653.39996),(24 650.0523),(25 650.2547),(26 651.94867),(27 659.89465),(28 666.6589),(29 661.42816),(30 675.89374),(31 681.49835),(32 690.7569),(33 699.87646),(34 708.4228),(35 718.3187),(36 722.6278),(37 722.6647),(38 730.35675),(39 735.71265),(40 738.9544),(41 745.08026),(42 748.8745),(43 757.10144),(44 760.42645),(45 765.05054),(46 773.8411),(47 782.03546),(48 778.2546),(49 784.4008),(50 781.32324),(51 783.7227),(52 787.80817),(53 792.4572),(54 794.2313),(55 788.75085),(56 794.34503),(57 795.1395),(58 800.80206),(59 795.84753),(60 785.82275),(61 779.4934),(62 770.8532),(63 768.3656),(64 766.023),(65 757.42346),(66 745.9424),(67 739.6123),(68 723.8854),(69 712.0331),(70 706.53644),(71 702.1998),(72 695.07153),(73 691.99445),(74 684.57367),(75 690.148),(76 694.2045),(77 695.3758),(78 696.49506),(79 696.746),
(1 307.99152),(2 392.74695),(3 440.2731),(4 468.43988),(5 507.30853),(6 534.10095),(7 561.17487),(8 584.5372),(9 613.58075),(10 629.4119),(11 642.81396),(12 648.45654),(13 658.746),(14 666.2138),(15 666.3116),(16 665.71857),(17 660.20844),(18 662.1706),(19 666.3449),(20 658.3491),(21 654.7405),(22 657.4457),(23 657.44336),(24 658.34186),(25 661.8533),(26 667.0272),(27 664.6345),(28 672.78345),(29 671.4517),(30 685.1621),(31 683.07794),(32 686.7491),(33 691.4796),(34 696.9608),(35 702.6291),(36 709.3382),(37 713.1726),(38 718.04944),(39 709.6555),(40 711.89886),(41 717.8044),(42 724.158),(43 727.5349),(44 727.21497),(45 728.4322),(46 733.02966),(47 737.1084),(48 742.4404),(49 757.78394),(50 760.52594),(51 756.8486),(52 760.6663),(53 769.3605),(54 777.81885),(55 770.9023),(56 771.6648),(57 776.8187),(58 774.0406),(59 777.82605),(60 779.27264),(61 777.57916),(62 775.6356),(63 770.5251),(64 769.7122),(65 760.09796),(66 748.65216),(67 742.90717),(68 733.61066),(69 723.5906),(70 717.00354),(71 703.47626),(72 700.4314),(73 693.355),(74 683.5406),(75 682.02515),(76 684.4307),(77 686.00775),(78 685.36426),(79 689.1691),
(1 302.2364),(2 378.52463),(3 429.11853),(4 457.14908),(5 487.8325),(6 504.53226),(7 534.1626),(8 561.8479),(9 588.8491),(10 605.6133),(11 613.8828),(12 625.12054),(13 632.3437),(14 639.34174),(15 645.112),(16 642.63635),(17 641.3461),(18 636.37854),(19 631.2412),(20 627.21906),(21 624.7781),(22 617.41516),(23 614.793),(24 612.7454),(25 616.1463),(26 616.40674),(27 619.34705),(28 624.8345),(29 624.6399),(30 624.5713),(31 624.857),(32 625.22784),(33 643.39417),(34 652.02045),(35 664.22076),(36 667.40643),(37 673.8115),(38 681.95905),(39 682.01245),(40 687.80896),(41 691.74915),(42 690.91565),(43 692.51996),(44 691.8732),(45 700.3578),(46 705.32635),(47 702.33203),(48 702.3425),(49 707.92896),(50 715.9968),(51 711.8173),(52 712.57623),(53 718.9136),(54 716.4237),(55 710.3759),(56 709.0506),(57 711.4147),(58 708.742),(59 700.86743),(60 706.58093),(61 698.3273),(62 693.5287),(63 690.6115),(64 683.75507),(65 667.22565),(66 659.884),(67 649.28326),(68 639.6174),(69 633.60626),(70 629.40686),(71 627.94183),(72 628.38605),(73 623.9915),(74 620.1003),(75 628.18134),(76 628.67664),(77 632.80975),(78 638.8365),(79 642.3622),
(1 297.70087),(2 380.7473),(3 426.75455),(4 449.18503),(5 481.0562),(6 504.20914),(7 527.7187),(8 549.35657),(9 575.7081),(10 590.21265),(11 599.64935),(12 615.78674),(13 622.4787),(14 625.6105),(15 627.86676),(16 633.4224),(17 636.08044),(18 635.2629),(19 634.6441),(20 632.9816),(21 634.6581),(22 626.64746),(23 621.64825),(24 623.0566),(25 624.8713),(26 631.1043),(27 634.0192),(28 635.81525),(29 639.92377),(30 650.5538),(31 657.83936),(32 657.53845),(33 659.01294),(34 657.1234),(35 659.8295),(36 660.83746),(37 660.1703),(38 659.71094),(39 657.77264),(40 664.1142),(41 667.59937),(42 670.20636),(43 674.4071),(44 674.1747),(45 677.4814),(46 682.1146),(47 694.5917),(48 700.5183),(49 700.5755),(50 710.7644),(51 712.7299),(52 718.78186),(53 726.6743),(54 726.83264),(55 723.82196),(56 729.2524),(57 728.3188),(58 729.6585),(59 733.40314),(60 735.2978),(61 733.4133),(62 733.2061),(63 734.7845),(64 722.8288),(65 711.8294),(66 702.6688),(67 699.82666),(68 692.72144),(69 685.7642),(70 673.5668),(71 667.3962),(72 659.7103),(73 655.07806),(74 651.4823),(75 652.1151),(76 651.8243),(77 656.0299),(78 656.416),(79 656.52045),
(1 288.02768),(2 362.42847),(3 409.27414),(4 433.52615),(5 460.39423),(6 469.18668),(7 494.65128),(8 512.0774),(9 528.923),(10 541.30707),(11 552.52655),(12 564.23883),(13 574.99536),(14 576.7438),(15 584.08826),(16 579.67737),(17 586.49457),(18 587.1463),(19 582.7799),(20 582.9679),(21 580.91876),(22 578.4807),(23 573.4173),(24 575.1712),(25 573.95764),(26 568.21576),(27 567.6272),(28 566.2095),(29 566.4602),(30 578.07684),(31 582.5174),(32 587.03094),(33 594.7668),(34 600.4131),(35 602.84),(36 607.5629),(37 619.2875),(38 627.96765),(39 629.61176),(40 634.25024),(41 639.8882),(42 641.5013),(43 646.7733),(44 642.4822),(45 644.23596),(46 641.44745),(47 645.7476),(48 646.3086),(49 642.7496),(50 645.3373),(51 649.67126),(52 647.8932),(53 646.7649),(54 641.46643),(55 643.95135),(56 653.50214),(57 653.1023),(58 652.31616),(59 647.0388),(60 643.7957),(61 639.63544),(62 635.0153),(63 631.37085),(64 622.08795),(65 626.12024),(66 621.91),(67 616.6405),(68 617.9746),(69 617.608),(70 616.156),(71 614.36914),(72 611.1755),(73 611.0369),(74 607.4928),(75 613.5448),(76 616.111),(77 618.2989),(78 612.8991),(79 617.94904),
(1 289.03796),(2 367.91443),(3 415.7295),(4 445.37906),(5 471.13617),(6 489.81424),(7 501.52496),(8 520.3204),(9 544.3662),(10 561.9583),(11 577.43726),(12 586.13245),(13 596.98004),(14 602.5386),(15 607.0105),(16 606.57745),(17 607.8041),(18 608.0083),(19 599.72784),(20 601.7635),(21 596.3499),(22 594.68964),(23 590.5266),(24 596.1923),(25 592.17),(26 590.2998),(27 597.6298),(28 599.58777),(29 596.6889),(30 603.10565),(31 611.32465),(32 614.5725),(33 620.7404),(34 626.802),(35 638.5671),(36 640.6897),(37 648.6675),(38 653.20575),(39 652.96387),(40 656.04517),(41 657.2047),(42 657.6963),(43 657.9454),(44 654.98676),(45 659.3921),(46 659.5758),(47 666.18384),(48 672.7445),(49 672.2529),(50 672.8385),(51 675.9421),(52 673.41644),(53 675.0767),(54 675.70984),(55 667.27295),(56 666.9757),(57 668.3881),(58 673.4174),(59 671.05286),(60 664.6123),(61 665.75397),(62 658.09155),(63 659.07025),(64 647.8309),(65 642.7783),(66 638.9825),(67 633.4882),(68 626.28973),(69 618.76636),(70 615.0077),(71 608.8849),(72 602.6902),(73 604.4331),(74 599.19336),(75 607.81915),(76 600.5027),(77 599.0865),(78 605.019),(79 604.3936),
(1 282.20453),(2 361.67807),(3 405.38416),(4 432.46887),(5 455.75958),(6 472.9371),(7 492.11487),(8 510.80304),(9 530.48553),(10 547.3751),(11 559.1708),(12 573.4001),(13 575.91205),(14 575.6596),(15 587.8789),(16 585.2626),(17 585.0991),(18 576.92334),(19 575.76196),(20 575.9097),(21 575.2211),(22 572.7379),(23 565.55975),(24 561.86743),(25 564.6732),(26 565.3152),(27 569.27924),(28 570.34576),(29 572.8393),(30 582.48816),(31 580.8963),(32 583.7356),(33 587.6188),(34 591.18146),(35 597.1093),(36 603.77106),(37 613.4263),(38 617.6249),(39 620.8792),(40 619.9448),(41 623.4477),(42 625.3108),(43 623.0524),(44 624.51794),(45 630.888),(46 627.9448),(47 628.00446),(48 627.95667),(49 630.05457),(50 626.99945),(51 632.9061),(52 631.19586),(53 638.84686),(54 639.0028),(55 641.6572),(56 645.00616),(57 642.0709),(58 636.9679),(59 631.3486),(60 630.71405),(61 627.55),(62 627.4343),(63 627.81494),(64 622.0318),(65 620.85406),(66 617.71906),(67 609.6612),(68 606.65686),(69 606.4354),(70 607.5021),(71 609.1772),(72 607.16),(73 606.9936),(74 599.6426),(75 605.02545),(76 611.91437),(77 606.56494),(78 602.7753),(79 608.7336),
(1 275.8081),(2 347.01062),(3 395.345),(4 427.86536),(5 453.85168),(6 469.83975),(7 485.47522),(8 510.47137),(9 531.9654),(10 544.00116),(11 562.53876),(12 575.3065),(13 582.7367),(14 579.8664),(15 581.8345),(16 574.5282),(17 574.9863),(18 570.1086),(19 567.3954),(20 568.74615),(21 573.7876),(22 574.51825),(23 573.28503),(24 570.76697),(25 568.9468),(26 561.4551),(27 568.90656),(28 574.14557),(29 571.9734),(30 580.2341),(31 577.3912),(32 578.1877),(33 585.5105),(34 585.8755),(35 590.2215),(36 588.8604),(37 593.4736),(38 594.81824),(39 597.2172),(40 594.8272),(41 600.8715),(42 601.6996),(43 598.26733),(44 590.5751),(45 595.9953),(46 596.3785),(47 595.12006),(48 594.6395),(49 595.26917),(50 593.4084),(51 591.1078),(52 591.42676),(53 589.3128),(54 586.3056),(55 590.4172),(56 594.5543),(57 596.02527),(58 597.5498),(59 593.0687),(60 587.9),(61 587.9379),(62 581.13165),(63 582.142),(64 573.9688),(65 575.06976),(66 570.14795),(67 564.7394),(68 555.49664),(69 551.93976),(70 552.9893),(71 550.55524),(72 547.3745),(73 540.28204),(74 544.66693),(75 553.4569),(76 556.7096),(77 562.0683),(78 568.0068),(79 574.64624),
(1 272.87103),(2 342.80582),(3 391.11206),(4 410.77124),(5 439.43073),(6 456.0532),(7 475.8223),(8 489.94034),(9 503.95053),(10 518.3285),(11 525.6404),(12 532.2121),(13 542.25574),(14 542.9297),(15 542.8375),(16 536.50433),(17 545.61523),(18 542.0217),(19 536.03534),(20 534.1688),(21 526.8291),(22 529.42004),(23 529.40546),(24 527.5693),(25 530.0634),(26 530.836),(27 532.85034),(28 534.9892),(29 542.50415),(30 550.4732),(31 555.6021),(32 554.8035),(33 557.1552),(34 563.93427),(35 572.30286),(36 574.9173),(37 573.82025),(38 575.6714),(39 580.68585),(40 580.4537),(41 580.3066),(42 578.844),(43 581.85565),(44 574.6765),(45 586.3492),(46 575.3743),(47 576.6137),(48 578.87854),(49 575.8069),(50 573.4374),(51 573.072),(52 573.39246),(53 576.124),(54 579.331),(55 577.0253),(56 588.2177),(57 588.0056),(58 588.78467),(59 579.3497),(60 577.06213),(61 574.49316),(62 573.28265),(63 572.49835),(64 567.1172),(65 564.4224),(66 553.64185),(67 548.8702),(68 549.8907),(69 548.65015),(70 554.69434),(71 556.40173),(72 554.5161),(73 555.531),(74 548.5462),(75 559.5635),(76 562.9358),(77 565.487),(78 571.5559),(79 576.47327),
