1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 653063.7),(2 1905144.4),(3 3248562),(4 4720547),(5 6275017.5),(6 8002714),(7 9341600),(8 10860643),(9 13083201),(10 14817037),(11 16320588),(12 17982716),(13 19453382),(14 20832172),(15 22411506),(16 24175920),(17 26056070),(18 28657066),(19 31364566),(20 33715652),(21 35831132),(22 37410636),(23 39090484),(24 40709444),(25 41611276),(26 41984300),(27 42079180),(28 42378092),(29 42699148),(30 42585740),(31 42889876),(32 43770140),(33 44057908),(34 45232350),(35 46319404),(36 47262476),(37 48270932),(38 49053150),(39 49537948),(40 49943172),(41 50720500),(42 50991520),(43 51431980),(44 52373020),(45 53355796),(46 53893548),(47 54280788),(48 54671390),(49 55602268),(50 56200660),(51 56649056),(52 57838156),(53 58204830),(54 57861932),(55 57737420),(56 57741492),(57 57752224),(58 57405932),(59 56820544),(60 56058436),(61 54853940),(62 53732670),(63 52613120),(64 51470124),(65 50350132),(66 49375604),(67 48051548),(68 46310124),(69 45324948),(70 44833180),(71 43746204),(72 42786984),(73 41362708),(74 40496450),(75 39947116),(76 39457132),(77 38874750),(78 38168176),(79 38010350),
(1 3077768.5),(2 4679034.5),(3 3511965),(4 3241617.8),(5 3299996.5),(6 3673332.5),(7 3731543.3),(8 3405841.8),(9 3423147.8),(10 3522978.8),(11 3785175),(12 3696190),(13 3255994.5),(14 3581800.3),(15 3885120.3),(16 3659150),(17 3688238.8),(18 3979275.8),(19 3854077.3),(20 3510670),(21 3713776),(22 3649642.3),(23 3591975.8),(24 3925028),(25 3836263.5),(26 3624291.5),(27 3849993),(28 3802268),(29 3658623),(30 3847861.8),(31 3970177.5),(32 3791922),(33 3712721.3),(34 3889078.8),(35 3996481.5),(36 3759383),(37 3921969),(38 4000459.3),(39 3832139.5),(40 3898549.5),(41 3934495),(42 3864719.8),(43 3768137.8),(44 3789241.8),(45 3875685.5),(46 3827398.8),(47 3794190.8),(48 3768465),(49 3947081),(50 3772030),(51 3489700.8),(52 3853378),(53 3769173.8),(54 3494615.3),(55 3633358.3),(56 3800095),(57 3802799),(58 3829865),(59 3762435),(60 3618711.3),(61 3622483.5),(62 3933665.5),(63 3972652.8),(64 3615300.5),(65 3586203.5),(66 3888299.3),(67 3744842),(68 3501466),(69 3746999.5),(70 3981413.5),(71 4031205.3),(72 4014244.3),(73 3850316.8),(74 3989303),(75 4125037.3),(76 3798005.5),(77 3861094.8),(78 4203769),(79 4039369.8),
(1 2738934.3),(2 3791255),(3 2942759.5),(4 3108424.5),(5 3170233),(6 3408553.8),(7 3301456.8),(8 3248120.5),(9 3127293.8),(10 3124700.8),(11 3319250.3),(12 3238052.5),(13 3037729.5),(14 3452914.3),(15 3568643.3),(16 3253475.5),(17 3435831.3),(18 3492077.8),(19 3346201.5),(20 3346050.8),(21 3401027.3),(22 3484087.5),(23 3462255.8),(24 3323970.3),(25 3332884.5),(26 3260871),(27 3350122),(28 3410021.8),(29 3469757.5),(30 3503378.3),(31 3540154.3),(32 3398529.5),(33 3392420.5),(34 3457995.3),(35 3333700.8),(36 3266962.5),(37 3416733.3),(38 3271879.8),(39 3251954.8),(40 3329100),(41 3285845.8),(42 3285370),(43 3198956.3),(44 3227735.5),(45 3218705.5),(46 3008448.3),(47 3202568.3),(48 3237291.5),(49 3242311.8),(50 3243992.5),(51 3125380.5),(52 3219559.3),(53 3129366.5),(54 3080632.8),(55 3242845.5),(56 3367111),(57 3234883.3),(58 3258207.3),(59 3302049.5),(60 3096307.5),(61 3242612),(62 3472934),(63 3353240.3),(64 3299515.5),(65 3306307.5),(66 3328829.8),(67 3336476.5),(68 3259479.3),(69 3411559),(70 3606238.5),(71 3394149.3),(72 3266882.3),(73 3407512.5),(74 3471211),(75 3335089.5),(76 3095464.8),(77 3387022.5),(78 3693718),(79 3329642.3),
(1 2818708),(2 3920747.8),(3 2996026.3),(4 2981749),(5 3260387),(6 3351684.8),(7 3014451.5),(8 3068846),(9 3105702.5),(10 3244269),(11 3142333.5),(12 3074719.8),(13 3132741.8),(14 3221708.3),(15 3191216.3),(16 3076681.3),(17 3162419),(18 3272421),(19 3148856.3),(20 3126106),(21 3127290.3),(22 3385757.5),(23 3101658.5),(24 2988917.8),(25 3305602),(26 3144508.3),(27 3202247.8),(28 3123957.8),(29 3258157),(30 3112785.5),(31 2915244.8),(32 3093135.3),(33 3224099.5),(34 3149536),(35 3100757),(36 3083533),(37 3044405.5),(38 2795423.5),(39 2915719.8),(40 3086543.8),(41 3029035),(42 3021353),(43 3070300.5),(44 3077341),(45 2980009.5),(46 2949953.8),(47 3011538),(48 2812315),(49 3059583.5),(50 3233899.3),(51 2966675.8),(52 2966760.8),(53 3122794.5),(54 3102355),(55 3031798),(56 3114821.3),(57 3182333.5),(58 3089002),(59 3021148.8),(60 3128583.8),(61 3137292.5),(62 3029280.5),(63 3254358),(64 3305300.3),(65 3157509.5),(66 3201431.5),(67 3406935),(68 3462033.8),(69 3264771.3),(70 3351140.8),(71 3490022.8),(72 3558261.8),(73 3527228),(74 3456915.8),(75 3460593.3),(76 3413036.5),(77 3669772.8),(78 3625633.3),(79 3243411.8),
(1 2725836),(2 3634549.8),(3 2859132.8),(4 2706772.5),(5 2939544.5),(6 3096311.5),(7 2793418.3),(8 2922152.5),(9 3011102.5),(10 2915732),(11 2780461),(12 2988566.8),(13 3058198.5),(14 2990823),(15 2847516.8),(16 2820409.3),(17 2987887.5),(18 2981258.8),(19 2816580.8),(20 2891913.5),(21 2961029.8),(22 3016517.5),(23 2852007),(24 2765482.3),(25 2935528.5),(26 2923213.5),(27 2787336),(28 2792208),(29 3040084.5),(30 2878248),(31 2751275.3),(32 2851650.8),(33 2924159.5),(34 2827442.8),(35 2592155.8),(36 2812466.3),(37 2916617.5),(38 2639297),(39 2711778.3),(40 2906522.8),(41 2830403.5),(42 2787501.8),(43 2815277),(44 2801776.5),(45 2793536.8),(46 2833599.5),(47 2907982.8),(48 2780438.8),(49 2883783.3),(50 2923784.3),(51 2819503.5),(52 2943195.5),(53 2929969),(54 2921796.8),(55 2974574.3),(56 3045835.5),(57 2979406.3),(58 2952974.8),(59 3170756.8),(60 3128785.8),(61 2916843.5),(62 2905459.3),(63 3008854.3),(64 3066293.5),(65 3113962.3),(66 3149829.5),(67 3046809.3),(68 3100656.5),(69 3119491.5),(70 3265096),(71 3256694.3),(72 3187260.8),(73 3187705),(74 3189321.5),(75 3101452),(76 3008003.5),(77 3250252.3),(78 3118794.3),(79 2999178.3),
(1 2709028.3),(2 3193148.8),(3 2531470.3),(4 2537117.5),(5 2708360.8),(6 2917014),(7 2649029.8),(8 2836192.3),(9 2972864.3),(10 2851474.5),(11 2746225.5),(12 2847297.8),(13 2704282.3),(14 2861565.3),(15 2894142.8),(16 2770463.8),(17 2887632),(18 2895012),(19 2766978),(20 2939197.5),(21 2775171),(22 2676905),(23 2617317.8),(24 2755144.5),(25 2844217.3),(26 2795755.8),(27 2848511.5),(28 2801003.5),(29 2819134.3),(30 2775428.3),(31 2785666.5),(32 2645864.5),(33 2573828.8),(34 2721338),(35 2625707.3),(36 2739493.5),(37 2659673.3),(38 2665864.5),(39 2792433),(40 2801045.5),(41 2873638.3),(42 2924191),(43 2766243.3),(44 2871094.3),(45 2803887),(46 2681416.5),(47 2913126.8),(48 2820375),(49 2901140.5),(50 2787948),(51 2828303.8),(52 2835650.8),(53 2946794.8),(54 2911341),(55 2717486),(56 2944697.3),(57 2999230),(58 2919458),(59 2887540.5),(60 2770247.3),(61 2909658.5),(62 2903663),(63 2769662),(64 2831296.5),(65 2936981.3),(66 2856860.8),(67 2762988.8),(68 2905901.3),(69 2852311),(70 2891447.3),(71 2734583.5),(72 2867588),(73 2884861.5),(74 2688616.3),(75 2856133.3),(76 2813088.5),(77 2721709.3),(78 2856227.5),(79 2909986),
(1 2409320.5),(2 2941858),(3 2534447.3),(4 2606846.5),(5 2838551.3),(6 2668142),(7 2601809.8),(8 2872636.3),(9 2800733.5),(10 2819302.3),(11 2745902.3),(12 2649262),(13 2669894),(14 2804749.5),(15 2773730.3),(16 2711358.5),(17 2767300.8),(18 2748566.5),(19 2662304.3),(20 2782305.5),(21 2767290.5),(22 2758368),(23 2790140),(24 2842688),(25 2845980.3),(26 2765195.5),(27 2778282.8),(28 2827795.5),(29 2695844.8),(30 2680763.3),(31 2803523.8),(32 2666794.3),(33 2574306.5),(34 2704076.3),(35 2567475.3),(36 2723457.5),(37 2687567.3),(38 2646940.5),(39 2686474.8),(40 2857020.8),(41 2928608),(42 2791599),(43 2713967.3),(44 2823115.5),(45 2702647.5),(46 2804494.8),(47 2883750.8),(48 2773867.8),(49 2818100.5),(50 2940821),(51 2995876.8),(52 2832419),(53 2894229.3),(54 2850236.8),(55 2781261.5),(56 2861109.3),(57 2815050.8),(58 2780667.8),(59 2907184.8),(60 2811965.5),(61 2796652.3),(62 2808836.3),(63 2720408.5),(64 2704821.3),(65 2734083.5),(66 2750510.5),(67 2555513.8),(68 2698172.8),(69 2736080.3),(70 2726142.8),(71 2703887.5),(72 2696676.3),(73 2662329),(74 2609545.8),(75 2653575.5),(76 2598338.5),(77 2667491.3),(78 2792417),(79 2830436.3),
(1 2360511.5),(2 2783736.3),(3 2412109.3),(4 2520437.3),(5 2495155),(6 2420277.8),(7 2468480),(8 2573444.8),(9 2605167.3),(10 2592634),(11 2546565.8),(12 2502315),(13 2509599),(14 2603758.3),(15 2639343.8),(16 2618153.5),(17 2660832.3),(18 2627891.8),(19 2671312.3),(20 2584817.5),(21 2523154.3),(22 2583505.8),(23 2639292.8),(24 2636264.8),(25 2598326),(26 2507707.5),(27 2512257.8),(28 2663604.3),(29 2603611),(30 2616736.8),(31 2580509.3),(32 2581096.3),(33 2577778),(34 2605801.5),(35 2602407.3),(36 2539098.5),(37 2589754.3),(38 2631631.5),(39 2517151),(40 2490365.3),(41 2672747.3),(42 2635577.8),(43 2605122.8),(44 2681079.8),(45 2638965.5),(46 2677387.5),(47 2719787.8),(48 2786192.5),(49 2766602.3),(50 2816361.5),(51 2642978),(52 2637624),(53 2751418.8),(54 2648688.8),(55 2674442.3),(56 2677838.5),(57 2709574),(58 2719114),(59 2867766.3),(60 2850244.3),(61 2726432),(62 2704219),(63 2614390.5),(64 2673988.5),(65 2723641),(66 2603835),(67 2705924.3),(68 2698481),(69 2539491.3),(70 2764928),(71 2696584.8),(72 2613087),(73 2802553.5),(74 2563741.5),(75 2592947.8),(76 2664878),(77 2655382.5),(78 2703437.3),(79 2692367),
(1 2317896),(2 2753282.3),(3 2321391.8),(4 2430126.5),(5 2487433),(6 2409250),(7 2556368),(8 2577515.3),(9 2385883),(10 2532391.3),(11 2550688.3),(12 2391181.3),(13 2483091),(14 2582480),(15 2523964.3),(16 2591740.8),(17 2494370),(18 2371517.8),(19 2592857),(20 2580575.5),(21 2472481),(22 2467888),(23 2612068.3),(24 2516566.5),(25 2411796.5),(26 2546018.3),(27 2413884.8),(28 2331555),(29 2430032.3),(30 2451288.8),(31 2481458.3),(32 2417792.5),(33 2383923.8),(34 2397130.5),(35 2422400.8),(36 2482818.8),(37 2499847),(38 2480353.3),(39 2565658.5),(40 2498061.3),(41 2419938.8),(42 2415219.5),(43 2505331.5),(44 2528588),(45 2518062.5),(46 2448161.8),(47 2485316.5),(48 2566173.3),(49 2458286),(50 2597197.3),(51 2611624),(52 2509751.8),(53 2571380),(54 2453941.5),(55 2475182.3),(56 2565512),(57 2496868),(58 2480145.3),(59 2561813.5),(60 2526364.3),(61 2546495.5),(62 2462830.5),(63 2484945),(64 2587820),(65 2532166.8),(66 2509954.5),(67 2521840.8),(68 2549653.8),(69 2515665.3),(70 2580893),(71 2428029.5),(72 2480666.5),(73 2556932),(74 2452504.3),(75 2498498.3),(76 2551130.8),(77 2521247),(78 2503171),(79 2558393.8),
(1 2359021.3),(2 2563649.3),(3 2365196.3),(4 2281312.5),(5 2426841.5),(6 2237497.8),(7 2346392),(8 2467843.3),(9 2378585.5),(10 2285744.8),(11 2300710.3),(12 2316658.8),(13 2318387.5),(14 2420619.8),(15 2379866),(16 2374693),(17 2379582.5),(18 2351178.8),(19 2494981.8),(20 2508454.3),(21 2315190.8),(22 2336494.5),(23 2429815.3),(24 2313662.8),(25 2344946.8),(26 2494087.8),(27 2435623.8),(28 2335869.5),(29 2384800.3),(30 2421062),(31 2465057.8),(32 2453697),(33 2408642.3),(34 2373464.8),(35 2428819.5),(36 2510836.8),(37 2490019.5),(38 2422904.8),(39 2473227.8),(40 2543244.8),(41 2390000.8),(42 2334169.5),(43 2486783.5),(44 2390876.8),(45 2445727.5),(46 2467657.3),(47 2450190.3),(48 2382285.3),(49 2356001),(50 2531099),(51 2511657.8),(52 2321370.5),(53 2311075),(54 2330629.5),(55 2458373.5),(56 2496271.3),(57 2316545.8),(58 2217912.5),(59 2435675.8),(60 2388336.3),(61 2423216.8),(62 2516881),(63 2485900.3),(64 2484666.3),(65 2390137.5),(66 2402235.5),(67 2510736.8),(68 2504899.3),(69 2429090.3),(70 2479663.3),(71 2560392.5),(72 2437076.3),(73 2468823.5),(74 2635310.5),(75 2519817.8),(76 2491141.8),(77 2536754),(78 2461199.8),(79 2531750.3),
(1 2232977.5),(2 2126075),(3 2057124),(4 2034572.5),(5 2307264.8),(6 2128636),(7 2118182),(8 2102468.5),(9 2260712.5),(10 2254274),(11 2185165.8),(12 2185895.3),(13 2137141.3),(14 2193912.8),(15 2147263.8),(16 2148502),(17 2132563),(18 2193936.3),(19 2162902.8),(20 2223024.3),(21 2171824),(22 2134389.5),(23 2201942.3),(24 2098311.8),(25 2203507.8),(26 2255777.5),(27 2226272.5),(28 2218216.8),(29 2297242),(30 2284146),(31 2364185),(32 2380134.3),(33 2300735),(34 2308094.8),(35 2240050.5),(36 2258599.8),(37 2370561),(38 2282682),(39 2349690.3),(40 2382982.5),(41 2353646.8),(42 2202582.3),(43 2285147),(44 2306381.8),(45 2317681),(46 2355511.5),(47 2391431),(48 2382443),(49 2298045),(50 2384688.5),(51 2364127),(52 2286578),(53 2344154.3),(54 2360524.5),(55 2368892.8),(56 2416726),(57 2348423.8),(58 2198595),(59 2354585),(60 2261449.8),(61 2212941.8),(62 2346291),(63 2232678.5),(64 2354497.3),(65 2422786.8),(66 2447781),(67 2482709.5),(68 2279215.5),(69 2363888.8),(70 2336843.5),(71 2276036.5),(72 2297579.3),(73 2370273.3),(74 2270822.8),(75 2254661.8),(76 2307598.3),(77 2303820.3),(78 2171172.3),(79 2231666.5),
(1 2175698.5),(2 2101740),(3 2011232),(4 2100472),(5 2186391.5),(6 2184857.3),(7 2189844),(8 2104519.5),(9 2238435.3),(10 2225793),(11 2215094.3),(12 2233669.8),(13 2235102.3),(14 2243360.5),(15 2213958.5),(16 2273595.3),(17 2240545.3),(18 2266732.3),(19 2213211),(20 2319694.8),(21 2278256.5),(22 2221392),(23 2221435.5),(24 2150396.5),(25 2265370),(26 2274757.8),(27 2268056.5),(28 2289750.3),(29 2263287.5),(30 2212361.3),(31 2106380.8),(32 2264725.8),(33 2142845.3),(34 2200539.3),(35 2185473.8),(36 2356631.5),(37 2269571.3),(38 2131907),(39 2275825.3),(40 2399128),(41 2237971.8),(42 2269837.3),(43 2302181.3),(44 2339636.8),(45 2414300.8),(46 2261376),(47 2354446),(48 2288339.3),(49 2285625.5),(50 2349620),(51 2363355.3),(52 2277286.3),(53 2214979.5),(54 2137398.5),(55 2225031.5),(56 2279060.8),(57 2283275.8),(58 2230021.8),(59 2297575.5),(60 2325267.3),(61 2268980.5),(62 2336888.8),(63 2341269.8),(64 2276884),(65 2314035.8),(66 2387279.5),(67 2410784.5),(68 2315570),(69 2366284.8),(70 2238097.5),(71 2327151.8),(72 2354698),(73 2319134.3),(74 2196494.5),(75 2194748),(76 2234076.5),(77 2225989.5),(78 2383778.5),(79 2243487),
(1 1988379.4),(2 2024113.6),(3 1956473),(4 1944861.6),(5 2032904.9),(6 1963484.1),(7 1965927.9),(8 2026396.4),(9 1997746.6),(10 2001385.4),(11 2104253.8),(12 2091624.1),(13 2073844.8),(14 2076865.6),(15 2050741),(16 2126371.8),(17 2062528),(18 2115568.5),(19 2088154.5),(20 2063259),(21 2184544),(22 2086418.9),(23 2063622.9),(24 2027429.3),(25 2035220),(26 2003423.3),(27 2087656.9),(28 2118618.5),(29 2113513.8),(30 2143908.3),(31 2127410.8),(32 2085575.1),(33 2064146.1),(34 2037325.9),(35 1980866.6),(36 2064054.3),(37 2066363.8),(38 2069679.3),(39 2048323.4),(40 2085652),(41 2044789.8),(42 2071401.1),(43 2058852),(44 2016505.5),(45 1979439.5),(46 1992742.6),(47 2084947.6),(48 1973427.9),(49 2087597.4),(50 2112913),(51 2079272.4),(52 1986516.6),(53 1960538.3),(54 2026429.9),(55 2041011.6),(56 1972226.9),(57 2146927.8),(58 2041158.6),(59 2060709),(60 2163155.3),(61 2149686),(62 2222324),(63 2145879),(64 2305594.5),(65 2293914.5),(66 2101045),(67 2264672.8),(68 2151470.3),(69 2154217.3),(70 2199871),(71 2218270.8),(72 2247067.5),(73 2136104.8),(74 2054241.6),(75 2103589),(76 2144350.3),(77 2087730.1),(78 2112289.3),(79 2051326.1),
(1 2123410.8),(2 2178834.5),(3 2028261.8),(4 2065749.5),(5 2115659.8),(6 2010820.4),(7 2104641),(8 2129026),(9 2058705.5),(10 1945195),(11 2043587.1),(12 2113186),(13 2131074),(14 2131380),(15 2216249.5),(16 2172916.3),(17 2046322.6),(18 2152510.8),(19 2026347.9),(20 2077264.6),(21 2038439),(22 2001085.6),(23 2020347.4),(24 2059299.8),(25 1958424.8),(26 2024950.4),(27 2118883.8),(28 2011639.5),(29 2045158.1),(30 2001959),(31 2027170.6),(32 2035430.1),(33 2226424),(34 2115081),(35 2020366.3),(36 2112153.5),(37 2067267.8),(38 2063100.9),(39 2020146.9),(40 2057121.4),(41 2069657.6),(42 2095199.1),(43 2069278.3),(44 2045712.5),(45 1991895.9),(46 2094613.9),(47 2151468.3),(48 2200361.8),(49 2222036.8),(50 2166137.5),(51 2053787.1),(52 2108830),(53 2137620.5),(54 2095932.8),(55 2026471.5),(56 2098886),(57 2218231.5),(58 2079379.3),(59 2194252.3),(60 2113678.5),(61 2071786.1),(62 2152459),(63 2075639.5),(64 2069172.6),(65 2175889),(66 2193639),(67 2188527.8),(68 2149881.8),(69 2207720),(70 2195846.8),(71 2232879.3),(72 2212324),(73 2214278.5),(74 2257024),(75 2223639.3),(76 2236371.3),(77 2192231.5),(78 2170844),(79 2214154),
(1 2010075.8),(2 2041363.8),(3 1931869.5),(4 2036287.1),(5 2031917.8),(6 1949573.8),(7 1983783.5),(8 1952775.1),(9 1832316.5),(10 1909466.6),(11 1985704.5),(12 1900316),(13 1996625.4),(14 1919890.6),(15 1913611.5),(16 1936880.9),(17 1881996.5),(18 1952734),(19 1907646.3),(20 1977869.8),(21 1970816),(22 1900440.9),(23 1963193.5),(24 1900756),(25 1882026.5),(26 1909702.9),(27 1935217.4),(28 1928845.8),(29 1964980.6),(30 1935735.4),(31 1966364.5),(32 1940491.5),(33 2060774.6),(34 1950110.6),(35 1893054.6),(36 1938341.5),(37 1964114),(38 1978714.3),(39 1930790.3),(40 1938748.5),(41 1969346.6),(42 1979814.9),(43 1968459.1),(44 1919690.6),(45 1886130.3),(46 1939063.1),(47 1939999.8),(48 2047478.3),(49 2019514.5),(50 2018002.9),(51 1954062.6),(52 2092301.8),(53 2001251.4),(54 1907944.5),(55 1972669.5),(56 2018198.3),(57 2049732.9),(58 1998556.9),(59 1941585.1),(60 2004735.5),(61 1954246.9),(62 2002415.8),(63 1977071.4),(64 2005797.1),(65 2032642.6),(66 2048146),(67 1998940),(68 1966400),(69 1980118.3),(70 1965074),(71 2048707.5),(72 1995562.5),(73 2014337.8),(74 2035613.8),(75 2054750.6),(76 2015794.3),(77 2046676.5),(78 1978586.6),(79 2092820.5),
(1 1853831.9),(2 1835456.8),(3 1806160.3),(4 1911572.5),(5 1952769.9),(6 1866167.6),(7 1907110.5),(8 1960287.1),(9 1826739),(10 1888500.8),(11 1819131),(12 1842844.8),(13 1918767.5),(14 1909550.1),(15 1777791),(16 1900520.8),(17 1922964.8),(18 1903367.3),(19 1883344.9),(20 1898377.8),(21 1865406.9),(22 1823183.3),(23 1887218.6),(24 1803518.3),(25 1874245.8),(26 1775339.6),(27 1856464),(28 1904291),(29 1821390.3),(30 1899464.4),(31 1887766.3),(32 1896036.6),(33 1894065),(34 1869173.1),(35 1813778.5),(36 1847902.6),(37 1875630.9),(38 1928430),(39 1853746.9),(40 1811017.3),(41 1834599.9),(42 1865613.3),(43 1788302.9),(44 1886375.1),(45 1867171.5),(46 1822732),(47 1901474.3),(48 1839880.1),(49 1882657.5),(50 1812701.3),(51 1857783.1),(52 1909671.8),(53 1874741.1),(54 1747413.8),(55 1805595.9),(56 1886053.8),(57 2009942),(58 1986326),(59 1828288.9),(60 1889854.1),(61 1868167.5),(62 1865070),(63 1919975),(64 1979014),(65 1844268.1),(66 1929450.8),(67 1895161.3),(68 1938355.8),(69 1922145.3),(70 1927675.8),(71 2005755.6),(72 1955590.5),(73 1993505.9),(74 1948333.9),(75 1961898.3),(76 1920145.4),(77 1947924.1),(78 1929711.8),(79 1910832.5),
(1 1833178),(2 1723533.5),(3 1761916.1),(4 1901774.5),(5 1868275.9),(6 1885848.4),(7 1768751.4),(8 1888405.4),(9 1760702.8),(10 1760066.5),(11 1826094.9),(12 1811735.5),(13 1828464),(14 1827677.6),(15 1745790.3),(16 1838592),(17 1809523),(18 1758464),(19 1703673.6),(20 1758988.4),(21 1771953.5),(22 1750834.1),(23 1770525.5),(24 1696779.3),(25 1696287.4),(26 1759951.4),(27 1784505.4),(28 1681339.4),(29 1720238),(30 1708367.8),(31 1768619.3),(32 1752437.5),(33 1705704.3),(34 1691696.9),(35 1777006.5),(36 1847360.3),(37 1801522.4),(38 1803508.5),(39 1817854.8),(40 1760044),(41 1787846.9),(42 1799712.4),(43 1731259.3),(44 1760689.1),(45 1788574.1),(46 1762502.3),(47 1754883.6),(48 1689540.8),(49 1783856.6),(50 1753280.3),(51 1746618.5),(52 1855705.1),(53 1861028.5),(54 1746564),(55 1724667.5),(56 1753033.4),(57 1744023.3),(58 1785933.3),(59 1735765.8),(60 1778574.9),(61 1852347.3),(62 1850115),(63 1839946.5),(64 1778149.8),(65 1785618.5),(66 1876210.1),(67 1838042.3),(68 1842936.8),(69 1840092.8),(70 1842522.5),(71 1777249.5),(72 1834741.8),(73 1868048.4),(74 1866766.8),(75 1897881.6),(76 1812433.8),(77 1799152.4),(78 1808732.1),(79 1774797),
