1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1021.5445),(2 1757.842),(3 2142.154),(4 2313.5337),(5 2452.1143),(6 2549.6218),(7 2625.5908),(8 2710.8132),(9 2781.7227),(10 2791.7126),(11 2775.8516),(12 2767.7832),(13 2806.5815),(14 2800.0918),(15 2821.8245),(16 2839.9534),(17 2889.7573),(18 2892.808),(19 2900.3877),(20 2950.485),(21 2951.366),(22 2966.3347),(23 3001.792),(24 3020.633),(25 3048.4243),(26 3088.7952),(27 3100.3853),(28 3101.2747),(29 3083.533),(30 3093.2576),(31 3095.6353),(32 3101.465),(33 3137.4622),(34 3157.4377),(35 3159.865),(36 3133.5562),(37 3095.0837),(38 3096.9973),(39 3126.5369),(40 3164.478),(41 3144.9514),(42 3142.5046),(43 3199.9695),(44 3235.2224),(45 3238.7898),(46 3266.046),(47 3262.1128),(48 3275.6646),(49 3286.6377),(50 3342.305),(51 3378.648),(52 3384.0273),(53 3345.0898),(54 3354.8132),(55 3369.7236),(56 3336.5242),(57 3339.3062),(58 3340.1536),(59 3307.249),(60 3300.8438),(61 3294.8481),(62 3309.4597),(63 3323.86),(64 3293.2126),(65 3255.8208),(66 3244.457),(67 3237.768),(68 3206.9446),(69 3207.0496),(70 3205.5774),(71 3217.0386),(72 3209.5295),(73 3205.4143),(74 3222.821),(75 3219.3503),(76 3216.6045),(77 3199.2595),(78 3215.1528),(79 3209.6658),
(1 976.52466),(2 1648.3591),(3 1995.0519),(4 2201.4202),(5 2366.1409),(6 2460.2332),(7 2521.98),(8 2578.1677),(9 2611.2402),(10 2655.9143),(11 2699.4717),(12 2705.0176),(13 2751.539),(14 2785.0522),(15 2766.0059),(16 2790.413),(17 2778.823),(18 2774.0107),(19 2771.8962),(20 2794.4143),(21 2789.143),(22 2796.0464),(23 2811.8452),(24 2807.5686),(25 2807.4766),(26 2812.446),(27 2857.5305),(28 2868.5403),(29 2856.9456),(30 2872.1504),(31 2909.8718),(32 2952.0098),(33 2978.3699),(34 2963.1638),(35 2971.5498),(36 2964.0996),(37 2974.2214),(38 2963.1619),(39 2982.137),(40 3009.4368),(41 3025.1409),(42 3037.087),(43 3059.6655),(44 3094.4133),(45 3116.0466),(46 3133.6343),(47 3119.052),(48 3112.8406),(49 3097.3296),(50 3101.4302),(51 3134.7266),(52 3136.169),(53 3135.7341),(54 3132.1902),(55 3121.8298),(56 3121.402),(57 3165.3748),(58 3178.8738),(59 3162.4912),(60 3118.5623),(61 3100.2283),(62 3123.336),(63 3150.9836),(64 3131.2837),(65 3120.819),(66 3102.6533),(67 3091.0718),(68 3091.7163),(69 3095.6084),(70 3066.5884),(71 3079.9463),(72 3061.9392),(73 3043.5007),(74 3070.106),(75 3072.5767),(76 3064.9788),(77 3027.705),(78 3005.62),(79 2984.811),
(1 987.3868),(2 1675.6678),(3 2002.134),(4 2184.3262),(5 2336.9282),(6 2428.7207),(7 2495.253),(8 2552.6238),(9 2621.6755),(10 2677.341),(11 2674.3008),(12 2682.0017),(13 2743.9338),(14 2795.39),(15 2815.3418),(16 2823.6477),(17 2818.7664),(18 2795.6187),(19 2760.762),(20 2750.125),(21 2753.2764),(22 2762.122),(23 2798.3213),(24 2832.319),(25 2847.0713),(26 2845.4573),(27 2848.978),(28 2855.019),(29 2879.348),(30 2896.7922),(31 2899.287),(32 2911.9307),(33 2914.6567),(34 2910.2764),(35 2941.54),(36 2939.855),(37 2946.1238),(38 2967.1719),(39 2992.506),(40 3005.843),(41 3063.4443),(42 3069.3914),(43 3101.4312),(44 3123.8113),(45 3127.1428),(46 3142.5498),(47 3167.599),(48 3176.18),(49 3158.913),(50 3151.5632),(51 3165.3958),(52 3133.1396),(53 3079.1118),(54 3073.7458),(55 3061.694),(56 3054.3188),(57 3088.6514),(58 3104.1702),(59 3076.3833),(60 3059.2688),(61 3069.0762),(62 3125.5347),(63 3128.4927),(64 3112.583),(65 3111.2827),(66 3101.8127),(67 3113.285),(68 3120.8787),(69 3149.94),(70 3129.777),(71 3121.1907),(72 3101.5483),(73 3096.7856),(74 3079.732),(75 3058.911),(76 3029.52),(77 3003.3594),(78 2994.48),(79 2996.8108),
(1 963.4993),(2 1624.6362),(3 1933.144),(4 2096.187),(5 2292.8535),(6 2409.2615),(7 2478.0762),(8 2577.0317),(9 2630.1084),(10 2658.0483),(11 2677.9949),(12 2653.0889),(13 2676.0444),(14 2703.3865),(15 2722.8037),(16 2736.9255),(17 2718.167),(18 2704.1812),(19 2671.2334),(20 2680.1536),(21 2698.3162),(22 2708.7585),(23 2706.5278),(24 2757.0234),(25 2777.9275),(26 2812.102),(27 2814.2356),(28 2823.5085),(29 2847.0823),(30 2870.9622),(31 2872.5796),(32 2895.8806),(33 2893.1028),(34 2898.7449),(35 2897.0715),(36 2877.5515),(37 2903.67),(38 2929.8752),(39 2975.3254),(40 3011.2527),(41 3051.1736),(42 3086.2488),(43 3094.907),(44 3111.84),(45 3154.0366),(46 3164.821),(47 3152.237),(48 3117.0854),(49 3059.603),(50 3066.579),(51 3080.7927),(52 3065.5996),(53 3019.729),(54 2995.915),(55 2985.859),(56 2999.832),(57 3001.931),(58 3004.437),(59 2992.0405),(60 2991.14),(61 3006.7683),(62 3067.7546),(63 3109.7412),(64 3113.8323),(65 3121.226),(66 3097.3206),(67 3073.6611),(68 3078.062),(69 3062.705),(70 3060.703),(71 3054.1553),(72 3081.7722),(73 3074.5515),(74 3044.4954),(75 3043.3462),(76 3067.315),(77 3052.106),(78 3043.0952),(79 3076.3875),
(1 959.5175),(2 1608.9174),(3 1947.9166),(4 2120.7668),(5 2281.5117),(6 2393.7688),(7 2448.6277),(8 2526.8015),(9 2611.3826),(10 2651.3066),(11 2655.3088),(12 2607.6328),(13 2642.409),(14 2682.0908),(15 2695.9976),(16 2704.5337),(17 2712.385),(18 2717.9192),(19 2710.5261),(20 2753.2107),(21 2765.423),(22 2804.8496),(23 2818.4448),(24 2836.9214),(25 2856.6501),(26 2881.7468),(27 2903.7131),(28 2879.2546),(29 2856.6023),(30 2846.648),(31 2836.4924),(32 2841.762),(33 2854.2498),(34 2903.8499),(35 2893.5923),(36 2884.0903),(37 2920.967),(38 2937.7969),(39 3007.491),(40 3026.365),(41 3013.5571),(42 3008.566),(43 3040.2388),(44 3065.478),(45 3083.0437),(46 3095.8882),(47 3110.811),(48 3092.6382),(49 3075.4673),(50 3079.905),(51 3103.7537),(52 3083.4126),(53 3055.1868),(54 3036.532),(55 2969.8225),(56 2975.213),(57 3003.7444),(58 3039.1235),(59 3052.3381),(60 3087.4133),(61 3095.5056),(62 3129.0464),(63 3176.0212),(64 3172.4229),(65 3214.2317),(66 3204.4333),(67 3180.1843),(68 3167.2915),(69 3161.75),(70 3132.0547),(71 3119.7815),(72 3087.3047),(73 3049.3704),(74 3040.452),(75 3025.5007),(76 3029.4954),(77 3025.6853),(78 3007.4604),(79 3008.3618),
(1 941.55365),(2 1587.2734),(3 1903.9203),(4 2066.2727),(5 2171.4763),(6 2288.5134),(7 2345.2363),(8 2411.7944),(9 2488.2341),(10 2555.5447),(11 2556.24),(12 2562.2136),(13 2615.1133),(14 2611.683),(15 2625.37),(16 2662.0532),(17 2679.3113),(18 2685.4038),(19 2697.4749),(20 2729.215),(21 2773.2632),(22 2782.9148),(23 2783.811),(24 2793.7258),(25 2805.8086),(26 2828.2898),(27 2858.5994),(28 2841.3203),(29 2809.0486),(30 2786.4236),(31 2791.8032),(32 2841.702),(33 2855.348),(34 2900.214),(35 2925.292),(36 2885.0688),(37 2871.9387),(38 2878.0984),(39 2893.2737),(40 2901.4155),(41 2901.3994),(42 2877.7737),(43 2919.0212),(44 2935.3062),(45 2946.482),(46 2917.0862),(47 2932.8743),(48 2970.4749),(49 3012.0964),(50 3032.3535),(51 3060.7786),(52 3040.434),(53 3025.9177),(54 3031.5374),(55 3026.7805),(56 3034.948),(57 3073.2964),(58 3085.7664),(59 3118.3418),(60 3112.1736),(61 3107.8901),(62 3097.9849),(63 3128.3147),(64 3145.5613),(65 3185.1665),(66 3177.876),(67 3176.7385),(68 3142.256),(69 3127.2236),(70 3086.3484),(71 3067.9126),(72 3045.3408),(73 3054.1035),(74 3067.9932),(75 3042.3828),(76 3013.759),(77 2999.306),(78 2990.3445),(79 2996.8093),
(1 924.14734),(2 1555.0406),(3 1846.6182),(4 2025.1989),(5 2129.2456),(6 2231.028),(7 2267.7175),(8 2344.1724),(9 2408.6394),(10 2442.8123),(11 2452.9548),(12 2447.3882),(13 2503.3174),(14 2494.7231),(15 2484.397),(16 2494.5269),(17 2514.7432),(18 2518.715),(19 2523.3386),(20 2532.447),(21 2555.1804),(22 2572.0432),(23 2585.386),(24 2604.3628),(25 2585.2952),(26 2587.1355),(27 2618.6167),(28 2630.0222),(29 2619.805),(30 2610.6877),(31 2623.437),(32 2660.9897),(33 2696.1687),(34 2734.2075),(35 2746.57),(36 2767.401),(37 2785.1316),(38 2786.9727),(39 2795.9373),(40 2782.59),(41 2769.1929),(42 2781.8684),(43 2829.8489),(44 2857.2466),(45 2880.3428),(46 2882.1487),(47 2886.8445),(48 2909.482),(49 2930.5415),(50 2941.801),(51 2969.1755),(52 2961.4973),(53 2934.1416),(54 2903.0803),(55 2889.3286),(56 2924.7751),(57 2946.2053),(58 2993.052),(59 3006.3523),(60 2996.8367),(61 2971.896),(62 2974.6213),(63 2987.7117),(64 2981.495),(65 2992.65),(66 2975.7942),(67 2982.9526),(68 2976.37),(69 2972.9783),(70 2949.5002),(71 2933.9844),(72 2918.6404),(73 2923.8696),(74 2927.2559),(75 2926.0796),(76 2894.2666),(77 2882.472),(78 2867.9805),(79 2870.5322),
(1 929.7939),(2 1547.3297),(3 1849.8209),(4 2009.5804),(5 2147.545),(6 2250.957),(7 2297.5015),(8 2367.1501),(9 2432.0364),(10 2471.61),(11 2453.9954),(12 2439.06),(13 2479.1074),(14 2480.1443),(15 2482.79),(16 2487.8381),(17 2477.0625),(18 2470.1685),(19 2464.3684),(20 2466.3923),(21 2466.2698),(22 2504.8562),(23 2554.5935),(24 2566.8088),(25 2583.3237),(26 2590.1216),(27 2614.5088),(28 2639.5447),(29 2605.6187),(30 2603.6702),(31 2628.3684),(32 2660.7058),(33 2673.7563),(34 2694.8613),(35 2717.607),(36 2733.165),(37 2742.6033),(38 2767.2002),(39 2770.58),(40 2739.026),(41 2722.1685),(42 2714.6484),(43 2723.4526),(44 2741.834),(45 2742.4119),(46 2733.3157),(47 2744.5466),(48 2773.6824),(49 2809.519),(50 2827.649),(51 2840.598),(52 2838.532),(53 2839.2166),(54 2816.3264),(55 2846.3423),(56 2858.1497),(57 2873.5051),(58 2894.9824),(59 2890.9475),(60 2851.3643),(61 2836.6963),(62 2840.526),(63 2866.634),(64 2884.2292),(65 2858.279),(66 2862.643),(67 2862.1204),(68 2851.0698),(69 2861.0427),(70 2838.723),(71 2822.8225),(72 2825.2773),(73 2836.377),(74 2838.3042),(75 2834.6775),(76 2836.263),(77 2824.4019),(78 2821.2217),(79 2795.4688),
(1 888.83704),(2 1476.4736),(3 1753.5524),(4 1901.7805),(5 2037.5513),(6 2113.5994),(7 2151.6995),(8 2247.2065),(9 2329.077),(10 2373.0066),(11 2385.7341),(12 2363.6267),(13 2388.676),(14 2418.549),(15 2429.0562),(16 2426.8586),(17 2414.8225),(18 2440.1772),(19 2415.1187),(20 2409.3765),(21 2412.3818),(22 2424.016),(23 2450.5178),(24 2449.5144),(25 2470.9922),(26 2483.4456),(27 2519.639),(28 2553.8662),(29 2568.9626),(30 2565.7026),(31 2555.9014),(32 2566.3843),(33 2564.2737),(34 2567.978),(35 2593.1792),(36 2604.9922),(37 2624.8325),(38 2664.606),(39 2684.6287),(40 2665.114),(41 2655.2842),(42 2636.157),(43 2653.3333),(44 2677.613),(45 2686.3628),(46 2693.6921),(47 2692.6384),(48 2695.7378),(49 2711.0234),(50 2719.1243),(51 2724.3936),(52 2728.5544),(53 2741.7822),(54 2754.0037),(55 2745.2979),(56 2750.4514),(57 2761.4368),(58 2780.0532),(59 2783.3684),(60 2775.4014),(61 2764.314),(62 2766.6282),(63 2780.5322),(64 2781.0798),(65 2764.7412),(66 2747.0261),(67 2739.7026),(68 2715.9402),(69 2718.9697),(70 2698.4858),(71 2687.0093),(72 2680.9404),(73 2697.729),(74 2734.0474),(75 2730.9678),(76 2717.2441),(77 2698.0166),(78 2686.1685),(79 2639.5903),
(1 872.85077),(2 1440.5778),(3 1697.1017),(4 1808.1377),(5 1928.3654),(6 2026.307),(7 2104.2852),(8 2181.677),(9 2229.5078),(10 2266.7285),(11 2281.634),(12 2301.6536),(13 2345.077),(14 2346.544),(15 2363.653),(16 2369.2334),(17 2379.9998),(18 2394.2366),(19 2402.4065),(20 2378.493),(21 2377.8862),(22 2396.057),(23 2418.9556),(24 2402.0242),(25 2425.917),(26 2464.6526),(27 2507.3286),(28 2532.7214),(29 2514.5608),(30 2512.827),(31 2518.8801),(32 2514.4846),(33 2521.6958),(34 2518.6292),(35 2513.2192),(36 2521.424),(37 2522.6738),(38 2534.4807),(39 2554.255),(40 2570.3923),(41 2565.2234),(42 2603.1052),(43 2645.3633),(44 2671.0178),(45 2639.5906),(46 2624.122),(47 2626.5112),(48 2613.2903),(49 2629.9998),(50 2650.667),(51 2655.8088),(52 2635.1692),(53 2634.2505),(54 2645.2593),(55 2660.0774),(56 2654.1372),(57 2677.2053),(58 2708.4739),(59 2725.2385),(60 2741.596),(61 2734.5303),(62 2714.6565),(63 2728.322),(64 2701.9558),(65 2676.1838),(66 2665.167),(67 2659.867),(68 2649.9377),(69 2651.9158),(70 2642.2214),(71 2629.9473),(72 2636.8926),(73 2644.6821),(74 2636.9182),(75 2634.053),(76 2632.4382),(77 2625.398),(78 2612.4963),(79 2591.961),
(1 869.32184),(2 1434.1233),(3 1688.9834),(4 1822.9895),(5 1961.8623),(6 2087.995),(7 2149.7356),(8 2199.1597),(9 2238.4368),(10 2293.799),(11 2300.902),(12 2305.747),(13 2361.6367),(14 2398.1038),(15 2403.965),(16 2404.0305),(17 2425.395),(18 2455.0933),(19 2460.5854),(20 2459.8403),(21 2452.873),(22 2441.804),(23 2423.8406),(24 2411.143),(25 2441.606),(26 2460.5667),(27 2467.2034),(28 2497.5225),(29 2502.9126),(30 2504.5928),(31 2531.499),(32 2589.1877),(33 2623.7463),(34 2623.1716),(35 2604.1797),(36 2598.2424),(37 2597.1555),(38 2601.7046),(39 2622.4343),(40 2623.5847),(41 2631.3384),(42 2641.8281),(43 2666.7134),(44 2678.051),(45 2637.152),(46 2613.1702),(47 2620.0996),(48 2632.0806),(49 2643.3667),(50 2635.049),(51 2636.461),(52 2610.407),(53 2597.6619),(54 2593.0728),(55 2615.337),(56 2619.2437),(57 2624.448),(58 2666.3298),(59 2660.526),(60 2679.3962),(61 2683.0193),(62 2675.0037),(63 2677.398),(64 2680.1987),(65 2678.5146),(66 2700.554),(67 2712.275),(68 2677.9817),(69 2652.5664),(70 2652.9778),(71 2643.4084),(72 2630.5996),(73 2631.3835),(74 2614.4526),(75 2579.8728),(76 2582.77),(77 2587.495),(78 2587.1536),(79 2569.0107),
(1 862.17957),(2 1449.126),(3 1738.5059),(4 1881.0177),(5 1989.5752),(6 2080.9797),(7 2163.5886),(8 2218.914),(9 2271.249),(10 2294.4016),(11 2310.6467),(12 2299.6729),(13 2328.0122),(14 2369.8145),(15 2416.93),(16 2416.7795),(17 2427.9348),(18 2450.4126),(19 2444.225),(20 2409.9749),(21 2420.3484),(22 2424.5066),(23 2435.4128),(24 2448.4636),(25 2472.7788),(26 2475.1855),(27 2492.2488),(28 2526.6682),(29 2518.778),(30 2506.1162),(31 2513.1384),(32 2534.4639),(33 2558.4324),(34 2558.999),(35 2578.5867),(36 2587.9543),(37 2587.4214),(38 2606.9854),(39 2619.1697),(40 2625.6545),(41 2648.8394),(42 2656.9946),(43 2686.884),(44 2699.745),(45 2695.4849),(46 2686.189),(47 2659.209),(48 2687.4229),(49 2702.675),(50 2706.0872),(51 2708.9932),(52 2682.2568),(53 2658.8557),(54 2644.248),(55 2635.4878),(56 2639.384),(57 2650.2979),(58 2670.5322),(59 2698.3276),(60 2706.145),(61 2692.6023),(62 2685.1084),(63 2668.232),(64 2677.4087),(65 2684.6558),(66 2688.859),(67 2705.715),(68 2691.7988),(69 2669.7773),(70 2656.524),(71 2644.7307),(72 2614.1565),(73 2629.8098),(74 2636.3306),(75 2630.5583),(76 2644.627),(77 2623.7139),(78 2624.658),(79 2614.3298),
(1 868.16345),(2 1447.7257),(3 1744.8633),(4 1890.3108),(5 2016.8368),(6 2090.3384),(7 2142.7092),(8 2214.939),(9 2284.1375),(10 2303.7632),(11 2308.231),(12 2312.2832),(13 2339.6113),(14 2349.402),(15 2350.5798),(16 2370.6987),(17 2361.2773),(18 2378.127),(19 2375.0496),(20 2359.5427),(21 2348.4202),(22 2344.6409),(23 2366.3162),(24 2394.4526),(25 2411.0713),(26 2432.758),(27 2458.51),(28 2498.5386),(29 2496.6133),(30 2481.4524),(31 2517.4092),(32 2527.2432),(33 2540.581),(34 2546.2014),(35 2542.019),(36 2540.6033),(37 2545.5085),(38 2555.9646),(39 2563.0852),(40 2561.0361),(41 2549.7993),(42 2561.8796),(43 2591.8298),(44 2603.502),(45 2616.5557),(46 2647.7463),(47 2637.7717),(48 2613.1294),(49 2621.2886),(50 2633.315),(51 2652.2944),(52 2643.8628),(53 2621.094),(54 2608.2654),(55 2591.4473),(56 2612.4583),(57 2635.4348),(58 2640.3984),(59 2653.0256),(60 2671.6482),(61 2654.0454),(62 2637.324),(63 2637.991),(64 2650.9346),(65 2671.102),(66 2654.3027),(67 2651.596),(68 2653.9492),(69 2659.5754),(70 2673.3774),(71 2653.7588),(72 2628.5378),(73 2628.2869),(74 2613.6448),(75 2604.5056),(76 2599.4688),(77 2600.1023),(78 2592.6904),(79 2605.127),
(1 843.6623),(2 1409.3662),(3 1647.7302),(4 1765.4591),(5 1879.9974),(6 1985.4546),(7 2067.3147),(8 2166.1313),(9 2226.3438),(10 2253.0432),(11 2238.052),(12 2231.8306),(13 2264.1252),(14 2250.3784),(15 2243.066),(16 2243.193),(17 2243.7363),(18 2254.3792),(19 2261.1418),(20 2287.7522),(21 2309.9504),(22 2326.5486),(23 2324.1392),(24 2344.7988),(25 2338.3796),(26 2346.1804),(27 2376.8562),(28 2410.546),(29 2404.8137),(30 2410.0217),(31 2426.0208),(32 2425.7566),(33 2446.7637),(34 2462.9238),(35 2486.1377),(36 2477.02),(37 2470.3037),(38 2478.1223),(39 2481.289),(40 2479.4106),(41 2488.734),(42 2500.6355),(43 2526.6013),(44 2531.43),(45 2542.4873),(46 2556.43),(47 2559.9497),(48 2523.7515),(49 2530.8435),(50 2556.7021),(51 2574.3079),(52 2582.7083),(53 2579.2925),(54 2570.058),(55 2555.8694),(56 2555.9883),(57 2570.646),(58 2594.0276),(59 2611.6333),(60 2618.7654),(61 2597.6492),(62 2568.3906),(63 2550.561),(64 2552.5313),(65 2554.6687),(66 2554.5876),(67 2563.637),(68 2555.5369),(69 2548.742),(70 2538.7607),(71 2504.5095),(72 2482.5393),(73 2511.8062),(74 2510.1963),(75 2527.9668),(76 2519.2026),(77 2533.8376),(78 2520.674),(79 2538.455),
(1 831.3086),(2 1365.1334),(3 1623.2328),(4 1733.307),(5 1828.3936),(6 1920.6621),(7 2005.2365),(8 2093.4065),(9 2165.4065),(10 2175.7983),(11 2132.1152),(12 2121.3923),(13 2174.3826),(14 2192.8994),(15 2223.1492),(16 2246.6704),(17 2257.4524),(18 2258.5615),(19 2235.52),(20 2273.3982),(21 2287.2424),(22 2315.5198),(23 2324.3887),(24 2320.5002),(25 2304.0667),(26 2330.9531),(27 2354.13),(28 2390.943),(29 2367.6533),(30 2362.6765),(31 2372.8752),(32 2370.9177),(33 2368.8665),(34 2393.4658),(35 2413.729),(36 2411.2446),(37 2411.4858),(38 2433.5637),(39 2478.7888),(40 2466.8235),(41 2469.9294),(42 2469.6597),(43 2489.219),(44 2480.2104),(45 2475.526),(46 2497.0623),(47 2500.9465),(48 2504.676),(49 2498.8518),(50 2500.3652),(51 2532.3005),(52 2535.2712),(53 2553.599),(54 2533.3953),(55 2540.5393),(56 2557.5984),(57 2562.2146),(58 2576.6658),(59 2564.006),(60 2587.6199),(61 2590.9236),(62 2558.1865),(63 2559.1226),(64 2546.2068),(65 2546.4714),(66 2543.8286),(67 2534.7017),(68 2531.4827),(69 2523.0972),(70 2508.9966),(71 2494.306),(72 2448.0706),(73 2457.8787),(74 2442.6528),(75 2458.2822),(76 2462.8708),(77 2454.2273),(78 2440.2842),(79 2458.1326),
(1 828.6824),(2 1336.053),(3 1590.1506),(4 1722.0323),(5 1825.0801),(6 1886.5648),(7 1965.2135),(8 2015.9834),(9 2057.539),(10 2068.1113),(11 2053.248),(12 2046.368),(13 2066.9707),(14 2084.6233),(15 2122.0068),(16 2144.8062),(17 2145.6538),(18 2148.354),(19 2129.7932),(20 2137.8486),(21 2149.5425),(22 2177.321),(23 2211.3252),(24 2200.8816),(25 2188.1895),(26 2179.7979),(27 2215.349),(28 2228.5085),(29 2248.3435),(30 2259.794),(31 2263.1755),(32 2265.194),(33 2262.4795),(34 2268.2012),(35 2278.0999),(36 2269.9932),(37 2281.768),(38 2302.1091),(39 2332.6235),(40 2351.2175),(41 2351.5977),(42 2344.3318),(43 2386.6057),(44 2423.6812),(45 2444.134),(46 2448.98),(47 2471.7053),(48 2480.6406),(49 2480.4202),(50 2476.8528),(51 2514.6106),(52 2508.0442),(53 2513.2463),(54 2505.9983),(55 2488.7454),(56 2490.8647),(57 2512.3496),(58 2545.1663),(59 2544.4915),(60 2570.6401),(61 2559.5552),(62 2530.6987),(63 2523.725),(64 2542.0188),(65 2522.6396),(66 2520.2913),(67 2534.3892),(68 2521.2314),(69 2518.55),(70 2518.1035),(71 2517.5503),(72 2488.895),(73 2482.2302),(74 2484.5894),(75 2478.9636),(76 2489.3743),(77 2481.5532),(78 2489.1467),(79 2492.9082),
(1 804.5091),(2 1330.8065),(3 1592.1664),(4 1713.5613),(5 1835.2808),(6 1904.8099),(7 1972.8713),(8 2017.9746),(9 2050.577),(10 2045.7721),(11 2030.9683),(12 2033.2509),(13 2060.0142),(14 2087.447),(15 2140.6108),(16 2153.672),(17 2169.7583),(18 2174.9172),(19 2141.9329),(20 2148.8828),(21 2153.9185),(22 2168.0994),(23 2191.6704),(24 2171.249),(25 2154.897),(26 2153.9385),(27 2175.924),(28 2181.965),(29 2187.6787),(30 2212.494),(31 2261.0466),(32 2291.46),(33 2285.1648),(34 2298.7969),(35 2298.2585),(36 2300.4329),(37 2312.2864),(38 2358.1506),(39 2378.5227),(40 2370.327),(41 2373.65),(42 2368.7903),(43 2399.5808),(44 2415.4546),(45 2450.8806),(46 2472.0369),(47 2492.7942),(48 2481.993),(49 2473.7266),(50 2460.616),(51 2448.204),(52 2432.1096),(53 2419.1765),(54 2414.8357),(55 2384.475),(56 2382.2678),(57 2401.1223),(58 2422.2146),(59 2418.0889),(60 2453.3186),(61 2451.844),(62 2464.6055),(63 2473.5442),(64 2467.2783),(65 2450.9358),(66 2435.3154),(67 2439.1292),(68 2423.524),(69 2428.141),(70 2428.0066),(71 2430.1448),(72 2411.892),(73 2415.93),(74 2427.1816),(75 2433.7397),(76 2450.8113),(77 2455.4587),(78 2457.6921),(79 2446.6848),
