1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3738771.8),(2 13996707),(3 27215146),(4 41043180),(5 55475452),(6 69344424),(7 83057570),(8 97260810),(9 111428700),(10 126767960),(11 142551900),(12 160372080),(13 181582000),(14 206445710),(15 236560590),(16 270953000),(17 306699680),(18 344052770),(19 385991330),(20 434708830),(21 488562140),(22 532773540),(23 574102500),(24 613345660),(25 651810900),(26 686027140),(27 716760260),(28 745843000),(29 768921000),(30 788844000),(31 805529800),(32 817367360),(33 823776500),(34 825429760),(35 824827400),(36 824832500),(37 824358850),(38 823481340),(39 821237950),(40 813705900),(41 798972600),(42 779893760),(43 760220350),(44 743344300),(45 727511740),(46 714269250),(47 701790140),(48 691366100),(49 682669060),(50 677348300),(51 677494000),(52 684296400),(53 694207500),(54 707917400),(55 724699460),(56 742887100),(57 761174200),(58 777225540),(59 794030500),(60 810407230),(61 825184060),(62 841411400),(63 856797760),(64 869899600),(65 884745540),(66 897495900),(67 909584300),(68 921777500),(69 934539200),(70 944249860),(71 955715840),(72 963072500),(73 969684400),(74 972475900),(75 973324600),(76 975038800),(77 980059460),(78 983206850),(79 978084700),
(1 3971806.5),(2 14673222),(3 28364422),(4 43111784),(5 57859520),(6 71697280),(7 84661496),(8 96782264),(9 107919510),(10 118773864),(11 130176500),(12 143317760),(13 158900640),(14 177534780),(15 199258400),(16 223157400),(17 248002000),(18 274387740),(19 300693000),(20 327598530),(21 355565730),(22 382231650),(23 407690430),(24 432190720),(25 455369570),(26 475903740),(27 493677150),(28 508083000),(29 517775260),(30 523003900),(31 524609900),(32 523427680),(33 520733950),(34 518103970),(35 516084320),(36 513532830),(37 510436260),(38 506662500),(39 501822880),(40 495754340),(41 490061060),(42 484532930),(43 479434140),(44 474601060),(45 470058340),(46 465395100),(47 460873020),(48 456715840),(49 454024540),(50 453433250),(51 455560600),(52 460124580),(53 466799800),(54 474309220),(55 480594240),(56 484646080),(57 487662080),(58 491678800),(59 495000830),(60 498688420),(61 502946370),(62 506696200),(63 509815900),(64 513109860),(65 516160000),(66 520578660),(67 525899970),(68 532059840),(69 537232960),(70 543992500),(71 549051000),(72 554625340),(73 560509950),(74 566522500),(75 573655000),(76 580414340),(77 586549440),(78 590348600),(79 588770800),
(1 5277656.5),(2 19862446),(3 38672456),(4 57978908),(5 75997976),(6 90892990),(7 103217340),(8 113979390),(9 123195290),(10 130915330),(11 137806880),(12 144833520),(13 153169800),(14 163305540),(15 175071780),(16 187765650),(17 199359020),(18 208556210),(19 214727340),(20 219200210),(21 223713260),(22 228673660),(23 235163860),(24 242966320),(25 251510130),(26 260877180),(27 270601180),(28 280450020),(29 290826700),(30 300833570),(31 309742750),(32 318046180),(33 325489470),(34 330874340),(35 335804830),(36 337967520),(37 342461730),(38 349268200),(39 358215900),(40 365742240),(41 371125920),(42 373998430),(43 375235600),(44 376776800),(45 377219740),(46 375792600),(47 372647970),(48 368170530),(49 362533400),(50 356721700),(51 353032160),(52 351479070),(53 350729860),(54 350442140),(55 349537300),(56 347016580),(57 343754800),(58 340135520),(59 336321900),(60 332259360),(61 328295400),(62 324511970),(63 321389700),(64 318453440),(65 315329660),(66 313138240),(67 311145820),(68 308466800),(69 304495520),(70 300232600),(71 295322240),(72 290940670),(73 286520700),(74 282486050),(75 278466780),(76 273088260),(77 267481340),(78 262847310),(79 258597170),
(1 4901423.5),(2 17525618),(3 32981668),(4 47703170),(5 60051640),(6 69725016),(7 77481700),(8 84152790),(9 89679190),(10 93848776),(11 96906310),(12 99866250),(13 104125040),(14 110272320),(15 117901200),(16 125367610),(17 130933560),(18 133921080),(19 134539550),(20 133834696),(21 133076510),(22 132683520),(23 133747100),(24 136284480),(25 140622340),(26 146495300),(27 153781260),(28 162254340),(29 171555470),(30 180708340),(31 188598190),(32 194461760),(33 198276430),(34 200251070),(35 201744110),(36 204015100),(37 206679950),(38 209723250),(39 212545980),(40 214128860),(41 214900420),(42 214684020),(43 214221600),(44 213389120),(45 211980240),(46 209487500),(47 205900460),(48 201050850),(49 195403550),(50 189922370),(51 185618320),(52 182915000),(53 181615500),(54 181183740),(55 180368690),(56 178778960),(57 177064180),(58 176486620),(59 177071420),(60 178405200),(61 179659700),(62 180420400),(63 180564340),(64 180699150),(65 181553700),(66 182735280),(67 184145380),(68 185554400),(69 186371620),(70 186592700),(71 186190220),(72 185086180),(73 184535470),(74 185290180),(75 187472780),(76 189658960),(77 190999470),(78 191103120),(79 190670770),
(1 4116064),(2 14285766),(3 25771474),(4 35491264),(5 42728320),(6 47931836),(7 52038890),(8 55428670),(9 57796356),(10 58468404),(11 57192624),(12 54886644),(13 53193040),(14 53190460),(15 55358336),(16 58606748),(17 61734052),(18 64382260),(19 66465536),(20 68100320),(21 70299544),(22 73255600),(23 77035550),(24 81403704),(25 86026264),(26 90587550),(27 95008280),(28 99087440),(29 103277720),(30 107524260),(31 111828410),(32 116005130),(33 119207710),(34 120787660),(35 121478280),(36 121304110),(37 121762100),(38 123192270),(39 125114390),(40 126302340),(41 126685720),(42 126144970),(43 125130530),(44 124300150),(45 123647700),(46 122689800),(47 121165390),(48 118747470),(49 115617020),(50 112660940),(51 111121820),(52 111190090),(53 112206984),(54 113308340),(55 113373770),(56 112246060),(57 111152760),(58 110677730),(59 110663544),(60 110752050),(61 110703870),(62 110770744),(63 111153150),(64 112270536),(65 114093930),(66 116377530),(67 118618670),(68 120323040),(69 121327060),(70 122109280),(71 123243960),(72 124491650),(73 125974010),(74 127956810),(75 130191816),(76 131625110),(77 132263400),(78 132432510),(79 132736310),
(1 3679787.3),(2 12153142),(3 20430738),(4 26242416),(5 29921796),(6 32774948),(7 35928216),(8 39714180),(9 43598376),(10 46560896),(11 47670932),(12 47181028),(13 46451508),(14 46607656),(15 47952510),(16 49963856),(17 51841690),(18 53535784),(19 55400490),(20 57064396),(21 58808268),(22 61141612),(23 63374956),(24 65211468),(25 66203040),(26 66373684),(27 65947110),(28 65550210),(29 65839148),(30 67352420),(31 70317080),(32 73582670),(33 75608620),(34 75746510),(35 74954380),(36 73460020),(37 73153940),(38 74331860),(39 76477450),(40 77390130),(41 76571820),(42 74474344),(43 72211380),(44 71088160),(45 71381736),(46 72719700),(47 73910340),(48 74070540),(49 73302580),(50 72674790),(51 72926210),(52 74039380),(53 75388540),(54 75842600),(55 74273440),(56 70938420),(57 67475690),(58 64968180),(59 63628480),(60 62893332),(61 62439372),(62 62249430),(63 62383116),(64 63004588),(65 64392936),(66 66448332),(67 68912590),(68 71575270),(69 74060930),(70 76018920),(71 76660080),(72 75934376),(73 73758000),(74 71193370),(75 69258430),(76 68270720),(77 67965256),(78 68400200),(79 70011030),
(1 3859035.5),(2 12408018),(3 20419816),(4 25382276),(5 27725500),(6 28616630),(7 29124800),(8 30279160),(9 32368958),(10 34772860),(11 36631890),(12 37787830),(13 38596550),(14 39340548),(15 40137520),(16 41357180),(17 42956810),(18 44389540),(19 45278290),(20 45286416),(21 45340760),(22 45897668),(23 46454276),(24 46917316),(25 47072364),(26 47015790),(27 47182096),(28 48007484),(29 49502000),(30 51282708),(31 52775932),(32 53834490),(33 54129340),(34 53315510),(35 52377452),(36 51863480),(37 52945576),(38 55202372),(39 57524956),(40 58263428),(41 57542804),(42 55606400),(43 53764540),(44 53106096),(45 53420956),(46 53982316),(47 54046584),(48 53271430),(49 51923036),(50 50675250),(51 50347270),(52 51425564),(53 53506536),(54 55240424),(55 55421824),(56 54211748),(57 52763176),(58 51984708),(59 51878990),(60 52208150),(61 52801388),(62 53345980),(63 53641456),(64 53991530),(65 54542864),(66 55520044),(67 56708440),(68 58196068),(69 60084460),(70 61990012),(71 63009948),(72 63669464),(73 63733910),(74 63764120),(75 64098430),(76 64146750),(77 63084796),(78 61839640),(79 61104280),
(1 4474226),(2 14066134),(3 22529498),(4 27429350),(5 29202718),(6 28763858),(7 27225134),(8 26546374),(9 28241218),(10 31803148),(11 35563788),(12 38058524),(13 38652750),(14 37960004),(15 37373580),(16 37888496),(17 38732484),(18 38583040),(19 38089100),(20 38412930),(21 39891450),(22 41287028),(23 42437650),(24 42953660),(25 42858260),(26 42514680),(27 42344204),(28 42501610),(29 42920936),(30 43530616),(31 44484244),(32 45857530),(33 46423708),(34 44941056),(35 42298880),(36 40416212),(37 40916052),(38 43383780),(39 46159604),(40 47377884),(41 46403292),(42 43933828),(43 41395590),(44 39936084),(45 39697372),(46 40311092),(47 40887376),(48 40646204),(49 39634244),(50 38660330),(51 38843380),(52 40149508),(53 42046760),(54 43317904),(55 43171080),(56 41957276),(57 40792388),(58 40269750),(59 40098160),(60 40111120),(61 40176428),(62 39662812),(63 38023252),(64 35595940),(65 33455410),(66 32762110),(67 33705544),(68 35898410),(69 38563612),(70 41076436),(71 43111732),(72 44539344),(73 45381876),(74 45637144),(75 44697290),(76 42856924),(77 40829424),(78 39261340),(79 37913244),
(1 3856589),(2 11411224),(3 16920300),(4 19382296),(5 20199822),(6 19983364),(7 19028496),(8 18594906),(9 19911024),(10 22333754),(11 24380598),(12 25466290),(13 25512910),(14 24866624),(15 24483912),(16 24953006),(17 25461300),(18 25179610),(19 24832326),(20 25594868),(21 27398588),(22 29381108),(23 30858538),(24 31384816),(25 31085544),(26 30804296),(27 31096042),(28 31673168),(29 31870408),(30 31662958),(31 31980890),(32 33528750),(33 35110420),(34 34894132),(35 33214396),(36 31667072),(37 31403058),(38 32514214),(39 34033930),(40 34689390),(41 34366908),(42 33383146),(43 32361498),(44 31825868),(45 31841860),(46 32287096),(47 32692344),(48 32693014),(49 32404882),(50 32210262),(51 32402440),(52 32796228),(53 33110938),(54 32805364),(55 31687078),(56 30442606),(57 29975462),(58 30483738),(59 31258812),(60 31987408),(61 32804488),(62 33219734),(63 32597102),(64 31362834),(65 30500162),(66 30352432),(67 30365918),(68 30277744),(69 30494080),(70 31258414),(71 32294550),(72 33447740),(73 34279430),(74 34219064),(75 33494336),(76 32875614),(77 32414280),(78 31931438),(79 31709172),
(1 3362843.3),(2 9299355),(3 12730252),(4 14100987),(5 14974960),(6 15213781),(7 14575611),(8 14230679),(9 15104203),(10 16438683),(11 17284250),(12 17751982),(13 17858134),(14 17683072),(15 17860476),(16 18560886),(17 18911116),(18 18491428),(19 18425496),(20 19376752),(21 20952234),(22 22635836),(23 23665554),(24 23760498),(25 23286982),(26 23144718),(27 23798766),(28 24670078),(29 24987488),(30 24688234),(31 24766630),(32 25742136),(33 26790632),(34 27234872),(35 27351788),(36 27257442),(37 27329788),(38 27459716),(39 27467594),(40 27244888),(41 27031412),(42 26880260),(43 26733768),(44 26238284),(45 25454568),(46 25141760),(47 25353400),(48 25570344),(49 25686602),(50 26019342),(51 26733606),(52 27300952),(53 27708502),(54 27736948),(55 27118536),(56 26277476),(57 25933472),(58 26193384),(59 26346300),(60 26503716),(61 27212238),(62 28077928),(63 28062092),(64 27287960),(65 26728068),(66 26603542),(67 26262888),(68 25729330),(69 25575446),(70 25902364),(71 26312056),(72 27089124),(73 27695988),(74 27324552),(75 26371936),(76 25958154),(77 25807218),(78 25518378),(79 25430390),
(1 3401790.5),(2 8863810),(3 11496329),(4 12376475),(5 12955219),(6 12847482),(7 12184544),(8 12473736),(9 14064177),(10 15268143),(11 15128640),(12 15079646),(13 15930938),(14 16579601),(15 16580433),(16 16449914),(17 16502001),(18 16638588),(19 16646057),(20 17163976),(21 18633208),(22 19693890),(23 20114878),(24 19985916),(25 19840480),(26 19976700),(27 20149244),(28 20212394),(29 20531490),(30 20905136),(31 21006886),(32 21140688),(33 21839790),(34 22400258),(35 22364280),(36 22564614),(37 22715388),(38 22513682),(39 21996736),(40 21301440),(41 21133366),(42 21557992),(43 21782464),(44 20957078),(45 19609822),(46 18803038),(47 18517462),(48 18347538),(49 18024882),(50 17875046),(51 18191668),(52 18649484),(53 19249362),(54 19546282),(55 19049726),(56 18137804),(57 17867550),(58 18426108),(59 18814664),(60 18836236),(61 19136666),(62 19505026),(63 19122980),(64 18360254),(65 18016230),(66 17917470),(67 17662122),(68 17451484),(69 17257564),(70 17017834),(71 17590442),(72 18254402),(73 18080046),(74 17817246),(75 18071888),(76 18323720),(77 17622992),(78 17349004),(79 17603774),
