1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1033.3792),(2 1427.2845),(3 1631.645),(4 1716.1243),(5 1868.5708),(6 2040.3882),(7 2157.374),(8 2309.438),(9 2409.7002),(10 2562.1162),(11 2596.555),(12 2672.844),(13 2760.228),(14 2809.6042),(15 2923.018),(16 2943.3486),(17 3000.4314),(18 3085.243),(19 3122.6018),(20 3187.0244),(21 3213.9358),(22 3234.457),(23 3225.9617),(24 3223.9438),(25 3187.8564),(26 3154.8157),(27 3148.1665),(28 3168.618),(29 3114.9329),(30 3115.4094),(31 3034.387),(32 2967.6199),(33 2917.3489),(34 2889.5764),(35 2790.3123),(36 2738.7056),(37 2703.6),(38 2666.301),(39 2636.7993),(40 2634.4192),(41 2626.3306),(42 2637.1553),(43 2640.348),(44 2638.7437),(45 2662.3135),(46 2696.2554),(47 2730.3003),(48 2783.5603),(49 2825.2212),(50 2848.3542),(51 2929.9177),(52 2983.7039),(53 3020.7007),(54 3098.778),(55 3143.2905),(56 3204.4768),(57 3224.0874),(58 3290.811),(59 3293.7375),(60 3324.1338),(61 3362.072),(62 3438.4626),(63 3519.55),(64 3554.6904),(65 3596.4663),(66 3694.5688),(67 3757.5947),(68 3775.2686),(69 3796.3467),(70 3824.8525),(71 3798.1052),(72 3775.0173),(73 3726.618),(74 3734.8328),(75 3686.7073),(76 3669.9875),(77 3630.876),(78 3645.7397),(79 3666.8499),
(1 1010.1924),(2 1390.7301),(3 1564.4283),(4 1660.7896),(5 1839.3431),(6 1990.0447),(7 2156.458),(8 2275.3215),(9 2352.6946),(10 2493.7227),(11 2560.131),(12 2648.992),(13 2734.347),(14 2784.8582),(15 2879.3643),(16 2882.5632),(17 2930.8567),(18 2995.5347),(19 3046.971),(20 3092.1848),(21 3133.105),(22 3125.905),(23 3111.313),(24 3148.1433),(25 3124.611),(26 3093.499),(27 3095.5508),(28 3089.8896),(29 3039.1604),(30 2994.005),(31 2926.5269),(32 2876.0112),(33 2783.1714),(34 2742.079),(35 2720.3528),(36 2639.337),(37 2623.2007),(38 2547.8896),(39 2517.5645),(40 2509.8887),(41 2509.743),(42 2552.7024),(43 2548.1816),(44 2571.5708),(45 2587.338),(46 2595.4019),(47 2631.6829),(48 2700.3833),(49 2762.54),(50 2803.1272),(51 2907.217),(52 2975.5378),(53 3018.6853),(54 3069.9927),(55 3141.9814),(56 3213.941),(57 3252.5146),(58 3312.284),(59 3369.8967),(60 3422.674),(61 3490.929),(62 3516.2856),(63 3615.2979),(64 3669.3774),(65 3749.7515),(66 3800.4055),(67 3876.056),(68 3913.0388),(69 3954.306),(70 3980.0273),(71 3981.5127),(72 3956.0906),(73 3957.368),(74 3937.575),(75 3879.817),(76 3875.5586),(77 3893.8757),(78 3907.0256),(79 3899.3782),
(1 1022.0436),(2 1377.7694),(3 1565.2202),(4 1643.7977),(5 1826.777),(6 1964.4746),(7 2096.7063),(8 2218.9421),(9 2312.275),(10 2444.9023),(11 2529.1216),(12 2599.8562),(13 2681.8237),(14 2739.583),(15 2827.6184),(16 2876.1528),(17 2923.3438),(18 2949.732),(19 2984.4985),(20 3011.138),(21 3041.3613),(22 3048.7773),(23 3041.3987),(24 3052.031),(25 3022.906),(26 3028.1091),(27 3021.6367),(28 2987.4453),(29 2987.6362),(30 2925.7385),(31 2917.062),(32 2836.1663),(33 2800.0977),(34 2743.81),(35 2652.0105),(36 2593.6138),(37 2543.4497),(38 2495.3381),(39 2444.9253),(40 2441.0066),(41 2438.095),(42 2451.4946),(43 2420.886),(44 2439.468),(45 2447.4915),(46 2489.9934),(47 2474.809),(48 2545.7188),(49 2575.4756),(50 2639.7185),(51 2711.31),(52 2780.1992),(53 2831.8823),(54 2905.1077),(55 2949.4343),(56 3026.161),(57 3066.8147),(58 3133.919),(59 3195.1108),(60 3220.8774),(61 3281.5605),(62 3328.402),(63 3380.3506),(64 3449.5264),(65 3497.7698),(66 3597.2612),(67 3627.082),(68 3687.126),(69 3731.2092),(70 3800.616),(71 3783.6284),(72 3788.68),(73 3788.3147),(74 3783.054),(75 3787.2524),(76 3775.516),(77 3786.0671),(78 3770.4429),(79 3793.5317),
(1 990.84015),(2 1345.4592),(3 1541.0939),(4 1636.4297),(5 1815.2365),(6 1960.021),(7 2076.9111),(8 2179.7776),(9 2292.3767),(10 2396.5886),(11 2471.4941),(12 2560.3416),(13 2653.6772),(14 2721.8406),(15 2818.5938),(16 2870.957),(17 2921.8887),(18 2953.236),(19 2973.7612),(20 2996.067),(21 2993.8047),(22 3019.626),(23 3031.494),(24 3015.9639),(25 3019.4463),(26 3032.185),(27 3029.935),(28 3043.118),(29 3028.0823),(30 3042.4934),(31 2996.5854),(32 2963.2766),(33 2889.5457),(34 2839.13),(35 2780.4746),(36 2743.9126),(37 2688.493),(38 2684.0696),(39 2608.7395),(40 2585.776),(41 2585.0742),(42 2578.5144),(43 2539.6233),(44 2559.0518),(45 2569.363),(46 2574.3706),(47 2589.3113),(48 2639.5437),(49 2655.5212),(50 2733.8384),(51 2803.87),(52 2852.892),(53 2924.8372),(54 2966.41),(55 3041.9033),(56 3083.4375),(57 3150.2107),(58 3157.115),(59 3218.9287),(60 3276.1116),(61 3351.945),(62 3375.3777),(63 3431.4668),(64 3486.7258),(65 3556.8645),(66 3621.2263),(67 3653.0059),(68 3695.044),(69 3737.849),(70 3780.6816),(71 3779.681),(72 3747.3228),(73 3734.2395),(74 3694.8906),(75 3663.4412),(76 3682.8962),(77 3695.0798),(78 3681.7458),(79 3702.2842),
(1 989.3822),(2 1318.4639),(3 1484.0321),(4 1562.9904),(5 1744.2092),(6 1864.2568),(7 2000.5637),(8 2109.335),(9 2171.7817),(10 2281.2642),(11 2372.7993),(12 2421.1812),(13 2500.8381),(14 2586.539),(15 2666.7595),(16 2695.5784),(17 2746.416),(18 2785.6343),(19 2799.7656),(20 2798.9775),(21 2847.2742),(22 2860.9233),(23 2877.4321),(24 2898.147),(25 2896.7817),(26 2872.5322),(27 2869.2212),(28 2889.6091),(29 2848.288),(30 2836.9834),(31 2788.1238),(32 2740.0461),(33 2687.0676),(34 2620.667),(35 2558.1233),(36 2541.1616),(37 2501.7434),(38 2462.3962),(39 2417.4358),(40 2393.6165),(41 2379.6787),(42 2379.0576),(43 2393.741),(44 2389.8982),(45 2393.555),(46 2423.4473),(47 2462.6184),(48 2466.6294),(49 2502.5999),(50 2523.5505),(51 2564.7717),(52 2637.911),(53 2665.0156),(54 2707.2664),(55 2771.219),(56 2792.8855),(57 2871.3252),(58 2898.89),(59 2953.778),(60 2946.8293),(61 3027.5793),(62 3065.1257),(63 3140.7043),(64 3203.9158),(65 3266.3552),(66 3308.883),(67 3331.1624),(68 3375.8752),(69 3429.5188),(70 3451.903),(71 3464.5647),(72 3463.187),(73 3461.354),(74 3460.2954),(75 3444.015),(76 3457.034),(77 3468.4214),(78 3482.4429),(79 3483.963),
(1 974.4489),(2 1320.653),(3 1519.091),(4 1598.3932),(5 1770.4763),(6 1893.3452),(7 1991.7993),(8 2100.1348),(9 2151.701),(10 2227.616),(11 2300.6802),(12 2351.037),(13 2411.0352),(14 2491.5635),(15 2564.1555),(16 2608.242),(17 2627.2476),(18 2679.5864),(19 2703.105),(20 2708.4714),(21 2755.251),(22 2762.447),(23 2772.9734),(24 2782.5605),(25 2753.968),(26 2765.839),(27 2745.7175),(28 2762.339),(29 2701.341),(30 2722.0117),(31 2648.951),(32 2639.181),(33 2579.0825),(34 2572.6287),(35 2512.6792),(36 2465.8667),(37 2454.952),(38 2415.7114),(39 2384.0679),(40 2370.5178),(41 2353.2646),(42 2360.6208),(43 2352.7793),(44 2376.1306),(45 2364.8438),(46 2418.6606),(47 2417.558),(48 2467.2913),(49 2483.921),(50 2533.9917),(51 2592.9133),(52 2626.822),(53 2679.226),(54 2691.1306),(55 2755.6501),(56 2809.3887),(57 2852.6975),(58 2863.056),(59 2904.0732),(60 2939.384),(61 2991.459),(62 3021.9587),(63 3087.6763),(64 3114.7842),(65 3176.6865),(66 3202.5286),(67 3248.8828),(68 3293.8347),(69 3342.5083),(70 3362.1125),(71 3378.308),(72 3339.4573),(73 3329.8127),(74 3296.8618),(75 3313.1396),(76 3301.6682),(77 3331.5635),(78 3347.3088),(79 3332.0708),
(1 942.90546),(2 1285.3615),(3 1459.598),(4 1529.5802),(5 1671.9224),(6 1821.8451),(7 1911.1388),(8 2003.9722),(9 2082.7205),(10 2183.2593),(11 2258.7751),(12 2345.7883),(13 2407.599),(14 2470.368),(15 2576.6575),(16 2633.5576),(17 2660.4692),(18 2676.0662),(19 2711.7773),(20 2749.1907),(21 2777.4326),(22 2833.7703),(23 2830.496),(24 2815.2063),(25 2826.4448),(26 2794.8699),(27 2792.5437),(28 2783.1743),(29 2760.8467),(30 2742.9507),(31 2661.7888),(32 2633.0042),(33 2585.8904),(34 2536.9612),(35 2508.6445),(36 2485.5413),(37 2437.478),(38 2415.6096),(39 2382.0342),(40 2374.4998),(41 2384.506),(42 2408.004),(43 2422.262),(44 2433.5918),(45 2461.751),(46 2502.5127),(47 2534.0234),(48 2552.1584),(49 2592.2578),(50 2645.7751),(51 2718.0164),(52 2768.9973),(53 2786.8916),(54 2831.818),(55 2891.1404),(56 2923.0576),(57 2943.5847),(58 2985.5132),(59 3002.9075),(60 3037.8206),(61 3080.281),(62 3130.077),(63 3188.1929),(64 3225.624),(65 3253.4993),(66 3277.6257),(67 3318.5237),(68 3344.4285),(69 3421.0085),(70 3396.2192),(71 3399.5964),(72 3385.572),(73 3365.7004),(74 3332.5015),(75 3343.2847),(76 3329.4663),(77 3335.4119),(78 3325.7004),(79 3332.1895),
(1 946.1047),(2 1289.1128),(3 1459.2996),(4 1537.4413),(5 1716.6649),(6 1840.6837),(7 1929.8267),(8 2041.4393),(9 2137.0586),(10 2209.0957),(11 2298.5122),(12 2363.9587),(13 2422.1821),(14 2479.6677),(15 2552.9504),(16 2605.6255),(17 2644.1033),(18 2663.649),(19 2677.1077),(20 2732.4194),(21 2748.1326),(22 2762.9878),(23 2781.287),(24 2784.782),(25 2756.984),(26 2745.0679),(27 2731.1658),(28 2743.6765),(29 2677.6826),(30 2657.7979),(31 2615.09),(32 2579.9329),(33 2515.1213),(34 2459.6428),(35 2399.3757),(36 2374.7708),(37 2351.0571),(38 2300.5942),(39 2305.482),(40 2292.1736),(41 2309.6504),(42 2295.597),(43 2301.4077),(44 2304.1594),(45 2346.239),(46 2364.88),(47 2387.859),(48 2430.611),(49 2492.1184),(50 2519.1206),(51 2602.973),(52 2635.4446),(53 2675.0928),(54 2722.1755),(55 2761.939),(56 2826.0288),(57 2831.347),(58 2863.9993),(59 2906.9065),(60 2946.652),(61 3002.0254),(62 3000.5496),(63 3052.8127),(64 3095.9775),(65 3140.882),(66 3189.2517),(67 3265.6184),(68 3282.5623),(69 3309.9556),(70 3366.4368),(71 3366.1096),(72 3347.4014),(73 3313.3252),(74 3312.9907),(75 3337.3662),(76 3320.4595),(77 3315.9846),(78 3335.4236),(79 3356.1414),
(1 919.22406),(2 1215.2123),(3 1397.2688),(4 1458.8936),(5 1643.1099),(6 1747.2566),(7 1841.4335),(8 1930.3258),(9 1996.1273),(10 2083.574),(11 2133.673),(12 2205.0415),(13 2253.5132),(14 2321.6677),(15 2376.0127),(16 2426.3203),(17 2412.368),(18 2461.6833),(19 2494.3845),(20 2542.5396),(21 2567.687),(22 2591.2356),(23 2593.1997),(24 2605.525),(25 2569.9346),(26 2588.5693),(27 2580.5525),(28 2583.5308),(29 2560.3877),(30 2542.3508),(31 2495.1172),(32 2470.3804),(33 2422.4797),(34 2386.555),(35 2345.6326),(36 2326.6885),(37 2281.4329),(38 2252.856),(39 2229.9053),(40 2224.7048),(41 2215.748),(42 2220.4048),(43 2223.0117),(44 2230.8835),(45 2275.42),(46 2284.2263),(47 2292.446),(48 2327.078),(49 2370.6943),(50 2411.0867),(51 2475.2573),(52 2488.416),(53 2513.3262),(54 2551.3406),(55 2581.3228),(56 2607.449),(57 2661.3975),(58 2679.8398),(59 2722.9565),(60 2769.069),(61 2801.7688),(62 2818.196),(63 2869.5574),(64 2915.4033),(65 2936.9973),(66 2977.5107),(67 3006.2654),(68 3044.8464),(69 3054.6526),(70 3063.7927),(71 3077.122),(72 3057.2014),(73 3014.281),(74 3005.8901),(75 3011.053),(76 3016.8113),(77 3019.9302),(78 3026.078),(79 3043.9468),
(1 885.0901),(2 1176.7642),(3 1344.6206),(4 1432.4279),(5 1595.832),(6 1709.0029),(7 1826.3124),(8 1928.8904),(9 1997.6514),(10 2113.6086),(11 2163.0508),(12 2232.4067),(13 2261.7795),(14 2305.191),(15 2359.862),(16 2400.4722),(17 2431.9897),(18 2467.3066),(19 2496.1423),(20 2513.7664),(21 2534.6682),(22 2575.8916),(23 2580.1277),(24 2596.8647),(25 2595.6929),(26 2598.8308),(27 2602.147),(28 2609.7126),(29 2587.0403),(30 2560.6824),(31 2537.6472),(32 2491.0325),(33 2425.7751),(34 2383.9312),(35 2314.6777),(36 2274.6401),(37 2231.8132),(38 2216.1338),(39 2193.948),(40 2177.5095),(41 2177.0208),(42 2152.8777),(43 2150.3164),(44 2139.871),(45 2154.7974),(46 2175.6787),(47 2195.1797),(48 2221.767),(49 2261.6558),(50 2283.6843),(51 2355.5808),(52 2389.4973),(53 2413.7363),(54 2470.9553),(55 2504.8003),(56 2575.1772),(57 2593.3752),(58 2648.1033),(59 2696.1123),(60 2728.6602),(61 2787.2058),(62 2808.4229),(63 2838.1982),(64 2915.8193),(65 2972.6272),(66 3028.5486),(67 3091.8828),(68 3128.1824),(69 3176.6946),(70 3185.7815),(71 3203.3235),(72 3193.8987),(73 3193.3389),(74 3194.6765),(75 3184.6128),(76 3187.733),(77 3194.4858),(78 3188.266),(79 3208.9932),
(1 909.42944),(2 1235.9846),(3 1371.9689),(4 1469.2588),(5 1615.568),(6 1749.4679),(7 1845.4312),(8 1966.5905),(9 2028.1775),(10 2142.0906),(11 2185.7434),(12 2247.8225),(13 2297.6423),(14 2322.1365),(15 2402.1965),(16 2450.1455),(17 2486.7502),(18 2519.2136),(19 2541.17),(20 2566.2964),(21 2611.5618),(22 2609.3225),(23 2596.4717),(24 2629.9272),(25 2597.1958),(26 2589.5234),(27 2603.7693),(28 2595.972),(29 2601.2742),(30 2566.0796),(31 2568.2825),(32 2507.8855),(33 2471.3774),(34 2404.3574),(35 2368.8323),(36 2341.4573),(37 2309.9463),(38 2277.3438),(39 2256.885),(40 2238.485),(41 2225.1716),(42 2211.0688),(43 2210.9675),(44 2229.598),(45 2223.8105),(46 2250.4373),(47 2301.935),(48 2324.3748),(49 2355.2449),(50 2378.7908),(51 2430.2534),(52 2473.4412),(53 2526.545),(54 2578.0066),(55 2605.4507),(56 2655.2615),(57 2672.746),(58 2704.351),(59 2748.2495),(60 2803.7737),(61 2832.1196),(62 2857.7664),(63 2909.3516),(64 2971.5981),(65 2986.3784),(66 3028.193),(67 3041.6892),(68 3081.4136),(69 3112.4016),(70 3120.9414),(71 3102.5518),(72 3090.7158),(73 3090.8518),(74 3097.9648),(75 3085.685),(76 3072.2717),(77 3097.7573),(78 3143.8293),(79 3132.8342),
(1 891.06006),(2 1185.714),(3 1353.08),(4 1452.5273),(5 1604.9254),(6 1704.1646),(7 1811.6273),(8 1896.6963),(9 1974.9363),(10 2086.6414),(11 2164.4285),(12 2218.865),(13 2279.5923),(14 2318.2107),(15 2396.4573),(16 2445.2542),(17 2479.4668),(18 2509.9954),(19 2544.6821),(20 2568.2427),(21 2601.0225),(22 2596.0847),(23 2641.3347),(24 2657.1353),(25 2624.1555),(26 2600.4949),(27 2576.3433),(28 2553.834),(29 2535.6714),(30 2503.858),(31 2467.6848),(32 2424.6929),(33 2380.7078),(34 2304.5964),(35 2257.151),(36 2240.778),(37 2197.763),(38 2143.6975),(39 2148.4045),(40 2124.4739),(41 2111.5884),(42 2113.6804),(43 2122.6199),(44 2104.9841),(45 2100.663),(46 2153.0051),(47 2212.7366),(48 2228.53),(49 2256.8994),(50 2293.1814),(51 2367.0703),(52 2406.5237),(53 2449.9744),(54 2492.0078),(55 2539.663),(56 2591.46),(57 2624.9392),(58 2657.4177),(59 2700.2634),(60 2760.6372),(61 2792.9727),(62 2816.9688),(63 2886.2048),(64 2934.1008),(65 2965.5105),(66 3024.5833),(67 3091.3855),(68 3116.0188),(69 3154.6018),(70 3184.0498),(71 3185.2068),(72 3147.1338),(73 3189.1436),(74 3165.5674),(75 3159.7568),(76 3158.9692),(77 3173.722),(78 3186.1025),(79 3211.1233),
(1 870.0332),(2 1154.7051),(3 1323.5297),(4 1404.3264),(5 1544.2689),(6 1648.2844),(7 1740.752),(8 1842.2927),(9 1911.1866),(10 2007.6399),(11 2053.4343),(12 2105.3833),(13 2188.362),(14 2238.1982),(15 2299.399),(16 2332.606),(17 2407.604),(18 2422.1018),(19 2449.3826),(20 2442.4954),(21 2459.6523),(22 2467.3262),(23 2460.3901),(24 2450.0652),(25 2426.696),(26 2401.5767),(27 2404.3848),(28 2370.6008),(29 2358.7202),(30 2344.643),(31 2333.8127),(32 2307.461),(33 2276.2166),(34 2219.6697),(35 2165.722),(36 2135.8538),(37 2118.1443),(38 2103.763),(39 2096.4958),(40 2083.3186),(41 2052.263),(42 2041.2311),(43 2036.79),(44 2037.4185),(45 2042.7878),(46 2057.0664),(47 2069.4875),(48 2099.7876),(49 2122.56),(50 2166.1067),(51 2202.1343),(52 2233.1863),(53 2275.5815),(54 2313.1584),(55 2376.738),(56 2421.4407),(57 2461.3044),(58 2492.7139),(59 2551.9226),(60 2555.9758),(61 2612.9597),(62 2625.6775),(63 2668.0564),(64 2723.3542),(65 2765.3042),(66 2776.2966),(67 2826.686),(68 2868.4775),(69 2903.7578),(70 2929.619),(71 2965.703),(72 2950.8313),(73 2967.2336),(74 2960.1929),(75 2970.2866),(76 2993.1309),(77 3038.2202),(78 3063.6218),(79 3056.6685),
(1 840.929),(2 1138.1119),(3 1298.3953),(4 1370.0768),(5 1522.4781),(6 1643.0265),(7 1757.2103),(8 1845.4319),(9 1940.3403),(10 2028.5955),(11 2104.725),(12 2149.7693),(13 2228.9038),(14 2325.8672),(15 2416.1667),(16 2451.075),(17 2495.598),(18 2529.7983),(19 2572.751),(20 2584.6409),(21 2605.006),(22 2637.9026),(23 2609.5554),(24 2613.891),(25 2591.1123),(26 2569.09),(27 2621.2646),(28 2577.0552),(29 2555.5698),(30 2540.462),(31 2511.4475),(32 2480.995),(33 2455.3599),(34 2381.4006),(35 2338.2888),(36 2298.9526),(37 2252.8042),(38 2217.8777),(39 2185.2644),(40 2170.9678),(41 2169.6958),(42 2160.523),(43 2165.689),(44 2155.2683),(45 2147.398),(46 2179.3088),(47 2202.5195),(48 2237.0662),(49 2261.5615),(50 2294.7212),(51 2358.7866),(52 2390.87),(53 2413.1606),(54 2465.554),(55 2545.5134),(56 2563.208),(57 2600.307),(58 2621.6675),(59 2666.1707),(60 2708.1028),(61 2741.4565),(62 2756.48),(63 2807.6426),(64 2877.0828),(65 2907.8574),(66 2952.1138),(67 2985.307),(68 3018.8254),(69 3072.3083),(70 3070.6213),(71 3086.82),(72 3073.428),(73 3075.217),(74 3060.9229),(75 3068.2908),(76 3084.12),(77 3111.8457),(78 3137.749),(79 3141.8098),
(1 829.40106),(2 1084.7899),(3 1256.4948),(4 1342.1406),(5 1505.3525),(6 1600.2299),(7 1686.0526),(8 1777.456),(9 1873.3362),(10 1984.3116),(11 2042.0416),(12 2096.001),(13 2179.0918),(14 2289.0313),(15 2342.6272),(16 2385.0706),(17 2419.3599),(18 2441.2385),(19 2480.7192),(20 2481.2356),(21 2520.4941),(22 2545.4517),(23 2540.749),(24 2534.2703),(25 2519.595),(26 2500.3804),(27 2510.593),(28 2474.6995),(29 2432.909),(30 2422.4658),(31 2400.1555),(32 2347.0164),(33 2288.6355),(34 2245.9697),(35 2209.9197),(36 2170.4468),(37 2143.0603),(38 2138.3513),(39 2113.6724),(40 2092.717),(41 2085.1948),(42 2085.247),(43 2071.8662),(44 2095.152),(45 2103.1963),(46 2118.1733),(47 2157.9375),(48 2184.2444),(49 2220.9453),(50 2241.459),(51 2325.7173),(52 2361.4402),(53 2427.3328),(54 2473.2517),(55 2522.521),(56 2565.541),(57 2602.391),(58 2644.8254),(59 2655.1902),(60 2692.1125),(61 2739.4307),(62 2765.037),(63 2828.729),(64 2865.285),(65 2897.498),(66 2936.649),(67 2943.543),(68 2960.9673),(69 3000.0159),(70 3032.5833),(71 3026.8909),(72 2991.7468),(73 2992.867),(74 2994.294),(75 2990.3188),(76 2987.5112),(77 3015.1858),(78 3026.189),(79 3034.5107),
(1 838.74133),(2 1101.9819),(3 1289.2178),(4 1354.4896),(5 1514.0264),(6 1609.5406),(7 1710.7377),(8 1816.5928),(9 1879.8073),(10 1998.844),(11 2051.7295),(12 2091.5632),(13 2158.9326),(14 2264.2188),(15 2346.2153),(16 2361.9846),(17 2400.4993),(18 2402.3909),(19 2462.8088),(20 2465.1174),(21 2479.8145),(22 2504.9238),(23 2502.6008),(24 2503.1492),(25 2475.7449),(26 2444.0122),(27 2456.9817),(28 2410.8499),(29 2367.7961),(30 2370.3818),(31 2316.1208),(32 2286.2349),(33 2244.3354),(34 2204.7188),(35 2135.0356),(36 2133.3472),(37 2105.7913),(38 2091.3777),(39 2079.9421),(40 2039.6578),(41 2035.4576),(42 2029.9939),(43 2032.7701),(44 2040.3209),(45 2070.7996),(46 2092.1196),(47 2112.539),(48 2160.3071),(49 2178.6182),(50 2218.3962),(51 2258.0222),(52 2324.5925),(53 2356.0356),(54 2422.2122),(55 2457.2493),(56 2501.187),(57 2522.8254),(58 2575.095),(59 2597.0076),(60 2645.196),(61 2684.4036),(62 2694.8916),(63 2754.5686),(64 2781.7148),(65 2825.6663),(66 2868.8337),(67 2934.4202),(68 2977.0452),(69 3039.3381),(70 3071.8057),(71 3069.8594),(72 3074.7773),(73 3081.1563),(74 3071.32),(75 3094.2964),(76 3117.374),(77 3110.4583),(78 3158.146),(79 3167.0938),
(1 803.5815),(2 1060.4275),(3 1243.269),(4 1324.029),(5 1482.3623),(6 1589.1942),(7 1686.6028),(8 1767.612),(9 1882.5278),(10 1969.4907),(11 2016.3662),(12 2071.592),(13 2142.6262),(14 2219.1384),(15 2264.126),(16 2299.967),(17 2339.0132),(18 2358.959),(19 2402.862),(20 2424.503),(21 2437.6685),(22 2437.7693),(23 2452.7827),(24 2430.1343),(25 2425.7415),(26 2404.9177),(27 2402.2876),(28 2382.4226),(29 2331.894),(30 2336.8723),(31 2288.2534),(32 2241.51),(33 2186.4644),(34 2149.0308),(35 2104.279),(36 2089.0828),(37 2045.9066),(38 2036.4884),(39 2016.364),(40 2003.897),(41 1988.9269),(42 1972.9867),(43 1985.6508),(44 1984.8168),(45 1991.1288),(46 2003.3162),(47 2048.3564),(48 2074.6443),(49 2119.419),(50 2122.9292),(51 2197.7668),(52 2253.486),(53 2324.13),(54 2387.4834),(55 2444.2942),(56 2489.7612),(57 2557.3484),(58 2563.7534),(59 2588.408),(60 2627.977),(61 2663.9795),(62 2705.295),(63 2737.355),(64 2774.62),(65 2829.7402),(66 2861.69),(67 2882.2876),(68 2910.98),(69 2948.0964),(70 2970.3738),(71 2979.1628),(72 2976.6816),(73 2951.878),(74 2954.3142),(75 2951.8096),(76 2965.771),(77 2989.0798),(78 3004.42),(79 2990.605),
