1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 100687.85),(2 131465.45),(3 95789.445),(4 228915.83),(5 313052.84),(6 324600.38),(7 497386.1),(8 631722.06),(9 715243.5),(10 950114.8),(11 1184754.1),(12 1334037.6),(13 1640226.4),(14 1920303.5),(15 2169283.8),(16 2536861.8),(17 2933882),(18 3283977),(19 3726480.8),(20 4206470.5),(21 4616132.5),(22 5092887),(23 5588816.5),(24 6002262),(25 6532320.5),(26 7094035.5),(27 7532278),(28 8076054.5),(29 8670920),(30 9174019),(31 9767766),(32 10414768),(33 10918873),(34 11520785),(35 12195677),(36 12754812),(37 13454769),(38 14245815),(39 14829723),(40 15563764),(41 16397627),(42 17050094),(43 17872462),(44 18851964),(45 19654786),(46 20613582),(47 21692378),(48 22568416),(49 23506102),(50 24553798),(51 25385378),(52 26270818),(53 27273978),(54 28052606),(55 28900106),(56 29893216),(57 30630312),(58 31322026),(59 32196774),(60 32839194),(61 33395312),(62 34225964),(63 34762612),(64 35331820),(65 35955344),(66 36367660),(67 36811236),(68 37361156),(69 37709984),(70 38093190),(71 38643340),(72 39003000),(73 39272268),(74 39856596),(75 40365750),(76 40940096),(77 41748776),(78 42389332),(79 43185564),
(1 541.21),(2 764.35864),(3 915.4767),(4 989.7264),(5 1049.3129),(6 1072.7151),(7 1058.3995),(8 1034.9984),(9 991.127),(10 960.9736),(11 950.102),(12 948.5692),(13 979.7258),(14 1008.81934),(15 1040.6172),(16 1068.8888),(17 1092.7772),(18 1102.1573),(19 1110.4846),(20 1097.1034),(21 1098.12),(22 1083.3336),(23 1079.4279),(24 1074.3588),(25 1083.613),(26 1087.99),(27 1094.6249),(28 1110.2537),(29 1120.8772),(30 1128.4269),(31 1115.0503),(32 1107.4656),(33 1119.2592),(34 1113.0215),(35 1096.0826),(36 1088.8369),(37 1097.5934),(38 1097.188),(39 1092.2765),(40 1080.6873),(41 1071.9185),(42 1057.981),(43 1034.8519),(44 1001.165),(45 983.9073),(46 973.15967),(47 964.25543),(48 956.65967),(49 957.1885),(50 963.36395),(51 974.0919),(52 985.8349),(53 981.19574),(54 983.2542),(55 981.335),(56 963.2091),(57 959.46027),(58 952.03),(59 954.0897),(60 954.6133),(61 956.9959),(62 954.36926),(63 959.39),(64 958.2933),(65 970.2108),(66 977.84326),(67 990.16315),(68 990.1552),(69 1004.35724),(70 1015.8638),(71 1022.3943),(72 1010.7528),(73 1006.1679),(74 1004.3671),(75 1006.56305),(76 998.1707),(77 999.1788),(78 1006.45514),(79 1006.80115),
(1 536.73395),(2 762.0901),(3 909.52985),(4 1003.1961),(5 1071.3999),(6 1088.274),(7 1064.4215),(8 1038.4415),(9 995.4867),(10 960.4361),(11 943.5458),(12 942.8924),(13 961.59924),(14 996.5369),(15 1035.1951),(16 1062.6517),(17 1101.0903),(18 1116.7258),(19 1110.41),(20 1101.9778),(21 1089.8264),(22 1079.5907),(23 1079.549),(24 1073.8427),(25 1074.5226),(26 1080.1217),(27 1092.3422),(28 1094.6224),(29 1101.4788),(30 1110.1792),(31 1107.6997),(32 1104.7006),(33 1104.0139),(34 1101.7855),(35 1100.5665),(36 1096.4948),(37 1100.3246),(38 1086.2161),(39 1074.8661),(40 1069.5273),(41 1059.9866),(42 1044.4865),(43 1019.6291),(44 988.24493),(45 979.31757),(46 976.99585),(47 965.90356),(48 964.5516),(49 967.1041),(50 980.74585),(51 989.0234),(52 993.96045),(53 992.794),(54 985.2729),(55 973.5736),(56 961.1281),(57 954.4931),(58 946.50336),(59 954.0918),(60 962.6005),(61 971.52936),(62 975.3439),(63 976.64044),(64 975.4789),(65 980.2738),(66 986.4485),(67 986.0423),(68 995.5176),(69 1000.92035),(70 1005.57715),(71 1013.4013),(72 1005.1723),(73 1001.6534),(74 1000.18317),(75 1002.4053),(76 997.81116),(77 1002.45026),(78 1014.1209),(79 1005.1636),
(1 517.1421),(2 725.3001),(3 865.862),(4 942.26154),(5 997.4089),(6 1012.90045),(7 999.68585),(8 974.9458),(9 936.5536),(10 913.37866),(11 895.88556),(12 900.99854),(13 925.5406),(14 953.425),(15 983.71075),(16 1007.2738),(17 1025.267),(18 1039.3728),(19 1038.8447),(20 1025.9921),(21 1019.7897),(22 1013.67084),(23 1007.8009),(24 1006.13745),(25 1005.20166),(26 1012.9611),(27 1031.0063),(28 1039.7968),(29 1043.9236),(30 1040.7711),(31 1039.6018),(32 1035.4003),(33 1044.1661),(34 1042.8799),(35 1031.114),(36 1024.8724),(37 1024.8394),(38 1023.4562),(39 1010.12164),(40 1001.676),(41 995.9739),(42 982.6384),(43 952.2875),(44 926.71063),(45 910.324),(46 907.00885),(47 895.08887),(48 894.4769),(49 902.6699),(50 913.68384),(51 913.4325),(52 918.5831),(53 920.9931),(54 914.8853),(55 905.33405),(56 899.96893),(57 893.49207),(58 880.38965),(59 877.0666),(60 884.68365),(61 893.89813),(62 909.0511),(63 919.1172),(64 914.2165),(65 924.3828),(66 931.063),(67 926.2802),(68 937.2326),(69 945.8915),(70 954.5689),(71 959.0359),(72 951.15497),(73 947.42694),(74 938.30365),(75 941.50385),(76 934.1789),(77 940.5289),(78 947.06836),(79 947.87225),
(1 508.33295),(2 720.51807),(3 862.76276),(4 945.2355),(5 1005.6506),(6 1023.9794),(7 1005.454),(8 968.92896),(9 923.7352),(10 883.8603),(11 875.1518),(12 897.18176),(13 911.9289),(14 949.8301),(15 986.493),(16 1011.57574),(17 1033.3403),(18 1038.8656),(19 1036.4979),(20 1018.97815),(21 1008.6133),(22 991.3104),(23 968.8364),(24 976.7715),(25 983.69476),(26 984.29083),(27 998.0125),(28 1009.6882),(29 1013.00836),(30 1031.9689),(31 1025.2745),(32 1027.9728),(33 1022.39624),(34 1018.63873),(35 1015.0736),(36 1014.0138),(37 1004.0096),(38 1005.2947),(39 997.6227),(40 995.2766),(41 982.18384),(42 956.64124),(43 930.9896),(44 913.1621),(45 907.11487),(46 895.3541),(47 886.14056),(48 878.87915),(49 884.05084),(50 892.74396),(51 908.107),(52 915.5806),(53 916.7908),(54 905.61285),(55 897.7226),(56 879.0913),(57 874.80566),(58 866.0933),(59 880.03644),(60 887.57513),(61 881.28864),(62 889.4382),(63 895.65247),(64 901.6435),(65 913.81934),(66 916.60455),(67 915.8695),(68 927.86707),(69 945.7304),(70 948.42694),(71 954.61804),(72 950.32043),(73 941.66565),(74 932.18286),(75 940.34045),(76 938.75),(77 946.4029),(78 950.5566),(79 958.8828),
(1 503.72144),(2 711.92957),(3 855.73065),(4 925.8055),(5 986.2682),(6 993.2983),(7 987.99176),(8 966.42426),(9 919.2311),(10 882.24146),(11 876.78595),(12 891.07465),(13 918.7375),(14 943.9974),(15 963.1673),(16 993.81055),(17 1007.88007),(18 1018.2326),(19 1008.44073),(20 1001.0454),(21 995.28406),(22 983.81396),(23 970.0458),(24 971.2157),(25 978.0089),(26 986.90247),(27 1004.22015),(28 1017.5365),(29 1018.83075),(30 1018.8439),(31 1010.9707),(32 1007.4716),(33 1012.4962),(34 1007.9633),(35 995.5966),(36 989.12054),(37 982.69104),(38 987.54144),(39 977.2237),(40 968.3492),(41 958.7274),(42 941.9131),(43 920.1754),(44 909.3206),(45 902.2872),(46 890.58014),(47 889.46124),(48 887.90936),(49 892.7555),(50 898.3658),(51 901.8165),(52 908.3528),(53 915.0734),(54 908.1499),(55 893.0051),(56 888.5994),(57 893.32544),(58 889.0081),(59 898.92725),(60 899.1221),(61 896.13983),(62 893.68665),(63 897.6561),(64 909.0519),(65 921.54083),(66 925.6876),(67 929.0823),(68 941.1209),(69 953.164),(70 962.3887),(71 959.93884),(72 958.944),(73 956.0624),(74 942.1872),(75 940.3469),(76 932.72064),(77 943.18823),(78 950.5741),(79 952.8731),
(1 488.0719),(2 685.97296),(3 823.4539),(4 906.44476),(5 955.08875),(6 958.4232),(7 947.0588),(8 917.6946),(9 885.58795),(10 859.33344),(11 844.3765),(12 851.05066),(13 867.09235),(14 904.3803),(15 930.7282),(16 950.972),(17 956.6727),(18 960.654),(19 959.51587),(20 943.4077),(21 936.402),(22 931.8908),(23 929.38586),(24 926.69635),(25 939.7213),(26 940.84265),(27 954.0815),(28 963.6259),(29 968.413),(30 973.42334),(31 967.01746),(32 957.47736),(33 968.5714),(34 959.94293),(35 953.11774),(36 954.2308),(37 951.1177),(38 949.52576),(39 946.81555),(40 941.0248),(41 925.11646),(42 909.1477),(43 888.891),(44 869.3147),(45 866.7953),(46 859.7704),(47 862.38086),(48 863.98285),(49 861.546),(50 872.5566),(51 886.30273),(52 884.64856),(53 883.6685),(54 882.59937),(55 872.8458),(56 857.0442),(57 849.77576),(58 844.4485),(59 859.43933),(60 869.6504),(61 866.50385),(62 877.6605),(63 880.5345),(64 887.8025),(65 895.7926),(66 898.8837),(67 902.4146),(68 921.5534),(69 931.5497),(70 939.9623),(71 934.68805),(72 939.12933),(73 928.6179),(74 919.3992),(75 930.513),(76 919.09595),(77 925.34515),(78 940.7036),(79 946.9958),
(1 477.80338),(2 671.7455),(3 825.7153),(4 905.00476),(5 956.3559),(6 956.8567),(7 949.63275),(8 910.3206),(9 873.361),(10 854.3765),(11 842.3758),(12 850.828),(13 856.5402),(14 892.9123),(15 931.1373),(16 963.4765),(17 981.0066),(18 994.1086),(19 983.9334),(20 968.3465),(21 957.54944),(22 956.7148),(23 946.27997),(24 943.3136),(25 939.50397),(26 945.05237),(27 967.7422),(28 985.30774),(29 988.3687),(30 982.009),(31 968.5903),(32 960.5103),(33 953.6146),(34 956.1983),(35 949.5756),(36 942.19604),(37 934.37616),(38 931.8036),(39 920.5426),(40 912.9792),(41 906.5558),(42 882.5072),(43 867.97235),(44 856.9241),(45 853.79767),(46 845.8013),(47 836.69684),(48 835.187),(49 831.43304),(50 843.1886),(51 856.53796),(52 852.5171),(53 859.5058),(54 851.97546),(55 838.43744),(56 831.09485),(57 827.6488),(58 818.5166),(59 828.57556),(60 834.3648),(61 828.8292),(62 836.3822),(63 840.7311),(64 840.895),(65 853.3203),(66 856.441),(67 867.8335),(68 881.7949),(69 889.52594),(70 893.88745),(71 887.92084),(72 881.4113),(73 879.05945),(74 871.82104),(75 870.18585),(76 867.6898),(77 874.16754),(78 884.04297),(79 894.05054),
(1 476.94492),(2 675.05115),(3 799.9616),(4 869.2314),(5 913.20764),(6 913.9637),(7 906.0349),(8 884.1349),(9 856.13776),(10 828.1739),(11 814.2059),(12 819.474),(13 841.49805),(14 867.283),(15 896.33484),(16 910.5709),(17 927.48035),(18 937.06573),(19 941.2464),(20 926.42114),(21 911.12494),(22 909.0407),(23 912.78595),(24 915.90656),(25 925.49866),(26 930.6276),(27 947.38684),(28 954.6578),(29 949.41113),(30 948.44806),(31 937.3648),(32 928.7592),(33 931.36),(34 925.71295),(35 913.4356),(36 909.8469),(37 912.72705),(38 910.9773),(39 901.62573),(40 901.56415),(41 892.33514),(42 875.2085),(43 850.604),(44 842.02966),(45 843.51416),(46 831.0197),(47 828.1875),(48 825.01965),(49 821.82684),(50 831.6922),(51 843.1237),(52 847.7213),(53 850.6121),(54 846.9931),(55 840.26764),(56 831.7155),(57 826.3252),(58 817.98865),(59 826.8395),(60 835.1753),(61 834.7679),(62 837.8238),(63 851.0613),(64 855.0051),(65 862.3528),(66 867.54706),(67 881.878),(68 885.7308),(69 901.75507),(70 908.69257),(71 902.79315),(72 899.7002),(73 889.37823),(74 878.573),(75 885.5874),(76 880.20056),(77 890.94385),(78 893.6186),(79 893.6749),
(1 462.24707),(2 654.75214),(3 785.4003),(4 860.19183),(5 912.97095),(6 911.20966),(7 908.649),(8 884.249),(9 852.8248),(10 827.6636),(11 813.6496),(12 815.4132),(13 828.5896),(14 853.60846),(15 873.7641),(16 895.62085),(17 917.2471),(18 922.76715),(19 922.28174),(20 903.45337),(21 895.9253),(22 885.86176),(23 879.8471),(24 890.8202),(25 893.08307),(26 894.69556),(27 909.22955),(28 920.90533),(29 919.19257),(30 929.032),(31 923.1631),(32 913.01263),(33 899.8474),(34 906.59015),(35 895.9963),(36 892.4315),(37 896.1135),(38 893.23956),(39 878.0368),(40 871.6208),(41 866.2794),(42 851.85236),(43 834.2846),(44 827.39087),(45 819.1339),(46 798.4546),(47 786.82007),(48 795.6889),(49 794.1277),(50 807.8216),(51 814.7945),(52 821.25024),(53 829.6711),(54 833.2442),(55 823.5116),(56 812.6869),(57 802.4176),(58 797.30865),(59 805.22754),(60 810.12427),(61 826.75494),(62 830.5841),(63 831.33453),(64 832.2013),(65 844.9558),(66 855.06445),(67 862.6844),(68 866.74194),(69 871.0994),(70 886.1186),(71 880.294),(72 870.78406),(73 866.9226),(74 864.90265),(75 870.3496),(76 865.0711),(77 874.671),(78 881.6935),(79 891.19165),
(1 463.12347),(2 649.8857),(3 785.7637),(4 863.0638),(5 917.4722),(6 919.28577),(7 907.69995),(8 878.75806),(9 839.91003),(10 817.2952),(11 809.72),(12 815.2421),(13 833.9802),(14 864.4867),(15 894.25916),(16 916.29297),(17 935.1009),(18 948.46906),(19 946.67035),(20 936.0428),(21 929.4271),(22 920.1081),(23 921.3172),(24 933.22833),(25 942.3289),(26 955.22076),(27 966.2931),(28 975.8797),(29 978.23804),(30 980.5616),(31 976.3754),(32 969.83746),(33 976.84766),(34 976.93854),(35 963.1699),(36 958.3685),(37 947.3429),(38 937.28),(39 923.6131),(40 909.5314),(41 902.6696),(42 888.9873),(43 878.3685),(44 868.60614),(45 856.5713),(46 842.82587),(47 835.0386),(48 833.3609),(49 837.9394),(50 848.8176),(51 861.1597),(52 869.2681),(53 864.6335),(54 870.2553),(55 859.6545),(56 846.4356),(57 840.92316),(58 832.37756),(59 838.07825),(60 844.8442),(61 842.97565),(62 844.22156),(63 852.72076),(64 856.3038),(65 862.1905),(66 869.3258),(67 877.1687),(68 887.0871),(69 889.0181),(70 890.0356),(71 882.98126),(72 878.3423),(73 870.7263),(74 865.43353),(75 873.3623),(76 875.4574),(77 880.3147),(78 895.38745),(79 899.8698),
(1 451.48297),(2 631.15717),(3 756.84625),(4 829.8027),(5 867.2797),(6 867.47345),(7 857.81244),(8 834.8102),(9 809.4235),(10 796.31696),(11 783.5227),(12 780.10065),(13 798.27496),(14 827.5522),(15 847.6766),(16 863.6159),(17 875.93164),(18 881.9746),(19 872.7184),(20 863.73987),(21 856.76685),(22 864.6151),(23 859.76196),(24 864.31464),(25 860.7388),(26 875.5034),(27 884.39667),(28 889.3873),(29 892.9576),(30 889.83417),(31 894.3339),(32 889.4136),(33 886.3597),(34 881.2964),(35 882.6738),(36 883.2066),(37 880.16205),(38 880.2515),(39 864.4672),(40 858.7655),(41 852.37573),(42 829.6312),(43 812.8752),(44 800.44055),(45 793.9712),(46 780.8561),(47 776.433),(48 780.40625),(49 787.3504),(50 790.5353),(51 807.334),(52 806.46814),(53 803.1856),(54 799.0221),(55 784.51917),(56 774.1954),(57 771.1692),(58 760.3087),(59 768.37866),(60 777.5179),(61 784.743),(62 795.81165),(63 792.87024),(64 793.4302),(65 802.06647),(66 806.25476),(67 804.3207),(68 811.41895),(69 813.0375),(70 821.9413),(71 827.26227),(72 819.87006),(73 820.7483),(74 817.8004),(75 824.19653),(76 822.2519),(77 822.0196),(78 828.89154),(79 830.3524),
(1 447.60995),(2 625.9145),(3 745.9131),(4 825.05615),(5 859.11835),(6 859.84064),(7 849.16394),(8 820.24457),(9 791.00104),(10 771.2699),(11 759.28424),(12 761.136),(13 790.83545),(14 813.59424),(15 854.06494),(16 868.59143),(17 889.5979),(18 898.1585),(19 890.8756),(20 872.57697),(21 855.67175),(22 852.3131),(23 858.54913),(24 863.3505),(25 877.81415),(26 891.2606),(27 903.6707),(28 924.93115),(29 928.52057),(30 920.50305),(31 906.12354),(32 897.3772),(33 906.63464),(34 905.09503),(35 897.29614),(36 888.5818),(37 886.29614),(38 879.29584),(39 870.788),(40 853.42725),(41 849.4286),(42 841.96576),(43 825.5578),(44 808.87683),(45 798.6601),(46 791.2743),(47 789.209),(48 790.039),(49 799.0145),(50 804.2787),(51 817.22394),(52 821.5349),(53 825.7974),(54 817.5007),(55 805.1623),(56 794.52155),(57 793.6644),(58 786.4892),(59 791.865),(60 796.7524),(61 794.6632),(62 790.5925),(63 794.08673),(64 796.50354),(65 806.17883),(66 816.1923),(67 821.0463),(68 828.11993),(69 830.0441),(70 831.83435),(71 831.5811),(72 831.10455),(73 825.3196),(74 819.902),(75 823.01385),(76 819.91144),(77 822.2487),(78 828.8568),(79 833.43536),
(1 435.7044),(2 615.82227),(3 737.6494),(4 804.74786),(5 845.35754),(6 838.25116),(7 817.96686),(8 797.11475),(9 770.61176),(10 758.11676),(11 756.28064),(12 767.0795),(13 774.95905),(14 803.17664),(15 832.0666),(16 845.12164),(17 858.16486),(18 863.8098),(19 852.6349),(20 847.9913),(21 845.02014),(22 839.6928),(23 835.9311),(24 825.80725),(25 838.20605),(26 843.78796),(27 858.943),(28 870.5426),(29 870.7269),(30 862.0452),(31 856.6319),(32 844.1711),(33 841.7514),(34 840.80035),(35 834.3297),(36 843.0959),(37 847.99414),(38 853.08203),(39 847.3301),(40 831.0152),(41 827.76044),(42 811.0366),(43 797.95917),(44 781.64044),(45 769.9181),(46 763.0352),(47 760.9628),(48 756.19214),(49 759.0879),(50 764.23517),(51 771.9636),(52 779.257),(53 784.9379),(54 784.45416),(55 772.4206),(56 753.9781),(57 753.81854),(58 743.48987),(59 752.82825),(60 754.8688),(61 751.6911),(62 757.07574),(63 765.75977),(64 773.7951),(65 786.3713),(66 792.65784),(67 790.7719),(68 799.29474),(69 801.24),(70 805.14075),(71 809.3273),(72 810.098),(73 810.28534),(74 801.487),(75 804.03485),(76 800.35645),(77 803.23285),(78 809.12573),(79 817.7691),
(1 422.7723),(2 592.91785),(3 706.5598),(4 777.8144),(5 820.6675),(6 817.9552),(7 805.53845),(8 791.0801),(9 762.08185),(10 741.1175),(11 726.871),(12 746.4687),(13 761.54126),(14 781.3713),(15 810.6236),(16 818.3687),(17 821.22833),(18 835.4569),(19 825.8911),(20 824.21515),(21 815.525),(22 803.9694),(23 805.46185),(24 807.21814),(25 825.58673),(26 828.9435),(27 846.1888),(28 854.5144),(29 861.80853),(30 862.26514),(31 848.95105),(32 830.6482),(33 823.8636),(34 819.84424),(35 815.9741),(36 825.4597),(37 833.5356),(38 845.16705),(39 825.9744),(40 816.7338),(41 811.47906),(42 796.94507),(43 783.516),(44 773.2456),(45 767.82086),(46 761.85034),(47 754.96747),(48 753.6736),(49 748.06696),(50 756.68677),(51 766.84326),(52 772.6246),(53 772.7002),(54 767.59595),(55 757.7198),(56 748.79193),(57 738.4684),(58 736.0005),(59 735.07416),(60 743.11523),(61 741.0474),(62 749.36975),(63 752.94653),(64 757.1101),(65 771.2713),(66 773.78455),(67 770.7617),(68 788.5153),(69 800.21295),(70 804.35004),(71 798.42914),(72 789.1296),(73 793.2309),(74 791.5911),(75 791.4781),(76 779.84393),(77 792.61707),(78 806.16754),(79 805.8121),
(1 430.4088),(2 603.55646),(3 725.6087),(4 802.60046),(5 845.4652),(6 846.37274),(7 829.754),(8 801.4063),(9 776.91315),(10 758.64355),(11 755.2665),(12 767.5392),(13 780.6186),(14 802.62024),(15 825.31476),(16 856.4349),(17 863.68445),(18 868.5945),(19 865.7962),(20 848.6882),(21 844.7211),(22 841.39954),(23 837.0776),(24 838.7463),(25 844.0106),(26 854.907),(27 870.7783),(28 884.0385),(29 881.65533),(30 884.1627),(31 876.38715),(32 853.1403),(33 852.2072),(34 849.4353),(35 842.74713),(36 849.5927),(37 857.75),(38 855.97687),(39 838.52905),(40 838.0099),(41 832.5831),(42 822.9121),(43 804.28625),(44 796.97687),(45 789.9059),(46 783.9421),(47 778.21924),(48 777.64294),(49 775.3419),(50 781.1582),(51 790.45416),(52 796.8469),(53 795.7407),(54 795.1279),(55 792.5022),(56 777.26715),(57 771.4832),(58 772.1178),(59 779.95166),(60 783.5743),(61 781.5848),(62 790.1042),(63 790.6068),(64 791.8745),(65 793.40076),(66 794.41016),(67 793.6904),(68 803.65234),(69 808.1557),(70 819.64233),(71 823.0506),(72 825.6816),(73 825.9654),(74 827.96533),(75 827.98975),(76 823.99274),(77 832.8022),(78 832.95984),(79 839.92926),
(1 420.86465),(2 585.4251),(3 693.9407),(4 763.7138),(5 808.397),(6 804.77344),(7 794.9519),(8 778.53033),(9 751.7945),(10 746.1087),(11 729.95544),(12 746.0792),(13 756.8132),(14 776.9669),(15 801.6788),(16 814.2559),(17 824.2411),(18 824.8767),(19 814.4787),(20 813.68585),(21 809.4447),(22 808.25745),(23 810.07153),(24 817.7776),(25 830.06824),(26 833.97424),(27 844.51886),(28 853.0497),(29 851.41254),(30 849.0906),(31 844.1954),(32 831.33826),(33 831.5559),(34 829.4876),(35 831.4111),(36 824.82306),(37 827.76715),(38 822.1607),(39 811.68304),(40 798.88916),(41 791.90326),(42 778.08154),(43 766.90314),(44 758.9035),(45 756.40137),(46 744.5558),(47 742.47943),(48 743.0186),(49 741.9483),(50 747.9097),(51 763.52356),(52 766.76294),(53 763.46185),(54 762.1468),(55 762.8288),(56 753.40515),(57 740.5207),(58 731.59216),(59 737.0512),(60 738.0055),(61 742.8781),(62 743.36096),(63 749.6947),(64 751.48145),(65 752.9345),(66 759.2547),(67 768.257),(68 781.7232),(69 789.01807),(70 793.3063),(71 789.31946),(72 781.4511),(73 778.6095),(74 773.86896),(75 771.54456),(76 771.4689),(77 777.2098),(78 782.945),(79 792.68085),
(1 418.67963),(2 586.9951),(3 702.3139),(4 773.49554),(5 825.4505),(6 823.989),(7 814.3262),(8 788.8204),(9 764.3252),(10 751.44116),(11 748.0991),(12 759.1649),(13 777.61615),(14 795.38446),(15 818.44745),(16 834.7379),(17 831.2156),(18 833.4536),(19 823.70544),(20 815.7973),(21 806.9906),(22 810.6121),(23 809.0059),(24 813.4351),(25 823.7936),(26 828.839),(27 831.8331),(28 840.80725),(29 846.8651),(30 851.2956),(31 845.8419),(32 840.85834),(33 843.56903),(34 840.43585),(35 845.7983),(36 840.2122),(37 847.89545),(38 844.34814),(39 834.5723),(40 828.2046),(41 813.61755),(42 797.3293),(43 783.548),(44 772.90173),(45 761.6994),(46 756.21765),(47 747.9479),(48 744.2928),(49 748.3174),(50 760.8586),(51 775.15826),(52 780.11676),(53 781.13385),(54 776.0519),(55 772.75),(56 761.2758),(57 761.1239),(58 750.9472),(59 749.77277),(60 759.69586),(61 758.4989),(62 759.8871),(63 759.48096),(64 757.31006),(65 766.0417),(66 772.02094),(67 785.7751),(68 789.76025),(69 792.7391),(70 803.2559),(71 803.3227),(72 799.52435),(73 806.3939),(74 804.4222),(75 803.27405),(76 803.03),(77 806.6937),(78 810.5903),(79 819.1697),
