1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45635.285),(2 113727.32),(3 207159.63),(4 323876.6),(5 480619.9),(6 636355.7),(7 813324.3),(8 1014061.3),(9 1236606.4),(10 1490604.4),(11 1771330),(12 2083447.1),(13 2436845.3),(14 2802542.3),(15 3188242.3),(16 3671094),(17 4160760.8),(18 4628206.5),(19 5115086.5),(20 5625548),(21 6194334.5),(22 6834994.5),(23 7693808),(24 8549741),(25 9574401),(26 10611498),(27 11747685),(28 13004507),(29 14316044),(30 15749399),(31 17150090),(32 18790168),(33 20373200),(34 21959330),(35 23652568),(36 25310872),(37 26956042),(38 28534502),(39 30412058),(40 32011338),(41 33593024),(42 35016348),(43 36491600),(44 37816496),(45 39125916),(46 40411868),(47 41787676),(48 43065956),(49 44337996),(50 45534252),(51 46835820),(52 48002404),(53 49229204),(54 50289716),(55 51347200),(56 52390668),(57 53376510),(58 54248268),(59 55119664),(60 56285516),(61 57322260),(62 58328256),(63 59424576),(64 60516000),(65 61589532),(66 62618476),(67 63814076),(68 64807364),(69 65703732),(70 66608940),(71 67517990),(72 68227144),(73 69065860),(74 69803490),(75 70595610),(76 71549240),(77 72601640),(78 73652590),(79 75068200),
(1 358.66403),(2 441.91882),(3 460.06976),(4 479.78506),(5 508.3894),(6 507.66104),(7 525.88416),(8 540.1242),(9 534.3504),(10 535.06494),(11 544.453),(12 535.8089),(13 542.2313),(14 554.45026),(15 562.36127),(16 562.9039),(17 550.373),(18 541.6442),(19 541.2435),(20 546.5747),(21 533.7313),(22 535.93933),(23 542.67645),(24 549.7566),(25 546.2217),(26 539.50037),(27 541.34766),(28 567.42914),(29 560.2882),(30 565.9795),(31 564.4691),(32 552.44336),(33 548.81885),(34 553.0163),(35 546.01917),(36 543.9752),(37 540.28217),(38 536.45795),(39 549.3994),(40 553.2847),(41 545.41034),(42 547.50684),(43 552.1559),(44 545.7915),(45 543.3553),(46 542.10333),(47 543.16174),(48 541.6465),(49 543.9286),(50 529.6709),(51 533.8321),(52 531.80597),(53 527.32184),(54 527.0704),(55 531.85236),(56 532.8045),(57 536.64966),(58 538.9741),(59 540.42664),(60 550.6418),(61 548.5961),(62 545.69324),(63 549.8883),(64 539.959),(65 541.59424),(66 553.8397),(67 546.05597),(68 545.1502),(69 554.11383),(70 542.5743),(71 541.7617),(72 543.355),(73 542.34546),(74 542.1225),(75 557.0476),(76 547.73663),(77 547.4277),(78 551.07745),(79 549.19904),
(1 352.2147),(2 440.32205),(3 464.72263),(4 474.3051),(5 505.82675),(6 503.6075),(7 517.8121),(8 527.84436),(9 521.15814),(10 525.45264),(11 529.7267),(12 526.9342),(13 538.471),(14 543.2361),(15 559.07495),(16 559.7211),(17 553.34265),(18 536.9254),(19 541.69507),(20 556.84534),(21 547.04175),(22 541.2629),(23 552.0561),(24 541.947),(25 548.83325),(26 549.17773),(27 548.39624),(28 567.0069),(29 557.61584),(30 553.5632),(31 558.02527),(32 550.2393),(33 547.3158),(34 550.55524),(35 537.8633),(36 533.3541),(37 532.55334),(38 529.13477),(39 540.5951),(40 536.3061),(41 540.5654),(42 545.44183),(43 543.5188),(44 539.7816),(45 540.10486),(46 543.9102),(47 537.5349),(48 536.9569),(49 533.3134),(50 518.21545),(51 536.4232),(52 532.09753),(53 527.4409),(54 528.47754),(55 531.6635),(56 531.99854),(57 538.7149),(58 535.5987),(59 537.77075),(60 546.49036),(61 543.44135),(62 541.0153),(63 547.9105),(64 537.33215),(65 540.8257),(66 553.778),(67 547.6071),(68 542.8211),(69 553.3265),(70 547.38635),(71 546.23047),(72 544.5188),(73 539.5032),(74 546.00757),(75 560.5378),(76 548.00854),(77 555.2495),(78 558.3837),(79 549.566),
(1 359.44476),(2 447.4109),(3 469.49802),(4 475.87363),(5 507.098),(6 515.0488),(7 521.41595),(8 531.1602),(9 526.876),(10 532.58905),(11 542.9112),(12 544.21606),(13 546.7933),(14 554.14777),(15 563.86053),(16 577.4842),(17 564.07025),(18 549.2372),(19 543.6369),(20 552.6593),(21 547.55115),(22 540.5794),(23 552.8766),(24 536.76886),(25 551.5072),(26 546.37445),(27 549.77405),(28 568.80975),(29 560.7898),(30 558.71216),(31 561.8389),(32 544.7548),(33 548.24),(34 550.57837),(35 534.38617),(36 529.6083),(37 537.0738),(38 533.5424),(39 534.6433),(40 531.82306),(41 536.29846),(42 540.6896),(43 539.0179),(44 535.7595),(45 535.7672),(46 542.2069),(47 541.9369),(48 538.2565),(49 539.5218),(50 526.74493),(51 538.54376),(52 531.3782),(53 524.08984),(54 523.7535),(55 532.8884),(56 535.5851),(57 545.6301),(58 551.91876),(59 541.7417),(60 553.8147),(61 546.5024),(62 548.5393),(63 556.9057),(64 542.03143),(65 536.9967),(66 555.94775),(67 544.9622),(68 541.92755),(69 556.0608),(70 545.6035),(71 539.45416),(72 547.71826),(73 543.30493),(74 548.86945),(75 560.6756),(76 549.4534),(77 549.9336),(78 551.715),(79 546.8274),
(1 342.8844),(2 420.9945),(3 443.85297),(4 446.26852),(5 470.2698),(6 478.40036),(7 488.40726),(8 495.63214),(9 495.9077),(10 495.46545),(11 513.5178),(12 516.6007),(13 519.4547),(14 520.5938),(15 536.4974),(16 544.2833),(17 536.92035),(18 526.8792),(19 521.5241),(20 521.82074),(21 523.0431),(22 518.3722),(23 527.3526),(24 518.08905),(25 524.5638),(26 519.9944),(27 519.4439),(28 537.1821),(29 533.4182),(30 531.4031),(31 536.95886),(32 522.89246),(33 523.7478),(34 533.7763),(35 518.7774),(36 505.87708),(37 509.14365),(38 516.233),(39 514.40955),(40 511.52472),(41 510.84418),(42 516.267),(43 522.84576),(44 516.2021),(45 515.51447),(46 516.1436),(47 508.06152),(48 514.4663),(49 512.5561),(50 505.07184),(51 513.1654),(52 513.19666),(53 508.97614),(54 511.28134),(55 513.4266),(56 509.7755),(57 523.0239),(58 526.8326),(59 518.30945),(60 528.2732),(61 527.9972),(62 520.454),(63 532.83154),(64 530.4308),(65 526.73505),(66 531.1441),(67 525.4813),(68 519.1005),(69 533.46747),(70 524.77716),(71 518.76843),(72 525.26117),(73 519.92993),(74 532.51184),(75 543.46875),(76 533.4352),(77 531.9015),(78 535.45245),(79 534.49976),
(1 349.4228),(2 438.19455),(3 460.66687),(4 468.06207),(5 491.6939),(6 495.76596),(7 515.7249),(8 526.8056),(9 519.35956),(10 515.81744),(11 536.4501),(12 540.53094),(13 539.5116),(14 541.5409),(15 552.5117),(16 551.9205),(17 553.80945),(18 541.6903),(19 537.6661),(20 540.5215),(21 536.96246),(22 527.3969),(23 538.398),(24 528.1749),(25 530.28705),(26 529.21826),(27 526.6975),(28 554.2505),(29 548.4528),(30 542.75854),(31 543.38043),(32 539.3521),(33 544.12885),(34 557.576),(35 549.44727),(36 535.4362),(37 540.993),(38 531.4033),(39 536.42773),(40 543.92944),(41 535.83966),(42 532.8884),(43 539.70325),(44 531.3869),(45 536.2533),(46 536.92816),(47 521.48206),(48 519.9775),(49 518.8772),(50 513.73114),(51 519.24567),(52 521.2829),(53 520.364),(54 519.3663),(55 518.34894),(56 517.4154),(57 527.00256),(58 535.0869),(59 524.1772),(60 529.1997),(61 526.6759),(62 524.048),(63 535.19006),(64 533.20905),(65 527.0541),(66 539.5179),(67 532.4412),(68 523.76685),(69 537.59296),(70 523.45953),(71 520.3558),(72 526.4213),(73 522.33716),(74 531.06934),(75 541.4623),(76 535.08813),(77 535.9692),(78 542.3852),(79 535.13824),
(1 346.1675),(2 436.04904),(3 463.53217),(4 476.15524),(5 498.0256),(6 493.1377),(7 506.4396),(8 516.5549),(9 516.4627),(10 514.60333),(11 530.2075),(12 529.76794),(13 536.2527),(14 539.5298),(15 538.93805),(16 545.661),(17 541.6064),(18 532.64996),(19 524.47363),(20 534.127),(21 530.23444),(22 529.48444),(23 533.2079),(24 532.0165),(25 530.5067),(26 534.75024),(27 538.13556),(28 552.34894),(29 546.80383),(30 548.29816),(31 548.5857),(32 539.72974),(33 537.4145),(34 545.96936),(35 537.82574),(36 532.4773),(37 533.1778),(38 523.8223),(39 532.3295),(40 539.556),(41 535.33795),(42 527.11786),(43 534.5233),(44 534.2464),(45 533.97974),(46 526.1551),(47 516.1046),(48 517.47327),(49 514.5639),(50 509.98352),(51 514.6099),(52 514.1044),(53 514.53796),(54 514.4887),(55 510.9022),(56 515.7439),(57 523.31775),(58 530.1444),(59 527.0881),(60 529.79944),(61 527.7737),(62 523.6408),(63 536.20056),(64 528.65314),(65 527.30273),(66 534.061),(67 530.6744),(68 531.83093),(69 546.1669),(70 530.7148),(71 529.7448),(72 531.33954),(73 528.7515),(74 537.4973),(75 546.0866),(76 534.4341),(77 536.76056),(78 534.07007),(79 525.25226),
(1 342.14572),(2 436.1317),(3 456.02167),(4 477.0826),(5 497.0646),(6 500.2219),(7 507.302),(8 516.8621),(9 506.7608),(10 504.67828),(11 516.3594),(12 522.8017),(13 531.1151),(14 535.96686),(15 541.785),(16 545.5998),(17 542.3993),(18 537.3114),(19 524.8514),(20 536.98883),(21 533.65845),(22 532.7533),(23 539.1049),(24 533.3118),(25 540.5277),(26 543.1707),(27 544.61774),(28 549.40735),(29 543.6538),(30 554.7272),(31 556.72284),(32 544.30334),(33 536.93036),(34 545.0496),(35 541.74286),(36 539.33716),(37 540.6751),(38 535.2716),(39 526.87665),(40 526.26025),(41 530.414),(42 526.095),(43 537.37396),(44 539.7124),(45 540.35895),(46 537.36804),(47 523.10236),(48 525.6034),(49 522.0217),(50 511.72644),(51 514.2953),(52 513.0331),(53 521.58167),(54 525.16656),(55 521.49786),(56 521.5657),(57 526.72626),(58 533.0322),(59 537.0018),(60 539.59296),(61 536.11163),(62 530.30676),(63 543.429),(64 537.0761),(65 534.72595),(66 544.1117),(67 538.40326),(68 543.6349),(69 549.4196),(70 531.5723),(71 533.727),(72 547.8146),(73 543.8918),(74 542.9343),(75 556.0168),(76 548.88464),(77 544.9751),(78 550.4915),(79 540.2078),
(1 352.67557),(2 446.03644),(3 473.80228),(4 483.03113),(5 514.39294),(6 514.3685),(7 522.61676),(8 532.2334),(9 529.7805),(10 527.5127),(11 527.7569),(12 526.6437),(13 534.0532),(14 542.39465),(15 548.02075),(16 549.2238),(17 547.63306),(18 538.2398),(19 536.2394),(20 543.79016),(21 536.24695),(22 530.389),(23 543.60626),(24 538.5524),(25 545.5436),(26 546.89215),(27 541.93994),(28 559.3786),(29 553.86255),(30 555.4466),(31 553.145),(32 535.329),(33 541.49304),(34 554.4707),(35 536.93256),(36 528.56744),(37 537.95135),(38 537.65753),(39 534.971),(40 528.5176),(41 529.95984),(42 536.6466),(43 540.7639),(44 533.3132),(45 545.102),(46 547.4914),(47 523.3039),(48 522.58154),(49 527.2429),(50 520.32153),(51 520.7195),(52 520.06104),(53 524.1413),(54 524.08514),(55 516.7328),(56 517.6594),(57 517.87067),(58 523.08624),(59 525.15674),(60 533.06116),(61 524.13776),(62 528.3596),(63 540.4873),(64 529.6137),(65 526.3974),(66 528.8659),(67 521.11914),(68 531.0439),(69 544.5236),(70 535.5772),(71 531.516),(72 536.171),(73 531.965),(74 531.8353),(75 543.8136),(76 541.1532),(77 536.21136),(78 531.6975),(79 532.88165),
(1 350.8632),(2 435.0102),(3 453.96304),(4 467.0821),(5 486.31223),(6 490.27164),(7 496.97333),(8 507.96173),(9 512.6602),(10 516.03314),(11 518.2603),(12 512.5567),(13 517.7075),(14 528.22156),(15 538.0419),(16 535.9015),(17 535.75946),(18 526.9122),(19 524.4421),(20 533.4353),(21 518.75616),(22 512.16833),(23 527.2765),(24 521.76996),(25 531.49475),(26 522.0624),(27 519.98676),(28 533.58765),(29 538.57166),(30 540.6163),(31 546.4632),(32 531.2135),(33 531.439),(34 536.63525),(35 530.7611),(36 519.1844),(37 523.3074),(38 521.25244),(39 521.494),(40 524.59015),(41 513.5909),(42 525.63055),(43 531.66345),(44 522.0454),(45 528.9345),(46 527.7442),(47 515.5168),(48 514.4914),(49 518.98047),(50 515.1006),(51 514.1144),(52 508.68875),(53 505.21375),(54 505.98773),(55 510.1839),(56 515.104),(57 509.1921),(58 516),(59 512.87933),(60 516.08234),(61 510.09805),(62 511.62573),(63 529.0117),(64 517.12744),(65 520.09796),(66 520.9636),(67 509.42072),(68 507.64658),(69 531.20795),(70 524.5585),(71 520.9918),(72 521.4958),(73 514.11),(74 512.4894),(75 517.7607),(76 516.20105),(77 516.1374),(78 521.37744),(79 512.295),
(1 351.1892),(2 435.51492),(3 455.36688),(4 469.8149),(5 496.8688),(6 500.50034),(7 508.28516),(8 517.6442),(9 520.81976),(10 523.1385),(11 535.162),(12 526.6047),(13 534.88684),(14 544.47174),(15 546.212),(16 551.2022),(17 549.89514),(18 540.0833),(19 536.2565),(20 542.25977),(21 534.4021),(22 530.2985),(23 539.18805),(24 538.82886),(25 540.5766),(26 537.7815),(27 537.19226),(28 556.7731),(29 555.3085),(30 550.1841),(31 554.5737),(32 534.02637),(33 539.0312),(34 553.10724),(35 538.3245),(36 531.6895),(37 536.2016),(38 529.5),(39 532.0062),(40 538.38684),(41 527.41565),(42 536.03845),(43 532.3099),(44 535.35474),(45 537.9559),(46 532.458),(47 524.14514),(48 528.237),(49 526.8795),(50 518.0761),(51 520.1686),(52 517.85626),(53 510.68793),(54 512.8694),(55 515.0056),(56 516.6036),(57 508.06604),(58 511.90628),(59 518.9129),(60 526.1016),(61 521.7037),(62 522.8055),(63 530.982),(64 521.1911),(65 521.107),(66 528.9221),(67 511.98862),(68 508.14096),(69 530.3044),(70 519.8088),(71 517.3941),(72 520.32477),(73 518.8048),(74 517.41296),(75 527.37634),(76 521.4363),(77 524.98615),(78 529.3065),(79 531.65515),
(1 351.49695),(2 437.89594),(3 466.9144),(4 483.08722),(5 504.03415),(6 502.6746),(7 505.87393),(8 514.71674),(9 514.2551),(10 516.71356),(11 526.1685),(12 526.8369),(13 533.5933),(14 537.56964),(15 541.96405),(16 531.9233),(17 538.29895),(18 541.1471),(19 532.5898),(20 536.96466),(21 530.0228),(22 526.08014),(23 537.22205),(24 531.937),(25 543.98175),(26 535.29974),(27 536.26337),(28 555.58057),(29 544.1325),(30 549.5125),(31 553.36475),(32 543.7148),(33 545.2377),(34 546.2258),(35 533.19653),(36 529.1574),(37 537.22034),(38 531.54047),(39 520.8414),(40 525.83374),(41 525.66205),(42 533.93756),(43 532.9921),(44 530.73145),(45 531.9335),(46 525.9225),(47 518.8832),(48 518.1433),(49 510.2366),(50 502.29654),(51 510.85287),(52 504.17526),(53 501.64874),(54 503.6312),(55 502.23523),(56 504.35767),(57 500.19193),(58 509.41135),(59 517.5242),(60 516.6458),(61 509.61133),(62 504.37622),(63 512.92114),(64 507.09003),(65 508.9606),(66 513.75415),(67 505.16022),(68 504.92548),(69 525.2249),(70 515.49176),(71 515.90424),(72 519.62006),(73 516.6559),(74 508.5143),(75 523.9719),(76 523.5714),(77 522.0726),(78 530.9019),(79 525.3641),
(1 346.84207),(2 428.20264),(3 460.61252),(4 476.4591),(5 495.62506),(6 494.0446),(7 502.65024),(8 517.1623),(9 511.27438),(10 511.5148),(11 528.3381),(12 532.8411),(13 533.1187),(14 539.49646),(15 539.64056),(16 526.3552),(17 536.3743),(18 535.96155),(19 531.8761),(20 532.34674),(21 523.754),(22 528.5394),(23 536.1367),(24 528.9325),(25 520.3938),(26 517.8317),(27 522.6506),(28 545.0667),(29 534.80255),(30 540.46594),(31 538.5105),(32 532.3774),(33 530.9588),(34 538.4893),(35 517.3091),(36 510.56628),(37 517.93243),(38 512.02356),(39 508.65964),(40 506.5896),(41 511.8533),(42 517.44794),(43 516.0829),(44 515.4333),(45 517.4215),(46 513.79486),(47 512.43835),(48 515.7782),(49 511.6807),(50 507.96356),(51 499.84445),(52 500.6984),(53 496.60715),(54 503.96442),(55 504.71945),(56 498.463),(57 499.1177),(58 499.64835),(59 507.1222),(60 516.92645),(61 506.44458),(62 500.83884),(63 511.37097),(64 506.9542),(65 509.79553),(66 523.8622),(67 515.88855),(68 518.8794),(69 535.3843),(70 525.9852),(71 528.5456),(72 531.68475),(73 528.0117),(74 525.29767),(75 543.3746),(76 536.51294),(77 530.9605),(78 538.24725),(79 538.55475),
(1 338.53162),(2 422.34692),(3 453.38843),(4 471.8192),(5 495.17795),(6 496.8794),(7 502.59354),(8 515.21387),(9 507.61063),(10 500.67764),(11 513.6913),(12 516.14014),(13 527.7678),(14 527.3309),(15 532.41785),(16 527.86743),(17 533.55133),(18 534.31165),(19 538.00684),(20 533.6332),(21 525.6726),(22 521.83124),(23 538.01556),(24 529.63715),(25 529.18146),(26 527.7246),(27 525.7231),(28 546.7136),(29 541.19104),(30 542.1487),(31 548.23737),(32 540.239),(33 541.8069),(34 544.1449),(35 528.5381),(36 516.64514),(37 520.3767),(38 513.3962),(39 515.9024),(40 511.4817),(41 517.5066),(42 521.4826),(43 528.4828),(44 520.637),(45 522.9905),(46 519.7715),(47 501.155),(48 508.89346),(49 501.3375),(50 500.0198),(51 504.07397),(52 491.90833),(53 489.03116),(54 497.75412),(55 500.72974),(56 504.8925),(57 503.5147),(58 497.7774),(59 499.0288),(60 509.16412),(61 500.0695),(62 491.5303),(63 503.8304),(64 496.8955),(65 497.39868),(66 507.2564),(67 504.66614),(68 508.61398),(69 531.95807),(70 515.69666),(71 518.56866),(72 520.1683),(73 513.1858),(74 511.19263),(75 520.31085),(76 517.32117),(77 516.0454),(78 521.0847),(79 520.7553),
(1 343.7672),(2 422.71323),(3 455.23297),(4 472.26733),(5 496.7366),(6 498.37808),(7 503.9004),(8 510.56058),(9 503.0584),(10 497.62326),(11 497.59006),(12 509.14896),(13 518.6323),(14 530.9174),(15 535.6759),(16 536.5517),(17 528.6002),(18 529.9272),(19 529.3443),(20 524.92395),(21 515.2556),(22 520.2371),(23 533.607),(24 529.06323),(25 530.7929),(26 528.7414),(27 533.9511),(28 551.4754),(29 544.8449),(30 532.4738),(31 547.1948),(32 538.91156),(33 532.68646),(34 534.30426),(35 516.9984),(36 504.86603),(37 513.93304),(38 511.26245),(39 514.2597),(40 516.6499),(41 513.8816),(42 522.68195),(43 526.4226),(44 522.632),(45 518.9558),(46 515.2876),(47 500.77295),(48 503.43222),(49 507.8408),(50 497.79535),(51 500.50287),(52 496.50995),(53 493.79303),(54 502.28616),(55 498.62598),(56 507.22446),(57 508.8751),(58 504.73486),(59 500.86942),(60 514.92236),(61 507.2849),(62 504.33307),(63 503.92377),(64 501.7494),(65 504.45737),(66 519.0208),(67 511.96997),(68 514.96124),(69 528.90424),(70 510.83603),(71 510.11945),(72 511.9479),(73 507.2035),(74 502.0075),(75 513.1841),(76 515.5877),(77 511.81216),(78 519.29877),(79 514.40094),
(1 336.51004),(2 421.8303),(3 448.91348),(4 461.32376),(5 487.7783),(6 490.43185),(7 504.5574),(8 499.6964),(9 498.14938),(10 495.00177),(11 499.6827),(12 510.26947),(13 522.1829),(14 529.26434),(15 528.89276),(16 535.10266),(17 533.2799),(18 533.025),(19 526.47015),(20 533.3133),(21 518.94147),(22 521.82635),(23 535.20306),(24 529.3736),(25 535.96954),(26 526.6153),(27 529.77905),(28 549.1381),(29 538.9188),(30 530.3822),(31 544.64264),(32 526.87305),(33 522.6829),(34 526.1528),(35 520.20703),(36 515.2345),(37 520.4404),(38 509.77728),(39 514.4712),(40 519.7238),(41 514.56384),(42 510.9686),(43 512.7373),(44 513.2012),(45 506.98334),(46 505.7417),(47 501.48062),(48 497.77878),(49 500.65045),(50 494.81503),(51 498.43036),(52 497.97202),(53 504.00964),(54 504.1985),(55 498.22296),(56 498.72482),(57 507.84515),(58 504.77994),(59 503.4088),(60 506.98587),(61 507.09808),(62 499.70984),(63 499.55667),(64 497.83575),(65 502.5606),(66 513.10583),(67 511.40045),(68 515.2991),(69 536.08856),(70 521.1728),(71 512.26575),(72 518.81067),(73 509.88858),(74 506.87766),(75 521.5474),(76 513.6788),(77 515.92053),(78 516.19727),(79 510.4243),
(1 335.31802),(2 427.2195),(3 448.53955),(4 462.52606),(5 482.78885),(6 484.3036),(7 489.94287),(8 487.55295),(9 478.9244),(10 483.14938),(11 492.2562),(12 504.63306),(13 508.7146),(14 521.556),(15 517.7523),(16 519.4016),(17 514.71466),(18 517.479),(19 514.8212),(20 518.14294),(21 502.2455),(22 510.5298),(23 520.0529),(24 516.73816),(25 520.4387),(26 513.611),(27 513.8699),(28 537.6195),(29 530.7417),(30 523.31006),(31 530.76733),(32 515.8743),(33 505.3967),(34 523.9167),(35 513.4583),(36 506.69836),(37 512.7412),(38 511.73907),(39 500.2547),(40 506.29382),(41 505.43106),(42 511.44647),(43 519.9496),(44 517.0363),(45 511.8835),(46 505.72913),(47 497.9232),(48 489.32797),(49 485.84747),(50 490.91315),(51 493.649),(52 495.05002),(53 489.2212),(54 492.39688),(55 494.10013),(56 498.1109),(57 501.2966),(58 498.5569),(59 505.12823),(60 509.19666),(61 504.28412),(62 498.07095),(63 511.2968),(64 498.26212),(65 498.5017),(66 511.07352),(67 503.67685),(68 505.10245),(69 521.4695),(70 515.5671),(71 513.31134),(72 519.192),(73 513.90405),(74 511.66232),(75 520.7513),(76 513.01996),(77 514.1885),(78 524.2162),(79 520.15826),
(1 330.88846),(2 423.02237),(3 443.75098),(4 457.4992),(5 477.01978),(6 478.72345),(7 485.91687),(8 482.98196),(9 469.95068),(10 476.62106),(11 488.07632),(12 502.27756),(13 503.27325),(14 514.1884),(15 518.7475),(16 518.09485),(17 510.02707),(18 510.90262),(19 502.687),(20 509.96597),(21 494.82315),(22 499.35245),(23 511.29236),(24 509.4934),(25 514.80164),(26 510.1513),(27 507.28778),(28 518.94604),(29 515.172),(30 518.805),(31 522.8048),(32 512.20325),(33 512.9395),(34 521.0576),(35 503.193),(36 487.9357),(37 495.27457),(38 497.6197),(39 493.54474),(40 497.33536),(41 494.74396),(42 503.4217),(43 514.9904),(44 505.0302),(45 499.6654),(46 501.673),(47 491.02612),(48 491.1697),(49 484.3455),(50 484.34424),(51 484.19122),(52 488.06384),(53 487.34793),(54 491.7743),(55 486.1899),(56 491.98053),(57 494.36542),(58 488.34344),(59 489.6967),(60 498.12622),(61 498.75214),(62 489.78336),(63 491.7371),(64 485.29865),(65 480.44022),(66 494.3087),(67 490.1506),(68 492.557),(69 505.30676),(70 493.03568),(71 486.29755),(72 494.8794),(73 481.0432),(74 484.3724),(75 494.06903),(76 485.95526),(77 480.5317),(78 494.98636),(79 492.96582),
(1 331.65973),(2 430.36896),(3 452.73312),(4 464.59518),(5 478.3602),(6 478.81763),(7 483.18353),(8 484.28607),(9 480.6381),(10 481.859),(11 495.7099),(12 498.27698),(13 505.88388),(14 512.2402),(15 518.36053),(16 517.51465),(17 514.02856),(18 508.08133),(19 506.46646),(20 505.59616),(21 498.06097),(22 495.20523),(23 502.06454),(24 500.58368),(25 510.99008),(26 508.22284),(27 501.92624),(28 514.3666),(29 517.5242),(30 521.04944),(31 527.6202),(32 519.0632),(33 516.0386),(34 519.80536),(35 508.39523),(36 494.47095),(37 498.86014),(38 502.0743),(39 505.19345),(40 502.05176),(41 497.0914),(42 505.74023),(43 509.70673),(44 499.5301),(45 499.4527),(46 500.02625),(47 487.02618),(48 493.7767),(49 493.57333),(50 488.39328),(51 494.49887),(52 491.66544),(53 489.83597),(54 493.56384),(55 488.79776),(56 490.84634),(57 496.67352),(58 494.92493),(59 498.2818),(60 501.6995),(61 500.97168),(62 497.39056),(63 504.29486),(64 490.32605),(65 490.64856),(66 501.58878),(67 492.98788),(68 489.83636),(69 512.6025),(70 507.59677),(71 503.55698),(72 506.8049),(73 489.5659),(74 494.98044),(75 501.8963),(76 498.23697),(77 490.9276),(78 504.5977),(79 498.93478),
