1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8373.612),(2 17432.78),(3 25906.27),(4 33319.49),(5 37817.086),(6 41264.113),(7 45245.582),(8 47684.227),(9 50260.188),(10 53162.46),(11 55033.926),(12 56278.504),(13 58155.156),(14 58878.45),(15 59731.766),(16 60260.145),(17 61376.19),(18 62764.26),(19 63516.36),(20 63845.027),(21 64436.543),(22 65351.234),(23 66305.18),(24 67408.49),(25 67279.914),(26 69084.2),(27 70530.445),(28 70636.53),(29 72176.664),(30 73584.18),(31 74227.31),(32 76669.54),(33 78081.805),(34 77821.03),(35 79409.32),(36 79815.41),(37 80294.664),(38 80095.34),(39 80156.25),(40 80420.91),(41 80159.77),(42 81085.234),(43 81848.125),(44 82481.836),(45 82787.82),(46 83470.234),(47 84108.13),(48 85160.55),(49 86301.04),(50 86163.98),(51 87350.734),(52 88335.266),(53 87763.46),(54 88289.41),(55 88640.06),(56 87170.61),(57 88146.69),(58 88076.52),(59 86607.59),(60 86240.3),(61 85648.83),(62 85701.6),(63 87608.49),(64 88650.984),(65 89527.164),(66 89037.1),(67 89543.33),(68 89958.12),(69 89939.3),(70 90329.234),(71 90887.87),(72 90033.34),(73 89697.945),(74 89706.016),(75 89000.945),(76 89686.58),(77 89970.08),(78 88709.56),(79 88622.12),
(1 8269.291),(2 17158.742),(3 25199.758),(4 32211.566),(5 36211.27),(6 38975.7),(7 42564.684),(8 45199.535),(9 47724.8),(10 50611.58),(11 52008.38),(12 53429.203),(13 56959.223),(14 58470.766),(15 59463.79),(16 60224.48),(17 61227.04),(18 62495.566),(19 62581.46),(20 62677.805),(21 63282.938),(22 63771.727),(23 64428.223),(24 65181.297),(25 64168.344),(26 65116.867),(27 66055.94),(28 65748.28),(29 67533.836),(30 69158.71),(31 70199.68),(32 72957.53),(33 74730.2),(34 75148.66),(35 77074.6),(36 77802.25),(37 78551.54),(38 80576.805),(39 81525.86),(40 82775.92),(41 82968.83),(42 84443.34),(43 86087.39),(44 86462.875),(45 87033.52),(46 87913.484),(47 89521.445),(48 91082.734),(49 92804.04),(50 93448.766),(51 95480.76),(52 97442.39),(53 97545.49),(54 98536.01),(55 99455.984),(56 97698.62),(57 97393.195),(58 96852.93),(59 96044.91),(60 96574.93),(61 96299.59),(62 96509.08),(63 97894.52),(64 98875.96),(65 99706.09),(66 98928.63),(67 99855.55),(68 100245.39),(69 99298.62),(70 98460.9),(71 97874.71),(72 95555.44),(73 94620.13),(74 94132.44),(75 93136.39),(76 92849.234),(77 92408.72),(78 91266.2),(79 92346.695),
(1 8838.095),(2 18349.793),(3 27096.676),(4 34835.98),(5 39743.668),(6 43346.766),(7 47474.113),(8 50105.004),(9 53165.8),(10 56292.82),(11 57596.254),(12 58624.574),(13 61050.707),(14 61666.574),(15 62001.508),(16 62150.13),(17 63236.16),(18 64399.566),(19 63968.85),(20 63260.51),(21 63001.492),(22 62257.402),(23 62501.145),(24 63129.367),(25 62882.395),(26 64218.305),(27 64782.88),(28 63638.08),(29 65481.05),(30 67458.84),(31 68563.26),(32 71682.66),(33 73630.78),(34 74299.57),(35 76638.75),(36 77101.87),(37 77883.26),(38 79543.36),(39 80866.34),(40 82574.945),(41 81871.87),(42 83094.73),(43 84561.98),(44 85106.586),(45 85403.58),(46 85902.18),(47 88303.555),(48 89156.195),(49 90336.04),(50 90102.21),(51 91325.24),(52 92514.16),(53 92328.32),(54 93222.82),(55 93874.375),(56 92500.02),(57 92929.086),(58 92834.52),(59 92529.945),(60 92796.07),(61 92016.88),(62 92350.25),(63 94676.375),(64 96556.24),(65 98100.7),(66 97149.59),(67 98714.984),(68 99295.89),(69 98761.96),(70 98252.6),(71 98068.12),(72 96779.375),(73 95913.695),(74 95672.67),(75 95243.266),(76 96486.086),(77 97323.65),(78 96408.39),(79 96744.28),
(1 9184.556),(2 18979.348),(3 28267.563),(4 36120.91),(5 41281.977),(6 45486.387),(7 50027.684),(8 53572.645),(9 56748.926),(10 59398.375),(11 60547.844),(12 61193.824),(13 63537.637),(14 63949.83),(15 64192.254),(16 63988.66),(17 64980.566),(18 66541.76),(19 67281.44),(20 66956.48),(21 67013.54),(22 67126.54),(23 67917.85),(24 68833.91),(25 68101.71),(26 69315.38),(27 70156.98),(28 69951.266),(29 72619.65),(30 75362.695),(31 76533.805),(32 79159.09),(33 81354.03),(34 82011.484),(35 84297.37),(36 84793.484),(37 85626.33),(38 86606.34),(39 87478.47),(40 88624.96),(41 86244.24),(42 86578.914),(43 87123.88),(44 87870.36),(45 87588.34),(46 87566.6),(47 89909.7),(48 90338.77),(49 90970.98),(50 90396.46),(51 92007.086),(52 93703.23),(53 93988.53),(54 95394.734),(55 97021.46),(56 96562.69),(57 97883.8),(58 98553.125),(59 97684.03),(60 97894.7),(61 97228.97),(62 98160.96),(63 101714.53),(64 103816.68),(65 105539.66),(66 103874.54),(67 105743.45),(68 106265.48),(69 104959.94),(70 103740.016),(71 102707.64),(72 101310.32),(73 99729.16),(74 98695.33),(75 97348.47),(76 96950.586),(77 96485.62),(78 94868.2),(79 95667.195),
(1 8472.174),(2 17509.525),(3 26009.443),(4 33454.063),(5 38319.086),(6 42361.07),(7 46423.914),(8 49594.17),(9 52315.836),(10 54790.9),(11 55932),(12 56968.07),(13 58922.055),(14 58981.926),(15 58653.297),(16 57786.188),(17 58556.59),(18 59691.22),(19 60202.313),(20 59698.688),(21 59497.055),(22 59883.133),(23 59868.984),(24 60259.45),(25 59116.188),(26 60628.04),(27 61320.38),(28 60969.797),(29 63032.17),(30 65089.785),(31 66141.3),(32 68916.48),(33 71137.02),(34 72045.12),(35 74401.09),(36 74934.04),(37 75804.25),(38 77568.21),(39 78768.164),(40 80278.53),(41 79003.57),(42 79817.99),(43 80639.555),(44 80312.836),(45 79662.99),(46 79367.65),(47 82567.95),(48 83391.08),(49 84603.69),(50 84707.836),(51 86174.6),(52 88305.766),(53 89430.086),(54 92230.09),(55 94895.16),(56 94246.3),(57 94756.69),(58 95265.18),(59 94799.96),(60 95095.53),(61 94234.52),(62 94466.445),(63 97306.055),(64 98433.164),(65 99841.63),(66 98374.086),(67 99501.3),(68 99260.96),(69 98236.78),(70 96924.42),(71 95915.58),(72 94488.85),(73 93821.98),(74 93296.12),(75 91953.375),(76 91821.83),(77 92107.26),(78 92023.836),(79 93787.25),
(1 9479.408),(2 19770.078),(3 29397.506),(4 36985.39),(5 41679.664),(6 45206.645),(7 49447.883),(8 52884.164),(9 56471.492),(10 60022.598),(11 61847.73),(12 62947.84),(13 65249.754),(14 65155.785),(15 65186.723),(16 65056.203),(17 66561.95),(18 68101.83),(19 67865.07),(20 67062.18),(21 66751.3),(22 66627.41),(23 66359.83),(24 66437.15),(25 64806.246),(26 65758.305),(27 65902.84),(28 64609.21),(29 66177.836),(30 68490.414),(31 69813.34),(32 73151.68),(33 76168.625),(34 77532.69),(35 79974.9),(36 79904.04),(37 80230.305),(38 81634.31),(39 82855.45),(40 84880.31),(41 82994.19),(42 83498.22),(43 84080.76),(44 84298.76),(45 83565.586),(46 83191.8),(47 85802.336),(48 87075.46),(49 88727.055),(50 88977.9),(51 90351.33),(52 92032.164),(53 92343.805),(54 94089.73),(55 95786.06),(56 95621.77),(57 97534.15),(58 98675.516),(59 98020.41),(60 97302.74),(61 95560.766),(62 95355.41),(63 99783.92),(64 101605.41),(65 103294.555),(66 101514.15),(67 103424.46),(68 103918.55),(69 103506.96),(70 102526.766),(71 101871.234),(72 100500.49),(73 100537.164),(74 100887.97),(75 100214.76),(76 100311.54),(77 100350.98),(78 99626.24),(79 101757.69),
(1 9008.337),(2 18803.078),(3 27850.18),(4 35604.95),(5 40557.934),(6 44248.508),(7 48405.254),(8 51574.73),(9 54316.324),(10 56292.15),(11 56725.773),(12 56840.008),(13 58326.227),(14 58199.598),(15 58190.656),(16 57239.81),(17 58161.965),(18 59033.25),(19 59607.438),(20 58771.746),(21 58459.223),(22 58067.895),(23 58023.875),(24 58205.117),(25 56956.055),(26 58839.996),(27 59648.996),(28 59442.457),(29 61106.727),(30 63824.184),(31 65377.652),(32 68504.83),(33 71261.51),(34 72605.91),(35 75094.07),(36 74910.69),(37 75446.4),(38 77583.516),(39 78603.914),(40 80519.79),(41 78653.05),(42 79538.734),(43 80157.29),(44 80126.12),(45 79725.14),(46 79655.12),(47 83155.66),(48 85061.86),(49 87139.664),(50 87868.76),(51 89796.086),(52 91889.766),(53 92556.19),(54 94352.234),(55 96100.36),(56 95656.27),(57 97329.875),(58 98499.08),(59 97847.96),(60 97200.36),(61 95330.914),(62 95048.66),(63 98776.49),(64 100540.68),(65 102066.3),(66 100756.625),(67 103287.96),(68 104258.5),(69 103600.04),(70 102859.41),(71 102454.375),(72 101294.79),(73 100316.47),(74 99733.805),(75 98570.74),(76 98455.76),(77 98332.734),(78 97644.17),(79 99532.8),
(1 9206.959),(2 19203.02),(3 28453.168),(4 36034.5),(5 41232.78),(6 44862.72),(7 48163.316),(8 50327.484),(9 52681.613),(10 54388.96),(11 54393.37),(12 54297.27),(13 55288.35),(14 54629.313),(15 53870.15),(16 52320.43),(17 53601.64),(18 55002.41),(19 57225.85),(20 56949.7),(21 57036.27),(22 57051.848),(23 57506.42),(24 58068.793),(25 56758.52),(26 57966.004),(27 58653.402),(28 57987.59),(29 60115.063),(30 62812.57),(31 64662.78),(32 67771.66),(33 70676.37),(34 72544.38),(35 75496.75),(36 76134.67),(37 77238.56),(38 79932.555),(39 80875.26),(40 82142.34),(41 77585.54),(42 77573.63),(43 77543.23),(44 77645.78),(45 76377.625),(46 75656.52),(47 78138.94),(48 79322.61),(49 80768.14),(50 80924.51),(51 82458.26),(52 84169.93),(53 84917.11),(54 87275.87),(55 89510.23),(56 89097.7),(57 90630.266),(58 91780.125),(59 90502.76),(60 89259.85),(61 86657.41),(62 86577.836),(63 90688.31),(64 92974.32),(65 95316.7),(66 93539.055),(67 95890.805),(68 96558.664),(69 96749.57),(70 96021.6),(71 95467.94),(72 94137.55),(73 92814.72),(74 91865.71),(75 90354.51),(76 90025.58),(77 89701.68),(78 89515.56),(79 92187.086),
(1 7826.4126),(2 16279.379),(3 24257.223),(4 31087.293),(5 35613.85),(6 39059.875),(7 42205.832),(8 44273.336),(9 46443.582),(10 48664.85),(11 49592.684),(12 50365.695),(13 52805.37),(14 53066.55),(15 53174.656),(16 51817.086),(17 52706.105),(18 53690.26),(19 54797.016),(20 54116.4),(21 53770.95),(22 53641.945),(23 54277.184),(24 55109.285),(25 54045.473),(26 54846.793),(27 55125.55),(28 54214.16),(29 55610.68),(30 57587.105),(31 58926.31),(32 61739.273),(33 64059.727),(34 65091.21),(35 67313.5),(36 67564.98),(37 68423.51),(38 71059.695),(39 72554.625),(40 74077.28),(41 71886.695),(42 71985.02),(43 72233.055),(44 72157.805),(45 71449.16),(46 71355.56),(47 75151.516),(48 76757.05),(49 78717.63),(50 79339.95),(51 81229.46),(52 83229.734),(53 84182.61),(54 85812.734),(55 87329.055),(56 86153.02),(57 86879.37),(58 87253.516),(59 87097.69),(60 87558.2),(61 86151.29),(62 86204.766),(63 90171.195),(64 92382.28),(65 94838.305),(66 91684.63),(67 93206.16),(68 93166.63),(69 92862.48),(70 91985.52),(71 91382.17),(72 90151.5),(73 89075.234),(74 88211.97),(75 87542.61),(76 88001.53),(77 88251.63),(78 88244.35),(79 90685.33),
(1 7869.9546),(2 16454.377),(3 24273.887),(4 30825.5),(5 35098.797),(6 38111.035),(7 41353.13),(8 43633.652),(9 46231.01),(10 48482.977),(11 49206.73),(12 49842.313),(13 51511.527),(14 51000.34),(15 50659.965),(16 49448.395),(17 50679.51),(18 51865.74),(19 53436.586),(20 53292.688),(21 53518.176),(22 52934.633),(23 53462.863),(24 54054.9),(25 52776.734),(26 53891.473),(27 54049.184),(28 53203.598),(29 54812.566),(30 57060.73),(31 58470.324),(32 60800.035),(33 62679.426),(34 62904.45),(35 64075.574),(36 63175.203),(37 63244.473),(38 65467.832),(39 65809.61),(40 66222.17),(41 62929.863),(42 62925.63),(43 63297.94),(44 63916.695),(45 63983.094),(46 64362.457),(47 67810.74),(48 69532.23),(49 71463.414),(50 72462.484),(51 74685.16),(52 77080.05),(53 78613.66),(54 80687.49),(55 82750),(56 82131.34),(57 82419.84),(58 82692.945),(59 81799.17),(60 81261.67),(61 79381.6),(62 79374.83),(63 83783.26),(64 86229.62),(65 88712.12),(66 85771.61),(67 87322.11),(68 87095.95),(69 87042.65),(70 86447.25),(71 86134.695),(72 85766.266),(73 85418.03),(74 85240.49),(75 85017.09),(76 85677.36),(77 86264.68),(78 86928),(79 90397.625),
(1 7446.3267),(2 15473.336),(3 22894.621),(4 29277.15),(5 33656.934),(6 37092.035),(7 40643.57),(8 43240.33),(9 45875.773),(10 48064.06),(11 48844.555),(12 49364.973),(13 51293.28),(14 50884.56),(15 50517.758),(16 48992.992),(17 49351.836),(18 50066.285),(19 50237.887),(20 49820.234),(21 49771.4),(22 49541.61),(23 49885.598),(24 50225.168),(25 49821.098),(26 51887.387),(27 52794.38),(28 52445.17),(29 53874.14),(30 55954.77),(31 57136.387),(32 59555.453),(33 61827.617),(34 62641.54),(35 64595.47),(36 64497.332),(37 65039.754),(38 66896.234),(39 67613.9),(40 68603.18),(41 65630.305),(42 65389.555),(43 65327.29),(44 65260.215),(45 64887.617),(46 64754.797),(47 67200.81),(48 67986.39),(49 68943.87),(50 68873.93),(51 70436.05),(52 72338.53),(53 73696.97),(54 75565.38),(55 77210.234),(56 76270.85),(57 76587.516),(58 76978.64),(59 76606.38),(60 76410.95),(61 74832.46),(62 75006.48),(63 79069.945),(64 81639.44),(65 84061.77),(66 82198.04),(67 84142.44),(68 84563.48),(69 84724.055),(70 84381.13),(71 84226.94),(72 83338.11),(73 82710.3),(74 82168.22),(75 81600.82),(76 81610.03),(77 81620.945),(78 81217.05),(79 83183.59),
(1 6734.944),(2 13982.785),(3 20673.43),(4 26604.742),(5 30563.389),(6 33296.62),(7 36321.863),(8 38510.91),(9 40782.965),(10 42783.273),(11 43351.887),(12 43637.21),(13 45276.22),(14 45158.81),(15 45161.36),(16 44185.64),(17 44956.863),(18 45818.348),(19 46535.953),(20 46151.785),(21 46094.945),(22 45920.977),(23 46148.855),(24 46599.33),(25 46120.508),(26 47054.184),(27 47328.918),(28 46807.43),(29 48131.39),(30 49801.05),(31 50845.246),(32 53254.195),(33 55543.438),(34 56391.203),(35 58214.207),(36 58329.145),(37 58985.1),(38 61037.36),(39 61872.69),(40 63171.11),(41 60894.027),(42 60993.023),(43 61207.605),(44 61335.29),(45 60867.71),(46 60677.836),(47 63611.023),(48 64562.65),(49 65774.87),(50 66277.586),(51 68129.34),(52 70076.05),(53 71173.766),(54 72981.66),(55 74965.234),(56 74324.39),(57 74744.71),(58 74894.63),(59 74344.71),(60 74361.44),(61 73141.36),(62 73387.67),(63 77461.555),(64 79507.16),(65 81460.555),(66 79348.734),(67 80732.09),(68 80710.69),(69 80297.64),(70 79995.26),(71 79812.055),(72 79347.73),(73 78789.69),(74 78444.85),(75 78121.02),(76 78255.8),(77 78298.52),(78 78032.37),(79 79956.7),
(1 6760.998),(2 13941.291),(3 20599.441),(4 25656.512),(5 28916.361),(6 31296.143),(7 34396.3),(8 36490.52),(9 38738.504),(10 40897.035),(11 41801.01),(12 42447.043),(13 43825.527),(14 43688.184),(15 43533.875),(16 42938.65),(17 44055.402),(18 45322.543),(19 46194.7),(20 46080.645),(21 46120.633),(22 45975.688),(23 46543.707),(24 47145.08),(25 46584.29),(26 47458.9),(27 48039.313),(28 48013.598),(29 49429.34),(30 50900.754),(31 52074.914),(32 54688.46),(33 57249.77),(34 57660.723),(35 58656.863),(36 58579.53),(37 59033.684),(38 60441.207),(39 61094.793),(40 62196.81),(41 60277.28),(42 60478.813),(43 60842.887),(44 60751.73),(45 60152.656),(46 59781.23),(47 61174.246),(48 62166.848),(49 63292.97),(50 63376.125),(51 64217.12),(52 65027.313),(53 65144.836),(54 65359.016),(55 65929.7),(56 64940.543),(57 65497.867),(58 65555.91),(59 64392.26),(60 63689),(61 62441.258),(62 62556.07),(63 65128.375),(64 66600.82),(65 67983.086),(66 66714.76),(67 67918.305),(68 68263.15),(69 68238.6),(70 67547.46),(71 67082.92),(72 67093.53),(73 66886.07),(74 66844.13),(75 66612.234),(76 67142.33),(77 67430.375),(78 67111.586),(79 68425.266),
(1 6265.0977),(2 12917.072),(3 18823.025),(4 23323.387),(5 26015.004),(6 27855.645),(7 29851.379),(8 31216.914),(9 32707.615),(10 34289.313),(11 35179.83),(12 35837.96),(13 37047.387),(14 37199.363),(15 37357.54),(16 37104.258),(17 37896.113),(18 38790.77),(19 39346.78),(20 39240.508),(21 39316.867),(22 39511.387),(23 40308.2),(24 41197.566),(25 40702.805),(26 40494.816),(27 40283.742),(28 39484.316),(29 40288.74),(30 41071.555),(31 41327.06),(32 43027.18),(33 44632.953),(34 44870.848),(35 45960.15),(36 46266.07),(37 46822.383),(38 48051.047),(39 48434.35),(40 49203.875),(41 47781.016),(42 47745.84),(43 47766.05),(44 47794.867),(45 47526.387),(46 47504.348),(47 48721.27),(48 49652.016),(49 50723.492),(50 51504.83),(51 53197.402),(52 54433.41),(53 54781.758),(54 55534.19),(55 56750.63),(56 56945.824),(57 58563.31),(58 59504.137),(59 59035.49),(60 58953.934),(61 58614.51),(62 58997.176),(63 61440.93),(64 62733.973),(65 63748.64),(66 62530.836),(67 63382.49),(68 63765.08),(69 63751.824),(70 63729.797),(71 63631.85),(72 63027.4),(73 62421.633),(74 62139.65),(75 61659.17),(76 62180.348),(77 62305.21),(78 61837.766),(79 63275.195),
(1 5951.046),(2 12232.019),(3 17859.375),(4 22148.777),(5 24747.785),(6 26570.014),(7 28597.158),(8 30003.592),(9 31197.76),(10 32597.305),(11 33287.273),(12 33774.445),(13 35443.53),(14 35784.297),(15 36276.188),(16 35973.074),(17 36439.695),(18 37136.188),(19 38132.91),(20 38340.313),(21 38781.38),(22 38715.82),(23 39365.86),(24 40019.668),(25 39772.17),(26 40032.176),(27 40065.58),(28 39293.086),(29 39935.55),(30 40908.242),(31 41182.734),(32 42361.645),(33 43398.836),(34 43227.207),(35 43803.97),(36 43734.168),(37 43945.16),(38 45532.35),(39 46053.027),(40 46735.547),(41 45859.746),(42 46090.832),(43 46586.777),(44 46744.1),(45 46792.348),(46 47030.98),(47 48323.633),(48 49509.5),(49 50840.703),(50 51454.547),(51 52337.188),(52 53377.52),(53 53825.5),(54 54528.73),(55 55434.04),(56 55208.598),(57 56246.41),(58 56718.543),(59 55840.656),(60 55302.04),(61 54573.57),(62 54407.83),(63 55901.977),(64 56527.6),(65 57110.29),(66 56382.652),(67 57083.074),(68 57266.86),(69 57101.03),(70 57085.04),(71 57231.453),(72 56817.79),(73 56736.434),(74 56911.133),(75 56774.473),(76 56903.523),(77 57108.15),(78 56483.816),(79 57598.61),
(1 5529.6724),(2 11334.47),(3 16504.486),(4 20317.285),(5 22582.953),(6 24322.504),(7 26428.879),(8 28036.627),(9 29604.68),(10 31184.477),(11 31874.996),(12 32378.469),(13 33445.01),(14 33891.043),(15 34373.598),(16 34453.434),(17 34844.766),(18 35436.695),(19 36079.703),(20 36688.84),(21 37350.695),(22 37275.23),(23 37461.54),(24 37644.25),(25 37155.227),(26 37536.152),(27 37804.28),(28 37329.293),(29 37926.895),(30 38492.52),(31 38541.668),(32 39261.81),(33 40051.926),(34 39946.36),(35 41112.426),(36 41400.94),(37 41758.64),(38 42879.008),(39 43456.6),(40 44407.305),(41 43356.098),(42 43320.566),(43 43423.938),(44 43517.633),(45 43474.367),(46 43623.414),(47 44599.836),(48 45421.33),(49 46365.313),(50 46514.086),(51 47126.35),(52 47709.785),(53 47761.125),(54 48126.934),(55 48777.19),(56 48149.11),(57 48818.137),(58 49256.414),(59 48676.152),(60 48372.816),(61 47780.81),(62 47916.7),(63 49040.117),(64 49775.418),(65 50547.293),(66 50103.008),(67 50620.313),(68 50615.73),(69 50174.258),(70 49682.55),(71 49368.293),(72 48863.39),(73 48553.36),(74 48533.207),(75 48246.918),(76 48520.465),(77 48675.203),(78 48257.19),(79 49434.76),
(1 5419.7446),(2 11143.08),(3 16447.516),(4 20481.992),(5 22841.162),(6 24561.371),(7 26768.17),(8 28315.729),(9 29873.496),(10 31279.87),(11 31952.918),(12 32377.172),(13 33339.152),(14 33551.344),(15 33824.28),(16 33913.367),(17 34309.703),(18 34760.242),(19 34583.54),(20 34811.176),(21 35200.734),(22 35341.715),(23 35893.527),(24 36478.125),(25 36391.207),(26 36863.285),(27 37050.3),(28 36583.598),(29 36928.617),(30 37336.61),(31 37355.69),(32 38176.47),(33 38919.176),(34 38880.38),(35 39905.008),(36 40019.063),(37 40159.12),(38 40696.223),(39 40866.316),(40 41438.902),(41 40554.207),(42 40481.43),(43 40518.875),(44 40512.2),(45 40479.58),(46 40650.457),(47 41788.98),(48 42724.953),(49 43841.47),(50 44297.598),(51 45086.945),(52 45741.94),(53 45802.03),(54 46573.402),(55 47635.664),(56 47779.09),(57 48656.35),(58 49049.47),(59 48886.54),(60 49226.89),(61 49237.023),(62 49635.82),(63 50093.293),(64 50723.355),(65 51199.17),(66 49960.773),(67 50306.293),(68 50309.043),(69 50338.207),(70 49977.37),(71 49811.887),(72 49067.13),(73 48651.625),(74 48370.29),(75 47805.12),(76 47986.816),(77 47969.945),(78 47200.168),(79 47632.656),
(1 5173.3403),(2 10695.668),(3 15702.371),(4 19487.871),(5 21695.453),(6 23322.922),(7 25362.143),(8 26682.33),(9 27644.209),(10 28432.15),(11 28764.125),(12 28922.871),(13 30153.248),(14 30534.367),(15 30804.037),(16 30571.201),(17 30629),(18 31017.34),(19 30926.66),(20 30865.578),(21 30929.877),(22 30515.506),(23 31035.646),(24 31623.074),(25 31637.18),(26 32069.316),(27 32045.799),(28 31486.867),(29 32058.496),(30 32840.348),(31 33010.09),(32 34099.87),(33 34979.094),(34 35252.31),(35 36309.457),(36 36672.133),(37 37082.633),(38 38160.465),(39 39000.19),(40 40133.51),(41 39695.31),(42 39748.805),(43 40124.83),(44 40217.688),(45 40360.89),(46 40638.72),(47 41424.227),(48 42125.883),(49 42983.723),(50 43217.39),(51 43672.324),(52 44223.535),(53 44281.027),(54 44774.766),(55 45383.652),(56 45071.3),(57 45740.484),(58 45938.605),(59 45725),(60 45922.586),(61 45788.457),(62 45850.7),(63 46586.082),(64 47004.574),(65 47491.184),(66 46089.133),(67 46159.797),(68 46181.56),(69 46053.93),(70 45883.9),(71 45884.625),(72 44880.723),(73 44899.984),(74 45025.434),(75 44536.125),(76 44774.04),(77 44845.39),(78 44426.76),(79 45359.6),
