1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40173.285),(2 59327.168),(3 63209.395),(4 129802),(5 178342.8),(6 200947),(7 278958.1),(8 339069.1),(9 341649.78),(10 404024.34),(11 440746.4),(12 421515.84),(13 472070.4),(14 500362.84),(15 484845.5),(16 548007.44),(17 593204.9),(18 597602.4),(19 680620.7),(20 722281.3),(21 745746.7),(22 842088.56),(23 892628),(24 887842.8),(25 956123.75),(26 980622.5),(27 951084.2),(28 1000072),(29 1005537.2),(30 957209.3),(31 999473.8),(32 1016367.3),(33 982875.8),(34 1035682.56),(35 1061630),(36 1030776.25),(37 1087084.5),(38 1121037.4),(39 1093235.9),(40 1147317.6),(41 1176437.6),(42 1140313.9),(43 1179016.4),(44 1247983.8),(45 1237205.9),(46 1299208.9),(47 1368103.1),(48 1359788.5),(49 1418699.4),(50 1479724),(51 1481471),(52 1562784.5),(53 1661780.6),(54 1696170.6),(55 1810062.9),(56 1942017.5),(57 2020565.1),(58 2162971.3),(59 2310451),(60 2392991),(61 2552730),(62 2731805.8),(63 2824690),(64 2996769.3),(65 3146773.3),(66 3244013.3),(67 3400432),(68 3558014.8),(69 3615504.8),(70 3761264.8),(71 3901540),(72 3991144),(73 4139342.8),(74 4293979),(75 4390830.5),(76 4545927.5),(77 4696364),(78 4771223.5),(79 4893865),
(1 316.7428),(2 442.0493),(3 521.2596),(4 564.16925),(5 592.0771),(6 614.73175),(7 625.6579),(8 653.9679),(9 663.2949),(10 684.6802),(11 698.1784),(12 706.66125),(13 725.4183),(14 726.3154),(15 736.74023),(16 736.25),(17 744.6703),(18 760.34247),(19 778.2359),(20 790.0896),(21 798.8097),(22 798.5623),(23 807.38),(24 810.7468),(25 822.7394),(26 834.14526),(27 836.3144),(28 837.00366),(29 832.70325),(30 834.42914),(31 845.5286),(32 835.1079),(33 831.1112),(34 832.438),(35 834.43164),(36 831.2305),(37 840.5331),(38 852.9494),(39 851.03674),(40 840.1667),(41 847.67664),(42 841.9084),(43 850.70294),(44 849.0992),(45 853.9426),(46 848.5493),(47 853.9144),(48 859.36194),(49 865.4561),(50 873.36163),(51 865.6345),(52 873.4928),(53 882.6978),(54 879.07416),(55 878.29236),(56 885.24005),(57 888.5295),(58 901.82404),(59 899.305),(60 892.82806),(61 894.066),(62 892.43695),(63 900.9984),(64 905.41406),(65 907.232),(66 901.6626),(67 897.8723),(68 904.4105),(69 895.98425),(70 895.17975),(71 897.94916),(72 886.2049),(73 881.9769),(74 887.2234),(75 885.8897),(76 875.0481),(77 876.2958),(78 874.21454),(79 874.2),
(1 313.21573),(2 441.4899),(3 521.571),(4 562.827),(5 591.2713),(6 609.1017),(7 619.96014),(8 644.2181),(9 660.8609),(10 672.0345),(11 690.88965),(12 702.18134),(13 710.44684),(14 717.4004),(15 733.4093),(16 737.77155),(17 740.8849),(18 751.1258),(19 761.66534),(20 772.9565),(21 780.1728),(22 783.8529),(23 792.47845),(24 792.53076),(25 798.10815),(26 804.82654),(27 811.19806),(28 813.426),(29 818.1454),(30 810.0646),(31 809.4962),(32 805.7339),(33 806.0417),(34 804.3514),(35 806.9832),(36 809.62646),(37 812.9699),(38 812.78314),(39 817.52405),(40 817.577),(41 820.0526),(42 815.5906),(43 824.52716),(44 829.52576),(45 838.0966),(46 842.9328),(47 841.18604),(48 837.3201),(49 835.642),(50 843.31885),(51 842.6455),(52 847.7963),(53 851.37714),(54 838.9539),(55 845.6872),(56 850.9405),(57 853.0253),(58 849.8338),(59 853.01184),(60 862.04114),(61 867.54675),(62 873.0337),(63 874.59296),(64 871.22876),(65 864.5491),(66 865.3587),(67 865.7969),(68 869.03064),(69 861.77765),(70 866.7845),(71 870.2627),(72 870.7819),(73 873.08453),(74 873.8216),(75 873.99866),(76 875.6063),(77 866.9379),(78 865.92645),(79 867.2656),
(1 303.52682),(2 432.23615),(3 510.55878),(4 552.7875),(5 585.3886),(6 607.4615),(7 616.60077),(8 641.9912),(9 657.411),(10 669.26025),(11 687.04443),(12 696.10535),(13 707.7962),(14 708.2947),(15 720.03625),(16 723.0887),(17 720.63696),(18 726.74384),(19 739.0623),(20 747.306),(21 751.17957),(22 762.95636),(23 773.59),(24 781.2671),(25 797.8885),(26 805.68317),(27 813.89087),(28 818.6081),(29 822.1564),(30 814.231),(31 815.67365),(32 813.41644),(33 817.41504),(34 813.212),(35 809.45715),(36 802.608),(37 804.3017),(38 817.2897),(39 821.8645),(40 825.1691),(41 828.53845),(42 825.7448),(43 832.2647),(44 834.04254),(45 842.6005),(46 841.56525),(47 846.3264),(48 840.92236),(49 839.87305),(50 839.05066),(51 843.5404),(52 849.1886),(53 858.37274),(54 851.2315),(55 841.02606),(56 849.77014),(57 845.02094),(58 841.165),(59 841.6387),(60 836.08105),(61 832.1847),(62 833.6945),(63 835.74384),(64 829.71234),(65 823.7203),(66 827.57074),(67 822.19995),(68 830.8829),(69 828.5607),(70 827.8243),(71 837.17773),(72 836.3444),(73 838.2568),(74 835.32184),(75 838.0945),(76 839.4887),(77 841.03534),(78 845.01715),(79 846.99335),
(1 305.9868),(2 427.73468),(3 503.60367),(4 546.74133),(5 576.3631),(6 595.3378),(7 613.1918),(8 635.42865),(9 642.1706),(10 660.6697),(11 680.02545),(12 693.33386),(13 704.0861),(14 710.26135),(15 724.5832),(16 727.2489),(17 725.7691),(18 735.4316),(19 742.79553),(20 751.9925),(21 758.1055),(22 767.87946),(23 780.27325),(24 786.7837),(25 795.90967),(26 801.6745),(27 811.15704),(28 806.4856),(29 801.1126),(30 800.71387),(31 808.9276),(32 802.11835),(33 801.17706),(34 801.54803),(35 795.7933),(36 787.4064),(37 794.4194),(38 801.63354),(39 809.1926),(40 818.33575),(41 821.9176),(42 821.44946),(43 820.84344),(44 819.73236),(45 824.2581),(46 826.6669),(47 833.60675),(48 831.3118),(49 834.07776),(50 836.9931),(51 834.23206),(52 840.73016),(53 851.67834),(54 858.8256),(55 857.7501),(56 862.1143),(57 862.38965),(58 857.83795),(59 853.25934),(60 844.204),(61 841.57886),(62 843.1198),(63 844.56934),(64 845.55),(65 838.95245),(66 839.5268),(67 841.648),(68 842.75195),(69 836.047),(70 830.1147),(71 835.98175),(72 842.4358),(73 840.82733),(74 832.16644),(75 826.03375),(76 825.6049),(77 823.3285),(78 825.1953),(79 828.13257),
(1 300.234),(2 419.40244),(3 495.03525),(4 539.12134),(5 572.2479),(6 595.9292),(7 620.00507),(8 644.57385),(9 654.4084),(10 666.8141),(11 675.5971),(12 683.49445),(13 689.072),(14 697.00024),(15 704.7172),(16 711.6176),(17 712.96234),(18 722.4571),(19 733.34125),(20 743.92847),(21 750.0841),(22 748.01013),(23 751.8792),(24 760.4014),(25 763.9),(26 763.9259),(27 772.0765),(28 773.4303),(29 767.72815),(30 772.91565),(31 775.3677),(32 771.2057),(33 770.794),(34 778.2228),(35 773.6569),(36 763.8498),(37 767.45734),(38 777.95825),(39 788.07916),(40 789.63586),(41 790.0265),(42 790.6719),(43 781.38965),(44 781.35815),(45 786.9066),(46 794.3504),(47 795.8364),(48 799.0389),(49 803.01654),(50 810.9873),(51 817.04675),(52 821.001),(53 833.9602),(54 844.7712),(55 843.9633),(56 855.05566),(57 855.45734),(58 852.0982),(59 844.41516),(60 834.9179),(61 836.5355),(62 827.27045),(63 824.31067),(64 823.4383),(65 816.5491),(66 815.76556),(67 813.6217),(68 819.2434),(69 824.07166),(70 818.52136),(71 819.3629),(72 822.2099),(73 812.90955),(74 801.6752),(75 805.30334),(76 802.05066),(77 800.00366),(78 797.21094),(79 795.7998),
(1 288.0364),(2 402.88345),(3 479.317),(4 521.74304),(5 553.5454),(6 574.3352),(7 602.7531),(8 630.8346),(9 642.13837),(10 659.68494),(11 672.95325),(12 678.19055),(13 682.12213),(14 688.03046),(15 700.5681),(16 705.1773),(17 708.01416),(18 710.08453),(19 706.10156),(20 708.39),(21 714.79663),(22 710.549),(23 716.6422),(24 722.3714),(25 720.2376),(26 719.6464),(27 731.2637),(28 737.59424),(29 737.6668),(30 744.4217),(31 741.2914),(32 733.14136),(33 739.9762),(34 745.74854),(35 746.0692),(36 748.036),(37 751.0356),(38 755.92615),(39 766.1012),(40 773.97736),(41 772.8317),(42 771.4416),(43 777.3709),(44 773.5359),(45 777.9306),(46 781.0535),(47 791.00415),(48 789.8314),(49 788.2326),(50 794.3575),(51 799.8658),(52 797.9302),(53 805.0674),(54 807.2998),(55 801.5647),(56 802.3756),(57 803.57465),(58 805.13763),(59 800.2197),(60 800.6715),(61 799.57007),(62 802.9063),(63 806.8511),(64 806.9475),(65 798.2624),(66 799.2143),(67 792.98584),(68 800.0212),(69 798.15405),(70 792.94025),(71 785.0588),(72 782.8073),(73 780.27216),(74 771.24),(75 769.6864),(76 768.0566),(77 759.5126),(78 767.2176),(79 766.5814),
(1 292.98688),(2 405.37012),(3 480.03085),(4 526.3083),(5 555.5667),(6 582.77795),(7 606.2808),(8 637.6982),(9 646.2282),(10 658.3342),(11 659.95123),(12 670.6598),(13 678.0251),(14 684.7066),(15 699.1784),(16 700.403),(17 698.0327),(18 690.94946),(19 702.23334),(20 701.4548),(21 706.72266),(22 707.4054),(23 716.3466),(24 717.9288),(25 713.814),(26 717.806),(27 729.9095),(28 731.1217),(29 732.3917),(30 736.0859),(31 734.6912),(32 733.40106),(33 735.0905),(34 739.3583),(35 739.03265),(36 746.18274),(37 747.28986),(38 762.6182),(39 776.8328),(40 776.2226),(41 776.2168),(42 775.4191),(43 781.91455),(44 782.3984),(45 794.5493),(46 790.1565),(47 792.7391),(48 789.8382),(49 790.06744),(50 792.63324),(51 789.5519),(52 785.15466),(53 786.0612),(54 783.8749),(55 785.05194),(56 795.32605),(57 793.1668),(58 795.35547),(59 793.50995),(60 793.5152),(61 800.92694),(62 804.18304),(63 811.1242),(64 814.60645),(65 814.3261),(66 812.986),(67 811.0607),(68 823.4629),(69 815.5391),(70 815.0661),(71 804.30475),(72 806.9538),(73 805.207),(74 803.61804),(75 808.7247),(76 810.4648),(77 813.1081),(78 817.6465),(79 820.8834),
(1 287.82846),(2 400.26114),(3 470.8924),(4 511.45255),(5 538.00287),(6 560.9379),(7 588.01764),(8 611.27985),(9 619.28094),(10 624.9009),(11 632.3115),(12 640.9159),(13 646.01215),(14 648.79224),(15 658.8077),(16 662.6823),(17 665.76996),(18 664.4123),(19 667.67224),(20 671.39655),(21 672.1665),(22 671.52637),(23 686.069),(24 686.705),(25 697.3617),(26 696.637),(27 695.4024),(28 686.8474),(29 687.7562),(30 686.9904),(31 689.26825),(32 696.4902),(33 698.76184),(34 705.2553),(35 709.7624),(36 720.6146),(37 727.7184),(38 734.7089),(39 743.32336),(40 743.35095),(41 750.60614),(42 745.42975),(43 744.64355),(44 749.60034),(45 746.6109),(46 748.0074),(47 749.26306),(48 743.76355),(49 745.0641),(50 743.3966),(51 744.1034),(52 743.4591),(53 736.74054),(54 732.5557),(55 732.1276),(56 735.2097),(57 737.499),(58 746.5008),(59 749.1459),(60 756.3248),(61 760.7218),(62 766.627),(63 775.91345),(64 782.495),(65 782.0997),(66 789.2671),(67 782.9396),(68 779.2879),(69 781.4507),(70 777.4427),(71 777.71246),(72 778.804),(73 771.1262),(74 766.2528),(75 772.91113),(76 771.2168),(77 780.19836),(78 781.829),(79 782.73425),
(1 283.83765),(2 390.6947),(3 462.80246),(4 508.97305),(5 541.46326),(6 569.1219),(7 595.058),(8 619.81036),(9 634.328),(10 641.44275),(11 650.23016),(12 656.8613),(13 659.62494),(14 658.58813),(15 666.8774),(16 660.5653),(17 665.7115),(18 669.2198),(19 672.27954),(20 675.83154),(21 673.5178),(22 683.398),(23 694.5661),(24 703.39685),(25 707.86194),(26 714.27264),(27 717.76154),(28 714.20325),(29 712.7577),(30 713.3589),(31 712.2245),(32 715.62134),(33 716.66583),(34 723.1907),(35 733.00287),(36 735.43317),(37 736.9341),(38 749.59625),(39 754.2203),(40 758.77936),(41 765.9931),(42 774.9607),(43 772.51056),(44 778.1114),(45 780.4664),(46 780.63947),(47 786.0726),(48 788.11206),(49 790.93286),(50 789.9194),(51 788.3585),(52 784.3536),(53 781.14655),(54 779.1065),(55 774.4385),(56 783.3885),(57 779.41034),(58 781.98895),(59 783.1605),(60 781.12646),(61 791.2147),(62 794.834),(63 804.2837),(64 806.34894),(65 809.4253),(66 807.16736),(67 807.3498),(68 803.91724),(69 795.5687),(70 793.07776),(71 797.278),(72 783.1379),(73 779.817),(74 777.0757),(75 779.1137),(76 776.4302),(77 776.1078),(78 781.59216),(79 780.26544),
(1 284.1414),(2 398.3838),(3 468.15173),(4 518.5172),(5 546.68787),(6 569.0543),(7 585.6291),(8 607.19775),(9 617.9255),(10 626.68524),(11 634.2476),(12 638.771),(13 640.7732),(14 642.42505),(15 654.3237),(16 651.26697),(17 660.6365),(18 668.662),(19 663.368),(20 665.5156),(21 663.8803),(22 670.4975),(23 683.09906),(24 692.1443),(25 693.9009),(26 704.9522),(27 706.27094),(28 702.36127),(29 700.00085),(30 700.5754),(31 710.5314),(32 706.98627),(33 714.5497),(34 723.6516),(35 723.345),(36 723.5701),(37 724.7612),(38 734.5688),(39 741.98145),(40 744.59546),(41 751.58856),(42 758.8772),(43 760.61676),(44 756.562),(45 753.18854),(46 753.6742),(47 758.794),(48 757.8516),(49 757.5609),(50 749.97144),(51 746.6252),(52 749.93036),(53 760.8127),(54 759.5656),(55 758.60065),(56 756.98145),(57 765.4198),(58 758.88275),(59 763.7275),(60 763.03455),(61 770.43524),(62 779.2371),(63 776.442),(64 775.55707),(65 774.7102),(66 780.4884),(67 775.44794),(68 776.3681),(69 773.0062),(70 769.50934),(71 763.7578),(72 757.09576),(73 758.7713),(74 751.2375),(75 760.0615),(76 759.4727),(77 759.93823),(78 766.38617),(79 768.835),
(1 280.24335),(2 383.65063),(3 456.78168),(4 500.36615),(5 530.0826),(6 553.5995),(7 574.6548),(8 601.9635),(9 607.94507),(10 620.4565),(11 630.3052),(12 640.8861),(13 643.44666),(14 641.14935),(15 655.4634),(16 655.0258),(17 656.37317),(18 663.5996),(19 668.34955),(20 672.48987),(21 679.23065),(22 679.9662),(23 696.7752),(24 698.85364),(25 697.9911),(26 699.1875),(27 703.18054),(28 696.92645),(29 690.84546),(30 688.184),(31 692.8571),(32 697.36633),(33 696.5934),(34 700.5633),(35 698.02826),(36 694.0436),(37 697.9982),(38 708.1488),(39 713.4245),(40 711.0639),(41 713.05365),(42 713.9945),(43 713.1143),(44 717.5207),(45 717.60944),(46 714.47473),(47 715.2071),(48 725.28217),(49 730.4613),(50 729.9408),(51 730.0735),(52 732.17883),(53 743.0101),(54 742.32745),(55 747.83936),(56 745.51935),(57 744.44147),(58 737.20996),(59 734.8971),(60 736.9029),(61 741.3814),(62 742.98334),(63 737.61414),(64 742.00806),(65 741.01764),(66 743.5728),(67 737.74133),(68 740.745),(69 734.4061),(70 724.81213),(71 726.1816),(72 722.91797),(73 725.61285),(74 730.10065),(75 736.16016),(76 730.94586),(77 734.9923),(78 731.41675),(79 734.73395),
(1 276.2297),(2 372.19308),(3 442.43274),(4 484.0703),(5 515.8068),(6 538.60565),(7 556.4075),(8 585.4378),(9 586.8281),(10 595.18604),(11 610.2095),(12 616.11566),(13 628.6571),(14 627.5005),(15 634.8829),(16 640.5457),(17 643.6005),(18 654.9512),(19 657.2113),(20 660.3128),(21 666.45465),(22 676.0882),(23 688.1658),(24 699.0075),(25 698.86536),(26 701.0112),(27 705.56885),(28 711.60785),(29 710.1987),(30 708.1192),(31 712.08105),(32 716.8378),(33 722.1854),(34 721.70544),(35 719.05835),(36 719.99896),(37 728.0082),(38 736.6435),(39 738.0505),(40 735.94916),(41 743.9825),(42 733.4245),(43 731.12946),(44 727.73126),(45 727.3308),(46 729.6126),(47 731.68164),(48 737.4225),(49 734.9813),(50 742.32086),(51 739.77435),(52 740.1173),(53 751.09143),(54 745.063),(55 742.97546),(56 741.2541),(57 737.641),(58 736.70245),(59 730.2944),(60 728.84503),(61 735.50366),(62 741.9269),(63 745.4055),(64 755.6887),(65 756.8063),(66 762.76196),(67 761.37805),(68 753.7608),(69 750.06244),(70 743.51166),(71 741.1592),(72 740.0814),(73 738.2914),(74 745.5547),(75 749.49695),(76 747.26324),(77 743.8509),(78 744.64935),(79 750.72534),
(1 272.98434),(2 367.69016),(3 434.08606),(4 482.98804),(5 512.74994),(6 535.1449),(7 553.4997),(8 575.2878),(9 583.1417),(10 588.6481),(11 596.5889),(12 601.3393),(13 613.5775),(14 616.24194),(15 633.15204),(16 636.02185),(17 638.6309),(18 644.326),(19 641.65686),(20 643.01245),(21 642.86115),(22 653.231),(23 655.45465),(24 662.61694),(25 662.1571),(26 667.3385),(27 676.965),(28 688.26526),(29 695.9068),(30 698.2005),(31 697.80304),(32 704.2143),(33 707.1384),(34 704.2791),(35 709.6404),(36 710.397),(37 709.4517),(38 717.5592),(39 722.88257),(40 727.37),(41 729.28015),(42 730.3733),(43 727.7682),(44 724.35077),(45 725.89),(46 721.4942),(47 723.1831),(48 730.4232),(49 732.6433),(50 734.75745),(51 740.4617),(52 744.02686),(53 739.8774),(54 733.2306),(55 731.15607),(56 721.4955),(57 719.462),(58 717.40076),(59 715.24756),(60 714.11053),(61 715.2063),(62 721.73096),(63 724.4245),(64 728.7495),(65 727.66547),(66 727.0807),(67 725.20575),(68 727.7608),(69 723.5404),(70 721.3828),(71 723.7346),(72 722.8926),(73 727.86694),(74 736.58673),(75 734.0497),(76 730.569),(77 732.656),(78 734.4945),(79 731.1126),
(1 267.92474),(2 370.07773),(3 435.82285),(4 479.29718),(5 504.10272),(6 525.9397),(7 543.64923),(8 569.3009),(9 575.9578),(10 593.145),(11 598.15125),(12 606.76556),(13 616.1704),(14 622.33514),(15 630.0925),(16 630.0937),(17 635.3928),(18 640.842),(19 639.7653),(20 640.75464),(21 640.5558),(22 646.596),(23 654.4054),(24 657.6326),(25 658.9386),(26 665.55725),(27 673.88086),(28 680.56604),(29 687.29974),(30 686.66125),(31 691.6825),(32 692.2002),(33 692.6222),(34 693.134),(35 688.3958),(36 689.0599),(37 691.27435),(38 692.91394),(39 689.7189),(40 692.476),(41 695.30035),(42 692.7888),(43 688.19),(44 685.7137),(45 683.2088),(46 681.5596),(47 684.99677),(48 688.09143),(49 692.305),(50 694.47577),(51 700.18054),(52 693.4416),(53 697.87585),(54 689.4384),(55 684.2612),(56 686.2079),(57 685.23694),(58 693.12604),(59 692.57513),(60 696.263),(61 694.24976),(62 692.97473),(63 689.23694),(64 695.6115),(65 695.52936),(66 699.7941),(67 703.32275),(68 705.6776),(69 698.8072),(70 697.3797),(71 699.86896),(72 696.46594),(73 701.61615),(74 709.2267),(75 715.6319),(76 715.279),(77 713.3715),(78 716.7129),(79 713.45056),
(1 260.8561),(2 355.0545),(3 423.2204),(4 462.74805),(5 485.89072),(6 509.70056),(7 525.43),(8 548.88367),(9 553.9437),(10 569.6026),(11 580.86365),(12 582.5187),(13 587.6346),(14 597.57605),(15 600.6099),(16 601.6269),(17 610.13495),(18 616.0693),(19 621.8724),(20 630.50116),(21 630.4612),(22 637.42377),(23 642.2415),(24 650.53046),(25 649.6319),(26 662.1179),(27 661.7564),(28 667.3247),(29 669.86035),(30 666.10205),(31 657.4038),(32 655.6641),(33 657.3453),(34 661.7505),(35 661.65875),(36 664.9791),(37 672.7551),(38 675.56635),(39 680.70746),(40 678.4917),(41 683.06885),(42 679.3131),(43 679.7438),(44 676.5136),(45 675.10254),(46 674.88947),(47 666.89746),(48 668.2539),(49 676.90906),(50 677.012),(51 676.57684),(52 680.7819),(53 688.62695),(54 680.3815),(55 680.2709),(56 672.3791),(57 675.45197),(58 675.26526),(59 677.94965),(60 682.0533),(61 676.3562),(62 674.92847),(63 674.9852),(64 674.11),(65 675.764),(66 681.07587),(67 681.45734),(68 687.902),(69 688.8201),(70 684.3227),(71 685.04065),(72 682.99817),(73 686.7542),(74 689.60376),(75 691.3277),(76 695.3154),(77 696.18243),(78 701.32654),(79 710.0884),
(1 262.52756),(2 360.93692),(3 426.24677),(4 468.41525),(5 489.27423),(6 510.71213),(7 531.0383),(8 560.0426),(9 566.6576),(10 579.1824),(11 584.7374),(12 590.9814),(13 597.6791),(14 596.55396),(15 597.15015),(16 604.3494),(17 607.84015),(18 611.3161),(19 612.3012),(20 613.34625),(21 625.3809),(22 631.2374),(23 646.53046),(24 649.6116),(25 653.39197),(26 655.6262),(27 654.045),(28 657.888),(29 660.97656),(30 661.5244),(31 657.66205),(32 661.9991),(33 664.3452),(34 663.7853),(35 665.49036),(36 671.41473),(37 672.07666),(38 679.4742),(39 680.2961),(40 683.9931),(41 682.53955),(42 684.55),(43 682.9988),(44 679.90295),(45 682.72076),(46 686.8185),(47 683.6878),(48 689.014),(49 689.62933),(50 686.2288),(51 686.1644),(52 686.0739),(53 699.1462),(54 695.65424),(55 701.27106),(56 699.5832),(57 696.8284),(58 694.6782),(59 701.4484),(60 697.23035),(61 689.1331),(62 686.56464),(63 688.9192),(64 684.95905),(65 684.26666),(66 688.4977),(67 695.46924),(68 701.33606),(69 702.219),(70 698.49054),(71 696.65216),(72 695.2897),(73 687.3857),(74 685.0109),(75 686.5421),(76 683.1501),(77 682.8732),(78 687.8584),(79 694.49005),
(1 258.86328),(2 355.8353),(3 417.32544),(4 449.9023),(5 478.6912),(6 496.68423),(7 515.2802),(8 536.6606),(9 545.82874),(10 559.1967),(11 572.2807),(12 575.4111),(13 583.0983),(14 581.8968),(15 590.5908),(16 593.2973),(17 608.3162),(18 607.76935),(19 610.03235),(20 614.56946),(21 620.0355),(22 628.1503),(23 640.0724),(24 643.21246),(25 648.2298),(26 652.7809),(27 656.2325),(28 663.9238),(29 666.36975),(30 671.0051),(31 668.9062),(32 675.18146),(33 677.0101),(34 673.97974),(35 682.6502),(36 684.5157),(37 677.0583),(38 681.1046),(39 685.61694),(40 685.3523),(41 682.78613),(42 679.4233),(43 674.31244),(44 679.0552),(45 681.4475),(46 681.0903),(47 676.1214),(48 677.6177),(49 678.00146),(50 670.3252),(51 673.6862),(52 673.6338),(53 690.973),(54 686.1098),(55 690.6874),(56 690.4755),(57 684.98956),(58 688.3554),(59 689.68646),(60 689.7145),(61 690.5088),(62 693.6252),(63 697.5239),(64 700.3315),(65 702.94525),(66 704.00543),(67 701.6931),(68 707.8759),(69 703.5643),(70 699.70874),(71 694.2142),(72 696.0416),(73 684.99963),(74 684.68585),(75 683.75653),(76 676.6383),(77 676.644),(78 679.27747),(79 687.94446),
(1 250.05153),(2 345.65952),(3 402.6305),(4 433.86923),(5 456.94287),(6 475.3398),(7 494.71335),(8 519.7296),(9 530.9877),(10 544.5701),(11 561.7521),(12 563.30695),(13 566.4153),(14 565.93115),(15 572.5039),(16 583.2069),(17 581.06635),(18 589.4976),(19 590.6404),(20 596.69745),(21 604.1415),(22 609.34125),(23 624.37177),(24 626.83563),(25 632.0758),(26 629.9217),(27 635.86743),(28 639.43146),(29 639.0606),(30 636.42084),(31 638.3434),(32 643.2029),(33 645.66925),(34 641.9396),(35 644.0093),(36 643.5628),(37 639.24005),(38 643.74146),(39 650.42487),(40 646.90546),(41 644.61096),(42 638.55676),(43 642.2573),(44 649.0965),(45 645.9921),(46 645.6636),(47 647.50696),(48 648.49884),(49 652.9028),(50 647.32886),(51 654.0389),(52 656.3303),(53 665.79205),(54 668.1293),(55 669.4142),(56 673.9913),(57 673.9542),(58 676.81854),(59 677.7084),(60 676.94305),(61 673.11066),(62 672.10785),(63 671.02875),(64 667.20026),(65 664.25824),(66 663.09375),(67 661.31824),(68 663.0423),(69 660.6577),(70 662.86597),(71 661.2884),(72 659.42303),(73 650.8266),(74 650.67004),(75 647.5653),(76 646.89417),(77 640.9358),(78 649.60986),(79 653.05023),
