1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 47693.88),(2 141478.5),(3 269680),(4 409453.47),(5 549559.44),(6 704620.8),(7 858526.44),(8 1016330.3),(9 1178977.3),(10 1298552.6),(11 1421897),(12 1547745.4),(13 1679927.9),(14 1832995.5),(15 2009994),(16 2191165.5),(17 2375563.8),(18 2594225.8),(19 2792058.3),(20 2970968.8),(21 3154965.8),(22 3354606),(23 3551340),(24 3799103.8),(25 4004179.8),(26 4242181),(27 4480794.5),(28 4713793.5),(29 5021627.5),(30 5347252),(31 5690096),(32 6048704.5),(33 6352188.5),(34 6612949.5),(35 6834186.5),(36 7044068),(37 7222724.5),(38 7375629.5),(39 7549180),(40 7742970.5),(41 7900038.5),(42 8003388),(43 8081390.5),(44 8082346.5),(45 7986646),(46 7856226.5),(47 7743100.5),(48 7649967.5),(49 7532644.5),(50 7425095.5),(51 7333355.5),(52 7310210.5),(53 7287327.5),(54 7353583.5),(55 7430749.5),(56 7526961.5),(57 7569826),(58 7612549.5),(59 7692142),(60 7723306.5),(61 7876788.5),(62 8042872),(63 8178599.5),(64 8432006),(65 8634553),(66 8863755),(67 9127219),(68 9467304),(69 9669472),(70 10035317),(71 10527551),(72 10958767),(73 11314825),(74 11657471),(75 12126867),(76 12565509),(77 12982941),(78 13465099),(79 13792127),
(1 139.64021),(2 168.66298),(3 186.78386),(4 194.96523),(5 199.40547),(6 203.3125),(7 204.5054),(8 208.86346),(9 210.4228),(10 210.24797),(11 211.14326),(12 214.44385),(13 215.42174),(14 217.45193),(15 217.69003),(16 216.45216),(17 218.43163),(18 219.21756),(19 218.48135),(20 216.96875),(21 215.80582),(22 217.50389),(23 218.65417),(24 218.55864),(25 222.41934),(26 221.01326),(27 217.76001),(28 218.25876),(29 220.55324),(30 217.95953),(31 218.23619),(32 215.78203),(33 216.42769),(34 217.29465),(35 219.33842),(36 220.66559),(37 219.60536),(38 220.28154),(39 219.69107),(40 221.8678),(41 222.37645),(42 220.89262),(43 220.57452),(44 222.98244),(45 224.45404),(46 226.89006),(47 226.14134),(48 225.80205),(49 224.66342),(50 223.85838),(51 224.18304),(52 225.79239),(53 226.5667),(54 224.81305),(55 224.57274),(56 223.55211),(57 223.50166),(58 227.10594),(59 228.77931),(60 227.42126),(61 227.81776),(62 228.69807),(63 224.66048),(64 226.56383),(65 225.25352),(66 224.87387),(67 224.17326),(68 223.5803),(69 221.85144),(70 224.64299),(71 224.55702),(72 226.89627),(73 226.48486),(74 228.16002),(75 227.51294),(76 228.96498),(77 229.49455),(78 229.75232),(79 227.36484),
(1 136.78793),(2 165.54181),(3 183.07086),(4 190.62672),(5 194.9579),(6 201.86375),(7 205.4574),(8 209.09595),(9 210.88806),(10 212.72246),(11 212.37114),(12 216.93869),(13 217.4555),(14 217.20331),(15 215.21535),(16 218.41609),(17 218.24997),(18 216.91483),(19 214.8666),(20 212.59827),(21 213.93459),(22 213.97397),(23 214.74168),(24 212.62518),(25 214.09488),(26 215.23215),(27 216.08656),(28 218.96542),(29 217.7813),(30 215.3789),(31 213.27805),(32 214.68762),(33 217.80327),(34 220.26744),(35 219.20323),(36 218.59543),(37 220.10886),(38 219.69713),(39 221.58875),(40 222.37733),(41 219.74835),(42 220.69667),(43 221.44162),(44 224.45021),(45 224.26617),(46 225.45454),(47 226.39352),(48 227.82281),(49 227.21657),(50 226.30852),(51 224.96852),(52 225.58687),(53 225.74747),(54 228.07106),(55 227.36693),(56 225.10577),(57 219.95334),(58 224.4451),(59 225.48666),(60 225.94472),(61 223.7502),(62 225.24583),(63 225.8168),(64 223.14885),(65 225.97398),(66 225.191),(67 221.99107),(68 225.15558),(69 225.29683),(70 225.03891),(71 227.2395),(72 229.9953),(73 232.55034),(74 230.90546),(75 232.4569),(76 235.36253),(77 235.0272),(78 233.35542),(79 234.00304),
(1 135.36375),(2 163.55283),(3 182.30954),(4 190.38008),(5 195.59792),(6 198.76283),(7 202.867),(8 204.0742),(9 206.69183),(10 211.25378),(11 210.53581),(12 212.19879),(13 212.81766),(14 214.66344),(15 215.19673),(16 217.6062),(17 215.6851),(18 217.85934),(19 214.36876),(20 214.3616),(21 216.18456),(22 214.71143),(23 214.12552),(24 211.21533),(25 212.82469),(26 213.92113),(27 214.84666),(28 216.0984),(29 215.03775),(30 214.99226),(31 215.66345),(32 216.70729),(33 216.209),(34 217.37083),(35 216.63626),(36 216.8119),(37 218.52972),(38 221.5997),(39 216.23997),(40 216.99704),(41 216.96976),(42 216.22362),(43 214.5781),(44 218.82286),(45 219.46863),(46 220.36955),(47 222.8127),(48 223.95514),(49 219.37627),(50 219.68047),(51 218.6224),(52 218.25813),(53 216.59735),(54 221.47084),(55 220.88445),(56 221.88176),(57 220.8141),(58 221.74648),(59 222.76418),(60 221.61818),(61 222.38782),(62 221.4565),(63 222.60114),(64 222.01295),(65 223.75694),(66 222.89536),(67 219.86076),(68 218.65596),(69 218.14917),(70 221.33154),(71 225.35075),(72 226.31412),(73 227.11136),(74 227.28477),(75 226.09479),(76 226.15009),(77 229.98938),(78 230.97061),(79 230.51901),
(1 136.8606),(2 164.16455),(3 179.06436),(4 186.56726),(5 190.30835),(6 195.93243),(7 199.75647),(8 202.21988),(9 207.41595),(10 209.833),(11 211.78015),(12 213.945),(13 217.12753),(14 221.04546),(15 220.85332),(16 219.0848),(17 219.61821),(18 218.30618),(19 215.04393),(20 216.04054),(21 217.37561),(22 217.19093),(23 215.94221),(24 216.12442),(25 217.51347),(26 215.63634),(27 214.3605),(28 213.09866),(29 214.73274),(30 214.46289),(31 216.05406),(32 215.36879),(33 215.30215),(34 215.50989),(35 214.39594),(36 216.24258),(37 217.58488),(38 215.03885),(39 216.69159),(40 218.61073),(41 216.87271),(42 217.923),(43 215.83876),(44 218.75534),(45 219.41757),(46 217.98323),(47 216.81905),(48 216.12115),(49 216.24438),(50 215.47722),(51 215.92252),(52 218.23785),(53 219.92085),(54 221.34006),(55 219.21524),(56 217.98132),(57 216.21658),(58 217.26486),(59 218.14677),(60 217.0524),(61 216.76906),(62 219.29591),(63 216.59322),(64 217.22296),(65 217.87772),(66 216.62646),(67 215.88167),(68 215.99013),(69 216.96107),(70 220.56087),(71 221.21815),(72 223.7172),(73 224.51987),(74 227.651),(75 224.87473),(76 225.80623),(77 224.39516),(78 226.36182),(79 224.81636),
(1 134.60712),(2 161.6448),(3 177.57149),(4 186.53023),(5 192.56482),(6 194.81082),(7 198.09677),(8 200.42738),(9 203.00812),(10 207.5096),(11 205.3395),(12 210.11769),(13 211.6033),(14 213.82294),(15 210.97218),(16 211.12564),(17 213.23247),(18 214.01427),(19 211.26335),(20 210.80656),(21 211.96294),(22 213.81967),(23 213.43027),(24 212.77682),(25 214.06577),(26 211.83028),(27 213.70749),(28 213.97571),(29 213.87663),(30 210.29193),(31 210.16374),(32 210.44652),(33 212.5472),(34 211.84785),(35 211.0842),(36 210.01886),(37 213.01686),(38 213.84741),(39 213.46898),(40 214.78255),(41 217.9655),(42 218.37177),(43 214.77547),(44 217.45273),(45 214.71552),(46 215.91249),(47 215.92691),(48 218.62317),(49 218.42586),(50 216.60425),(51 217.46524),(52 218.18483),(53 219.73851),(54 218.74025),(55 216.96126),(56 214.89897),(57 217.56023),(58 220.33885),(59 221.41035),(60 220.3999),(61 219.85892),(62 217.9768),(63 219.9859),(64 220.95634),(65 221.45003),(66 223.9653),(67 222.57785),(68 220.4526),(69 220.0147),(70 222.62477),(71 222.81491),(72 224.95473),(73 227.44902),(74 227.26952),(75 227.192),(76 227.59477),(77 228.1401),(78 229.25374),(79 225.36317),
(1 131.64043),(2 162.31952),(3 174.62749),(4 183.53679),(5 188.90169),(6 191.85295),(7 194.70656),(8 197.55609),(9 201.93724),(10 205.96701),(11 205.53752),(12 206.75204),(13 209.32568),(14 210.85909),(15 211.64957),(16 207.27888),(17 207.60236),(18 211.84366),(19 212.0046),(20 210.78499),(21 210.54716),(22 211.62328),(23 209.76779),(24 211.64061),(25 211.27504),(26 210.49072),(27 208.32173),(28 208.30714),(29 208.52098),(30 204.19786),(31 206.07538),(32 206.41441),(33 208.84003),(34 208.57404),(35 207.79161),(36 205.56987),(37 207.46169),(38 208.15245),(39 212.18594),(40 210.76393),(41 211.41035),(42 212.28987),(43 210.19693),(44 212.5377),(45 211.45068),(46 215.2961),(47 215.46002),(48 216.80542),(49 217.947),(50 217.99261),(51 217.90569),(52 215.68427),(53 216.28143),(54 215.44662),(55 214.95764),(56 213.50621),(57 215.16954),(58 215.01723),(59 216.11981),(60 216.67693),(61 215.28821),(62 215.54314),(63 212.68591),(64 216.83763),(65 217.61096),(66 215.51437),(67 216.38608),(68 217.22267),(69 216.0938),(70 216.81044),(71 217.77524),(72 220.54819),(73 221.62785),(74 221.28352),(75 220.60608),(76 221.51955),(77 222.01003),(78 223.18872),(79 224.13603),
(1 129.53815),(2 156.66516),(3 171.52507),(4 178.88087),(5 184.79765),(6 188.50581),(7 190.01271),(8 190.78061),(9 192.92859),(10 195.85529),(11 194.90254),(12 197.73036),(13 200.07495),(14 202.3007),(15 200.58484),(16 199.38797),(17 204.06804),(18 200.63846),(19 198.06541),(20 198.89305),(21 199.58174),(22 201.61795),(23 199.55058),(24 198.18082),(25 199.65163),(26 204.08281),(27 201.5364),(28 200.58),(29 198.9754),(30 201.40909),(31 202.15279),(32 201.95734),(33 202.51875),(34 203.18831),(35 202.3718),(36 201.0347),(37 202.3936),(38 203.6906),(39 206.3492),(40 204.96475),(41 203.6412),(42 204.23068),(43 202.56854),(44 203.03912),(45 206.19508),(46 208.53185),(47 207.41376),(48 206.43791),(49 206.42558),(50 206.73781),(51 205.86249),(52 207.15985),(53 207.20384),(54 206.86906),(55 206.2113),(56 204.20627),(57 206.36676),(58 207.01906),(59 209.0097),(60 209.74567),(61 209.19206),(62 209.25435),(63 206.74777),(64 207.92607),(65 207.50525),(66 207.22765),(67 206.31819),(68 207.65141),(69 210.45218),(70 212.83359),(71 213.39366),(72 213.76399),(73 215.52426),(74 216.93877),(75 215.79036),(76 217.77542),(77 216.66826),(78 218.68564),(79 218.43405),
(1 129.64258),(2 156.37482),(3 171.08447),(4 181.8712),(5 188.14099),(6 188.71031),(7 192.96968),(8 193.9563),(9 198.05519),(10 200.9131),(11 201.76358),(12 203.55176),(13 203.91063),(14 204.65508),(15 204.08838),(16 207.73134),(17 206.79913),(18 206.16875),(19 202.37166),(20 205.52661),(21 203.99515),(22 202.61388),(23 200.7475),(24 201.23788),(25 200.77391),(26 203.74536),(27 203.74394),(28 202.21733),(29 202.34688),(30 204.86044),(31 206.08914),(32 205.25076),(33 206.68967),(34 205.57687),(35 205.97195),(36 206.98386),(37 206.69662),(38 205.16658),(39 208.59474),(40 213.34023),(41 209.54259),(42 209.46024),(43 207.37735),(44 207.84659),(45 207.89978),(46 211.47105),(47 211.73232),(48 212.69473),(49 209.71625),(50 211.69324),(51 208.7748),(52 210.41524),(53 211.30453),(54 213.44849),(55 210.73824),(56 210.16464),(57 209.66869),(58 211.80936),(59 213.86836),(60 214.19826),(61 213.0736),(62 212.3802),(63 211.13678),(64 212.70549),(65 212.45662),(66 209.16765),(67 208.47862),(68 210.96056),(69 210.9353),(70 210.0632),(71 213.02444),(72 212.30408),(73 214.43544),(74 215.7546),(75 216.88512),(76 221.2278),(77 222.10814),(78 220.55365),(79 217.04384),
(1 127.10699),(2 152.69409),(3 170.48375),(4 178.79457),(5 183.33258),(6 186.28653),(7 187.49614),(8 189.60919),(9 190.96149),(10 196.2693),(11 196.44823),(12 198.34726),(13 195.94962),(14 199.67445),(15 199.38469),(16 198.35521),(17 199.85898),(18 201.2115),(19 200.05252),(20 198.50793),(21 198.35143),(22 197.78642),(23 197.58046),(24 198.1079),(25 199.22939),(26 199.66786),(27 199.51868),(28 199.466),(29 199.84482),(30 198.40741),(31 199.9117),(32 198.84749),(33 200.67459),(34 203.79247),(35 203.35992),(36 203.16066),(37 201.56456),(38 203.43214),(39 201.46062),(40 203.33177),(41 202.35591),(42 205.86005),(43 204.68428),(44 203.59247),(45 205.6123),(46 206.14809),(47 203.50615),(48 206.02608),(49 203.22757),(50 206.79993),(51 207.82346),(52 205.19417),(53 207.64195),(54 206.23804),(55 206.98784),(56 207.48584),(57 207.3257),(58 208.85947),(59 207.11053),(60 209.16931),(61 208.9278),(62 207.93939),(63 209.45924),(64 210.4358),(65 210.72523),(66 208.57765),(67 209.73006),(68 208.75813),(69 208.89992),(70 211.5844),(71 210.72324),(72 211.39609),(73 213.23572),(74 212.80943),(75 216.52916),(76 215.70653),(77 217.02444),(78 214.66554),(79 217.24362),
(1 127.75292),(2 153.3922),(3 167.42244),(4 175.19148),(5 178.7155),(6 185.34988),(7 187.48938),(8 190.87074),(9 193.02892),(10 196.0391),(11 197.5326),(12 199.2092),(13 202.49574),(14 204.82973),(15 201.73389),(16 202.55693),(17 203.58781),(18 202.95515),(19 201.63474),(20 202.2886),(21 200.23045),(22 199.37383),(23 200.79082),(24 199.63385),(25 202.51343),(26 202.13948),(27 202.90437),(28 201.6275),(29 202.64578),(30 201.81454),(31 202.93819),(32 200.70973),(33 203.63948),(34 205.34616),(35 205.54703),(36 202.59657),(37 202.5996),(38 203.39507),(39 203.7296),(40 202.44948),(41 200.66383),(42 202.08511),(43 202.81482),(44 202.74174),(45 201.00418),(46 205.67126),(47 202.55324),(48 201.51714),(49 202.78365),(50 208.4),(51 207.11801),(52 206.71317),(53 206.44713),(54 204.6435),(55 203.28947),(56 204.79471),(57 204.80133),(58 204.25114),(59 205.83965),(60 205.26756),(61 205.67569),(62 204.94641),(63 203.52345),(64 203.47247),(65 204.5014),(66 205.57756),(67 205.13322),(68 206.60458),(69 204.30084),(70 207.82588),(71 207.99307),(72 209.10818),(73 209.7272),(74 209.78668),(75 211.78366),(76 211.22737),(77 211.9665),(78 217.1121),(79 215.84824),
(1 121.49407),(2 147.38289),(3 161.91647),(4 168.21823),(5 173.63783),(6 176.54189),(7 178.13846),(8 181.28922),(9 184.84148),(10 185.93071),(11 186.46431),(12 187.62761),(13 188.26053),(14 190.12679),(15 187.94872),(16 190.65834),(17 191.47046),(18 192.57828),(19 191.49893),(20 192.15404),(21 190.53085),(22 189.88837),(23 190.0219),(24 192.03345),(25 191.62),(26 192.71613),(27 192.1429),(28 192.3072),(29 191.48706),(30 188.8078),(31 187.6898),(32 187.46896),(33 187.6374),(34 190.90941),(35 190.04784),(36 191.27621),(37 191.54128),(38 191.22015),(39 191.07167),(40 191.098),(41 191.41693),(42 193.75821),(43 191.91702),(44 194.3592),(45 192.9543),(46 195.99335),(47 192.37494),(48 196.26384),(49 195.67055),(50 198.19736),(51 198.35167),(52 197.99483),(53 196.3322),(54 195.60892),(55 195.21323),(56 194.41623),(57 196.90703),(58 196.9848),(59 197.70155),(60 200.10527),(61 200.44128),(62 198.63744),(63 198.33049),(64 197.91983),(65 197.31859),(66 199.50073),(67 198.94962),(68 202.18571),(69 202.12985),(70 199.21828),(71 201.36053),(72 202.1679),(73 202.93253),(74 203.56813),(75 203.89735),(76 204.73517),(77 205.6117),(78 206.52924),(79 206.76617),
(1 122.5211),(2 146.06279),(3 162.12518),(4 169.1268),(5 173.19215),(6 177.34314),(7 180.72557),(8 180.22977),(9 182.8224),(10 189.08575),(11 188.82597),(12 189.11505),(13 188.51718),(14 189.90813),(15 190.66537),(16 190.46104),(17 189.17134),(18 190.41191),(19 188.39294),(20 189.78397),(21 190.0532),(22 189.14809),(23 191.42963),(24 191.96216),(25 193.90443),(26 192.99579),(27 193.88724),(28 193.1602),(29 193.23613),(30 193.39272),(31 192.50804),(32 192.14441),(33 192.7981),(34 196.62666),(35 196.92175),(36 197.9279),(37 199.07697),(38 197.47815),(39 195.80124),(40 197.91284),(41 198.13083),(42 198.7765),(43 197.66821),(44 197.48466),(45 196.12148),(46 200.51321),(47 199.02208),(48 201.37419),(49 198.94829),(50 199.39874),(51 198.801),(52 198.99843),(53 197.39896),(54 197.3823),(55 196.97478),(56 192.55748),(57 195.73695),(58 198.10106),(59 199.17876),(60 199.7997),(61 197.43085),(62 196.88097),(63 194.77162),(64 198.78973),(65 198.3407),(66 197.62169),(67 196.9955),(68 198.3396),(69 197.88766),(70 197.94156),(71 197.1574),(72 199.09796),(73 201.79482),(74 202.07251),(75 201.62556),(76 203.70766),(77 205.07057),(78 206.37297),(79 207.39775),
(1 119.01463),(2 144.41185),(3 160.33719),(4 166.87312),(5 173.44482),(6 177.54195),(7 180.91916),(8 180.60962),(9 184.28499),(10 188.28513),(11 190.54802),(12 190.49231),(13 191.68933),(14 192.45311),(15 192.15898),(16 193.69194),(17 191.1979),(18 190.00145),(19 189.98592),(20 187.59344),(21 186.97914),(22 188.3751),(23 188.52365),(24 185.48389),(25 191.39145),(26 191.98624),(27 191.04219),(28 192.3172),(29 192.50089),(30 192.2017),(31 193.85606),(32 193.04712),(33 191.78564),(34 193.82355),(35 193.0624),(36 192.95192),(37 193.7519),(38 195.92131),(39 193.94106),(40 193.8378),(41 195.01347),(42 194.84729),(43 193.87991),(44 194.35558),(45 195.92818),(46 196.82623),(47 196.21376),(48 196.77371),(49 196.9345),(50 198.99551),(51 195.41258),(52 199.61594),(53 198.60345),(54 196.43608),(55 197.90231),(56 195.28326),(57 195.45491),(58 198.56718),(59 199.27525),(60 198.74742),(61 197.38013),(62 200.18947),(63 199.04128),(64 199.999),(65 198.44304),(66 198.3246),(67 197.35658),(68 197.40793),(69 198.29398),(70 198.33992),(71 201.68697),(72 201.93921),(73 201.77086),(74 202.68205),(75 202.8136),(76 204.1509),(77 204.70952),(78 206.13248),(79 205.9917),
(1 122.87566),(2 147.38524),(3 161.91669),(4 169.93364),(5 174.62326),(6 180.81044),(7 179.51848),(8 181.39586),(9 182.02264),(10 183.6593),(11 186.15694),(12 190.29445),(13 191.77036),(14 191.12373),(15 193.376),(16 191.87573),(17 190.90475),(18 191.45935),(19 190.82289),(20 191.42473),(21 189.70163),(22 190.83418),(23 191.02008),(24 189.31802),(25 192.44983),(26 191.88275),(27 190.5341),(28 188.27927),(29 188.42305),(30 187.49728),(31 189.71623),(32 190.85715),(33 192.87697),(34 194.58136),(35 194.48245),(36 194.57019),(37 194.48724),(38 193.01031),(39 192.0192),(40 193.72214),(41 194.48479),(42 196.42792),(43 196.12694),(44 196.21964),(45 195.0106),(46 198.39551),(47 195.35944),(48 193.1309),(49 193.13753),(50 192.31096),(51 193.0352),(52 192.78677),(53 194.19351),(54 193.41167),(55 193.05087),(56 192.4744),(57 194.64102),(58 196.37059),(59 198.21884),(60 198.21138),(61 197.98723),(62 197.31128),(63 196.65402),(64 195.18063),(65 197.0859),(66 197.73299),(67 198.08632),(68 195.92036),(69 195.40813),(70 196.83801),(71 196.47499),(72 199.16269),(73 199.8099),(74 198.26825),(75 198.91336),(76 200.9979),(77 203.2944),(78 204.7207),(79 204.31769),
(1 120.130196),(2 144.00343),(3 157.38286),(4 166.42555),(5 172.37251),(6 175.25763),(7 177.30669),(8 177.73337),(9 179.14653),(10 183.24368),(11 183.04663),(12 186.77461),(13 187.02722),(14 186.18613),(15 184.40779),(16 186.37099),(17 185.33864),(18 186.90678),(19 186.07678),(20 185.03513),(21 185.02635),(22 186.10661),(23 183.54584),(24 183.94867),(25 183.9209),(26 186.93623),(27 187.65276),(28 189.23233),(29 186.03096),(30 185.18207),(31 186.01413),(32 185.2122),(33 187.45638),(34 186.82689),(35 186.6729),(36 188.52739),(37 187.9371),(38 185.43886),(39 187.50865),(40 188.49683),(41 190.65544),(42 190.09375),(43 190.76385),(44 192.15912),(45 193.2019),(46 194.15338),(47 190.48894),(48 189.48283),(49 188.4246),(50 191.30322),(51 192.03429),(52 191.6061),(53 190.08176),(54 192.5731),(55 193.41748),(56 190.72685),(57 191.91025),(58 192.19978),(59 194.7162),(60 196.95317),(61 195.88219),(62 194.58495),(63 194.73665),(64 191.76534),(65 193.8335),(66 193.07112),(67 192.18051),(68 194.06783),(69 191.96913),(70 190.92583),(71 193.24086),(72 194.7506),(73 197.17836),(74 198.61299),(75 198.8882),(76 198.27179),(77 197.08482),(78 201.56093),(79 202.01463),
(1 115.85899),(2 139.86333),(3 153.65872),(4 161.12837),(5 167.44707),(6 170.51353),(7 171.86893),(8 172.74834),(9 172.40009),(10 175.76065),(11 177.2043),(12 178.39316),(13 180.4443),(14 180.9906),(15 181.38353),(16 184.17944),(17 182.40561),(18 182.49185),(19 179.62161),(20 180.27153),(21 179.39299),(22 181.71524),(23 181.53288),(24 182.15416),(25 183.18404),(26 185.86821),(27 183.55238),(28 184.52734),(29 184.00536),(30 183.71017),(31 182.4482),(32 183.65065),(33 184.13191),(34 185.57579),(35 186.06314),(36 187.05614),(37 186.8726),(38 185.18178),(39 183.9978),(40 186.93547),(41 187.2147),(42 186.86606),(43 188.1681),(44 188.08438),(45 187.9873),(46 188.39662),(47 185.8703),(48 186.33685),(49 186.6361),(50 188.61865),(51 185.43756),(52 187.23492),(53 186.84999),(54 187.0196),(55 185.91449),(56 185.45975),(57 186.19113),(58 188.31184),(59 188.44917),(60 190.39594),(61 190.69151),(62 189.83575),(63 188.26353),(64 187.23314),(65 188.49368),(66 190.42679),(67 189.6124),(68 189.65187),(69 190.99403),(70 191.69516),(71 193.26253),(72 193.0679),(73 193.31349),(74 195.47316),(75 193.51347),(76 194.80948),(77 195.55193),(78 197.81068),(79 196.49802),
(1 115.28792),(2 139.23096),(3 152.1076),(4 157.60802),(5 161.58621),(6 164.32922),(7 166.76283),(8 168.66565),(9 171.62859),(10 174.5048),(11 174.82991),(12 179.5958),(13 178.31705),(14 180.66113),(15 177.37863),(16 179.8949),(17 179.11478),(18 179.46574),(19 176.9574),(20 178.39401),(21 178.49268),(22 177.43875),(23 179.6365),(24 176.7111),(25 177.12396),(26 178.80963),(27 177.97952),(28 179.47754),(29 176.84297),(30 177.32182),(31 178.1156),(32 178.19403),(33 180.12135),(34 182.77977),(35 182.71495),(36 183.06198),(37 181.33302),(38 181.35754),(39 178.7257),(40 178.84146),(41 178.59251),(42 180.12851),(43 180.84422),(44 180.73746),(45 181.01022),(46 181.79329),(47 179.77559),(48 180.0528),(49 180.62204),(50 181.68842),(51 180.68509),(52 181.33185),(53 182.23557),(54 183.88585),(55 182.65117),(56 181.32675),(57 181.08955),(58 183.75488),(59 184.3714),(60 184.14127),(61 186.76122),(62 184.73834),(63 184.36845),(64 182.034),(65 183.24362),(66 184.7122),(67 184.37051),(68 184.72618),(69 183.09894),(70 185.59612),(71 184.52406),(72 186.86708),(73 189.12636),(74 189.53828),(75 185.70972),(76 188.21964),(77 189.9327),(78 191.86588),(79 190.0149),
