1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 875.9052),(2 963.983),(3 999.6699),(4 1042.9266),(5 1065.3647),(6 1089.6361),(7 1102.7174),(8 1103.8872),(9 1125.3262),(10 1124.6027),(11 1155.0844),(12 1156.4105),(13 1158.8337),(14 1175.645),(15 1194.2289),(16 1189.0216),(17 1180.301),(18 1210.5785),(19 1212.2166),(20 1224.2855),(21 1218.281),(22 1229.6671),(23 1228.689),(24 1244.0977),(25 1247.6036),(26 1253.9844),(27 1270.0463),(28 1263.9434),(29 1276.0499),(30 1284.2235),(31 1292.6523),(32 1296.9108),(33 1295.6823),(34 1312.0128),(35 1312.1294),(36 1309.4314),(37 1332.8761),(38 1334.7385),(39 1342.2596),(40 1347.6581),(41 1348.9442),(42 1360.7441),(43 1368.6566),(44 1357.4658),(45 1357.0023),(46 1356.7683),(47 1364.3613),(48 1353.1211),(49 1356.141),(50 1359.4376),(51 1346.3105),(52 1350.6344),(53 1364.2317),(54 1344.1609),(55 1350.9331),(56 1336.6759),(57 1325.7584),(58 1322.2444),(59 1336.0118),(60 1319.8777),(61 1323.3893),(62 1313.0966),(63 1321.7069),(64 1298.8164),(65 1304.0138),(66 1295.9181),(67 1297.4595),(68 1314.6976),(69 1319.3319),(70 1310.0311),(71 1294.0687),(72 1306.5409),(73 1274.5773),(74 1261.9095),(75 1273.331),(76 1283.6749),(77 1278.8018),(78 1281.2501),(79 1269.7133),
(1 856.9845),(2 941.11035),(3 988.47626),(4 1018.09564),(5 1063.9497),(6 1074.4014),(7 1088.2931),(8 1108.3596),(9 1117.8837),(10 1116.6362),(11 1148.9603),(12 1143.4214),(13 1151.9973),(14 1169.799),(15 1179.8563),(16 1182.7909),(17 1157.1638),(18 1180.2783),(19 1182.1425),(20 1208.5927),(21 1189.0276),(22 1187.7914),(23 1203.0735),(24 1202.9976),(25 1218.163),(26 1223.7809),(27 1228.1866),(28 1230.5426),(29 1239.6334),(30 1250.9656),(31 1256.3903),(32 1258.3568),(33 1272.2412),(34 1276.2977),(35 1286.4011),(36 1291.7126),(37 1310.1119),(38 1299.3489),(39 1305.6483),(40 1313.4408),(41 1302.7021),(42 1324.0934),(43 1338.4852),(44 1317.1904),(45 1327.3274),(46 1316.8602),(47 1316.6279),(48 1319.3892),(49 1310.5277),(50 1323.925),(51 1324.3093),(52 1302.9865),(53 1322.1608),(54 1302.0942),(55 1299.1139),(56 1289.3744),(57 1274.9535),(58 1276.8391),(59 1273.1421),(60 1266.8243),(61 1261.9211),(62 1263.8828),(63 1282.6808),(64 1278.7834),(65 1247.7964),(66 1254.1495),(67 1248.4928),(68 1269.3046),(69 1279.4014),(70 1267.3275),(71 1255.9487),(72 1250.2996),(73 1246.5874),(74 1224.6364),(75 1232.7959),(76 1235.0311),(77 1242.5996),(78 1245.4513),(79 1238.6382),
(1 829.68744),(2 919.6087),(3 957.87915),(4 1013.3378),(5 1037.7677),(6 1048.9769),(7 1067.123),(8 1092.7739),(9 1096.7474),(10 1096.2458),(11 1126.2208),(12 1134.3252),(13 1133.9937),(14 1144.4961),(15 1148.058),(16 1147.4768),(17 1138.509),(18 1152.6989),(19 1164.2388),(20 1167.5852),(21 1154.9454),(22 1160.6974),(23 1175.6802),(24 1196.0088),(25 1181.1141),(26 1217.9142),(27 1220.7135),(28 1213.6908),(29 1229.1703),(30 1235.0549),(31 1231.7667),(32 1238.0181),(33 1247.1014),(34 1259.0354),(35 1272.7012),(36 1258.4379),(37 1279.3606),(38 1266.9718),(39 1267.7285),(40 1282.4836),(41 1295.7389),(42 1297.6487),(43 1291.0408),(44 1285.6029),(45 1294.3212),(46 1293.4517),(47 1281.3954),(48 1298.6442),(49 1293.2977),(50 1292.4988),(51 1308.1583),(52 1297.6299),(53 1301.417),(54 1301.7012),(55 1294.171),(56 1297.7152),(57 1280.1488),(58 1271.8892),(59 1276.7905),(60 1275.2727),(61 1271.1733),(62 1268.305),(63 1287.8588),(64 1258.1113),(65 1245.8892),(66 1240.7035),(67 1249.1284),(68 1263.8379),(69 1254.6174),(70 1250.3096),(71 1246.4048),(72 1245.3842),(73 1229.3173),(74 1219.8081),(75 1212.7314),(76 1218.0679),(77 1228.3457),(78 1225.9009),(79 1221.5752),
(1 820.2388),(2 894.86914),(3 942.83936),(4 1007.49304),(5 1031.1165),(6 1029.503),(7 1050.6075),(8 1071.6974),(9 1084.5481),(10 1095.2148),(11 1105.9977),(12 1117.4193),(13 1116.438),(14 1132.2926),(15 1145.9879),(16 1138.5176),(17 1135.7847),(18 1134.2644),(19 1166.8655),(20 1172.6917),(21 1170.161),(22 1164.591),(23 1175.3523),(24 1175.8293),(25 1181.0865),(26 1185.2369),(27 1208.9641),(28 1216.5159),(29 1217.4188),(30 1205.3081),(31 1223.5808),(32 1217.4551),(33 1227.6682),(34 1242.2216),(35 1254.599),(36 1245.354),(37 1259.6865),(38 1267.1862),(39 1277.0483),(40 1270.727),(41 1287.5715),(42 1292.3945),(43 1287.2404),(44 1291.1515),(45 1312.0587),(46 1300.9254),(47 1300.7391),(48 1296.447),(49 1281.0852),(50 1284.8497),(51 1302.2023),(52 1290.405),(53 1286.3217),(54 1285.1101),(55 1278.2122),(56 1283.1113),(57 1259.7104),(58 1280.4316),(59 1266.3732),(60 1246.6719),(61 1248.8058),(62 1245.0603),(63 1238.1632),(64 1228.624),(65 1222.3417),(66 1222.1975),(67 1218.5986),(68 1241.0437),(69 1232.384),(70 1227.9425),(71 1228.0023),(72 1225.0117),(73 1211.3264),(74 1190.8608),(75 1190.6523),(76 1201.3508),(77 1222.061),(78 1207.2971),(79 1199.1189),
(1 818.1409),(2 907.415),(3 955.5713),(4 1001.24695),(5 1028.488),(6 1039.3004),(7 1048.9974),(8 1074.4094),(9 1082.822),(10 1096.5885),(11 1117.7894),(12 1133.5948),(13 1135.6254),(14 1139.5491),(15 1144.9788),(16 1142.4896),(17 1152.3989),(18 1147.4866),(19 1179.3855),(20 1174.1779),(21 1190.5054),(22 1190.9548),(23 1188.2505),(24 1196.2142),(25 1206.15),(26 1215.1609),(27 1223.6508),(28 1221.3845),(29 1234.312),(30 1222.897),(31 1242.618),(32 1240.7725),(33 1238.1599),(34 1244.0565),(35 1247.7001),(36 1259.1752),(37 1249.4666),(38 1253.2146),(39 1254.7675),(40 1267.629),(41 1256.7749),(42 1271.8295),(43 1280.3264),(44 1268.16),(45 1279.4569),(46 1285.0415),(47 1281.8193),(48 1278.2599),(49 1282.5215),(50 1279.6323),(51 1292.8774),(52 1291.1251),(53 1294.8613),(54 1283.3033),(55 1288.8588),(56 1281.8541),(57 1262.3511),(58 1273.1642),(59 1264.1123),(60 1259.41),(61 1248.3749),(62 1248.6598),(63 1256.2764),(64 1237.5806),(65 1223.9001),(66 1224.1678),(67 1209.264),(68 1241.7972),(69 1233.0046),(70 1233.2334),(71 1212.641),(72 1229.3031),(73 1206.2487),(74 1200.3484),(75 1206.4154),(76 1204.1333),(77 1225.1212),(78 1222.3971),(79 1211.5703),
(1 791.5985),(2 868.7967),(3 928.2569),(4 965.0672),(5 1006.9507),(6 1000.04254),(7 1029.5303),(8 1017.4736),(9 1034.4253),(10 1040.1637),(11 1059.95),(12 1075.9857),(13 1058.1178),(14 1069.8048),(15 1084.2163),(16 1081.662),(17 1098.6161),(18 1097.6573),(19 1115.0388),(20 1134.7986),(21 1135.5107),(22 1138.6624),(23 1144.4558),(24 1166.279),(25 1174.242),(26 1167.1143),(27 1175.4296),(28 1176.552),(29 1177.2362),(30 1189.4069),(31 1212.9193),(32 1202.1201),(33 1221.1028),(34 1225.1788),(35 1226.7137),(36 1220.2188),(37 1224.6598),(38 1224.4664),(39 1246.8286),(40 1254.5299),(41 1230.4242),(42 1249.287),(43 1261.9603),(44 1254.7179),(45 1242.3383),(46 1245.0507),(47 1252.4617),(48 1242.2346),(49 1236.3276),(50 1230.1125),(51 1228.5795),(52 1235.0104),(53 1227.4279),(54 1215.9829),(55 1224.1354),(56 1218.0773),(57 1207.2689),(58 1200.6954),(59 1211.2594),(60 1197.3499),(61 1202.6603),(62 1210.9572),(63 1201.4719),(64 1204.8126),(65 1190.2307),(66 1183.8547),(67 1182.8204),(68 1200.1826),(69 1202.4928),(70 1187.1354),(71 1170.2556),(72 1178.869),(73 1160.2478),(74 1169.4747),(75 1165.0631),(76 1162.885),(77 1183.9553),(78 1176.3081),(79 1157.0956),
(1 761.84076),(2 860.28577),(3 913.0369),(4 945.08905),(5 974.85266),(6 986.69403),(7 1003.0279),(8 1009.4404),(9 1020.3313),(10 1043.6708),(11 1050.4176),(12 1066.9073),(13 1052.5535),(14 1068.4319),(15 1084.6207),(16 1084.7155),(17 1085.9481),(18 1090.5775),(19 1109.154),(20 1120.3081),(21 1128.1116),(22 1131.2511),(23 1136.8005),(24 1145.8939),(25 1142.4524),(26 1143.4163),(27 1162.3967),(28 1162.8826),(29 1160.7007),(30 1172.8531),(31 1200.1326),(32 1202.1447),(33 1206.2476),(34 1204.4136),(35 1213.2448),(36 1214.0536),(37 1207.7902),(38 1227.1257),(39 1243.3148),(40 1247.239),(41 1241.1372),(42 1240.9512),(43 1258.621),(44 1254.6537),(45 1245.8247),(46 1227.0516),(47 1239.9045),(48 1236.631),(49 1234.1035),(50 1220.3),(51 1237.3547),(52 1244.2302),(53 1238.7834),(54 1213.4254),(55 1222.5494),(56 1212.4641),(57 1206.5839),(58 1190.8477),(59 1200.7217),(60 1184.4998),(61 1198.4673),(62 1197.6537),(63 1189.9412),(64 1186.2813),(65 1190.657),(66 1182.1931),(67 1176.7026),(68 1207.9166),(69 1192.5167),(70 1200.7542),(71 1186.8776),(72 1184.597),(73 1163.4781),(74 1173.5872),(75 1177.7253),(76 1171.4529),(77 1182.1777),(78 1167.4572),(79 1151.6985),
(1 746.6776),(2 841.42706),(3 906.6432),(4 953.7677),(5 971.8052),(6 981.6346),(7 1003.04224),(8 1013.6957),(9 1011.8682),(10 1020.3504),(11 1041.4927),(12 1051.182),(13 1045.0017),(14 1061.0585),(15 1078.4558),(16 1070.0087),(17 1074.8275),(18 1073.8828),(19 1096.244),(20 1121.9874),(21 1125.6199),(22 1122.4647),(23 1115.9521),(24 1118.2821),(25 1136.916),(26 1129.3307),(27 1143.9834),(28 1140.5377),(29 1141.1781),(30 1154.9927),(31 1166.1127),(32 1181.51),(33 1184.4368),(34 1180.5057),(35 1187.6963),(36 1191.3743),(37 1200.0261),(38 1214.949),(39 1209.9454),(40 1200.8531),(41 1208.3334),(42 1206.7272),(43 1202.2223),(44 1203.8317),(45 1207.473),(46 1202.2545),(47 1204.5801),(48 1193.8301),(49 1211.554),(50 1203.3058),(51 1220.0153),(52 1222.3636),(53 1225.3087),(54 1193.7877),(55 1209.9215),(56 1201.1083),(57 1186.7909),(58 1180.9716),(59 1178.843),(60 1178.3583),(61 1177.3396),(62 1186.4653),(63 1173.7173),(64 1161.366),(65 1150.7877),(66 1143.2537),(67 1140.2585),(68 1169.9044),(69 1168.9124),(70 1157.4232),(71 1149.5824),(72 1150.3717),(73 1142.5126),(74 1139.8011),(75 1140.094),(76 1148.2802),(77 1151.5718),(78 1147.4783),(79 1143.6621),
(1 734.63934),(2 826.3458),(3 898.16675),(4 928.47577),(5 939.1199),(6 951.9941),(7 980.00836),(8 996.1721),(9 993.1882),(10 1000.3458),(11 1009.7239),(12 1018.45026),(13 1015.2497),(14 1032.817),(15 1041.2008),(16 1043.9333),(17 1036.8362),(18 1052.5724),(19 1071.8921),(20 1095.265),(21 1084.1985),(22 1081.399),(23 1091.5286),(24 1102.3728),(25 1091.2183),(26 1098.1405),(27 1137.8832),(28 1111.2104),(29 1115.7506),(30 1131.2136),(31 1133.256),(32 1150.7037),(33 1152.6057),(34 1146.7135),(35 1157.474),(36 1156.7894),(37 1167.0187),(38 1182.2131),(39 1186.0415),(40 1182.7339),(41 1184.1504),(42 1189.1954),(43 1203.5736),(44 1186.2964),(45 1192.0145),(46 1194.0164),(47 1197.8955),(48 1195.1184),(49 1200.6411),(50 1197.7336),(51 1210.4663),(52 1191.3423),(53 1196.9924),(54 1178.901),(55 1182.3425),(56 1173.2856),(57 1167.8568),(58 1158.661),(59 1146.4365),(60 1154.9899),(61 1142.0376),(62 1135.3217),(63 1130.405),(64 1127.4071),(65 1116.4003),(66 1110.2015),(67 1119.8704),(68 1135.1505),(69 1135.2335),(70 1133.4528),(71 1130.5042),(72 1113.6096),(73 1098.2174),(74 1089.7424),(75 1088.3257),(76 1099.9993),(77 1117.6868),(78 1127.3898),(79 1112.9722),
(1 728.34155),(2 831.13055),(3 887.0952),(4 930.28094),(5 943.29626),(6 955.36066),(7 974.149),(8 990.657),(9 999.43823),(10 1010.0562),(11 1027.5607),(12 1042.3301),(13 1042.7192),(14 1051.0945),(15 1060.3303),(16 1058.4349),(17 1048.1117),(18 1059.6725),(19 1076.0839),(20 1086.0585),(21 1086.4016),(22 1087.7848),(23 1098.5165),(24 1088.5586),(25 1105.2158),(26 1111.2605),(27 1130.8588),(28 1129.0065),(29 1135.7897),(30 1136.9106),(31 1139.7286),(32 1155.4044),(33 1155.1527),(34 1131.7668),(35 1160.4502),(36 1153.2787),(37 1169.3115),(38 1172.9319),(39 1172.7054),(40 1176.2473),(41 1178.94),(42 1186.1407),(43 1187.953),(44 1172.4862),(45 1178.8297),(46 1179.4797),(47 1185.2379),(48 1183.1577),(49 1192.3304),(50 1197.1527),(51 1207.3198),(52 1203.6324),(53 1210.618),(54 1195.0121),(55 1196.2303),(56 1191.1633),(57 1174.8591),(58 1160.9144),(59 1159.6846),(60 1164.0162),(61 1167.7944),(62 1157.1202),(63 1152.0034),(64 1145.417),(65 1131.3679),(66 1135.3363),(67 1137.1018),(68 1148.8026),(69 1153.1821),(70 1166.2836),(71 1158.6766),(72 1149.4554),(73 1125.7297),(74 1118.62),(75 1131.3131),(76 1125.6866),(77 1131.689),(78 1139.5884),(79 1131.8813),
(1 716.959),(2 811.1949),(3 871.9078),(4 908.0867),(5 928.6668),(6 946.6288),(7 949.7184),(8 975.65497),(9 977.2012),(10 988.1792),(11 1003.34344),(12 1018.0331),(13 1029.9352),(14 1040.1659),(15 1044.7529),(16 1052.4385),(17 1048.5604),(18 1048.3419),(19 1073.0497),(20 1089.1466),(21 1077.1895),(22 1078.6152),(23 1088.794),(24 1084.7095),(25 1090.6782),(26 1076.2065),(27 1115.6047),(28 1113.3528),(29 1124.6475),(30 1141.029),(31 1129.5145),(32 1133.738),(33 1130.7224),(34 1122.8518),(35 1135.1681),(36 1127.9608),(37 1149.2471),(38 1159.9451),(39 1159.3103),(40 1170.468),(41 1184.2262),(42 1188.8843),(43 1189.025),(44 1194.1652),(45 1203.6644),(46 1212.1273),(47 1204.5154),(48 1200.9629),(49 1181.7058),(50 1198.0583),(51 1220.4169),(52 1210.1),(53 1189.261),(54 1182.9362),(55 1187.6376),(56 1187.0371),(57 1169.9908),(58 1172.3877),(59 1152.7499),(60 1143.024),(61 1143.9768),(62 1160.3818),(63 1132.7352),(64 1127.6543),(65 1128.0856),(66 1115.4194),(67 1124.4023),(68 1130.3984),(69 1131.6497),(70 1127.3563),(71 1128.3805),(72 1120.4565),(73 1106.776),(74 1105.5433),(75 1112.1168),(76 1107.0444),(77 1111.2134),(78 1110.1895),(79 1102.905),
(1 697.6246),(2 795.33185),(3 838.9007),(4 884.0816),(5 892.77325),(6 911.4318),(7 933.1311),(8 953.5565),(9 949.5613),(10 955.25665),(11 966.07574),(12 985.7901),(13 1006.1562),(14 1014.62585),(15 1024.2456),(16 1014.1521),(17 1021.75085),(18 1018.6921),(19 1051.5797),(20 1050.3467),(21 1049.8307),(22 1061.882),(23 1048.9766),(24 1061.3776),(25 1059.0498),(26 1049.2357),(27 1075.4855),(28 1076.1564),(29 1083.8602),(30 1099.4894),(31 1101.2388),(32 1102.5013),(33 1110.0894),(34 1109.2697),(35 1114.619),(36 1115.5844),(37 1129.2762),(38 1147.5789),(39 1153.5056),(40 1166.205),(41 1163.7877),(42 1169.322),(43 1168.9526),(44 1167.4928),(45 1190.1781),(46 1186.0406),(47 1181.7483),(48 1166.1729),(49 1173.6405),(50 1169.3782),(51 1180.462),(52 1170.9796),(53 1165.3944),(54 1154.8234),(55 1151.5787),(56 1148.4569),(57 1151.4252),(58 1141.8033),(59 1136.3812),(60 1129.1064),(61 1130.6665),(62 1124.635),(63 1108.3031),(64 1096.2021),(65 1096.8768),(66 1093.2161),(67 1089.8231),(68 1098.3658),(69 1108.2025),(70 1106.0343),(71 1098.3416),(72 1095.6273),(73 1093.2296),(74 1101.056),(75 1105.4489),(76 1095.2958),(77 1109.0322),(78 1110.8047),(79 1096.745),
(1 686.07275),(2 801.17706),(3 838.94684),(4 875.4018),(5 903.4962),(6 917.01263),(7 939.20215),(8 957.76465),(9 960.0728),(10 965.47345),(11 982.89215),(12 999.3842),(13 1017.85547),(14 1015.22723),(15 1034.2926),(16 1020.7592),(17 1030.5281),(18 1011.29333),(19 1043.4694),(20 1031.8945),(21 1036.9423),(22 1042.0245),(23 1036.3788),(24 1049.7712),(25 1059.4116),(26 1044.4669),(27 1053.3765),(28 1057.6387),(29 1067.3325),(30 1065.6703),(31 1082.0009),(32 1081.8699),(33 1090.7649),(34 1095.035),(35 1099.1456),(36 1105.3666),(37 1114.594),(38 1134.2941),(39 1143.8434),(40 1159.5521),(41 1141.9344),(42 1150.9066),(43 1160.0231),(44 1159.8582),(45 1164.8308),(46 1162.5693),(47 1158.1727),(48 1160.1897),(49 1164.1304),(50 1173.3331),(51 1176.2388),(52 1192.2625),(53 1170.322),(54 1163.331),(55 1166.6843),(56 1157.4739),(57 1152.4415),(58 1154.4652),(59 1138.546),(60 1127.9686),(61 1126.2909),(62 1114.2261),(63 1107.624),(64 1098.9625),(65 1091.9131),(66 1086.2782),(67 1089.0471),(68 1095.042),(69 1096.1827),(70 1095.0703),(71 1103.242),(72 1097.6007),(73 1089.8167),(74 1097.9556),(75 1102.3108),(76 1093.2181),(77 1096.1472),(78 1094.1492),(79 1098.4153),
(1 683.27734),(2 789.59076),(3 840.0487),(4 887.2339),(5 911.5206),(6 912.4313),(7 928.46747),(8 943.1108),(9 955.51044),(10 962.65625),(11 974.5815),(12 990.6852),(13 999.3602),(14 1001.375),(15 1008.6856),(16 1015.5155),(17 997.58923),(18 999.6631),(19 1022.18604),(20 1016.3106),(21 1025.5734),(22 1026.6973),(23 1025.9902),(24 1036.188),(25 1033.6332),(26 1028.2915),(27 1032.8092),(28 1040.6678),(29 1052.9786),(30 1059.9163),(31 1060.0776),(32 1073.1389),(33 1072.4548),(34 1074.3363),(35 1082.5226),(36 1083.185),(37 1079.7059),(38 1099.1696),(39 1102.565),(40 1121.8591),(41 1126.9336),(42 1153.1154),(43 1143.1643),(44 1133.594),(45 1132.4618),(46 1134.8629),(47 1139.2783),(48 1143.4872),(49 1140.5825),(50 1145.7),(51 1145.7021),(52 1151.0912),(53 1131.6976),(54 1133.7936),(55 1126.8905),(56 1118.374),(57 1120.45),(58 1131.812),(59 1114.2128),(60 1109.4503),(61 1107.078),(62 1092.0986),(63 1092.1295),(64 1086.4023),(65 1075.584),(66 1064.3011),(67 1067.3564),(68 1078.4923),(69 1072.0425),(70 1070.7506),(71 1070.3125),(72 1074.459),(73 1062.8435),(74 1067.136),(75 1066.8021),(76 1056.084),(77 1075.9642),(78 1069.1005),(79 1062.1451),
(1 660.7816),(2 771.67615),(3 825.7815),(4 871.856),(5 881.6051),(6 888.57434),(7 904.7085),(8 915.7544),(9 929.7653),(10 931.0543),(11 940.18066),(12 952.05194),(13 958.9827),(14 969.4797),(15 978.8931),(16 976.0775),(17 972.3782),(18 984.9808),(19 1015.1989),(20 1022.4234),(21 1022.1231),(22 1018.43384),(23 1020.5072),(24 1029.2299),(25 1032.3226),(26 1030.9215),(27 1023.5441),(28 1031.726),(29 1046.645),(30 1045.3229),(31 1054.2927),(32 1045.4823),(33 1047.2814),(34 1052.9186),(35 1057.576),(36 1053.9194),(37 1066.6962),(38 1079.7888),(39 1080.2675),(40 1100.5831),(41 1104.327),(42 1125.6193),(43 1124.351),(44 1115.4097),(45 1111.8915),(46 1112.1912),(47 1128.1558),(48 1132.8336),(49 1118.2574),(50 1117.8131),(51 1133.9653),(52 1133.1362),(53 1119.3303),(54 1109.554),(55 1115.897),(56 1117.7638),(57 1093.4384),(58 1108.0873),(59 1107.8289),(60 1089.2853),(61 1087.0638),(62 1095.0326),(63 1091.2208),(64 1085.1747),(65 1074.197),(66 1068.7428),(67 1069.5215),(68 1088.801),(69 1095.9263),(70 1089.0504),(71 1084.4133),(72 1075.4501),(73 1051.6343),(74 1047.342),(75 1059.0316),(76 1050.2852),(77 1074.0576),(78 1066.5465),(79 1049.5231),
(1 659.5943),(2 777.5714),(3 829.24554),(4 872.94824),(5 881.445),(6 890.05334),(7 894.85315),(8 915.31067),(9 932.3563),(10 926.2438),(11 942.72296),(12 952.0969),(13 968.2159),(14 961.24194),(15 980.3081),(16 991.5652),(17 983.6877),(18 992.9476),(19 1013.1877),(20 1002.2449),(21 1004.7364),(22 1004.5698),(23 1013.296),(24 1016.3804),(25 1015.9342),(26 1023.59393),(27 1029.5775),(28 1035.1836),(29 1034.7643),(30 1037.623),(31 1032.7749),(32 1046.7126),(33 1056.1521),(34 1051.3757),(35 1057.1836),(36 1049.7604),(37 1058.3488),(38 1068.4332),(39 1077.954),(40 1081.6078),(41 1075.2968),(42 1087.5898),(43 1085.4142),(44 1078.838),(45 1085.0935),(46 1095.7894),(47 1097.9825),(48 1100.7554),(49 1094.1757),(50 1095.497),(51 1106.8336),(52 1101.881),(53 1098.0757),(54 1100.0198),(55 1087.1844),(56 1097.594),(57 1087.3319),(58 1084.727),(59 1088.3799),(60 1081.4913),(61 1080.2822),(62 1081.8435),(63 1079.0558),(64 1070.8577),(65 1058.8799),(66 1069.5671),(67 1066.3248),(68 1084.355),(69 1083.8336),(70 1083.3344),(71 1062.2217),(72 1053.0817),(73 1043.7014),(74 1031.7113),(75 1039.258),(76 1039.8807),(77 1043.3278),(78 1036.4148),(79 1027.5718),
(1 657.7627),(2 771.4813),(3 819.62335),(4 852.1353),(5 863.8693),(6 881.7846),(7 888.5612),(8 908.97864),(9 930.69196),(10 906.94073),(11 926.4856),(12 954.90594),(13 967.7873),(14 967.131),(15 975.8057),(16 983.1636),(17 984.0997),(18 989.5869),(19 1006.89026),(20 1003.61926),(21 1004.2933),(22 992.8723),(23 1003.9596),(24 1006.35425),(25 1006.55194),(26 1037.3223),(27 1036.1168),(28 1029.5403),(29 1029.9166),(30 1025.8132),(31 1029.7325),(32 1035.8588),(33 1040.7162),(34 1042.9216),(35 1043.2496),(36 1057.2491),(37 1054.7668),(38 1070.5226),(39 1087.7559),(40 1105.3368),(41 1101.0336),(42 1097.8567),(43 1094.6403),(44 1114.9087),(45 1113.8058),(46 1118.1869),(47 1103.6368),(48 1116.5511),(49 1115.3232),(50 1136.477),(51 1140.7407),(52 1128.1877),(53 1124.8743),(54 1120.2948),(55 1109.809),(56 1111.2792),(57 1102.2292),(58 1104.8771),(59 1108.808),(60 1092.6493),(61 1088.166),(62 1086.6272),(63 1079.195),(64 1084.8018),(65 1072.4304),(66 1076.8004),(67 1068.9799),(68 1076.687),(69 1090.612),(70 1077.8058),(71 1060.2312),(72 1060.1063),(73 1048.7894),(74 1046.2678),(75 1051.4086),(76 1046.7986),(77 1047.2511),(78 1043.3015),(79 1036.4008),
