1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 202794.64),(2 615353.94),(3 1084302.8),(4 1493040),(5 1774044.9),(6 1898153.6),(7 1901683.1),(8 1899159.4),(9 1971989.6),(10 2111795.3),(11 2300114.8),(12 2552826.5),(13 2819157.8),(14 3114861.3),(15 3395581.3),(16 3663605),(17 3830092.3),(18 3977736),(19 4143232.8),(20 4318346),(21 4410747.5),(22 4604037.5),(23 4838906),(24 5088288.5),(25 5420184.5),(26 5803781.5),(27 6208864),(28 6638680),(29 7113268.5),(30 7561028),(31 8051055.5),(32 8436359),(33 8876638),(34 9331243),(35 9770938),(36 10166361),(37 10537532),(38 10963340),(39 11261172),(40 11332944),(41 11442747),(42 11644883),(43 11849552),(44 12003661),(45 12163717),(46 12281099),(47 12411841),(48 12448557),(49 12593163),(50 12685096),(51 12854776),(52 12902248),(53 12886212),(54 12878319),(55 12833548),(56 12824132),(57 12717656),(58 12551557),(59 12557081),(60 12630984),(61 12798585),(62 13060625),(63 13137861),(64 13107589),(65 13042007),(66 12932221),(67 12807569),(68 12706611),(69 12729700),(70 12672852),(71 12596413),(72 12531333),(73 12621067),(74 12736768),(75 13060172),(76 13333689),(77 13580424),(78 13793016),(79 14119125),
(1 151.54333),(2 179.35854),(3 196.45206),(4 211.08698),(5 217.30956),(6 224.39395),(7 233.6744),(8 234.1159),(9 238.1715),(10 242.03044),(11 242.07306),(12 245.67989),(13 246.44002),(14 245.93855),(15 245.86794),(16 247.99622),(17 246.6038),(18 245.4258),(19 242.56856),(20 246.68427),(21 247.67903),(22 246.70703),(23 246.3777),(24 246.25945),(25 249.38675),(26 250.75014),(27 249.46176),(28 250.7294),(29 249.84683),(30 248.66266),(31 250.13797),(32 249.33208),(33 249.14668),(34 254.48325),(35 249.97803),(36 249.93362),(37 251.52917),(38 250.30408),(39 253.60664),(40 253.27565),(41 255.00388),(42 254.68695),(43 252.09982),(44 253.23897),(45 254.05702),(46 252.26454),(47 254.13217),(48 255.42245),(49 256.44598),(50 255.5818),(51 257.07483),(52 259.55853),(53 259.32062),(54 261.65527),(55 262.38013),(56 264.95377),(57 263.07385),(58 263.18405),(59 264.03473),(60 262.3193),(61 264.46008),(62 263.9532),(63 265.34518),(64 265.91174),(65 269.85028),(66 271.32098),(67 269.02347),(68 271.32077),(69 266.93597),(70 264.23236),(71 265.89465),(72 266.03323),(73 262.0177),(74 264.24097),(75 268.64767),(76 268.00793),(77 268.06412),(78 270.73486),(79 269.97516),
(1 153.15921),(2 179.329),(3 196.00331),(4 212.56479),(5 217.33786),(6 224.8182),(7 234.17986),(8 235.75269),(9 236.59158),(10 241.25423),(11 241.41109),(12 245.20357),(13 247.31071),(14 247.1921),(15 247.47598),(16 247.6331),(17 247.1104),(18 244.52531),(19 242.44707),(20 244.02942),(21 245.22195),(22 243.52705),(23 244.09819),(24 244.842),(25 245.70744),(26 248.82234),(27 246.41194),(28 247.94077),(29 246.54886),(30 246.41943),(31 249.60152),(32 248.82639),(33 246.11105),(34 251.79568),(35 249.69833),(36 249.58476),(37 255.30034),(38 250.74356),(39 252.25728),(40 252.64449),(41 252.42265),(42 252.68423),(43 251.39453),(44 251.15097),(45 251.7091),(46 250.49109),(47 252.09245),(48 251.1908),(49 252.84167),(50 253.22092),(51 254.19104),(52 255.88396),(53 257.23737),(54 259.70374),(55 257.9473),(56 258.9653),(57 260.08734),(58 261.42258),(59 261.40424),(60 260.78217),(61 262.22488),(62 260.56757),(63 259.79468),(64 261.82355),(65 263.55453),(66 264.55353),(67 264.40045),(68 266.9676),(69 265.4796),(70 264.93036),(71 265.6298),(72 266.5336),(73 260.03375),(74 259.9796),(75 266.72272),(76 263.8289),(77 264.79996),(78 266.48483),(79 264.42932),
(1 149.61601),(2 174.40193),(3 191.71957),(4 208.04787),(5 215.60078),(6 220.02821),(7 228.78462),(8 230.11317),(9 231.838),(10 234.47108),(11 232.89587),(12 236.98874),(13 238.00092),(14 237.513),(15 239.3505),(16 237.43478),(17 237.207),(18 236.0768),(19 233.78471),(20 234.32428),(21 234.7161),(22 232.75288),(23 232.04912),(24 232.13658),(25 230.60507),(26 231.76057),(27 231.54625),(28 234.53813),(29 234.73122),(30 235.69495),(31 239.45613),(32 241.59216),(33 239.95515),(34 242.94135),(35 243.18399),(36 242.62257),(37 248.52638),(38 244.80162),(39 243.8568),(40 242.74554),(41 242.8777),(42 244.17021),(43 242.2989),(44 242.31787),(45 243.76988),(46 243.63774),(47 243.89943),(48 242.60963),(49 242.12012),(50 244.7747),(51 247.8353),(52 251.24846),(53 251.27808),(54 255.52058),(55 255.16666),(56 251.61797),(57 253.50688),(58 259.7515),(59 257.15402),(60 254.87917),(61 256.09335),(62 256.49527),(63 254.71288),(64 251.75293),(65 252.15358),(66 254.44487),(67 254.74976),(68 255.31549),(69 255.6948),(70 254.37929),(71 255.34474),(72 257.99994),(73 251.98004),(74 250.63283),(75 256.1215),(76 252.6925),(77 255.62303),(78 256.3022),(79 255.9778),
(1 147.40561),(2 170.25468),(3 185.96935),(4 201.4302),(5 209.00623),(6 214.33324),(7 222.20198),(8 226.60437),(9 227.58368),(10 229.07066),(11 228.83089),(12 234.04828),(13 236.14008),(14 235.98167),(15 235.24323),(16 234.01521),(17 233.27655),(18 234.0327),(19 232.13898),(20 233.23814),(21 234.74673),(22 234.90468),(23 232.42819),(24 232.64621),(25 230.83147),(26 232.69983),(27 233.96515),(28 234.22624),(29 232.47049),(30 230.68492),(31 234.14816),(32 235.02753),(33 234.0277),(34 238.00487),(35 239.26376),(36 238.33185),(37 240.4322),(38 240.20631),(39 240.34506),(40 240.92523),(41 241.12135),(42 241.01338),(43 239.33426),(44 239.44978),(45 241.37491),(46 240.07431),(47 239.67937),(48 240.31372),(49 239.96223),(50 240.44211),(51 243.15964),(52 249.3719),(53 248.7376),(54 250.79149),(55 251.39859),(56 249.2752),(57 249.6912),(58 253.2821),(59 249.20053),(60 248.79738),(61 247.61314),(62 248.7539),(63 249.57944),(64 246.65993),(65 246.8719),(66 245.41164),(67 247.55382),(68 246.90892),(69 250.64229),(70 251.41689),(71 249.4168),(72 251.79356),(73 249.89874),(74 249.21042),(75 249.25267),(76 247.99696),(77 251.94609),(78 251.51935),(79 250.60558),
(1 143.07283),(2 168.02359),(3 183.36536),(4 199.20818),(5 205.31854),(6 212.18639),(7 218.12381),(8 220.15169),(9 223.57149),(10 226.75427),(11 226.53342),(12 231.59334),(13 233.62582),(14 231.39348),(15 231.55234),(16 228.80333),(17 230.64572),(18 230.21904),(19 230.29077),(20 232.61974),(21 232.03781),(22 230.76021),(23 227.63435),(24 227.90599),(25 228.52995),(26 229.10483),(27 231.43236),(28 230.89154),(29 232.96068),(30 233.42444),(31 235.3556),(32 232.87914),(33 233.14204),(34 237.14505),(35 238.45636),(36 238.1618),(37 240.39911),(38 236.46481),(39 239.48877),(40 237.24019),(41 237.90147),(42 238.9547),(43 235.68076),(44 239.27446),(45 239.2847),(46 238.54141),(47 238.46497),(48 238.963),(49 239.29048),(50 236.42288),(51 238.72691),(52 243.00166),(53 241.74556),(54 243.81432),(55 243.17415),(56 241.46986),(57 240.22491),(58 246.07173),(59 243.68492),(60 245.3414),(61 242.16661),(62 241.54204),(63 242.47754),(64 240.32216),(65 240.26099),(66 238.43845),(67 242.03096),(68 240.0775),(69 243.54887),(70 242.68945),(71 241.89731),(72 244.81151),(73 243.60606),(74 244.05872),(75 246.65726),(76 246.08488),(77 247.0433),(78 247.44832),(79 246.74937),
(1 140.35413),(2 164.0295),(3 182.54329),(4 198.82445),(5 203.7537),(6 210.45671),(7 218.63988),(8 220.57314),(9 224.43001),(10 228.00325),(11 226.09314),(12 229.36049),(13 231.64687),(14 228.49797),(15 230.58112),(16 228.12881),(17 226.72353),(18 225.0916),(19 224.50357),(20 228.01724),(21 225.95479),(22 224.06868),(23 222.37318),(24 222.78815),(25 225.21895),(26 226.21378),(27 228.6464),(28 228.28603),(29 230.21928),(30 231.78848),(31 233.72586),(32 230.34192),(33 231.19357),(34 233.53345),(35 231.54036),(36 232.05843),(37 234.75117),(38 232.55534),(39 232.62035),(40 229.23532),(41 229.60004),(42 231.82788),(43 229.58154),(44 231.92952),(45 233.3777),(46 232.74182),(47 234.6189),(48 236.48312),(49 236.35631),(50 233.82164),(51 236.73741),(52 237.61237),(53 236.16597),(54 241.47403),(55 238.89204),(56 239.17995),(57 237.39151),(58 242.8927),(59 240.01271),(60 244.82793),(61 243.57234),(62 242.9682),(63 240.73582),(64 241.11287),(65 243.27003),(66 243.93106),(67 240.93015),(68 243.45534),(69 244.96974),(70 241.23671),(71 244.03911),(72 244.87296),(73 242.26979),(74 243.59874),(75 246.68658),(76 244.55493),(77 246.90169),(78 246.21832),(79 245.4744),
(1 139.56523),(2 162.7133),(3 182.73903),(4 198.48805),(5 201.59804),(6 207.76105),(7 217.46188),(8 217.53317),(9 222.40967),(10 224.61662),(11 225.33354),(12 227.67262),(13 229.94212),(14 229.40938),(15 231.99309),(16 229.11768),(17 229.7187),(18 226.69814),(19 225.83612),(20 230.74222),(21 227.57576),(22 226.99626),(23 226.44691),(24 226.25293),(25 228.0859),(26 230.81674),(27 231.08363),(28 231.09534),(29 234.16849),(30 234.35815),(31 235.95372),(32 232.0625),(33 233.31192),(34 234.99718),(35 231.95808),(36 230.82034),(37 233.46338),(38 230.15967),(39 231.8695),(40 229.05367),(41 229.88632),(42 232.96066),(43 231.68729),(44 233.11217),(45 234.33891),(46 233.2238),(47 233.49588),(48 234.36317),(49 234.37086),(50 233.30534),(51 237.50609),(52 236.65755),(53 235.61322),(54 240.33258),(55 240.96292),(56 238.95917),(57 238.44592),(58 240.54996),(59 240.07492),(60 242.86305),(61 242.41312),(62 243.47826),(63 242.3915),(64 242.17903),(65 242.55226),(66 244.42029),(67 240.348),(68 242.15604),(69 241.36816),(70 239.75137),(71 239.87874),(72 242.13182),(73 239.11455),(74 240.62868),(75 243.89545),(76 241.60892),(77 244.80283),(78 244.23595),(79 245.37816),
(1 134.27063),(2 157.64143),(3 175.92134),(4 192.46176),(5 195.81514),(6 204.5698),(7 210.14473),(8 211.78278),(9 216.29483),(10 219.45709),(11 217.83432),(12 221.47868),(13 224.93639),(14 222.43166),(15 222.03633),(16 220.78912),(17 221.52074),(18 220.138),(19 220.58177),(20 222.05797),(21 221.67343),(22 223.0223),(23 222.12282),(24 222.88725),(25 222.37263),(26 224.48259),(27 223.27618),(28 223.90643),(29 223.97498),(30 223.72284),(31 225.66759),(32 226.17668),(33 224.9053),(34 225.85226),(35 226.65736),(36 226.71906),(37 228.64722),(38 225.94583),(39 227.96004),(40 226.3919),(41 226.5982),(42 227.0944),(43 226.35822),(44 231.0716),(45 230.21188),(46 228.96416),(47 228.05637),(48 227.76732),(49 228.26657),(50 225.6838),(51 230.71738),(52 231.18724),(53 229.36177),(54 235.2025),(55 237.28482),(56 234.57248),(57 234.50404),(58 234.00609),(59 232.98154),(60 233.79346),(61 233.22882),(62 233.9338),(63 233.86142),(64 231.66293),(65 233.59998),(66 233.25058),(67 233.29372),(68 231.94075),(69 230.39508),(70 230.34085),(71 228.78181),(72 230.39774),(73 227.75584),(74 229.11473),(75 232.78793),(76 230.43068),(77 230.8596),(78 233.43938),(79 231.7034),
(1 134.43394),(2 157.93796),(3 176.50957),(4 191.29869),(5 195.47694),(6 204.71089),(7 210.0207),(8 210.95126),(9 213.8357),(10 216.20853),(11 217.03091),(12 219.20076),(13 221.86998),(14 219.04002),(15 219.04243),(16 221.64499),(17 220.29782),(18 221.12592),(19 221.93721),(20 224.56554),(21 222.985),(22 222.78947),(23 221.46921),(24 222.61342),(25 222.48293),(26 223.70018),(27 222.48825),(28 223.90842),(29 224.21455),(30 224.94324),(31 227.27223),(32 227.88344),(33 225.2636),(34 226.86719),(35 227.63527),(36 227.42091),(37 230.9938),(38 227.44936),(39 228.46722),(40 225.94681),(41 229.46152),(42 230.48705),(43 228.43167),(44 231.35335),(45 233.19138),(46 231.04604),(47 230.72647),(48 231.95251),(49 229.62791),(50 227.00955),(51 231.41069),(52 234.91656),(53 234.38788),(54 239.14055),(55 240.44809),(56 237.78151),(57 239.5137),(58 238.7561),(59 238.62823),(60 236.75778),(61 236.0734),(62 235.7344),(63 236.26915),(64 237.87871),(65 240.21222),(66 238.43733),(67 239.52942),(68 238.20596),(69 238.82483),(70 239.82738),(71 239.4276),(72 239.41599),(73 238.65111),(74 236.12468),(75 239.79501),(76 235.92282),(77 237.64133),(78 240.30461),(79 239.9559),
(1 129.90225),(2 152.3126),(3 170.77502),(4 185.29662),(5 189.55379),(6 197.181),(7 204.39552),(8 206.56096),(9 207.00594),(10 211.01704),(11 212.96109),(12 214.51169),(13 215.96585),(14 213.39423),(15 215.13593),(16 218.37329),(17 216.52107),(18 216.33115),(19 216.54066),(20 218.42226),(21 218.43875),(22 216.6599),(23 213.49547),(24 214.44005),(25 216.76227),(26 216.63693),(27 217.77933),(28 219.42493),(29 221.47984),(30 223.32616),(31 226.48367),(32 226.55365),(33 226.23512),(34 227.8752),(35 226.46474),(36 224.97227),(37 227.89963),(38 226.58571),(39 225.36261),(40 222.07338),(41 225.90788),(42 225.8099),(43 222.31116),(44 224.6033),(45 227.17686),(46 224.72067),(47 225.75795),(48 227.18582),(49 229.89761),(50 228.26822),(51 227.52353),(52 230.945),(53 231.78343),(54 234.24179),(55 234.9827),(56 233.40791),(57 234.52396),(58 232.92258),(59 233.34259),(60 232.22536),(61 233.55945),(62 233.75146),(63 231.08444),(64 232.63414),(65 232.14246),(66 233.83173),(67 235.40529),(68 233.24925),(69 233.16583),(70 233.1258),(71 232.71866),(72 233.21547),(73 230.90877),(74 230.79256),(75 232.50403),(76 230.8331),(77 233.91429),(78 236.24435),(79 237.70627),
(1 129.68114),(2 152.4551),(3 169.15353),(4 184.45695),(5 190.09923),(6 196.92453),(7 205.98235),(8 208.93646),(9 210.25853),(10 213.80234),(11 214.54488),(12 217.22696),(13 219.69272),(14 218.50375),(15 221.33054),(16 224.73105),(17 223.11157),(18 223.05995),(19 221.03818),(20 220.45488),(21 221.4195),(22 218.79543),(23 214.88809),(24 212.62466),(25 216.56401),(26 214.88191),(27 218.48254),(28 219.21584),(29 222.28482),(30 221.26817),(31 226.3171),(32 224.34317),(33 225.07259),(34 228.01341),(35 226.76622),(36 225.49763),(37 228.79533),(38 224.40288),(39 226.48045),(40 221.86412),(41 224.21988),(42 225.28809),(43 221.46416),(44 222.73103),(45 225.18379),(46 223.03568),(47 226.05542),(48 223.80022),(49 230.81868),(50 229.73245),(51 229.77716),(52 230.46841),(53 231.22409),(54 231.30379),(55 231.89607),(56 230.51035),(57 231.58246),(58 229.0665),(59 230.27675),(60 229.66425),(61 234.57875),(62 230.4577),(63 230.18433),(64 230.7998),(65 230.18376),(66 232.67966),(67 232.99045),(68 229.97408),(69 230.42433),(70 230.2083),(71 229.5592),(72 231.1965),(73 228.358),(74 231.4458),(75 232.26567),(76 232.21729),(77 232.19159),(78 233.79533),(79 233.52045),
(1 126.66044),(2 148.68495),(3 164.33455),(4 178.82628),(5 186.07303),(6 192.75919),(7 200.24135),(8 204.98135),(9 209.17902),(10 210.91052),(11 211.44185),(12 213.53792),(13 213.84065),(14 213.87593),(15 212.60657),(16 213.79012),(17 211.34659),(18 211.05664),(19 212.57996),(20 212.46086),(21 211.23712),(22 209.3551),(23 210.78041),(24 207.19887),(25 210.0119),(26 210.1903),(27 210.3992),(28 210.9678),(29 213.3057),(30 211.10547),(31 215.12708),(32 214.01424),(33 217.79065),(34 218.51758),(35 217.9661),(36 215.68906),(37 219.56561),(38 216.05618),(39 217.03458),(40 213.92459),(41 217.09468),(42 217.9544),(43 215.01315),(44 216.03293),(45 217.01651),(46 215.83899),(47 217.50702),(48 218.33601),(49 221.48082),(50 218.15085),(51 220.73445),(52 221.59128),(53 220.73572),(54 221.8189),(55 222.68817),(56 220.81506),(57 220.3975),(58 220.94496),(59 219.99313),(60 220.436),(61 222.54044),(62 217.4755),(63 219.36234),(64 219.55504),(65 219.83723),(66 220.55496),(67 220.81152),(68 222.32712),(69 220.97296),(70 220.32147),(71 219.0505),(72 221.3468),(73 220.89792),(74 225.16753),(75 228.03839),(76 227.50954),(77 227.29657),(78 228.47014),(79 228.34828),
(1 124.94381),(2 147.0509),(3 162.1781),(4 177.48785),(5 183.7118),(6 189.91635),(7 195.04988),(8 200.02945),(9 202.41978),(10 205.11783),(11 206.37163),(12 208.31398),(13 210.52534),(14 210.27141),(15 209.73988),(16 210.91228),(17 211.49002),(18 211.85352),(19 212.92871),(20 214.55234),(21 213.35553),(22 212.63168),(23 214.78195),(24 212.15424),(25 212.71298),(26 211.17876),(27 211.07346),(28 211.22716),(29 211.31496),(30 211.0285),(31 215.15633),(32 213.54924),(33 214.51443),(34 214.55844),(35 213.2893),(36 211.67784),(37 217.31833),(38 215.0211),(39 215.26694),(40 213.7838),(41 216.30887),(42 216.564),(43 214.39745),(44 215.65219),(45 215.74496),(46 215.50616),(47 219.17178),(48 219.71964),(49 222.52232),(50 221.55922),(51 223.59103),(52 223.43895),(53 221.8393),(54 224.16081),(55 225.42389),(56 226.0989),(57 226.1285),(58 228.7664),(59 226.71368),(60 227.46883),(61 228.09721),(62 227.22824),(63 224.82991),(64 224.46661),(65 224.31793),(66 223.6306),(67 220.34755),(68 222.66316),(69 222.00285),(70 220.87315),(71 221.31827),(72 223.70491),(73 222.42206),(74 223.07957),(75 226.07712),(76 225.02469),(77 227.96918),(78 228.28873),(79 227.61647),
(1 123.88846),(2 148.06299),(3 164.76573),(4 178.40337),(5 182.95775),(6 187.3),(7 195.19182),(8 196.92278),(9 199.5806),(10 201.02705),(11 200.88786),(12 203.7448),(13 206.48767),(14 203.91374),(15 204.38081),(16 205.51624),(17 206.58267),(18 206.52771),(19 205.29233),(20 204.92552),(21 207.92107),(22 209.78163),(23 208.83755),(24 208.41803),(25 207.74663),(26 209.15834),(27 210.16124),(28 208.73653),(29 209.51741),(30 212.05878),(31 213.21222),(32 212.68335),(33 212.90929),(34 214.55869),(35 211.95026),(36 211.87085),(37 215.89102),(38 214.02368),(39 213.959),(40 211.78363),(41 211.43877),(42 211.6739),(43 208.0918),(44 210.88362),(45 210.79836),(46 210.57414),(47 210.57742),(48 208.83223),(49 209.26347),(50 210.56186),(51 211.80687),(52 213.73534),(53 214.40158),(54 217.94441),(55 218.58638),(56 219.91316),(57 220.42741),(58 221.28706),(59 221.8692),(60 221.08028),(61 219.8157),(62 221.35374),(63 219.37344),(64 218.30302),(65 219.27103),(66 219.0686),(67 220.15332),(68 221.74728),(69 220.45242),(70 219.5152),(71 220.01031),(72 221.1267),(73 219.00208),(74 218.97694),(75 222.60992),(76 219.18251),(77 221.89595),(78 224.05103),(79 223.10341),
(1 121.38094),(2 142.76973),(3 159.17125),(4 170.46619),(5 175.64139),(6 182.57437),(7 190.06174),(8 192.13326),(9 194.67908),(10 198.8257),(11 195.55162),(12 201.13348),(13 202.6286),(14 201.3082),(15 201.98798),(16 202.20749),(17 202.16255),(18 200.12117),(19 200.01616),(20 199.26051),(21 200.38339),(22 201.82584),(23 200.01576),(24 199.54988),(25 201.02034),(26 202.10622),(27 203.07397),(28 203.37733),(29 205.40034),(30 206.48006),(31 208.9688),(32 207.75182),(33 207.8044),(34 208.67937),(35 206.97034),(36 207.18684),(37 210.00484),(38 207.10652),(39 205.76202),(40 204.99911),(41 207.97583),(42 208.25696),(43 204.49818),(44 206.9205),(45 207.51958),(46 205.896),(47 207.59422),(48 207.33614),(49 207.95505),(50 208.43816),(51 209.8352),(52 211.754),(53 212.29044),(54 214.39877),(55 212.54472),(56 213.34059),(57 212.39583),(58 212.39507),(59 210.8871),(60 211.05457),(61 210.39397),(62 211.38548),(63 208.77707),(64 211.16647),(65 210.17534),(66 211.84525),(67 212.64345),(68 214.97244),(69 213.27873),(70 214.00565),(71 214.90851),(72 216.26405),(73 214.74692),(74 216.4357),(75 219.3702),(76 218.23029),(77 218.96004),(78 219.63951),(79 217.42905),
(1 119.87741),(2 141.14415),(3 156.88953),(4 168.13843),(5 174.78125),(6 181.59682),(7 188.33272),(8 191.82852),(9 193.67372),(10 198.38286),(11 197.9073),(12 202.04561),(13 203.51228),(14 201.42833),(15 198.82704),(16 203.01215),(17 200.31288),(18 198.13905),(19 197.8417),(20 197.85292),(21 198.06636),(22 198.05374),(23 197.0124),(24 195.80902),(25 197.3745),(26 197.17421),(27 197.18842),(28 198.12257),(29 200.61919),(30 201.74748),(31 205.08195),(32 203.5561),(33 201.87703),(34 203.80261),(35 203.04497),(36 204.25012),(37 207.13278),(38 203.2047),(39 202.9881),(40 201.03151),(41 203.40794),(42 204.63065),(43 200.4239),(44 201.78441),(45 204.44644),(46 201.61646),(47 203.42072),(48 203.78764),(49 206.94127),(50 207.6791),(51 208.58324),(52 210.50235),(53 213.2983),(54 215.36893),(55 214.52351),(56 215.1771),(57 215.4162),(58 213.94939),(59 213.81448),(60 212.22964),(61 212.39197),(62 211.10768),(63 209.4326),(64 210.10213),(65 210.83876),(66 210.32196),(67 209.45943),(68 211.2477),(69 209.72423),(70 210.23776),(71 208.09387),(72 211.73824),(73 209.3188),(74 211.85976),(75 214.37344),(76 212.69899),(77 212.97449),(78 211.77701),(79 213.50394),
(1 116.47559),(2 136.70735),(3 154.69981),(4 167.99042),(5 173.87682),(6 180.46086),(7 187.05397),(8 189.81128),(9 192.4434),(10 197.62196),(11 198.64053),(12 201.39992),(13 203.78534),(14 200.44771),(15 198.99785),(16 201.51007),(17 198.59145),(18 197.08272),(19 196.76596),(20 194.67169),(21 194.36679),(22 194.0071),(23 193.38033),(24 191.83163),(25 193.61507),(26 194.55188),(27 196.22557),(28 199.48671),(29 200.23553),(30 201.42368),(31 203.82048),(32 202.68553),(33 203.07855),(34 206.08824),(35 204.5297),(36 205.95592),(37 209.4172),(38 206.17322),(39 205.78542),(40 205.59747),(41 205.84659),(42 208.30128),(43 205.36345),(44 203.94556),(45 204.81157),(46 203.78299),(47 206.21458),(48 204.8372),(49 203.64128),(50 203.70685),(51 205.97476),(52 206.15245),(53 208.19345),(54 211.78308),(55 209.60487),(56 210.73203),(57 212.15025),(58 212.08994),(59 212.4181),(60 212.39238),(61 213.71521),(62 215.01236),(63 212.12958),(64 210.6175),(65 212.6704),(66 212.16011),(67 210.52933),(68 210.4192),(69 209.44853),(70 209.37721),(71 207.31274),(72 211.03258),(73 207.73538),(74 210.00005),(75 210.9452),(76 209.9577),(77 211.02846),(78 213.00609),(79 212.31769),
(1 114.83178),(2 135.56519),(3 151.73305),(4 163.65947),(5 171.17972),(6 176.77051),(7 184.40245),(8 185.99248),(9 189.143),(10 191.97046),(11 193.06456),(12 195.80925),(13 198.37071),(14 195.71564),(15 196.60115),(16 196.87816),(17 196.62321),(18 193.59363),(19 193.36864),(20 194.02242),(21 193.5735),(22 193.35544),(23 193.56175),(24 194.27728),(25 193.38664),(26 195.34326),(27 196.57564),(28 197.7324),(29 198.22542),(30 199.99817),(31 202.94301),(32 203.37611),(33 203.18546),(34 202.81276),(35 201.33849),(36 201.7204),(37 206.66885),(38 202.86917),(39 206.26611),(40 204.34976),(41 205.77342),(42 205.71568),(43 202.77559),(44 201.17249),(45 202.6592),(46 201.49667),(47 203.679),(48 202.43759),(49 201.12193),(50 201.70267),(51 201.875),(52 202.15991),(53 202.8802),(54 206.47012),(55 204.74187),(56 204.49907),(57 206.48799),(58 205.53313),(59 207.46649),(60 207.47997),(61 206.82756),(62 210.42694),(63 208.70805),(64 206.51501),(65 208.78125),(66 207.99814),(67 206.79942),(68 207.79402),(69 210.07884),(70 208.6525),(71 208.60483),(72 214.10764),(73 210.67744),(74 210.31824),(75 212.44734),(76 208.87251),(77 209.99747),(78 211.90686),(79 208.81178),
