1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26606.576),(2 78131.766),(3 158913.77),(4 247314.8),(5 349207.6),(6 460992.66),(7 593721.8),(8 741978.5),(9 894128.7),(10 1061905.5),(11 1205806.8),(12 1391864.6),(13 1595438),(14 1838996.9),(15 2092199),(16 2372341.5),(17 2646730.8),(18 2878844.8),(19 3106013.3),(20 3341068.8),(21 3527405.8),(22 3718152.8),(23 3869973.8),(24 4016132.3),(25 4158960.8),(26 4315258.5),(27 4511376),(28 4718798),(29 4872248.5),(30 5004516.5),(31 5118376.5),(32 5221199.5),(33 5295673.5),(34 5334362.5),(35 5368952.5),(36 5367208),(37 5387543.5),(38 5369758.5),(39 5391203.5),(40 5392561),(41 5413556.5),(42 5390667.5),(43 5406772),(44 5405175.5),(45 5433193.5),(46 5458619.5),(47 5441473.5),(48 5415427.5),(49 5335831),(50 5319256.5),(51 5263508.5),(52 5254880),(53 5249698),(54 5306402.5),(55 5369416),(56 5502581.5),(57 5578189.5),(58 5678048),(59 5707999.5),(60 5752565.5),(61 5737264.5),(62 5751069.5),(63 5761493.5),(64 5796759.5),(65 5831612),(66 5923702),(67 5973850.5),(68 6079577.5),(69 6157234.5),(70 6225910),(71 6288409.5),(72 6332626.5),(73 6383984.5),(74 6426257.5),(75 6472273.5),(76 6487452.5),(77 6480052),(78 6459164),(79 6446189.5),
(1 245.01965),(2 329.28036),(3 367.6163),(4 379.5833),(5 393.4216),(6 402.25488),(7 418.93784),(8 429.5323),(9 439.22485),(10 440.23093),(11 451.16727),(12 445.9946),(13 451.76508),(14 455.19943),(15 462.03613),(16 460.47662),(17 463.46127),(18 459.31348),(19 460.21515),(20 459.85043),(21 456.3034),(22 459.6639),(23 456.1479),(24 453.95615),(25 447.93616),(26 455.38654),(27 462.11026),(28 460.14212),(29 460.49045),(30 458.8229),(31 460.60345),(32 461.98746),(33 464.53555),(34 464.89563),(35 462.1897),(36 459.30023),(37 464.9597),(38 473.5868),(39 471.54407),(40 477.5744),(41 471.96152),(42 476.16983),(43 464.98087),(44 471.71356),(45 473.4328),(46 473.6952),(47 480.19843),(48 474.09268),(49 476.5408),(50 482.84604),(51 490.2667),(52 484.34164),(53 494.36893),(54 484.51517),(55 488.36496),(56 493.64767),(57 490.7016),(58 492.3275),(59 497.28625),(60 495.72165),(61 494.9866),(62 498.817),(63 496.12494),(64 493.33157),(65 508.02542),(66 502.52853),(67 515.303),(68 509.97314),(69 512.04913),(70 518.7044),(71 517.7424),(72 513.4689),(73 516.0891),(74 518.2509),(75 519.9767),(76 508.3592),(77 506.56522),(78 519.72314),(79 516.4835),
(1 236.51454),(2 312.84985),(3 355.65118),(4 370.8986),(5 386.75702),(6 391.73572),(7 402.60123),(8 413.7407),(9 418.11194),(10 419.80606),(11 435.20724),(12 428.80762),(13 429.48633),(14 439.85846),(15 444.3982),(16 443.26984),(17 449.5919),(18 442.25778),(19 448.2343),(20 454.96753),(21 452.96204),(22 453.98026),(23 451.755),(24 451.21216),(25 448.13614),(26 447.2065),(27 445.45828),(28 440.2813),(29 438.28992),(30 445.25632),(31 441.85886),(32 441.87527),(33 442.29153),(34 443.80743),(35 437.2475),(36 437.01346),(37 438.12976),(38 446.87473),(39 449.98135),(40 454.35574),(41 453.0709),(42 449.99332),(43 446.68588),(44 451.34564),(45 451.7324),(46 449.58994),(47 451.82904),(48 445.6888),(49 452.4578),(50 455.5402),(51 461.98944),(52 457.81436),(53 461.7102),(54 454.35403),(55 465.94534),(56 466.41528),(57 465.95044),(58 468.8085),(59 471.18634),(60 466.7168),(61 470.41846),(62 477.921),(63 479.37463),(64 471.57346),(65 479.7293),(66 478.3733),(67 486.36328),(68 484.97073),(69 487.0064),(70 487.9291),(71 493.8583),(72 489.44998),(73 486.43658),(74 490.7991),(75 487.04312),(76 476.68686),(77 480.1041),(78 502.23596),(79 501.81506),
(1 233.27686),(2 306.06235),(3 342.07602),(4 360.0881),(5 374.44498),(6 383.65253),(7 390.7492),(8 400.08527),(9 399.50586),(10 402.3199),(11 415.6426),(12 407.08713),(13 415.10803),(14 425.6735),(15 431.61118),(16 432.08572),(17 438.58447),(18 434.3086),(19 437.95337),(20 439.22778),(21 443.41635),(22 443.82062),(23 440.64603),(24 437.72842),(25 439.30936),(26 444.21487),(27 442.29517),(28 435.7987),(29 427.41745),(30 435.783),(31 435.94028),(32 438.2918),(33 438.28854),(34 436.88022),(35 435.4171),(36 431.80157),(37 434.36978),(38 445.22876),(39 449.18472),(40 451.5501),(41 450.29523),(42 446.00287),(43 444.8472),(44 448.40228),(45 448.9506),(46 452.77518),(47 459.01447),(48 452.66656),(49 457.23737),(50 462.8619),(51 469.17136),(52 460.55972),(53 463.8014),(54 460.63348),(55 461.4786),(56 457.2556),(57 458.29617),(58 463.41156),(59 460.49783),(60 460.33398),(61 463.68933),(62 470.7699),(63 472.78015),(64 467.38684),(65 469.52997),(66 468.3172),(67 482.79907),(68 483.6361),(69 487.87778),(70 488.5968),(71 493.27893),(72 489.65735),(73 481.61435),(74 485.97668),(75 480.11148),(76 474.6391),(77 476.1296),(78 496.503),(79 500.27405),
(1 227.79306),(2 298.0289),(3 330.59793),(4 346.32462),(5 364.6305),(6 370.25818),(7 379.782),(8 381.00787),(9 385.312),(10 389.38986),(11 398.6486),(12 402.4655),(13 411.7034),(14 417.73108),(15 430.7493),(16 423.26157),(17 423.2284),(18 419.0797),(19 420.01907),(20 422.41248),(21 421.0465),(22 422.01102),(23 420.92422),(24 419.4032),(25 420.97458),(26 428.30298),(27 434.01413),(28 434.89542),(29 428.94113),(30 423.65973),(31 427.29608),(32 433.0046),(33 432.23395),(34 432.08698),(35 431.54193),(36 426.54767),(37 430.32022),(38 430.76544),(39 434.0605),(40 436.27023),(41 431.59497),(42 431.93887),(43 432.2664),(44 433.00027),(45 430.18073),(46 434.23965),(47 436.3243),(48 430.04898),(49 430.46875),(50 441.5303),(51 451.29636),(52 443.355),(53 449.815),(54 446.62405),(55 448.2884),(56 441.1821),(57 444.2527),(58 446.94653),(59 448.86346),(60 449.35297),(61 445.5565),(62 449.08325),(63 449.54227),(64 447.99878),(65 449.09018),(66 447.0771),(67 457.45276),(68 452.75156),(69 454.44794),(70 455.77493),(71 456.32733),(72 451.62665),(73 448.6259),(74 451.46954),(75 451.69107),(76 445.64346),(77 450.39905),(78 467.51233),(79 468.7408),
(1 220.22607),(2 288.09927),(3 322.0574),(4 338.5253),(5 354.0699),(6 364.6597),(7 369.0525),(8 373.25543),(9 390.36673),(10 392.22632),(11 404.2804),(12 405.83563),(13 411.80368),(14 417.49704),(15 428.74396),(16 417.61517),(17 417.4235),(18 414.6024),(19 419.5176),(20 422.88132),(21 419.94485),(22 420.563),(23 419.86523),(24 422.44858),(25 424.56967),(26 432.34637),(27 435.33218),(28 438.00238),(29 429.587),(30 425.1896),(31 429.4125),(32 432.68118),(33 430.5734),(34 432.48816),(35 431.60455),(36 432.7418),(37 433.82547),(38 436.45953),(39 434.95377),(40 434.895),(41 432.8997),(42 431.3346),(43 428.98865),(44 432.60632),(45 430.11465),(46 430.173),(47 431.4071),(48 417.0605),(49 425.86847),(50 433.55334),(51 445.52045),(52 442.51962),(53 448.64175),(54 442.30246),(55 436.0215),(56 440.00446),(57 445.89926),(58 445.223),(59 445.52548),(60 436.54572),(61 441.4512),(62 446.89594),(63 449.19434),(64 451.27298),(65 451.49084),(66 449.0146),(67 455.2309),(68 455.63104),(69 455.64874),(70 459.80908),(71 458.63995),(72 457.31393),(73 450.82776),(74 457.66736),(75 456.3462),(76 458.12265),(77 454.92517),(78 461.86868),(79 472.28268),
(1 213.3189),(2 280.8751),(3 311.09482),(4 329.74515),(5 344.09933),(6 352.12943),(7 362.83368),(8 367.09543),(9 378.44336),(10 383.03),(11 390.82623),(12 391.63266),(13 397.15723),(14 402.63913),(15 412.47946),(16 402.6734),(17 406.32642),(18 407.1557),(19 409.82953),(20 409.71323),(21 411.56863),(22 415.0326),(23 408.4859),(24 408.20395),(25 412.44476),(26 415.53198),(27 410.91797),(28 410.04553),(29 405.54108),(30 405.77872),(31 411.2328),(32 412.72702),(33 409.8007),(34 415.18094),(35 416.34283),(36 418.6879),(37 416.698),(38 424.00888),(39 421.94678),(40 422.74802),(41 422.05304),(42 419.33264),(43 418.22452),(44 420.2129),(45 416.0877),(46 418.71088),(47 416.48553),(48 406.88123),(49 409.79898),(50 418.87152),(51 429.41202),(52 427.4172),(53 432.59338),(54 431.80267),(55 426.16196),(56 428.899),(57 435.14993),(58 425.39615),(59 427.6537),(60 418.98013),(61 428.67715),(62 434.08255),(63 440.856),(64 441.43918),(65 442.2352),(66 436.0317),(67 438.02017),(68 436.05853),(69 435.7273),(70 442.51154),(71 439.0628),(72 445.09653),(73 444.67056),(74 454.95087),(75 452.7101),(76 447.69415),(77 441.95245),(78 450.20047),(79 459.2418),
(1 208.00267),(2 275.7093),(3 303.974),(4 317.37726),(5 333.5283),(6 335.5077),(7 346.84607),(8 350.8683),(9 361.95145),(10 361.1704),(11 367.44217),(12 369.72543),(13 378.73218),(14 383.81308),(15 392.5349),(16 386.6661),(17 389.4263),(18 386.52194),(19 396.28857),(20 399.91357),(21 399.36157),(22 406.45966),(23 400.45828),(24 397.91095),(25 398.2068),(26 406.7406),(27 398.41895),(28 396.3227),(29 395.34366),(30 393.9342),(31 391.5931),(32 394.3156),(33 398.9854),(34 400.0225),(35 393.518),(36 393.7821),(37 395.8889),(38 407.9422),(39 406.7611),(40 414.5739),(41 407.8556),(42 403.58804),(43 400.08698),(44 405.34863),(45 401.24716),(46 405.9296),(47 403.3252),(48 396.71225),(49 403.0641),(50 408.3442),(51 417.34567),(52 413.85178),(53 419.79797),(54 421.13788),(55 420.83685),(56 420.55048),(57 424.43344),(58 424.48477),(59 422.01877),(60 415.98416),(61 424.01077),(62 426.12683),(63 428.3831),(64 426.13034),(65 429.1978),(66 428.2044),(67 429.32205),(68 425.07593),(69 423.71616),(70 426.39954),(71 428.40707),(72 429.60034),(73 430.77905),(74 438.76755),(75 433.3022),(76 431.4578),(77 428.93274),(78 442.0307),(79 446.4004),
(1 204.29942),(2 272.6715),(3 298.70688),(4 311.41745),(5 324.3258),(6 332.48712),(7 341.61053),(8 350.08228),(9 362.19858),(10 364.75446),(11 368.1148),(12 370.84824),(13 374.44455),(14 381.5339),(15 383.63724),(16 382.61597),(17 376.63553),(18 373.31955),(19 378.9345),(20 381.98904),(21 387.0508),(22 391.77448),(23 390.67157),(24 390.66266),(25 388.57172),(26 389.62823),(27 389.82834),(28 389.83887),(29 389.78),(30 391.5605),(31 385.2066),(32 390.6027),(33 393.56726),(34 395.9966),(35 392.7356),(36 385.4765),(37 388.05945),(38 394.50162),(39 392.87393),(40 398.08417),(41 400.97946),(42 402.84625),(43 394.50003),(44 400.05704),(45 399.30954),(46 400.61084),(47 398.53348),(48 393.69125),(49 394.5385),(50 399.1918),(51 407.631),(52 403.42667),(53 404.2311),(54 406.40262),(55 408.1092),(56 405.69913),(57 409.10226),(58 412.3892),(59 411.27014),(60 408.071),(61 410.86227),(62 415.40057),(63 419.1977),(64 411.95187),(65 419.3417),(66 415.7171),(67 420.9907),(68 418.43274),(69 417.15024),(70 426.03305),(71 428.0134),(72 427.2493),(73 423.52692),(74 434.78824),(75 430.55435),(76 431.1868),(77 428.4676),(78 435.36197),(79 434.32132),
(1 197.84097),(2 262.43124),(3 291.43286),(4 308.73148),(5 318.75894),(6 329.58377),(7 335.56827),(8 338.67883),(9 348.3584),(10 352.74887),(11 359.25443),(12 359.8381),(13 359.42166),(14 367.38968),(15 372.9991),(16 371.63406),(17 372.5608),(18 368.55716),(19 373.3452),(20 373.29312),(21 375.48087),(22 379.31113),(23 384.85318),(24 388.8993),(25 382.49142),(26 385.3595),(27 385.96295),(28 381.95493),(29 379.78342),(30 379.507),(31 375.8546),(32 384.1061),(33 382.55664),(34 379.82263),(35 379.13623),(36 371.52963),(37 374.11365),(38 379.5019),(39 375.72394),(40 381.30487),(41 382.95087),(42 387.0471),(43 384.61313),(44 387.63266),(45 388.15854),(46 387.58228),(47 384.52975),(48 378.64163),(49 379.69467),(50 382.33838),(51 391.25958),(52 386.7936),(53 387.59293),(54 390.8487),(55 390.94458),(56 392.2286),(57 396.75687),(58 397.97552),(59 390.25296),(60 386.23795),(61 390.05594),(62 398.73892),(63 406.776),(64 402.20364),(65 402.2279),(66 402.12732),(67 406.40454),(68 408.74283),(69 409.15884),(70 415.5228),(71 411.22083),(72 406.3463),(73 403.6911),(74 414.2031),(75 412.77158),(76 414.3969),(77 415.28973),(78 417.28214),(79 411.40598),
(1 194.6681),(2 264.11734),(3 293.8055),(4 307.32144),(5 319.6633),(6 330.5321),(7 341.67227),(8 342.55878),(9 349.1037),(10 351.0224),(11 356.52158),(12 358.69345),(13 356.64093),(14 360.1641),(15 367.20648),(16 364.26624),(17 366.67978),(18 367.2664),(19 373.85135),(20 369.99933),(21 368.48502),(22 373.70596),(23 377.42786),(24 385.00967),(25 381.1365),(26 381.88635),(27 382.92422),(28 378.61105),(29 376.10696),(30 376.71854),(31 372.23853),(32 380.05518),(33 377.625),(34 380.39532),(35 374.205),(36 367.81677),(37 370.53113),(38 375.97986),(39 373.07767),(40 378.11975),(41 375.5706),(42 375.8088),(43 379.1868),(44 383.23148),(45 386.1344),(46 382.50977),(47 383.04788),(48 376.0164),(49 376.74677),(50 383.4846),(51 388.26367),(52 384.82635),(53 390.7365),(54 388.4879),(55 386.0237),(56 383.77618),(57 386.70264),(58 386.0161),(59 384.56448),(60 382.165),(61 387.35605),(62 391.88815),(63 397.42435),(64 396.09802),(65 397.92245),(66 401.5736),(67 403.50702),(68 403.4442),(69 404.56232),(70 413.1877),(71 407.3869),(72 405.69003),(73 403.43152),(74 405.38263),(75 404.67685),(76 408.17587),(77 412.93762),(78 419.775),(79 413.1923),
(1 193.73055),(2 257.599),(3 284.22437),(4 299.69305),(5 312.6551),(6 321.10492),(7 330.64798),(8 331.8011),(9 341.21964),(10 348.0462),(11 347.1222),(12 348.79218),(13 352.7291),(14 351.64584),(15 363.74445),(16 358.9581),(17 364.05716),(18 365.5114),(19 369.71393),(20 367.1731),(21 362.4711),(22 362.72668),(23 363.6609),(24 366.10825),(25 364.53864),(26 367.8557),(27 360.27148),(28 366.16293),(29 366.53027),(30 360.28757),(31 358.5635),(32 366.23105),(33 364.88177),(34 368.0804),(35 365.5343),(36 362.63885),(37 361.04993),(38 364.73434),(39 366.6381),(40 370.09314),(41 369.50266),(42 374.49316),(43 377.35834),(44 379.96774),(45 382.39072),(46 381.4345),(47 384.09277),(48 377.69043),(49 385.30264),(50 390.74606),(51 392.55716),(52 390.21594),(53 394.91434),(54 393.10995),(55 397.31177),(56 390.34415),(57 392.60284),(58 389.63873),(59 389.31384),(60 388.31415),(61 393.40527),(62 394.2666),(63 402.4772),(64 398.90472),(65 401.7335),(66 398.14243),(67 401.1778),(68 399.35382),(69 399.93777),(70 398.9452),(71 400.53357),(72 394.08942),(73 396.05573),(74 398.17276),(75 395.24518),(76 399.61136),(77 407.03424),(78 414.45355),(79 415.31866),
(1 188.58601),(2 251.73808),(3 276.44977),(4 290.57404),(5 300.80087),(6 309.9719),(7 319.4098),(8 322.97827),(9 332.45554),(10 337.85602),(11 340.40347),(12 344.35736),(13 350.39777),(14 344.78165),(15 356.9964),(16 351.43463),(17 354.80295),(18 352.4696),(19 354.76685),(20 357.55966),(21 355.27673),(22 355.12692),(23 354.2898),(24 357.6586),(25 358.73788),(26 360.21643),(27 359.90332),(28 364.5143),(29 361.9324),(30 356.8751),(31 357.72977),(32 363.40143),(33 364.27704),(34 362.91678),(35 357.20694),(36 355.156),(37 360.89493),(38 359.52722),(39 364.3186),(40 361.40717),(41 365.51892),(42 367.28436),(43 370.9104),(44 370.33362),(45 371.0118),(46 371.72125),(47 370.3621),(48 371.84116),(49 378.9889),(50 380.25204),(51 386.32925),(52 383.882),(53 389.0399),(54 386.4172),(55 382.56335),(56 380.23856),(57 386.59833),(58 383.21548),(59 382.93124),(60 379.37778),(61 387.9983),(62 382.5232),(63 386.79892),(64 385.2108),(65 386.1052),(66 387.02557),(67 391.84525),(68 390.2717),(69 392.24796),(70 393.0032),(71 393.3836),(72 393.036),(73 390.0442),(74 393.01462),(75 389.29648),(76 396.94507),(77 403.76508),(78 409.87405),(79 403.48486),
(1 181.05853),(2 242.83986),(3 266.93713),(4 272.84387),(5 284.62457),(6 293.75378),(7 307.27643),(8 310.18716),(9 316.2864),(10 324.4497),(11 325.20886),(12 326.317),(13 330.49057),(14 332.0099),(15 339.20926),(16 337.24326),(17 338.63818),(18 336.35217),(19 342.47427),(20 346.4006),(21 347.23294),(22 348.5697),(23 346.05804),(24 346.19376),(25 346.19806),(26 351.45273),(27 351.76563),(28 351.82333),(29 347.16528),(30 352.97095),(31 349.61584),(32 355.857),(33 351.8175),(34 352.45096),(35 344.88016),(36 343.2585),(37 344.197),(38 347.38284),(39 352.9654),(40 350.95883),(41 348.70645),(42 348.1854),(43 351.64636),(44 353.29425),(45 349.50348),(46 349.38126),(47 348.20383),(48 348.94293),(49 351.38965),(50 352.97363),(51 361.53726),(52 357.93265),(53 360.44336),(54 358.47958),(55 362.85318),(56 360.7775),(57 365.74762),(58 367.1516),(59 371.2588),(60 364.89063),(61 371.3402),(62 369.71445),(63 371.4972),(64 372.12415),(65 373.5858),(66 375.23148),(67 381.81708),(68 379.1245),(69 376.5453),(70 378.43552),(71 375.04852),(72 374.04654),(73 370.65344),(74 377.66452),(75 379.97778),(76 383.4866),(77 387.81723),(78 392.44775),(79 390.4024),
(1 178.52382),(2 233.40363),(3 258.1823),(4 263.74835),(5 277.55896),(6 290.8812),(7 304.17648),(8 306.35147),(9 313.91492),(10 322.39822),(11 328.1513),(12 325.30222),(13 325.22083),(14 329.84442),(15 335.34796),(16 331.64255),(17 335.9721),(18 334.72464),(19 337.38367),(20 340.49997),(21 337.98917),(22 340.46854),(23 338.53943),(24 337.74704),(25 334.22205),(26 339.04102),(27 339.34012),(28 339.85037),(29 336.6261),(30 338.95764),(31 335.5258),(32 343.5333),(33 346.30954),(34 344.02304),(35 342.884),(36 343.07642),(37 339.3792),(38 346.81607),(39 349.79562),(40 353.49146),(41 347.53912),(42 348.83472),(43 352.1821),(44 356.5261),(45 355.38138),(46 349.7684),(47 351.1519),(48 351.22986),(49 353.87634),(50 355.0371),(51 361.4784),(52 362.09622),(53 364.53625),(54 358.61478),(55 358.34216),(56 357.7062),(57 358.59277),(58 358.37076),(59 360.45605),(60 352.36496),(61 356.80737),(62 359.37265),(63 372.13016),(64 369.3082),(65 368.67572),(66 374.0658),(67 377.4202),(68 375.8306),(69 376.0421),(70 373.71884),(71 370.35324),(72 370.15158),(73 370.29776),(74 374.42596),(75 372.95203),(76 375.73224),(77 383.2667),(78 385.66092),(79 384.94354),
(1 173.94301),(2 223.82463),(3 250.66776),(4 261.48767),(5 271.82358),(6 280.39694),(7 296.17548),(8 297.2197),(9 302.69037),(10 311.11813),(11 316.90314),(12 318.09476),(13 316.14883),(14 316.20105),(15 323.56473),(16 321.81226),(17 323.62976),(18 323.7649),(19 328.21417),(20 329.88324),(21 329.41272),(22 330.79965),(23 331.1604),(24 330.0081),(25 327.75082),(26 337.04993),(27 333.79846),(28 332.73813),(29 328.8587),(30 332.7638),(31 328.14188),(32 335.3029),(33 332.6363),(34 337.85382),(35 338.03195),(36 331.49997),(37 330.86444),(38 336.22797),(39 341.93384),(40 342.6443),(41 340.14008),(42 340.5268),(43 346.86505),(44 349.78003),(45 348.9635),(46 346.10333),(47 344.29755),(48 344.2175),(49 349.31592),(50 348.8838),(51 359.4907),(52 360.44525),(53 357.60864),(54 356.13272),(55 355.68036),(56 353.46393),(57 353.97018),(58 355.9228),(59 356.03098),(60 348.08868),(61 352.36365),(62 354.28027),(63 360.6176),(64 360.5083),(65 358.9586),(66 359.43408),(67 360.46036),(68 362.81146),(69 360.19504),(70 361.27875),(71 357.0268),(72 351.315),(73 352.68375),(74 354.21732),(75 352.64307),(76 357.17862),(77 358.86932),(78 365.21494),(79 367.17114),
(1 169.90141),(2 223.36377),(3 251.69746),(4 264.36215),(5 274.07623),(6 282.45712),(7 292.93597),(8 295.25232),(9 304.7413),(10 309.65912),(11 313.52484),(12 310.51495),(13 311.6238),(14 316.46024),(15 321.38647),(16 320.41586),(17 320.7452),(18 320.577),(19 324.13727),(20 327.23434),(21 328.7652),(22 331.80682),(23 331.331),(24 330.32016),(25 330.73276),(26 341.8171),(27 338.24203),(28 334.34067),(29 331.92654),(30 335.12238),(31 331.0377),(32 340.60287),(33 337.22952),(34 343.39722),(35 338.4033),(36 332.05746),(37 327.16882),(38 339.1213),(39 337.15826),(40 337.66055),(41 334.5564),(42 332.72446),(43 339.50104),(44 340.84537),(45 338.96152),(46 336.92206),(47 334.21075),(48 330.51718),(49 334.3199),(50 334.68726),(51 343.16077),(52 342.3455),(53 343.85867),(54 347.25546),(55 347.0442),(56 342.73172),(57 344.64392),(58 347.5354),(59 349.02777),(60 345.9489),(61 345.91125),(62 351.08804),(63 350.46463),(64 352.72873),(65 352.4628),(66 348.89737),(67 347.86813),(68 352.4219),(69 349.86856),(70 352.05334),(71 349.80228),(72 349.21527),(73 349.13025),(74 350.71838),(75 347.81412),(76 351.4048),(77 350.06223),(78 360.49207),(79 359.176),
(1 163.5032),(2 216.55971),(3 238.61168),(4 253.10019),(5 264.0048),(6 272.11047),(7 286.0396),(8 285.3274),(9 298.48215),(10 303.82077),(11 308.52228),(12 305.5443),(13 309.42224),(14 308.91992),(15 319.26935),(16 320.44485),(17 325.0186),(18 325.09897),(19 325.472),(20 326.4177),(21 322.35687),(22 322.5087),(23 326.4795),(24 326.5679),(25 325.80566),(26 331.01694),(27 330.65964),(28 328.76743),(29 330.1169),(30 327.92996),(31 330.02975),(32 330.88782),(33 332.08585),(34 336.59567),(35 330.33582),(36 327.74142),(37 323.6287),(38 328.90662),(39 328.46567),(40 330.21887),(41 328.94794),(42 334.15665),(43 331.83087),(44 334.55753),(45 332.7651),(46 330.57077),(47 331.82266),(48 331.05414),(49 329.89606),(50 333.47028),(51 337.32886),(52 340.5956),(53 341.69226),(54 340.3936),(55 340.09268),(56 337.26862),(57 341.63922),(58 340.57986),(59 342.6806),(60 340.19922),(61 342.17014),(62 346.67108),(63 352.41403),(64 345.2376),(65 346.40665),(66 345.43268),(67 344.52872),(68 346.75104),(69 342.34183),(70 345.35385),(71 344.76517),(72 342.5989),(73 341.99246),(74 343.50427),(75 346.0359),(76 347.6654),(77 344.29358),(78 353.0976),(79 351.42834),
