1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 60.164608),(2 74.062515),(3 78.44741),(4 80.75494),(5 82.62151),(6 83.38272),(7 85.76097),(8 85.677086),(9 86.60848),(10 88.0614),(11 87.93529),(12 86.41877),(13 87.22277),(14 88.58679),(15 90.02763),(16 91.02175),(17 88.73129),(18 90.96397),(19 90.5186),(20 90.53901),(21 89.79573),(22 90.13471),(23 90.1716),(24 89.341774),(25 90.48307),(26 91.54873),(27 92.80678),(28 94.0796),(29 93.7631),(30 95.263145),(31 93.92074),(32 93.78724),(33 94.87879),(34 94.80115),(35 93.36005),(36 94.01763),(37 93.37275),(38 91.88284),(39 94.738495),(40 95.082634),(41 94.62262),(42 94.21786),(43 93.80762),(44 94.7034),(45 96.04928),(46 94.65469),(47 95.469505),(48 94.522766),(49 92.9373),(50 93.02882),(51 94.18064),(52 93.18198),(53 92.89958),(54 93.95232),(55 93.15205),(56 93.75961),(57 94.13334),(58 94.93927),(59 94.249275),(60 92.066475),(61 92.4779),(62 91.14325),(63 92.711845),(64 91.80537),(65 90.75714),(66 91.4768),(67 90.600555),(68 91.78898),(69 91.06148),(70 92.23206),(71 91.15214),(72 90.64284),(73 89.66256),(74 90.9659),(75 90.72145),(76 90.27667),(77 90.04748),(78 89.604256),(79 90.35489),
(1 57.50295),(2 70.364876),(3 75.690796),(4 77.26143),(5 79.15993),(6 79.52335),(7 80.77938),(8 81.72206),(9 82.786476),(10 82.08289),(11 83.405136),(12 82.597496),(13 83.03214),(14 83.76386),(15 85.809555),(16 85.97904),(17 85.89795),(18 87.21014),(19 87.22934),(20 86.7742),(21 87.1039),(22 85.688545),(23 84.872375),(24 85.19481),(25 85.46916),(26 87.21242),(27 88.7062),(28 89.32324),(29 89.80235),(30 91.42761),(31 90.44258),(32 89.62147),(33 90.377495),(34 90.91404),(35 90.813416),(36 90.70717),(37 88.6968),(38 89.16041),(39 91.12639),(40 89.94965),(41 89.93171),(42 88.70125),(43 88.94169),(44 89.96606),(45 90.07928),(46 90.38504),(47 89.43765),(48 89.337364),(49 90.1031),(50 89.79432),(51 90.91155),(52 90.41361),(53 88.82658),(54 88.96981),(55 88.156586),(56 88.380646),(57 87.80627),(58 88.39549),(59 88.658745),(60 87.87742),(61 87.34715),(62 86.066605),(63 87.51626),(64 87.42752),(65 86.99236),(66 86.06212),(67 85.55046),(68 86.353455),(69 86.152374),(70 85.88726),(71 86.33093),(72 85.02102),(73 85.320175),(74 84.94641),(75 87.37398),(76 86.86975),(77 85.84409),(78 84.88052),(79 86.309296),
(1 57.082283),(2 68.713615),(3 74.798164),(4 75.682144),(5 78.18666),(6 78.068115),(7 80.218475),(8 80.62656),(9 81.64144),(10 81.07156),(11 82.11869),(12 81.244484),(13 82.758675),(14 82.927315),(15 85.02451),(16 84.709785),(17 85.56166),(18 85.21605),(19 85.57132),(20 84.604294),(21 85.486755),(22 85.68262),(23 86.25177),(24 84.46511),(25 85.8644),(26 86.09612),(27 88.15667),(28 89.15658),(29 89.640884),(30 89.3452),(31 88.39552),(32 88.92939),(33 88.94681),(34 88.39014),(35 88.65876),(36 88.474884),(37 87.94913),(38 87.847046),(39 89.0927),(40 89.0708),(41 89.25555),(42 89.25072),(43 89.65309),(44 89.06366),(45 89.53083),(46 88.47764),(47 88.81453),(48 87.903275),(49 88.67777),(50 88.78488),(51 89.46549),(52 87.63879),(53 86.55921),(54 87.27015),(55 87.54347),(56 86.9246),(57 86.704605),(58 86.40415),(59 87.14276),(60 86.89024),(61 86.9603),(62 87.05241),(63 87.00141),(64 86.21909),(65 86.106804),(66 85.32864),(67 85.75541),(68 86.1553),(69 86.01632),(70 85.97814),(71 87.42873),(72 85.864624),(73 86.2659),(74 85.33892),(75 86.44953),(76 85.83386),(77 87.08114),(78 87.00563),(79 86.86542),
(1 56.136486),(2 67.84996),(3 73.29006),(4 75.17709),(5 77.004196),(6 77.045265),(7 77.91253),(8 78.62886),(9 79.66854),(10 78.61888),(11 79.30225),(12 79.164734),(13 79.527214),(14 80.473),(15 81.76006),(16 82.865204),(17 82.61993),(18 83.3637),(19 83.2644),(20 83.01151),(21 83.27539),(22 83.51304),(23 84.22851),(24 83.51991),(25 83.79318),(26 84.23411),(27 85.72428),(28 86.19167),(29 85.73388),(30 86.8549),(31 87.32263),(32 87.39466),(33 87.557465),(34 87.123985),(35 87.09087),(36 87.44396),(37 86.957886),(38 87.47309),(39 88.142334),(40 89.28146),(41 88.12656),(42 88.641655),(43 89.454796),(44 89.02505),(45 88.85217),(46 88.984146),(47 89.05904),(48 88.739426),(49 88.45362),(50 88.80328),(51 88.45406),(52 88.73135),(53 88.08681),(54 87.73092),(55 87.40109),(56 87.62606),(57 87.830986),(58 88.23573),(59 88.47122),(60 87.24697),(61 86.29709),(62 85.73111),(63 85.65534),(64 85.8863),(65 84.900154),(66 85.72046),(67 84.38948),(68 84.62671),(69 83.905594),(70 84.99299),(71 84.822624),(72 84.703064),(73 84.24099),(74 83.4288),(75 84.682655),(76 84.48581),(77 84.97961),(78 84.91655),(79 84.95296),
(1 55.548573),(2 67.09188),(3 72.97674),(4 74.5019),(5 75.260216),(6 76.02893),(7 76.50793),(8 77.63182),(9 78.894325),(10 79.390976),(11 79.520004),(12 79.29063),(13 78.8612),(14 79.28874),(15 80.019745),(16 81.0646),(17 81.55028),(18 81.116066),(19 81.28328),(20 81.8174),(21 81.107895),(22 81.55394),(23 81.30513),(24 81.178406),(25 82.07803),(26 83.04889),(27 84.87983),(28 85.561806),(29 85.5694),(30 84.31977),(31 85.08961),(32 86.31369),(33 86.03551),(34 85.73867),(35 85.93857),(36 85.535286),(37 85.12242),(38 84.6545),(39 86.372116),(40 85.846924),(41 85.85832),(42 86.44517),(43 86.12155),(44 85.580215),(45 86.35413),(46 86.11967),(47 86.73574),(48 86.69708),(49 85.91031),(50 86.5926),(51 87.04116),(52 85.42059),(53 85.75149),(54 85.15476),(55 85.65919),(56 84.65138),(57 85.11959),(58 86.07156),(59 85.16168),(60 84.80026),(61 84.94887),(62 84.40582),(63 84.40183),(64 84.56523),(65 84.58937),(66 84.08518),(67 84.17977),(68 83.41157),(69 82.76012),(70 82.75056),(71 82.98754),(72 81.45137),(73 81.65877),(74 81.922554),(75 83.85558),(76 83.0405),(77 83.38624),(78 83.07905),(79 83.59167),
(1 53.79577),(2 65.36775),(3 70.72906),(4 72.65011),(5 73.955215),(6 73.50614),(7 74.915085),(8 75.74214),(9 76.376114),(10 76.57455),(11 76.24472),(12 76.89312),(13 77.596436),(14 78.77805),(15 79.51703),(16 79.47764),(17 80.75422),(18 79.997826),(19 81.608315),(20 81.968575),(21 82.22482),(22 82.24433),(23 81.910706),(24 81.501),(25 81.61949),(26 82.22598),(27 84.637856),(28 84.334915),(29 84.54834),(30 85.3754),(31 85.1179),(32 85.72811),(33 85.389496),(34 86.01293),(35 85.194275),(36 84.69777),(37 84.67545),(38 83.95507),(39 85.620735),(40 85.58402),(41 86.394135),(42 87.40998),(43 86.27054),(44 87.19407),(45 87.73869),(46 85.725685),(47 86.39122),(48 87.13004),(49 86.692505),(50 84.82165),(51 85.986244),(52 85.09554),(53 84.079834),(54 83.79547),(55 83.26808),(56 83.24493),(57 84.993835),(58 84.371895),(59 84.41657),(60 84.078674),(61 83.931656),(62 82.85569),(63 82.93443),(64 83.07725),(65 82.26095),(66 82.63369),(67 81.76174),(68 82.249405),(69 82.07741),(70 81.76918),(71 81.668434),(72 82.21032),(73 81.8489),(74 80.873924),(75 82.191895),(76 82.67082),(77 81.72497),(78 82.32145),(79 82.135445),
(1 54.284473),(2 66.02888),(3 70.909805),(4 73.093994),(5 73.365135),(6 73.60214),(7 74.82593),(8 75.760574),(9 76.70334),(10 77.3877),(11 77.33361),(12 77.0121),(13 77.78335),(14 78.93044),(15 79.39551),(16 80.02788),(17 80.262184),(18 79.39009),(19 80.05932),(20 80.72608),(21 80.56735),(22 80.43324),(23 80.616684),(24 81.71971),(25 81.53267),(26 82.46521),(27 82.64117),(28 84.39164),(29 83.91461),(30 84.482155),(31 84.84344),(32 84.08214),(33 85.97012),(34 86.71539),(35 86.92212),(36 86.35132),(37 85.65689),(38 85.87019),(39 85.653),(40 85.32902),(41 85.80325),(42 87.42867),(43 86.55512),(44 87.08963),(45 86.70493),(46 86.278564),(47 86.782295),(48 86.97073),(49 85.47603),(50 85.41457),(51 86.43939),(52 85.653275),(53 84.85653),(54 84.17733),(55 83.97503),(56 83.53132),(57 84.135666),(58 84.92654),(59 84.78454),(60 82.97316),(61 82.75103),(62 82.2689),(63 82.19069),(64 81.487434),(65 81.51173),(66 81.752014),(67 80.86927),(68 80.87635),(69 80.39312),(70 80.21237),(71 81.06),(72 81.098305),(73 81.592896),(74 80.5208),(75 81.48971),(76 82.03288),(77 81.67518),(78 80.89714),(79 82.7215),
(1 53.241554),(2 64.268776),(3 68.276115),(4 70.474434),(5 71.94691),(6 72.7656),(7 73.5926),(8 73.24384),(9 74.596016),(10 75.30774),(11 75.76044),(12 75.9701),(13 76.03998),(14 76.71076),(15 77.91592),(16 77.76906),(17 78.124794),(18 78.13939),(19 79.07135),(20 78.58919),(21 78.51337),(22 79.563324),(23 80.0181),(24 80.60269),(25 80.250465),(26 79.79116),(27 81.074295),(28 81.373375),(29 82.09914),(30 82.63618),(31 83.09091),(32 83.020546),(33 84.616516),(34 82.510574),(35 83.24907),(36 83.38774),(37 83.115),(38 82.76971),(39 82.44741),(40 82.665054),(41 82.87634),(42 83.633804),(43 83.41459),(44 83.25135),(45 83.77503),(46 83.01212),(47 82.74114),(48 83.43882),(49 83.355736),(50 82.14753),(51 83.2868),(52 82.53925),(53 82.32092),(54 81.385056),(55 81.27964),(56 80.797676),(57 81.19006),(58 81.37094),(59 82.04949),(60 80.352264),(61 79.8516),(62 80.59033),(63 81.322014),(64 80.91528),(65 81.57538),(66 80.59476),(67 79.43578),(68 79.160164),(69 79.33566),(70 79.26211),(71 78.505486),(72 79.3506),(73 79.01419),(74 78.090996),(75 79.770706),(76 79.01427),(77 78.79397),(78 79.24329),(79 80.80336),
(1 52.29755),(2 61.993046),(3 66.84361),(4 68.74147),(5 70.052444),(6 70.765594),(7 71.76008),(8 72.996666),(9 73.480194),(10 74.42599),(11 74.58272),(12 74.25832),(13 75.75305),(14 75.1105),(15 75.7427),(16 76.91159),(17 76.9249),(18 76.84221),(19 78.07652),(20 78.314384),(21 78.07206),(22 79.400894),(23 79.005394),(24 78.821365),(25 78.783104),(26 78.27296),(27 80.2478),(28 80.37553),(29 79.931114),(30 80.61198),(31 80.67841),(32 80.30942),(33 81.08783),(34 82.22268),(35 81.97863),(36 82.08139),(37 81.36883),(38 81.28724),(39 82.35006),(40 82.255806),(41 82.4019),(42 82.24137),(43 81.69652),(44 83.00558),(45 83.296036),(46 83.58043),(47 83.58089),(48 82.45682),(49 81.72733),(50 80.97939),(51 82.039635),(52 81.85313),(53 80.99003),(54 81.10654),(55 80.147736),(56 80.023895),(57 80.17588),(58 80.68454),(59 81.01426),(60 80.0131),(61 78.90522),(62 79.19087),(63 79.59146),(64 80.00243),(65 79.672066),(66 78.98672),(67 79.33374),(68 79.57551),(69 79.462845),(70 78.767914),(71 78.83324),(72 78.73012),(73 77.60629),(74 78.0162),(75 79.190025),(76 78.78902),(77 78.85094),(78 78.30937),(79 79.03421),
(1 49.982452),(2 60.93376),(3 63.53756),(4 65.61424),(5 66.87853),(6 68.26043),(7 68.34205),(8 69.941666),(9 70.99693),(10 71.159996),(11 71.0825),(12 70.41227),(13 70.878136),(14 71.52213),(15 72.96549),(16 73.24002),(17 73.211945),(18 74.43207),(19 73.757774),(20 74.229836),(21 73.93473),(22 73.55369),(23 73.43913),(24 74.819115),(25 74.030556),(26 73.91302),(27 75.988976),(28 76.62216),(29 76.62255),(30 77.78022),(31 77.502716),(32 77.53766),(33 77.137726),(34 77.025696),(35 77.85185),(36 77.94022),(37 77.4511),(38 77.07256),(39 77.88145),(40 77.88807),(41 77.7594),(42 78.68311),(43 78.577995),(44 79.583855),(45 79.08277),(46 79.206345),(47 80.26973),(48 79.39493),(49 79.7363),(50 77.811935),(51 78.90302),(52 78.80124),(53 78.51122),(54 78.37757),(55 78.195724),(56 76.785194),(57 77.53754),(58 78.18977),(59 79.00974),(60 76.708824),(61 76.620895),(62 76.40443),(63 77.204056),(64 77.316284),(65 76.93746),(66 76.36362),(67 77.250725),(68 76.66051),(69 77.881165),(70 75.86828),(71 76.231804),(72 75.38118),(73 74.9663),(74 74.922386),(75 76.50057),(76 76.08253),(77 76.64719),(78 75.681816),(79 75.7934),
(1 51.811092),(2 62.593147),(3 66.368576),(4 67.84557),(5 68.31636),(6 69.30527),(7 70.35434),(8 71.49427),(9 72.045944),(10 72.77404),(11 73.38119),(12 73.31483),(13 74.428474),(14 72.88208),(15 75.23542),(16 74.89161),(17 74.898674),(18 75.93647),(19 77.02806),(20 76.426414),(21 75.63408),(22 75.50603),(23 76.24917),(24 75.62251),(25 76.19076),(26 76.27454),(27 77.427155),(28 79.029305),(29 78.3693),(30 78.61189),(31 79.99401),(32 79.83697),(33 80.01183),(34 80.03982),(35 80.680885),(36 80.34303),(37 79.52715),(38 79.172295),(39 79.78264),(40 79.68723),(41 80.62306),(42 80.87723),(43 80.67026),(44 81.64784),(45 80.3553),(46 81.20639),(47 81.42377),(48 80.688576),(49 80.63876),(50 79.82422),(51 79.88587),(52 79.28062),(53 79.743324),(54 80.175896),(55 80.45037),(56 79.87801),(57 79.86948),(58 79.7946),(59 80.345695),(60 78.910255),(61 78.40759),(62 78.279755),(63 77.831154),(64 78.78082),(65 78.43217),(66 78.00938),(67 78.23834),(68 78.346596),(69 78.31474),(70 77.068016),(71 76.30994),(72 76.90047),(73 75.61785),(74 75.47533),(75 76.7707),(76 76.82744),(77 78.45025),(78 77.9688),(79 76.800896),
(1 50.05677),(2 59.796677),(3 62.931416),(4 64.370926),(5 66.48964),(6 68.025055),(7 68.115295),(8 68.71575),(9 69.520836),(10 70.46956),(11 69.92157),(12 69.67976),(13 70.358055),(14 70.57303),(15 72.152374),(16 71.875114),(17 72.5016),(18 74.20475),(19 73.78647),(20 74.66336),(21 75.19934),(22 75.08121),(23 74.494255),(24 75.110794),(25 74.74999),(26 75.05285),(27 75.09273),(28 76.40777),(29 76.860405),(30 76.35187),(31 76.60695),(32 76.48172),(33 77.34089),(34 77.62123),(35 78.022896),(36 78.23725),(37 77.45823),(38 75.91845),(39 76.59592),(40 76.72043),(41 76.18188),(42 75.971085),(43 76.68887),(44 77.375435),(45 77.294685),(46 77.63852),(47 76.946915),(48 76.19967),(49 77.331024),(50 76.722336),(51 76.6268),(52 76.67948),(53 77.04627),(54 75.59771),(55 75.13779),(56 75.73263),(57 76.12806),(58 76.41046),(59 76.45119),(60 76.12385),(61 75.078804),(62 74.17149),(63 75.724106),(64 75.056076),(65 75.111565),(66 75.19418),(67 75.05934),(68 75.29237),(69 74.860825),(70 74.34811),(71 74.26793),(72 74.171425),(73 74.43641),(74 74.06674),(75 74.75408),(76 74.62428),(77 73.66926),(78 73.541115),(79 73.82178),
(1 50.306183),(2 60.02374),(3 64.61799),(4 64.61762),(5 65.889534),(6 67.109985),(7 68.13429),(8 68.51913),(9 69.90441),(10 70.35806),(11 71.04681),(12 70.674484),(13 71.3322),(14 71.188896),(15 72.74393),(16 73.21701),(17 72.85984),(18 73.0326),(19 74.00155),(20 73.48622),(21 73.71797),(22 73.56779),(23 73.80215),(24 74.012985),(25 73.94284),(26 74.673515),(27 75.64867),(28 75.47205),(29 75.88364),(30 75.89345),(31 75.0565),(32 75.857285),(33 77.332275),(34 76.880646),(35 76.530876),(36 76.173386),(37 76.94602),(38 76.094246),(39 77.23616),(40 76.69779),(41 76.570984),(42 78.10129),(43 77.81051),(44 77.31954),(45 78.023346),(46 78.366486),(47 77.50543),(48 77.27009),(49 77.291214),(50 75.626724),(51 76.83932),(52 77.344086),(53 76.94029),(54 76.5834),(55 76.722916),(56 76.46),(57 76.96632),(58 76.92891),(59 76.34481),(60 77.434845),(61 75.93376),(62 75.68124),(63 75.96494),(64 76.28333),(65 75.57189),(66 75.622475),(67 74.99202),(68 75.450096),(69 76.05925),(70 75.07899),(71 75.087105),(72 74.75969),(73 74.30991),(74 74.31537),(75 75.32358),(76 75.69217),(77 75.762215),(78 74.46775),(79 74.534065),
(1 48.658916),(2 57.901688),(3 62.579487),(4 63.26616),(5 65.032265),(6 66.28605),(7 66.88457),(8 68.06158),(9 69.088036),(10 68.67699),(11 69.14952),(12 69.4033),(13 70.65387),(14 71.01531),(15 71.64864),(16 71.92635),(17 72.06343),(18 73.78602),(19 73.73201),(20 72.91177),(21 73.15577),(22 73.50652),(23 74.31054),(24 73.84024),(25 74.169075),(26 74.73379),(27 76.182076),(28 76.33825),(29 76.94681),(30 76.486305),(31 77.05149),(32 76.50487),(33 76.50646),(34 76.405235),(35 77.28865),(36 76.36205),(37 75.91788),(38 75.19475),(39 75.9854),(40 75.767654),(41 76.4794),(42 77.15821),(43 77.35189),(44 76.87986),(45 76.07982),(46 77.3056),(47 76.82108),(48 76.40564),(49 75.84882),(50 75.06066),(51 76.23526),(52 74.95026),(53 75.822365),(54 75.11933),(55 75.20468),(56 74.95505),(57 74.8923),(58 75.0982),(59 75.03253),(60 74.87711),(61 74.13963),(62 73.14399),(63 73.89551),(64 74.575325),(65 73.62636),(66 73.37174),(67 73.265594),(68 73.68496),(69 73.63981),(70 73.66615),(71 72.53109),(72 71.93791),(73 72.335945),(74 71.436455),(75 72.24151),(76 73.100105),(77 73.189316),(78 73.21994),(79 71.736084),
(1 47.413773),(2 56.813633),(3 60.447964),(4 62.3283),(5 62.888176),(6 64.56935),(7 64.9624),(8 65.02015),(9 65.43767),(10 66.66176),(11 67.32053),(12 67.80648),(13 67.96598),(14 68.16444),(15 68.37445),(16 68.91912),(17 69.89231),(18 69.936714),(19 69.60917),(20 69.05967),(21 70.36119),(22 71.13544),(23 71.425865),(24 71.48912),(25 70.90251),(26 71.8019),(27 72.016914),(28 71.657005),(29 72.328606),(30 72.116196),(31 71.60721),(32 72.27004),(33 71.382835),(34 71.39638),(35 71.43261),(36 71.44181),(37 71.893105),(38 72.49869),(39 73.78513),(40 72.898865),(41 72.78324),(42 72.97024),(43 73.118225),(44 72.66443),(45 73.36158),(46 73.220894),(47 72.83134),(48 73.88366),(49 73.674286),(50 72.383156),(51 73.84505),(52 72.82847),(53 73.03345),(54 71.87804),(55 72.49801),(56 72.28925),(57 72.06472),(58 71.770065),(59 71.04222),(60 70.931),(61 70.73263),(62 70.49122),(63 70.34251),(64 71.08495),(65 70.365906),(66 70.79406),(67 70.43173),(68 70.9361),(69 70.65033),(70 70.56052),(71 69.66685),(72 69.3987),(73 69.431725),(74 68.59842),(75 70.06177),(76 70.023605),(77 69.35585),(78 70.439415),(79 70.567184),
(1 48.042614),(2 58.267723),(3 61.411907),(4 63.009308),(5 62.991314),(6 64.71622),(7 65.5616),(8 66.08982),(9 66.33604),(10 67.380005),(11 67.88497),(12 67.6114),(13 67.805786),(14 67.48234),(15 68.83716),(16 68.505745),(17 69.633026),(18 69.74228),(19 70.47803),(20 69.23795),(21 70.15197),(22 70.64464),(23 70.60259),(24 70.954025),(25 69.78697),(26 70.93653),(27 72.23171),(28 72.024956),(29 73.014404),(30 73.42208),(31 72.25015),(32 73.231636),(33 73.13346),(34 72.69015),(35 73.28277),(36 72.813126),(37 72.80048),(38 72.86394),(39 73.1942),(40 74.28995),(41 74.34265),(42 74.654686),(43 75.462364),(44 74.48952),(45 75.11508),(46 75.11),(47 74.65307),(48 74.18721),(49 73.541695),(50 74.53107),(51 74.497536),(52 73.99643),(53 73.43894),(54 74.06389),(55 73.47166),(56 73.28724),(57 73.79096),(58 73.455864),(59 73.63442),(60 72.49495),(61 72.56564),(62 72.03308),(63 72.62582),(64 73.105934),(65 72.96825),(66 71.85819),(67 72.202354),(68 71.95984),(69 72.169525),(70 72.3159),(71 71.91305),(72 70.74024),(73 70.44506),(74 71.36146),(75 72.008865),(76 71.55549),(77 72.45042),(78 72.0835),(79 73.08109),
(1 46.16886),(2 56.212112),(3 58.57516),(4 61.164364),(5 61.56614),(6 62.273163),(7 63.231514),(8 63.44807),(9 64.4355),(10 64.58371),(11 64.80935),(12 64.6965),(13 64.316345),(14 64.2034),(15 65.83841),(16 65.80764),(17 66.32759),(18 66.52495),(19 67.21811),(20 67.70709),(21 67.39253),(22 67.27823),(23 68.135895),(24 67.994995),(25 68.41683),(26 68.489365),(27 69.48072),(28 69.15588),(29 69.06021),(30 70.25428),(31 70.640076),(32 70.52812),(33 70.61312),(34 69.95908),(35 69.76761),(36 70.53866),(37 70.25785),(38 70.18031),(39 71.111855),(40 71.662155),(41 71.6639),(42 71.570145),(43 71.27478),(44 71.408264),(45 71.42733),(46 72.32199),(47 72.52069),(48 72.2004),(49 71.832275),(50 71.07684),(51 71.21576),(52 71.14171),(53 70.76671),(54 70.559746),(55 71.03359),(56 71.50396),(57 71.22605),(58 70.748665),(59 70.368835),(60 70.48661),(61 70.38745),(62 69.51182),(63 69.90996),(64 71.23514),(65 70.10114),(66 69.86872),(67 69.95797),(68 68.55325),(69 68.69647),(70 68.73631),(71 69.44048),(72 68.84644),(73 68.28038),(74 67.6279),(75 69.16213),(76 67.88061),(77 69.22768),(78 68.53187),(79 68.668076),
(1 45.6422),(2 53.999622),(3 56.827938),(4 59.11069),(5 59.826714),(6 60.617577),(7 60.39858),(8 61.439198),(9 61.42919),(10 61.939392),(11 63.1245),(12 63.525486),(13 63.546707),(14 64.08324),(15 64.51392),(16 65.55215),(17 65.21682),(18 66.09541),(19 67.14511),(20 66.41834),(21 66.8492),(22 67.52612),(23 67.603676),(24 66.9524),(25 66.9294),(26 67.18532),(27 67.52243),(28 68.65246),(29 69.40771),(30 68.94118),(31 70.08207),(32 69.59517),(33 68.644554),(34 69.0524),(35 69.70528),(36 69.81591),(37 69.69138),(38 70.71915),(39 70.94773),(40 71.10565),(41 70.6331),(42 70.4003),(43 71.3017),(44 70.62504),(45 71.27172),(46 71.83409),(47 71.43636),(48 70.78965),(49 70.51787),(50 70.221176),(51 68.84241),(52 68.85032),(53 68.43618),(54 68.07292),(55 67.69475),(56 67.57514),(57 67.91796),(58 68.5366),(59 68.606125),(60 68.16683),(61 68.81034),(62 67.57878),(63 67.730286),(64 67.535385),(65 66.752556),(66 67.1989),(67 66.23832),(68 66.50606),(69 66.43973),(70 66.8097),(71 67.14779),(72 66.29918),(73 66.76492),(74 66.2481),(75 66.805565),(76 65.75381),(77 67.26778),(78 67.053734),(79 66.96721),
