1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17659.686),(2 46870.813),(3 79923.93),(4 120837.22),(5 171979.58),(6 224080.77),(7 293979.16),(8 384323.16),(9 449568),(10 525092.8),(11 625627.56),(12 708068.5),(13 756629.25),(14 842475.7),(15 892961.56),(16 936597.5),(17 981804.44),(18 1047788.5),(19 1099057.6),(20 1198151.1),(21 1264354.6),(22 1327111.6),(23 1386123.8),(24 1456935.6),(25 1552306.4),(26 1639484),(27 1711579.1),(28 1838862.1),(29 1957042.4),(30 2069921.4),(31 2163977),(32 2271586.3),(33 2350756),(34 2442115),(35 2531897.5),(36 2632389.8),(37 2726735.8),(38 2812483),(39 2893768.8),(40 2970374.8),(41 3141488.8),(42 3235669.3),(43 3318097.8),(44 3419276.8),(45 3521837),(46 3621210.3),(47 3772822.8),(48 3892543),(49 4001789.8),(50 4101929.3),(51 4135121.3),(52 4152084),(53 4194371.5),(54 4214916.5),(55 4236594.5),(56 4319355),(57 4415134.5),(58 4530093.5),(59 4660266),(60 4841679.5),(61 4987553.5),(62 5128271.5),(63 5298339.5),(64 5451492.5),(65 5575262),(66 5737514.5),(67 5872354),(68 5958241.5),(69 6050374.5),(70 6140809.5),(71 6206655.5),(72 6321668),(73 6549212),(74 6806024),(75 7026505.5),(76 7275563.5),(77 7541754.5),(78 7756119.5),(79 7941409.5),
(1 236.43613),(2 313.7908),(3 340.0397),(4 352.52975),(5 365.18106),(6 370.3923),(7 378.86465),(8 376.5143),(9 377.6728),(10 376.6508),(11 382.9628),(12 384.29703),(13 384.75464),(14 393.02032),(15 390.61063),(16 391.8981),(17 401.54507),(18 393.5751),(19 390.72958),(20 396.9802),(21 396.63107),(22 398.44672),(23 403.2695),(24 401.19748),(25 396.55643),(26 401.75104),(27 395.12512),(28 399.93176),(29 404.88132),(30 401.46234),(31 400.3843),(32 404.19763),(33 400.78827),(34 403.31934),(35 412.06662),(36 407.6554),(37 408.19852),(38 409.70786),(39 408.75278),(40 404.9206),(41 415.39606),(42 412.27917),(43 417.41037),(44 416.0837),(45 419.0876),(46 420.63846),(47 421.81857),(48 415.75684),(49 420.92438),(50 428.64944),(51 424.94388),(52 422.89758),(53 430.20663),(54 425.47855),(55 419.69666),(56 425.54282),(57 422.2095),(58 429.18707),(59 431.18884),(60 430.44635),(61 428.19473),(62 427.5145),(63 428.70374),(64 428.87067),(65 421.15317),(66 424.58566),(67 432.9927),(68 423.84396),(69 428.21848),(70 434.2552),(71 429.7884),(72 429.8001),(73 443.00455),(74 436.43845),(75 437.7449),(76 446.80234),(77 445.20438),(78 446.67383),(79 448.446),
(1 239.23112),(2 318.0706),(3 346.8387),(4 357.14172),(5 373.41754),(6 379.80426),(7 385.06555),(8 384.42526),(9 378.77582),(10 371.70624),(11 375.9193),(12 378.86365),(13 382.15887),(14 386.07898),(15 386.1546),(16 388.0247),(17 398.8013),(18 391.93478),(19 392.35266),(20 396.18393),(21 399.2205),(22 399.24448),(23 402.51123),(24 401.50308),(25 404.72546),(26 412.63156),(27 405.61273),(28 408.57935),(29 410.66177),(30 404.30334),(31 404.34756),(32 413.56815),(33 408.75983),(34 407.28552),(35 410.86545),(36 406.72202),(37 410.03293),(38 410.7536),(39 409.77264),(40 407.81772),(41 418.41254),(42 415.8576),(43 417.7991),(44 415.42474),(45 417.4284),(46 417.4757),(47 423.0722),(48 412.6322),(49 412.29407),(50 419.45422),(51 420.48035),(52 419.536),(53 425.51236),(54 423.4024),(55 421.39597),(56 429.71106),(57 427.57614),(58 430.28488),(59 435.40524),(60 431.93222),(61 432.39868),(62 433.86157),(63 433.27164),(64 430.7089),(65 424.87024),(66 425.9411),(67 437.201),(68 433.06964),(69 437.4415),(70 445.33505),(71 438.9421),(72 437.8638),(73 451.60446),(74 443.13956),(75 441.09192),(76 450.0649),(77 449.05933),(78 446.79794),(79 449.17465),
(1 235.39955),(2 313.62405),(3 339.218),(4 350.92917),(5 362.62134),(6 369.37585),(7 376.91602),(8 381.22412),(9 380.08035),(10 378.69608),(11 379.22427),(12 379.01355),(13 380.52533),(14 382.00873),(15 382.83286),(16 384.59784),(17 392.6982),(18 386.41235),(19 388.9587),(20 392.44287),(21 394.368),(22 395.88028),(23 398.09644),(24 394.71057),(25 397.53973),(26 405.7458),(27 401.71445),(28 402.42117),(29 406.75305),(30 402.05786),(31 402.53806),(32 416.13638),(33 409.6783),(34 409.05316),(35 411.95938),(36 413.2197),(37 413.45917),(38 413.35602),(39 409.90717),(40 412.26434),(41 423.77),(42 423.0868),(43 417.96185),(44 420.0224),(45 413.7587),(46 419.1884),(47 431.8092),(48 420.4028),(49 421.1314),(50 422.7625),(51 426.01727),(52 425.91714),(53 426.0147),(54 423.15723),(55 421.3301),(56 425.1402),(57 423.701),(58 421.82767),(59 429.8027),(60 430.08157),(61 430.72397),(62 436.88995),(63 429.50595),(64 430.02145),(65 427.6696),(66 426.8827),(67 436.8842),(68 433.91907),(69 433.69263),(70 435.87115),(71 432.19186),(72 430.48172),(73 449.44672),(74 442.3829),(75 435.1028),(76 437.5283),(77 435.6639),(78 437.28854),(79 439.1756),
(1 228.99554),(2 305.22928),(3 324.58676),(4 337.94495),(5 346.05173),(6 351.52765),(7 357.54916),(8 369.14618),(9 370.30722),(10 374.13083),(11 376.17978),(12 376.15976),(13 380.77527),(14 382.96814),(15 381.77362),(16 383.2322),(17 384.90213),(18 383.29236),(19 385.48895),(20 387.64084),(21 387.51883),(22 382.67426),(23 382.94708),(24 374.67285),(25 377.95554),(26 385.9921),(27 380.6444),(28 385.19803),(29 389.19815),(30 386.8524),(31 384.7123),(32 394.065),(33 388.97803),(34 389.83612),(35 392.19772),(36 391.25403),(37 386.70624),(38 390.71893),(39 388.24377),(40 387.15448),(41 396.873),(42 396.85376),(43 394.32376),(44 400.78275),(45 397.805),(46 402.58585),(47 415.14246),(48 407.25024),(49 408.41122),(50 413.16907),(51 412.3284),(52 416.31097),(53 415.57297),(54 411.96707),(55 410.07364),(56 413.33652),(57 410.48453),(58 409.23813),(59 418.85248),(60 417.91196),(61 415.71237),(62 421.03683),(63 414.69022),(64 416.63254),(65 411.446),(66 412.32227),(67 423.1652),(68 416.36563),(69 415.37915),(70 418.74747),(71 408.75098),(72 410.67328),(73 431.29556),(74 429.107),(75 424.8349),(76 427.5803),(77 426.203),(78 428.48965),(79 435.65228),
(1 229.89351),(2 302.89908),(3 325.07825),(4 335.61813),(5 346.58258),(6 349.3183),(7 358.92548),(8 372.75232),(9 373.74323),(10 373.0444),(11 373.50125),(12 367.3614),(13 370.58612),(14 376.0594),(15 374.74686),(16 378.90085),(17 382.81818),(18 380.6701),(19 382.79883),(20 388.45007),(21 389.343),(22 384.88046),(23 386.44513),(24 381.43427),(25 384.60983),(26 390.1408),(27 383.29797),(28 385.03668),(29 387.3301),(30 380.56848),(31 381.76364),(32 390.336),(33 386.3622),(34 388.16785),(35 394.1691),(36 391.5297),(37 390.3723),(38 392.38528),(39 387.795),(40 389.74408),(41 392.72684),(42 392.02722),(43 389.6526),(44 395.14908),(45 392.48074),(46 397.05615),(47 402.26605),(48 400.12677),(49 402.39474),(50 409.412),(51 407.0564),(52 408.56088),(53 408.07397),(54 407.06268),(55 405.75238),(56 407.79074),(57 405.39795),(58 409.29935),(59 408.17416),(60 406.50302),(61 409.1571),(62 414.25436),(63 415.02405),(64 418.8249),(65 408.49213),(66 406.48535),(67 419.8929),(68 416.54587),(69 415.05496),(70 423.64664),(71 412.6948),(72 411.93805),(73 433.2773),(74 425.31003),(75 426.65512),(76 425.65048),(77 417.31857),(78 420.52005),(79 431.4806),
(1 228.32092),(2 303.933),(3 327.47968),(4 340.37622),(5 349.815),(6 352.6719),(7 360.7637),(8 372.35614),(9 371.96713),(10 371.32126),(11 370.70837),(12 368.18533),(13 374.21823),(14 379.69168),(15 377.60242),(16 376.34525),(17 377.0762),(18 378.8074),(19 377.96674),(20 384.7529),(21 383.86713),(22 386.26068),(23 389.67538),(24 387.73187),(25 391.05096),(26 394.27304),(27 389.1304),(28 387.90695),(29 387.30615),(30 384.23126),(31 386.6315),(32 390.4629),(33 382.41397),(34 381.16028),(35 388.5587),(36 383.4714),(37 383.39673),(38 384.08524),(39 384.91406),(40 384.87003),(41 389.7629),(42 385.1389),(43 389.88293),(44 389.08865),(45 389.39322),(46 393.8403),(47 396.50058),(48 392.66943),(49 395.00525),(50 402.69223),(51 400.23593),(52 400.2107),(53 401.69424),(54 400.33368),(55 395.7696),(56 398.50842),(57 395.9648),(58 397.77518),(59 400.2072),(60 393.9159),(61 396.83682),(62 405.71646),(63 405.12607),(64 410.48032),(65 400.0159),(66 394.3383),(67 404.37405),(68 400.63812),(69 402.10803),(70 410.11606),(71 409.90613),(72 410.51425),(73 421.5596),(74 415.40448),(75 419.15164),(76 419.06284),(77 411.2943),(78 411.1694),(79 423.68896),
(1 226.60234),(2 296.81934),(3 320.6203),(4 334.3987),(5 351.0522),(6 347.11795),(7 351.50296),(8 361.26257),(9 361.058),(10 362.48633),(11 366.3791),(12 365.84464),(13 368.16016),(14 370.33023),(15 368.58765),(16 370.47855),(17 370.6715),(18 370.86325),(19 370.6142),(20 374.2648),(21 369.8519),(22 372.57852),(23 375.1678),(24 374.67484),(25 382.05328),(26 380.3776),(27 372.6494),(28 373.16208),(29 376.61453),(30 372.78174),(31 375.20453),(32 379.76962),(33 375.24286),(34 374.96347),(35 382.8466),(36 382.014),(37 379.4545),(38 385.52713),(39 384.89832),(40 379.2233),(41 387.04037),(42 386.4287),(43 391.53635),(44 393.68994),(45 394.20016),(46 398.3067),(47 400.21133),(48 395.49847),(49 395.56848),(50 399.08633),(51 396.10855),(52 399.45544),(53 400.55573),(54 404.7039),(55 398.58646),(56 406.15912),(57 406.2794),(58 402.64993),(59 406.51047),(60 397.31824),(61 400.9792),(62 407.32745),(63 405.26123),(64 414.9728),(65 405.13474),(66 404.7542),(67 413.80075),(68 408.5116),(69 405.28024),(70 415.38824),(71 411.2707),(72 408.033),(73 414.28784),(74 412.97226),(75 415.96216),(76 419.19006),(77 412.33047),(78 412.30685),(79 421.7007),
(1 222.5401),(2 291.71454),(3 313.50555),(4 324.11572),(5 340.64838),(6 339.76962),(7 341.58997),(8 351.08438),(9 350.5677),(10 354.1282),(11 356.58444),(12 358.20718),(13 359.96683),(14 359.93246),(15 360.68625),(16 364.18604),(17 366.61765),(18 362.23694),(19 360.69504),(20 362.06476),(21 359.18533),(22 358.8716),(23 365.2608),(24 365.68463),(25 370.0661),(26 372.7584),(27 363.55176),(28 365.107),(29 369.43723),(30 363.1983),(31 368.15964),(32 373.61765),(33 369.39926),(34 365.67593),(35 370.3022),(36 371.0048),(37 369.85226),(38 373.53345),(39 373.255),(40 369.19406),(41 375.57837),(42 375.54135),(43 379.90756),(44 383.88474),(45 383.75113),(46 385.41315),(47 390.59573),(48 383.3248),(49 389.20892),(50 393.2904),(51 391.42178),(52 400.51987),(53 399.2791),(54 395.5363),(55 390.05338),(56 394.02704),(57 392.41956),(58 389.02454),(59 394.5923),(60 390.28683),(61 394.80914),(62 397.16922),(63 404.14896),(64 405.15088),(65 394.5587),(66 389.65604),(67 402.51688),(68 395.8553),(69 392.25613),(70 401.8135),(71 399.1073),(72 391.79404),(73 403.57767),(74 400.31726),(75 406.92297),(76 410.33563),(77 404.8941),(78 401.71747),(79 410.46042),
(1 221.53403),(2 290.96127),(3 314.92297),(4 324.3718),(5 341.81824),(6 343.91626),(7 347.56567),(8 357.28143),(9 355.94415),(10 359.414),(11 364.84525),(12 366.1666),(13 369.1314),(14 364.71295),(15 361.5082),(16 363.60934),(17 375.10272),(18 367.0713),(19 367.0039),(20 366.5115),(21 366.29938),(22 361.42795),(23 369.72388),(24 367.45853),(25 371.53745),(26 378.13583),(27 373.31448),(28 373.34863),(29 377.0803),(30 370.40994),(31 374.32462),(32 375.25467),(33 374.76154),(34 373.6739),(35 381.39822),(36 377.54306),(37 377.6228),(38 383.45773),(39 377.51135),(40 377.9388),(41 384.00018),(42 383.76492),(43 386.3952),(44 386.15897),(45 382.06454),(46 385.72818),(47 391.357),(48 387.7432),(49 391.39227),(50 398.2056),(51 394.53397),(52 404.4591),(53 403.14908),(54 401.38596),(55 392.66284),(56 393.76147),(57 393.0118),(58 392.18576),(59 393.47748),(60 390.25552),(61 394.28372),(62 392.33136),(63 397.26468),(64 400.7519),(65 394.45905),(66 394.29764),(67 404.70065),(68 398.20544),(69 395.55276),(70 401.01343),(71 398.55423),(72 394.06854),(73 402.35406),(74 401.38986),(75 407.17465),(76 406.6986),(77 401.33856),(78 398.56003),(79 406.94244),
(1 224.52812),(2 291.6579),(3 315.27945),(4 329.77142),(5 341.52615),(6 345.46017),(7 352.7019),(8 357.48517),(9 356.27023),(10 356.76315),(11 365.03308),(12 364.74377),(13 372.50497),(14 367.4712),(15 364.20886),(16 365.98804),(17 377.59302),(18 370.0174),(19 365.14804),(20 369.25006),(21 367.40198),(22 365.86057),(23 370.15598),(24 365.50586),(25 366.74713),(26 371.3723),(27 369.14938),(28 368.36688),(29 376.73853),(30 373.98016),(31 378.0617),(32 379.98593),(33 376.15512),(34 374.54715),(35 381.4174),(36 372.4937),(37 373.30975),(38 380.35355),(39 371.55023),(40 372.0698),(41 379.67416),(42 378.78003),(43 378.76575),(44 382.04276),(45 378.75134),(46 380.28625),(47 391.07187),(48 388.7733),(49 385.4481),(50 393.35764),(51 391.50635),(52 391.11902),(53 394.30502),(54 395.515),(55 392.5496),(56 393.23685),(57 392.86905),(58 392.8436),(59 396.7283),(60 393.9807),(61 398.27554),(62 396.75027),(63 396.95154),(64 403.84244),(65 393.94296),(66 393.57742),(67 403.86072),(68 397.54462),(69 398.1982),(70 407.03458),(71 403.57172),(72 401.76016),(73 404.89636),(74 403.12213),(75 405.07782),(76 410.7299),(77 405.68335),(78 407.906),(79 413.01352),
(1 218.01886),(2 287.48727),(3 312.5322),(4 326.7784),(5 336.4168),(6 341.77682),(7 351.90652),(8 353.89203),(9 357.60315),(10 358.73328),(11 362.33307),(12 364.36777),(13 368.5611),(14 365.2677),(15 362.414),(16 369.29987),(17 373.82074),(18 365.19543),(19 361.23187),(20 370.48257),(21 370.3241),(22 372.89636),(23 372.6156),(24 365.14316),(25 361.97928),(26 366.21362),(27 366.39297),(28 365.12756),(29 371.20227),(30 369.21603),(31 372.31543),(32 373.38034),(33 373.5944),(34 374.0627),(35 382.33905),(36 376.34225),(37 376.34296),(38 383.16525),(39 381.7276),(40 380.7947),(41 386.2998),(42 384.324),(43 385.68018),(44 388.3014),(45 384.33765),(46 382.80008),(47 388.16132),(48 386.85788),(49 384.1378),(50 388.66763),(51 389.29993),(52 387.6496),(53 394.94794),(54 390.3213),(55 389.99414),(56 391.72577),(57 389.9686),(58 384.51093),(59 392.6632),(60 388.86432),(61 392.0309),(62 392.75513),(63 389.03085),(64 395.56717),(65 390.6272),(66 394.03784),(67 404.53015),(68 396.42703),(69 397.8969),(70 406.04443),(71 401.95724),(72 401.12738),(73 407.51404),(74 405.53217),(75 411.9763),(76 415.65292),(77 410.57397),(78 414.37933),(79 416.4356),
(1 215.72498),(2 285.5624),(3 310.08743),(4 320.68408),(5 334.0891),(6 338.88626),(7 343.16226),(8 347.06802),(9 347.8912),(10 348.61255),(11 352.86688),(12 349.6096),(13 353.94846),(14 356.36285),(15 355.63522),(16 355.57092),(17 359.37112),(18 354.48264),(19 351.8864),(20 358.7346),(21 356.4922),(22 361.39435),(23 358.32437),(24 349.2475),(25 346.6893),(26 354.08704),(27 350.49802),(28 351.94727),(29 358.09195),(30 354.13208),(31 356.2004),(32 358.68323),(33 363.20557),(34 362.41324),(35 369.07233),(36 362.1023),(37 362.27747),(38 366.70212),(39 364.98993),(40 366.0437),(41 370.6789),(42 367.66232),(43 370.40515),(44 373.8923),(45 370.7208),(46 372.65363),(47 376.3022),(48 372.28348),(49 370.96432),(50 378.81976),(51 377.05176),(52 376.3047),(53 379.6386),(54 369.87595),(55 369.37286),(56 376.5903),(57 375.59628),(58 375.5249),(59 379.23547),(60 376.1262),(61 376.11432),(62 380.22632),(63 375.97388),(64 384.66055),(65 376.79605),(66 377.60788),(67 384.8923),(68 382.10245),(69 383.6471),(70 387.36438),(71 384.21002),(72 390.2755),(73 395.43085),(74 394.58405),(75 396.9152),(76 400.7144),(77 398.00827),(78 398.5724),(79 405.08362),
(1 216.31128),(2 287.55176),(3 314.3553),(4 325.39624),(5 333.069),(6 338.2385),(7 343.89758),(8 349.14285),(9 348.70596),(10 348.99033),(11 353.5216),(12 349.24146),(13 352.18085),(14 354.82248),(15 350.77515),(16 349.16116),(17 352.90887),(18 350.08893),(19 349.1224),(20 354.70282),(21 354.29437),(22 354.17914),(23 357.67224),(24 353.91498),(25 351.6338),(26 354.04523),(27 350.83246),(28 352.79703),(29 357.35126),(30 356.14172),(31 363.17227),(32 364.8205),(33 367.036),(34 364.736),(35 370.87286),(36 368.02155),(37 369.2272),(38 378.58432),(39 375.49783),(40 375.3437),(41 378.81326),(42 374.13138),(43 375.7822),(44 380.74393),(45 376.4736),(46 380.34366),(47 382.22827),(48 380.05597),(49 379.25897),(50 389.3133),(51 385.63858),(52 383.3108),(53 385.96338),(54 384.09222),(55 383.62045),(56 385.10284),(57 379.53445),(58 379.058),(59 384.90955),(60 387.4535),(61 393.52844),(62 395.71286),(63 397.6093),(64 403.47327),(65 393.0806),(66 390.9033),(67 395.7692),(68 396.0351),(69 397.9171),(70 396.22104),(71 396.75415),(72 404.6935),(73 411.50455),(74 412.4294),(75 411.94516),(76 414.33887),(77 408.91745),(78 407.44946),(79 414.63614),
(1 210.41544),(2 279.79535),(3 306.69656),(4 318.191),(5 328.7539),(6 334.3754),(7 339.55914),(8 341.36487),(9 338.9116),(10 341.06454),(11 348.3218),(12 344.91074),(13 346.10223),(14 344.947),(15 346.55362),(16 346.17966),(17 352.07532),(18 353.997),(19 354.38394),(20 360.57968),(21 355.33627),(22 353.33527),(23 355.64072),(24 352.48422),(25 351.075),(26 350.69623),(27 349.12698),(28 353.86475),(29 357.14713),(30 356.85812),(31 360.3018),(32 364.01324),(33 364.63547),(34 360.82108),(35 363.26736),(36 358.74277),(37 361.48047),(38 368.36932),(39 367.51917),(40 369.5957),(41 369.45166),(42 367.17218),(43 373.50818),(44 376.96124),(45 371.92166),(46 374.933),(47 374.66232),(48 372.67416),(49 371.2033),(50 380.78702),(51 375.14047),(52 374.71014),(53 375.57346),(54 377.03653),(55 376.79843),(56 375.06528),(57 369.5825),(58 367.87872),(59 370.2624),(60 373.63965),(61 375.35767),(62 379.42514),(63 383.63727),(64 390.47998),(65 386.1762),(66 386.41382),(67 388.6502),(68 382.92657),(69 385.88333),(70 386.89453),(71 380.0671),(72 383.33084),(73 391.0096),(74 394.69867),(75 392.36224),(76 395.11786),(77 389.02814),(78 392.19702),(79 401.11896),
(1 211.84583),(2 285.8922),(3 314.29797),(4 326.38263),(5 340.69705),(6 349.11548),(7 355.09525),(8 357.71194),(9 351.80804),(10 355.3312),(11 359.64835),(12 356.9194),(13 358.9913),(14 358.50272),(15 360.97955),(16 365.38596),(17 369.7668),(18 365.66898),(19 366.6339),(20 366.509),(21 364.0509),(22 360.35104),(23 361.86298),(24 358.96848),(25 361.18735),(26 362.2186),(27 360.2507),(28 362.54007),(29 361.5772),(30 361.3777),(31 363.50302),(32 370.41223),(33 371.04294),(34 370.37173),(35 375.47348),(36 369.86804),(37 368.244),(38 369.9578),(39 372.8694),(40 368.51807),(41 371.4315),(42 370.03992),(43 375.79938),(44 385.85556),(45 382.9918),(46 384.4728),(47 384.11526),(48 382.21872),(49 380.88943),(50 385.60275),(51 381.8759),(52 378.92642),(53 379.00714),(54 385.13586),(55 384.67587),(56 388.7749),(57 382.4435),(58 380.835),(59 383.61768),(60 383.7592),(61 386.1044),(62 397.96448),(63 396.98312),(64 400.85034),(65 396.07288),(66 398.6478),(67 407.21283),(68 401.82083),(69 405.1438),(70 408.17654),(71 404.46432),(72 404.66837),(73 415.8012),(74 414.4849),(75 414.1874),(76 414.24158),(77 406.79382),(78 412.27402),(79 413.10864),
(1 206.46176),(2 279.79388),(3 302.62567),(4 314.02124),(5 324.42407),(6 334.15262),(7 339.996),(8 343.19437),(9 335.81427),(10 337.43845),(11 345.7289),(12 344.71866),(13 348.5381),(14 347.74792),(15 347.60693),(16 352.0617),(17 358.70203),(18 353.62006),(19 353.4438),(20 356.3465),(21 355.42328),(22 350.548),(23 348.64178),(24 346.28326),(25 346.92526),(26 350.59555),(27 345.54364),(28 351.42395),(29 349.9332),(30 348.63327),(31 352.33646),(32 354.102),(33 359.60437),(34 356.88318),(35 360.04987),(36 363.29352),(37 360.234),(38 362.0059),(39 361.42038),(40 359.33734),(41 362.69562),(42 361.0324),(43 366.14957),(44 367.8271),(45 363.809),(46 367.0225),(47 370.67545),(48 365.2179),(49 365.5268),(50 372.49384),(51 372.8416),(52 370.7996),(53 370.10605),(54 369.72284),(55 368.65393),(56 371.62805),(57 368.244),(58 367.17453),(59 375.00784),(60 375.46698),(61 378.52356),(62 386.36737),(63 380.54578),(64 380.48035),(65 374.91354),(66 379.17023),(67 388.93652),(68 382.9408),(69 383.15265),(70 387.63647),(71 381.0691),(72 381.57684),(73 392.12106),(74 390.56293),(75 396.711),(76 398.5557),(77 395.7358),(78 401.64337),(79 402.68823),
(1 207.15875),(2 276.55),(3 302.5084),(4 315.44205),(5 330.85965),(6 331.50317),(7 337.83875),(8 342.49304),(9 334.38608),(10 332.72263),(11 337.9067),(12 337.6915),(13 340.57907),(14 340.03052),(15 341.90567),(16 344.71817),(17 353.13812),(18 349.72403),(19 351.16016),(20 357.7883),(21 356.02356),(22 356.02),(23 357.5405),(24 351.01895),(25 349.80798),(26 353.63315),(27 351.26974),(28 350.28802),(29 354.21326),(30 345.5215),(31 349.44284),(32 354.35376),(33 352.10248),(34 351.33362),(35 355.23312),(36 355.59503),(37 354.8037),(38 360.1205),(39 354.53763),(40 353.79044),(41 357.44504),(42 354.40234),(43 357.1633),(44 359.0017),(45 358.95282),(46 358.1721),(47 364.49786),(48 356.42252),(49 353.88248),(50 366.87433),(51 370.86084),(52 365.43668),(53 371.8783),(54 372.09723),(55 370.98492),(56 373.46054),(57 367.6301),(58 366.8049),(59 376.67535),(60 375.6619),(61 372.12912),(62 384.97046),(63 376.10022),(64 378.02234),(65 378.3885),(66 379.6879),(67 390.406),(68 388.9722),(69 393.6624),(70 395.2207),(71 388.44052),(72 388.22473),(73 397.71002),(74 397.1831),(75 402.40903),(76 404.0393),(77 397.70163),(78 399.93393),(79 405.2666),
(1 207.83362),(2 278.3041),(3 304.70673),(4 320.72202),(5 331.33398),(6 334.56516),(7 340.57013),(8 346.254),(9 340.7346),(10 340.2933),(11 346.19458),(12 344.4672),(13 349.41937),(14 347.30585),(15 352.12613),(16 352.049),(17 357.6638),(18 353.32047),(19 348.33414),(20 353.11572),(21 349.97595),(22 347.12274),(23 348.51926),(24 348.00446),(25 345.81668),(26 352.71964),(27 345.72964),(28 343.3815),(29 346.80905),(30 344.1833),(31 343.92474),(32 350.71344),(33 349.2426),(34 349.85437),(35 353.8248),(36 349.08508),(37 350.6747),(38 358.25574),(39 354.7321),(40 354.528),(41 357.69327),(42 354.77878),(43 364.1786),(44 370.11444),(45 368.63055),(46 371.82715),(47 376.122),(48 369.55234),(49 369.45862),(50 384.14063),(51 385.20398),(52 383.60526),(53 385.6023),(54 382.2546),(55 382.73404),(56 384.77304),(57 379.25842),(58 380.68405),(59 386.02798),(60 376.88733),(61 375.1354),(62 383.97305),(63 382.59882),(64 385.89163),(65 381.73108),(66 383.1596),(67 387.90634),(68 390.63477),(69 394.3672),(70 397.8692),(71 392.3682),(72 393.08353),(73 392.79886),(74 390.39536),(75 392.77493),(76 396.71918),(77 390.3938),(78 394.48105),(79 398.3441),
