1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1781.3717),(2 6469.979),(3 14291.665),(4 22687.867),(5 36052.027),(6 54692.527),(7 81074.42),(8 113658.31),(9 155979.66),(10 210576.17),(11 317795.66),(12 514307.5),(13 990929),(14 1784386.4),(15 3090161.3),(16 5088040.5),(17 8569477),(18 13225075),(19 18873368),(20 24741262),(21 31474496),(22 39689252),(23 49206080),(24 60519840),(25 71180870),(26 86365540),(27 100746300),(28 123838230),(29 153431650),(30 198944430),(31 257415890),(32 341142820),(33 454972670),(34 595451200),(35 743094500),(36 908123460),(37 1107271600),(38 1350395300),(39 1565279400),(40 1820911200),(41 2120824200),(42 2420022500),(43 2741758700),(44 2910555400),(45 3131723500),(46 3386580200),(47 3586995000),(48 3544717300),(49 3558694700),(50 3739826000),(51 3916256500),(52 3830764800),(53 3779201800),(54 3789086500),(55 3711985400),(56 3560582400),(57 3458592800),(58 3386227700),(59 3231998000),(60 2999165000),(61 2794754300),(62 2683711700),(63 2704933600),(64 2832224300),(65 3053596700),(66 3394991000),(67 3805266700),(68 4069658600),(69 3973424000),(70 3858304800),(71 3789004000),(72 3544251400),(73 3294595800),(74 3239741200),(75 3276938500),(76 3311458600),(77 3308824300),(78 3176915000),(79 3114660600),
(1 46.16211),(2 151.42207),(3 259.80634),(4 353.54025),(5 461.53134),(6 536.3101),(7 594.2637),(8 637.20325),(9 756.467),(10 782.1608),(11 826.4512),(12 927.0698),(13 1010.5368),(14 1096.3523),(15 1150.6615),(16 1229.9573),(17 1301.9191),(18 1361.1334),(19 1383.5701),(20 1449.3972),(21 1507.3225),(22 1553.1438),(23 1597.1138),(24 1639.276),(25 1683.6381),(26 1722.0417),(27 1791.4984),(28 1882.8477),(29 2038.789),(30 2170.3604),(31 2264.4114),(32 2454.0151),(33 2523.0938),(34 2678.996),(35 2747.0564),(36 2911.571),(37 3123.8835),(38 3241.581),(39 3442.4133),(40 3616.1619),(41 3783.4832),(42 3858.1304),(43 3979.9182),(44 4105.3413),(45 4192.2344),(46 4237.8516),(47 4331.8945),(48 4520.6616),(49 4562.196),(50 4640.146),(51 4794.129),(52 4899.1533),(53 4994.7363),(54 5145.776),(55 5127.2173),(56 5078.158),(57 5177.205),(58 5121.098),(59 5037.2407),(60 5075.9326),(61 5016.2896),(62 4956.8223),(63 5048.1294),(64 5100.8135),(65 5156.752),(66 5286.981),(67 5321.99),(68 5287.9263),(69 5241.6367),(70 5254.798),(71 5243.965),(72 5251.1675),(73 5290.8203),(74 5519.987),(75 5345.8228),(76 5529.6987),(77 5428.2065),(78 5495.547),(79 5412.267),
(1 44.952496),(2 142.25221),(3 241.92448),(4 335.2249),(5 452.93192),(6 536.6583),(7 598.7427),(8 654.0624),(9 780.9182),(10 819.72363),(11 873.26514),(12 950.1639),(13 1036.6968),(14 1102.0718),(15 1155.0859),(16 1227.1737),(17 1299.6774),(18 1352.5598),(19 1392.4414),(20 1463.5823),(21 1499.5942),(22 1543.4901),(23 1587.771),(24 1633.1641),(25 1682.245),(26 1699.4905),(27 1765.3141),(28 1909.9191),(29 2098.1487),(30 2213.8054),(31 2303.2087),(32 2456.448),(33 2568.0771),(34 2673.655),(35 2750.0405),(36 2905.8928),(37 3096.701),(38 3306.755),(39 3466.2576),(40 3646.0068),(41 3819.153),(42 3921.2166),(43 3944.583),(44 4117.0913),(45 4240.7207),(46 4307.5537),(47 4409.152),(48 4557.195),(49 4535.2886),(50 4535.1323),(51 4631.129),(52 4642.205),(53 4690.745),(54 4743.9277),(55 4827.068),(56 4786.24),(57 4907.3203),(58 4949.443),(59 5018.187),(60 4947.1797),(61 4990.9673),(62 5032.7886),(63 5042.497),(64 4975.372),(65 5082.527),(66 5190.7124),(67 5123.8623),(68 5139.0186),(69 5167.177),(70 5156.138),(71 5107.9775),(72 5039.235),(73 5025.026),(74 5219.2783),(75 5134.547),(76 5198.2554),(77 5320.764),(78 5373.3145),(79 5331.629),
(1 43.25845),(2 134.6067),(3 235.03133),(4 337.7007),(5 468.00223),(6 541.422),(7 603.41846),(8 676.8819),(9 829.46155),(10 873.062),(11 935.22687),(12 980.01013),(13 1067.4337),(14 1120.225),(15 1167.0162),(16 1232.8939),(17 1313.9524),(18 1388.1869),(19 1435.2719),(20 1482.2703),(21 1499.2571),(22 1526.6174),(23 1577.3624),(24 1593.2264),(25 1631.0343),(26 1671.8324),(27 1751.2693),(28 1869.6311),(29 2051.2666),(30 2212.6738),(31 2280.7043),(32 2415.4817),(33 2506.0896),(34 2590.8032),(35 2600.491),(36 2714.609),(37 2853.4224),(38 3017.2344),(39 3165.3562),(40 3356.2627),(41 3542.451),(42 3656.7622),(43 3771.5723),(44 3948.2827),(45 4125.806),(46 4114.505),(47 4236.3125),(48 4473.2285),(49 4461.6777),(50 4413.9644),(51 4656.553),(52 4641.8784),(53 4670.893),(54 4771.9077),(55 4913.8516),(56 4862.449),(57 4893.107),(58 4934.2773),(59 4967.042),(60 4881.807),(61 4881.2627),(62 4924.9907),(63 4927.537),(64 4881.056),(65 4978.6826),(66 5034.239),(67 5103.0566),(68 5076.334),(69 5125.7896),(70 5168.0396),(71 5139.1406),(72 5061.367),(73 5022.673),(74 5129.032),(75 5155.0894),(76 5130.693),(77 5106.583),(78 5233.4683),(79 5230.5894),
(1 44.237648),(2 142.77184),(3 240.4555),(4 330.49066),(5 439.83423),(6 503.429),(7 560.6342),(8 643.6282),(9 799.6011),(10 839.0307),(11 944.2979),(12 986.45593),(13 1051.4366),(14 1096.2974),(15 1147.4281),(16 1171.4393),(17 1226.4764),(18 1306.7031),(19 1335.3401),(20 1402.8442),(21 1443.016),(22 1484.0227),(23 1510.9647),(24 1535.1154),(25 1591.9615),(26 1594.6781),(27 1653.0205),(28 1755.3424),(29 1927.0865),(30 1981.4073),(31 2076.9792),(32 2200.303),(33 2303.3755),(34 2360.2935),(35 2501.987),(36 2653.401),(37 2826.4434),(38 2995.2332),(39 3249.1646),(40 3392.8154),(41 3602.7742),(42 3770.405),(43 3917.0908),(44 4079.9587),(45 4150.311),(46 4157.0703),(47 4239.7188),(48 4503.747),(49 4487.1353),(50 4613.975),(51 4729.992),(52 4888.677),(53 4974.0166),(54 5001.3374),(55 5078.5586),(56 5143.6694),(57 5052.472),(58 5168.939),(59 5232.5864),(60 5131.4087),(61 5089.158),(62 5125.595),(63 5039.93),(64 5067.6333),(65 5077.4546),(66 5128.9126),(67 5315.4863),(68 5319.4546),(69 5318.44),(70 5366.8257),(71 5261.2007),(72 5269.6963),(73 5204.0073),(74 5353.845),(75 5318.2983),(76 5343.181),(77 5306.862),(78 5433.8057),(79 5411.251),
(1 39.535984),(2 123.29823),(3 205.97316),(4 288.73004),(5 400.38107),(6 474.40604),(7 528.81146),(8 598.8119),(9 725.0858),(10 759.57465),(11 820.55536),(12 877.81476),(13 958.6504),(14 975.5375),(15 1023.53546),(16 1086.2017),(17 1115.2471),(18 1181.1729),(19 1205.6039),(20 1259.035),(21 1327.5703),(22 1333.5862),(23 1409.4412),(24 1451.5983),(25 1527.286),(26 1502.6451),(27 1611.148),(28 1681.1136),(29 1862.6351),(30 1919.297),(31 2075.5632),(32 2254.3713),(33 2382.4492),(34 2474.801),(35 2663.8616),(36 2751.4578),(37 2921.6924),(38 3095.2993),(39 3223.2585),(40 3349.8005),(41 3503.3018),(42 3596.2307),(43 3658.3237),(44 3761.8816),(45 3889.15),(46 3955.8064),(47 4041.916),(48 4252.2227),(49 4430.538),(50 4474.959),(51 4585.4976),(52 4698.4155),(53 4743.247),(54 4782.1416),(55 4896.2974),(56 4898.2227),(57 4884.0654),(58 5042.5776),(59 5047.343),(60 5027.471),(61 4995.0103),(62 4926.2646),(63 4857.4844),(64 4998.2783),(65 5029.878),(66 4994.3784),(67 5078.55),(68 5129.7495),(69 5037.2456),(70 4966.2515),(71 4978.322),(72 5020.3955),(73 5103.684),(74 5196.309),(75 5106.366),(76 5164.76),(77 5132.119),(78 5297.951),(79 5336.1826),
(1 39.728733),(2 126.12385),(3 211.43997),(4 293.33618),(5 391.61267),(6 460.2467),(7 495.98416),(8 544.48114),(9 672.15533),(10 710.3664),(11 752.4106),(12 817.302),(13 892.96765),(14 922.67426),(15 989.75024),(16 1078.3771),(17 1137.1967),(18 1219.6622),(19 1222.4573),(20 1295.5278),(21 1354.5292),(22 1367.4639),(23 1432.3243),(24 1495.2162),(25 1552.634),(26 1599.5203),(27 1684.6047),(28 1760.628),(29 1918.4414),(30 1980.1294),(31 2064.0566),(32 2161.2634),(33 2280.2344),(34 2375.6292),(35 2518.2522),(36 2546.0222),(37 2736.786),(38 2914.9373),(39 3049.8398),(40 3196.6917),(41 3443.036),(42 3550.8547),(43 3667.226),(44 3788.7524),(45 3902.127),(46 3909.635),(47 3980.1384),(48 4072.2305),(49 4118.103),(50 4156.2427),(51 4255.1987),(52 4408.0586),(53 4554.1094),(54 4712.925),(55 4733.9365),(56 4766.218),(57 4712.9937),(58 4887.0664),(59 4923.7495),(60 4952.603),(61 4937.1416),(62 4978.5283),(63 4941.538),(64 4908.1914),(65 4929.939),(66 4920.1533),(67 5002.9263),(68 4957.487),(69 4942.2505),(70 4959.388),(71 5039.9346),(72 4960.783),(73 4997.5503),(74 5126.3555),(75 5098.3687),(76 4951.9746),(77 5011.653),(78 5184.9277),(79 5197.3604),
(1 42.02257),(2 135.5197),(3 230.27838),(4 317.08237),(5 422.50055),(6 482.50867),(7 530.1033),(8 584.3551),(9 703.7862),(10 734.9858),(11 818.08777),(12 896.8237),(13 979.26),(14 1013.2897),(15 1075.1942),(16 1149.957),(17 1206.9327),(18 1290.8357),(19 1272.1077),(20 1329.8838),(21 1379.6346),(22 1392.4956),(23 1426.1863),(24 1507.1498),(25 1553.2083),(26 1573.6104),(27 1619.1237),(28 1716.6752),(29 1824.0599),(30 1898.802),(31 1975.6322),(32 2109.4397),(33 2208.174),(34 2287.4368),(35 2390.242),(36 2464.4622),(37 2637.3516),(38 2841.5088),(39 2989.037),(40 3188.5947),(41 3393.4006),(42 3546.0222),(43 3620.3655),(44 3781.376),(45 3836.7063),(46 3889.2632),(47 3953.8118),(48 4035.4893),(49 4043.3801),(50 4063.2056),(51 4140.9004),(52 4241.197),(53 4256.6255),(54 4431.784),(55 4599.8877),(56 4608.2095),(57 4724.116),(58 4786.128),(59 4823.244),(60 4664.7944),(61 4680.3496),(62 4655.107),(63 4713.7656),(64 4698.97),(65 4839.13),(66 4879.914),(67 4892.5864),(68 4777.5244),(69 4781.125),(70 4746.23),(71 4641.2983),(72 4634.9805),(73 4649.869),(74 4812.1035),(75 4715.567),(76 4732.25),(77 4818.9946),(78 5047.5454),(79 5092.8096),
(1 42.01661),(2 130.46828),(3 217.37808),(4 289.91696),(5 382.31677),(6 444.0033),(7 495.5123),(8 548.76215),(9 671.9937),(10 689.0351),(11 762.7006),(12 802.6933),(13 886.44183),(14 908.54047),(15 983.0703),(16 1049.7424),(17 1143.4529),(18 1200.0417),(19 1198.1871),(20 1281.6508),(21 1336.301),(22 1341.7286),(23 1393.6411),(24 1470.8774),(25 1524.4271),(26 1510.2327),(27 1594.0123),(28 1694.5042),(29 1815.3921),(30 1871.8522),(31 1969.9346),(32 2100.5178),(33 2174.1821),(34 2173.0488),(35 2258.0496),(36 2390.7307),(37 2499.795),(38 2735.4712),(39 2951.401),(40 3124.6912),(41 3327.2332),(42 3527.3481),(43 3542.4119),(44 3659.016),(45 3747.4373),(46 3749.7778),(47 3768.338),(48 3923.5242),(49 3997.1023),(50 4051.6277),(51 4243.1997),(52 4353.4097),(53 4359.6714),(54 4514.41),(55 4553.9844),(56 4568.5454),(57 4552.9985),(58 4561.5063),(59 4631.613),(60 4619.6807),(61 4567.635),(62 4535.1245),(63 4500.8564),(64 4533.4956),(65 4635.4917),(66 4701.1636),(67 4685.64),(68 4762.8965),(69 4739.1274),(70 4666.8164),(71 4734.6606),(72 4742.0107),(73 4704.5015),(74 4798.415),(75 4916.769),(76 4943.8057),(77 4951.9824),(78 5055.963),(79 5104.1113),
(1 43.65678),(2 136.8149),(3 232.85735),(4 314.8085),(5 420.5559),(6 495.61877),(7 551.3952),(8 606.4736),(9 732.8997),(10 760.47327),(11 803.84393),(12 835.738),(13 919.86414),(14 946.6781),(15 1026.6652),(16 1088.4308),(17 1165.0938),(18 1202.2548),(19 1208.6036),(20 1233.394),(21 1255.8519),(22 1259.1713),(23 1300.1093),(24 1363.576),(25 1431.1068),(26 1460.0295),(27 1566.1699),(28 1656.1809),(29 1773.7859),(30 1803.3024),(31 1948.9321),(32 2023.9341),(33 2121.9116),(34 2163.1965),(35 2285.723),(36 2395.0881),(37 2449.275),(38 2647.96),(39 2763.4053),(40 2973.709),(41 3140.8867),(42 3322.99),(43 3505.673),(44 3738.433),(45 3897.1492),(46 3954.2124),(47 4009.5483),(48 4051.5725),(49 4004.278),(50 3971.026),(51 4104.7754),(52 4272.753),(53 4389.2935),(54 4444.8843),(55 4706.4863),(56 4739.0425),(57 4669.7397),(58 4750.4277),(59 4771.1294),(60 4753.1797),(61 4700.7153),(62 4722.2305),(63 4656.3),(64 4684.5103),(65 4665.2715),(66 4723.5347),(67 4940.663),(68 4852.1934),(69 4835.444),(70 4912.62),(71 4807.767),(72 4706.6846),(73 4707.864),(74 4851.495),(75 4767.431),(76 4835.7427),(77 4972.9243),(78 4866.9595),(79 4791.117),
(1 42.736656),(2 131.77255),(3 223.99588),(4 307.7493),(5 409.0831),(6 466.87674),(7 517.6433),(8 574.7507),(9 705.3512),(10 710.6735),(11 802.407),(12 831.0213),(13 926.74896),(14 944.2119),(15 1049.4985),(16 1112.7927),(17 1226.0321),(18 1264.373),(19 1298.953),(20 1304.13),(21 1337.3531),(22 1345.0532),(23 1379.4407),(24 1440.755),(25 1467.1227),(26 1508.2646),(27 1616.0034),(28 1685.0901),(29 1825.6504),(30 1887.4808),(31 2010.543),(32 2089.153),(33 2179.9888),(34 2214.0105),(35 2325.2122),(36 2449.3486),(37 2500.0378),(38 2687.8792),(39 2894.8865),(40 2964.374),(41 3095.2444),(42 3317.3198),(43 3419.1545),(44 3538.4688),(45 3617.6602),(46 3625.5984),(47 3687.003),(48 3801.2612),(49 3862.9546),(50 3978.3955),(51 4108.8647),(52 4235.6235),(53 4307.521),(54 4373.606),(55 4453.128),(56 4557.662),(57 4540.6226),(58 4613.0483),(59 4627.1626),(60 4555.732),(61 4605.997),(62 4527.621),(63 4429.199),(64 4550.096),(65 4544.3604),(66 4496.9243),(67 4440.512),(68 4497.913),(69 4520.4487),(70 4615.4595),(71 4677.1685),(72 4712.6973),(73 4736.244),(74 4747.679),(75 4735.0444),(76 4701.264),(77 4683.8525),(78 4778.3423),(79 4812.1025),
(1 39.339954),(2 122.623),(3 207.85538),(4 280.5418),(5 369.49463),(6 428.89508),(7 483.19226),(8 540.41583),(9 683.082),(10 699.0135),(11 780.19696),(12 827.05383),(13 898.7978),(14 943.43695),(15 1026.1924),(16 1063.7926),(17 1153.6864),(18 1193.9852),(19 1251.2323),(20 1272.7234),(21 1311.8683),(22 1346.0757),(23 1387.165),(24 1421.2305),(25 1463.4514),(26 1499.299),(27 1583.718),(28 1661.9034),(29 1759.4583),(30 1825.1075),(31 1906.2865),(32 1996.0405),(33 2085.9136),(34 2134.4397),(35 2205.4133),(36 2322.399),(37 2449.3777),(38 2570.4998),(39 2778.1),(40 2988.566),(41 3101.939),(42 3194.9465),(43 3278.0884),(44 3401.028),(45 3454.6292),(46 3491.272),(47 3603.1724),(48 3737.0972),(49 3781.8398),(50 3840.6804),(51 4016.806),(52 4048.8157),(53 4099.2646),(54 4298.7896),(55 4461.098),(56 4481.9224),(57 4523.347),(58 4595.0933),(59 4594.1187),(60 4505.5947),(61 4519.215),(62 4513.8555),(63 4493.199),(64 4497.9),(65 4652.0996),(66 4676.7505),(67 4728.4233),(68 4765.782),(69 4848.342),(70 4794.542),(71 4759.5957),(72 4661.25),(73 4663.2573),(74 4693.3228),(75 4624.772),(76 4647.331),(77 4636.824),(78 4776.608),(79 4815.3105),
(1 38.3065),(2 119.705),(3 203.14853),(4 280.04276),(5 379.30804),(6 442.9779),(7 493.75525),(8 544.80383),(9 674.6527),(10 705.8681),(11 762.80237),(12 799.2035),(13 851.8962),(14 890.815),(15 970.9861),(16 1030.2377),(17 1139.0942),(18 1187.0654),(19 1232.8793),(20 1255.3118),(21 1279.5767),(22 1290.843),(23 1334.3298),(24 1349.5073),(25 1398.9532),(26 1435.0447),(27 1565.0692),(28 1661.4587),(29 1743.5203),(30 1865.948),(31 1964.449),(32 2041.0881),(33 2114.8252),(34 2214.4365),(35 2301.0488),(36 2340.3574),(37 2482.4944),(38 2597.017),(39 2865.0837),(40 3030.4656),(41 3205.8718),(42 3355.163),(43 3486.0347),(44 3557.5356),(45 3553.3547),(46 3562.9048),(47 3625.8428),(48 3722.375),(49 3771.4702),(50 3818.5002),(51 3977.3665),(52 4137.129),(53 4216.345),(54 4288.1177),(55 4435.202),(56 4529.683),(57 4421.049),(58 4502.7856),(59 4547.5986),(60 4540.0605),(61 4552.829),(62 4588.265),(63 4561.596),(64 4590.341),(65 4694.3325),(66 4695.549),(67 4838.8),(68 4830.967),(69 4809.09),(70 4771.156),(71 4672.616),(72 4657.981),(73 4517.914),(74 4648.694),(75 4626.4614),(76 4672.0747),(77 4716.0723),(78 4896.518),(79 4946.28),
(1 38.781662),(2 120.92169),(3 200.86827),(4 278.25632),(5 372.62433),(6 431.05383),(7 482.00998),(8 524.56995),(9 649.73157),(10 693.0237),(11 750.4495),(12 799.57043),(13 848.64856),(14 862.941),(15 926.68646),(16 976.3565),(17 1068.8933),(18 1159.6454),(19 1189.6874),(20 1261.3431),(21 1285.4174),(22 1314.1034),(23 1340.6256),(24 1370.3204),(25 1358.8829),(26 1358.6849),(27 1464.4474),(28 1515.2224),(29 1596.5803),(30 1703.9745),(31 1820.3961),(32 1902.2186),(33 2006.6172),(34 2078.3838),(35 2161.7449),(36 2233.1277),(37 2352.6868),(38 2475.9734),(39 2636.169),(40 2902.7258),(41 3033.4753),(42 3177.9683),(43 3297.4417),(44 3342.2073),(45 3357.499),(46 3387.176),(47 3437.2483),(48 3509.7136),(49 3498.3528),(50 3543.666),(51 3653.8528),(52 3711.7898),(53 3775.7173),(54 3904.3813),(55 4020.5933),(56 3978.4863),(57 3985.987),(58 4065.6196),(59 4003.1882),(60 4002.8347),(61 4037.3452),(62 3966.153),(63 3998.4612),(64 4005.4238),(65 4014.2832),(66 4041.3813),(67 4098.3),(68 4106.7427),(69 4102.166),(70 4115.5757),(71 4088.065),(72 4071.0781),(73 4081.415),(74 4071.6567),(75 4060.1797),(76 4118.0093),(77 4046.9268),(78 4165.9985),(79 4216.7095),
(1 38.81996),(2 122.59162),(3 209.93976),(4 285.5261),(5 372.81683),(6 427.15976),(7 468.70117),(8 515.11487),(9 628.8922),(10 656.8356),(11 699.73755),(12 767.6176),(13 809.69006),(14 847.2036),(15 899.3484),(16 977.3407),(17 1057.2263),(18 1159.2565),(19 1173.8817),(20 1228.7188),(21 1299.2246),(22 1298.7245),(23 1342.7203),(24 1376.1696),(25 1438.6495),(26 1478.676),(27 1599.5056),(28 1695.749),(29 1789.2771),(30 1833.097),(31 1921.9996),(32 1929.9518),(33 2021.4938),(34 2069.2092),(35 2173.2986),(36 2205.794),(37 2413.1646),(38 2546.75),(39 2632.071),(40 2856.8599),(41 3018.3237),(42 3077.547),(43 3184.5508),(44 3210.917),(45 3262.3765),(46 3320.1365),(47 3358.319),(48 3410.9355),(49 3555.6567),(50 3595.617),(51 3685.1038),(52 3729.9336),(53 3819.9587),(54 3886.8577),(55 3963.4238),(56 3936.5369),(57 4000.2205),(58 4081.7437),(59 4093.53),(60 4157.461),(61 4074.6592),(62 4096.0376),(63 4063.82),(64 4044.403),(65 4081.5544),(66 4097.977),(67 4144.698),(68 4184.5913),(69 4122.963),(70 4142.4336),(71 4103.63),(72 4126.776),(73 4205.151),(74 4245.5293),(75 4224.22),(76 4229.7285),(77 4254.2534),(78 4224.529),(79 4215.763),
(1 38.30596),(2 120.2966),(3 197.9571),(4 265.3343),(5 346.03247),(6 397.0786),(7 436.20786),(8 487.12448),(9 609.1368),(10 633.9099),(11 686.65576),(12 763.7547),(13 804.5245),(14 857.1717),(15 918.06885),(16 1001.8816),(17 1086.5825),(18 1154.1708),(19 1179.6992),(20 1224.5448),(21 1295.041),(22 1277.3258),(23 1323.0548),(24 1352.4579),(25 1398.0629),(26 1432.9246),(27 1522.889),(28 1606.8292),(29 1716.2195),(30 1783.938),(31 1879.7344),(32 1891.0205),(33 1962.6029),(34 1978.9138),(35 2026.007),(36 2048.86),(37 2262.6704),(38 2379.053),(39 2470.3645),(40 2740.5645),(41 2912.1504),(42 2986.1313),(43 3069.7795),(44 3141.1113),(45 3169.0547),(46 3194.1987),(47 3191.8728),(48 3282.973),(49 3311.501),(50 3296.6733),(51 3375.689),(52 3455.3533),(53 3385.8386),(54 3484.8525),(55 3537.821),(56 3567.231),(57 3572.9045),(58 3646.8877),(59 3671.215),(60 3733.2566),(61 3703.3594),(62 3702.5261),(63 3722.6064),(64 3676.3074),(65 3617.2388),(66 3700.057),(67 3715.1267),(68 3719.1),(69 3783.188),(70 3836.8652),(71 3795.6904),(72 3772.0063),(73 3795.5295),(74 3808.5376),(75 3765.285),(76 3795.4182),(77 3786.1672),(78 3908.8264),(79 3961.159),
(1 37.572964),(2 119.00434),(3 200.53107),(4 279.24048),(5 369.75345),(6 419.04135),(7 451.29868),(8 483.8319),(9 599.248),(10 627.50146),(11 676.1915),(12 748.28235),(13 816.0094),(14 858.2936),(15 938.75635),(16 1015.653),(17 1087.8107),(18 1144.146),(19 1190.3606),(20 1223.8007),(21 1271.4225),(22 1263.6105),(23 1284.5157),(24 1255.0726),(25 1296.5643),(26 1302.4639),(27 1345.9475),(28 1410.2281),(29 1535.6128),(30 1612.4718),(31 1740.9042),(32 1786.9868),(33 1879.9718),(34 1939.1715),(35 1968.7463),(36 1963.9845),(37 2107.9426),(38 2207.632),(39 2340.8828),(40 2578.7312),(41 2740.1248),(42 2876.6526),(43 2961.1433),(44 3005.2078),(45 3073.547),(46 3155.283),(47 3137.0522),(48 3258.8496),(49 3237.105),(50 3330.1643),(51 3393.8892),(52 3549.8813),(53 3535.4382),(54 3610.918),(55 3700.282),(56 3803.7034),(57 3688.4287),(58 3767.7053),(59 3760.2317),(60 3814.2427),(61 3691.9626),(62 3722.646),(63 3689.332),(64 3711.4355),(65 3642.1077),(66 3769.7332),(67 3854.4233),(68 3886.7107),(69 3870.6816),(70 3882.4004),(71 3858.4255),(72 3808.7563),(73 3749.1047),(74 3891.7378),(75 3851.6108),(76 4000.351),(77 3953.2783),(78 4140.3896),(79 4160.7236),
