1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12221.398),(2 38387.645),(3 81419.1),(4 129699.69),(5 187098.61),(6 247245.31),(7 313965.97),(8 378076.6),(9 445839.84),(10 516405.47),(11 584646.1),(12 640717.25),(13 694420.7),(14 738667.7),(15 785705.44),(16 828702.2),(17 871358.94),(18 914732.06),(19 962316.5),(20 1015532.7),(21 1074218.9),(22 1128273.9),(23 1180354.5),(24 1218876.9),(25 1261977.6),(26 1289856.8),(27 1324690.1),(28 1342499.6),(29 1362878.8),(30 1376873.6),(31 1394177.1),(32 1409529),(33 1422840),(34 1435817),(35 1453504.6),(36 1477454.4),(37 1521167.6),(38 1570257.4),(39 1640558),(40 1705498),(41 1781788),(42 1853193),(43 1914453.6),(44 1960660.4),(45 2008279.1),(46 2055442.4),(47 2112688.3),(48 2169999),(49 2243773.8),(50 2318919.3),(51 2416307),(52 2508559.8),(53 2612300.3),(54 2710036.8),(55 2813161.3),(56 2941027),(57 3066708.3),(58 3193752.8),(59 3326609.8),(60 3443486.3),(61 3573595.3),(62 3687552.3),(63 3823830.3),(64 3942799.8),(65 4076053),(66 4211736.5),(67 4351732.5),(68 4497064.5),(69 4638340),(70 4774714.5),(71 4929546.5),(72 5083663),(73 5229181.5),(74 5362923.5),(75 5546403.5),(76 5707982.5),(77 5869045.5),(78 6016686.5),(79 6163455.5),
(1 8651.612),(2 26887.56),(3 44899.54),(4 57638.74),(5 64159.184),(6 66215.08),(7 65472.35),(8 64093.113),(9 62828.426),(10 62115.06),(11 63442.86),(12 65681.17),(13 67529.72),(14 68761.914),(15 69627.586),(16 69725.984),(17 70018.26),(18 70215.51),(19 70581.85),(20 69518.336),(21 67229.88),(22 65905.56),(23 66351.94),(24 67607.6),(25 69127.4),(26 70737.04),(27 72709.15),(28 74397.67),(29 75583.23),(30 76294.56),(31 76338.85),(32 75212.47),(33 74351.19),(34 74638.47),(35 75911.52),(36 77410.62),(37 78079.76),(38 77727.76),(39 76960.65),(40 76152.19),(41 74879.91),(42 73568.26),(43 73260.74),(44 72582.44),(45 71784.72),(46 71005.01),(47 71037.164),(48 72120.92),(49 73117.28),(50 73929.74),(51 74598.28),(52 74073.13),(53 73160.7),(54 72204.914),(55 71934.93),(56 71973.22),(57 72470.945),(58 73226.55),(59 74301.83),(60 75619.36),(61 76985.48),(62 78392.6),(63 78332.03),(64 77750.67),(65 76607.03),(66 75512.68),(67 74450.414),(68 73469.055),(69 72998.664),(70 71638.73),(71 69797.36),(72 67570.51),(73 65423.918),(74 64636.684),(75 65483.25),(76 67473.51),(77 70238.87),(78 72519.2),(79 73693.48),
(1 8892.417),(2 27969.805),(3 47017.043),(4 60677.74),(5 68778.984),(6 71764.516),(7 71377.03),(8 69286.25),(9 66791.63),(10 65317.684),(11 65660.28),(12 67164.2),(13 68679.67),(14 69985.61),(15 71001.72),(16 70759.44),(17 70008.484),(18 68364.234),(19 67214.25),(20 66113.945),(21 64694.06),(22 64101.074),(23 64862.7),(24 66035.38),(25 67236.18),(26 68678.445),(27 70371.61),(28 71781.98),(29 73664.484),(30 76443.44),(31 78083.48),(32 77463.8),(33 76504.96),(34 75855.875),(35 75014.09),(36 73860.125),(37 72664.734),(38 71096.07),(39 70252.484),(40 70256.445),(41 71412.73),(42 72363.06),(43 72573.32),(44 72075.81),(45 71438.25),(46 70599.45),(47 69860.66),(48 69338.78),(49 69449.34),(50 70725.37),(51 71989.86),(52 72654.36),(53 72768.15),(54 71850.77),(55 70463.22),(56 69786.19),(57 70560.91),(58 71745.766),(59 72626.85),(60 72899.336),(61 73577.82),(62 75372.38),(63 75900.9),(64 75161.484),(65 74256.12),(66 73534.01),(67 73353.24),(68 73540.44),(69 74096.3),(70 73072.32),(71 71510.58),(72 69958.73),(73 68379.6),(74 67045.78),(75 66682.03),(76 67367.51),(77 68282.96),(78 69612),(79 71037.62),
(1 8462.089),(2 26060.387),(3 43435.938),(4 55768.484),(5 62263.66),(6 63840.246),(7 62259.21),(8 59982.574),(9 58183.465),(10 57553.254),(11 58702.17),(12 61237.535),(13 63736.465),(14 66303.375),(15 68668.734),(16 69803.97),(17 69065.15),(18 67509.63),(19 66546.81),(20 64704.05),(21 63263.33),(22 62283.55),(23 62215.438),(24 62824.29),(25 64035.31),(26 65422.484),(27 66513.53),(28 66556.49),(29 65896.9),(30 65059.426),(31 64554.09),(32 64205.742),(33 64692.59),(34 65322.086),(35 65331.05),(36 64345.613),(37 62651.51),(38 61285.49),(39 61418.773),(40 62386.94),(41 63916.977),(42 64746.29),(43 65857.414),(44 66864.83),(45 67864.64),(46 67043.78),(47 64732.15),(48 62581.793),(49 61683.652),(50 62812.863),(51 65453.32),(52 67390.305),(53 68317.86),(54 68384.89),(55 68060.98),(56 67760.93),(57 67911.64),(58 67861.63),(59 66833.69),(60 65843.79),(61 65332.832),(62 65394.207),(63 64962.652),(64 64453.5),(65 64376.535),(66 64387.426),(67 64542.555),(68 64963.504),(69 65124.168),(70 63988.426),(71 62503.07),(72 62118.402),(73 62987.258),(74 64964.867),(75 66896.66),(76 69585.37),(77 72254.01),(78 73663.39),(79 74740.49),
(1 8417.599),(2 26067.225),(3 43804.734),(4 55802.88),(5 60998.215),(6 62042.715),(7 59743.29),(8 56045.703),(9 54162.53),(10 54478.895),(11 57572.184),(12 61143.563),(13 64031.594),(14 66523.36),(15 68404.08),(16 68686.24),(17 68258.08),(18 67713.66),(19 66925.305),(20 64855.164),(21 62988.805),(22 62438.438),(23 62874.62),(24 64037.785),(25 65646.06),(26 67186.2),(27 68267.69),(28 68617.28),(29 68688.39),(30 68439.375),(31 67502.14),(32 65489.887),(33 64155.9),(34 64241.895),(35 65021.51),(36 65178.348),(37 64004.8),(38 62672.348),(39 62126.855),(40 62700.37),(41 63820.535),(42 64610.96),(43 65130.453),(44 64930.62),(45 64982.95),(46 64739.203),(47 63357.395),(48 61932.13),(49 61453.098),(50 61805.473),(51 62793.906),(52 63978.098),(53 65728.67),(54 67269.31),(55 67127.79),(56 65686.95),(57 62805.832),(58 60404.766),(59 59866.586),(60 60367.05),(61 62204.297),(62 64541.527),(63 65979.09),(64 66397.97),(65 66861.43),(66 67011.09),(67 66649.52),(68 65315.01),(69 63996.99),(70 63029.53),(71 62663.22),(72 64090.535),(73 66131.01),(74 68088.83),(75 70387.26),(76 72106.32),(77 72745.07),(78 72906.016),(79 72795.234),
(1 8506.699),(2 26401.033),(3 44216.273),(4 56674.96),(5 62636.21),(6 63181.76),(7 61012.504),(8 58189.938),(9 56112.83),(10 56039.477),(11 58358.965),(12 61508.54),(13 64096.105),(14 66085.914),(15 67357.98),(16 67471.22),(17 66704.44),(18 65214.945),(19 63106.547),(20 59985.832),(21 58058.848),(22 58087.26),(23 58898.363),(24 59748.684),(25 61460.004),(26 62670.168),(27 62813.656),(28 62426.71),(29 62268.61),(30 62703.184),(31 63023.117),(32 63400.797),(33 64378.184),(34 64744.64),(35 64690.77),(36 64166.66),(37 63318.5),(38 63618.516),(39 64768.137),(40 65884.83),(41 67426.94),(42 68464.72),(43 69091.24),(44 68112.29),(45 66573.086),(46 65158.555),(47 63645.535),(48 62750.73),(49 63778.61),(50 65228.61),(51 66799.89),(52 68027.59),(53 69358.78),(54 69679.11),(55 68134.836),(56 65701.875),(57 63499.16),(58 62456.414),(59 62665.453),(60 63299.895),(61 64083.484),(62 65583.52),(63 67078.07),(64 68114.47),(65 67934.59),(66 66590.55),(67 65072.72),(68 63435.62),(69 62729.74),(70 62258.168),(71 62204.484),(72 62641.707),(73 62919.758),(74 63012.89),(75 63063.19),(76 63472.84),(77 63482.97),(78 62927.402),(79 62653.28),
(1 8215.702),(2 25403.26),(3 41782.875),(4 53304.902),(5 58988.516),(6 60473.848),(7 59463.742),(8 57427.535),(9 55697.117),(10 55945.46),(11 57377.746),(12 59142.13),(13 60246.82),(14 61226.383),(15 61313.47),(16 60497.438),(17 59665.18),(18 58330.625),(19 56625.16),(20 54895.848),(21 54000.574),(22 54462.613),(23 55839.227),(24 56902.96),(25 57476.367),(26 57409.76),(27 57035.684),(28 56244.633),(29 56395.617),(30 57062.637),(31 58161.633),(32 59292.613),(33 60036.574),(34 59969.445),(35 59409.19),(36 58049.375),(37 57124.813),(38 56654.37),(39 56839.742),(40 57401.516),(41 58195.28),(42 58982.04),(43 59655.902),(44 59540.37),(45 59325.316),(46 58579.723),(47 57718.145),(48 56886.87),(49 56768.188),(50 57409.98),(51 58438.523),(52 58885.707),(53 59882.637),(54 60695.164),(55 60268.72),(56 58873.05),(57 57412.098),(58 56774.523),(59 56886.68),(60 56512.67),(61 56148.504),(62 56198.914),(63 56731.68),(64 57851.05),(65 59162.33),(66 60033.99),(67 60332.504),(68 60360.277),(69 61079.03),(70 62160.92),(71 63054.98),(72 64219.02),(73 65455.67),(74 66469.37),(75 66815.55),(76 65592.05),(77 64586.395),(78 64073.996),(79 63110.723),
(1 7590.267),(2 22815.031),(3 36853.992),(4 46049.383),(5 50253.242),(6 50936.004),(7 49765.996),(8 48236.816),(9 47581.453),(10 48509.023),(11 50475.766),(12 52348.855),(13 53685.84),(14 54130.016),(15 54015.23),(16 54003.25),(17 54857.242),(18 54651.605),(19 53460.61),(20 51635.414),(21 50329.816),(22 50062.98),(23 50615.695),(24 51527.902),(25 52410.52),(26 53532.023),(27 54247.62),(28 53841.098),(29 52894.395),(30 51889.34),(31 51314.223),(32 51758.055),(33 52418.844),(34 52410.52),(35 51803.96),(36 51163.367),(37 50888.734),(38 50599.863),(39 50790.254),(40 51290.617),(41 51721.34),(42 52260.742),(43 52784.086),(44 52989.855),(45 53730.492),(46 54066.992),(47 53835.004),(48 53487.676),(49 53354.938),(50 53476.21),(51 53431.023),(52 53039.816),(53 52750.34),(54 52628.707),(55 53261.977),(56 53975.87),(57 53940.926),(58 54067.945),(59 54278.52),(60 52712.504),(61 51359.016),(62 51118.61),(63 51780.38),(64 53054.973),(65 54227.938),(66 55225.68),(67 56044.34),(68 57089.145),(69 58324.05),(70 58596.48),(71 58204.773),(72 57530.926),(73 57085.64),(74 57430.402),(75 57470),(76 57016.66),(77 56536.887),(78 56425.367),(79 55967.508),
(1 7273.4316),(2 21938.195),(3 35452.848),(4 43689.285),(5 47408.305),(6 47463.688),(7 45718.85),(8 43711.426),(9 43043.637),(10 44231.965),(11 47194.695),(12 49749.074),(13 51113.02),(14 51552.023),(15 51231.496),(16 50903.938),(17 50723.734),(18 49877.137),(19 48859.457),(20 47921.273),(21 47307.32),(22 46951.9),(23 46404.953),(24 46447.91),(25 47448.773),(26 48689.633),(27 50035.07),(28 50025.08),(29 48981.273),(30 47773.676),(31 47058.504),(32 47009.082),(33 47974.4),(34 48595.133),(35 49325.68),(36 50453.887),(37 51514.902),(38 52282.625),(39 52735.625),(40 52543.313),(41 51868.586),(42 50937.945),(43 49968.44),(44 50037.246),(45 50747.88),(46 51655.703),(47 53269),(48 54165.09),(49 54171.684),(50 53505.207),(51 51790.72),(52 50705.203),(53 50795.426),(54 51098.918),(55 51964.15),(56 52546.305),(57 52959.133),(58 52402.31),(59 51692.297),(60 49929.21),(61 48658.613),(62 48450.695),(63 49031.12),(64 49844.79),(65 50738.086),(66 51554.758),(67 51167.027),(68 50656.89),(69 50562.188),(70 50934.457),(71 51938.453),(72 53227.055),(73 53870.6),(74 54227.52),(75 53693.42),(76 52456.977),(77 51028.89),(78 50742.6),(79 50845.74),
(1 7862.3984),(2 23838.71),(3 38721.133),(4 48427.2),(5 53190.594),(6 53978.207),(7 52366.98),(8 50185.68),(9 49228.117),(10 49873.516),(11 51633.117),(12 53724.316),(13 54975.15),(14 55380.07),(15 55040.06),(16 54624.402),(17 54366.902),(18 53345.293),(19 52161.92),(20 52063.793),(21 52580.69),(22 52476.69),(23 52396.55),(24 52414.336),(25 52642.645),(26 52930.996),(27 53697.098),(28 54052.97),(29 54610.21),(30 54983.258),(31 54592.96),(32 53555.395),(33 52622.42),(34 52419.004),(35 52924.98),(36 53732.883),(37 54297.887),(38 54068.91),(39 53402.406),(40 52960.074),(41 52591.258),(42 51653.78),(43 50798.586),(44 50441.61),(45 50596.387),(46 51067.477),(47 52140.914),(48 53295.297),(49 53758.637),(50 53028.414),(51 51183.18),(52 49851.46),(53 49848.996),(54 50377.47),(55 51479.45),(56 52344.723),(57 51967.664),(58 51400.01),(59 51243.95),(60 51282.484),(61 51351.207),(62 51500.99),(63 51819.098),(64 52357.477),(65 52830.39),(66 53227.016),(67 53599.273),(68 53944.02),(69 54364.266),(70 54616.43),(71 54703.836),(72 54914.03),(73 54644.92),(74 54277.227),(75 53975.32),(76 53436.223),(77 52762.387),(78 52121.387),(79 52326.98),
(1 7470.64),(2 22029.344),(3 35242.063),(4 43023.766),(5 45579.336),(6 44841.836),(7 42774.57),(8 40956.85),(9 40724.258),(10 42393.273),(11 45555.047),(12 47708.863),(13 47910.87),(14 47140.816),(15 46478.332),(16 46568.574),(17 46231.87),(18 45213.715),(19 44307.945),(20 43816.336),(21 44317.47),(22 44862.848),(23 44879.824),(24 44675.742),(25 44534.39),(26 44986.363),(27 45242.016),(28 45534.63),(29 45922.734),(30 46776.68),(31 47697.22),(32 47905.266),(33 47206.87),(34 46746.508),(35 47215.504),(36 47889.93),(37 48881.707),(38 49675.418),(39 50367.605),(40 50922.254),(41 50823.484),(42 49475.965),(43 48141.85),(44 47322.98),(45 47289.613),(46 47472.543),(47 47902.727),(48 48342.426),(49 48771.957),(50 49234.133),(51 49424.86),(52 49173.91),(53 48639.38),(54 48522.31),(55 48933.457),(56 49205.28),(57 49341.55),(58 49100.836),(59 49165.367),(60 49048.547),(61 49155.97),(62 49318.16),(63 49907.26),(64 49961.1),(65 50006.727),(66 49564.563),(67 48736.973),(68 48215.656),(69 47776.973),(70 48419.56),(71 49516.797),(72 49574.74),(73 48865.12),(74 48767.504),(75 48483.992),(76 48375.055),(77 48054.098),(78 47422.813),(79 47048.258),
(1 7376.3877),(2 21781.832),(3 34612.133),(4 42385.38),(5 45718.563),(6 46086.016),(7 44897.656),(8 43502.617),(9 43226.566),(10 43980.133),(11 45432.88),(12 46067.254),(13 46411.55),(14 46748.145),(15 47419.074),(16 47665.297),(17 47309.12),(18 46459.973),(19 45570.652),(20 45335.74),(21 45773.777),(22 45951.5),(23 45618.64),(24 45144.527),(25 45031.883),(26 44847.22),(27 44394.74),(28 44045.5),(29 43455.395),(30 42698.727),(31 42306.395),(32 42661.867),(33 43212.066),(34 43765.387),(35 45020.313),(36 46664.76),(37 48291.344),(38 49581.1),(39 50181.938),(40 49894.973),(41 49637.984),(42 49089.016),(43 48004.207),(44 46659.57),(45 46387.35),(46 46667.613),(47 46907.78),(48 46819.906),(49 47441.063),(50 48298.633),(51 48821.85),(52 48838.88),(53 47984.063),(54 46708.586),(55 45708.395),(56 45069.973),(57 45621.395),(58 46898.71),(59 48350.33),(60 49483.918),(61 49928.016),(62 49364.45),(63 49043.926),(64 48469.348),(65 47991.832),(66 46993.03),(67 45793.89),(68 44977.707),(69 44727.582),(70 44607.848),(71 44733.39),(72 44933.027),(73 44764.168),(74 44664.336),(75 44735.29),(76 45616.76),(77 46700.348),(78 46923.86),(79 46738.64),
(1 6842.5923),(2 20584.031),(3 33144.098),(4 40861.254),(5 44081.76),(6 43901.945),(7 41847.9),(8 40151.453),(9 39922.086),(10 40896.28),(11 42337.52),(12 42994.652),(13 43149.777),(14 43526.504),(15 43801.57),(16 43735.027),(17 43344.313),(18 43302.027),(19 42785.85),(20 41949.15),(21 41783.016),(22 41719.12),(23 41581.363),(24 41617.88),(25 41856.383),(26 42122.508),(27 42540.715),(28 43008.72),(29 43174.875),(30 43462.008),(31 43258.242),(32 43100.72),(33 43217.914),(34 44300.33),(35 45665.85),(36 46888.926),(37 47399.242),(38 47033.664),(39 46205.35),(40 45316.586),(41 44203.098),(42 43527.027),(43 43550.73),(44 43558.598),(45 44262.27),(46 45258.7),(47 45978.793),(48 46662.617),(49 46734.38),(50 45918.277),(51 45277.875),(52 45270.02),(53 45197.523),(54 44671.29),(55 44032.508),(56 43905.78),(57 43818.164),(58 43168.508),(59 43271.094),(60 44345.207),(61 45983.08),(62 46885.04),(63 46812.26),(64 46528.074),(65 46911.746),(66 46810.42),(67 46540.67),(68 46285.473),(69 45990.41),(70 45229.15),(71 44753.074),(72 44672.914),(73 44977.57),(74 45660.16),(75 46358.22),(76 46805.02),(77 46686.234),(78 46721.816),(79 46996.2),
(1 6535.866),(2 19287.443),(3 30590.531),(4 37318.367),(5 39804.34),(6 39799.273),(7 38373.133),(8 36917.797),(9 36203.113),(10 36301.94),(11 37343.28),(12 38581.063),(13 39531.53),(14 40400.496),(15 40966.176),(16 40985.97),(17 40313.406),(18 40000.86),(19 40212.81),(20 40923.38),(21 42131.547),(22 42981.426),(23 43063.555),(24 42480.363),(25 41881.473),(26 41465.91),(27 41334.48),(28 41603.297),(29 42203.895),(30 42614.043),(31 42560.914),(32 42075.168),(33 41888.86),(34 41842.777),(35 41689.535),(36 41994.754),(37 42402.535),(38 42581.74),(39 42387.574),(40 41272.58),(41 39980.29),(42 39147.57),(43 39159.875),(44 39399.945),(45 40139.992),(46 40933.56),(47 41401.34),(48 41157.67),(49 41288.08),(50 41753.797),(51 41631.613),(52 41681.84),(53 42261.92),(54 42511.793),(55 42507.547),(56 42410.83),(57 42550.52),(58 41949.992),(59 41199.734),(60 40868.742),(61 40911.46),(62 41706.547),(63 43013.56),(64 44005.496),(65 43578.594),(66 42549.63),(67 42218.99),(68 42374.71),(69 42226.266),(70 40754.754),(71 39263.18),(72 38615.934),(73 38842.195),(74 38973.195),(75 38977.023),(76 39207.094),(77 39378.47),(78 39157.4),(79 38881.02),
(1 6566.94),(2 19425.611),(3 31054.887),(4 37885.844),(5 40007.875),(6 39551.574),(7 37984.066),(8 37020.88),(9 37366.93),(10 38327.59),(11 39456.418),(12 39959.59),(13 40497.793),(14 40969.266),(15 41745.89),(16 42820.035),(17 43076.754),(18 42759.91),(19 41869.844),(20 40350.375),(21 38476.68),(22 37296.684),(23 37021.637),(24 37668.527),(25 38167.64),(26 38463.383),(27 38992.176),(28 39509.77),(29 40057.367),(30 40002.39),(31 39624.555),(32 38664.246),(33 37966.57),(34 37648.957),(35 38007.008),(36 39458.43),(37 40925.11),(38 41736.418),(39 41266.094),(40 39531.996),(41 38131.715),(42 37573.445),(43 38334.66),(44 39886.168),(45 41280.156),(46 41847.996),(47 42200.17),(48 42014.547),(49 41725.305),(50 41575.355),(51 42096.496),(52 42783.86),(53 43066.832),(54 43005.715),(55 42639.715),(56 42708.52),(57 42637.965),(58 42474.203),(59 42460.883),(60 42101.17),(61 41609.64),(62 41200.62),(63 41792.77),(64 43002.59),(65 43690.152),(66 43429.58),(67 43048.98),(68 42436.805),(69 41888.867),(70 41415.906),(71 41005.98),(72 40838.1),(73 41293.855),(74 41731.168),(75 42028.258),(76 42566.484),(77 42731.293),(78 41699.83),(79 41513.117),
(1 6198.6353),(2 18027.744),(3 28160.646),(4 33419.813),(5 34785.008),(6 34418.477),(7 33138.586),(8 32700.21),(9 33777.074),(10 35337.42),(11 36637.883),(12 36946.977),(13 36220.977),(14 35326.293),(15 34757.313),(16 34361.633),(17 34183.77),(18 34437.414),(19 34688.742),(20 34425.01),(21 33719.344),(22 33292.586),(23 33102.555),(24 33295.016),(25 33705.625),(26 34235.336),(27 34827.168),(28 35222.82),(29 35153.746),(30 34190.387),(31 33500.344),(32 33500.43),(33 34063.625),(34 34939.74),(35 36197.895),(36 37447.7),(37 38187.51),(38 38529.273),(39 38267.227),(40 37556.234),(41 36791.184),(42 36508.42),(43 36714.23),(44 37030.29),(45 37517.97),(46 37447.715),(47 37307.367),(48 36806.047),(49 36523.813),(50 36954.83),(51 37567),(52 37553.023),(53 37517.035),(54 37602.332),(55 37661.875),(56 37153.2),(57 37084.26),(58 37756.69),(59 38357.176),(60 38359.754),(61 38051.227),(62 37934.375),(63 38252.19),(64 38846.074),(65 39473.195),(66 39610.492),(67 39804.805),(68 39854.727),(69 39859.387),(70 38668.766),(71 36967.504),(72 35827.086),(73 35573.664),(74 35651.445),(75 36011.58),(76 36282.836),(77 36411.29),(78 36079.78),(79 35825.594),
(1 6431.1177),(2 18815.793),(3 29266.06),(4 35465.46),(5 37802.65),(6 36902.465),(7 35158.523),(8 34348.6),(9 34673.016),(10 35255.035),(11 35767.29),(12 35671.816),(13 35215.793),(14 34965.52),(15 35166.836),(16 35922.336),(17 36455.547),(18 36785.87),(19 36701.684),(20 35947.543),(21 35056.676),(22 34235.895),(23 34041.26),(24 34284.01),(25 34705.348),(26 34947.38),(27 34994.656),(28 35307.742),(29 35400.89),(30 34737.26),(31 34376.656),(32 34657.85),(33 35133.188),(34 35412.137),(35 35878.83),(36 36586.652),(37 37168.055),(38 37293.56),(39 37187.914),(40 36667.813),(41 36375.49),(42 36452.945),(43 36565.203),(44 36241.453),(45 35530.016),(46 35037.914),(47 35249.12),(48 35592.895),(49 36246.992),(50 36830.254),(51 37015.88),(52 37034.016),(53 37099.633),(54 37077.652),(55 36936.87),(56 36506.203),(57 36242.44),(58 36776.316),(59 37301.992),(60 37391.9),(61 37200.348),(62 36648.188),(63 36364.35),(64 36840.836),(65 37532.414),(66 37943.887),(67 38351.15),(68 38714.043),(69 38781.74),(70 37724.875),(71 36478.82),(72 35874.203),(73 36027.62),(74 36850.637),(75 37814.566),(76 38369.883),(77 38484.832),(78 37629.77),(79 36592.92),
(1 5967.67),(2 16932.223),(3 26590.2),(4 32354.36),(5 34163.484),(6 33295.168),(7 32399.422),(8 31983.541),(9 32292.813),(10 32670.318),(11 32737.428),(12 32460.31),(13 32685.838),(14 33163.918),(15 33985.234),(16 34941.02),(17 34805.79),(18 34095.027),(19 33512.746),(20 33111.77),(21 32928.707),(22 33000.004),(23 33492.117),(24 33073.695),(25 32085.865),(26 31558.852),(27 31555.045),(28 31782.963),(29 31875.967),(30 31621.434),(31 31477.512),(32 32102.025),(33 33095.07),(34 34342.152),(35 35390.43),(36 36300.305),(37 36983.58),(38 37565.79),(39 37624.445),(40 37131.4),(41 36578.742),(42 35927.53),(43 35524.805),(44 35394),(45 35640.574),(46 35657.066),(47 35484.633),(48 35044.38),(49 34821.24),(50 35240.766),(51 35822),(52 36099.87),(53 35966.082),(54 35139.28),(55 34166.13),(56 33517.26),(57 33143.137),(58 33319.574),(59 33827.316),(60 34319.754),(61 34753.08),(62 35028.37),(63 35291.004),(64 35703.742),(65 36386.52),(66 37065.742),(67 37357.27),(68 37307.79),(69 37565.613),(70 37001.313),(71 35846.023),(72 34662.633),(73 33729.867),(74 33620.78),(75 33950.074),(76 34573.277),(77 35199.496),(78 35124.586),(79 34837.637),
