1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12221.398),(2 38387.645),(3 81419.1),(4 129699.69),(5 187098.61),(6 247245.31),(7 313965.97),(8 378076.6),(9 445839.84),(10 516405.47),(11 584646.1),(12 640717.25),(13 694420.7),(14 738667.7),(15 785705.44),(16 828702.2),(17 871358.94),(18 914732.06),(19 962316.5),(20 1015532.7),(21 1074218.9),(22 1128273.9),(23 1180354.5),(24 1218876.9),(25 1261977.6),(26 1289856.8),(27 1324690.1),(28 1342499.6),(29 1362878.8),(30 1376873.6),(31 1394177.1),(32 1409529),(33 1422840),(34 1435817),(35 1453504.6),(36 1477454.4),(37 1521167.6),(38 1570257.4),(39 1640558),(40 1705498),(41 1781788),(42 1853193),(43 1914453.6),(44 1960660.4),(45 2008279.1),(46 2055442.4),(47 2112688.3),(48 2169999),(49 2243773.8),(50 2318919.3),(51 2416307),(52 2508559.8),(53 2612300.3),(54 2710036.8),(55 2813161.3),(56 2941027),(57 3066708.3),(58 3193752.8),(59 3326609.8),(60 3443486.3),(61 3573595.3),(62 3687552.3),(63 3823830.3),(64 3942799.8),(65 4076053),(66 4211736.5),(67 4351732.5),(68 4497064.5),(69 4638340),(70 4774714.5),(71 4929546.5),(72 5083663),(73 5229181.5),(74 5362923.5),(75 5546403.5),(76 5707982.5),(77 5869045.5),(78 6016686.5),(79 6163455.5),
(1 43.208122),(2 52.96622),(3 57.681187),(4 60.458862),(5 62.316853),(6 63.82026),(7 64.9535),(8 65.463936),(9 68.17301),(10 68.69085),(11 68.7176),(12 70.862076),(13 70.55884),(14 70.77313),(15 71.79296),(16 71.92694),(17 72.3533),(18 70.45592),(19 69.90589),(20 70.02407),(21 70.743286),(22 69.483025),(23 70.54577),(24 69.953285),(25 71.55657),(26 71.88003),(27 71.636604),(28 72.67113),(29 72.33763),(30 72.4547),(31 72.09874),(32 71.98184),(33 71.301056),(34 71.75361),(35 71.003105),(36 71.71037),(37 71.66058),(38 71.84126),(39 72.43086),(40 71.344955),(41 71.26485),(42 71.212975),(43 71.95048),(44 72.39551),(45 72.050606),(46 71.93013),(47 71.87507),(48 71.66506),(49 71.52972),(50 71.682556),(51 71.13295),(52 71.68957),(53 73.18511),(54 73.02389),(55 72.74272),(56 73.49267),(57 74.03278),(58 73.58859),(59 73.37562),(60 74.08334),(61 74.63521),(62 75.095604),(63 75.04122),(64 76.26061),(65 75.429955),(66 74.638176),(67 76.04963),(68 76.344864),(69 76.59783),(70 75.95481),(71 74.53864),(72 75.02608),(73 75.00146),(74 75.462845),(75 75.141365),(76 77.314125),(77 77.71565),(78 76.66396),(79 77.09856),
(1 43.171196),(2 51.321983),(3 56.09856),(4 59.206802),(5 60.31737),(6 60.98095),(7 61.875797),(8 62.066673),(9 63.334465),(10 64.60807),(11 65.03143),(12 66.289604),(13 66.573555),(14 66.3368),(15 68.26833),(16 69.59041),(17 69.380615),(18 67.8134),(19 68.50372),(20 68.756065),(21 68.86069),(22 66.72131),(23 67.47576),(24 67.818474),(25 68.18444),(26 69.21144),(27 70.355934),(28 71.727356),(29 70.55425),(30 70.07036),(31 69.43205),(32 68.27827),(33 69.820045),(34 69.31053),(35 71.0076),(36 70.13229),(37 70.249084),(38 70.34012),(39 70.71922),(40 71.688705),(41 69.80502),(42 68.5005),(43 69.3355),(44 69.87155),(45 69.96904),(46 70.27395),(47 71.49268),(48 70.833626),(49 69.91763),(50 71.29216),(51 71.05946),(52 70.43662),(53 70.68301),(54 70.868484),(55 71.184616),(56 70.11937),(57 70.22861),(58 71.04868),(59 70.90115),(60 71.501205),(61 72.39083),(62 73.3995),(63 73.11812),(64 72.42957),(65 73.579414),(66 73.86014),(67 74.23702),(68 73.49619),(69 72.448715),(70 71.92656),(71 71.91003),(72 70.55117),(73 69.46204),(74 70.67159),(75 70.0298),(76 71.00946),(77 71.913994),(78 72.051926),(79 71.421875),
(1 42.62619),(2 50.803314),(3 55.734417),(4 58.04095),(5 60.371487),(6 62.821335),(7 65.10469),(8 64.624855),(9 66.47023),(10 67.24446),(11 68.35571),(12 68.60816),(13 68.31058),(14 68.77024),(15 70.58793),(16 70.948975),(17 71.75645),(18 70.9942),(19 70.025276),(20 69.41772),(21 68.96413),(22 68.090454),(23 68.34542),(24 68.465416),(25 68.64173),(26 69.275795),(27 70.150986),(28 70.00506),(29 69.63939),(30 70.11996),(31 70.747375),(32 71.64924),(33 71.5393),(34 70.45144),(35 69.971275),(36 70.21272),(37 70.23737),(38 70.24066),(39 71.008965),(40 71.01105),(41 69.99168),(42 70.03634),(43 70.207275),(44 70.698),(45 70.95872),(46 71.02308),(47 72.02956),(48 71.56017),(49 69.90745),(50 70.633736),(51 71.187874),(52 70.48102),(53 69.91779),(54 70.90709),(55 71.80163),(56 72.67232),(57 72.241295),(58 72.26034),(59 72.64355),(60 72.95034),(61 73.47482),(62 72.79944),(63 74.2437),(64 74.00081),(65 74.05051),(66 73.33293),(67 74.3645),(68 73.65584),(69 73.213135),(70 73.53971),(71 73.7253),(72 72.8475),(73 72.087036),(74 72.73915),(75 73.350044),(76 73.91239),(77 74.3742),(78 74.09458),(79 73.79623),
(1 42.020096),(2 50.946606),(3 54.7364),(4 57.261475),(5 60.242596),(6 61.70553),(7 63.18929),(8 63.041023),(9 64.538956),(10 64.13677),(11 65.351746),(12 66.46153),(13 66.02279),(14 66.71212),(15 67.610535),(16 68.335365),(17 69.15738),(18 68.33068),(19 68.129585),(20 69.0217),(21 68.610985),(22 67.08888),(23 67.67702),(24 66.82751),(25 67.57395),(26 68.92811),(27 68.8655),(28 68.47235),(29 68.55027),(30 68.604485),(31 69.89864),(32 70.93943),(33 70.66587),(34 70.53874),(35 70.74173),(36 69.03005),(37 68.4641),(38 68.67395),(39 69.88023),(40 70.740234),(41 69.330345),(42 69.91498),(43 70.78842),(44 69.14052),(45 69.14847),(46 67.661125),(47 68.43732),(48 67.98053),(49 68.53425),(50 68.73605),(51 69.54492),(52 70.70513),(53 70.52122),(54 70.081566),(55 71.50177),(56 71.64061),(57 72.573),(58 71.18481),(59 71.99053),(60 72.37251),(61 72.06223),(62 72.365715),(63 72.46052),(64 71.84466),(65 72.52147),(66 71.57152),(67 72.41801),(68 71.89344),(69 73.063644),(70 71.63257),(71 70.72412),(72 70.59206),(73 71.047646),(74 70.69583),(75 71.56557),(76 72.62545),(77 72.66622),(78 72.55642),(79 73.181755),
(1 41.88226),(2 50.47592),(3 54.921844),(4 57.0828),(5 59.8876),(6 61.53096),(7 62.676746),(8 64.481255),(9 65.78474),(10 66.04741),(11 66.521095),(12 67.25686),(13 67.08431),(14 67.29922),(15 69.06975),(16 69.8777),(17 70.1471),(18 69.073),(19 69.18594),(20 69.50013),(21 69.56964),(22 69.266426),(23 69.02527),(24 67.906975),(25 68.616295),(26 69.68961),(27 68.4788),(28 68.76042),(29 69.11849),(30 68.70533),(31 68.91066),(32 69.07787),(33 69.50115),(34 68.59675),(35 68.407715),(36 68.23052),(37 67.79937),(38 67.1734),(39 69.4972),(40 68.881966),(41 68.58619),(42 68.067215),(43 68.81778),(44 69.491585),(45 67.93951),(46 67.01571),(47 68.26151),(48 68.62109),(49 68.977036),(50 69.79912),(51 70.17485),(52 70.243225),(53 70.79909),(54 70.88286),(55 72.09618),(56 72.66974),(57 72.87518),(58 72.238846),(59 71.507545),(60 70.62891),(61 70.579544),(62 71.87478),(63 71.52533),(64 70.85445),(65 71.37551),(66 70.88251),(67 71.43789),(68 71.18889),(69 72.26852),(70 71.48253),(71 70.98594),(72 72.1969),(73 71.68626),(74 71.533295),(75 71.349075),(76 73.71014),(77 73.24676),(78 72.49992),(79 71.9464),
(1 41.051178),(2 49.12863),(3 54.407833),(4 56.960693),(5 60.211872),(6 62.29897),(7 63.7943),(8 64.99698),(9 65.80806),(10 65.67964),(11 66.08323),(12 66.992714),(13 68.677956),(14 68.89742),(15 68.77519),(16 69.12646),(17 71.45645),(18 69.9721),(19 69.11402),(20 69.05818),(21 67.475395),(22 67.48939),(23 67.308876),(24 67.223564),(25 68.1167),(26 69.43705),(27 69.36138),(28 68.80828),(29 68.78047),(30 68.48147),(31 68.68867),(32 67.880554),(33 68.20297),(34 67.91765),(35 67.78038),(36 67.80557),(37 67.35995),(38 66.65617),(39 67.64271),(40 67.86153),(41 67.45356),(42 66.77699),(43 68.03672),(44 66.61565),(45 67.144356),(46 67.72641),(47 68.27012),(48 68.61594),(49 68.92402),(50 68.34234),(51 68.58439),(52 67.5748),(53 68.52341),(54 67.834785),(55 67.66347),(56 68.759315),(57 70.12191),(58 69.795074),(59 70.139496),(60 69.46664),(61 69.75995),(62 69.99139),(63 70.89098),(64 70.232506),(65 71.54797),(66 70.71158),(67 70.57622),(68 69.883896),(69 69.91324),(70 69.35244),(71 69.44806),(72 68.97267),(73 68.461105),(74 68.61931),(75 69.132614),(76 69.8753),(77 70.96329),(78 70.89028),(79 70.96151),
(1 41.88951),(2 50.13554),(3 55.06076),(4 57.35174),(5 60.247124),(6 62.084915),(7 63.52091),(8 64.22988),(9 64.45783),(10 64.89137),(11 65.29489),(12 66.1742),(13 67.024216),(14 67.63627),(15 67.7059),(16 68.50973),(17 69.006096),(18 68.62575),(19 67.91342),(20 67.5407),(21 68.6419),(22 68.615875),(23 69.49959),(24 69.35369),(25 69.50753),(26 70.21996),(27 70.25846),(28 71.19945),(29 70.45818),(30 69.70918),(31 70.54442),(32 70.28299),(33 69.96038),(34 70.38779),(35 69.48787),(36 69.25484),(37 68.77206),(38 69.23642),(39 69.23486),(40 69.97674),(41 69.960594),(42 69.377365),(43 68.403244),(44 68.98601),(45 67.801476),(46 67.586815),(47 68.14902),(48 68.46391),(49 68.25802),(50 68.27994),(51 68.43159),(52 69.06798),(53 69.37604),(54 68.24518),(55 67.81459),(56 68.27593),(57 68.41629),(58 69.38667),(59 69.639626),(60 70.05034),(61 70.091995),(62 70.09209),(63 70.52974),(64 70.6499),(65 71.60653),(66 71.69839),(67 70.67736),(68 70.22283),(69 71.06314),(70 71.14481),(71 70.33831),(72 70.651115),(73 70.60461),(74 70.52006),(75 71.0902),(76 71.2019),(77 71.51002),(78 71.73027),(79 70.82905),
(1 41.457573),(2 50.464542),(3 54.98433),(4 58.11914),(5 59.3945),(6 60.118263),(7 61.282703),(8 62.895775),(9 63.40351),(10 63.628532),(11 63.75241),(12 63.940308),(13 65.59039),(14 65.48733),(15 65.53618),(16 66.34687),(17 65.83761),(18 65.700386),(19 65.61679),(20 66.21449),(21 66.66472),(22 65.53835),(23 64.277275),(24 65.14017),(25 66.12416),(26 65.968025),(27 66.71991),(28 67.46686),(29 66.964806),(30 66.343124),(31 66.54159),(32 65.56515),(33 66.67892),(34 66.11632),(35 65.89573),(36 66.7246),(37 66.844574),(38 67.67105),(39 68.055275),(40 67.72811),(41 67.79317),(42 66.6189),(43 67.02274),(44 65.67793),(45 66.13717),(46 66.16251),(47 65.13876),(48 65.70223),(49 65.35048),(50 65.79736),(51 67.09379),(52 66.70458),(53 66.57251),(54 67.40775),(55 68.13609),(56 68.37992),(57 69.58832),(58 68.56084),(59 68.7459),(60 68.53819),(61 68.079506),(62 68.705505),(63 68.91661),(64 69.70493),(65 71.19606),(66 71.04457),(67 69.69536),(68 70.289955),(69 70.52401),(70 70.960236),(71 70.670395),(72 69.8422),(73 70.01339),(74 70.729294),(75 70.57611),(76 70.30706),(77 70.353874),(78 69.69524),(79 69.19633),
(1 41.056034),(2 50.34813),(3 55.17646),(4 57.49932),(5 58.966476),(6 60.27837),(7 61.026302),(8 61.89822),(9 61.906776),(10 62.484833),(11 63.49595),(12 64.75854),(13 65.392456),(14 65.90548),(15 66.2871),(16 66.8625),(17 67.50505),(18 65.171135),(19 66.436554),(20 67.05008),(21 66.586426),(22 66.16404),(23 65.82302),(24 66.40309),(25 67.268036),(26 68.79095),(27 68.02807),(28 67.65439),(29 67.79943),(30 67.584854),(31 67.152214),(32 67.05223),(33 68.103165),(34 67.35209),(35 67.46062),(36 68.13712),(37 66.72308),(38 66.9332),(39 66.7555),(40 68.20764),(41 68.03079),(42 68.25482),(43 68.82348),(44 67.69057),(45 67.66949),(46 67.31405),(47 66.956314),(48 67.0288),(49 67.28049),(50 66.63616),(51 67.64517),(52 67.842995),(53 67.76539),(54 67.00203),(55 67.74554),(56 69.27116),(57 70.182724),(58 69.4526),(59 68.35042),(60 69.65568),(61 69.39998),(62 69.66633),(63 69.79969),(64 70.69933),(65 71.342255),(66 70.945625),(67 69.91111),(68 70.87602),(69 71.09764),(70 70.990685),(71 69.88794),(72 71.088646),(73 70.57602),(74 70.48579),(75 69.48757),(76 72.16102),(77 70.98459),(78 70.45996),(79 70.43611),
(1 41.23167),(2 50.026283),(3 55.045662),(4 56.902184),(5 59.4813),(6 60.649933),(7 61.105804),(8 62.003094),(9 63.6088),(10 63.85524),(11 65.36684),(12 65.230545),(13 65.34052),(14 65.08787),(15 65.8239),(16 66.756645),(17 67.33192),(18 66.34123),(19 67.21201),(20 67.201904),(21 67.35819),(22 67.419785),(23 67.410774),(24 67.075485),(25 66.54465),(26 67.49852),(27 68.13515),(28 67.55846),(29 69.029945),(30 68.29735),(31 69.05925),(32 68.406654),(33 68.45169),(34 67.97239),(35 68.35724),(36 68.722435),(37 68.63498),(38 68.212654),(39 67.134155),(40 66.75743),(41 67.202286),(42 66.27316),(43 67.121185),(44 66.772415),(45 68.07881),(46 68.07802),(47 68.468216),(48 68.57486),(49 67.70697),(50 67.63999),(51 68.63501),(52 69.070045),(53 68.6904),(54 68.247116),(55 69.01787),(56 69.36926),(57 69.60383),(58 69.69144),(59 69.96301),(60 70.88725),(61 71.18916),(62 71.15495),(63 69.63039),(64 68.98387),(65 69.2375),(66 69.699936),(67 69.6407),(68 69.21388),(69 69.70512),(70 69.85749),(71 69.5865),(72 69.20419),(73 68.76221),(74 68.10331),(75 69.3904),(76 70.45201),(77 69.94801),(78 70.11673),(79 70.79483),
(1 41.066845),(2 50.993984),(3 54.707714),(4 56.65901),(5 58.25583),(6 59.011574),(7 60.764645),(8 62.041805),(9 62.737144),(10 62.825584),(11 62.69836),(12 64.19464),(13 64.62054),(14 64.0176),(15 64.09315),(16 64.684135),(17 64.41477),(18 63.844727),(19 64.30612),(20 64.05339),(21 64.769455),(22 63.938404),(23 65.10857),(24 64.17745),(25 64.24179),(26 64.199356),(27 64.08432),(28 62.90725),(29 64.04956),(30 64.12814),(31 65.62944),(32 64.75162),(33 64.63128),(34 65.92218),(35 66.11681),(36 66.26496),(37 64.51705),(38 65.16468),(39 65.55061),(40 65.618095),(41 66.827446),(42 66.76387),(43 66.23992),(44 65.48046),(45 65.04721),(46 65.2715),(47 66.36236),(48 65.94137),(49 65.30154),(50 66.765915),(51 67.40544),(52 67.161285),(53 66.82947),(54 66.82598),(55 66.68086),(56 66.63114),(57 66.69154),(58 67.0154),(59 67.46064),(60 67.730286),(61 67.73735),(62 68.125084),(63 68.50053),(64 66.502655),(65 68.332085),(66 68.7383),(67 68.6987),(68 68.17221),(69 68.82577),(70 68.30363),(71 68.892845),(72 68.2323),(73 67.97094),(74 68.96765),(75 69.3192),(76 69.44426),(77 69.88071),(78 70.871155),(79 70.113045),
(1 39.879482),(2 48.047707),(3 52.439934),(4 55.132954),(5 57.35622),(6 58.57732),(7 60.359303),(8 61.739716),(9 62.562305),(10 61.131313),(11 62.606815),(12 63.536858),(13 63.497776),(14 64.047455),(15 64.335335),(16 64.27738),(17 65.29841),(18 65.1912),(19 65.564926),(20 65.87759),(21 66.50933),(22 66.422455),(23 66.3932),(24 65.56147),(25 65.32493),(26 65.56963),(27 65.750916),(28 65.315346),(29 65.80521),(30 65.177925),(31 65.7454),(32 65.51332),(33 65.32365),(34 64.49034),(35 65.365776),(36 64.74796),(37 63.773567),(38 64.25536),(39 64.36074),(40 65.22495),(41 65.54421),(42 64.83938),(43 64.95087),(44 64.31488),(45 64.26848),(46 64.809425),(47 65.17003),(48 65.01558),(49 64.85435),(50 65.088135),(51 65.47579),(52 65.48774),(53 66.51797),(54 65.50205),(55 66.50827),(56 66.25019),(57 67.65744),(58 67.35073),(59 67.651855),(60 66.91463),(61 65.98835),(62 66.27576),(63 66.98839),(64 67.758095),(65 68.22179),(66 68.37077),(67 67.61051),(68 66.79884),(69 67.42605),(70 66.3579),(71 66.765884),(72 66.03826),(73 66.45309),(74 67.5079),(75 68.13657),(76 68.32836),(77 68.99614),(78 69.22441),(79 69.04163),
(1 38.97497),(2 45.470535),(3 49.620895),(4 51.85422),(5 54.154797),(6 55.23362),(7 56.682632),(8 56.76706),(9 58.542336),(10 57.84764),(11 58.42068),(12 59.02386),(13 60.243332),(14 60.516254),(15 61.065144),(16 62.29493),(17 62.226055),(18 61.0435),(19 62.995426),(20 63.201454),(21 62.536266),(22 62.429966),(23 61.87217),(24 62.12045),(25 62.633762),(26 63.42824),(27 63.447308),(28 62.695045),(29 63.367306),(30 62.696754),(31 63.88667),(32 63.64147),(33 64.88052),(34 63.765427),(35 63.66508),(36 63.61902),(37 63.218845),(38 63.823162),(39 65.15281),(40 63.861046),(41 63.340225),(42 63.49411),(43 64.14483),(44 64.237724),(45 63.743584),(46 63.734238),(47 63.32812),(48 62.9618),(49 63.727196),(50 63.673832),(51 64.22187),(52 64.04333),(53 64.28333),(54 64.480316),(55 65.329185),(56 65.08019),(57 65.61242),(58 65.46205),(59 65.775665),(60 66.89322),(61 65.828766),(62 66.2187),(63 66.00829),(64 66.21216),(65 65.5589),(66 66.18325),(67 66.152336),(68 66.759346),(69 66.222),(70 65.89301),(71 65.56057),(72 66.05835),(73 66.22321),(74 65.495415),(75 65.46726),(76 66.42859),(77 66.15637),(78 66.33068),(79 66.55518),
(1 39.545086),(2 46.812965),(3 51.893707),(4 54.279602),(5 56.522778),(6 58.966465),(7 58.66748),(8 60.028004),(9 61.046684),(10 60.557667),(11 60.238167),(12 60.903645),(13 61.30582),(14 62.755474),(15 63.251595),(16 63.669327),(17 63.2907),(18 62.817463),(19 64.43563),(20 64.604774),(21 64.7293),(22 64.198616),(23 64.72376),(24 64.712204),(25 64.56729),(26 64.82647),(27 64.1648),(28 64.350266),(29 63.895557),(30 63.781506),(31 63.248207),(32 62.697636),(33 63.687107),(34 63.037228),(35 64.17388),(36 63.855515),(37 63.566116),(38 64.35056),(39 64.144806),(40 64.30358),(41 64.20906),(42 63.74218),(43 63.76861),(44 63.863167),(45 63.603664),(46 63.049683),(47 63.7407),(48 63.97099),(49 64.52699),(50 65.09151),(51 66.24154),(52 66.051636),(53 66.384514),(54 65.06055),(55 64.215416),(56 64.660805),(57 65.97162),(58 65.488464),(59 65.89321),(60 65.152534),(61 65.72808),(62 66.35559),(63 66.94535),(64 68.04712),(65 67.8824),(66 68.08939),(67 67.51228),(68 68.481445),(69 68.40166),(70 68.932724),(71 68.58433),(72 68.2862),(73 68.36283),(74 68.0079),(75 67.94866),(76 67.91966),(77 68.77383),(78 68.64406),(79 69.48113),
(1 38.925922),(2 46.7127),(3 50.611305),(4 53.254574),(5 56.560993),(6 57.2792),(7 57.998142),(8 59.566746),(9 60.331604),(10 60.68015),(11 60.89825),(12 61.93124),(13 62.29227),(14 62.011894),(15 62.485237),(16 63.7033),(17 63.750633),(18 62.736),(19 63.889347),(20 62.05457),(21 61.443214),(22 62.335022),(23 61.8264),(24 61.98145),(25 63.471027),(26 63.69949),(27 61.54538),(28 61.758118),(29 62.709232),(30 62.718365),(31 61.541397),(32 61.64921),(33 61.62309),(34 60.879475),(35 62.51882),(36 63.14991),(37 63.054417),(38 63.34768),(39 64.08022),(40 63.646122),(41 65.41429),(42 63.247963),(43 63.795666),(44 63.322582),(45 62.834793),(46 63.569855),(47 64.523674),(48 64.91722),(49 64.787346),(50 64.45793),(51 64.26615),(52 63.634937),(53 64.72797),(54 64.1308),(55 64.36638),(56 64.09227),(57 65.28367),(58 65.59078),(59 66.19963),(60 66.83598),(61 66.443695),(62 66.62597),(63 67.17582),(64 67.683075),(65 68.91902),(66 68.72401),(67 68.200645),(68 67.85312),(69 68.0414),(70 68.25846),(71 67.30564),(72 67.24649),(73 66.91988),(74 66.07701),(75 66.180916),(76 65.00866),(77 65.71375),(78 66.477264),(79 66.85706),
(1 39.450386),(2 46.48294),(3 50.87126),(4 52.870518),(5 55.22869),(6 56.104572),(7 57.36061),(8 57.82758),(9 59.870426),(10 59.400364),(11 60.290703),(12 60.396606),(13 60.736336),(14 61.016754),(15 60.658035),(16 61.464767),(17 61.82896),(18 61.835945),(19 62.2677),(20 62.806),(21 62.28151),(22 62.926),(23 62.39387),(24 62.414303),(25 63.174465),(26 62.61438),(27 62.74042),(28 61.97138),(29 62.26287),(30 61.15857),(31 60.5447),(32 61.12477),(33 61.664993),(34 60.77465),(35 61.804234),(36 61.990807),(37 62.162582),(38 61.418407),(39 61.913998),(40 61.21917),(41 61.66621),(42 61.020245),(43 61.458324),(44 62.82969),(45 62.704384),(46 62.649105),(47 63.04768),(48 64.64194),(49 63.82362),(50 63.874317),(51 62.48563),(52 63.1494),(53 63.582268),(54 62.91139),(55 63.231575),(56 62.95471),(57 64.34436),(58 64.0162),(59 64.535416),(60 64.96912),(61 64.26927),(62 64.733826),(63 64.87315),(64 65.94521),(65 66.33735),(66 65.21426),(67 64.731636),(68 65.05695),(69 64.65666),(70 64.10145),(71 64.312546),(72 65.673294),(73 64.358315),(74 64.22788),(75 64.58402),(76 65.57251),(77 65.98859),(78 65.79884),(79 66.00144),
(1 38.335693),(2 45.624714),(3 49.6059),(4 51.8816),(5 54.019867),(6 54.93232),(7 56.9001),(8 56.820557),(9 58.99842),(10 59.78818),(11 60.44134),(12 59.035866),(13 60.54001),(14 60.81678),(15 61.44261),(16 61.522934),(17 61.511997),(18 61.38362),(19 63.437565),(20 63.083305),(21 63.252354),(22 63.130558),(23 62.74415),(24 62.7193),(25 62.41009),(26 61.95122),(27 61.92992),(28 62.506824),(29 61.014828),(30 61.587605),(31 60.816982),(32 60.759186),(33 60.616695),(34 61.1345),(35 61.51775),(36 60.380314),(37 61.225754),(38 61.83812),(39 61.296154),(40 60.888226),(41 61.17425),(42 60.51466),(43 59.922993),(44 59.23126),(45 59.37253),(46 59.366898),(47 59.839626),(48 60.06562),(49 59.749672),(50 61.131577),(51 61.338985),(52 61.625652),(53 61.677864),(54 61.142204),(55 61.681396),(56 61.124943),(57 62.566654),(58 63.031937),(59 63.0405),(60 64.49087),(61 64.22942),(62 65.13767),(63 65.43001),(64 64.73613),(65 65.89665),(66 65.59006),(67 64.76581),(68 64.61708),(69 65.20852),(70 63.727417),(71 64.41191),(72 65.05852),(73 64.08772),(74 63.530994),(75 63.569195),(76 64.43204),(77 64.53363),(78 63.635593),(79 66.12156),
