1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,
(1 2.6001918),(2 2.5997646),(3 5.8712626),(4 15.685973),(5 21.036068),(6 21.027285),(7 25.46725),(8 38.362534),(9 45.08853),(10 45.097218),(11 55.962112),(12 69.0888),(13 68.53073),(14 68.57361),(15 69.12234),(16 71.4878),(17 75.73182),(18 75.71983),(19 77.70249),(20 87.63084),(21 91.05239),(22 91.02982),(23 102.437904),(24 109.66028),(25 113.046265),(26 113.034325),(27 115.60898),(28 114.26641),(29 109.93689),(30 109.94338),(31 110.76172),(32 116.02931),(33 118.98982),(34 119.003136),(35 117.544365),(36 124.08256),(37 123.52193),(38 123.530045),(39 124.408615),(40 125.83224),(41 141.71748),(42 141.69734),(43 145.09917),(44 145.26337),(45 145.2726),
(1 2.8887985),(2 2.889356),(3 6.402607),(4 16.892866),(5 23.069288),(6 23.072895),(7 26.818394),(8 35.837517),(9 40.091633),(10 40.090084),(11 45.5164),(12 48.470795),(13 50.66634),(14 50.666176),(15 52.940025),(16 61.261482),(17 61.90128),(18 61.90437),(19 65.488304),(20 74.141174),(21 77.18372),(22 77.18547),(23 80.26115),(24 85.11674),(25 86.680275),(26 86.68099),(27 84.59474),(28 90.46092),(29 94.92133),(30 94.91508),(31 94.34041),(32 94.49303),(33 96.61894),(34 96.61805),(35 99.66494),(36 102.75825),(37 103.43934),(38 103.44705),(39 105.49088),(40 109.462585),(41 116.32037),(42 116.303894),(43 119.502266),(44 124.90842),(45 124.91023),
(1 2.959807),(2 2.9599702),(3 6.3116074),(4 13.735601),(5 17.88843),(6 17.895063),(7 20.263592),(8 22.298347),(9 25.060654),(10 25.046892),(11 27.92531),(12 30.64881),(13 32.944283),(14 32.931454),(15 36.19974),(16 44.10654),(17 45.64084),(18 45.63617),(19 48.24151),(20 52.049534),(21 52.514988),(22 52.512833),(23 53.924267),(24 58.750668),(25 56.42537),(26 56.427822),(27 59.463287),(28 59.83487),(29 64.96604),(30 65.04015),(31 65.87689),(32 69.212685),(33 69.65492),(34 69.65417),(35 69.46185),(36 70.71192),(37 71.22363),(38 71.222885),(39 71.56288),(40 72.84361),(41 74.722),(42 74.724434),(43 77.32994),(44 77.08505),(45 77.08452),
(1 3.208187),(2 3.2096503),(3 6.6814685),(4 12.914658),(5 16.105501),(6 16.11111),(7 16.95574),(8 20.445208),(9 23.064222),(10 23.062878),(11 25.448751),(12 29.347076),(13 30.604067),(14 30.600298),(15 32.53152),(16 39.266212),(17 42.337357),(18 42.338383),(19 42.647808),(20 46.422966),(21 46.439144),(22 46.43311),(23 47.77951),(24 50.757824),(25 53.34604),(26 53.3508),(27 55.108833),(28 54.83866),(29 57.807354),(30 57.862446),(31 57.483345),(32 56.61063),(33 58.543503),(34 58.558395),(35 59.58099),(36 62.632877),(37 64.934875),(38 64.951675),(39 65.38804),(40 65.288704),(41 66.02059),(42 66.04308),(43 66.79221),(44 68.33645),(45 68.33757),
(1 3.101624),(2 3.103131),(3 6.6739216),(4 11.38255),(5 14.335508),(6 14.3413515),(7 14.943353),(8 17.982615),(9 20.391047),(10 20.38818),(11 21.056059),(12 24.785778),(13 25.977047),(14 25.977257),(15 27.5928),(16 31.336506),(17 34.096237),(18 34.093967),(19 33.968784),(20 36.728928),(21 37.509357),(22 37.530075),(23 38.544403),(24 41.43675),(25 42.402874),(26 42.412746),(27 43.683807),(28 43.72887),(29 43.204033),(30 43.25241),(31 44.790245),(32 44.79818),(33 46.1509),(34 46.155518),(35 46.076748),(36 48.542606),(37 49.684326),(38 49.696518),(39 48.059483),(40 51.30637),(41 53.276485),(42 53.27491),(43 53.25413),(44 52.582413),(45 52.576645),
(1 2.3533752),(2 2.352749),(3 4.82096),(4 7.6479735),(5 9.24589),(6 9.248876),(7 10.169676),(8 12.403198),(9 13.813092),(10 13.814889),(11 14.79123),(12 16.900253),(13 18.597826),(14 18.593431),(15 19.585995),(16 21.076614),(17 21.660297),(18 21.659266),(19 21.628777),(20 23.329462),(21 24.153687),(22 24.15034),(23 24.97099),(24 26.658596),(25 27.256575),(26 27.263477),(27 27.21003),(28 28.7011),(29 28.813112),(30 28.84477),(31 28.05274),(32 30.173616),(33 31.704576),(34 31.701519),(35 31.485403),(36 30.625664),(37 30.952791),(38 30.94766),(39 32.025185),(40 33.14359),(41 33.27659),(42 33.282368),(43 33.128696),(44 35.43964),(45 35.439693),
(1 2.5765646),(2 2.5779767),(3 5.0478187),(4 7.3136997),(5 8.803454),(6 8.806251),(7 9.456792),(8 11.380429),(9 12.368489),(10 12.370585),(11 12.811555),(12 14.74316),(13 16.229727),(14 16.234327),(15 16.955883),(16 18.551384),(17 19.103722),(18 19.11219),(19 19.563318),(20 20.569855),(21 21.923313),(22 21.91099),(23 21.752),(24 22.404451),(25 23.381243),(26 23.36821),(27 23.812168),(28 23.125704),(29 24.015697),(30 24.038662),(31 23.688232),(32 24.638361),(33 25.852375),(34 25.849306),(35 26.408813),(36 26.473467),(37 27.68176),(38 27.678347),(39 27.357319),(40 27.513393),(41 28.744024),(42 28.754068),(43 29.131851),(44 29.559591),(45 29.561718),
(1 2.476432),(2 2.4787722),(3 4.3963823),(4 6.2276354),(5 7.5525804),(6 7.5520406),(7 8.086011),(8 9.09967),(9 9.81891),(10 9.825384),(11 10.8524685),(12 12.552667),(13 13.242025),(14 13.246976),(15 13.823666),(16 14.765521),(17 15.225981),(18 15.223947),(19 15.575283),(20 16.470842),(21 17.415314),(22 17.418406),(23 17.427837),(24 18.092678),(25 19.246952),(26 19.244192),(27 18.544397),(28 19.14453),(29 19.615732),(30 19.657585),(31 19.29302),(32 20.606579),(33 21.488348),(34 21.488758),(35 21.407501),(36 22.347694),(37 22.803457),(38 22.80083),(39 22.576548),(40 22.780926),(41 23.183365),(42 23.179197),(43 23.08475),(44 23.02748),(45 23.02665),
(1 2.3207939),(2 2.322549),(3 4.132797),(4 5.686834),(5 6.941743),(6 6.9444194),(7 6.986407),(8 8.176277),(9 9.254917),(10 9.25745),(11 9.307473),(12 10.907922),(13 11.459374),(14 11.465928),(15 11.701537),(16 12.133593),(17 12.942471),(18 12.939682),(19 13.20195),(20 13.817906),(21 14.189367),(22 14.1964445),(23 14.324421),(24 14.794194),(25 15.498449),(26 15.497098),(27 15.072979),(28 15.4832115),(29 15.471729),(30 15.485313),(31 15.591158),(32 16.655348),(33 17.43211),(34 17.430109),(35 17.688816),(36 17.809177),(37 18.65799),(38 18.655642),(39 17.869713),(40 18.188904),(41 18.657667),(42 18.647186),(43 18.344631),(44 18.76916),(45 18.769785),
(1 2.1347404),(2 2.135348),(3 3.453395),(4 4.588932),(5 5.822773),(6 5.8262997),(7 6.1144867),(8 7.0927997),(9 7.7493577),(10 7.751974),(11 7.809023),(12 8.93238),(13 9.362606),(14 9.363787),(15 9.925194),(16 10.818979),(17 11.359171),(18 11.361944),(19 11.119821),(20 11.364023),(21 11.529852),(22 11.53521),(23 11.825266),(24 12.044744),(25 12.984203),(26 12.984896),(27 12.593393),(28 12.966632),(29 13.403492),(30 13.419465),(31 13.514714),(32 13.873473),(33 14.27124),(34 14.270857),(35 14.366932),(36 14.092172),(37 14.541119),(38 14.544619),(39 14.150856),(40 14.389525),(41 14.760683),(42 14.7599125),(43 14.692602),(44 15.305952),(45 15.305269),
(1 1.8776249),(2 1.8781254),(3 2.835872),(4 3.8029869),(5 4.664383),(6 4.6642337),(7 4.669679),(8 5.377011),(9 5.8802123),(10 5.8796096),(11 6.0698953),(12 6.8117604),(13 6.974322),(14 6.975005),(15 7.176145),(16 7.826893),(17 8.065907),(18 8.069957),(19 8.096842),(20 8.401964),(21 8.717054),(22 8.719697),(23 8.665827),(24 8.951352),(25 9.224768),(26 9.221338),(27 9.067825),(28 9.401465),(29 9.533677),(30 9.55353),(31 9.512032),(32 10.147354),(33 10.413664),(34 10.419617),(35 10.245415),(36 10.329973),(37 10.58828),(38 10.578106),(39 10.626406),(40 10.879296),(41 11.313179),(42 11.3122635),(43 11.062814),(44 11.507086),(45 11.506196),
