1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1.6429133),(2 1.6384559),(3 3.8947067),(4 9.099448),(5 16.343288),(6 16.35208),(7 23.800014),(8 37.045124),(9 47.893288),(10 47.78869),(11 65.08617),(12 97.55209),(13 110.58968),(14 110.33687),(15 145.36339),(16 160.97328),(17 188.40433),(18 188.08769),(19 221.9358),(20 335.392),(21 393.5792),(22 393.41946),(23 470.06247),(24 558.7053),(25 647.58307),(26 647.24365),(27 695.0145),(28 726.9116),(29 753.27155),(30 750.9009),(31 710.5605),(32 724.8603),(33 777.95404),(34 777.9139),(35 834.98016),(36 933.89105),(37 965.1017),(38 964.6015),(39 1034.0753),(40 1082.5663),(41 1085.7548),(42 1083.895),(43 1112.1665),(44 978.1147),(45 978.33105),
(1 3.3353715),(2 3.3541977),(3 5.1211233),(4 18.030916),(5 24.721125),(6 24.80227),(7 32.2847),(8 58.941456),(9 76.16635),(10 76.20736),(11 106.396904),(12 182.0875),(13 201.79468),(14 202.38133),(15 216.48306),(16 269.54233),(17 288.85406),(18 289.02158),(19 305.0851),(20 453.4877),(21 508.81488),(22 508.97452),(23 641.4441),(24 500.06995),(25 545.33105),(26 545.52124),(27 561.20764),(28 581.3294),(29 603.78564),(30 605.1218),(31 539.0026),(32 476.84787),(33 506.8986),(34 506.74768),(35 587.64386),(36 788.36584),(37 865.179),(38 865.4398),(39 906.50885),(40 924.5764),(41 1001.03516),(42 1000.477),(43 1013.5384),(44 933.9663),(45 933.9543),
(1 4.435047),(2 4.4573255),(3 8.198977),(4 25.018435),(5 32.577923),(6 32.609806),(7 43.92132),(8 79.4405),(9 101.42486),(10 101.460434),(11 140.30687),(12 221.8868),(13 239.69894),(14 240.39551),(15 255.1516),(16 317.88257),(17 330.11798),(18 330.06573),(19 334.01508),(20 417.5949),(21 395.91132),(22 395.83054),(23 415.62848),(24 421.935),(25 459.78723),(26 459.69302),(27 605.762),(28 605.66534),(29 608.6309),(30 609.72986),(31 522.1036),(32 501.37375),(33 517.4284),(34 517.3433),(35 499.09784),(36 557.00806),(37 598.4262),(38 598.85),(39 603.4722),(40 658.7352),(41 818.17725),(42 817.93097),(43 837.613),(44 786.23193),(45 786.2696),
(1 7.0496964),(2 7.041453),(3 14.013701),(4 44.892998),(5 65.81737),(6 65.84755),(7 84.95797),(8 147.953),(9 177.66028),(10 177.56458),(11 213.18245),(12 300.2658),(13 326.24173),(14 326.90256),(15 350.9322),(16 400.14383),(17 431.94324),(18 432.2023),(19 465.11838),(20 592.53265),(21 659.42175),(22 659.1203),(23 854.5536),(24 777.7673),(25 793.8017),(26 793.57153),(27 869.5003),(28 780.18),(29 733.78827),(30 733.4696),(31 734.59503),(32 753.8328),(33 759.2285),(34 759.1572),(35 758.24554),(36 775.22656),(37 748.3816),(38 748.2811),(39 745.139),(40 859.2812),(41 1032.1847),(42 1032.1605),(43 1072.5803),(44 1172.4283),(45 1172.1991),
(1 7.771021),(2 7.787217),(3 16.034428),(4 52.225555),(5 75.139404),(6 75.12865),(7 97.92539),(8 165.0512),(9 199.77267),(10 199.70277),(11 253.54593),(12 367.35638),(13 382.956),(14 384.0229),(15 398.01242),(16 477.29898),(17 517.6935),(18 518.07404),(19 530.69965),(20 606.65436),(21 575.5776),(22 575.2886),(23 619.6162),(24 612.012),(25 535.6121),(26 535.1795),(27 590.83057),(28 576.7522),(29 536.7724),(30 535.9312),(31 536.3376),(32 575.21497),(33 605.1297),(34 605.12195),(35 644.0576),(36 719.40765),(37 761.8517),(38 761.08984),(39 792.4602),(40 845.5012),(41 996.11993),(42 996.02313),(43 1068.3691),(44 1117.4349),(45 1117.3398),
(1 7.4185824),(2 7.411112),(3 14.979957),(4 54.06206),(5 76.2358),(6 76.242325),(7 98.41071),(8 170.28421),(9 200.20456),(10 200.10548),(11 243.80962),(12 291.3461),(13 306.11865),(14 306.8809),(15 322.69568),(16 324.32385),(17 349.91507),(18 349.49756),(19 351.35046),(20 421.43344),(21 427.98166),(22 427.6475),(23 504.9943),(24 573.18304),(25 561.21906),(26 561.2136),(27 631.69543),(28 619.0259),(29 541.6593),(30 541.96643),(31 490.7696),(32 559.7933),(33 626.027),(34 626.7088),(35 642.3612),(36 648.66125),(37 670.5434),(38 670.043),(39 675.4965),(40 663.8914),(41 725.20056),(42 724.581),(43 709.1539),(44 714.539),(45 714.6486),
(1 10.443063),(2 10.467191),(3 22.135426),(4 71.26266),(5 107.533),(6 107.54112),(7 140.666),(8 217.44276),(9 251.95193),(10 251.75035),(11 300.45657),(12 386.62775),(13 389.168),(14 389.63962),(15 390.20715),(16 463.90933),(17 487.11346),(18 486.75107),(19 480.58926),(20 526.65784),(21 503.17435),(22 503.02762),(23 563.43677),(24 628.36005),(25 583.3869),(26 583.5642),(27 617.3586),(28 613.3107),(29 633.7217),(30 634.36224),(31 633.2856),(32 687.2678),(33 651.82495),(34 652.05817),(35 643.3561),(36 683.4069),(37 660.6639),(38 660.267),(39 679.86206),(40 763.3403),(41 898.58514),(42 898.83405),(43 901.6902),(44 969.57574),(45 969.62164),
(1 11.795664),(2 11.7729845),(3 24.50693),(4 72.48644),(5 99.84372),(6 99.7926),(7 125.76986),(8 185.87317),(9 211.19954),(10 211.20273),(11 237.94565),(12 291.19913),(13 304.31772),(14 304.4594),(15 310.02286),(16 346.61526),(17 365.91583),(18 365.88275),(19 347.78992),(20 410.23694),(21 424.46634),(22 424.3066),(23 518.36194),(24 614.9774),(25 569.7948),(26 569.7914),(27 589.8927),(28 611.70355),(29 569.91455),(30 570.67914),(31 611.8574),(32 625.9931),(33 655.0124),(34 655.06354),(35 676.2946),(36 673.629),(37 676.0227),(38 675.6835),(39 646.6059),(40 716.71704),(41 751.7803),(42 751.69684),(43 758.33545),(44 808.96265),(45 809.26917),
(1 12.555372),(2 12.535341),(3 24.710934),(4 66.22571),(5 99.5878),(6 99.57761),(7 130.24707),(8 193.49283),(9 224.7515),(10 224.95743),(11 265.11392),(12 302.24673),(13 283.6213),(14 283.72357),(15 293.00586),(16 314.46188),(17 336.3606),(18 336.66684),(19 336.2868),(20 368.07803),(21 376.9683),(22 377.35193),(23 412.8564),(24 500.05417),(25 479.4726),(26 479.17905),(27 479.36545),(28 507.06134),(29 525.9055),(30 527.28503),(31 518.3062),(32 575.2703),(33 607.8058),(34 608.3194),(35 583.0466),(36 532.7901),(37 519.56),(38 519.5233),(39 511.9573),(40 459.9005),(41 526.1514),(42 526.15045),(43 538.329),(44 635.71045),(45 635.8357),
(1 12.306932),(2 12.290692),(3 24.687855),(4 62.074875),(5 89.9586),(6 89.90326),(7 118.35163),(8 176.14996),(9 198.80258),(10 199.20729),(11 224.74576),(12 236.05199),(13 225.22166),(14 225.59813),(15 223.03284),(16 223.08537),(17 231.57777),(18 231.60933),(19 235.85562),(20 298.8473),(21 370.2947),(22 370.2551),(23 396.60187),(24 473.96826),(25 493.78003),(26 493.68597),(27 523.62036),(28 529.786),(29 502.56494),(30 503.44516),(31 544.3353),(32 585.4048),(33 595.6532),(34 596.34424),(35 589.9674),(36 641.8917),(37 634.4865),(38 634.2434),(39 600.71533),(40 576.7008),(41 655.90436),(42 655.5108),(43 612.42566),(44 683.34436),(45 683.30585),
(1 12.664951),(2 12.7016735),(3 26.094173),(4 67.07901),(5 98.61392),(6 98.548965),(7 122.50478),(8 170.74413),(9 186.28772),(10 186.48192),(11 204.6086),(12 217.73103),(13 216.92963),(14 216.96312),(15 227.97972),(16 237.93779),(17 234.41298),(18 234.31839),(19 229.94995),(20 226.10556),(21 256.39404),(22 256.37518),(23 338.54056),(24 426.3028),(25 382.97894),(26 382.7187),(27 377.9738),(28 388.4965),(29 432.513),(30 431.62067),(31 440.12112),(32 392.02002),(33 425.1893),(34 425.06653),(35 475.34448),(36 545.9739),(37 553.3173),(38 553.39825),(39 535.28076),(40 481.20242),(41 547.528),(42 547.4629),(43 574.47046),(44 607.64557),(45 607.84937),
