1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,
(1 2.27641),(2 2.276637),(3 5.0862384),(4 12.976274),(5 17.456915),(6 17.457205),(7 21.39774),(8 31.993002),(9 38.060547),(10 38.05074),(11 47.34947),(12 57.314625),(13 62.866627),(14 62.869602),(15 65.62559),(16 69.83842),(17 74.353485),(18 74.32361),(19 78.93271),(20 97.8598),(21 102.82733),(22 102.78679),(23 112.726746),(24 125.83086),(25 128.12819),(26 128.10149),(27 133.93994),(28 136.97852),(29 132.28915),(30 132.31514),(31 134.19826),(32 136.52367),(33 138.37607),(34 138.3981),(35 144.08437),(36 148.39944),(37 146.83994),(38 146.8256),(39 149.57175),(40 151.38597),(41 168.1622),(42 168.07271),(43 168.02647),(44 165.54889),(45 165.5587),
(1 3.291333),(2 3.291189),(3 7.191272),(4 18.965254),(5 25.040129),(6 25.032042),(7 28.687124),(8 40.28655),(9 46.92898),(10 46.92572),(11 59.23464),(12 67.61794),(13 67.82241),(14 67.847015),(15 68.80989),(16 79.2322),(17 83.36476),(18 83.363976),(19 85.84235),(20 101.19494),(21 104.99457),(22 104.96428),(23 119.01281),(24 123.227295),(25 123.88158),(26 123.87997),(27 124.8065),(28 124.67862),(29 129.51018),(30 129.48624),(31 129.7429),(32 127.924484),(33 131.42406),(34 131.44102),(35 131.40714),(36 138.08421),(37 140.5639),(38 140.53313),(39 142.12875),(40 146.31117),(41 166.73088),(42 166.72047),(43 170.2666),(44 175.23714),(45 175.23839),
(1 3.0918965),(2 3.0922868),(3 6.6925516),(4 15.17902),(5 20.181404),(6 20.190191),(7 23.184912),(8 29.20465),(9 33.460663),(10 33.477325),(11 38.753426),(12 46.1622),(13 48.27259),(14 48.283085),(15 51.83079),(16 59.972126),(17 62.213425),(18 62.21826),(19 64.527405),(20 69.36487),(21 72.136986),(22 72.14671),(23 77.84479),(24 85.73035),(25 87.59181),(26 87.595985),(27 83.79331),(28 88.986626),(29 93.38946),(30 93.40642),(31 94.579735),(32 97.646645),(33 102.10265),(34 102.12998),(35 101.83548),(36 103.6278),(37 101.2011),(38 101.233536),(39 103.26987),(40 105.69911),(41 109.61343),(42 109.6214),(43 110.37131),(44 116.07407),(45 116.06995),
(1 3.6528537),(2 3.6531582),(3 7.9626493),(4 16.912518),(5 21.75819),(6 21.762243),(7 24.243618),(8 31.142609),(9 35.060497),(10 35.05786),(11 39.830788),(12 43.949543),(13 47.133316),(14 47.129463),(15 47.734238),(16 57.54998),(17 60.420246),(18 60.421795),(19 63.63744),(20 69.92356),(21 69.93062),(22 69.92501),(23 71.76868),(24 76.95539),(25 79.940315),(26 79.9395),(27 80.27654),(28 80.03575),(29 86.28281),(30 86.332344),(31 88.198296),(32 90.999466),(33 91.660576),(34 91.67055),(35 93.16609),(36 97.78753),(37 100.98333),(38 100.99465),(39 102.04054),(40 100.11068),(41 106.56753),(42 106.56876),(43 109.9515),(44 112.30769),(45 112.3063),
(1 3.7438774),(2 3.7440348),(3 8.284195),(4 15.85062),(5 20.110983),(6 20.11713),(7 22.0465),(8 25.129797),(9 27.90907),(10 27.918715),(11 31.684555),(12 37.52564),(13 39.641388),(14 39.660255),(15 42.251846),(16 51.103405),(17 54.181282),(18 54.179333),(19 55.314938),(20 58.24858),(21 60.21164),(22 60.202473),(23 63.15829),(24 65.88558),(25 65.71655),(26 65.72201),(27 68.42297),(28 71.45654),(29 72.592766),(30 72.66817),(31 72.01508),(32 73.80536),(33 74.542076),(34 74.5534),(35 75.49162),(36 78.69356),(37 80.80188),(38 80.80682),(39 81.361626),(40 82.90964),(41 85.386406),(42 85.38801),(43 83.785065),(44 88.71171),(45 88.71401),
(1 2.962907),(2 2.9652395),(3 6.304479),(4 11.039215),(5 13.312341),(6 13.315483),(7 14.025346),(8 17.259745),(9 19.989532),(10 19.982304),(11 21.245646),(12 24.283752),(13 26.247469),(14 26.2416),(15 27.991985),(16 31.684717),(17 33.34503),(18 33.334393),(19 33.835796),(20 36.86325),(21 36.000954),(22 35.991886),(23 37.90962),(24 40.525593),(25 42.33577),(26 42.33773),(27 43.882324),(28 44.900257),(29 47.602005),(30 47.670094),(31 46.41395),(32 47.11786),(33 48.37941),(34 48.388683),(35 48.145588),(36 50.77749),(37 53.400734),(38 53.408432),(39 53.45436),(40 53.80184),(41 53.855133),(42 53.857243),(43 54.480453),(44 55.644764),(45 55.648838),
(1 3.1192682),(2 3.1189773),(3 6.3881383),(4 10.369909),(5 12.824497),(6 12.831354),(7 13.770706),(8 17.336496),(9 19.571964),(10 19.573122),(11 20.451658),(12 24.289206),(13 25.591463),(14 25.598467),(15 26.917507),(16 30.491747),(17 31.994799),(18 32.005344),(19 31.678629),(20 33.92123),(21 34.765312),(22 34.765457),(23 34.68183),(24 38.257767),(25 39.054413),(26 39.049004),(27 40.34538),(28 40.813572),(29 40.502396),(30 40.507072),(31 41.191303),(32 43.48431),(33 44.17612),(34 44.17743),(35 43.870575),(36 45.34282),(37 46.46642),(38 46.460968),(39 45.80143),(40 47.89664),(41 48.898106),(42 48.893303),(43 49.200935),(44 49.80426),(45 49.794407),
(1 3.064732),(2 3.0661561),(3 6.1592903),(4 9.295228),(5 11.3557005),(6 11.357653),(7 12.178462),(8 14.595572),(9 16.368315),(10 16.37557),(11 17.059984),(12 19.607826),(13 21.083405),(14 21.080082),(15 22.214125),(16 24.433573),(17 25.939764),(18 25.93351),(19 25.055885),(20 27.512968),(21 28.132988),(22 28.129784),(23 28.514517),(24 30.316708),(25 32.252087),(26 32.26202),(27 32.770878),(28 33.258034),(29 33.317276),(30 33.374855),(31 32.862854),(32 34.66674),(33 35.582287),(34 35.582542),(35 36.77681),(36 37.78968),(37 38.33799),(38 38.32385),(39 37.700996),(40 38.721565),(41 39.414154),(42 39.40294),(43 39.747833),(44 39.598713),(45 39.598244),
(1 2.9351003),(2 2.9360793),(3 5.525918),(4 7.883305),(5 9.831683),(6 9.835093),(7 10.469452),(8 12.357765),(9 13.962944),(10 13.961657),(11 14.303063),(12 16.842646),(13 18.093954),(14 18.10251),(15 19.038769),(16 20.932453),(17 21.469938),(18 21.471983),(19 21.791899),(20 22.769928),(21 24.315952),(22 24.317076),(23 23.93545),(24 25.365145),(25 27.090628),(26 27.076971),(27 26.333992),(28 26.886337),(29 27.606106),(30 27.616585),(31 27.29852),(32 29.434912),(33 31.203138),(34 31.206057),(35 30.825836),(36 31.717604),(37 32.67286),(38 32.669983),(39 31.644361),(40 32.12683),(41 33.057835),(42 33.059834),(43 32.437534),(44 32.954712),(45 32.95661),
(1 2.8226779),(2 2.825995),(3 5.1594305),(4 6.8551955),(5 8.527751),(6 8.529419),(7 9.168907),(8 11.111755),(9 12.297122),(10 12.303109),(11 12.561721),(12 14.413884),(13 15.019635),(14 15.023166),(15 15.897688),(16 17.050205),(17 18.000196),(18 17.998255),(19 17.925243),(20 18.526886),(21 19.415127),(22 19.417828),(23 19.768538),(24 20.80089),(25 22.420877),(26 22.417757),(27 21.786514),(28 22.791126),(29 22.673674),(30 22.71611),(31 23.138344),(32 23.988472),(33 25.271454),(34 25.270468),(35 25.328148),(36 25.693562),(37 26.05429),(38 26.049324),(39 25.492737),(40 25.968468),(41 26.857641),(42 26.85948),(43 26.65216),(44 26.699339),(45 26.69925),
(1 2.277028),(2 2.277273),(3 3.948907),(4 5.38918),(5 6.9132676),(6 6.9136615),(7 7.1825824),(8 8.556185),(9 9.446096),(10 9.452161),(11 9.668145),(12 11.209342),(13 11.798234),(14 11.799514),(15 12.502966),(16 13.547626),(17 13.864788),(18 13.862657),(19 13.857607),(20 14.618032),(21 15.300352),(22 15.307973),(23 15.358178),(24 16.061975),(25 16.882563),(26 16.876024),(27 16.276648),(28 16.961136),(29 17.091124),(30 17.130306),(31 17.436365),(32 18.156157),(33 18.769754),(34 18.767765),(35 19.076122),(36 19.623892),(37 20.066093),(38 20.06777),(39 19.649994),(40 19.157558),(41 20.125847),(42 20.123112),(43 19.776695),(44 19.50046),(45 19.500404),
(1 2.6901615),(2 2.6929839),(3 4.5124626),(4 5.8368955),(5 7.4956355),(6 7.499723),(7 7.8331943),(8 9.201425),(9 10.130018),(10 10.135972),(11 10.464986),(12 12.134637),(13 12.414119),(14 12.42154),(15 12.888381),(16 13.966178),(17 14.858961),(18 14.858523),(19 14.818493),(20 15.231311),(21 15.875727),(22 15.878141),(23 16.203344),(24 16.825853),(25 17.443869),(26 17.444658),(27 16.935099),(28 17.213778),(29 17.498718),(30 17.558193),(31 17.599506),(32 18.420097),(33 19.180298),(34 19.185192),(35 19.256054),(36 19.708921),(37 20.494633),(38 20.502384),(39 20.14523),(40 19.726599),(41 20.269978),(42 20.276192),(43 19.77002),(44 20.637236),(45 20.636703),
(1 2.4820673),(2 2.4844406),(3 3.984123),(4 5.260003),(5 6.743287),(6 6.746873),(7 6.9906306),(8 8.244631),(9 9.026898),(10 9.02755),(11 9.2429285),(12 10.296008),(13 10.656748),(14 10.657059),(15 11.219663),(16 12.091455),(17 12.757651),(18 12.761471),(19 12.737364),(20 13.006119),(21 13.194863),(22 13.198954),(23 13.365185),(24 14.131875),(25 14.67565),(26 14.67365),(27 14.451771),(28 15.002909),(29 15.133285),(30 15.125126),(31 15.207086),(32 15.727469),(33 16.284622),(34 16.284561),(35 16.1973),(36 15.9321995),(37 16.698395),(38 16.703995),(39 16.275064),(40 16.462692),(41 16.91014),(42 16.91192),(43 16.879803),(44 17.413406),(45 17.414558),
