1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 856720.2),(2 3060505),(3 6492786.5),(4 10922744),(5 16487957),(6 22846090),(7 29516008),(8 36562748),(9 43764116),(10 50913230),(11 57973630),(12 64644068),(13 70573176),(14 75737670),(15 79629070),(16 82564570),(17 84798730),(18 86400590),(19 87885800),(20 89801064),(21 91076330),(22 91923400),(23 93418760),(24 94146360),(25 94460420),(26 94535240),(27 95231944),(28 95217176),(29 94922820),(30 94347016),(31 93550910),(32 92587880),(33 94015430),(34 93911520),(35 93580670),(36 94420930),(37 94659490),(38 95030696),(39 95306090),(40 95564740),(41 95806460),(42 96366040),(43 96970690),(44 98305190),(45 99793150),(46 101594080),(47 103621930),(48 108555640),(49 111738904),(50 115095430),(51 116473220),(52 118800730),(53 121071000),(54 123286180),(55 125093510),(56 127241240),(57 127517656),(58 129194720),(59 131473130),(60 134070664),(61 137413580),(62 141275790),(63 144616370),(64 147182860),(65 149965740),(66 152457890),(67 154725200),(68 156808530),(69 158168700),(70 159269760),(71 160070030),(72 159474720),(73 159393380),(74 159757650),(75 159884020),(76 160109330),(77 160323020),(78 159518260),(79 159874640),
(1 94.452896),(2 117.20796),(3 129.68326),(4 139.95831),(5 147.17035),(6 150.03244),(7 153.96349),(8 159.71213),(9 161.96799),(10 165.4584),(11 165.96024),(12 165.8823),(13 168.44318),(14 171.99835),(15 172.84245),(16 171.4147),(17 171.87508),(18 170.80382),(19 171.29889),(20 171.52858),(21 170.41516),(22 172.104),(23 173.09908),(24 171.37488),(25 173.18794),(26 171.1443),(27 169.69312),(28 168.31807),(29 168.7228),(30 165.98819),(31 166.46255),(32 167.17986),(33 167.83237),(34 166.51056),(35 167.85939),(36 166.73947),(37 167.58083),(38 166.45166),(39 166.18027),(40 163.17836),(41 164.30795),(42 163.01756),(43 162.65714),(44 163.65886),(45 162.95003),(46 165.89552),(47 164.24661),(48 163.58284),(49 167.2933),(50 164.0853),(51 163.07974),(52 162.72949),(53 161.24028),(54 163.38849),(55 163.11667),(56 163.50146),(57 163.29398),(58 164.36983),(59 161.89807),(60 161.55492),(61 162.88503),(62 166.93892),(63 165.96074),(64 167.32181),(65 167.92159),(66 168.6335),(67 173.42374),(68 175.70218),(69 176.15529),(70 176.92218),(71 178.5696),(72 174.76309),(73 175.04517),(74 177.53674),(75 178.17793),(76 175.4763),(77 175.61015),(78 176.97842),(79 177.14734),
(1 91.101494),(2 114.762405),(3 124.84985),(4 136.62726),(5 143.74904),(6 143.30232),(7 148.9566),(8 154.42596),(9 157.99791),(10 162.38629),(11 161.81873),(12 162.58052),(13 164.29697),(14 167.1702),(15 168.77153),(16 169.68108),(17 169.21999),(18 168.66255),(19 168.45358),(20 168.45131),(21 166.3141),(22 167.5592),(23 168.43753),(24 169.72441),(25 169.26471),(26 166.35631),(27 164.11479),(28 163.84753),(29 164.85535),(30 161.71352),(31 162.88718),(32 163.94643),(33 163.71942),(34 166.16512),(35 163.2184),(36 164.52493),(37 163.6536),(38 163.96072),(39 162.25203),(40 160.0521),(41 161.28152),(42 159.5271),(43 160.19649),(44 161.62346),(45 161.0392),(46 161.62376),(47 161.44139),(48 160.47047),(49 160.72627),(50 158.61842),(51 158.8862),(52 158.59389),(53 159.98077),(54 159.14702),(55 158.66803),(56 158.30672),(57 160.8668),(58 160.2525),(59 162.27007),(60 164.99895),(61 163.78056),(62 164.23116),(63 165.28355),(64 165.99463),(65 165.37044),(66 167.8146),(67 171.99178),(68 170.88893),(69 172.07603),(70 170.46811),(71 168.04),(72 170.5649),(73 170.22798),(74 169.40198),(75 169.75322),(76 168.80374),(77 169.97333),(78 172.64017),(79 170.67479),
(1 93.18113),(2 115.662094),(3 124.71282),(4 135.69058),(5 143.09776),(6 145.59468),(7 148.63335),(8 153.85947),(9 156.43556),(10 157.60443),(11 160.85211),(12 161.1213),(13 164.72705),(14 165.74318),(15 168.13881),(16 169.65552),(17 167.49548),(18 166.51868),(19 165.39914),(20 167.0465),(21 166.93202),(22 167.87253),(23 168.25163),(24 169.31628),(25 170.49608),(26 169.34755),(27 167.26761),(28 166.07722),(29 166.73424),(30 163.41129),(31 164.2401),(32 163.06126),(33 163.36914),(34 163.2876),(35 163.27873),(36 162.15927),(37 164.3315),(38 161.91052),(39 163.45439),(40 160.46213),(41 161.82878),(42 159.41115),(43 161.04396),(44 159.87943),(45 160.78947),(46 161.22124),(47 159.24751),(48 159.40755),(49 159.22636),(50 160.50072),(51 159.78313),(52 158.99278),(53 159.17725),(54 159.35092),(55 157.86499),(56 159.1606),(57 162.6781),(58 159.97546),(59 159.43849),(60 161.51877),(61 160.27878),(62 164.33124),(63 163.03896),(64 163.74936),(65 166.19275),(66 167.61618),(67 166.52327),(68 165.34633),(69 169.17355),(70 167.90881),(71 170.73222),(72 172.16417),(73 169.33784),(74 168.9548),(75 169.45573),(76 169.05998),(77 172.5886),(78 171.47186),(79 169.54497),
(1 88.29095),(2 109.438446),(3 119.604614),(4 132.00021),(5 137.90955),(6 138.2433),(7 142.04518),(8 147.94797),(9 151.73256),(10 152.5472),(11 155.72083),(12 159.2622),(13 160.4307),(14 162.69722),(15 165.49783),(16 163.80939),(17 163.3823),(18 163.02756),(19 162.73601),(20 164.74667),(21 164.63197),(22 164.59137),(23 162.67679),(24 162.73758),(25 162.15317),(26 161.88243),(27 160.3242),(28 158.5623),(29 157.59427),(30 155.8509),(31 157.864),(32 156.97939),(33 158.14537),(34 157.75288),(35 156.66078),(36 156.11742),(37 155.45982),(38 153.57434),(39 153.23903),(40 151.64803),(41 152.6777),(42 151.32045),(43 152.08073),(44 151.43742),(45 151.49992),(46 153.3859),(47 152.36446),(48 154.68506),(49 155.03949),(50 155.1321),(51 154.18785),(52 154.75977),(53 154.88638),(54 157.19987),(55 154.53911),(56 154.19066),(57 155.44174),(58 154.68143),(59 154.72905),(60 155.58038),(61 154.05913),(62 156.62181),(63 158.31078),(64 158.3569),(65 160.18132),(66 162.64528),(67 163.27858),(68 164.65956),(69 166.96974),(70 167.58395),(71 168.39345),(72 166.91945),(73 163.61035),(74 165.58199),(75 167.69176),(76 164.89793),(77 168.44783),(78 170.37315),(79 170.3344),
(1 89.3581),(2 109.816315),(3 119.01688),(4 130.4088),(5 139.3336),(6 140.52652),(7 145.19312),(8 150.23979),(9 152.4701),(10 152.76134),(11 154.86736),(12 158.0601),(13 159.53188),(14 160.26967),(15 162.53981),(16 161.00728),(17 160.9056),(18 160.74443),(19 160.36545),(20 161.94627),(21 161.09502),(22 161.56798),(23 160.9271),(24 162.28003),(25 163.18286),(26 161.19577),(27 160.17082),(28 159.25874),(29 158.91507),(30 157.31493),(31 157.35757),(32 157.76869),(33 158.32138),(34 157.6895),(35 158.81412),(36 156.76602),(37 159.90414),(38 158.14624),(39 158.52264),(40 159.52165),(41 158.79796),(42 157.2301),(43 159.48637),(44 158.60397),(45 157.62717),(46 157.16791),(47 158.20737),(48 156.86305),(49 158.61809),(50 158.1228),(51 157.67317),(52 157.51239),(53 154.52502),(54 155.92601),(55 155.4936),(56 155.85638),(57 155.2444),(58 157.22778),(59 157.6388),(60 157.00522),(61 157.89417),(62 160.59491),(63 160.1838),(64 161.08723),(65 164.35193),(66 166.472),(67 168.69107),(68 169.20772),(69 168.7825),(70 164.26384),(71 164.96133),(72 164.45447),(73 166.39801),(74 166.55368),(75 163.94325),(76 161.67151),(77 164.98299),(78 164.42514),(79 163.86108),
(1 87.63951),(2 109.85606),(3 120.05591),(4 131.12434),(5 139.21548),(6 141.73476),(7 144.30861),(8 149.67856),(9 151.89847),(10 154.77701),(11 156.82071),(12 159.31348),(13 160.8529),(14 163.0114),(15 164.87114),(16 163.97482),(17 164.28792),(18 162.33217),(19 161.60579),(20 162.78944),(21 162.7839),(22 162.03506),(23 163.97975),(24 163.14594),(25 164.57849),(26 161.35735),(27 160.34116),(28 158.7379),(29 158.95842),(30 156.39075),(31 159.21815),(32 158.42671),(33 158.36716),(34 157.68634),(35 157.12506),(36 155.32051),(37 155.87218),(38 154.85033),(39 155.63828),(40 154.1254),(41 153.23071),(42 153.6281),(43 154.73975),(44 154.96992),(45 155.16336),(46 154.65906),(47 156.47609),(48 154.39882),(49 154.90298),(50 154.00275),(51 153.67671),(52 155.011),(53 154.85397),(54 155.16016),(55 152.50032),(56 153.4206),(57 154.1289),(58 155.33559),(59 155.45284),(60 155.63126),(61 156.60396),(62 161.07677),(63 157.78873),(64 157.39621),(65 160.54875),(66 162.55562),(67 161.49782),(68 161.50502),(69 161.36809),(70 161.83208),(71 164.2378),(72 163.22513),(73 161.45354),(74 160.48157),(75 161.48578),(76 161.30121),(77 163.20746),(78 164.19069),(79 165.54419),
(1 84.04047),(2 103.16676),(3 114.51357),(4 126.22114),(5 133.77597),(6 135.6845),(7 140.68697),(8 144.73077),(9 146.4809),(10 148.14607),(11 149.79004),(12 150.47704),(13 151.599),(14 153.01433),(15 155.54395),(16 155.92188),(17 155.57951),(18 155.56932),(19 156.25552),(20 155.94467),(21 156.00206),(22 156.1115),(23 156.1391),(24 157.02748),(25 156.31071),(26 156.53004),(27 153.02637),(28 152.85223),(29 152.37103),(30 152.18445),(31 150.65454),(32 151.52252),(33 151.1748),(34 151.78062),(35 150.84314),(36 150.50768),(37 148.32732),(38 148.68257),(39 148.3303),(40 145.53424),(41 145.10295),(42 145.92474),(43 146.3265),(44 146.34727),(45 145.66129),(46 146.14131),(47 147.1029),(48 146.01663),(49 146.87735),(50 148.02994),(51 148.68436),(52 150.43237),(53 149.89384),(54 150.15869),(55 149.16965),(56 149.13986),(57 149.18362),(58 150.40797),(59 149.48756),(60 148.87729),(61 151.16391),(62 153.66127),(63 153.42702),(64 152.6751),(65 152.98613),(66 156.27448),(67 157.25027),(68 156.85101),(69 159.92357),(70 161.61224),(71 160.92848),(72 159.75801),(73 158.48036),(74 158.04453),(75 159.51617),(76 156.07022),(77 156.36877),(78 157.66908),(79 158.42017),
(1 86.808754),(2 108.1038),(3 121.10513),(4 130.85756),(5 138.39146),(6 143.63689),(7 145.03879),(8 149.88878),(9 151.3802),(10 152.03851),(11 156.69202),(12 157.64473),(13 160.29414),(14 162.85196),(15 165.28856),(16 165.19856),(17 162.78456),(18 162.08806),(19 162.64066),(20 162.72655),(21 163.67184),(22 165.0798),(23 164.5369),(24 165.13452),(25 165.83878),(26 165.05884),(27 162.40717),(28 161.23027),(29 159.48381),(30 160.32217),(31 159.01237),(32 159.06752),(33 160.17986),(34 158.49933),(35 159.21323),(36 158.03882),(37 155.97334),(38 156.07384),(39 156.6806),(40 154.7688),(41 154.47992),(42 155.9198),(43 154.06029),(44 155.44864),(45 154.83989),(46 152.66405),(47 154.139),(48 153.61575),(49 153.01706),(50 152.81596),(51 151.9793),(52 153.70177),(53 155.81808),(54 154.2767),(55 152.41594),(56 151.8913),(57 155.21881),(58 153.94466),(59 154.98817),(60 156.5083),(61 157.02493),(62 160.79231),(63 159.31194),(64 161.1783),(65 162.33154),(66 164.06252),(67 168.10674),(68 168.00046),(69 168.00414),(70 167.28474),(71 165.14474),(72 164.91705),(73 165.8403),(74 166.45311),(75 166.47112),(76 164.52533),(77 165.4917),(78 164.14998),(79 165.79782),
(1 84.223045),(2 104.620834),(3 118.26424),(4 129.05522),(5 135.31868),(6 139.0459),(7 142.22237),(8 145.06778),(9 149.19028),(10 149.93077),(11 152.29066),(12 152.6233),(13 152.04459),(14 156.52701),(15 156.73665),(16 158.06778),(17 156.9267),(18 157.82623),(19 161.03421),(20 158.84874),(21 159.66408),(22 158.9904),(23 157.53383),(24 158.97452),(25 160.11555),(26 159.36456),(27 157.36429),(28 157.22325),(29 157.21422),(30 157.76883),(31 156.30052),(32 157.29434),(33 155.80255),(34 155.07954),(35 154.74312),(36 153.92342),(37 152.40453),(38 151.93065),(39 151.27873),(40 150.11656),(41 149.26608),(42 149.37343),(43 149.33437),(44 148.1023),(45 148.99684),(46 146.57957),(47 149.8578),(48 152.20636),(49 152.09007),(50 152.43951),(51 150.59933),(52 151.23274),(53 152.85063),(54 152.40118),(55 152.94168),(56 152.65556),(57 154.0635),(58 154.11937),(59 152.61963),(60 153.45387),(61 155.12401),(62 156.69455),(63 155.21097),(64 157.24152),(65 159.386),(66 159.27798),(67 159.74426),(68 159.75638),(69 159.9523),(70 159.55278),(71 162.79427),(72 162.6226),(73 163.30449),(74 161.4472),(75 160.7286),(76 162.11151),(77 163.02429),(78 161.71068),(79 161.51027),
(1 84.43),(2 104.83537),(3 115.17704),(4 126.36163),(5 133.77591),(6 136.97989),(7 139.65707),(8 144.15611),(9 144.26419),(10 145.99231),(11 148.69495),(12 149.82352),(13 152.24373),(14 156.06544),(15 156.43925),(16 156.47049),(17 153.79599),(18 154.60432),(19 154.89853),(20 155.4825),(21 154.67377),(22 155.77666),(23 155.59267),(24 156.5131),(25 156.21237),(26 155.65451),(27 154.81802),(28 152.95268),(29 150.82826),(30 151.06339),(31 150.1063),(32 153.83035),(33 152.64792),(34 151.76402),(35 152.05994),(36 149.7136),(37 148.81184),(38 149.46451),(39 150.00577),(40 148.28995),(41 150.09615),(42 146.6791),(43 148.79243),(44 147.52925),(45 147.44122),(46 146.1902),(47 147.17783),(48 145.91843),(49 148.57819),(50 147.61482),(51 147.43404),(52 147.43207),(53 148.51604),(54 146.90152),(55 147.82289),(56 147.63454),(57 148.97144),(58 150.0808),(59 148.7052),(60 148.48582),(61 149.823),(62 154.05724),(63 152.02242),(64 153.14188),(65 154.79434),(66 154.74377),(67 154.25998),(68 156.12817),(69 157.84903),(70 160.44228),(71 159.27417),(72 157.83514),(73 156.5986),(74 156.00493),(75 157.01694),(76 157.25145),(77 157.5638),(78 158.43326),(79 160.25476),
(1 82.43886),(2 103.807556),(3 115.03036),(4 126.41471),(5 132.19264),(6 136.82913),(7 139.51878),(8 141.88478),(9 142.48236),(10 145.28079),(11 148.38852),(12 148.88528),(13 151.03983),(14 151.53975),(15 154.93306),(16 153.3112),(17 152.65001),(18 154.22552),(19 154.71031),(20 154.4874),(21 154.54726),(22 152.9439),(23 154.59276),(24 154.43321),(25 153.98494),(26 152.46883),(27 152.08096),(28 150.11531),(29 149.92674),(30 148.58517),(31 148.97241),(32 149.55055),(33 148.86766),(34 148.45148),(35 149.68546),(36 148.77022),(37 147.32187),(38 147.87248),(39 147.58191),(40 147.01337),(41 146.98746),(42 147.64148),(43 147.73161),(44 149.11339),(45 148.492),(46 148.64308),(47 149.30151),(48 147.49634),(49 148.5718),(50 148.90446),(51 149.36009),(52 148.13124),(53 148.67287),(54 148.93997),(55 146.7547),(56 147.41183),(57 146.91322),(58 147.22035),(59 148.17116),(60 147.09589),(61 149.66116),(62 152.24559),(63 152.42009),(64 153.05771),(65 153.86568),(66 158.07268),(67 157.8407),(68 160.14658),(69 161.58861),(70 161.16486),(71 158.8919),(72 158.35875),(73 158.64746),(74 159.30254),(75 159.75008),(76 158.98203),(77 160.10056),(78 161.44032),(79 160.84804),
(1 81.874794),(2 100.11503),(3 109.836334),(4 120.31348),(5 127.66719),(6 131.05566),(7 135.0891),(8 137.77773),(9 140.6584),(10 142.23428),(11 144.35199),(12 146.73058),(13 149.39111),(14 151.13821),(15 155.69943),(16 152.98871),(17 150.37341),(18 151.77827),(19 150.3753),(20 149.19942),(21 150.61868),(22 151.60458),(23 151.7875),(24 151.30893),(25 152.34209),(26 150.6205),(27 149.65637),(28 149.2705),(29 149.12213),(30 147.58594),(31 147.10197),(32 149.21228),(33 146.66553),(34 147.65),(35 146.9244),(36 147.21968),(37 144.89377),(38 145.00922),(39 144.14383),(40 144.5407),(41 144.55482),(42 143.78098),(43 144.75084),(44 144.40596),(45 143.86702),(46 142.83493),(47 143.94615),(48 144.81511),(49 146.10674),(50 144.04297),(51 143.34363),(52 142.6481),(53 143.43814),(54 141.93954),(55 143.03851),(56 144.95634),(57 142.33711),(58 142.87616),(59 143.17996),(60 144.38182),(61 144.87978),(62 146.93054),(63 147.54865),(64 146.92982),(65 150.24298),(66 151.87503),(67 152.18097),(68 152.81358),(69 152.95097),(70 154.11523),(71 154.64803),(72 153.83531),(73 156.65468),(74 154.70241),(75 153.5908),(76 153.73335),(77 153.71501),(78 153.318),(79 155.96852),
(1 81.32808),(2 98.84524),(3 109.93066),(4 121.603905),(5 126.451675),(6 130.55713),(7 132.5245),(8 135.98845),(9 138.78426),(10 139.3843),(11 141.9252),(12 143.78438),(13 145.84221),(14 147.22676),(15 149.83679),(16 147.62216),(17 147.81764),(18 149.40936),(19 147.39293),(20 147.41142),(21 148.43832),(22 148.67288),(23 148.25429),(24 147.84761),(25 150.33104),(26 147.97536),(27 144.28868),(28 143.98065),(29 144.44258),(30 144.14764),(31 144.98491),(32 143.70981),(33 144.62616),(34 144.63019),(35 142.89778),(36 143.96756),(37 142.82362),(38 144.01598),(39 147.42648),(40 143.71953),(41 145.55562),(42 144.43323),(43 146.38678),(44 145.06651),(45 145.58847),(46 143.47498),(47 142.76375),(48 142.00108),(49 145.36263),(50 143.05933),(51 143.78304),(52 142.74942),(53 144.47746),(54 143.70386),(55 145.40906),(56 144.1737),(57 144.20586),(58 145.72272),(59 145.48593),(60 147.12656),(61 145.2133),(62 146.69939),(63 147.7535),(64 148.01064),(65 148.93092),(66 148.82018),(67 146.44519),(68 147.81213),(69 150.65308),(70 153.67343),(71 153.92517),(72 152.4098),(73 152.52165),(74 152.96902),(75 153.47423),(76 152.01318),(77 154.24374),(78 152.88358),(79 155.52821),
(1 81.19021),(2 99.15396),(3 109.02951),(4 120.79629),(5 126.18182),(6 130.18716),(7 135.80316),(8 139.71992),(9 143.03232),(10 144.18822),(11 144.67287),(12 149.03851),(13 151.28847),(14 152.40918),(15 153.58376),(16 151.50822),(17 150.43532),(18 151.46223),(19 149.86867),(20 150.53854),(21 150.75299),(22 149.42477),(23 149.97498),(24 148.70006),(25 150.31888),(26 149.0905),(27 147.0491),(28 148.23715),(29 147.88724),(30 147.78448),(31 148.78072),(32 147.68593),(33 147.3424),(34 148.2029),(35 147.22229),(36 146.40633),(37 146.11777),(38 146.07816),(39 148.29485),(40 145.9126),(41 145.19449),(42 146.45721),(43 146.38165),(44 146.1276),(45 146.08961),(46 145.98442),(47 145.52565),(48 146.89096),(49 147.74695),(50 146.24843),(51 146.74939),(52 145.63957),(53 146.91628),(54 144.62549),(55 145.64146),(56 144.73218),(57 145.3956),(58 147.54996),(59 148.03905),(60 149.0978),(61 147.26244),(62 150.52051),(63 150.8999),(64 153.19551),(65 153.40483),(66 152.20103),(67 154.97194),(68 156.24083),(69 156.41107),(70 156.17181),(71 155.1656),(72 153.62425),(73 153.96196),(74 155.17955),(75 155.9983),(76 153.77592),(77 154.97302),(78 155.15892),(79 155.50407),
(1 81.93832),(2 101.49759),(3 112.685936),(4 124.85545),(5 130.63171),(6 130.75427),(7 135.00114),(8 138.02097),(9 139.81726),(10 139.2884),(11 141.47685),(12 144.74757),(13 148.49583),(14 149.97797),(15 154.04913),(16 150.18565),(17 148.23775),(18 151.12057),(19 147.80519),(20 148.44241),(21 149.77437),(22 148.18765),(23 150.69),(24 148.93518),(25 151.25586),(26 150.42444),(27 146.81284),(28 147.63223),(29 144.88193),(30 144.73827),(31 143.92036),(32 143.47466),(33 143.75838),(34 142.6391),(35 143.13383),(36 144.57556),(37 142.82411),(38 142.40625),(39 144.33932),(40 143.2074),(41 143.5164),(42 143.67133),(43 145.29897),(44 143.98952),(45 145.22102),(46 144.43451),(47 145.1977),(48 145.16579),(49 141.84273),(50 141.33221),(51 142.81807),(52 145.00896),(53 148.72282),(54 145.60164),(55 145.86732),(56 146.91682),(57 144.97),(58 146.73393),(59 146.65245),(60 146.38068),(61 144.50414),(62 150.4674),(63 149.28008),(64 150.50761),(65 153.36397),(66 152.7713),(67 153.96527),(68 154.24084),(69 152.48628),(70 152.32065),(71 154.24774),(72 157.16734),(73 155.68246),(74 155.13095),(75 152.53036),(76 154.27223),(77 158.14081),(78 152.97574),(79 153.81744),
(1 78.568085),(2 97.95362),(3 107.98836),(4 118.4136),(5 125.984314),(6 129.96863),(7 134.90071),(8 136.40395),(9 139.79729),(10 139.30136),(11 142.20558),(12 144.19492),(13 145.04211),(14 146.05263),(15 148.35307),(16 145.97105),(17 146.00482),(18 147.97905),(19 146.99075),(20 145.9949),(21 148.40604),(22 145.66919),(23 145.76842),(24 146.1874),(25 144.99179),(26 145.47873),(27 144.08635),(28 143.33311),(29 141.9947),(30 141.58894),(31 142.76854),(32 141.56847),(33 142.2314),(34 142.33698),(35 140.52002),(36 140.78642),(37 141.53392),(38 140.43985),(39 140.71867),(40 141.45781),(41 141.0288),(42 140.51842),(43 142.00243),(44 139.66394),(45 141.08179),(46 141.12555),(47 140.97351),(48 142.99629),(49 140.69),(50 141.38092),(51 140.69315),(52 139.74731),(53 140.7086),(54 139.21883),(55 140.06784),(56 140.19194),(57 139.4943),(58 139.9208),(59 139.97124),(60 142.09114),(61 139.49902),(62 143.19453),(63 143.4658),(64 144.97504),(65 146.66219),(66 146.55237),(67 146.25696),(68 145.48466),(69 146.41608),(70 149.23907),(71 151.13109),(72 151.16232),(73 151.10693),(74 149.6851),(75 149.58742),(76 150.47903),(77 149.66151),(78 148.58383),(79 151.46255),
(1 78.86854),(2 98.01566),(3 111.739586),(4 121.697395),(5 129.92001),(6 129.40262),(7 135.50018),(8 133.81984),(9 137.96062),(10 138.79005),(11 139.7892),(12 142.64658),(13 145.6444),(14 147.7833),(15 150.36584),(16 145.22343),(17 144.6879),(18 145.87485),(19 145.75154),(20 146.0372),(21 147.88239),(22 148.7613),(23 149.70766),(24 152.39703),(25 149.46735),(26 150.10951),(27 148.548),(28 146.32329),(29 145.40443),(30 144.51752),(31 144.78543),(32 146.25531),(33 143.53143),(34 145.0632),(35 143.56894),(36 141.9759),(37 143.25952),(38 140.9338),(39 142.17873),(40 143.35654),(41 142.78381),(42 143.25992),(43 143.29414),(44 143.21611),(45 141.61835),(46 142.04683),(47 141.18799),(48 141.37468),(49 142.68394),(50 142.81497),(51 143.49957),(52 142.58456),(53 143.876),(54 143.5789),(55 143.59091),(56 146.14182),(57 146.18173),(58 146.29971),(59 144.84795),(60 145.61182),(61 145.64635),(62 151.43742),(63 148.51634),(64 149.58136),(65 149.53288),(66 150.16914),(67 151.30441),(68 152.84045),(69 151.81667),(70 152.70903),(71 152.5256),(72 151.9012),(73 149.21509),(74 151.11708),(75 150.25302),(76 149.21727),(77 150.9989),(78 152.56186),(79 151.798),
(1 77.08057),(2 97.42469),(3 109.97247),(4 119.19656),(5 125.99292),(6 129.08215),(7 134.85474),(8 135.863),(9 139.24936),(10 140.95456),(11 143.20068),(12 144.11324),(13 144.3129),(14 144.6776),(15 146.39558),(16 144.84204),(17 144.80225),(18 144.59283),(19 146.9826),(20 145.61104),(21 145.59187),(22 144.99272),(23 143.85164),(24 145.34831),(25 142.89255),(26 144.50691),(27 143.48013),(28 140.88022),(29 140.62549),(30 138.64447),(31 141.41843),(32 140.61288),(33 141.07343),(34 143.064),(35 140.48015),(36 138.84883),(37 139.21655),(38 137.37161),(39 140.12425),(40 140.03926),(41 139.27264),(42 138.72581),(43 140.31892),(44 139.99455),(45 139.57195),(46 138.12532),(47 138.76521),(48 137.98044),(49 137.96725),(50 139.89713),(51 140.36575),(52 141.15167),(53 141.38705),(54 141.44208),(55 141.21709),(56 142.1586),(57 143.17754),(58 142.16136),(59 140.72519),(60 142.87228),(61 141.28934),(62 146.80916),(63 145.13759),(64 145.17578),(65 147.43767),(66 151.80202),(67 151.00345),(68 149.38705),(69 148.7301),(70 149.83022),(71 150.67987),(72 152.37393),(73 152.39832),(74 151.39566),(75 150.38791),(76 149.90488),(77 149.55702),(78 150.00958),(79 152.54578),
