1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1284482.6),(2 1485953.1),(3 513305.78),(4 1986681.9),(5 2424543.8),(6 1607201.4),(7 3200139.3),(8 3774000.8),(9 3135193.3),(10 4943810.5),(11 5499031),(12 4961428.5),(13 7014342),(14 7580462),(15 7074334.5),(16 9140571),(17 10081803),(18 9735067),(19 11537677),(20 12151601),(21 11683453),(22 13621967),(23 14487136),(24 14291944),(25 16368637),(26 17484720),(27 17669784),(28 20561816),(29 22148800),(30 22338860),(31 25439566),(32 27157520),(33 27479994),(34 30363214),(35 32064160),(36 32254894),(37 34817052),(38 36026612),(39 35470324),(40 37533510),(41 39025364),(42 38562556),(43 40978684),(44 42558820),(45 41941004),(46 44351356),(47 46451764),(48 46268892),(49 48804100),(50 50957664),(51 50482252),(52 52649010),(53 54414372),(54 54001412),(55 55982830),(56 57686284),(57 56772780),(58 59355468),(59 61342796),(60 60776800),(61 62839180),(62 65054748),(63 64006612),(64 65540850),(65 67728136),(66 66771748),(67 68693280),(68 70793510),(69 69768580),(70 71177480),(71 73487064),(72 72487096),(73 73743304),(74 76025620),(75 74529570),(76 75519670),(77 77942370),(78 76573650),(79 77161464),
(1 1431.7883),(2 1812.7533),(3 2046.5659),(4 2124.2097),(5 2210.49),(6 2332.863),(7 2348.2446),(8 2400.0642),(9 2450.6897),(10 2455.9626),(11 2473.4465),(12 2499.2427),(13 2573.8645),(14 2589.227),(15 2626.9626),(16 2662.6772),(17 2692.139),(18 2715.1794),(19 2748.0962),(20 2761.5244),(21 2774.2292),(22 2854.0027),(23 2841.67),(24 2867.156),(25 2899.4656),(26 2917.212),(27 2956.9124),(28 3044.8225),(29 3019.3127),(30 3056.011),(31 3101.4248),(32 3125.3057),(33 3125.5593),(34 3154.8728),(35 3120.6624),(36 3109.1802),(37 3138.8638),(38 3100.6816),(39 3172.041),(40 3189.856),(41 3168.5156),(42 3214.608),(43 3270.6873),(44 3278.925),(45 3347.5251),(46 3341.4858),(47 3358.8933),(48 3384.6487),(49 3364.7258),(50 3403.1443),(51 3455.314),(52 3522.8958),(53 3534.5713),(54 3546.9653),(55 3584.788),(56 3576.0623),(57 3585.3787),(58 3657.78),(59 3682.2969),(60 3722.2075),(61 3723.9443),(62 3738.2053),(63 3734.5818),(64 3680.6182),(65 3689.68),(66 3696.6912),(67 3690.7664),(68 3728.1995),(69 3750.0999),(70 3784.6257),(71 3776.6772),(72 3786.3245),(73 3794.6318),(74 3826.2976),(75 3842.735),(76 3823.6074),(77 3826.784),(78 3833.7551),(79 3825.7617),
(1 1378.5758),(2 1758.5963),(3 2027.6438),(4 2104.0918),(5 2189.429),(6 2287.6611),(7 2316.9963),(8 2363.9216),(9 2414.813),(10 2460.8835),(11 2473.4878),(12 2479.4084),(13 2571.9404),(14 2528.3564),(15 2575.6296),(16 2589.376),(17 2617.129),(18 2660.3015),(19 2667.2231),(20 2685.6704),(21 2707.7007),(22 2730.0125),(23 2729.826),(24 2785.2993),(25 2828.9922),(26 2814.462),(27 2826.7952),(28 2941.4077),(29 2943.855),(30 2989.683),(31 3005.4656),(32 3050.2107),(33 3013.9211),(34 3038.5728),(35 2991.8467),(36 3007.8015),(37 3032.1204),(38 3022.1467),(39 3042.294),(40 3024.8735),(41 3028.2024),(42 3036.3176),(43 3104.2256),(44 3126.2732),(45 3175.2537),(46 3201.6777),(47 3231.845),(48 3251.606),(49 3238.0703),(50 3265.9194),(51 3327.9124),(52 3377.4033),(53 3368.128),(54 3395.454),(55 3417.5168),(56 3435.155),(57 3455.8557),(58 3523.563),(59 3538.9082),(60 3540.9893),(61 3497.8545),(62 3517.1465),(63 3528.425),(64 3511.0903),(65 3517.8635),(66 3518.8987),(67 3532.3948),(68 3530.894),(69 3528.7239),(70 3549.1301),(71 3548.7007),(72 3557.9492),(73 3586.991),(74 3620.9907),(75 3630.889),(76 3610.9878),(77 3643.2615),(78 3640.837),(79 3605.5918),
(1 1324.6907),(2 1704.5231),(3 1995.6697),(4 2057.3135),(5 2167.2412),(6 2266.457),(7 2319.123),(8 2339.9043),(9 2413.3403),(10 2446.8748),(11 2474.9846),(12 2478.7126),(13 2542.7024),(14 2522.7056),(15 2561.544),(16 2585.3767),(17 2608.7893),(18 2622.294),(19 2646.8027),(20 2690.34),(21 2705.3586),(22 2719.3184),(23 2691.9617),(24 2719.2407),(25 2790.5156),(26 2804.229),(27 2828.3406),(28 2923.7317),(29 2953.9778),(30 2959.4365),(31 3005.8496),(32 3011.6394),(33 3000.9346),(34 2992.4968),(35 2916.7112),(36 2944.747),(37 2916.6226),(38 2921.5552),(39 2951.0037),(40 2934.9087),(41 2922.2402),(42 2940.271),(43 2944.4338),(44 2959.9114),(45 2979.3184),(46 2991.0754),(47 2975.7825),(48 3007.436),(49 2989.9126),(50 3007.804),(51 3046.422),(52 3077.631),(53 3109.5325),(54 3156.4194),(55 3163.0154),(56 3178.5813),(57 3190.3137),(58 3244.1467),(59 3240.652),(60 3292.3342),(61 3282.5042),(62 3299.0154),(63 3279.4102),(64 3257.9277),(65 3261.6316),(66 3296.8433),(67 3343.3757),(68 3332.5469),(69 3312.2285),(70 3391.3423),(71 3412.2039),(72 3443.7263),(73 3479.1228),(74 3477.7092),(75 3470.5527),(76 3465.0103),(77 3483.2024),(78 3464.844),(79 3452.0159),
(1 1305.9435),(2 1674.0714),(3 1924.1239),(4 1962.9513),(5 2069.5056),(6 2201.6345),(7 2221.948),(8 2282.4292),(9 2334.1304),(10 2364.8909),(11 2381.7632),(12 2400.954),(13 2485.73),(14 2514.9922),(15 2549.801),(16 2550.4978),(17 2583.9126),(18 2589.1526),(19 2583.1428),(20 2613.1433),(21 2625.9329),(22 2661.4883),(23 2678.5706),(24 2659.1558),(25 2691.206),(26 2704.4487),(27 2705.2634),(28 2767.8037),(29 2799.2073),(30 2794.2256),(31 2828.9932),(32 2821.7327),(33 2841.6428),(34 2810.7239),(35 2751.9229),(36 2738.8662),(37 2727.886),(38 2713.1501),(39 2749.2593),(40 2722.2874),(41 2736.0522),(42 2755.8264),(43 2796.426),(44 2789.3706),(45 2793.0146),(46 2846.5747),(47 2821.8003),(48 2858.926),(49 2830.2856),(50 2838.337),(51 2894.0977),(52 2898.2239),(53 2928.076),(54 2961.6267),(55 2980.6008),(56 2982.5593),(57 2997.9326),(58 3007.053),(59 3031.2375),(60 3059.4014),(61 3096.117),(62 3098.7732),(63 3106.0056),(64 3076.1155),(65 3068.5688),(66 3037.2727),(67 3065.8054),(68 3072.5774),(69 3092.926),(70 3120.3914),(71 3118.89),(72 3077.2595),(73 3100.9985),(74 3058.8357),(75 3115.2312),(76 3111.8955),(77 3133.9038),(78 3110.5735),(79 3110.717),
(1 1260.9135),(2 1627.1177),(3 1876.219),(4 1963.8912),(5 2019.359),(6 2103.3364),(7 2161.837),(8 2185.0833),(9 2248.911),(10 2255.6042),(11 2278.1414),(12 2289.704),(13 2375.9878),(14 2351.7961),(15 2403.531),(16 2422.0334),(17 2439.5466),(18 2439.2795),(19 2432.5955),(20 2440.4302),(21 2440.8376),(22 2476.4746),(23 2475.8352),(24 2462.5469),(25 2525.5183),(26 2537.5168),(27 2557.974),(28 2612.483),(29 2657.4998),(30 2674.3533),(31 2691.1123),(32 2732.68),(33 2759.769),(34 2725.8276),(35 2687.618),(36 2694.926),(37 2714.6619),(38 2710.7224),(39 2756.672),(40 2745.8015),(41 2757.626),(42 2761.6946),(43 2807.7617),(44 2788.9546),(45 2768.606),(46 2765.318),(47 2732.5132),(48 2743.51),(49 2762.8213),(50 2784.4934),(51 2843.381),(52 2844.8242),(53 2867.1716),(54 2884.7754),(55 2878.2063),(56 2892.8416),(57 2909.3499),(58 2945.845),(59 2977.4517),(60 2974.2031),(61 2979.1965),(62 2987.276),(63 2999.109),(64 2949.2546),(65 2930.7861),(66 2881.5627),(67 2909.0276),(68 2937.4688),(69 2934.6865),(70 2944.013),(71 2924.928),(72 2948.2944),(73 2955.2927),(74 2933.0288),(75 2978.9316),(76 2959.5288),(77 2951.7075),(78 2929.308),(79 2908.5452),
(1 1256.9261),(2 1612.9279),(3 1847.0884),(4 1967.8892),(5 2034.817),(6 2082.4211),(7 2126.0344),(8 2171.0532),(9 2228.7327),(10 2238.0608),(11 2286.3086),(12 2329.1963),(13 2423.3235),(14 2441.751),(15 2455.0269),(16 2466.2312),(17 2445.4358),(18 2438.496),(19 2455.9604),(20 2504.5884),(21 2555.5762),(22 2581.592),(23 2591.5842),(24 2559.4187),(25 2600.2493),(26 2621.1401),(27 2644.1821),(28 2722.8486),(29 2725.2468),(30 2760.6191),(31 2778.1353),(32 2798.2158),(33 2787.578),(34 2765.9258),(35 2727.23),(36 2725.3696),(37 2762.4753),(38 2779.0217),(39 2816.6018),(40 2793.7874),(41 2777.1082),(42 2788.7737),(43 2833.9512),(44 2820.8945),(45 2808.7476),(46 2833.0313),(47 2831.4722),(48 2881.0862),(49 2894.0713),(50 2909.9414),(51 2948.8054),(52 2931.7034),(53 2965.0369),(54 3015.6335),(55 3027.883),(56 3031.5305),(57 3049.3303),(58 3115.2834),(59 3122.197),(60 3099.068),(61 3094.643),(62 3083.9646),(63 3081.0361),(64 3030.9734),(65 3016.5676),(66 3009.7363),(67 3014.9238),(68 2987.9622),(69 3013.0208),(70 3027.9922),(71 3055.7366),(72 3085.9246),(73 3116.2861),(74 3130.911),(75 3138.1106),(76 3122.8018),(77 3098.2021),(78 3085.708),(79 3087.0852),
(1 1219.4249),(2 1585.8702),(3 1814.326),(4 1854.4347),(5 1938.2306),(6 2001.1086),(7 2032.6935),(8 2103.4187),(9 2139.932),(10 2190.4202),(11 2197.9607),(12 2233.051),(13 2295.3127),(14 2284.8691),(15 2339.281),(16 2354.278),(17 2373.5242),(18 2384.8887),(19 2371.387),(20 2367.4543),(21 2403.1892),(22 2414.2976),(23 2357.6768),(24 2337.157),(25 2394.965),(26 2403.6294),(27 2434.801),(28 2492.0305),(29 2490.172),(30 2494.923),(31 2512.031),(32 2532.4688),(33 2521.4856),(34 2520.3901),(35 2479.5747),(36 2499.2317),(37 2521.8782),(38 2526.8606),(39 2563.1719),(40 2572.5046),(41 2577.8694),(42 2542.7131),(43 2617.995),(44 2588.7583),(45 2605.9302),(46 2617.689),(47 2654.9937),(48 2677.3025),(49 2689.2988),(50 2696.3413),(51 2708.8162),(52 2716.6353),(53 2709.9868),(54 2731.7346),(55 2787.0913),(56 2796.1902),(57 2799.2314),(58 2792.4277),(59 2819.8364),(60 2803.1306),(61 2810.3936),(62 2794.5754),(63 2818.1753),(64 2803.3665),(65 2790.839),(66 2797.4612),(67 2817.8953),(68 2844.2273),(69 2855.8833),(70 2885.0786),(71 2875.408),(72 2881.8887),(73 2911.2175),(74 2912.5352),(75 2968.0576),(76 2929.8389),(77 2896.527),(78 2885.494),(79 2890.5479),
(1 1223.2013),(2 1543.3348),(3 1774.253),(4 1814.0757),(5 1903.6193),(6 1991.4558),(7 2038.1414),(8 2111.3962),(9 2172.0679),(10 2212.7368),(11 2239.0317),(12 2264.7268),(13 2334.617),(14 2339.1565),(15 2346.3047),(16 2349.344),(17 2352.0896),(18 2362.4753),(19 2372.1365),(20 2387.771),(21 2409.114),(22 2438.5369),(23 2431.3545),(24 2434.0596),(25 2458.692),(26 2459.0432),(27 2450.2864),(28 2511.582),(29 2523.8748),(30 2537.8318),(31 2548.4583),(32 2577.0278),(33 2583.157),(34 2590.1467),(35 2571.021),(36 2561.3044),(37 2620.8467),(38 2638.0984),(39 2672.0906),(40 2691.792),(41 2726.8074),(42 2725.456),(43 2785.7297),(44 2814.5361),(45 2799.654),(46 2827.5518),(47 2812.8328),(48 2823.797),(49 2822.1038),(50 2860.3435),(51 2851.2693),(52 2905.1812),(53 2922.9653),(54 2923.7922),(55 2944.6987),(56 2961.6584),(57 2950.8306),(58 3006.685),(59 3023.3552),(60 3014.0818),(61 3035.3076),(62 2996.9663),(63 3014.6929),(64 2988.9312),(65 2967.8394),(66 2943.7947),(67 2951.3098),(68 2933.1033),(69 2923.8557),(70 2957.5525),(71 2966.3213),(72 2955.8372),(73 2940.941),(74 2931.1396),(75 2941.4517),(76 2936.881),(77 2958.2954),(78 2925.0398),(79 2910.8955),
(1 1180.3888),(2 1521.9069),(3 1730.2201),(4 1812.3372),(5 1894.6299),(6 1962.1465),(7 1990.9711),(8 2046.3976),(9 2089.8853),(10 2100.885),(11 2119.1006),(12 2170.1692),(13 2214.0151),(14 2203.3179),(15 2247.4448),(16 2242.653),(17 2245.9487),(18 2264.826),(19 2260.6538),(20 2295.9233),(21 2304.338),(22 2363.2588),(23 2373.1104),(24 2416.2937),(25 2417.1729),(26 2392.3066),(27 2397.291),(28 2457.2058),(29 2441.582),(30 2472.1797),(31 2501.218),(32 2526.0562),(33 2526.322),(34 2518.1777),(35 2501.6543),(36 2522.4348),(37 2530.5327),(38 2547.3777),(39 2576.074),(40 2597.6409),(41 2614.8833),(42 2614.229),(43 2686.5781),(44 2717.4517),(45 2754.4656),(46 2750.314),(47 2776.4817),(48 2766.6191),(49 2801.6626),(50 2794.2659),(51 2781.6323),(52 2799.4111),(53 2802.8115),(54 2836.434),(55 2853.6636),(56 2877.8743),(57 2886.2979),(58 2920.0266),(59 2947.3533),(60 2913.2537),(61 2910.11),(62 2899.6545),(63 2872.4812),(64 2866.0305),(65 2868.7646),(66 2847.754),(67 2849.8662),(68 2856.1272),(69 2845.7998),(70 2860.2593),(71 2863.8303),(72 2878.7727),(73 2927.575),(74 2908.2886),(75 2961.4622),(76 2950.6829),(77 2956.3042),(78 2926.878),(79 2930.8687),
(1 1115.3783),(2 1433.765),(3 1666.1528),(4 1757.4219),(5 1826.2505),(6 1876.2079),(7 1914.2086),(8 1950.0869),(9 1995.1613),(10 2019.7708),(11 2050.0796),(12 2091.82),(13 2136.566),(14 2125.2515),(15 2174.725),(16 2202.7634),(17 2215.0364),(18 2242.9883),(19 2218.728),(20 2245.4238),(21 2249.5203),(22 2269.0957),(23 2300.4714),(24 2304.2068),(25 2321.0981),(26 2271.4817),(27 2293.726),(28 2349.112),(29 2383.237),(30 2388.4744),(31 2377.9355),(32 2418.0696),(33 2418.8425),(34 2432.1362),(35 2394.5842),(36 2417.1577),(37 2402.7546),(38 2408.448),(39 2420.5042),(40 2436.7036),(41 2478.087),(42 2489.2278),(43 2556.4063),(44 2540.6316),(45 2534.6968),(46 2517.152),(47 2567.3752),(48 2577.7502),(49 2571.508),(50 2567.1077),(51 2579.1865),(52 2609.2751),(53 2631.4368),(54 2692.6445),(55 2709.6997),(56 2732.6936),(57 2736.554),(58 2802.704),(59 2798.0107),(60 2824.8875),(61 2834.9324),(62 2819.61),(63 2784.7212),(64 2759.848),(65 2769.6653),(66 2758.594),(67 2817.3765),(68 2792.8342),(69 2798.7263),(70 2803.1882),(71 2798.7769),(72 2794.5698),(73 2811.687),(74 2792.3445),(75 2833.138),(76 2813.1006),(77 2807.5225),(78 2825.9807),(79 2821.299),
(1 1092.3395),(2 1418.9857),(3 1621.7035),(4 1703.6064),(5 1767.5444),(6 1810.1212),(7 1857.0138),(8 1886.604),(9 1937.6802),(10 1933.9036),(11 1986.2697),(12 2023.8146),(13 2079.6685),(14 2089.2302),(15 2127.1836),(16 2146.5874),(17 2178.0288),(18 2183.7268),(19 2170.803),(20 2187.65),(21 2205.0012),(22 2237.81),(23 2249.9639),(24 2225.713),(25 2293.5178),(26 2266.7688),(27 2276.038),(28 2359.722),(29 2360.2747),(30 2358.1252),(31 2352.404),(32 2369.714),(33 2359.7717),(34 2370.4077),(35 2333.892),(36 2349.022),(37 2346.0515),(38 2351.0173),(39 2410.1758),(40 2392.6472),(41 2426.5447),(42 2435.7737),(43 2487.2297),(44 2519.1338),(45 2528.8933),(46 2546.0454),(47 2576.6655),(48 2599.292),(49 2604.3164),(50 2611.5962),(51 2614.4673),(52 2655.5427),(53 2663.8672),(54 2665.6956),(55 2690.7544),(56 2704.743),(57 2725.0295),(58 2767.0833),(59 2801.8276),(60 2767.8882),(61 2763.2358),(62 2736.1565),(63 2742.2117),(64 2731.1482),(65 2729.2544),(66 2736.923),(67 2766.4185),(68 2752.1877),(69 2766.5493),(70 2778.0474),(71 2805.9468),(72 2802.2883),(73 2821.275),(74 2834.055),(75 2849.0977),(76 2833.317),(77 2820.285),(78 2823.5542),(79 2805.7207),
(1 1046.8738),(2 1344.747),(3 1553.4459),(4 1651.926),(5 1714.1399),(6 1761.9473),(7 1795.9047),(8 1845.9784),(9 1913.3357),(10 1909.8652),(11 1950.5566),(12 2009.441),(13 2051.9387),(14 2043.369),(15 2063.07),(16 2099.2522),(17 2094.8108),(18 2102.5342),(19 2063.0073),(20 2095.5513),(21 2104.0427),(22 2116.2395),(23 2114.2253),(24 2123.8489),(25 2145.1726),(26 2117.037),(27 2138.9915),(28 2184.2917),(29 2197.4326),(30 2218.5405),(31 2225.1262),(32 2233.9526),(33 2208.6616),(34 2215.965),(35 2163.9656),(36 2178.1113),(37 2176.1648),(38 2184.1096),(39 2207.402),(40 2209.358),(41 2221.6687),(42 2256.0537),(43 2289.59),(44 2317.351),(45 2316.1384),(46 2331.0803),(47 2348.638),(48 2379.5598),(49 2377.6196),(50 2395.097),(51 2408.541),(52 2431.2744),(53 2426.6045),(54 2441.394),(55 2468.698),(56 2464.6248),(57 2465.8335),(58 2509.5479),(59 2508.5085),(60 2533.1577),(61 2556.817),(62 2586.087),(63 2577.5676),(64 2570.7979),(65 2587.4426),(66 2595.7864),(67 2624.6245),(68 2605.5386),(69 2620.7947),(70 2630.6218),(71 2632.0498),(72 2643.6494),(73 2667.9683),(74 2664.6226),(75 2699.8423),(76 2682.0095),(77 2691.6646),(78 2683.3289),(79 2693.234),
(1 1049.8977),(2 1362.848),(3 1576.3956),(4 1668.1494),(5 1736.9232),(6 1818.7264),(7 1863.5281),(8 1909.6346),(9 1949.841),(10 1970.8749),(11 1998.1646),(12 2038.309),(13 2084.1372),(14 2091.788),(15 2105.2612),(16 2124.398),(17 2103.532),(18 2133.5833),(19 2140.7976),(20 2178.373),(21 2190.2952),(22 2219.0654),(23 2224.7334),(24 2250.6033),(25 2292.691),(26 2265.7603),(27 2263.5483),(28 2314.0642),(29 2332.3306),(30 2364.0266),(31 2369.2512),(32 2395.8953),(33 2387.4766),(34 2371.5476),(35 2341.9353),(36 2369.8853),(37 2355.5225),(38 2366.7932),(39 2386.7712),(40 2347.9268),(41 2380.807),(42 2405.7817),(43 2462.1306),(44 2432.3357),(45 2447.0706),(46 2446.9934),(47 2466.209),(48 2478.1924),(49 2472.153),(50 2494.9385),(51 2495.9956),(52 2495.514),(53 2511.068),(54 2520.7974),(55 2557.8096),(56 2551.6545),(57 2564.881),(58 2608.974),(59 2630.1904),(60 2607.5396),(61 2587.533),(62 2589.9714),(63 2564.2173),(64 2521.1147),(65 2558.4595),(66 2555.6538),(67 2576.8),(68 2573.64),(69 2580.624),(70 2611.5723),(71 2614.4353),(72 2597.1729),(73 2617.3586),(74 2621.862),(75 2651.149),(76 2637.2766),(77 2646.9414),(78 2633.0037),(79 2612.8499),
(1 1029.9789),(2 1330.2186),(3 1522.4093),(4 1607.5897),(5 1647.0751),(6 1706.0289),(7 1753.0155),(8 1786.7587),(9 1815.7618),(10 1845.0282),(11 1862.3582),(12 1929.6808),(13 1974.6694),(14 1966.5135),(15 2004.5734),(16 2040.2319),(17 2050.422),(18 2045.7639),(19 2054.568),(20 2073.4788),(21 2076.1887),(22 2106.1606),(23 2100.435),(24 2123.838),(25 2131.2097),(26 2145.114),(27 2154.8865),(28 2195.8823),(29 2196.377),(30 2229.6528),(31 2247.3958),(32 2262.751),(33 2244.906),(34 2230.1106),(35 2229.0183),(36 2270.867),(37 2273.9355),(38 2270.5625),(39 2283.83),(40 2269.6306),(41 2303.2573),(42 2311.784),(43 2294.1616),(44 2347.3079),(45 2336.7405),(46 2366.8374),(47 2368.8245),(48 2426.0679),(49 2440.6763),(50 2446.6235),(51 2462.032),(52 2441.741),(53 2436.192),(54 2456.903),(55 2468.345),(56 2486.4446),(57 2482.1782),(58 2519.3904),(59 2525.1018),(60 2528.064),(61 2545.8452),(62 2541.6611),(63 2553.3054),(64 2532.9553),(65 2539.3005),(66 2504.1592),(67 2526.6118),(68 2540.3347),(69 2549.725),(70 2572.003),(71 2584.2217),(72 2588.1558),(73 2615.1135),(74 2618.823),(75 2619.1746),(76 2609.2407),(77 2615.2007),(78 2622.2502),(79 2602.4126),
(1 986.32556),(2 1256.9666),(3 1430.5692),(4 1534.904),(5 1582.9836),(6 1654.2675),(7 1689.9319),(8 1715.2411),(9 1763.5951),(10 1779.057),(11 1786.1125),(12 1819.4425),(13 1902.7635),(14 1887.5898),(15 1915.541),(16 1914.8434),(17 1953.8188),(18 1988.7876),(19 1991.4122),(20 1997.6841),(21 1984.5941),(22 2033.0214),(23 2010.9834),(24 2035.7736),(25 2053.1265),(26 2073.879),(27 2098.2793),(28 2139.7593),(29 2128.3),(30 2153.017),(31 2167.452),(32 2182.0469),(33 2180.1848),(34 2182.962),(35 2168.1292),(36 2169.3096),(37 2162.2158),(38 2135.5737),(39 2165.1382),(40 2127.4883),(41 2126.167),(42 2125.3215),(43 2162.7888),(44 2171.68),(45 2154.4941),(46 2190.492),(47 2175.8037),(48 2206.5505),(49 2211.3787),(50 2232.4133),(51 2223.8264),(52 2220.8235),(53 2238.5894),(54 2244.156),(55 2265.8386),(56 2269.8818),(57 2265.6958),(58 2296.102),(59 2305.1316),(60 2321.5076),(61 2314.0815),(62 2323.8662),(63 2355.7437),(64 2349.3782),(65 2350.4844),(66 2357.1882),(67 2354.6934),(68 2344.1807),(69 2350.9011),(70 2356.294),(71 2348.7087),(72 2367.154),(73 2375.516),(74 2376.428),(75 2367.4258),(76 2366.795),(77 2372.227),(78 2384.2576),(79 2374.9336),
(1 956.71106),(2 1238.2767),(3 1402.0417),(4 1504.4159),(5 1556.5724),(6 1597.3567),(7 1631.8049),(8 1679.9028),(9 1713.281),(10 1720.6135),(11 1764.9303),(12 1786.1453),(13 1849.992),(14 1866.2632),(15 1917.1178),(16 1921.6832),(17 1908.7914),(18 1939.4548),(19 1942.6298),(20 1946.606),(21 1971.5569),(22 1971.1521),(23 1954.4529),(24 1951.0195),(25 1956.446),(26 1940.4122),(27 1960.5231),(28 2020.1414),(29 1994.1719),(30 2017.4955),(31 2027.0192),(32 2071.3486),(33 2078.7913),(34 2073.1333),(35 2049.0696),(36 2074.9565),(37 2086.198),(38 2060.134),(39 2097.8296),(40 2071.7048),(41 2093.2524),(42 2089.3362),(43 2145.9736),(44 2154.489),(45 2149.428),(46 2176.1067),(47 2187.1433),(48 2186.8794),(49 2184.3123),(50 2176.6377),(51 2184.9866),(52 2177.5898),(53 2185.9663),(54 2188.6987),(55 2168.6892),(56 2191.733),(57 2204.3237),(58 2242.162),(59 2262.514),(60 2280.861),(61 2279.189),(62 2282.0051),(63 2312.1584),(64 2309.5254),(65 2275.4727),(66 2292.373),(67 2261.3547),(68 2238.1016),(69 2237.2307),(70 2260.5513),(71 2283.6758),(72 2279.7556),(73 2319.7344),(74 2342.025),(75 2350.528),(76 2359.9565),(77 2362.1877),(78 2369.329),(79 2357.1633),
