1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11518.023),(2 27866.438),(3 58557.418),(4 86727.26),(5 126126.664),(6 164013.77),(7 210988.08),(8 249709.69),(9 295101.25),(10 331323.56),(11 375693.1),(12 413118.4),(13 459157.5),(14 493214.5),(15 527771.1),(16 558352.56),(17 589518.56),(18 613074.56),(19 644474.56),(20 671405.06),(21 709830.5),(22 749644),(23 795935.5),(24 837109),(25 889905.7),(26 937274.8),(27 994290.8),(28 1053277.9),(29 1129710),(30 1205322.9),(31 1283194),(32 1354990.9),(33 1433190.6),(34 1501605.6),(35 1577128),(36 1646905.6),(37 1730749.1),(38 1801161.4),(39 1870423.9),(40 1936761.4),(41 2007904),(42 2066768.6),(43 2118873.8),(44 2156081.8),(45 2207587.3),(46 2244139),(47 2279128),(48 2289752),(49 2313054.8),(50 2318004),(51 2316769.5),(52 2300502),(53 2290397.3),(54 2265740.3),(55 2248108.8),(56 2217189.3),(57 2199817.8),(58 2163334.8),(59 2148428),(60 2137083),(61 2132980.3),(62 2121107),(63 2127634.8),(64 2119232.5),(65 2133682.8),(66 2132127.3),(67 2133703),(68 2118710.8),(69 2137657),(70 2138164.8),(71 2163702),(72 2180455.8),(73 2221137.3),(74 2240845.8),(75 2279313.8),(76 2305632.8),(77 2363741.3),(78 2395085.3),(79 2463351.3),
(1 9700.321),(2 32628.188),(3 61377.867),(4 90130.06),(5 116673.55),(6 138929.33),(7 155999.02),(8 169495.95),(9 178747.36),(10 184697.05),(11 188267.4),(12 191292.98),(13 194412.4),(14 198190.2),(15 201709.53),(16 203752.42),(17 204112.64),(18 204183.86),(19 204476.38),(20 206646),(21 209765.67),(22 212455.08),(23 215216.67),(24 218357.16),(25 221999.03),(26 224259.2),(27 224467.13),(28 222731.86),(29 218516.95),(30 212702.45),(31 207333.31),(32 204317.23),(33 203217.75),(34 204298.5),(35 207180.61),(36 210862.5),(37 215481.53),(38 219344.28),(39 220795.73),(40 220446.05),(41 218871.58),(42 217037.88),(43 214029.66),(44 210403.73),(45 206837.4),(46 203741.83),(47 201677.92),(48 201796.34),(49 203171.69),(50 205039.9),(51 207636.95),(52 210666.33),(53 213224.11),(54 215094.4),(55 218311.05),(56 221852.27),(57 224773.92),(58 225936.61),(59 225091.92),(60 224067.1),(61 222838.6),(62 221687.36),(63 220088.36),(64 219591),(65 220033.98),(66 220973.8),(67 220889.61),(68 220960.73),(69 221413.52),(70 222523.05),(71 223725.02),(72 225713.77),(73 226967.6),(74 227629.5),(75 228184.27),(76 227051.05),(77 225399.78),(78 223976.22),(79 223084.77),
(1 10165.685),(2 33857.563),(3 63316.73),(4 91988.08),(5 116945.74),(6 137410.22),(7 153699.88),(8 165876.16),(9 173819.63),(10 178952.03),(11 181147.45),(12 181300.66),(13 181034.38),(14 180880.78),(15 180012.8),(16 178463.27),(17 175472.95),(18 172273.95),(19 170486.6),(20 170584.98),(21 172226.66),(22 175239.27),(23 178782.45),(24 182760.78),(25 187840.77),(26 193114.42),(27 197140.95),(28 199428.14),(29 199654.78),(30 198521.78),(31 196851.13),(32 195648.78),(33 195548.3),(34 197307.7),(35 200576.05),(36 205395.23),(37 211169.2),(38 215531.98),(39 217157.06),(40 215937.67),(41 212280),(42 206755.11),(43 201093.14),(44 196189.7),(45 192840.52),(46 189609.08),(47 187040.25),(48 185674.69),(49 185734.33),(50 185743.47),(51 185751.05),(52 186757.34),(53 187369.25),(54 186949.47),(55 186949.92),(56 186544.97),(57 185880.25),(58 184030.52),(59 181024.75),(60 177893.77),(61 175338.16),(62 173216.95),(63 171651.45),(64 171168.39),(65 171843.33),(66 173898.45),(67 176328.33),(68 179534.95),(69 183353.64),(70 186778.45),(71 189414.13),(72 191138.19),(73 191154.56),(74 191292.42),(75 192221.03),(76 194076.11),(77 197807.88),(78 202791.28),(79 208186.52),
(1 9708.891),(2 32238.01),(3 60148.83),(4 87878.22),(5 112501.86),(6 131865.28),(7 145507.33),(8 153694.9),(9 156392.5),(10 156522.25),(11 156630.22),(12 157472),(13 160138.3),(14 165108.52),(15 171398.27),(16 176440.17),(17 179187.5),(18 181527.2),(19 183363.23),(20 185806.86),(21 187963.4),(22 189211.05),(23 189335.17),(24 189789.23),(25 190409.88),(26 190508.66),(27 190461.95),(28 189008.86),(29 186531.64),(30 184317.17),(31 183853.03),(32 184458.5),(33 185626.52),(34 187154.42),(35 189274.03),(36 191172.1),(37 193051.5),(38 194418.02),(39 194587.55),(40 194019.03),(41 191913.23),(42 188308.88),(43 183431.89),(44 178233.17),(45 174675.2),(46 173165.64),(47 173260.64),(48 174633.66),(49 176636.75),(50 177779.42),(51 177946.64),(52 177740.47),(53 176062.64),(54 173728.56),(55 171179.86),(56 169599.6),(57 168413.95),(58 167501.34),(59 166508.7),(60 166682.19),(61 167680.36),(62 169504.28),(63 172367.03),(64 176282.81),(65 180428.8),(66 185749.33),(67 191516.84),(68 197208.94),(69 202610.13),(70 205758.3),(71 205250.39),(72 200531.14),(73 193212.67),(74 184663.38),(75 177672.11),(76 173336.33),(77 171783.56),(78 172638.42),(79 175669.8),
(1 9061.329),(2 30050.395),(3 55458.83),(4 79933),(5 100970.28),(6 117436.93),(7 129318.21),(8 137065.56),(9 140730.1),(10 141339.3),(11 140200.13),(12 138678.61),(13 139408.44),(14 141602.19),(15 144427.86),(16 147158.17),(17 150032.95),(18 153678.67),(19 158396.6),(20 163937.78),(21 168678.6),(22 171570.33),(23 172302.72),(24 172235.27),(25 173332.98),(26 173932.39),(27 173673.45),(28 173096.89),(29 172028.95),(30 171450.97),(31 171772.03),(32 172327.23),(33 173440.5),(34 174731.23),(35 175792.03),(36 177362),(37 180070.06),(38 182809.03),(39 184456.86),(40 185105.08),(41 183419.73),(42 180226.52),(43 176404),(44 172913.4),(45 170759.02),(46 169494.64),(47 169269.58),(48 170247.94),(49 172012.13),(50 173626.86),(51 174965.78),(52 175709.44),(53 174959.48),(54 173951.78),(55 172828.2),(56 171285.39),(57 168532.33),(58 165521.52),(59 161269.38),(60 157153.14),(61 153158.73),(62 149874.34),(63 147461.53),(64 146152.86),(65 145909.6),(66 147575.2),(67 150335.14),(68 152982.63),(69 154903.89),(70 155527.72),(71 154590.61),(72 152066.97),(73 148402.72),(74 146107.14),(75 146265.4),(76 148270.47),(77 151316.64),(78 155233.27),(79 159779.64),
(1 8584.944),(2 28117.615),(3 51575.113),(4 73785.04),(5 92257.74),(6 106141.54),(7 116048.88),(8 122697.586),(9 126639.02),(10 129176.125),(11 130458.8),(12 131436.45),(13 134032.11),(14 138409.67),(15 142250.67),(16 143708.11),(17 143022.02),(18 142305.94),(19 142274.53),(20 143096.92),(21 144290.73),(22 146420.64),(23 148781.02),(24 150869.67),(25 153765.31),(26 155827.98),(27 156373.92),(28 156290.38),(29 156019.25),(30 156208.16),(31 155792.86),(32 155704.16),(33 156091.28),(34 155913.03),(35 155283.52),(36 154166.78),(37 152587.63),(38 151700.89),(39 150474.23),(40 149133.23),(41 147798.6),(42 147192.5),(43 147121.2),(44 147317.63),(45 148902.38),(46 152270.64),(47 156145.05),(48 159430.2),(49 161668.44),(50 162561.16),(51 161903.7),(52 160343.94),(53 157852.64),(54 155897.7),(55 155215.77),(56 155289.55),(57 155599.69),(58 155791.38),(59 155187.75),(60 154820.97),(61 154755.23),(62 155612.45),(63 156738.84),(64 157241.63),(65 157027.06),(66 155672.19),(67 153345.34),(68 150910.73),(69 148442.34),(70 145752.56),(71 142844.83),(72 140235.36),(73 137920.78),(74 136606.4),(75 136903.06),(76 138497.58),(77 140495.98),(78 143688.16),(79 147169.63),
(1 8854.903),(2 29029.584),(3 53371.375),(4 76987.734),(5 96883.41),(6 111937.43),(7 122647.02),(8 129728.79),(9 133831.47),(10 135577.31),(11 135623.38),(12 134487.55),(13 134044.83),(14 134176.92),(15 135084.6),(16 136532.05),(17 138810.22),(18 142287.42),(19 145778.33),(20 148931.83),(21 151004.55),(22 152338.4),(23 153346.5),(24 153624.2),(25 153968.6),(26 152941.38),(27 151299.33),(28 149188.45),(29 148089.69),(30 148289.16),(31 149551.55),(32 152187.1),(33 155225.58),(34 157322.77),(35 157660.88),(36 157199.63),(37 156359.06),(38 154928.72),(39 152654.5),(40 151171.84),(41 150459.86),(42 151042.83),(43 152891.72),(44 154712.36),(45 155969.63),(46 157028.39),(47 157912.27),(48 159029.53),(49 160781.63),(50 161708.42),(51 162623.92),(52 164071.61),(53 164907.23),(54 164915.44),(55 164949.61),(56 164524.48),(57 163624),(58 162557.28),(59 160936.14),(60 159430.77),(61 158735.08),(62 158078.58),(63 157576.19),(64 156030.4),(65 153782.64),(66 151779.66),(67 149805.31),(68 147627.86),(69 144999.95),(70 142459.72),(71 140275.38),(72 139689.14),(73 141209.55),(74 144077.14),(75 147069.73),(76 148785.13),(77 149289.33),(78 150187.69),(79 152163),
(1 9132.321),(2 30100.346),(3 55359.53),(4 79269.6),(5 99236.914),(6 113636.78),(7 122714.81),(8 126857.75),(9 127212.62),(10 125054.87),(11 122716.25),(12 120400.125),(13 119534.1),(14 120198.195),(15 121317.95),(16 122312.57),(17 124130.49),(18 126650.57),(19 128461.06),(20 130286.53),(21 131301.73),(22 131610.81),(23 130708.94),(24 130684.28),(25 132086.47),(26 133258.36),(27 133915.02),(28 133880.72),(29 134089.33),(30 136185.64),(31 139282.84),(32 142645.58),(33 144873.6),(34 145842.84),(35 145264.44),(36 143978.38),(37 143492.81),(38 143101.56),(39 141886.64),(40 141524.13),(41 141862.64),(42 143023.5),(43 144085.27),(44 145919.39),(45 147990.92),(46 149459.89),(47 149625.56),(48 149140.25),(49 149120.69),(50 148751.13),(51 147617.34),(52 145760.03),(53 143570.98),(54 142890.77),(55 143271.53),(56 144881.1),(57 146308.38),(58 147583.19),(59 147983.6),(60 146869.06),(61 145179.03),(62 144276.5),(63 143960.44),(64 143774.52),(65 142581.05),(66 140633.75),(67 139043.8),(68 138614.63),(69 138965.06),(70 140263.73),(71 142079.98),(72 144659.66),(73 147046.53),(74 149178.42),(75 150387.67),(76 150559.03),(77 150985.23),(78 151639.86),(79 152583.1),
(1 8722.17),(2 28792.252),(3 52940.387),(4 75891.805),(5 94274.23),(6 107161.63),(7 114103.195),(8 116707.12),(9 115692.31),(10 112733.125),(11 110120.414),(12 108684.14),(13 110281.63),(14 114562.07),(15 120711.92),(16 126412.664),(17 131209.9),(18 135378.2),(19 137882.33),(20 139141.05),(21 138724.3),(22 137389.11),(23 135330.06),(24 133437.7),(25 131891.56),(26 130503.336),(27 129602.77),(28 128264.37),(29 127412.07),(30 127081.61),(31 127883.9),(32 129878.86),(33 132886.67),(34 135536.67),(35 136981.55),(36 137737.2),(37 138039.33),(38 137628.16),(39 136422.39),(40 136463.34),(41 137373.03),(42 139002.23),(43 139603.95),(44 139391.3),(45 139616.02),(46 140579.95),(47 142070.06),(48 143648.28),(49 144811.16),(50 144299.2),(51 143132.9),(52 142147.4),(53 140983.7),(54 139397.56),(55 138257.97),(56 137674.02),(57 138622.52),(58 141574.67),(59 144508.02),(60 146601.47),(61 147353.03),(62 146070.28),(63 143466.8),(64 139752.23),(65 135884.67),(66 132332.53),(67 129854.12),(68 129164.05),(69 130125.86),(70 132839.27),(71 136467.78),(72 140826.55),(73 144852.78),(74 147616.11),(75 148688.72),(76 149068.02),(77 148922.45),(78 148628.48),(79 148512.5),
(1 8241.7),(2 26592.447),(3 48762.293),(4 69821.164),(5 87331.7),(6 99544.54),(7 106567.164),(8 109864.79),(9 110410.914),(10 109805.664),(11 109419.016),(12 109807.86),(13 111765.05),(14 114373.516),(15 116646.34),(16 118071.16),(17 119484.09),(18 121681.95),(19 123385.02),(20 124486.5),(21 124050.89),(22 123375.586),(23 123027.95),(24 123039.81),(25 122638.64),(26 120523.586),(27 117983.52),(28 116381.19),(29 116183.41),(30 117417.664),(31 119810.14),(32 121843.63),(33 123261.984),(34 123017.07),(35 122053.69),(36 121131.05),(37 120630.81),(38 120262.914),(39 120202.89),(40 121150.31),(41 121541.87),(42 121594.516),(43 121666.43),(44 121672.164),(45 121667.59),(46 121727.29),(47 121570.016),(48 121275.52),(49 121102.59),(50 120733.14),(51 121068.12),(52 121607.3),(53 121503.664),(54 121329.016),(55 122229.414),(56 123612.31),(57 124689.734),(58 125699),(59 126298.71),(60 127822.266),(61 129617.36),(62 130360.664),(63 130000.38),(64 128859.664),(65 127173.914),(66 126008.5),(67 125917.69),(68 126166.89),(69 127209.664),(70 128672.71),(71 130715.71),(72 132846.28),(73 135826.58),(74 138916.08),(75 140537.55),(76 140640.98),(77 139930.45),(78 138819.03),(79 137985.27),
(1 8189.004),(2 26790.992),(3 48199.32),(4 67556.83),(5 83405.14),(6 94576.734),(7 101114.94),(8 105454.36),(9 107779.64),(10 108680.414),(11 109532.66),(12 109988.086),(13 111506.58),(14 113257.21),(15 114846.8),(16 117167.69),(17 119722.266),(18 122426.3),(19 123315.62),(20 123512.66),(21 122630.33),(22 121179.72),(23 118786.91),(24 116987.8),(25 115852.086),(26 114551.64),(27 114453.94),(28 115945.93),(29 119239.12),(30 123642.55),(31 127947.57),(32 131510.72),(33 133406.31),(34 133381.47),(35 131201.63),(36 128189.72),(37 124619.15),(38 121611.734),(39 119617.33),(40 119036.64),(41 119430.21),(42 120414.06),(43 121808.695),(44 123599.266),(45 126133.67),(46 129002.2),(47 131305.4),(48 132312.17),(49 132003.56),(50 130547.266),(51 128894.664),(52 127731.64),(53 127190.04),(54 127846.86),(55 128771.3),(56 129557.46),(57 130122.02),(58 130389.266),(59 130038.484),(60 128814.73),(61 127684.695),(62 127396.66),(63 127498.93),(64 128389.96),(65 130616.38),(66 132067.72),(67 131920.3),(68 132237.06),(69 133927.34),(70 136823.4),(71 140033.56),(72 142746.19),(73 144550.9),(74 146786.47),(75 147299.19),(76 146873.72),(77 145729.1),(78 144447.44),(79 143979.4),
(1 8419.972),(2 27140.3),(3 48878.465),(4 68708.17),(5 84742.63),(6 96276.984),(7 103215.47),(8 106878.73),(9 108616.9),(10 108364.76),(11 107107.78),(12 107117.38),(13 107616.44),(14 107631.9),(15 106887.22),(16 105735.23),(17 104772.555),(18 104522.9),(19 104493.97),(20 104391.07),(21 104664.2),(22 104963.46),(23 105011.53),(24 104385.2),(25 104197.92),(26 104496.66),(27 105145.6),(28 106439.98),(29 109774.516),(30 114073.91),(31 118846.4),(32 122566.484),(33 123932.266),(34 123120.98),(35 120811.58),(36 118257.195),(37 115257.07),(38 113567.555),(39 112567.66),(40 111793.83),(41 111070.9),(42 111036.9),(43 111228.75),(44 111800.15),(45 112547.6),(46 113896.12),(47 114840.555),(48 116934.27),(49 118362.02),(50 118448.53),(51 117604.38),(52 116773.54),(53 116204.71),(54 116865.95),(55 117573.555),(56 117909.97),(57 118292.484),(58 119417.95),(59 121751.63),(60 124840.23),(61 127952.88),(62 130552.71),(63 131741.95),(64 131560.83),(65 130434.51),(66 128778.875),(67 126764.38),(68 125584.664),(69 125119.07),(70 125516.91),(71 127078.34),(72 128528.81),(73 129801.09),(74 129738.17),(75 128373.24),(76 126020.2),(77 124008.62),(78 123235.29),(79 123285.42),
(1 9013.783),(2 29124.648),(3 52043.33),(4 71860.38),(5 86024.164),(6 93455.484),(7 95939.89),(8 95452.336),(9 94397.03),(10 93992.05),(11 94272.25),(12 95267.4),(13 96745.22),(14 98570.78),(15 100307.95),(16 100993.22),(17 101512.69),(18 102655.305),(19 103814.86),(20 104387.29),(21 104501.01),(22 104372.14),(23 103487.52),(24 101976.54),(25 100215.23),(26 98488.336),(27 98358.58),(28 100146.68),(29 103641.48),(30 107216.58),(31 109390.664),(32 110089.31),(33 109254.75),(34 106755.28),(35 104039.42),(36 101274.82),(37 98762.26),(38 98098.34),(39 99130.29),(40 101373.44),(41 104250.6),(42 106900.17),(43 107975.39),(44 107824.54),(45 106456.39),(46 104931.37),(47 104089.35),(48 104620.664),(49 105679.31),(50 107585.97),(51 110149.49),(52 112930.11),(53 116233.46),(54 118790.69),(55 119880.086),(56 120095.69),(57 119905.54),(58 120023.8),(59 121015.734),(60 120735.56),(61 120495.734),(62 120646.8),(63 120461.09),(64 121175.85),(65 122267.15),(66 123829.42),(67 124634.06),(68 124830.54),(69 125120.58),(70 126098.44),(71 127669.31),(72 129095.58),(73 129102.87),(74 128154.06),(75 126103.22),(76 124499.4),(77 124040.625),(78 124939.03),(79 126070.14),
(1 7963.568),(2 25241.756),(3 44086.207),(4 60281.777),(5 72576.945),(6 80381.95),(7 84426.11),(8 86476.57),(9 87467.33),(10 87630.15),(11 87590.57),(12 87547.25),(13 88248.65),(14 89808.22),(15 93021.56),(16 96976.61),(17 100246.14),(18 101576.94),(19 101408.25),(20 99973.8),(21 98101.195),(22 96008.17),(23 93974.73),(24 91872.61),(25 89867.4),(26 88801.5),(27 89053.8),(28 90986.086),(29 93553.23),(30 96180.38),(31 97885.664),(32 98109.98),(33 97716.63),(34 97094.51),(35 96641.81),(36 95516.95),(37 93736.64),(38 92536.83),(39 93095.586),(40 94957.99),(41 97498.26),(42 99907.23),(43 102140.52),(44 103351.39),(45 103683.89),(46 104448.31),(47 104647.586),(48 104782.88),(49 104605.25),(50 104689.1),(51 104488.05),(52 103919.48),(53 103439.56),(54 102964.83),(55 102560.22),(56 102161.06),(57 101611.805),(58 101452.414),(59 102515.555),(60 103364.15),(61 104255.36),(62 104593.77),(63 104288.77),(64 104395.22),(65 104859.35),(66 104956.26),(67 104922.74),(68 105678.67),(69 107589.26),(70 109626.33),(71 111436.98),(72 112693.14),(73 113326.89),(74 114235.92),(75 114914.31),(76 115389.586),(77 115391.555),(78 115771.13),(79 116621.22),
(1 8140.4775),(2 25642.615),(3 45088.24),(4 62130.742),(5 75893.586),(6 84993.17),(7 89338.34),(8 90791.27),(9 90175),(10 88823.51),(11 88071.06),(12 88457.98),(13 89698.49),(14 91589.37),(15 94198.336),(16 97131.34),(17 100201.54),(18 102434.51),(19 103175.305),(20 102357.51),(21 101415.64),(22 101077.76),(23 101104.31),(24 100557.55),(25 100288.42),(26 100591.45),(27 101276.83),(28 101914.55),(29 103249.83),(30 104715.46),(31 105648.55),(32 105867.82),(33 104807.43),(34 103066.27),(35 100963.67),(36 97997.69),(37 94925.99),(38 92659.6),(39 92446.57),(40 93577.63),(41 96106.64),(42 99131.24),(43 101279.266),(44 102043.39),(45 101785.766),(46 100730.28),(47 98917.64),(48 97312.64),(49 96175.305),(50 94982.8),(51 93238.97),(52 91933.37),(53 91218.54),(54 91288.06),(55 91442.8),(56 92614.055),(57 93857.64),(58 94511.36),(59 94123.94),(60 93522.484),(61 92660.46),(62 91589.22),(63 90259.75),(64 89271.63),(65 88642.16),(66 88154.81),(67 88255.17),(68 89565.33),(69 91296.16),(70 93358.55),(71 95021.266),(72 96602.97),(73 97433.07),(74 98214.52),(75 99520.22),(76 100301.61),(77 101444.97),(78 102963.055),(79 104361.72),
(1 7933.454),(2 25172.438),(3 43949.55),(4 59646.18),(5 70808.73),(6 77781.65),(7 80888.23),(8 82279.984),(9 82699.805),(10 82967.96),(11 83604.52),(12 85012.51),(13 87287.02),(14 89000.42),(15 90218.79),(16 91379.305),(17 91898.375),(18 91503.79),(19 90640.766),(20 89235.14),(21 88700.71),(22 88635.11),(23 89030.32),(24 89761.86),(25 91010.81),(26 92849.99),(27 94803.98),(28 96393.18),(29 97565.44),(30 98509.125),(31 98955.21),(32 98701.664),(33 97288.83),(34 95546.06),(35 93553.7),(36 92507.23),(37 93109.11),(38 94850.06),(39 97023.19),(40 99939.34),(41 102864.12),(42 104351.63),(43 104742.27),(44 104144.26),(45 102818.14),(46 100923.07),(47 99880.45),(48 99560.195),(49 99073.3),(50 98214.336),(51 97314.98),(52 96372.71),(53 95675.71),(54 95372.445),(55 95420.32),(56 95702.125),(57 95494.266),(58 94525.4),(59 92861.88),(60 91041.25),(61 89114.18),(62 87726.83),(63 87141.37),(64 87264.15),(65 88683.1),(66 91029.234),(67 93119.03),(68 94506.234),(69 94323.29),(70 93971.82),(71 93528.445),(72 93335.195),(73 93264.67),(74 94107.445),(75 95601.55),(76 96515.766),(77 97063.95),(78 97322.59),(79 97058.78),
(1 7828.393),(2 24841.7),(3 43557.203),(4 59394.453),(5 70962.08),(6 77579.7),(7 80034.44),(8 80889.34),(9 81425.23),(10 81570.336),(11 82547.23),(12 83504.305),(13 85289.91),(14 87710.89),(15 90010.29),(16 91739.24),(17 93179.445),(18 93974.805),(19 94016.125),(20 93269.08),(21 92619.91),(22 92043.36),(23 91547.94),(24 91421.695),(25 91687.836),(26 92480.43),(27 93115.31),(28 93673.92),(29 93713.9),(30 93202.445),(31 91978.36),(32 90790.67),(33 89876.51),(34 89086.98),(35 89249.8),(36 90128.01),(37 91362.49),(38 93169.79),(39 95301.195),(40 96994.945),(41 98673.9),(42 99776.08),(43 100300.96),(44 100719.164),(45 100409.71),(46 99628.5),(47 98968.734),(48 98310.445),(49 97719.766),(50 96588.56),(51 96091.48),(52 95480.29),(53 95453.73),(54 95815.9),(55 96272.805),(56 96484.91),(57 96430.03),(58 95949.71),(59 94553.86),(60 93706.79),(61 93427.23),(62 93231.43),(63 92771.37),(64 92532.21),(65 92092.59),(66 91895.61),(67 92065.48),(68 92361.33),(69 92414.336),(70 92593.695),(71 92849.51),(72 93224.92),(73 93623.94),(74 94834.07),(75 96663.125),(76 98581.61),(77 99607.66),(78 99849.73),(79 99017.7),
(1 8218.135),(2 26255),(3 46234.082),(4 63529.746),(5 75876.164),(6 83020.01),(7 85461.05),(8 85086.37),(9 83134.87),(10 81883.84),(11 81676.92),(12 82768.96),(13 84591.86),(14 86105.836),(15 87568.305),(16 89084.04),(17 90843.28),(18 92668.445),(19 93024.09),(20 92461.1),(21 91151.31),(22 89504.92),(23 88295.375),(24 88150.93),(25 88579.336),(26 89211.68),(27 90036.54),(28 90442.27),(29 89856.625),(30 89167.07),(31 87828.25),(32 86655.13),(33 85842.03),(34 85741.62),(35 85581.29),(36 85386.41),(37 84490.42),(38 83400.266),(39 82248.695),(40 81466.98),(41 81183.055),(42 80486.055),(43 80465.9),(44 81592.55),(45 83349.3),(46 84563.98),(47 84807.555),(48 84669.48),(49 84590.75),(50 84443.86),(51 84563.93),(52 85338.44),(53 86547.71),(54 87544.52),(55 88031.44),(56 88126.92),(57 87644.02),(58 86569.22),(59 85379.17),(60 84163.85),(61 83831.27),(62 84197.31),(63 84477.55),(64 85615.66),(65 86641.07),(66 86806.39),(67 86539.07),(68 86144.375),(69 85387),(70 85007.49),(71 85281.99),(72 87015.125),(73 89549.92),(74 92843.82),(75 95735.79),(76 97400.555),(77 97350.99),(78 95798.555),(79 93420.76),
