1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11518.023),(2 27866.438),(3 58557.418),(4 86727.26),(5 126126.664),(6 164013.77),(7 210988.08),(8 249709.69),(9 295101.25),(10 331323.56),(11 375693.1),(12 413118.4),(13 459157.5),(14 493214.5),(15 527771.1),(16 558352.56),(17 589518.56),(18 613074.56),(19 644474.56),(20 671405.06),(21 709830.5),(22 749644),(23 795935.5),(24 837109),(25 889905.7),(26 937274.8),(27 994290.8),(28 1053277.9),(29 1129710),(30 1205322.9),(31 1283194),(32 1354990.9),(33 1433190.6),(34 1501605.6),(35 1577128),(36 1646905.6),(37 1730749.1),(38 1801161.4),(39 1870423.9),(40 1936761.4),(41 2007904),(42 2066768.6),(43 2118873.8),(44 2156081.8),(45 2207587.3),(46 2244139),(47 2279128),(48 2289752),(49 2313054.8),(50 2318004),(51 2316769.5),(52 2300502),(53 2290397.3),(54 2265740.3),(55 2248108.8),(56 2217189.3),(57 2199817.8),(58 2163334.8),(59 2148428),(60 2137083),(61 2132980.3),(62 2121107),(63 2127634.8),(64 2119232.5),(65 2133682.8),(66 2132127.3),(67 2133703),(68 2118710.8),(69 2137657),(70 2138164.8),(71 2163702),(72 2180455.8),(73 2221137.3),(74 2240845.8),(75 2279313.8),(76 2305632.8),(77 2363741.3),(78 2395085.3),(79 2463351.3),
(1 15495.19),(2 57713.21),(3 125240.37),(4 212845.8),(5 319486.4),(6 440925.7),(7 580951.3),(8 730418.44),(9 889195.94),(10 1055200.4),(11 1221885.8),(12 1382170.8),(13 1541522.4),(14 1693748.8),(15 1836919),(16 1966467.6),(17 2089081.6),(18 2201466),(19 2307304.8),(20 2396266.8),(21 2478949),(22 2553200.8),(23 2623576.8),(24 2678643.5),(25 2721378),(26 2752648.8),(27 2777558),(28 2791822.8),(29 2792606),(30 2781707.8),(31 2761383.8),(32 2730127.8),(33 2689972.8),(34 2642812.3),(35 2595468.3),(36 2551322.5),(37 2509626.5),(38 2469452.8),(39 2432891.8),(40 2404637.5),(41 2378489.8),(42 2362041.5),(43 2359640),(44 2365377.8),(45 2376985.8),(46 2399520.3),(47 2430444.5),(48 2464959.3),(49 2501146.3),(50 2543929.8),(51 2593323.8),(52 2635974.8),(53 2677524.5),(54 2724408.3),(55 2780714.5),(56 2833958.5),(57 2884971.5),(58 2937017.8),(59 2984387.5),(60 3030200.3),(61 3073960.3),(62 3112187.8),(63 3144500.8),(64 3174753.8),(65 3194807),(66 3209395.5),(67 3225826),(68 3234592),(69 3244698),(70 3245728),(71 3241990.5),(72 3234814.5),(73 3237706.8),(74 3236852.3),(75 3234215.3),(76 3229709.3),(77 3227579.3),(78 3231137.5),(79 3235809),
(1 17311.469),(2 63496.75),(3 137364.44),(4 233469.67),(5 350192.4),(6 483886.16),(7 633223.56),(8 790944.44),(9 958422.3),(10 1132179.6),(11 1308187.6),(12 1481798.5),(13 1656921),(14 1830116.6),(15 1992407.4),(16 2145500.5),(17 2287926.5),(18 2420524.5),(19 2546751.3),(20 2661714),(21 2759438.3),(22 2846175.3),(23 2923671.8),(24 2986940.8),(25 3036557.8),(26 3077003),(27 3111498.3),(28 3133100),(29 3142078.3),(30 3141228.3),(31 3129586),(32 3107350),(33 3077925),(34 3042698.8),(35 2999701),(36 2948350),(37 2888380.3),(38 2827963.3),(39 2769696.3),(40 2712174.3),(41 2652136.3),(42 2596259.3),(43 2547417.8),(44 2504904.3),(45 2462670.3),(46 2425654.3),(47 2395418.8),(48 2369364),(49 2344923.8),(50 2322683.8),(51 2303944),(52 2286393.5),(53 2277798.8),(54 2276598),(55 2286724),(56 2301327),(57 2320962.8),(58 2353897),(59 2393822),(60 2444207),(61 2495200.5),(62 2545867.8),(63 2598738),(64 2653777.8),(65 2703755.5),(66 2745194.3),(67 2793894),(68 2835853.8),(69 2881512.8),(70 2929889.3),(71 2974875.3),(72 3013048.8),(73 3053955.3),(74 3089827.3),(75 3122510),(76 3143297.3),(77 3165551.8),(78 3184996.8),(79 3194620.3),
(1 15670.128),(2 57828.12),(3 124761.38),(4 212384.52),(5 317427),(6 437188),(7 571424.5),(8 716366.75),(9 869270.94),(10 1030666.4),(11 1198811),(12 1366390.3),(13 1534804.5),(14 1705394.5),(15 1871296.4),(16 2037955.6),(17 2200488.8),(18 2349185),(19 2491832.8),(20 2622170.5),(21 2738539),(22 2843765.5),(23 2932229.5),(24 3009015),(25 3066923.8),(26 3110372.5),(27 3143339),(28 3164848),(29 3175904.8),(30 3175607),(31 3160729),(32 3136269.5),(33 3102076.8),(34 3062185.5),(35 3016853.8),(36 2968960),(37 2917343.8),(38 2861275.5),(39 2803599),(40 2745315),(41 2684127.3),(42 2625132.3),(43 2571515.3),(44 2520050.8),(45 2469990.8),(46 2429197.5),(47 2395987.8),(48 2369881.3),(49 2343764.5),(50 2327871.8),(51 2319789.3),(52 2316115),(53 2319001.5),(54 2335115.8),(55 2367091.3),(56 2410413.3),(57 2460408.8),(58 2520307.3),(59 2585766.5),(60 2648796.5),(61 2715307.5),(62 2785066.3),(63 2846699.8),(64 2897156.3),(65 2938786.5),(66 2969235.3),(67 2990472),(68 2998172.3),(69 3001282.3),(70 2991984),(71 2975151.8),(72 2946208.8),(73 2910169.5),(74 2872825.5),(75 2828455),(76 2778209.3),(77 2727021.5),(78 2673975.8),(79 2617403.3),
(1 16658.996),(2 60280.664),(3 128572.26),(4 218396.5),(5 328097.28),(6 455295.28),(7 593239.06),(8 739631.6),(9 891024.2),(10 1046260.8),(11 1200681.6),(12 1350039),(13 1490758.4),(14 1622080.5),(15 1746460.6),(16 1863673.5),(17 1971706.8),(18 2068231.4),(19 2155322.5),(20 2231445.5),(21 2298033.3),(22 2351915.5),(23 2399152),(24 2432356.3),(25 2458474),(26 2474178.5),(27 2487339.3),(28 2494460),(29 2501425.3),(30 2504293.3),(31 2508491),(32 2507269.3),(33 2502454),(34 2497126.5),(35 2501328.8),(36 2506773),(37 2509622),(38 2512379.8),(39 2515590.5),(40 2515319),(41 2513751),(42 2504686),(43 2491933),(44 2473792.8),(45 2450165.8),(46 2418877.3),(47 2382512.8),(48 2340967.3),(49 2298327),(50 2258349.8),(51 2221602.3),(52 2180057.5),(53 2137363),(54 2103227),(55 2078201),(56 2061344.1),(57 2050615.5),(58 2045738.8),(59 2051230.5),(60 2059964.4),(61 2076314.8),(62 2096725.5),(63 2122881.8),(64 2146841.8),(65 2168412.3),(66 2183271.3),(67 2200850.5),(68 2213554),(69 2227575.3),(70 2233588),(71 2235136),(72 2225931.8),(73 2215913.3),(74 2199813.5),(75 2181170.5),(76 2160266.5),(77 2135649.5),(78 2114167),(79 2093262.5),
(1 17753.299),(2 64837.145),(3 138737.52),(4 234220.81),(5 351023.75),(6 484869.13),(7 629917.9),(8 780016.9),(9 934103.25),(10 1088859.5),(11 1237430.6),(12 1375318.5),(13 1502816.3),(14 1614407.9),(15 1703894.4),(16 1773477.5),(17 1822340.1),(18 1851773.6),(19 1866970.9),(20 1861786.5),(21 1840906.1),(22 1807240.5),(23 1767968.1),(24 1721362.4),(25 1668938.6),(26 1614920),(27 1560368.9),(28 1511837.8),(29 1464779.9),(30 1424314.3),(31 1391669.1),(32 1366384.1),(33 1350199.1),(34 1343039.3),(35 1350703.5),(36 1366751.4),(37 1389430.1),(38 1417578.6),(39 1450540.8),(40 1485817.1),(41 1522615.5),(42 1568036.1),(43 1614810.6),(44 1663427.3),(45 1711501.9),(46 1755163.5),(47 1801242.9),(48 1843153.5),(49 1882792.9),(50 1922406.3),(51 1955660.1),(52 1982265.1),(53 2005759.3),(54 2029529.5),(55 2054264.9),(56 2074283.3),(57 2093941.9),(58 2111131.8),(59 2127163.3),(60 2139551),(61 2147956.5),(62 2155853.3),(63 2161165.3),(64 2161238),(65 2149079.8),(66 2128273.5),(67 2098628.5),(68 2059089.1),(69 2015299),(70 1970790.4),(71 1926542.3),(72 1885629.1),(73 1850794.1),(74 1820508.3),(75 1796157.4),(76 1779253.4),(77 1772517.9),(78 1772565.1),(79 1775707.4),
(1 17556.842),(2 63537.3),(3 134165.6),(4 224223.97),(5 329669.4),(6 446419.94),(7 571632.7),(8 697873.9),(9 827403),(10 957708),(11 1085078.9),(12 1205350.1),(13 1318776.8),(14 1421589.5),(15 1509075.3),(16 1582904.4),(17 1640555.3),(18 1684665.6),(19 1716158),(20 1731114.9),(21 1730030.5),(22 1716176.4),(23 1698075.5),(24 1671154.6),(25 1637769.4),(26 1602876.4),(27 1569346.9),(28 1539642.5),(29 1511031.6),(30 1483440),(31 1461800.3),(32 1443363.3),(33 1429944.1),(34 1421879.3),(35 1422839.3),(36 1431653.8),(37 1446386),(38 1465035.8),(39 1489904.3),(40 1521918.8),(41 1557264.5),(42 1594928.9),(43 1634367.5),(44 1671656.1),(45 1711106.9),(46 1743378.3),(47 1769651.3),(48 1790617.3),(49 1812226.4),(50 1827056.5),(51 1835809.6),(52 1839500.6),(53 1835651.6),(54 1831706.4),(55 1821788.5),(56 1811622.9),(57 1796756.6),(58 1780989.1),(59 1761058.5),(60 1738955.4),(61 1717404),(62 1695516.5),(63 1675987.1),(64 1657638.5),(65 1637396.3),(66 1617972.3),(67 1599930.4),(68 1583536.3),(69 1568902.1),(70 1557319.3),(71 1550086.1),(72 1545371.3),(73 1541247.5),(74 1540104.8),(75 1544556.4),(76 1551119.6),(77 1562898.3),(78 1580504.8),(79 1596249.6),
(1 15376.981),(2 55394.48),(3 116823.445),(4 195761.3),(5 290543.28),(6 398177.03),(7 515985.03),(8 636918.94),(9 762830.8),(10 891423.94),(11 1021642.7),(12 1150076.6),(13 1275849.5),(14 1394629),(15 1502734.1),(16 1601508.6),(17 1686392.5),(18 1760045.3),(19 1824568.5),(20 1866607.3),(21 1897529.8),(22 1913088.4),(23 1917739.9),(24 1913100.1),(25 1897963.9),(26 1879249.8),(27 1859383.8),(28 1836995.1),(29 1812346.9),(30 1787733.4),(31 1763315.8),(32 1741692),(33 1723315.4),(34 1706310.4),(35 1691643.5),(36 1677076.8),(37 1662848.3),(38 1647583),(39 1631711.4),(40 1618826.8),(41 1607890.8),(42 1598546.9),(43 1585765.1),(44 1573035.6),(45 1566378.6),(46 1560976.9),(47 1559429.6),(48 1559435),(49 1559938.4),(50 1560340.6),(51 1559176.5),(52 1555440.5),(53 1554947.1),(54 1558164.6),(55 1562284.4),(56 1569212.5),(57 1575607.5),(58 1586713.8),(59 1600684.6),(60 1610933.5),(61 1620857.8),(62 1632008.3),(63 1640520),(64 1647474.8),(65 1648129.8),(66 1642801.5),(67 1629891.1),(68 1615828.6),(69 1604076.6),(70 1596083.1),(71 1589400.3),(72 1588656.8),(73 1595707.5),(74 1605573.1),(75 1621717.9),(76 1641218.4),(77 1661286.9),(78 1682795.3),(79 1696027.4),
(1 17257.066),(2 63042.305),(3 132783.17),(4 222099.06),(5 326680.9),(6 443540.72),(7 567878.3),(8 696438.94),(9 826747.25),(10 954901.8),(11 1079625.5),(12 1200323.9),(13 1313844.4),(14 1418466.4),(15 1509228.1),(16 1588038.1),(17 1653037),(18 1710238),(19 1756586),(20 1784389),(21 1803118.5),(22 1813515.1),(23 1814999.9),(24 1805192.3),(25 1787709.1),(26 1762077.5),(27 1732049.4),(28 1700714.6),(29 1668748.4),(30 1637707),(31 1608320),(32 1585599.4),(33 1566643.5),(34 1550763.6),(35 1538302.3),(36 1528506.8),(37 1521982.3),(38 1516229.4),(39 1508121.3),(40 1500245.4),(41 1494294.8),(42 1488201.5),(43 1482566.3),(44 1478559.9),(45 1476905.5),(46 1478910),(47 1485946),(48 1495222.1),(49 1505826.6),(50 1520180.4),(51 1537082.5),(52 1554052),(53 1572879.3),(54 1592529),(55 1609823.5),(56 1625088.4),(57 1636531.5),(58 1644440.3),(59 1649676.1),(60 1644914),(61 1636735.9),(62 1620740.1),(63 1607352.3),(64 1592992),(65 1581250.6),(66 1570080),(67 1566390.5),(68 1564653.9),(69 1567210.4),(70 1574082.5),(71 1580416.3),(72 1584760.8),(73 1589556.4),(74 1590870.8),(75 1586948.4),(76 1581355.6),(77 1567070.8),(78 1554365.5),(79 1538193.3),
(1 13584.986),(2 48310.313),(3 100636.734),(4 166877.47),(5 243652.23),(6 327624.88),(7 415532.7),(8 507428.28),(9 599091.2),(10 688492.9),(11 773986.75),(12 854991.75),(13 931317.3),(14 1003760),(15 1070563.5),(16 1129807.6),(17 1184882.8),(18 1234617.1),(19 1278773.3),(20 1314486),(21 1346465.1),(22 1372251.5),(23 1392050.3),(24 1408824),(25 1424542.5),(26 1436916.6),(27 1448334.8),(28 1461291.4),(29 1475309.4),(30 1488593.8),(31 1499682),(32 1509699),(33 1519913.8),(34 1530224.5),(35 1538965.5),(36 1544321.5),(37 1545348.6),(38 1541238.8),(39 1533381.1),(40 1528480.3),(41 1521267.8),(42 1515131),(43 1509620.5),(44 1508355.3),(45 1509607.9),(46 1510246.5),(47 1513409.6),(48 1520275.8),(49 1531020),(50 1542796.8),(51 1551991.8),(52 1558998.4),(53 1568695),(54 1577144.5),(55 1582098.9),(56 1581106.3),(57 1574508),(58 1562394),(59 1541489.5),(60 1514252.3),(61 1480807.5),(62 1446923.5),(63 1412236.8),(64 1379194.5),(65 1345700.8),(66 1313973.9),(67 1288899),(68 1271212.6),(69 1256348),(70 1244573.3),(71 1233819.1),(72 1225629.9),(73 1222642.3),(74 1222117.8),(75 1224720.3),(76 1229295.4),(77 1229845.3),(78 1230935.3),(79 1226254.3),
(1 16472.693),(2 60314.9),(3 128479.52),(4 215406.47),(5 317939.44),(6 431178.97),(7 551524.3),(8 673418.6),(9 791923.56),(10 904419.8),(11 1010935.44),(12 1103886.3),(13 1183348.1),(14 1248255.1),(15 1300322.4),(16 1338344.9),(17 1363787.4),(18 1379992.9),(19 1387407.6),(20 1389122.6),(21 1383102.6),(22 1372852.5),(23 1358987.5),(24 1342485),(25 1326474),(26 1308041.3),(27 1289668.1),(28 1271650),(29 1251135.9),(30 1230838.6),(31 1211034.8),(32 1193188.1),(33 1177448),(34 1164816.5),(35 1152022.9),(36 1137888.3),(37 1124140.9),(38 1111186),(39 1097138.8),(40 1086747.9),(41 1076295.1),(42 1064813.4),(43 1056102),(44 1046901.94),(45 1039388.2),(46 1032705.3),(47 1027773.8),(48 1026471.7),(49 1027376.9),(50 1032569.6),(51 1046158.4),(52 1062069.9),(53 1078471.6),(54 1095619.5),(55 1112016.9),(56 1125509),(57 1138066.4),(58 1147724.9),(59 1155981.6),(60 1161237.3),(61 1169361),(62 1180393.8),(63 1191692.5),(64 1205640.9),(65 1222742.4),(66 1237813.3),(67 1254748.5),(68 1268615.3),(69 1279722.8),(70 1286866.8),(71 1291065.8),(72 1287915.4),(73 1280183.8),(74 1270397),(75 1260763.4),(76 1251097.5),(77 1241478.5),(78 1234997.6),(79 1228528.4),
(1 18538.643),(2 68398.81),(3 145645.16),(4 245104.14),(5 361954.44),(6 491210.63),(7 626172.94),(8 761633.8),(9 893152.1),(10 1016354.3),(11 1129997.3),(12 1227330.1),(13 1310435.4),(14 1375505.4),(15 1422753.4),(16 1451496),(17 1466451.6),(18 1469576.3),(19 1459961.6),(20 1441047.1),(21 1415384.9),(22 1387702.3),(23 1358382),(24 1329030.4),(25 1304704.4),(26 1284242),(27 1273857.1),(28 1268911.4),(29 1267882),(30 1274439.4),(31 1286427.6),(32 1302440.6),(33 1319601.6),(34 1337489.3),(35 1356931.9),(36 1378043.4),(37 1400490.3),(38 1421675.5),(39 1442382.4),(40 1461909.3),(41 1482481.1),(42 1500492.8),(43 1518776.9),(44 1535563.9),(45 1547689.9),(46 1556304.5),(47 1563652.8),(48 1564973.4),(49 1562476.8),(50 1555116.5),(51 1543024.9),(52 1529640.6),(53 1512340.5),(54 1492478),(55 1473167.5),(56 1448532.4),(57 1424318.4),(58 1401220.6),(59 1378541),(60 1356024.3),(61 1335839.5),(62 1316958.5),(63 1294853.3),(64 1270715.3),(65 1246903.1),(66 1222730.3),(67 1200438.8),(68 1179819.4),(69 1160487.9),(70 1142209.4),(71 1127656),(72 1121507.4),(73 1123694),(74 1131952.6),(75 1147846.1),(76 1168455.4),(77 1193159),(78 1219638.5),(79 1246225.3),
(1 16974.691),(2 63232.098),(3 134910.58),(4 226011.2),(5 332896.4),(6 450747.16),(7 575363.6),(8 699990.7),(9 822288.4),(10 935223.25),(11 1038902.25),(12 1124435),(13 1193014),(14 1244795.6),(15 1283252.5),(16 1309737.5),(17 1328084.1),(18 1340584.6),(19 1344028.1),(20 1344898.5),(21 1341280.5),(22 1338488.4),(23 1337824.1),(24 1340070.5),(25 1349013.5),(26 1362099.3),(27 1380594.5),(28 1403510.3),(29 1433124.9),(30 1467625),(31 1508221.5),(32 1549138.5),(33 1592745.9),(34 1638796.5),(35 1691362.3),(36 1747419.9),(37 1806239.5),(38 1862489.8),(39 1915885.1),(40 1960126.9),(41 1995842.6),(42 2025515.8),(43 2046145.5),(44 2054336),(45 2049504.6),(46 2029424.3),(47 1995874.3),(48 1951245.4),(49 1897247.5),(50 1836643.8),(51 1776239.5),(52 1716418.6),(53 1658353.4),(54 1603758),(55 1554456.4),(56 1511298.5),(57 1474595.9),(58 1442218),(59 1415534.6),(60 1394444.5),(61 1379833.5),(62 1368686.8),(63 1360461.9),(64 1351218),(65 1339332.3),(66 1329350.6),(67 1324680.5),(68 1324561.5),(69 1325908.8),(70 1329358.5),(71 1337876.5),(72 1350371.6),(73 1367094.6),(74 1387769.3),(75 1414223.1),(76 1444706.8),(77 1476133.5),(78 1507371.1),(79 1535290.9),
(1 14264.096),(2 51837.26),(3 108607.42),(4 179756.16),(5 262491.44),(6 354351.78),(7 452420.47),(8 553364.9),(9 653214.25),(10 746710.2),(11 830594.8),(12 902070.06),(13 960559.75),(14 1004861.1),(15 1036149.56),(16 1058201),(17 1073305.6),(18 1082153.3),(19 1082721.8),(20 1079620.6),(21 1072387.1),(22 1064034.3),(23 1054947.9),(24 1046276),(25 1042471.56),(26 1039963),(27 1042157),(28 1044497.1),(29 1045190.44),(30 1043736),(31 1042447.44),(32 1039998.8),(33 1039637.94),(34 1043525.5),(35 1049335.9),(36 1059466.4),(37 1074691.9),(38 1092011.4),(39 1109164.4),(40 1125852.6),(41 1141037.6),(42 1155386.5),(43 1166414.1),(44 1171342),(45 1170949.4),(46 1163118),(47 1151071.1),(48 1134451.5),(49 1113303.9),(50 1091988.6),(51 1073976.1),(52 1055222.1),(53 1037138.8),(54 1017272.2),(55 995487.6),(56 976037.56),(57 959974.3),(58 947305.4),(59 938619),(60 932363.94),(61 930933),(62 932687.56),(63 937493.94),(64 945417.5),(65 957243.75),(66 969707.4),(67 983712.2),(68 999786.6),(69 1014983.75),(70 1027726.7),(71 1038478.6),(72 1043600.56),(73 1043356.6),(74 1038347.2),(75 1034274.6),(76 1030604.25),(77 1027461.2),(78 1024934.7),(79 1021159.06),
(1 16647.133),(2 61130.223),(3 128820.58),(4 214025.56),(5 312813.28),(6 420139.97),(7 531773.9),(8 640907.9),(9 745839.56),(10 843117.9),(11 931426.75),(12 1007048.4),(13 1068764.1),(14 1115755),(15 1144936.6),(16 1161516),(17 1167196.1),(18 1163998.3),(19 1151902.6),(20 1135961.8),(21 1115251.5),(22 1096165.9),(23 1077975.9),(24 1060369.3),(25 1044352.9),(26 1029468.25),(27 1018109.75),(28 1004250.1),(29 988358.06),(30 966954.06),(31 943330.7),(32 920474.5),(33 898837.3),(34 881503.1),(35 869471.56),(36 865322.3),(37 867546.75),(38 875014.06),(39 888704.2),(40 907694.25),(41 929153.75),(42 953435.1),(43 974576.7),(44 993323.56),(45 1011493.1),(46 1023889),(47 1032259),(48 1036663.3),(49 1036869.25),(50 1033486.94),(51 1027587.56),(52 1017544),(53 1006401.06),(54 990498.1),(55 970386.3),(56 948998.06),(57 923832.6),(58 896029.25),(59 867903.94),(60 841841.1),(61 822008.56),(62 810325.94),(63 807371.75),(64 813609.75),(65 827421.06),(66 849884.25),(67 876624.4),(68 904667.94),(69 932444.25),(70 958065.94),(71 981120.7),(72 1000058.9),(73 1015950.4),(74 1029023.8),(75 1040487.1),(76 1051767.3),(77 1060456.1),(78 1069288.4),(79 1076980.8),
(1 16024.661),(2 58333.766),(3 121815.01),(4 199754.72),(5 289978.97),(6 387696.1),(7 488213.6),(8 587987.3),(9 685938.7),(10 778160.56),(11 861954.75),(12 938095.1),(13 1005069),(14 1063440.1),(15 1110276.3),(16 1145223.5),(17 1168884.8),(18 1180755.5),(19 1185500),(20 1178549.8),(21 1163569.6),(22 1145874.3),(23 1126586.6),(24 1107305.1),(25 1091783.6),(26 1075726.6),(27 1064397.8),(28 1055869.3),(29 1050721.1),(30 1045235.56),(31 1043789.44),(32 1045149.1),(33 1049494.4),(34 1053795.4),(35 1057794.3),(36 1061145.3),(37 1061205.9),(38 1057921.6),(39 1051016.1),(40 1041977.25),(41 1031132.25),(42 1020607.4),(43 1009609.06),(44 998794.06),(45 986801.44),(46 971582.9),(47 956997.3),(48 945410.1),(49 936510.7),(50 927205.3),(51 917439.56),(52 912176.9),(53 907615.4),(54 900663.8),(55 891722.1),(56 882214.7),(57 874835.94),(58 869122.75),(59 864359),(60 861804.56),(61 863686.4),(62 871289.25),(63 884796.06),(64 897343.3),(65 909993.44),(66 922130.25),(67 930477.9),(68 932327.1),(69 929574.4),(70 923518.4),(71 913639.3),(72 902659.4),(73 890953.9),(74 879374.56),(75 870825.06),(76 864870.75),(77 863782.3),(78 864896),(79 868337.3),
(1 20031.262),(2 74872.69),(3 157529.95),(4 261517.1),(5 379750.44),(6 504333.06),(7 629990.4),(8 752504.1),(9 866639.5),(10 971318.94),(11 1062962.5),(12 1137808.4),(13 1193573.8),(14 1234130.4),(15 1257689),(16 1264500.5),(17 1254868.4),(18 1233128.8),(19 1201712.4),(20 1161626.5),(21 1115872.6),(22 1073769.9),(23 1035881.1),(24 1005565.1),(25 985392.94),(26 970755.44),(27 964434.7),(28 966094.2),(29 973925.9),(30 985997.44),(31 999038.4),(32 1010998.94),(33 1020978.75),(34 1028321.6),(35 1028287.06),(36 1021176.7),(37 1008076.94),(38 988808),(39 966033.6),(40 944396.9),(41 922373.8),(42 902318.94),(43 884582.5),(44 869491.9),(45 857008.3),(46 848313.8),(47 844494.94),(48 843763.44),(49 850144.75),(50 860439.9),(51 871274.9),(52 885297.44),(53 900977.9),(54 915499.06),(55 927883.8),(56 938555.06),(57 949418),(58 959802),(59 967749.1),(60 972880.5),(61 975978.1),(62 978860.75),(63 981648.1),(64 988635.44),(65 995865.7),(66 1003423.3),(67 1008153.7),(68 1010006),(69 1007362.9),(70 1001614.1),(71 988532.7),(72 969927.6),(73 947945.5),(74 919150.1),(75 886071.6),(76 852729.7),(77 823991.44),(78 802468.75),(79 788504.7),
