1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 564689.56),(2 881545.8),(3 965248.06),(4 1953299),(5 2598464.3),(6 2827826),(7 3941844),(8 4571123.5),(9 4660719.5),(10 5659115.5),(11 6155076),(12 6028346.5),(13 6821976.5),(14 7288952.5),(15 7246757.5),(16 8122223.5),(17 8950117),(18 9254118),(19 10384623),(20 11515251),(21 12012839),(22 13280197),(23 14614720),(24 15276637),(25 16749251),(26 18379926),(27 19364392),(28 21100018),(29 23064102),(30 24299902),(31 26286622),(32 28625686),(33 30355878),(34 32466570),(35 34836590),(36 36297460),(37 38124828),(38 39978388),(39 41066510),(40 42843340),(41 45004956),(42 46450764),(43 48297020),(44 50836028),(45 52492108),(46 54655060),(47 57385264),(48 59353120),(49 61651932),(50 64407310),(51 66150270),(52 68546310),(53 71215850),(54 72804380),(55 74698136),(56 76799050),(57 77830710),(58 79090104),(59 80679304),(60 81205720),(61 81984584),(62 83313140),(63 83509896),(64 84050840),(65 85141960),(66 85276250),(67 85679816),(68 86636504),(69 86857910),(70 87436280),(71 88674184),(72 89087256),(73 89901220),(74 91385320),(75 91680930),(76 92264760),(77 93453160),(78 93391650),(79 93909030),
(1 3121.1702),(2 4037.6177),(3 4193.0596),(4 4449.072),(5 4672.071),(6 4800.9453),(7 5032.954),(8 5228.397),(9 5339.331),(10 5471.6367),(11 5602.4116),(12 5755.7246),(13 5709.685),(14 5761.172),(15 5844.617),(16 5983.0513),(17 6044.939),(18 6141.5737),(19 6224.49),(20 6160.066),(21 6231.8726),(22 6134.6504),(23 6229.7485),(24 6215.5454),(25 6101.2114),(26 6152.2905),(27 6116.0674),(28 5994.0146),(29 5955.372),(30 5991.0044),(31 5925.5537),(32 5938.821),(33 5933.45),(34 5854.912),(35 5833.5127),(36 5812.187),(37 5736.2246),(38 5682.0576),(39 5690.086),(40 5689.879),(41 5682.713),(42 5653.477),(43 5650.6514),(44 5665.4204),(45 5629.743),(46 5632.82),(47 5625.6274),(48 5603.78),(49 5563.9663),(50 5564.559),(51 5548.3984),(52 5658.9106),(53 5677.4316),(54 5540.2495),(55 5566.6094),(56 5625.1475),(57 5646.3164),(58 5641.0767),(59 5747.04),(60 5667.273),(61 5706.9805),(62 5754.523),(63 5786.0527),(64 5838.8467),(65 5883.887),(66 5925.7793),(67 5862.7056),(68 5875.9175),(69 5868.6323),(70 6007.4536),(71 5981.095),(72 5899.8643),(73 5946.984),(74 5954.5156),(75 5932),(76 5957.1724),(77 5902.077),(78 6018.6304),(79 5936.1),
(1 3049.5823),(2 3819.948),(3 4040.8445),(4 4335.488),(5 4526.6846),(6 4676.2964),(7 4955.678),(8 5160.481),(9 5304.1724),(10 5457.863),(11 5477.1772),(12 5616.317),(13 5720.8794),(14 5779.226),(15 5874.199),(16 5941.455),(17 5981.1167),(18 6095.2817),(19 6066.3247),(20 6091.9033),(21 6118.427),(22 6093.205),(23 6089.091),(24 6107.7256),(25 5981.387),(26 6015.354),(27 5974.854),(28 5851.7085),(29 5901),(30 5887.2974),(31 5861.6104),(32 5936.1436),(33 5888.282),(34 5773.948),(35 5843.4507),(36 5794.878),(37 5667.0522),(38 5623.727),(39 5543.2114),(40 5561.36),(41 5602.3076),(42 5621.8223),(43 5650.186),(44 5590.8843),(45 5633.0947),(46 5673.9277),(47 5601.6396),(48 5673.019),(49 5641.931),(50 5647.865),(51 5681.4385),(52 5670.5776),(53 5705.888),(54 5743.117),(55 5782.2417),(56 5691.745),(57 5822.199),(58 5828.7417),(59 5832.0273),(60 5845.181),(61 5900.7695),(62 5846.08),(63 5919.656),(64 5900.9854),(65 5880.03),(66 5918.5493),(67 5873.207),(68 5800.8203),(69 5830.295),(70 5899.298),(71 5803.2075),(72 5802.4087),(73 5829.36),(74 5862.5083),(75 5851.79),(76 5824.558),(77 5854.197),(78 5863.793),(79 5858.4575),
(1 2932.1711),(2 3741.2156),(3 4045.714),(4 4181.82),(5 4386.42),(6 4578.522),(7 4796.5845),(8 4944.607),(9 5089.031),(10 5256.765),(11 5336.973),(12 5468.0254),(13 5544.446),(14 5677.2544),(15 5690.9653),(16 5764.9644),(17 5760.395),(18 5866.2983),(19 5846.8755),(20 5957.199),(21 5995.7944),(22 6066.567),(23 6017.894),(24 5960.2324),(25 5948.7446),(26 5955.6743),(27 6014.406),(28 5926.1694),(29 5911.599),(30 5899.8394),(31 5893.419),(32 5827.11),(33 5748.222),(34 5723.6563),(35 5764.204),(36 5685.5405),(37 5552.791),(38 5542.278),(39 5540.4663),(40 5501.8477),(41 5501.378),(42 5527.882),(43 5498.8755),(44 5471.7026),(45 5462.6685),(46 5441.725),(47 5383.8496),(48 5343.6563),(49 5459.32),(50 5487.699),(51 5472.0415),(52 5400.8516),(53 5473.701),(54 5560.921),(55 5528.179),(56 5539.185),(57 5483.2607),(58 5571.153),(59 5552.536),(60 5588.221),(61 5564.6353),(62 5584.1987),(63 5618.831),(64 5613.9775),(65 5578.19),(66 5618.7876),(67 5581.9424),(68 5619.375),(69 5664.147),(70 5675.7427),(71 5669.56),(72 5656.37),(73 5685.2417),(74 5671.8984),(75 5751.7515),(76 5712.3667),(77 5617.889),(78 5821.9404),(79 5671.7163),
(1 2807.9038),(2 3536.367),(3 3810.9001),(4 4014.289),(5 4177.4395),(6 4367),(7 4634.7354),(8 4816.3267),(9 4929.4043),(10 5041.6084),(11 5178.2847),(12 5319.7754),(13 5354.9126),(14 5500.4053),(15 5508.12),(16 5533.2466),(17 5625.509),(18 5674.707),(19 5744.067),(20 5721.544),(21 5770.393),(22 5692.139),(23 5725.4814),(24 5716.4854),(25 5686.1543),(26 5603.794),(27 5564.432),(28 5478.3164),(29 5587.5146),(30 5679.0503),(31 5580.7256),(32 5516.839),(33 5479.7993),(34 5452.012),(35 5371.249),(36 5340.195),(37 5370.908),(38 5322.644),(39 5300.0596),(40 5280.0986),(41 5302.647),(42 5299.8193),(43 5311.9746),(44 5224.076),(45 5283.684),(46 5292.6343),(47 5317.2114),(48 5271.281),(49 5263.493),(50 5316.9453),(51 5284.1514),(52 5290.9414),(53 5353.194),(54 5339.693),(55 5339.608),(56 5329.9404),(57 5397.4297),(58 5371.265),(59 5389.068),(60 5436.759),(61 5453.958),(62 5504.1255),(63 5504.0522),(64 5503.799),(65 5505.8013),(66 5529.3),(67 5478.5815),(68 5458.019),(69 5455.794),(70 5521.7256),(71 5535.2607),(72 5473.2207),(73 5430.975),(74 5496.8345),(75 5411.657),(76 5528.769),(77 5497.6772),(78 5487.5913),(79 5466.9546),
(1 2831.0742),(2 3609.2524),(3 3852.1606),(4 4113.95),(5 4278.2954),(6 4438.1914),(7 4694.156),(8 4861.0864),(9 4894.814),(10 5040.1533),(11 5226.5454),(12 5301.183),(13 5387.51),(14 5452.396),(15 5516.7925),(16 5604.7437),(17 5673.373),(18 5718.457),(19 5778.1235),(20 5729.491),(21 5767.293),(22 5810.5693),(23 5817.185),(24 5832.574),(25 5792.6753),(26 5790.7407),(27 5746.4033),(28 5719.9053),(29 5805.446),(30 5830.74),(31 5734.652),(32 5777.986),(33 5763.7734),(34 5653.639),(35 5696.0757),(36 5645.163),(37 5668.626),(38 5577.185),(39 5583.445),(40 5536.9624),(41 5552.7246),(42 5489.1567),(43 5387.5083),(44 5435.1704),(45 5380.1953),(46 5357.8853),(47 5414.7573),(48 5333.7715),(49 5374.265),(50 5358.4165),(51 5348.047),(52 5346.0356),(53 5413.0996),(54 5444.4824),(55 5430.643),(56 5408.932),(57 5474.314),(58 5453.2065),(59 5451.348),(60 5485.4927),(61 5476.123),(62 5574.5234),(63 5544.981),(64 5604.2827),(65 5601.214),(66 5573.1216),(67 5592.3076),(68 5508.91),(69 5544.659),(70 5530.1294),(71 5575.703),(72 5569.3354),(73 5612.703),(74 5590.936),(75 5566.8276),(76 5521.999),(77 5492.9893),(78 5490.615),(79 5487.091),
(1 2765.85),(2 3442.8296),(3 3705.9622),(4 3926.7356),(5 4152.9087),(6 4311.323),(7 4530.442),(8 4615.8545),(9 4751.6235),(10 4937.185),(11 5037.621),(12 5176.421),(13 5220.488),(14 5315.839),(15 5307.0127),(16 5494.1655),(17 5594.575),(18 5651.2603),(19 5607.348),(20 5672.571),(21 5750.4023),(22 5739.0415),(23 5788.8994),(24 5791.277),(25 5769.2085),(26 5759.4727),(27 5715.57),(28 5734.8887),(29 5723.505),(30 5736.1963),(31 5643.5894),(32 5635.924),(33 5510.2446),(34 5484.725),(35 5343.096),(36 5299.8623),(37 5359.504),(38 5312.1724),(39 5200.161),(40 5133.97),(41 5208.666),(42 5172.0986),(43 5119.056),(44 5077.074),(45 5069.811),(46 5069.3115),(47 5091.3643),(48 5120.879),(49 5036.5474),(50 5068.1187),(51 5011.878),(52 5073.601),(53 5092.054),(54 5076.738),(55 5071.914),(56 5102.358),(57 5088.554),(58 5098.649),(59 5123.12),(60 5200.7344),(61 5158.764),(62 5237.6157),(63 5256.5303),(64 5255.2905),(65 5250.4927),(66 5286.8193),(67 5321.5405),(68 5278.112),(69 5332.353),(70 5251.6694),(71 5245.219),(72 5283.371),(73 5273.7827),(74 5291.962),(75 5335.6045),(76 5256.4),(77 5222.7446),(78 5236.216),(79 5208.1665),
(1 2692.2788),(2 3433.2869),(3 3682.832),(4 3941.5059),(5 4131.4707),(6 4273.213),(7 4502.2915),(8 4563.5015),(9 4788.2563),(10 4872.323),(11 4927.9194),(12 5104.6724),(13 5229.852),(14 5280.0293),(15 5351.9746),(16 5448.536),(17 5504.597),(18 5558.483),(19 5560.735),(20 5586.105),(21 5597.2314),(22 5687.086),(23 5667.4863),(24 5718.969),(25 5627.763),(26 5670.732),(27 5594.034),(28 5529.6074),(29 5573.81),(30 5471.2505),(31 5433.8174),(32 5360.583),(33 5363.49),(34 5324.573),(35 5291.0474),(36 5158.8906),(37 5147.2964),(38 5132.6074),(39 5128.4243),(40 5119.964),(41 5110.4063),(42 5035.754),(43 5014.385),(44 4978.6333),(45 4951.573),(46 4947.3125),(47 4909.605),(48 4921.308),(49 4916.353),(50 4938.658),(51 4961.7075),(52 5016.1665),(53 5023.1807),(54 5028.455),(55 5043.9365),(56 5037.848),(57 4968.079),(58 5015.1675),(59 5040.034),(60 5038.514),(61 5076.5464),(62 5096.6284),(63 5138.8086),(64 5116.9644),(65 5136.228),(66 5177.1143),(67 5155.5674),(68 5141.7915),(69 5157.9917),(70 5116.0854),(71 5049.204),(72 4994.1807),(73 4977.8145),(74 4995.769),(75 5035.1836),(76 5060.0156),(77 5013.873),(78 5041.8486),(79 4994.6606),
(1 2643.8237),(2 3321.5107),(3 3622.2756),(4 3911.4097),(5 4005.5344),(6 4174.2285),(7 4354.0713),(8 4473.2554),(9 4630.052),(10 4728.1274),(11 4794.3745),(12 4986.5874),(13 5049.1025),(14 5160.979),(15 5227.318),(16 5310.8296),(17 5341.5376),(18 5334.1743),(19 5451.2754),(20 5411.961),(21 5481.294),(22 5545.6846),(23 5503.4595),(24 5467.1406),(25 5502.342),(26 5553.7373),(27 5485.9893),(28 5413.769),(29 5482.677),(30 5462.892),(31 5424.6216),(32 5362.1235),(33 5263.636),(34 5239.0283),(35 5237.17),(36 5224.199),(37 5165.075),(38 5130.854),(39 5061.6396),(40 5086.576),(41 5025.6978),(42 4947.854),(43 4922.1084),(44 4856.8457),(45 4855.341),(46 4901.8438),(47 4843.7827),(48 4897.4546),(49 4898.5005),(50 4931.069),(51 4939.839),(52 4971.472),(53 4926.87),(54 4977.0493),(55 5019.108),(56 5022.394),(57 5091.6846),(58 5103.557),(59 5125.892),(60 5142.9487),(61 5178.8735),(62 5153.9854),(63 5212.9985),(64 5255.158),(65 5216.533),(66 5173.9595),(67 5230.653),(68 5242.761),(69 5164.2935),(70 5212.67),(71 5224.0947),(72 5186.1753),(73 5234.0293),(74 5217.785),(75 5237.6006),(76 5211.5215),(77 5206.007),(78 5229.52),(79 5210.2075),
(1 2546.5994),(2 3182.4016),(3 3485.9832),(4 3649.4734),(5 3828.5967),(6 3997.526),(7 4156.7676),(8 4279.875),(9 4414.3525),(10 4562.6226),(11 4576.309),(12 4701.4487),(13 4829.3184),(14 4894.0444),(15 4972.2896),(16 4995.676),(17 5039.4937),(18 5063.244),(19 5101.807),(20 5097.857),(21 5161.0645),(22 5255.9727),(23 5266.2754),(24 5180.2056),(25 5176.6367),(26 5185.8335),(27 5191.1396),(28 5186.975),(29 5130.1333),(30 5112.421),(31 5082.281),(32 5085.912),(33 5021.174),(34 5061.2285),(35 5027.6333),(36 4931.281),(37 4945.0356),(38 4882.8765),(39 4820.4414),(40 4812.9014),(41 4788.7363),(42 4727.2295),(43 4765.2593),(44 4713.3945),(45 4735.5005),(46 4701.2734),(47 4701.4277),(48 4743.5513),(49 4689.6616),(50 4738.8345),(51 4736.73),(52 4768.107),(53 4779.3774),(54 4811.17),(55 4810.7095),(56 4774.0215),(57 4868.845),(58 4833.3228),(59 4864.821),(60 4898.6973),(61 4915.6045),(62 4964.261),(63 5005.611),(64 4979.8315),(65 4940.219),(66 4918.967),(67 4927.3633),(68 5015.6357),(69 4902.7056),(70 4924.101),(71 4920.8867),(72 4904.8804),(73 4957.6045),(74 4887.1655),(75 4944.4487),(76 5006.076),(77 4951.84),(78 4987.8296),(79 4942.018),
(1 2535.5217),(2 3153.1282),(3 3481.6948),(4 3656.3108),(5 3801.731),(6 3923.0203),(7 4062.806),(8 4231.6846),(9 4402.1553),(10 4517.1763),(11 4585.277),(12 4685.4414),(13 4795.154),(14 4865.8853),(15 4954.6797),(16 5033.7637),(17 5049.0957),(18 5153.9204),(19 5206.318),(20 5204.7686),(21 5167.4424),(22 5153.846),(23 5238.411),(24 5184.152),(25 5217.2896),(26 5177.0137),(27 5158.533),(28 5075.203),(29 5133.2383),(30 5068.417),(31 5011.772),(32 4974.8296),(33 4946.158),(34 4937.2705),(35 4813.418),(36 4758.409),(37 4712.812),(38 4685.353),(39 4676.785),(40 4665.884),(41 4633.115),(42 4604.741),(43 4535.4795),(44 4561.396),(45 4584.1436),(46 4534.2515),(47 4549.9067),(48 4515.5347),(49 4535.257),(50 4557.6763),(51 4551.3516),(52 4627.3813),(53 4680.0186),(54 4639.701),(55 4573.7803),(56 4613.497),(57 4660.7646),(58 4651.4487),(59 4658.4883),(60 4700.9214),(61 4673.478),(62 4687.9604),(63 4772.777),(64 4746.0034),(65 4651.673),(66 4680.9937),(67 4731.877),(68 4817.0005),(69 4731.6333),(70 4735.754),(71 4691.862),(72 4733.4497),(73 4739.648),(74 4698.6284),(75 4754.1943),(76 4749.3403),(77 4678.392),(78 4702.7646),(79 4779.8765),
(1 2513.3792),(2 3069.9785),(3 3329.3003),(4 3534.3882),(5 3693.941),(6 3866.6194),(7 4050.4985),(8 4208.677),(9 4314.223),(10 4457.809),(11 4544.545),(12 4622.1963),(13 4828.7915),(14 4854.3013),(15 4907.608),(16 4984.233),(17 4981.464),(18 5039.5376),(19 5118.014),(20 5128.0557),(21 5141.9023),(22 5064.6377),(23 5054.279),(24 5097.2056),(25 5022.6577),(26 5026.8115),(27 4978.821),(28 4970.013),(29 5054.553),(30 4974.88),(31 4882.67),(32 4813.941),(33 4861.4604),(34 4800.876),(35 4737.256),(36 4654.339),(37 4608.7896),(38 4638.0854),(39 4631.177),(40 4578.2866),(41 4545.506),(42 4558.6494),(43 4520.4727),(44 4535.6416),(45 4580.266),(46 4527.614),(47 4537.0005),(48 4601.9517),(49 4642.3125),(50 4654.395),(51 4615.548),(52 4667.2974),(53 4751.6177),(54 4673.4067),(55 4707.6553),(56 4717.19),(57 4787.098),(58 4790.205),(59 4799.689),(60 4867.498),(61 4849.676),(62 4870.0703),(63 4871.6763),(64 4839.889),(65 4803.091),(66 4863.3384),(67 4890.6606),(68 4848.136),(69 4784.655),(70 4832.545),(71 4810.2646),(72 4722.1226),(73 4735.9746),(74 4713.27),(75 4708.098),(76 4738.827),(77 4783.77),(78 4678.5425),(79 4735.087),
(1 2466.8506),(2 2987.3577),(3 3234.2212),(4 3464.261),(5 3592.588),(6 3804.54),(7 3982.0264),(8 4136.662),(9 4283.14),(10 4376.891),(11 4493.4688),(12 4479.9663),(13 4593.1777),(14 4579.9473),(15 4656.484),(16 4714.278),(17 4692.11),(18 4745.98),(19 4810.627),(20 4841.238),(21 4856.4995),(22 4770.362),(23 4802.909),(24 4846.5103),(25 4763.0703),(26 4725.773),(27 4660.1187),(28 4613.7144),(29 4608.3677),(30 4628.237),(31 4561.466),(32 4537.5605),(33 4599.0713),(34 4503.6904),(35 4438.1426),(36 4409.572),(37 4390.363),(38 4400.3745),(39 4339.8037),(40 4351.153),(41 4348.6514),(42 4396.825),(43 4312.6255),(44 4255.3677),(45 4291.906),(46 4311.5234),(47 4268.2583),(48 4357.2554),(49 4333.533),(50 4245.1973),(51 4351.3467),(52 4368.6196),(53 4393.1333),(54 4390.088),(55 4362.463),(56 4407.365),(57 4441.614),(58 4427.15),(59 4449.2217),(60 4443.225),(61 4514.237),(62 4535.2227),(63 4556.3843),(64 4517.5615),(65 4520.8364),(66 4618.4404),(67 4578.6533),(68 4580.9565),(69 4618.173),(70 4600.0903),(71 4672.5605),(72 4593.169),(73 4595.8774),(74 4577.995),(75 4560.847),(76 4603.529),(77 4646.552),(78 4615.7705),(79 4660.6045),
(1 2439.4863),(2 2983.3962),(3 3243.8445),(4 3406.755),(5 3565.2585),(6 3740.274),(7 3854.3352),(8 3981.9739),(9 4061.3035),(10 4194.2827),(11 4324.8804),(12 4423.0337),(13 4442.9634),(14 4468.4834),(15 4567.6826),(16 4640.2065),(17 4683.3804),(18 4720.9053),(19 4733.8857),(20 4735.013),(21 4822.452),(22 4826.1753),(23 4791.8086),(24 4796.5786),(25 4776.572),(26 4730.3765),(27 4678.627),(28 4665.885),(29 4673.6025),(30 4643.1685),(31 4583.363),(32 4533.8027),(33 4514.0425),(34 4468.4033),(35 4419.6807),(36 4388.9634),(37 4400.76),(38 4366.4053),(39 4353.0083),(40 4325.45),(41 4272.547),(42 4206.914),(43 4193.233),(44 4202.282),(45 4144.949),(46 4144.2476),(47 4178.8833),(48 4211.6787),(49 4280.6265),(50 4240.5396),(51 4264.811),(52 4325.6475),(53 4271.0625),(54 4307.837),(55 4322.776),(56 4313.3813),(57 4384.751),(58 4379.9146),(59 4426.2646),(60 4430.134),(61 4444.6997),(62 4528.374),(63 4509.426),(64 4464.343),(65 4471.7417),(66 4508.688),(67 4472.0474),(68 4489.3735),(69 4473.3057),(70 4505.2856),(71 4571.2075),(72 4475.385),(73 4428.8916),(74 4486.9214),(75 4461.716),(76 4431.846),(77 4462.0957),(78 4486.9014),(79 4509.2104),
(1 2357.2034),(2 2882.6218),(3 3027.9946),(4 3293.686),(5 3408.4277),(6 3604.7427),(7 3810.3962),(8 3910.8567),(9 4018.7078),(10 4133.525),(11 4221.5522),(12 4235.884),(13 4272.774),(14 4344.0967),(15 4490.355),(16 4483.151),(17 4562.7427),(18 4637.946),(19 4674.3716),(20 4642.801),(21 4665.1104),(22 4688.096),(23 4710.114),(24 4733.3267),(25 4670.4),(26 4603.9624),(27 4622.5156),(28 4622.69),(29 4616.2515),(30 4564.8086),(31 4502.0195),(32 4483.9316),(33 4488.06),(34 4470.373),(35 4376.8604),(36 4356.8184),(37 4338.8916),(38 4333.9385),(39 4302.167),(40 4261.84),(41 4214.905),(42 4183.8345),(43 4134.0303),(44 4110.74),(45 4146.7705),(46 4057.444),(47 4044.566),(48 4063.166),(49 4088.9568),(50 4090.6602),(51 4103.2744),(52 4110.9307),(53 4095.7153),(54 4085.927),(55 4128.774),(56 4131.9263),(57 4161.4873),(58 4225.0996),(59 4186.8496),(60 4198.4106),(61 4230.8027),(62 4265.314),(63 4280.8613),(64 4287.7817),(65 4289.078),(66 4311.6543),(67 4298.8623),(68 4289.2236),(69 4346.78),(70 4323.4717),(71 4330.277),(72 4362.6953),(73 4334.7334),(74 4348.4785),(75 4356.656),(76 4314.6533),(77 4325.3564),(78 4314.7153),(79 4367.683),
(1 2393.8445),(2 2899.5342),(3 3040.7183),(4 3298.8271),(5 3444.6707),(6 3559.6584),(7 3662.9998),(8 3756.9875),(9 3901.5637),(10 3971.0288),(11 4049.8723),(12 4087.018),(13 4085.924),(14 4183.5034),(15 4220.4355),(16 4220.15),(17 4230.8623),(18 4277.7065),(19 4308.37),(20 4340.484),(21 4314.8857),(22 4282.774),(23 4313.4473),(24 4300.452),(25 4263.9966),(26 4315.3843),(27 4229.443),(28 4243.164),(29 4241.604),(30 4194.4155),(31 4222.9727),(32 4151.432),(33 4159.594),(34 4207.4526),(35 4090.1365),(36 4071.9836),(37 4154.085),(38 4080.2358),(39 4046.2922),(40 4105.342),(41 4046.7832),(42 4024.4404),(43 4017.3794),(44 4015.8298),(45 3973.3923),(46 3923.8906),(47 3901.8218),(48 3948.547),(49 3979.3672),(50 3942.0542),(51 3986.9622),(52 3956.6206),(53 3954.4412),(54 3983.4712),(55 4024.2214),(56 4043.2158),(57 4044.6033),(58 4117.4014),(59 4124.536),(60 4097.9214),(61 4091.393),(62 4134.999),(63 4126.064),(64 4159.0786),(65 4196.26),(66 4200.4966),(67 4170.4272),(68 4196.374),(69 4178.3433),(70 4147.4946),(71 4176.9717),(72 4206.869),(73 4231.393),(74 4235.988),(75 4215.2515),(76 4212.643),(77 4219.714),(78 4230.301),(79 4183.0923),
(1 2224.777),(2 2744.296),(3 2958.8193),(4 3130.2898),(5 3248.3113),(6 3340.007),(7 3468.4053),(8 3588.3894),(9 3721.9788),(10 3723.4482),(11 3780.1416),(12 3831.8025),(13 3865.2437),(14 3920.9048),(15 3941.8613),(16 4006.2297),(17 4067.6409),(18 4040.5623),(19 4069.8855),(20 4086.0896),(21 4110.9194),(22 4049.8386),(23 4078.6692),(24 4070.702),(25 4030.861),(26 4083.433),(27 4075.299),(28 4130.0264),(29 4097.448),(30 4025.45),(31 3998.4475),(32 3957.3215),(33 3987.3381),(34 4001.9968),(35 3950.5234),(36 3868.9888),(37 3888.5623),(38 3879.765),(39 3843.33),(40 3814.1953),(41 3841.3486),(42 3810.245),(43 3785.5623),(44 3761.834),(45 3721.5837),(46 3732.6375),(47 3782.3958),(48 3826.3054),(49 3792.5535),(50 3842.3574),(51 3803.161),(52 3816.3813),(53 3814.4058),(54 3818.972),(55 3860.2434),(56 3836.1267),(57 3857.4644),(58 3859.236),(59 3859.3489),(60 3875.1946),(61 3892.0913),(62 3918.6238),(63 3971.1418),(64 3938.996),(65 3999.0156),(66 4026.5493),(67 4023.3518),(68 4038.1768),(69 4016.6091),(70 3979.2507),(71 3971.1772),(72 4031.7786),(73 4028.5837),(74 4047.312),(75 4052.269),(76 4030.5454),(77 4051.147),(78 4111.76),(79 4015.4287),
