1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 844187.06),(2 2789103),(3 5335445.5),(4 8162446.5),(5 11032741),(6 13726971),(7 16209271),(8 18419558),(9 20589216),(10 22604354),(11 24385544),(12 26010474),(13 27420642),(14 28487856),(15 29310878),(16 29960582),(17 30441208),(18 30841742),(19 31285202),(20 31826662),(21 32764422),(22 34287744),(23 35689748),(24 37381292),(25 39303280),(26 41401744),(27 43333710),(28 45282304),(29 46958436),(30 48630256),(31 50301452),(32 51618364),(33 52297772),(34 52325796),(35 51764084),(36 50779612),(37 49386976),(38 47811820),(39 46121396),(40 44302452),(41 42444724),(42 40666140),(43 39187268),(44 37775940),(45 36563692),(46 35557572),(47 34690388),(48 33947372),(49 33250266),(50 32601718),(51 31854536),(52 31120054),(53 30507208),(54 30146346),(55 29836678),(56 29582162),(57 29346176),(58 29346360),(59 29426538),(60 29609408),(61 30074398),(62 30778090),(63 31713750),(64 32805840),(65 34021240),(66 35154010),(67 36031308),(68 36801136),(69 37440068),(70 38041148),(71 38684990),(72 39498348),(73 40704620),(74 42236340),(75 43975636),(76 45991476),(77 48208516),(78 50502452),(79 52364916),
(1 31198.545),(2 31480.727),(3 32569.484),(4 33231.344),(5 34004.867),(6 34889.227),(7 35142.09),(8 35972.484),(9 36524.62),(10 36561.313),(11 36615.625),(12 36781.75),(13 36742.773),(14 36455.77),(15 36842.797),(16 36282.62),(17 36682.31),(18 36407.08),(19 36441.934),(20 36721.734),(21 37099.645),(22 37033.684),(23 37770.324),(24 38144.566),(25 38906.004),(26 39330.93),(27 39922.723),(28 40083.277),(29 40536.94),(30 41095.25),(31 41076.15),(32 41108.176),(33 40665.145),(34 40828.695),(35 40787.184),(36 40592.758),(37 40634.74),(38 40416.06),(39 40996.727),(40 40795.797),(41 41372.79),(42 41445.266),(43 41871.215),(44 42474.89),(45 43389.47),(46 43863.25),(47 44719.66),(48 45698.223),(49 46804.305),(50 46861.95),(51 46829.855),(52 47711.258),(53 47369.777),(54 47713.813),(55 47832.063),(56 47766.465),(57 46981.535),(58 47356.63),(59 46888.383),(60 47352.69),(61 47691.94),(62 47980.883),(63 48864.66),(64 48913.98),(65 49854.516),(66 51048.07),(67 51510.984),(68 52119.35),(69 52768.59),(70 53352.63),(71 53828.97),(72 54007.05),(73 53955.375),(74 53927.043),(75 53569.04),(76 53709.883),(77 53684.15),(78 53253.01),(79 53611.605),
(1 29827.682),(2 30200.957),(3 30914.502),(4 31478.498),(5 32409.191),(6 32982.965),(7 33567.477),(8 33938.305),(9 34570.297),(10 34870.984),(11 35065.434),(12 35393.977),(13 35031.28),(14 34943.688),(15 35156.453),(16 35158.98),(17 35295.305),(18 34764.957),(19 34970.992),(20 35099.848),(21 35430.906),(22 35527.184),(23 35833.906),(24 36514.1),(25 37381.098),(26 37339.61),(27 37490.875),(28 38185.69),(29 38080.57),(30 38575.285),(31 38437.867),(32 38389.7),(33 38584.527),(34 38567.027),(35 38461.902),(36 38552),(37 38585.973),(38 38870.668),(39 38963.48),(40 39020.977),(41 38923.867),(42 39616.34),(43 39950.83),(44 40553.906),(45 40972.426),(46 41527.164),(47 42296.254),(48 43148.133),(49 44040.92),(50 44192.14),(51 44425.17),(52 44771.89),(53 44606.4),(54 45101.215),(55 45147.836),(56 45162.09),(57 44690.88),(58 44677.695),(59 44251.58),(60 44722.727),(61 44937.883),(62 45388.46),(63 46098.445),(64 46144.445),(65 47082.14),(66 47988.508),(67 48623.11),(68 49238.387),(69 49887.58),(70 50256.76),(71 50687.656),(72 50852.02),(73 50718.32),(74 50514.6),(75 50382.285),(76 50699.63),(77 50762.516),(78 50217.945),(79 50477.79),
(1 29303.348),(2 29559.445),(3 30583.947),(4 31276.57),(5 31921.322),(6 32777.867),(7 33231.605),(8 33435.895),(9 33983.88),(10 34266.734),(11 34972.664),(12 35098.375),(13 34556.53),(14 34367.77),(15 34631.055),(16 34603.703),(17 34701.18),(18 34301.445),(19 34653.88),(20 34891.504),(21 35082.566),(22 35462.47),(23 35652.344),(24 36176.527),(25 36744.305),(26 36433.586),(27 37343.73),(28 37659.844),(29 37760.87),(30 37969.12),(31 37947.19),(32 37943.48),(33 37719.543),(34 38386.08),(35 38236.766),(36 38189.754),(37 37966.125),(38 38469.17),(39 38303.957),(40 38223.17),(41 37841.617),(42 38744.67),(43 39474.34),(44 39584.598),(45 40035.86),(46 40590.793),(47 41612.38),(48 42304.082),(49 43106.75),(50 43541.133),(51 43685.234),(52 44159.684),(53 44042.55),(54 44289.066),(55 44035.574),(56 44243.72),(57 43811.574),(58 43935.723),(59 43696.957),(60 43759.953),(61 44051.41),(62 44524.348),(63 45324.223),(64 45194.043),(65 45774.88),(66 46879.176),(67 47315.934),(68 48343.652),(69 48660.805),(70 49162.645),(71 49779.97),(72 50101.23),(73 50090.324),(74 49853.81),(75 49549.055),(76 49715.227),(77 49922.844),(78 49547.305),(79 49487.625),
(1 28815.705),(2 28878.488),(3 29993.639),(4 30546.092),(5 31394.518),(6 32122.203),(7 32768.754),(8 33145.523),(9 33352.84),(10 33857.92),(11 34193.54),(12 34661.727),(13 34063.43),(14 34487.652),(15 34085.99),(16 34027.414),(17 34068.438),(18 33816.09),(19 33962.676),(20 33730.773),(21 34336.3),(22 34497.504),(23 34796.39),(24 35612.055),(25 35836.344),(26 36378.56),(27 37236.87),(28 36952.18),(29 37357.082),(30 37680.707),(31 37601.734),(32 37506.84),(33 36993.867),(34 37589.574),(35 37557.418),(36 37285.523),(37 37080.516),(38 37285.883),(39 37182.074),(40 37159.855),(41 36698.242),(42 37727.844),(43 38562.875),(44 38565.21),(45 38856),(46 39598.9),(47 40172.53),(48 41060.62),(49 41818.35),(50 42040.84),(51 42460.6),(52 42647.645),(53 42246.14),(54 42589.188),(55 42368.867),(56 42574.383),(57 42279.21),(58 42325.438),(59 42063.55),(60 42450.223),(61 42716.684),(62 42719.1),(63 43276.28),(64 43415.957),(65 44445.613),(66 45264.254),(67 45735.53),(68 46586.676),(69 46454.902),(70 47407.777),(71 47837.305),(72 47705.67),(73 48008.02),(74 47937.8),(75 47143.87),(76 47049.027),(77 47264.65),(78 47228.813),(79 47014.1),
(1 27973.984),(2 28231.488),(3 29138.18),(4 29986.184),(5 30586.59),(6 31502.818),(7 31992.154),(8 32431.395),(9 32596.14),(10 32813.285),(11 33286.445),(12 33641.402),(13 33101.684),(14 33605.504),(15 33538.934),(16 33083.594),(17 33256.535),(18 33211.36),(19 33209.906),(20 33022.047),(21 33637.008),(22 33568.63),(23 34333.688),(24 34883.184),(25 35035.395),(26 35110.203),(27 36040.023),(28 36064.113),(29 36811.555),(30 36687.836),(31 36932.152),(32 36603.492),(33 36428.15),(34 36607.48),(35 36903.41),(36 36607.777),(37 36250.902),(38 36529.605),(39 36324.133),(40 36932.535),(41 36384.44),(42 37293.254),(43 37829.902),(44 38149.76),(45 38596.547),(46 39118.285),(47 39906.797),(48 40458.098),(49 41448.805),(50 41087.67),(51 41787.164),(52 42309.617),(53 41917.055),(54 41926.492),(55 41952.76),(56 42342.215),(57 41648.105),(58 41770.094),(59 41683.336),(60 41876.668),(61 42050.08),(62 42500.977),(63 42609.395),(64 43241.496),(65 44129.61),(66 45181.957),(67 45505.395),(68 46075.375),(69 46235.953),(70 46878.746),(71 47094.08),(72 47525.004),(73 47491.336),(74 47546.645),(75 47010.44),(76 46903.613),(77 47286.027),(78 47043.797),(79 47107.57),
(1 27214.455),(2 27488.08),(3 28470.979),(4 29307.426),(5 29672.6),(6 30713.455),(7 31514.973),(8 31925.822),(9 32288.412),(10 32403.367),(11 32797.254),(12 33121.52),(13 32473.512),(14 32554.643),(15 32812.184),(16 32397.762),(17 32573.525),(18 32308.945),(19 32387.205),(20 32234.908),(21 32505.348),(22 32840.09),(23 33510.953),(24 34056.953),(25 34407.395),(26 34407.47),(27 35062.098),(28 35739.32),(29 36037.023),(30 35671.504),(31 36347.78),(32 36021.117),(33 35763.22),(34 35583.586),(35 35790.754),(36 35821.6),(37 35414.504),(38 35649.57),(39 35250.42),(40 35604.773),(41 35484.13),(42 36152.99),(43 36388.297),(44 36880.54),(45 37212.668),(46 38065.86),(47 39074.27),(48 39644.02),(49 40223.285),(50 40442.617),(51 40791.56),(52 41178.996),(53 41023.523),(54 40780.895),(55 40708.8),(56 40844.035),(57 40635.027),(58 40502.668),(59 40694.285),(60 40801.832),(61 41143.426),(62 41660.05),(63 41811.47),(64 42686.93),(65 43120.227),(66 44301.883),(67 44584.457),(68 45574.176),(69 46000.08),(70 46397.676),(71 46431.242),(72 46942.473),(73 46998.816),(74 46788),(75 46355.066),(76 46369.508),(77 46206.33),(78 46218.3),(79 46143.777),
(1 26150.424),(2 26320.69),(3 27461.314),(4 28040.877),(5 28428.82),(6 29465.773),(7 29734.691),(8 30259.94),(9 30615.813),(10 30966.063),(11 30969.984),(12 31266.516),(13 31111.57),(14 31142.893),(15 31120.7),(16 31112.918),(17 30889.455),(18 30918.117),(19 30844.604),(20 30984.148),(21 31127.025),(22 31818.582),(23 32038.443),(24 32501.104),(25 33022.523),(26 33298.844),(27 33700.38),(28 33991.875),(29 34512.887),(30 34230.125),(31 34507.867),(32 34560.496),(33 33998.066),(34 34166.324),(35 34260.223),(36 33809.03),(37 33633.07),(38 34099.598),(39 33797.07),(40 34336.273),(41 34445.977),(42 34810.125),(43 35054.85),(44 35578.24),(45 35958.996),(46 36778.3),(47 37359.152),(48 37904.844),(49 38692.438),(50 38892.66),(51 39261.49),(52 39681.24),(53 39538.71),(54 39483.71),(55 39747.266),(56 39360.9),(57 39284.387),(58 39290.004),(59 39410.855),(60 39277.527),(61 39787.273),(62 39903.01),(63 40442.637),(64 41163.36),(65 41612.695),(66 42380.625),(67 42921.04),(68 43764),(69 44062.418),(70 44420.78),(71 44599.21),(72 44901.97),(73 44954.914),(74 45079.86),(75 44860.29),(76 45232.348),(77 45054.504),(78 44916.85),(79 44793.766),
(1 26421.61),(2 26926.887),(3 27752.531),(4 28597.342),(5 28814.285),(6 29709.758),(7 30324.596),(8 30628.795),(9 31011.225),(10 31240.018),(11 31442.393),(12 31436.361),(13 31662.887),(14 31463.543),(15 31647.672),(16 31484.785),(17 30932.229),(18 31209.85),(19 30938.137),(20 31444.621),(21 31287.762),(22 31992.78),(23 32306.625),(24 32666.55),(25 33554.695),(26 33332.543),(27 34197.06),(28 34135.89),(29 34574.953),(30 34274.395),(31 34833.074),(32 35022.008),(33 34811.617),(34 34702.26),(35 34668.246),(36 34467.992),(37 34303.6),(38 34854.414),(39 34406.03),(40 34816.105),(41 34882.613),(42 35455.855),(43 35508.266),(44 35957.777),(45 36149.598),(46 37143.266),(47 37553.32),(48 38278.33),(49 39135.266),(50 39358.945),(51 39739.97),(52 39860.926),(53 39819.94),(54 39929.6),(55 39889.38),(56 39817.832),(57 39579.18),(58 39508.793),(59 39250.52),(60 39529.94),(61 39960.957),(62 40164.016),(63 40720.89),(64 41209.33),(65 41689.223),(66 42759.047),(67 43370.305),(68 43906.016),(69 44219.406),(70 44558.133),(71 44836.9),(72 45233.7),(73 45311.383),(74 45070.43),(75 45183.95),(76 45223.67),(77 45293.69),(78 44769.656),(79 45110.97),
(1 25368.969),(2 25606.52),(3 26488.516),(4 27503.74),(5 27753.87),(6 28622.78),(7 29266.824),(8 29508.352),(9 29729.893),(10 30018.123),(11 30175.234),(12 30328.314),(13 30540.678),(14 30190.896),(15 30241.023),(16 30333.01),(17 29738.48),(18 30110.424),(19 30132.793),(20 30559.355),(21 30391.48),(22 30670.846),(23 31253.865),(24 31548.277),(25 32073.053),(26 31949.12),(27 32528.072),(28 32932.95),(29 33250.92),(30 33228.793),(31 33497.043),(32 33279.543),(33 33664.63),(34 33403.49),(35 33190.176),(36 33088.605),(37 33006.33),(38 33299.027),(39 33149.52),(40 33048.977),(41 33443.266),(42 34306.547),(43 33941),(44 34496.03),(45 35270.03),(46 35832.137),(47 36634.46),(48 37283.875),(49 37994.305),(50 38347.26),(51 38576.195),(52 38820.527),(53 38868.652),(54 39088.17),(55 38844.383),(56 38618.93),(57 38504.66),(58 38413.94),(59 38552.83),(60 38575.42),(61 38787.746),(62 39046.797),(63 39620.934),(64 40101.605),(65 40583.063),(66 41421.01),(67 42306.22),(68 42880.066),(69 43075.586),(70 43577.934),(71 43681.46),(72 44134.266),(73 44540.254),(74 44181.29),(75 43967.3),(76 43808.11),(77 44246.758),(78 44128.703),(79 44113.03),
(1 24950.82),(2 25130.111),(3 25763.844),(4 26783.871),(5 27363.65),(6 27923.895),(7 28567.15),(8 29036.31),(9 29402.629),(10 29648.86),(11 29725.34),(12 30051.09),(13 30111.943),(14 29866.09),(15 29892.928),(16 29873.816),(17 29358.156),(18 29519.88),(19 29589.271),(20 29832.756),(21 29867.936),(22 30041.012),(23 30797.438),(24 30920.797),(25 31378.283),(26 31810.084),(27 32361.977),(28 33035.586),(29 33073.434),(30 33272.26),(31 33309.99),(32 33060.547),(33 33084.41),(34 33049.58),(35 32641.055),(36 32792.29),(37 32578.465),(38 33030.055),(39 32954.125),(40 32933.44),(41 33153.44),(42 33787.5),(43 33924.355),(44 34574.06),(45 35198.645),(46 35706.26),(47 36769.17),(48 37001.39),(49 37419.438),(50 38168.992),(51 38530.74),(52 38825.707),(53 39063.375),(54 39134.44),(55 38907.605),(56 38817.39),(57 38445.777),(58 38574.64),(59 38970.242),(60 38787.574),(61 39033.94),(62 39311.52),(63 40108.363),(64 40642.188),(65 41340.53),(66 42140.703),(67 43102.645),(68 43439.547),(69 44225.34),(70 44503.52),(71 44693.21),(72 44949.83),(73 45198.645),(74 45118.21),(75 45160.223),(76 45123.707),(77 45525.348),(78 45471.977),(79 45409.426),
(1 24237.521),(2 24549.254),(3 25297.547),(4 26111.004),(5 26721.994),(6 27277.365),(7 28278.082),(8 28380.266),(9 28919.367),(10 29357.709),(11 29448.678),(12 29566.438),(13 29429.72),(14 29509.2),(15 29295.488),(16 29270.68),(17 29029.146),(18 29027.506),(19 28944.73),(20 29171.484),(21 29032.025),(22 29330.93),(23 29899.918),(24 30546.768),(25 30904.611),(26 31511.469),(27 31688.79),(28 32513.498),(29 32197.744),(30 32622.113),(31 32686.588),(32 32417.422),(33 32513.553),(34 32367.648),(35 32287.639),(36 32024.031),(37 31714.098),(38 32143.86),(39 32071.467),(40 32050.266),(41 32159.55),(42 33015.918),(43 33141.383),(44 33758.965),(45 34458.367),(46 35007.27),(47 36313.02),(48 36554.758),(49 37071.406),(50 37839.23),(51 38259.58),(52 38641.73),(53 38625.535),(54 38587.668),(55 38335.22),(56 38358.117),(57 37913.13),(58 37757.47),(59 37873.242),(60 37957.066),(61 38637.703),(62 38669.207),(63 39561.723),(64 40002.15),(65 40777.91),(66 41343.992),(67 42255.01),(68 42909.438),(69 43418.57),(70 43784.51),(71 44383.336),(72 44792.36),(73 44651.73),(74 44325.04),(75 44271.723),(76 44148.9),(77 44439.2),(78 43984.637),(79 44336.574),
(1 23807.043),(2 24174.668),(3 24859.605),(4 25542.049),(5 25999.088),(6 26613.459),(7 27484.922),(8 27585.959),(9 28126.535),(10 28250.74),(11 28580.8),(12 28453.89),(13 28603.898),(14 28480.203),(15 28489.06),(16 28529.324),(17 28378.111),(18 28465.504),(19 28149.713),(20 28407.51),(21 28480.414),(22 28495.184),(23 28935.65),(24 29492.127),(25 30118.797),(26 30481.568),(27 30520.297),(28 31268.553),(29 31166.17),(30 31428.135),(31 31512.314),(32 31607.635),(33 31301.797),(34 31556.246),(35 31559.53),(36 31049.182),(37 31027.08),(38 31027.176),(39 31094.914),(40 31027.455),(41 31237.78),(42 31709.996),(43 31854.02),(44 32514.688),(45 32975.707),(46 33572.59),(47 34533.15),(48 34846.277),(49 35362.797),(50 35995.645),(51 36298.992),(52 36792.668),(53 36861.008),(54 36752.78),(55 36623.38),(56 36689.965),(57 36312.703),(58 36066.11),(59 36322.688),(60 36283.418),(61 36585.203),(62 36684.53),(63 37677.086),(64 37851.023),(65 38582.527),(66 39067.113),(67 39804.246),(68 40685.137),(69 40768.32),(70 41257),(71 41648.613),(72 41872.875),(73 41768.36),(74 41499.2),(75 41684.637),(76 41380.633),(77 41859.004),(78 41531.64),(79 42001.457),
(1 23573.73),(2 23914.861),(3 24721.96),(4 25204.156),(5 25688.482),(6 26207.877),(7 27142.69),(8 27318.025),(9 28142.184),(10 27967.992),(11 28326.396),(12 28171.697),(13 28570.496),(14 28221.232),(15 28453.416),(16 28480.707),(17 28324.387),(18 28188.998),(19 28333.219),(20 28196.693),(21 28434.166),(22 28438.557),(23 29221.096),(24 29371.768),(25 29927.502),(26 30151.19),(27 30518.021),(28 30906.043),(29 31202.113),(30 31290.268),(31 31248.781),(32 31224.36),(33 30952.434),(34 31061.521),(35 30926.54),(36 30802.186),(37 31044.332),(38 31037.732),(39 31019.178),(40 30976.926),(41 31261.697),(42 31763.244),(43 31758.34),(44 32316.03),(45 32728.32),(46 33430.93),(47 34157.066),(48 34660.51),(49 35146.69),(50 35827.676),(51 36455.074),(52 36749.258),(53 36603.313),(54 36588.883),(55 36389.574),(56 36671.496),(57 36078.87),(58 36214.848),(59 36398.047),(60 36654.38),(61 36603.355),(62 36787.727),(63 37888.773),(64 37933.773),(65 38680.453),(66 39238.58),(67 39573.35),(68 40437.43),(69 40925.69),(70 40899.4),(71 41244.508),(72 41980.223),(73 42132.28),(74 41722.96),(75 42066.914),(76 41386.816),(77 41854.7),(78 41562.035),(79 41719.387),
(1 22686.684),(2 22842.488),(3 23861.264),(4 24163.488),(5 25064.36),(6 25341.729),(7 26409.902),(8 26309.375),(9 27172.482),(10 27241.865),(11 27848.514),(12 27400.22),(13 27636.04),(14 27132.969),(15 27398.775),(16 27073.758),(17 27240.291),(18 26930.086),(19 26940.217),(20 26935.316),(21 26962.832),(22 27474.146),(23 27934.564),(24 28358.244),(25 28755.34),(26 29174.48),(27 29629.46),(28 29692.043),(29 30194.326),(30 30376.6),(31 30649.121),(32 30427.855),(33 30150.584),(34 30043.463),(35 29964.922),(36 29886.707),(37 29761.865),(38 29939.295),(39 29883.426),(40 30008.953),(41 30300.355),(42 30477.746),(43 30825.504),(44 31246.9),(45 31829.947),(46 32469.248),(47 33302.242),(48 33785.797),(49 34260.527),(50 34620.965),(51 35143.574),(52 35357.313),(53 35382.89),(54 35285.09),(55 35444.164),(56 35327.938),(57 35085.11),(58 35132.715),(59 35179.824),(60 35294.387),(61 35593.86),(62 35395.953),(63 36280.223),(64 36571.484),(65 37255.973),(66 37934.832),(67 38211.082),(68 39203.27),(69 39461.348),(70 39578.277),(71 40073.598),(72 40500.223),(73 40867.066),(74 40439.07),(75 40505.785),(76 40404.41),(77 40656.35),(78 40284.098),(79 40152.953),
(1 22236.37),(2 22643.676),(3 23400.676),(4 24008.637),(5 24787.828),(6 25164.172),(7 26101.693),(8 25984.885),(9 26779.736),(10 26857.162),(11 27487.066),(12 27098.969),(13 26979.492),(14 26760.826),(15 27039.611),(16 26563.592),(17 26927.182),(18 26541.488),(19 26509.662),(20 26742.387),(21 26860.258),(22 27321.004),(23 27535.457),(24 28197.434),(25 28675.066),(26 28969.262),(27 29450.889),(28 29337.877),(29 29974.842),(30 29866.566),(31 29854.19),(32 29675.676),(33 29662.09),(34 29447.963),(35 29686.195),(36 29062.225),(37 29184.07),(38 29609.756),(39 29460.313),(40 29591.855),(41 29611.809),(42 30018.307),(43 30475.469),(44 30855.04),(45 31265.256),(46 32056.371),(47 32910.4),(48 33466.73),(49 33799.86),(50 33939.09),(51 34378.293),(52 34649.61),(53 34606.96),(54 34651.453),(55 34626.613),(56 34472.223),(57 34511.17),(58 34202.24),(59 34260.35),(60 34529.805),(61 34701.836),(62 34801.93),(63 35431.914),(64 35616.26),(65 36589.42),(66 37243.957),(67 37316.8),(68 38191.36),(69 38510.453),(70 38715.316),(71 39349.32),(72 39482.42),(73 39851.34),(74 39435.895),(75 39307.195),(76 39601.523),(77 39635.445),(78 39338.31),(79 39479.266),
(1 21205.246),(2 21709.406),(3 22182.707),(4 22864.123),(5 23533.926),(6 23916.344),(7 24694.914),(8 24916.842),(9 25540.668),(10 25688.096),(11 25878.752),(12 25756.781),(13 25653.422),(14 25566.072),(15 25767.186),(16 25316.146),(17 25440.492),(18 25349.16),(19 25447.908),(20 25584.215),(21 25855.74),(22 26145.793),(23 26441.871),(24 27061.137),(25 27394.896),(26 27553.78),(27 27944.754),(28 28063.54),(29 28321.475),(30 28308.049),(31 28361.588),(32 28388.588),(33 28358.895),(34 28144.314),(35 28119.44),(36 27841.873),(37 28075.098),(38 28308.158),(39 28296.305),(40 28198.908),(41 28383.807),(42 29005.676),(43 29271.266),(44 29540.19),(45 30189.145),(46 30790.723),(47 31473.566),(48 31902.188),(49 32291.34),(50 32774.945),(51 32947.79),(52 33558.33),(53 33422.574),(54 33620.977),(55 33187.05),(56 33360.41),(57 33547.813),(58 33252.008),(59 33281.258),(60 33493.18),(61 33444.156),(62 33906.71),(63 34434.47),(64 34441.6),(65 35255.05),(66 36337.08),(67 36106.863),(68 36886.83),(69 37258.145),(70 37589.664),(71 37796.453),(72 38090.78),(73 38390.945),(74 38226.023),(75 38262.906),(76 38546.77),(77 38410.977),(78 38444.78),(79 38462.594),
(1 20626.332),(2 21124.156),(3 21970.576),(4 22661.447),(5 23192.973),(6 23558.066),(7 24111.037),(8 24469.203),(9 25216.59),(10 25465.67),(11 25598.951),(12 25568.865),(13 25539.428),(14 25610.127),(15 25282.545),(16 25248.434),(17 25027.299),(18 25270.371),(19 25246.338),(20 25122.879),(21 25439.654),(22 25705.822),(23 26066.963),(24 26739.62),(25 26953.244),(26 27188.898),(27 27752.377),(28 27922.846),(29 28083.1),(30 28101.74),(31 28416.682),(32 28164.453),(33 28195.957),(34 28137.533),(35 27927.248),(36 28021.842),(37 27893.066),(38 28222.604),(39 28430.275),(40 28545.871),(41 28634.217),(42 28784.498),(43 29068.5),(44 29542.21),(45 30428.352),(46 31098.396),(47 31571.314),(48 32066.693),(49 32455.584),(50 33124.957),(51 33378.613),(52 33773.895),(53 33910.313),(54 33768.48),(55 33640.84),(56 33500.613),(57 33369.01),(58 33253.91),(59 33198.93),(60 33460.7),(61 33449.355),(62 34004.24),(63 34386.777),(64 34598.56),(65 35409.47),(66 36188.965),(67 36333.438),(68 37149.926),(69 37981.168),(70 38051.227),(71 38282.402),(72 38640.69),(73 38807.477),(74 38498.344),(75 38802.42),(76 38876.53),(77 38829.273),(78 38589.797),(79 38405.453),
(1 20531.205),(2 20895.398),(3 21399.695),(4 22254.668),(5 22784.123),(6 23245.074),(7 23768.979),(8 24198.016),(9 24692.68),(10 24857.025),(11 25231.9),(12 25353.887),(13 25345.563),(14 25189.098),(15 25120.803),(16 24972.209),(17 24708.197),(18 24883.951),(19 24780.586),(20 24909.676),(21 24981.234),(22 25289.023),(23 25736.428),(24 26227.105),(25 26484.855),(26 27002.623),(27 27316.156),(28 27635.285),(29 27788.996),(30 27818.254),(31 28067.984),(32 27690.883),(33 27766.434),(34 27853.814),(35 27623.553),(36 27598.783),(37 27366.318),(38 27537.264),(39 27829.965),(40 27785.377),(41 27791.02),(42 28414.176),(43 28945.402),(44 29484.688),(45 30008.799),(46 30655.98),(47 31235.191),(48 31814.941),(49 32236.379),(50 32963.582),(51 33305.473),(52 33579.457),(53 33844.863),(54 33659.11),(55 33413.94),(56 33410.11),(57 33150.29),(58 33110.71),(59 32967.695),(60 33490.66),(61 33566.664),(62 33845.01),(63 34155.51),(64 34836.305),(65 35319.914),(66 36214.582),(67 36639.36),(68 37201.24),(69 38012.484),(70 38084.016),(71 38412.836),(72 38704.996),(73 38855.426),(74 38376.64),(75 38655.43),(76 38808.832),(77 38689.43),(78 38549.855),(79 38798.527),
