1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 844187.06),(2 2789103),(3 5335445.5),(4 8162446.5),(5 11032741),(6 13726971),(7 16209271),(8 18419558),(9 20589216),(10 22604354),(11 24385544),(12 26010474),(13 27420642),(14 28487856),(15 29310878),(16 29960582),(17 30441208),(18 30841742),(19 31285202),(20 31826662),(21 32764422),(22 34287744),(23 35689748),(24 37381292),(25 39303280),(26 41401744),(27 43333710),(28 45282304),(29 46958436),(30 48630256),(31 50301452),(32 51618364),(33 52297772),(34 52325796),(35 51764084),(36 50779612),(37 49386976),(38 47811820),(39 46121396),(40 44302452),(41 42444724),(42 40666140),(43 39187268),(44 37775940),(45 36563692),(46 35557572),(47 34690388),(48 33947372),(49 33250266),(50 32601718),(51 31854536),(52 31120054),(53 30507208),(54 30146346),(55 29836678),(56 29582162),(57 29346176),(58 29346360),(59 29426538),(60 29609408),(61 30074398),(62 30778090),(63 31713750),(64 32805840),(65 34021240),(66 35154010),(67 36031308),(68 36801136),(69 37440068),(70 38041148),(71 38684990),(72 39498348),(73 40704620),(74 42236340),(75 43975636),(76 45991476),(77 48208516),(78 50502452),(79 52364916),
(1 1227.9502),(2 1326.1753),(3 1412.3597),(4 1489.8749),(5 1557.0289),(6 1636.4004),(7 1680.6335),(8 1727.7842),(9 1770.9572),(10 1794.6831),(11 1803.2341),(12 1817.4366),(13 1813.2665),(14 1805.1129),(15 1797.7484),(16 1787.8658),(17 1776.264),(18 1764.3264),(19 1769.7743),(20 1785.1769),(21 1802.5337),(22 1830.4458),(23 1864.2598),(24 1898.5837),(25 1945.2548),(26 1970.3444),(27 2010.9327),(28 2040.6487),(29 2064.4028),(30 2090.935),(31 2099.3508),(32 2105.5396),(33 2116.3674),(34 2106.2236),(35 2105.5012),(36 2094.826),(37 2099.8015),(38 2107.9043),(39 2122.172),(40 2129.6082),(41 2141.6892),(42 2177.48),(43 2206.246),(44 2238.188),(45 2287.6118),(46 2309.0815),(47 2345.4119),(48 2379.729),(49 2399.3948),(50 2428.1587),(51 2444.0122),(52 2452.2083),(53 2467.1802),(54 2477.3628),(55 2482.4475),(56 2491.8574),(57 2484.8508),(58 2490.2886),(59 2500.791),(60 2508.32),(61 2526.0461),(62 2533.4495),(63 2559.801),(64 2598.512),(65 2633.1284),(66 2652.3293),(67 2676.495),(68 2692.0522),(69 2725.452),(70 2726.028),(71 2753.8733),(72 2763.5945),(73 2788.226),(74 2808.3584),(75 2815.6548),(76 2820.466),(77 2832.2485),(78 2824.0762),(79 2829.974),
(1 1211.1791),(2 1301.214),(3 1383.0013),(4 1467.0168),(5 1525.3293),(6 1600.2915),(7 1643.9124),(8 1688.6338),(9 1726.053),(10 1743.0994),(11 1762.651),(12 1766.9875),(13 1765.4811),(14 1762.5441),(15 1744.1349),(16 1747.9268),(17 1734.2711),(18 1735.5977),(19 1741.8687),(20 1755.3953),(21 1769.0756),(22 1780.5118),(23 1826.2257),(24 1855.407),(25 1904.9875),(26 1931.8163),(27 1969.7234),(28 1988.6631),(29 2005.9634),(30 2019.9121),(31 2038.6583),(32 2049.0076),(33 2053.8567),(34 2049.9895),(35 2047.3466),(36 2051.4397),(37 2055.2815),(38 2054.3745),(39 2070.598),(40 2079.691),(41 2108.8943),(42 2122.8738),(43 2161.3525),(44 2184.7878),(45 2237.049),(46 2255.1963),(47 2282.781),(48 2308.7246),(49 2345.5996),(50 2371.5735),(51 2396.74),(52 2398.066),(53 2410.2961),(54 2429.6943),(55 2440.2876),(56 2441.9832),(57 2437.9856),(58 2446.1125),(59 2460.0842),(60 2472.3738),(61 2485.932),(62 2500.4314),(63 2526.9915),(64 2534.439),(65 2570.844),(66 2598.7913),(67 2616.929),(68 2637.6365),(69 2653.2048),(70 2659.5652),(71 2683),(72 2692.6394),(73 2709.254),(74 2728.9092),(75 2738.5076),(76 2751.5369),(77 2757.9836),(78 2760.6113),(79 2768.645),
(1 1188.2902),(2 1276.8744),(3 1360.3922),(4 1444.0468),(5 1506.7073),(6 1579.005),(7 1620.8267),(8 1669.0364),(9 1707.4126),(10 1723.7102),(11 1742.6418),(12 1756.1484),(13 1754.3733),(14 1741.3784),(15 1739.0046),(16 1732.55),(17 1720.5964),(18 1714.637),(19 1718.419),(20 1718.1409),(21 1743.0123),(22 1761.8457),(23 1790.507),(24 1818.403),(25 1870.5938),(26 1891.8297),(27 1942.7017),(28 1964.7754),(29 1984.0486),(30 2004.0115),(31 2020.8696),(32 2024.1838),(33 2023.9905),(34 2033.8267),(35 2015.5524),(36 2017.7749),(37 2012.4762),(38 2006.7489),(39 2027.4281),(40 2024.3032),(41 2036.7479),(42 2065.5874),(43 2103.0767),(44 2126.3508),(45 2157.6582),(46 2186.699),(47 2207.3323),(48 2232.9836),(49 2262.4282),(50 2284.1204),(51 2301.8826),(52 2323.0476),(53 2324.0789),(54 2341.978),(55 2343.228),(56 2330.0354),(57 2332.2793),(58 2331.747),(59 2347.7585),(60 2358.1147),(61 2366.3123),(62 2381.0378),(63 2403.7573),(64 2423.7705),(65 2447.6506),(66 2479.4883),(67 2498.2012),(68 2522.3586),(69 2526.2864),(70 2544.0596),(71 2574.7395),(72 2589.632),(73 2600.1462),(74 2609.5242),(75 2622.0803),(76 2627.9993),(77 2630.4102),(78 2641.2432),(79 2652.7268),
(1 1156.8529),(2 1242.0276),(3 1325.6669),(4 1387.0107),(5 1458.2397),(6 1529.661),(7 1570.4672),(8 1617.8674),(9 1643.4233),(10 1665.4077),(11 1676.046),(12 1695.5533),(13 1701.0969),(14 1688.0695),(15 1697.011),(16 1687.5912),(17 1671.9457),(18 1665.8995),(19 1669.052),(20 1679.5732),(21 1699.0582),(22 1726.8265),(23 1754.4752),(24 1786.0197),(25 1825.3013),(26 1856.7649),(27 1900.3392),(28 1916.3235),(29 1936.4501),(30 1951.4734),(31 1958.9049),(32 1954.0414),(33 1958.3386),(34 1967.1198),(35 1951.4116),(36 1957.9977),(37 1962.2013),(38 1964.4188),(39 1972.5656),(40 1985.583),(41 1997.3766),(42 2029.842),(43 2047.1708),(44 2077.6394),(45 2105.6646),(46 2131.5913),(47 2142.0688),(48 2171.8223),(49 2200.299),(50 2221.6255),(51 2233.3896),(52 2246.6045),(53 2247.2493),(54 2259.0796),(55 2271.009),(56 2262.4258),(57 2263.2866),(58 2273.2366),(59 2280.2014),(60 2297.5352),(61 2299.3923),(62 2323.5293),(63 2345.5215),(64 2357.5503),(65 2385.7773),(66 2411.3635),(67 2423.8906),(68 2443.7957),(69 2456.9927),(70 2466.5671),(71 2479.8552),(72 2491.3508),(73 2496.709),(74 2496.6003),(75 2516.2515),(76 2525.7056),(77 2531.4243),(78 2547.4565),(79 2554.3247),
(1 1164.932),(2 1250.4191),(3 1335.1083),(4 1401.4858),(5 1473.7041),(6 1528.3262),(7 1581.3362),(8 1625.9447),(9 1657.5916),(10 1674.9305),(11 1689.9543),(12 1706.8872),(13 1712.2587),(14 1697.197),(15 1703.0087),(16 1693.4685),(17 1672.8002),(18 1660.093),(19 1665.2866),(20 1670.0801),(21 1684.9817),(22 1713.2161),(23 1745.6183),(24 1781.2716),(25 1826.4607),(26 1854.632),(27 1890.2793),(28 1918.7794),(29 1925.3312),(30 1947.9966),(31 1958.1132),(32 1948.7535),(33 1954.991),(34 1949.9403),(35 1945.7065),(36 1948.064),(37 1954.1664),(38 1962.7794),(39 1975.4225),(40 2000.6698),(41 2015.5161),(42 2047.4008),(43 2072.1846),(44 2100.2715),(45 2137.6563),(46 2157.2795),(47 2189.8704),(48 2217.7146),(49 2244.2488),(50 2271.533),(51 2281.1694),(52 2290.486),(53 2305.4597),(54 2312.598),(55 2316.9912),(56 2318.0823),(57 2318.0745),(58 2317.034),(59 2320.0396),(60 2345.5376),(61 2353.6533),(62 2373.7456),(63 2401.9702),(64 2412.223),(65 2445.577),(66 2459.0938),(67 2479.7983),(68 2504.6912),(69 2521.9048),(70 2529.0537),(71 2540.631),(72 2556.7415),(73 2560.9016),(74 2562.275),(75 2574.9854),(76 2594.5574),(77 2595.0327),(78 2613.2515),(79 2616.9695),
(1 1124.0465),(2 1218.4427),(3 1302.065),(4 1374.4031),(5 1447.3506),(6 1504.712),(7 1557.1378),(8 1598.2253),(9 1631.9468),(10 1658.1603),(11 1669.3748),(12 1689.3293),(13 1684.7041),(14 1670.7179),(15 1674.9982),(16 1660.4071),(17 1637.4498),(18 1615.5498),(19 1636.7568),(20 1642.8658),(21 1663.123),(22 1683.1785),(23 1725.3025),(24 1753.69),(25 1805.0737),(26 1821.7927),(27 1857.4392),(28 1883.6598),(29 1897.0436),(30 1914.9495),(31 1916.1747),(32 1933.7671),(33 1922.1351),(34 1928.1382),(35 1920.379),(36 1923.9827),(37 1918.9766),(38 1918.5247),(39 1934.0044),(40 1953.5801),(41 1976.3982),(42 1996.7142),(43 2018.8226),(44 2048.1682),(45 2083.367),(46 2104.4324),(47 2143.7122),(48 2168.0483),(49 2189.686),(50 2212.7776),(51 2219.6643),(52 2229.055),(53 2243.823),(54 2240.6162),(55 2247.6055),(56 2251.2253),(57 2250.9392),(58 2249.4097),(59 2257.9878),(60 2279.4072),(61 2290.2324),(62 2301.825),(63 2317.188),(64 2340.936),(65 2373.1997),(66 2394.7202),(67 2404.654),(68 2420.8445),(69 2452.3962),(70 2457.8323),(71 2456.6858),(72 2481.248),(73 2487.2646),(74 2501.7197),(75 2500.6382),(76 2520.4033),(77 2525.0945),(78 2524.2444),(79 2529.3398),
(1 1127.6279),(2 1216.2834),(3 1291.0562),(4 1362.2433),(5 1422.0476),(6 1483.4265),(7 1533.4243),(8 1584.19),(9 1615.6802),(10 1654.7943),(11 1663.7048),(12 1672.7994),(13 1679.9396),(14 1666.523),(15 1665.4623),(16 1655.942),(17 1631.7795),(18 1618.3407),(19 1624.5275),(20 1645.1848),(21 1660.1023),(22 1680.5944),(23 1714.1233),(24 1753.1835),(25 1794.1387),(26 1824.593),(27 1850.9712),(28 1875.842),(29 1901.988),(30 1917.682),(31 1918.0405),(32 1925.1437),(33 1922.5026),(34 1929.0175),(35 1913.8757),(36 1914.0736),(37 1906.0704),(38 1912.9207),(39 1916.5513),(40 1933.5634),(41 1957.414),(42 1971.3447),(43 1997.5237),(44 2033.7782),(45 2058.567),(46 2075.1191),(47 2118.521),(48 2138.0408),(49 2154.883),(50 2169.7522),(51 2191.432),(52 2190.1982),(53 2197.2007),(54 2202.9597),(55 2200.5173),(56 2207.4473),(57 2211.6738),(58 2210.6338),(59 2220.7695),(60 2233.4297),(61 2244.4453),(62 2255.828),(63 2268.174),(64 2285.14),(65 2318.3894),(66 2334.1304),(67 2355.452),(68 2358.3967),(69 2383.8096),(70 2380.7778),(71 2403.321),(72 2418.7366),(73 2419.4124),(74 2435.7854),(75 2430.192),(76 2445.0361),(77 2459.16),(78 2462.229),(79 2471.2805),
(1 1094.8789),(2 1175.8359),(3 1255.5382),(4 1322.885),(5 1388.1649),(6 1446.582),(7 1499.8531),(8 1549.2319),(9 1579.9254),(10 1619.1515),(11 1633.4579),(12 1639.366),(13 1641.8569),(14 1632.4841),(15 1627.7046),(16 1618.9316),(17 1600.8602),(18 1590.8531),(19 1580.252),(20 1608.5012),(21 1624.5842),(22 1652.6669),(23 1671.6646),(24 1711.8042),(25 1753.2134),(26 1789.2034),(27 1816.8192),(28 1845.9366),(29 1867.5636),(30 1885.4496),(31 1881.7505),(32 1895.4147),(33 1884.7899),(34 1897.2489),(35 1885.6989),(36 1862.0101),(37 1866.4349),(38 1869.3896),(39 1867.1311),(40 1883.6174),(41 1905.6663),(42 1922.423),(43 1955.5928),(44 1989.0886),(45 2020.647),(46 2037.5055),(47 2075.5884),(48 2101.769),(49 2132.42),(50 2147.6028),(51 2173.7373),(52 2173.1758),(53 2187.852),(54 2191.4238),(55 2184.9104),(56 2178.419),(57 2176.5374),(58 2183.1646),(59 2195.7957),(60 2206.0808),(61 2208.9578),(62 2209.506),(63 2235.8318),(64 2242.0803),(65 2269.1907),(66 2286.014),(67 2317.8218),(68 2334.3425),(69 2354.9563),(70 2359.7996),(71 2382.8801),(72 2387.6401),(73 2402.3765),(74 2411.2888),(75 2407.6152),(76 2410.0583),(77 2414.037),(78 2429.513),(79 2427.4902),
(1 1071.9148),(2 1152.847),(3 1222.2695),(4 1289.4148),(5 1367.22),(6 1418.7761),(7 1466.7948),(8 1520.2655),(9 1548.2523),(10 1581.3392),(11 1589.561),(12 1605.9847),(13 1599.6862),(14 1600.3031),(15 1595.4999),(16 1593.996),(17 1574.9113),(18 1569.4393),(19 1568.911),(20 1580.8251),(21 1602.966),(22 1627.8074),(23 1649.078),(24 1692.6854),(25 1727.3416),(26 1751.0161),(27 1777.3413),(28 1799.5505),(29 1818.9559),(30 1835.44),(31 1851.2666),(32 1857.0879),(33 1854.6567),(34 1861.2723),(35 1861.2942),(36 1837.9999),(37 1847.0835),(38 1842.8373),(39 1849.2417),(40 1870.9373),(41 1885.0918),(42 1891.3201),(43 1924.7933),(44 1952.4979),(45 1989.6964),(46 2008.298),(47 2031.4265),(48 2058.1323),(49 2091.2507),(50 2101.7297),(51 2125.6821),(52 2119.0273),(53 2134.9985),(54 2144.6868),(55 2151.2031),(56 2132.7158),(57 2142.1511),(58 2153.9885),(59 2171.0823),(60 2177.473),(61 2179.547),(62 2192.442),(63 2212.399),(64 2222.0322),(65 2251.6394),(66 2258.1167),(67 2277.172),(68 2302.35),(69 2312.3933),(70 2326.5425),(71 2342.702),(72 2357.673),(73 2363.2197),(74 2368.3687),(75 2385.2908),(76 2390.9763),(77 2401.8047),(78 2401.3958),(79 2413.7996),
(1 1074.1978),(2 1158.9132),(3 1231.0084),(4 1296.9861),(5 1372.1726),(6 1424.7751),(7 1483.3228),(8 1529.0916),(9 1564.2756),(10 1584.056),(11 1602.4788),(12 1614.0402),(13 1613.1582),(14 1607.773),(15 1595.1158),(16 1591.8684),(17 1585.1316),(18 1571.5107),(19 1568.9026),(20 1582.086),(21 1610.0577),(22 1633.92),(23 1657.2345),(24 1701.1405),(25 1733.6543),(26 1761.4106),(27 1790.7343),(28 1810.6455),(29 1820.7832),(30 1839.6174),(31 1860.6036),(32 1853.1252),(33 1854.3345),(34 1856.6011),(35 1846.8354),(36 1824.6556),(37 1835.9369),(38 1834.1492),(39 1837.9404),(40 1847.2979),(41 1858.7148),(42 1880.1545),(43 1918.8513),(44 1944.3989),(45 1967.7388),(46 2002.1877),(47 2019.144),(48 2046.9546),(49 2070.8962),(50 2087.4998),(51 2102.1458),(52 2108.7737),(53 2110.6372),(54 2124.3433),(55 2124.772),(56 2117.0015),(57 2120.764),(58 2123.3093),(59 2132.2583),(60 2145.5728),(61 2142.2498),(62 2154.4263),(63 2167.795),(64 2193.1091),(65 2218.7478),(66 2226.1199),(67 2245.6208),(68 2258.331),(69 2272.6946),(70 2279.1736),(71 2299.1267),(72 2311.1775),(73 2318.5076),(74 2331.7822),(75 2355.467),(76 2350.046),(77 2362.4338),(78 2360.71),(79 2374.6636),
(1 1048.4259),(2 1141.8326),(3 1208.1674),(4 1284.9923),(5 1344.6761),(6 1398.2936),(7 1458.8652),(8 1491.8552),(9 1528.4406),(10 1543.1729),(11 1565.882),(12 1575.0468),(13 1574.9541),(14 1561.5204),(15 1548.9259),(16 1540.9181),(17 1533.6097),(18 1522.0062),(19 1526.3973),(20 1541.5568),(21 1567.2375),(22 1590.644),(23 1620.2858),(24 1657.0471),(25 1683.645),(26 1711.101),(27 1741.468),(28 1765.9783),(29 1775.1925),(30 1791.0503),(31 1795.0563),(32 1801.4418),(33 1797.9546),(34 1802.6465),(35 1786.5109),(36 1768.7734),(37 1782.469),(38 1778.1412),(39 1783.9006),(40 1781.7914),(41 1816.9999),(42 1834.9454),(43 1868.4),(44 1881.5393),(45 1906.6324),(46 1934.831),(47 1948.4647),(48 1975.7227),(49 1990.4048),(50 2013.1754),(51 2014.6227),(52 2028.2625),(53 2025.9667),(54 2032.1088),(55 2017.6127),(56 2031.0509),(57 2034.2107),(58 2038.4573),(59 2051.518),(60 2064.7922),(61 2068.2004),(62 2067.3384),(63 2081.7805),(64 2108.825),(65 2136.1548),(66 2142.2197),(67 2157.5125),(68 2172.6355),(69 2184.6084),(70 2193.1455),(71 2203.6223),(72 2224.9314),(73 2234.4502),(74 2246.2),(75 2252.7693),(76 2253.0935),(77 2276.3809),(78 2266.2466),(79 2285.1597),
(1 1042.9725),(2 1132.5643),(3 1197.0593),(4 1269.0126),(5 1320.5438),(6 1386.6332),(7 1432.2477),(8 1461.0978),(9 1500.1016),(10 1520.8995),(11 1534.15),(12 1558.0458),(13 1556.6112),(14 1545.4663),(15 1529.08),(16 1529.6),(17 1519.3728),(18 1508.7738),(19 1513.7024),(20 1529.5248),(21 1544.1078),(22 1568.1255),(23 1602.0774),(24 1640.0365),(25 1661.6637),(26 1681.3813),(27 1713.9528),(28 1738.9196),(29 1745.7035),(30 1764.8909),(31 1768.3073),(32 1774.9336),(33 1779.1465),(34 1768.9354),(35 1766.0116),(36 1748.8046),(37 1762.3002),(38 1760.5428),(39 1761.4618),(40 1756.1289),(41 1789.9579),(42 1812.7566),(43 1839.3457),(44 1854.7102),(45 1881.0553),(46 1896.8622),(47 1920.7129),(48 1931.165),(49 1957.7739),(50 1971.5245),(51 1979.6099),(52 1997.638),(53 2001.1604),(54 2002.783),(55 2006.1929),(56 2001.5636),(57 2009.6179),(58 2004.2394),(59 2033.1088),(60 2036.6277),(61 2039.5853),(62 2044.3712),(63 2061.146),(64 2076.6636),(65 2095.876),(66 2110.1602),(67 2120.1582),(68 2134.3018),(69 2163.5996),(70 2168.6826),(71 2175.2686),(72 2196.475),(73 2206.382),(74 2207.5825),(75 2215.6196),(76 2213.8008),(77 2227.9146),(78 2225.931),(79 2230.7244),
(1 1026.6553),(2 1103.8567),(3 1184.4845),(4 1236.6788),(5 1301.7128),(6 1353.4081),(7 1404.4519),(8 1446.4601),(9 1481.8629),(10 1499.6665),(11 1508.6548),(12 1532.9863),(13 1532.8325),(14 1519.85),(15 1517.4786),(16 1508.1067),(17 1502.7062),(18 1491.131),(19 1496.2499),(20 1504.6019),(21 1528.6691),(22 1546.9343),(23 1572.1495),(24 1606.1316),(25 1643.392),(26 1660.6758),(27 1698.1537),(28 1723.0059),(29 1740.4038),(30 1758.1096),(31 1761.6508),(32 1767.1427),(33 1769.1805),(34 1762.5093),(35 1755.026),(36 1745.1296),(37 1751.3378),(38 1752.8097),(39 1756.1871),(40 1764.3943),(41 1790.4946),(42 1815.9348),(43 1837.7255),(44 1857.4138),(45 1887.6931),(46 1899.0981),(47 1929.7269),(48 1944.036),(49 1973.293),(50 1986.0992),(51 1995.9028),(52 2012.9819),(53 2016.6136),(54 2018.799),(55 2022.2489),(56 2019.8737),(57 2032.4523),(58 2030.5018),(59 2038.9133),(60 2041.9344),(61 2052.0657),(62 2051.5896),(63 2068.5376),(64 2083.6648),(65 2107.464),(66 2122.3684),(67 2140.3572),(68 2154.6282),(69 2163.1575),(70 2175.446),(71 2187.032),(72 2201.6616),(73 2216.3699),(74 2215.3672),(75 2230.5798),(76 2241.916),(77 2238.5808),(78 2258.319),(79 2251.6223),
(1 1005.06433),(2 1087.2673),(3 1164.3624),(4 1225.0574),(5 1283.9142),(6 1341.4877),(7 1389.8688),(8 1423.9554),(9 1463.739),(10 1477.4832),(11 1490.6384),(12 1513.4597),(13 1507.839),(14 1497.5034),(15 1497.5245),(16 1490.342),(17 1470.7501),(18 1460.811),(19 1456.9148),(20 1469.5743),(21 1488.9454),(22 1507.1741),(23 1537.2356),(24 1563.6404),(25 1608.4543),(26 1627.7291),(27 1662.0139),(28 1686.1095),(29 1706.6348),(30 1713.9844),(31 1728.6487),(32 1720.3029),(33 1722.4308),(34 1717.3752),(35 1703.8939),(36 1696.1403),(37 1682.6731),(38 1681.5864),(39 1690.9758),(40 1696.1688),(41 1711.7416),(42 1740.5139),(43 1756.9606),(44 1782.7169),(45 1801.3037),(46 1816.9493),(47 1849.5488),(48 1871.3887),(49 1886.6647),(50 1899.2443),(51 1917.8221),(52 1932.3273),(53 1925.9558),(54 1928.8464),(55 1925.0607),(56 1919.9036),(57 1931.4238),(58 1928.9321),(59 1938.8416),(60 1948.1573),(61 1946.7428),(62 1952.7302),(63 1978.7786),(64 1989.0496),(65 2012.4928),(66 2024.9862),(67 2043.168),(68 2061.8145),(69 2067.8591),(70 2072.636),(71 2088.5325),(72 2092.3801),(73 2109.0972),(74 2111.9238),(75 2120.1711),(76 2123.6711),(77 2130.557),(78 2140.8755),(79 2142.593),
(1 985.0824),(2 1075.3201),(3 1152.7919),(4 1221.2388),(5 1269.8661),(6 1322.7743),(7 1376.7279),(8 1404.1014),(9 1432.4761),(10 1459.0143),(11 1472.4851),(12 1486.363),(13 1488.8557),(14 1484.2913),(15 1494.8668),(16 1489.3223),(17 1468.7101),(18 1469.5494),(19 1468.5646),(20 1476.4781),(21 1489.9585),(22 1507.8247),(23 1548.7983),(24 1573.2347),(25 1604.6572),(26 1630.1787),(27 1661.375),(28 1693.8318),(29 1708.8337),(30 1714.649),(31 1728.4729),(32 1722.0391),(33 1735.2916),(34 1733.5012),(35 1726.6581),(36 1724.4308),(37 1722.5107),(38 1723.2068),(39 1736.1082),(40 1739.9365),(41 1753.7526),(42 1770.0747),(43 1801.8965),(44 1823.3198),(45 1855.1681),(46 1872.8181),(47 1902.7018),(48 1921.7683),(49 1950.4104),(50 1955.795),(51 1974.0602),(52 1981.4938),(53 1987.9092),(54 1992.6167),(55 1991.4346),(56 1988.6091),(57 1999.2241),(58 2001.7456),(59 2009.5441),(60 2020.5972),(61 2020.0754),(62 2035.5948),(63 2049.0503),(64 2064.488),(65 2079.387),(66 2090.0408),(67 2118.7034),(68 2129.5737),(69 2136.577),(70 2144.5503),(71 2164.1785),(72 2166.7053),(73 2189.8308),(74 2194.3782),(75 2191.7734),(76 2204.0242),(77 2218.7234),(78 2217.2737),(79 2220.455),
(1 959.36835),(2 1034.3956),(3 1105.0144),(4 1166.4277),(5 1218.7686),(6 1265.9823),(7 1312.4546),(8 1344.417),(9 1372.2125),(10 1397.0522),(11 1406.469),(12 1410.2404),(13 1420.1371),(14 1418.4989),(15 1419.7523),(16 1413.5504),(17 1402.6952),(18 1398.1124),(19 1403.6284),(20 1413.4235),(21 1432.1672),(22 1453.0815),(23 1486.1553),(24 1505.0436),(25 1541.3983),(26 1568.2842),(27 1597.775),(28 1616.5769),(29 1636.4166),(30 1639.106),(31 1652.1783),(32 1655.1135),(33 1665.2302),(34 1652.4648),(35 1650.7397),(36 1646.0093),(37 1647.969),(38 1660.6642),(39 1677.2556),(40 1671.0757),(41 1698.9369),(42 1714.2734),(43 1740.895),(44 1754.0396),(45 1793.431),(46 1815.4503),(47 1838.0756),(48 1858.3998),(49 1879.3875),(50 1888.9073),(51 1903.493),(52 1911.505),(53 1922.5125),(54 1929.6361),(55 1924.3801),(56 1928.4869),(57 1929.7196),(58 1934.2748),(59 1937.1155),(60 1944.4502),(61 1948.3723),(62 1968.5723),(63 1984.6914),(64 2004.416),(65 2021.0051),(66 2032.2826),(67 2049.1685),(68 2056.3044),(69 2059.8784),(70 2065.5442),(71 2075.9153),(72 2078.3057),(73 2101.8364),(74 2106.5493),(75 2117.4739),(76 2126.8713),(77 2135.2756),(78 2143.754),(79 2146.702),
