1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 68062.07),(2 154341.3),(3 213050.7),(4 256669.95),(5 288824.3),(6 312479.72),(7 325674.63),(8 331031.8),(9 336027.88),(10 346461.3),(11 367156.22),(12 389470.53),(13 406194.56),(14 421007.78),(15 435507.03),(16 442927.13),(17 444223.63),(18 442767.38),(19 440832.13),(20 444815.1),(21 453206),(22 456788.75),(23 461579.2),(24 468630.53),(25 470192.5),(26 468144.5),(27 469867.56),(28 474313.03),(29 471588.38),(30 464552.66),(31 456357.3),(32 448320.53),(33 446731.13),(34 454148.38),(35 462031.34),(36 466805.13),(37 468548.28),(38 466076.1),(39 463541.9),(40 461033.72),(41 455741.5),(42 454175.5),(43 455980.1),(44 452417.72),(45 447229.7),(46 453310.22),(47 460504.44),(48 461983.84),(49 460735.78),(50 453223.7),(51 448194.1),(52 445507.4),(53 448010.6),(54 454258),(55 458436.3),(56 462583.1),(57 466085.5),(58 468487.2),(59 470411.34),(60 470504),(61 465652.7),(62 461883.63),(63 464880.8),(64 469371.7),(65 471696.66),(66 471766.3),(67 476986.53),(68 481508.44),(69 481914.44),(70 476024.7),(71 473795.9),(72 475352.06),(73 477369.72),(74 481843.2),(75 485517.72),(76 483554.22),(77 483965.47),(78 484154.53),(79 488424.7),
(1 66033.85),(2 148626.9),(3 210784.94),(4 260726.61),(5 294001.53),(6 320770.88),(7 337838.06),(8 338620.72),(9 340701.28),(10 346400.5),(11 355457.66),(12 368508.1),(13 379721.28),(14 389822.1),(15 395147),(16 399294.47),(17 405336.7),(18 406920.2),(19 403189.53),(20 397626.97),(21 403283.25),(22 412424.63),(23 426702.84),(24 437491.9),(25 441401.28),(26 446625.28),(27 456976.72),(28 462262.44),(29 467486.2),(30 464241.66),(31 465551.6),(32 465602.2),(33 469596.3),(34 475645.56),(35 482923.75),(36 480715.9),(37 477758.84),(38 471578.44),(39 463693.88),(40 455043.25),(41 441996.5),(42 431767.13),(43 431145.06),(44 431029.8),(45 432469.13),(46 441558.38),(47 445502.22),(48 452944.47),(49 455189),(50 457218.2),(51 454543.4),(52 453164.1),(53 450652.5),(54 451140.06),(55 456693.22),(56 462808.16),(57 463306.34),(58 467736.1),(59 466020.4),(60 463333.53),(61 460684.3),(62 461095.75),(63 468638.88),(64 477328.2),(65 487525.28),(66 490647.84),(67 492412.2),(68 495723.75),(69 492660.75),(70 483964.66),(71 476331.4),(72 470122.94),(73 467961.8),(74 469839.66),(75 474986.94),(76 479706.22),(77 483559.1),(78 488266.06),(79 489562.53),
(1 62709.563),(2 137842.81),(3 189887.36),(4 230598.73),(5 256077.66),(6 276911.5),(7 292733.2),(8 299393.47),(9 304325.34),(10 309458.88),(11 320815.44),(12 335948.56),(13 347150.6),(14 359063.8),(15 368475.53),(16 370596.7),(17 370954.97),(18 366210.2),(19 360590.97),(20 358626.9),(21 365899.78),(22 375427),(23 385656.28),(24 393272.5),(25 397241.94),(26 400182.97),(27 401200.2),(28 400142.13),(29 400869.16),(30 404085.5),(31 408781.13),(32 411805),(33 417096.78),(34 421799.16),(35 432560.66),(36 436385.1),(37 438461.53),(38 438233.7),(39 431256.28),(40 421791.22),(41 414459.22),(42 411197.34),(43 413278.63),(44 412833.34),(45 410656.44),(46 417275.56),(47 419655.3),(48 416359.34),(49 409029.34),(50 404339.16),(51 395470.94),(52 389398.47),(53 392765.1),(54 399959.5),(55 405345.97),(56 407819.28),(57 408416.78),(58 410863.03),(59 405830.78),(60 402369.28),(61 401856.3),(62 404175.72),(63 407821.1),(64 408442.72),(65 411465.88),(66 410888.63),(67 407103.06),(68 407758.66),(69 412698.47),(70 415144.5),(71 414823.6),(72 412375.63),(73 412457.66),(74 415087.5),(75 416357.53),(76 417824.28),(77 419655.06),(78 419748.28),(79 417570.75),
(1 60052.516),(2 133246.3),(3 186686.81),(4 226848.72),(5 254889.4),(6 271247.97),(7 283374.56),(8 291563.5),(9 300435.38),(10 313687.5),(11 326109.1),(12 343208.47),(13 357846.9),(14 367302.44),(15 370730.3),(16 372059.63),(17 370187.38),(18 365626.44),(19 362935.1),(20 360175.2),(21 360413.28),(22 361637.3),(23 361453.03),(24 361584.1),(25 365668),(26 371177.03),(27 373368.66),(28 378389),(29 380657.66),(30 383330.53),(31 385171.38),(32 384415.13),(33 388122.22),(34 388874.22),(35 388883.22),(36 383258.63),(37 380385.8),(38 377392.56),(39 377199.25),(40 374578.47),(41 374451.84),(42 380513.44),(43 382135.9),(44 385892.47),(45 390228.38),(46 398522.3),(47 402211.1),(48 402279.03),(49 398694.84),(50 394783.44),(51 394968.28),(52 394913.06),(53 393430.34),(54 392632.6),(55 392621.25),(56 393477.78),(57 396335.7),(58 403691.8),(59 402622.94),(60 404255.53),(61 404652.66),(62 400610.8),(63 393218.9),(64 389989.78),(65 393141.1),(66 393433.84),(67 392918.9),(68 390258.8),(69 393908.9),(70 398519.25),(71 403420.3),(72 402097),(73 400475.13),(74 405797.28),(75 412607.8),(76 413683.78),(77 415086.9),(78 413501.66),(79 415753.78),
(1 57373.168),(2 129157.87),(3 182007.97),(4 220779.05),(5 246936.13),(6 262480.16),(7 269900.06),(8 272570),(9 275107),(10 279671.63),(11 292595.84),(12 309788.2),(13 322221.3),(14 328790.2),(15 333779.88),(16 335720.03),(17 335363.25),(18 333688.66),(19 330700.16),(20 327380.34),(21 326170.06),(22 331078.4),(23 333969.94),(24 338282.38),(25 345831.1),(26 344802.94),(27 343109.78),(28 342119.72),(29 345510.94),(30 347628.06),(31 353336.94),(32 355595.47),(33 356916.25),(34 358430.25),(35 358085.38),(36 355199.38),(37 352803.84),(38 350369.47),(39 354876.84),(40 359946.28),(41 356747.06),(42 363732.25),(43 370849.16),(44 376719.8),(45 378590.8),(46 381637.84),(47 384913.44),(48 389951.66),(49 389287.56),(50 387208.5),(51 380965.16),(52 378424.94),(53 378808.03),(54 380112.1),(55 384633.16),(56 391138.56),(57 401587.9),(58 410897.9),(59 417419),(60 419258.47),(61 419765.9),(62 420241.28),(63 420520.94),(64 420213.66),(65 422351.2),(66 421954.34),(67 420003.9),(68 413740.38),(69 412538.2),(70 411700.28),(71 412733.38),(72 417846.94),(73 418088.75),(74 418430.25),(75 421517.72),(76 419510.38),(77 416995.28),(78 416284.94),(79 418081.28),
(1 55064.566),(2 121917.234),(3 171149.83),(4 205577.64),(5 228135.44),(6 248158.42),(7 259071.16),(8 263275.94),(9 266410.75),(10 275829.8),(11 290346.53),(12 305205.47),(13 316846.56),(14 324585.6),(15 326001.13),(16 324324.28),(17 320920.16),(18 320188.06),(19 320500.7),(20 317650.8),(21 319961.16),(22 321774.88),(23 326795.1),(24 334611.06),(25 339854.2),(26 345782.88),(27 348325.7),(28 348176.75),(29 350485.53),(30 349583.4),(31 353882.78),(32 361297.1),(33 366445.97),(34 366474.47),(35 364654.22),(36 363706.53),(37 361360.2),(38 362941.53),(39 361744.1),(40 360142.13),(41 357632.88),(42 359387.5),(43 368816.47),(44 375250.8),(45 374342.9),(46 369900.6),(47 363665.53),(48 361786.66),(49 355072.16),(50 353992.06),(51 354628.56),(52 359096.28),(53 359448.75),(54 366944.13),(55 374413.03),(56 379817.63),(57 386226.44),(58 391627.94),(59 388113.13),(60 383660.6),(61 380727.78),(62 377296.75),(63 372288.16),(64 365392.78),(65 365821.56),(66 367904.56),(67 368955.4),(68 369538.8),(69 367482.4),(70 362995.4),(71 363401.88),(72 361136.7),(73 357876.56),(74 363185.3),(75 366411.06),(76 367048.5),(77 368112.88),(78 370178.03),(79 371153.13),
(1 51994.85),(2 111867.336),(3 154017.47),(4 186985.38),(5 209374.53),(6 227367.7),(7 236654.84),(8 239775.11),(9 240591.66),(10 249502.14),(11 258918.44),(12 270636.16),(13 279735.88),(14 288327.7),(15 293636.25),(16 292930.9),(17 291256.47),(18 285054.06),(19 281846.6),(20 283041.63),(21 292233.78),(22 303622.9),(23 310722.9),(24 316233.1),(25 327020.88),(26 332772.06),(27 332210.63),(28 327518.4),(29 325638.56),(30 323943.03),(31 326720),(32 328190.34),(33 328764.16),(34 330745.34),(35 333933.5),(36 331781.2),(37 328998.13),(38 326118.75),(39 321352.22),(40 320668.5),(41 319539.97),(42 319826.84),(43 321324.78),(44 324741),(45 327388.13),(46 332257.8),(47 335841.4),(48 335257.38),(49 330795.38),(50 326046.7),(51 326583.1),(52 328970.56),(53 333134.53),(54 337887.3),(55 340952.47),(56 340931.88),(57 340926.6),(58 345307.4),(59 346910.16),(60 345838.47),(61 343075.6),(62 339449.47),(63 339548.8),(64 341041.44),(65 344601.88),(66 345518.3),(67 344682.56),(68 343035.28),(69 345325.53),(70 342327.25),(71 339258.72),(72 335171.78),(73 332855.1),(74 333181.88),(75 337483.5),(76 339922.47),(77 340706.13),(78 342709.22),(79 345908.6),
(1 50791.73),(2 111085.02),(3 153151.89),(4 182617.31),(5 201293.78),(6 212330),(7 215430.72),(8 221398.33),(9 226042.38),(10 235138.97),(11 248848.63),(12 263302.66),(13 274267.44),(14 283782.75),(15 289184.34),(16 288054.8),(17 289319.28),(18 289630.56),(19 287433.94),(20 284454.75),(21 286312.75),(22 288698.97),(23 294211.63),(24 302023.1),(25 309896.16),(26 311825.1),(27 309583.22),(28 304899.06),(29 301366.94),(30 294833),(31 293201.94),(32 295770.94),(33 299942.34),(34 305920.84),(35 310414.28),(36 313561.63),(37 315531.2),(38 313970.53),(39 309627.3),(40 308056.44),(41 305920.38),(42 304129.78),(43 306017.2),(44 308735.3),(45 308472.47),(46 310963.3),(47 314012.16),(48 317816.84),(49 320617.25),(50 319572.94),(51 318717.9),(52 317759.06),(53 316468.6),(54 318211.28),(55 321832.16),(56 322022.56),(57 323980.75),(58 327737.2),(59 328656.56),(60 330240.94),(61 329977.2),(62 330234.63),(63 336346.84),(64 340952.94),(65 343250.9),(66 342933.34),(67 340813.66),(68 337873),(69 338341.56),(70 336920.06),(71 338298.16),(72 338532.84),(73 339694.7),(74 342131.63),(75 343718.34),(76 345509.34),(77 347020.25),(78 344834),(79 347564.34),
(1 48587.895),(2 102190.586),(3 142629.66),(4 175829.1),(5 196904.92),(6 211189.5),(7 217498.11),(8 222345.64),(9 226246.4),(10 234903.11),(11 244845.22),(12 256953.98),(13 267117.2),(14 271190.44),(15 273863.06),(16 278523.34),(17 284656.16),(18 284429.9),(19 287249.75),(20 285063.13),(21 286274.2),(22 286134.63),(23 288199.9),(24 293191.25),(25 295429.28),(26 296054.8),(27 300286.53),(28 301839.8),(29 300217.2),(30 297059.38),(31 296657.34),(32 297356.8),(33 296624.6),(34 299518.53),(35 303903.75),(36 303378.7),(37 303541.72),(38 300102.1),(39 298125.3),(40 294198.2),(41 288200.1),(42 288908.25),(43 293658.3),(44 297975.03),(45 299896.6),(46 301986.06),(47 304995.4),(48 303428.03),(49 300994.56),(50 301407.03),(51 306148.6),(52 307447.3),(53 307705.53),(54 309221.94),(55 310298.34),(56 311989.56),(57 312183),(58 312789.22),(59 315721.28),(60 318366.3),(61 320171.97),(62 320575.06),(63 320843.25),(64 320044.75),(65 322380.47),(66 324413.2),(67 324674.94),(68 325395),(69 325928.03),(70 323817.25),(71 325620.88),(72 323184.88),(73 324148.03),(74 327112.25),(75 332338.63),(76 330805.66),(77 330203.44),(78 331245.06),(79 333330.03),
(1 46701.902),(2 99250.77),(3 137306.05),(4 165091.28),(5 186079.14),(6 200503.52),(7 208327.6),(8 213976.16),(9 215534.25),(10 223690.92),(11 231061.5),(12 244502.97),(13 255246),(14 264094.4),(15 269786.06),(16 271514.53),(17 276580.22),(18 275299.84),(19 272737.78),(20 272508.72),(21 275790.63),(22 281804.78),(23 285531),(24 289583.94),(25 292833.47),(26 297810.78),(27 302330.47),(28 302251.9),(29 298619.06),(30 294598.4),(31 289831.03),(32 291082.78),(33 292744.13),(34 295274.34),(35 297554.3),(36 294415.34),(37 292933.38),(38 290317.8),(39 286953.72),(40 281073),(41 276757.6),(42 275838.5),(43 273085.9),(44 272249.8),(45 269654.7),(46 270093.53),(47 272590.28),(48 273973.25),(49 270933.88),(50 264829.38),(51 260147.23),(52 258142.67),(53 259722.05),(54 265201.6),(55 271573.47),(56 275888.56),(57 276689.8),(58 280751.44),(59 281674.53),(60 282424.56),(61 282896.9),(62 281042.1),(63 279725.6),(64 281876.47),(65 286111.2),(66 287431.2),(67 289623.6),(68 292549.1),(69 295991.34),(70 294571.13),(71 293752.06),(72 291808.56),(73 293405.6),(74 299071.8),(75 304833.78),(76 305223.4),(77 305665.84),(78 307639.16),(79 308479.28),
(1 46739.598),(2 102071.664),(3 140063.27),(4 165386.63),(5 183259.78),(6 196632.16),(7 202977.36),(8 205296.36),(9 206784.11),(10 211999.02),(11 224050.8),(12 236255.72),(13 245454.27),(14 255734.28),(15 261243.95),(16 264096.8),(17 268393.78),(18 266612.53),(19 266352.7),(20 261860.44),(21 262725.4),(22 266677.28),(23 272497.28),(24 276737.47),(25 281279),(26 282386.38),(27 284898.1),(28 286566.63),(29 283356.38),(30 278890.53),(31 277192.22),(32 276404.22),(33 278254.7),(34 282199.8),(35 283791.22),(36 283251.75),(37 283055.28),(38 279764.75),(39 273547.3),(40 268578.25),(41 265929),(42 263814.53),(43 263679.72),(44 262551.75),(45 259257.39),(46 260704.44),(47 263554.44),(48 266470.03),(49 265707.4),(50 263163.7),(51 262366.38),(52 266728.34),(53 269299.28),(54 271977.28),(55 271786.34),(56 270633.25),(57 272754.38),(58 273009.06),(59 272569),(60 273010.66),(61 274434.03),(62 278347.47),(63 280800.97),(64 284982.6),(65 289435.38),(66 289266.75),(67 289405.22),(68 289764.3),(69 291490.4),(70 293763.38),(71 294102.72),(72 292935),(73 294145.72),(74 295396.03),(75 295867.4),(76 296854.97),(77 296643.34),(78 300112.94),(79 305253.6),
(1 42817.668),(2 92444.25),(3 127743.45),(4 151861.95),(5 169116.89),(6 182450.7),(7 189780.39),(8 192236),(9 194273.88),(10 199077.7),(11 206969.06),(12 215817.73),(13 222870),(14 228728.22),(15 230973.38),(16 234433),(17 237375.27),(18 238527.83),(19 242845.06),(20 242830.3),(21 245542.39),(22 247908.1),(23 249128.73),(24 249297.63),(25 249718.6),(26 250241.4),(27 252074.7),(28 254519.11),(29 253735.16),(30 250219.84),(31 249114.48),(32 247062.67),(33 248388.48),(34 248569.13),(35 251765.4),(36 257663.7),(37 260547.94),(38 263667.56),(39 264688.78),(40 263174.88),(41 259688.8),(42 256595.3),(43 256480.66),(44 258196.3),(45 261408.73),(46 266272.6),(47 270755.6),(48 275766.2),(49 275681.03),(50 273027.13),(51 271713.97),(52 273441.88),(53 274314.97),(54 275180.4),(55 277939.88),(56 277614.78),(57 273859.4),(58 270075.44),(59 264189.94),(60 263448.28),(61 262582.03),(62 261762.55),(63 261763.2),(64 258895.13),(65 259222.38),(66 259071.44),(67 259848.5),(68 260828.61),(69 263200.94),(70 266123.4),(71 266178.9),(72 263207.53),(73 260548.17),(74 264930.13),(75 269302.5),(76 273136.78),(77 274583.44),(78 277243.84),(79 278456.8),
(1 41402.293),(2 87029.57),(3 118646.086),(4 141053.52),(5 156937.39),(6 169703.05),(7 176860.67),(8 182422.06),(9 188149.17),(10 194512.69),(11 201030.02),(12 208022.38),(13 214115.08),(14 219588.77),(15 226072.47),(16 229900.98),(17 232742.14),(18 234029.2),(19 235893.03),(20 239001.77),(21 243936.86),(22 249134.56),(23 251104.98),(24 250680.2),(25 253664.73),(26 254528.48),(27 254482.8),(28 253626.61),(29 253993.92),(30 251927.16),(31 246838.13),(32 245776.72),(33 244917.89),(34 245301.5),(35 242661.33),(36 239224.86),(37 237020.6),(38 236498.61),(39 237156.14),(40 237703.02),(41 232151.72),(42 228973.44),(43 228016.6),(44 227683.11),(45 227702.8),(46 228207.31),(47 232381.75),(48 237676.89),(49 241609.81),(50 242288.95),(51 243178.17),(52 245503.77),(53 247575.02),(54 251711.02),(55 255435.11),(56 254897.38),(57 251101.27),(58 250944.8),(59 252009.7),(60 254081.58),(61 254575.28),(62 254842.23),(63 257098.53),(64 258399.95),(65 258836.6),(66 260006.55),(67 261911.58),(68 261476.77),(69 260739.45),(70 261459.5),(71 263202.88),(72 265373.5),(73 266260.13),(74 268883.44),(75 267823.97),(76 266979.28),(77 264832.53),(78 266294.1),(79 267131.78),
(1 39406.777),(2 83792.99),(3 115762.25),(4 140139.61),(5 159159),(6 171413.84),(7 174445.31),(8 176727.48),(9 176176.52),(10 178568.5),(11 181641.66),(12 186314.14),(13 190832.97),(14 195746),(15 198721.23),(16 201200.47),(17 201259.58),(18 200130.22),(19 199996.81),(20 201003.58),(21 204606.97),(22 206203.61),(23 209267.7),(24 213601.39),(25 218787.2),(26 221013.63),(27 220045.78),(28 219791.72),(29 220187.86),(30 218429.06),(31 215828.44),(32 213941.92),(33 214176.36),(34 216002.05),(35 217484.31),(36 219026.2),(37 218990.28),(38 217148.81),(39 214273.45),(40 214509.72),(41 213045.58),(42 210547.36),(43 209586.6),(44 209026.58),(45 209653.28),(46 209265.42),(47 205891.9),(48 205217.7),(49 207435.05),(50 210406.89),(51 212099.55),(52 215373.4),(53 215889.53),(54 218918.38),(55 223467.42),(56 228421.56),(57 230798.66),(58 232468.67),(59 236180.9),(60 239477.53),(61 241328.5),(62 242613.53),(63 242675.84),(64 241852.16),(65 242358.77),(66 242939.56),(67 246181.55),(68 246361.31),(69 246750.64),(70 246787.69),(71 247725.92),(72 246536.75),(73 247140.88),(74 246627.1),(75 245236.47),(76 244320.02),(77 244915.17),(78 246350.17),(79 247833.58),
(1 37492.56),(2 78497.85),(3 108561.81),(4 132327.13),(5 148421.52),(6 158462.94),(7 164786.84),(8 168334.38),(9 170552.22),(10 174219.8),(11 179899.75),(12 189361.55),(13 197789.78),(14 202913.48),(15 203898.27),(16 204422.19),(17 203953.11),(18 202992.05),(19 202784.31),(20 201781.13),(21 204859.13),(22 207318.13),(23 208530.89),(24 210778.25),(25 213995.55),(26 216469.4),(27 217551.39),(28 217137.73),(29 214176.94),(30 213001.6),(31 210529.13),(32 209029.84),(33 209899.39),(34 210998.11),(35 215369.69),(36 217364.34),(37 220137.38),(38 223065.34),(39 223948.13),(40 224905.6),(41 222633.55),(42 221647.75),(43 222814.13),(44 223914),(45 223468.19),(46 224738.33),(47 226711.61),(48 228271.2),(49 230148),(50 229834.98),(51 228395.48),(52 226638.33),(53 226602.73),(54 228344.05),(55 229293.25),(56 229702.94),(57 230589.55),(58 232551.86),(59 233783.95),(60 234526.4),(61 234959.16),(62 235047.73),(63 232589.61),(64 228750.78),(65 228817.69),(66 233095.63),(67 236935.58),(68 239196.69),(69 239323.06),(70 240141.63),(71 238912.73),(72 236722.58),(73 238473.16),(74 239112.95),(75 238311.55),(76 240548),(77 241337.69),(78 241593.89),(79 241388.28),
(1 35314.363),(2 73977.266),(3 102336.766),(4 126642.41),(5 143534.72),(6 152750),(7 158426.98),(8 162099.36),(9 162585.5),(10 163663.88),(11 167079.3),(12 174725.02),(13 179934.22),(14 184385.94),(15 188453.95),(16 190678.92),(17 191240.08),(18 190835.88),(19 189435.84),(20 187410.98),(21 187508.02),(22 189502.84),(23 192671.86),(24 196140.92),(25 200380.47),(26 201127.53),(27 200452.02),(28 199342.78),(29 200367.1),(30 199222.5),(31 197674.9),(32 197842.63),(33 200188.56),(34 202279.47),(35 206182.2),(36 208792.92),(37 210738.44),(38 212752.5),(39 208750.08),(40 207311.92),(41 205393.88),(42 204229.88),(43 206066.58),(44 208266.81),(45 210646.56),(46 213163.39),(47 214447.66),(48 211943.67),(49 208908.44),(50 205247.78),(51 200813.94),(52 196515.92),(53 194656.4),(54 196210.67),(55 198825.73),(56 202455.6),(57 203946.95),(58 205250.64),(59 205929.58),(60 207840.33),(61 207321.61),(62 206123.3),(63 205194),(64 205082.67),(65 207071.64),(66 207111.17),(67 205773.66),(68 206421.78),(69 208046.75),(70 207554.53),(71 206786.95),(72 204438.5),(73 203546.53),(74 203001.58),(75 202970.83),(76 204502.25),(77 206450.5),(78 206929.42),(79 208154.22),
(1 35028.688),(2 73208.66),(3 98404.234),(4 118529.08),(5 131582),(6 140138.06),(7 146881.4),(8 149467.5),(9 151062.27),(10 155743.58),(11 161432.47),(12 170017.66),(13 176250.2),(14 179739.45),(15 179619.16),(16 180225.83),(17 182757.98),(18 183194.1),(19 180247.55),(20 179427.42),(21 181855.03),(22 183423.9),(23 184756.28),(24 188217.95),(25 189681.39),(26 189781.39),(27 189319.39),(28 188906.52),(29 187783.02),(30 185981.84),(31 185176.02),(32 185629.16),(33 188454.75),(34 191213.66),(35 192941.69),(36 193709.03),(37 193621.33),(38 192720.16),(39 190344.2),(40 189262.72),(41 186798.3),(42 186876.72),(43 189018.81),(44 191712.83),(45 192109.39),(46 193081.13),(47 195936.69),(48 196864.64),(49 194571.28),(50 193179.8),(51 192366.42),(52 191493.16),(53 191482.22),(54 191530.1),(55 193760.16),(56 194266.84),(57 195115.28),(58 194816.17),(59 195643.95),(60 194879.03),(61 193492.34),(62 193287.31),(63 193223.11),(64 192019.2),(65 190939.56),(66 191909.66),(67 193086.84),(68 193847.27),(69 195239.98),(70 195427.83),(71 195692.9),(72 197001.27),(73 196054.45),(74 198198.66),(75 198355.9),(76 199015.45),(77 198187.77),(78 197249.53),(79 197981.8),
(1 32691.635),(2 67372.055),(3 89568.91),(4 106656.97),(5 118573.375),(6 127285.125),(7 132567.84),(8 135312.97),(9 135930.55),(10 139744.67),(11 144843.14),(12 152542.77),(13 157392.88),(14 159754.64),(15 162786.1),(16 163657.44),(17 164410.06),(18 166279.06),(19 165752.64),(20 165528.56),(21 167486.16),(22 169214.39),(23 169856.44),(24 171224.28),(25 171580.8),(26 173704.53),(27 176718.7),(28 177941.83),(29 177157.84),(30 177387.94),(31 176597.22),(32 175026.75),(33 175223.9),(34 177644.78),(35 179661.3),(36 179822.03),(37 179771.78),(38 179625.73),(39 178419.22),(40 176109.81),(41 173335.13),(42 172682.81),(43 175239.8),(44 178073.52),(45 180014.33),(46 182626.13),(47 182673.8),(48 185101.53),(49 183913.3),(50 182881.84),(51 181356.27),(52 179738.44),(53 179224.8),(54 182152.45),(55 183518.45),(56 183413.73),(57 184289.38),(58 186227.11),(59 186375.72),(60 186038.55),(61 184684.81),(62 186075.47),(63 187581.39),(64 187427.02),(65 188298.78),(66 189717.39),(67 192217.08),(68 194763.27),(69 195182.06),(70 193484.1),(71 194694),(72 193741.53),(73 193067.08),(74 191312.39),(75 191211.58),(76 192192.44),(77 194012.22),(78 194390.17),(79 197322.94),
(1 32012.027),(2 65850.96),(3 89788.53),(4 107066.11),(5 117570.53),(6 123856.05),(7 127146.18),(8 130147.37),(9 130186.73),(10 133677.53),(11 137056.63),(12 143361.58),(13 147230.31),(14 151235),(15 153819.58),(16 153517.06),(17 151210.97),(18 150426.16),(19 148704.08),(20 147924.13),(21 150655.7),(22 152219.52),(23 153977.83),(24 157329.52),(25 160057.88),(26 163867.5),(27 167184.25),(28 168731.81),(29 169999.7),(30 171557.45),(31 173160.78),(32 172868.45),(33 174120.73),(34 175299.86),(35 176828.98),(36 177429.05),(37 179443.78),(38 179558.95),(39 178110.1),(40 178576.88),(41 178725.22),(42 178382.95),(43 178131.56),(44 178094.44),(45 178011.19),(46 177217.25),(47 176083.19),(48 176305.19),(49 174320.92),(50 175107.08),(51 174255.64),(52 173758.64),(53 173046.06),(54 173914.08),(55 176205.45),(56 177148.02),(57 176384.72),(58 177863.52),(59 177208.33),(60 175832.4),(61 175034.5),(62 176542.9),(63 176889.8),(64 177823.55),(65 177236.4),(66 175527.6),(67 176569.4),(68 176129.94),(69 176213.55),(70 177338.42),(71 177783.19),(72 178263.17),(73 177931.75),(74 178085.9),(75 177712.64),(76 177398.39),(77 179533.3),(78 180888.03),(79 182265.8),
