1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98947.54),(2 353702.16),(3 761125),(4 1294145.4),(5 1951606.6),(6 2687520.3),(7 3519748),(8 4427696),(9 5397075),(10 6464168),(11 7510756),(12 8637865),(13 9905273),(14 11233295),(15 12652281),(16 14152413),(17 15733611),(18 17430600),(19 19063950),(20 20779054),(21 22574906),(22 24438390),(23 26333034),(24 28311248),(25 30345782),(26 32536650),(27 34709264),(28 36953876),(29 39319348),(30 41689964),(31 44240036),(32 47153324),(33 50054816),(34 53023216),(35 56083332),(36 59107372),(37 62262080),(38 65459588),(39 68665310),(40 71625464),(41 74373180),(42 76826010),(43 79538616),(44 82061624),(45 84338810),(46 86704310),(47 89157570),(48 91671990),(49 94344280),(50 96880904),(51 99375040),(52 101674280),(53 103766570),(54 105679576),(55 107461790),(56 109256860),(57 111085110),(58 113057496),(59 114814984),(60 116788510),(61 119084904),(62 121660220),(63 124615240),(64 127547670),(65 130505304),(66 133553704),(67 136984560),(68 140688980),(69 144387950),(70 148359620),(71 152605840),(72 156904130),(73 161497550),(74 166191940),(75 171042930),(76 175768740),(77 180705070),(78 185747070),(79 190829390),
(1 32550.14),(2 78552.805),(3 110780.96),(4 127299.66),(5 135369.45),(6 139524.2),(7 142689.73),(8 147988.67),(9 153396.28),(10 155605.17),(11 159308.25),(12 162221.39),(13 161125.75),(14 159557.6),(15 158501.7),(16 160059.94),(17 158949.69),(18 158744.17),(19 158733.77),(20 159349.83),(21 160282.03),(22 160058.22),(23 160071.61),(24 160527.78),(25 160160.6),(26 161770.6),(27 164538.47),(28 165203.38),(29 162562.92),(30 160074.28),(31 159790.94),(32 160612.58),(33 161410.86),(34 163520.98),(35 165757.81),(36 165903.14),(37 165876.44),(38 167586.38),(39 168378.4),(40 168755.47),(41 170580.05),(42 172151.95),(43 172532.69),(44 171320.11),(45 174446.47),(46 179233.42),(47 179527.67),(48 179445.3),(49 179657.23),(50 182080.78),(51 183672.25),(52 182271.23),(53 181341.61),(54 180464.39),(55 178531.2),(56 179350.16),(57 182439.88),(58 184649.11),(59 188140.39),(60 187772.9),(61 184480.47),(62 181007.4),(63 177321.31),(64 173791.36),(65 170701.31),(66 168575.2),(67 166056.05),(68 166313.64),(69 166494.94),(70 165871.73),(71 166137.33),(72 166027.72),(73 166440.89),(74 168787.83),(75 168220.3),(76 162931.13),(77 156340.45),(78 152246.61),(79 152307.61),
(1 32756.336),(2 80126.66),(3 113131.055),(4 130326.586),(5 139338.61),(6 144262.2),(7 150015.34),(8 155363.11),(9 154929.08),(10 154270.27),(11 156492.13),(12 156628.44),(13 157221.39),(14 158667.56),(15 162322.56),(16 164096.97),(17 164468.3),(18 164243.05),(19 163305.17),(20 163172.03),(21 162969.06),(22 160558.72),(23 157831.63),(24 156480.25),(25 156149.83),(26 158186.55),(27 160774.5),(28 160283.47),(29 160760.72),(30 160498.78),(31 161183.53),(32 161511.75),(33 163411.56),(34 163403.92),(35 163134.02),(36 162331.17),(37 163137.38),(38 165306.73),(39 166637.73),(40 167540.13),(41 166012.13),(42 166793.75),(43 169277.89),(44 169853.05),(45 169223.77),(46 169746.1),(47 170290.4),(48 170667.97),(49 171516.25),(50 174101.9),(51 175550.48),(52 173495.73),(53 172182.92),(54 171122.8),(55 169505.06),(56 169038.6),(57 169720.6),(58 170224.72),(59 170275.16),(60 171372.92),(61 170241.95),(62 168716.73),(63 167277.19),(64 166514.98),(65 166246.6),(66 166806.19),(67 167867.25),(68 166661.36),(69 164226.27),(70 163711.78),(71 164371.66),(72 163936.4),(73 162850.13),(74 163104.66),(75 164171.39),(76 160620.66),(77 154616.84),(78 151054.98),(79 150220.19),
(1 32242.95),(2 77666.22),(3 108652.75),(4 125103.13),(5 131974.6),(6 134340.84),(7 138234.11),(8 141510.39),(9 142763.17),(10 143850.58),(11 145538.25),(12 147663.95),(13 149843.33),(14 151606.9),(15 155607.5),(16 159512.3),(17 162537.64),(18 162985.14),(19 159408.6),(20 157474.56),(21 156822.8),(22 155708.27),(23 153189.28),(24 149355.83),(25 148067.89),(26 149863.56),(27 148752.25),(28 147907.94),(29 149492.23),(30 151541.14),(31 152519.5),(32 153619.98),(33 153421.45),(34 154217.64),(35 156033.67),(36 156958.67),(37 159455.66),(38 162029.58),(39 163537.06),(40 164729.45),(41 164663.2),(42 163991.3),(43 161172.14),(44 158276.17),(45 158847.86),(46 159057.03),(47 158404.67),(48 156330.89),(49 154409.33),(50 156371.06),(51 159448.78),(52 161676.2),(53 163329.33),(54 164265.89),(55 165277.6),(56 166821.33),(57 167490.7),(58 166527.3),(59 164678.9),(60 162448.45),(61 160636.3),(62 161104.44),(63 163621.23),(64 167916.23),(65 169825.83),(66 170306.9),(67 168099.56),(68 165596.48),(69 163654.72),(70 163637.47),(71 164551.31),(72 165070.42),(73 164714.44),(74 165241.23),(75 163752.86),(76 161139.94),(77 157161.98),(78 155503.86),(79 155807.7),
(1 31164.814),(2 75307.93),(3 106177.72),(4 124191.43),(5 134052.53),(6 139502.14),(7 143157.6),(8 145091.28),(9 144888.47),(10 144521.44),(11 145258.19),(12 147702.42),(13 151308.89),(14 153576.56),(15 154387.27),(16 154075.69),(17 154475.78),(18 152259.55),(19 148407.97),(20 146019.7),(21 143920.36),(22 141253.98),(23 137714.6),(24 136983.92),(25 137866.27),(26 138462.06),(27 137824.14),(28 140874.1),(29 143773.2),(30 145633.8),(31 147331.38),(32 150290.19),(33 151630.73),(34 153573.94),(35 155813.9),(36 156821.6),(37 158140.84),(38 159124.13),(39 160572.23),(40 163656.53),(41 166583.5),(42 166206.45),(43 163605.66),(44 161605.86),(45 162342.73),(46 162064.86),(47 158440.19),(48 152532.53),(49 151223.63),(50 151261.11),(51 151722.48),(52 154418.2),(53 157682.98),(54 158280.02),(55 157988.64),(56 158715.95),(57 160024.34),(58 158832.28),(59 157378.94),(60 153589.19),(61 152675.16),(62 155246.27),(63 158353.77),(64 158941.98),(65 156544.72),(66 152970.42),(67 150413.8),(68 148631.13),(69 148128.08),(70 149461.23),(71 151907.19),(72 154485.64),(73 155437.7),(74 156355.03),(75 155885.98),(76 153675.75),(77 154457.52),(78 155008.92),(79 154863.63),
(1 32303.283),(2 77437.664),(3 108900.06),(4 126895.734),(5 135040.34),(6 139067.23),(7 142367.58),(8 143300.67),(9 142239.98),(10 141831.27),(11 143603.31),(12 145393.63),(13 149330.58),(14 151749.4),(15 151938.77),(16 151004.95),(17 149475.22),(18 146461.34),(19 145747.48),(20 145171.48),(21 143798.44),(22 142008.97),(23 140692.31),(24 140406.73),(25 141170.17),(26 143527),(27 145598.55),(28 146880.7),(29 148112.53),(30 148308.42),(31 146722.02),(32 146473.56),(33 147882.88),(34 153213.03),(35 157516.89),(36 156631.84),(37 153632.95),(38 150484.36),(39 149547.58),(40 153047.66),(41 156223.69),(42 157588.92),(43 157040.67),(44 155828.7),(45 155383.94),(46 157390.4),(47 156957.86),(48 154273.06),(49 152094.16),(50 150052.63),(51 150274.78),(52 152048.69),(53 153810.28),(54 153943.97),(55 153119.5),(56 153868.8),(57 152892.33),(58 149476.66),(59 146719.67),(60 147469.77),(61 150273.63),(62 152444.19),(63 153579.45),(64 155041.9),(65 156080.95),(66 156335.58),(67 156165.61),(68 154682.92),(69 153274.4),(70 153530),(71 155917.63),(72 158869.13),(73 161312.98),(74 161662.95),(75 161803),(76 160378.9),(77 157648.06),(78 153699.23),(79 151782.02),
(1 32173.932),(2 76770.07),(3 108108.45),(4 124120.66),(5 132165.7),(6 135750.7),(7 138231.17),(8 138059.3),(9 137792.81),(10 137525.25),(11 138235.9),(12 138819.1),(13 139827.52),(14 139059.34),(15 138360.88),(16 137728.64),(17 136991.86),(18 138568.44),(19 143230.05),(20 144537.42),(21 141308.95),(22 136745.55),(23 134408.92),(24 135969.77),(25 137542.22),(26 138208.6),(27 138940.47),(28 140503.5),(29 144480.7),(30 147448.55),(31 148973.11),(32 150637.22),(33 152406.22),(34 154550.11),(35 157627.19),(36 158858.34),(37 159400.31),(38 159696.69),(39 159516.8),(40 158726.66),(41 158268.05),(42 159245.53),(43 159535.52),(44 158458.13),(45 158568),(46 160031.98),(47 158544.44),(48 156240.95),(49 155324.8),(50 155471.1),(51 155728.16),(52 156603.7),(53 159314.48),(54 160251.77),(55 158570.02),(56 156464.22),(57 154737.53),(58 153115.53),(59 154257.8),(60 153217.28),(61 150889.92),(62 149357.1),(63 148434.77),(64 146999.83),(65 145408.27),(66 147056.89),(67 149210.77),(68 151612.75),(69 153040.14),(70 154766.66),(71 156200.38),(72 159644.84),(73 161525.92),(74 159907.47),(75 157072.53),(76 156149.17),(77 155303.27),(78 155087.13),(79 156543.77),
(1 31005.822),(2 73040.23),(3 101493.41),(4 116760.695),(5 123534.99),(6 124860.15),(7 127539.87),(8 128740.93),(9 128130.81),(10 126930.71),(11 125405.305),(12 125642.55),(13 126538.65),(14 124602.79),(15 125466.016),(16 126720.21),(17 128210.18),(18 132089.25),(19 136635.58),(20 137640.4),(21 134257.81),(22 129781.14),(23 126896.15),(24 127290.22),(25 127434.92),(26 128114.25),(27 129756.37),(28 129141.62),(29 129430.03),(30 130865.32),(31 132947.17),(32 135390.2),(33 136593),(34 138576.42),(35 139329.45),(36 138037.52),(37 137482.02),(38 137930.69),(39 137255.25),(40 136263.05),(41 137043.1),(42 137068.86),(43 138473.75),(44 141085.33),(45 143590.33),(46 143804.17),(47 140702.39),(48 138463.98),(49 137781.61),(50 137913.48),(51 138858.92),(52 141142.02),(53 143206.45),(54 145407.28),(55 146208.53),(56 146200.88),(57 145592.2),(58 144239.3),(59 145806.63),(60 145783.48),(61 146287.83),(62 144737.6),(63 141421.81),(64 139564.03),(65 139829.11),(66 141328.28),(67 140696.81),(68 139959.16),(69 140498.61),(70 141635.03),(71 141558.9),(72 140822.05),(73 137449.58),(74 135319.66),(75 133969.67),(76 133085.45),(77 133159.72),(78 134416.22),(79 135453.83),
(1 28983.238),(2 68030.67),(3 93328.805),(4 107958.72),(5 113225.56),(6 115028.04),(7 117141.25),(8 117987.516),(9 117774.57),(10 117331.1),(11 118618.16),(12 120108.93),(13 121656.484),(14 121198.96),(15 121630.516),(16 122435.32),(17 123908.32),(18 126172.33),(19 129039.445),(20 129373.94),(21 129072.77),(22 127525.984),(23 127398.9),(24 127982.64),(25 126514.22),(26 125261.77),(27 123533.375),(28 122629.56),(29 121788.8),(30 120898.945),(31 122090.41),(32 124891.266),(33 127989.12),(34 131013.37),(35 132266.88),(36 131986.56),(37 130412.3),(38 128584.45),(39 127022.89),(40 126781.61),(41 126951.82),(42 126366.85),(43 126293.234),(44 127076.25),(45 128531.89),(46 129803.69),(47 128361.66),(48 125972.63),(49 126300.33),(50 128531.7),(51 130706.36),(52 131436.81),(53 131266.56),(54 131242.61),(55 132355.73),(56 136754.47),(57 138328.78),(58 137615.31),(59 137246.42),(60 137553.98),(61 136593.38),(62 135823.23),(63 133198.55),(64 132391.34),(65 135046.33),(66 136366.75),(67 135754.38),(68 135193.97),(69 135073.14),(70 135649.47),(71 136100.78),(72 135750.13),(73 134543.25),(74 131298.67),(75 130365.164),(76 132030.53),(77 133846.1),(78 133481.86),(79 133037.67),
(1 27550.838),(2 64213.47),(3 88428.055),(4 101468.9),(5 105519.625),(6 108698.6),(7 110715.73),(8 111863.5),(9 112676.77),(10 113997.39),(11 114798.266),(12 116448.234),(13 117514.55),(14 118410.516),(15 118143.47),(16 117762.336),(17 116565.234),(18 117307.3),(19 119774.43),(20 121475.97),(21 121689.875),(22 120066.445),(23 121020.88),(24 123724.97),(25 123909.79),(26 121972.195),(27 121228.5),(28 119159.19),(29 117195.61),(30 115200.57),(31 116895.02),(32 121393.12),(33 125459.03),(34 126004.91),(35 124973.84),(36 124445.09),(37 125289.836),(38 125665.836),(39 125157.27),(40 124158.125),(41 123242),(42 122631.33),(43 123564.49),(44 125197.625),(45 125027.22),(46 124670.16),(47 123905.57),(48 123701.734),(49 125129.44),(50 126614.7),(51 128244.76),(52 130059.805),(53 130299.625),(54 128989.555),(55 127805.414),(56 128619.51),(57 130111.58),(58 131124.16),(59 131362.9),(60 129817.414),(61 125762.64),(62 124628.42),(63 124148.836),(64 123687.19),(65 122605.914),(66 121301.03),(67 120765.36),(68 123054.56),(69 124959.44),(70 125681.15),(71 126801.766),(72 126588.76),(73 125044.99),(74 123094.28),(75 121048.23),(76 119850.3),(77 119382.586),(78 119403.766),(79 120272.48),
(1 28077.764),(2 65258.008),(3 90141.11),(4 102174.7),(5 107938.016),(6 111565.234),(7 114252.125),(8 117015.375),(9 118724.51),(10 119884.39),(11 120486.73),(12 122328.88),(13 123128.93),(14 121977.016),(15 120621.1),(16 118795.22),(17 116925.37),(18 118316.83),(19 121247.22),(20 122451.19),(21 120067.36),(22 117440.07),(23 117772.12),(24 118940.664),(25 120069.93),(26 120995.46),(27 122227.84),(28 122832.97),(29 123823.75),(30 124105.984),(31 124452.36),(32 125278.27),(33 126078.984),(34 127287.95),(35 128582.2),(36 130487.25),(37 129732.03),(38 127411.54),(39 123934.97),(40 121701.07),(41 122373.984),(42 122635.97),(43 123026.086),(44 123176.055),(45 122935.05),(46 122664.64),(47 121811.75),(48 121403.36),(49 122991.27),(50 125770.74),(51 128680.95),(52 131452.58),(53 132090.45),(54 130675.52),(55 128301.1),(56 125217.32),(57 124134.375),(58 123340.05),(59 124256.664),(60 124860.32),(61 124335.12),(62 123248.58),(63 123363.19),(64 122701.945),(65 122630.086),(66 122077.234),(67 122720.61),(68 124618.914),(69 125612.1),(70 126011.19),(71 125736.55),(72 123468.25),(73 121247.55),(74 120200.51),(75 119832.62),(76 118499.516),(77 118138.59),(78 118341.88),(79 118696.46),
(1 28337.121),(2 66229.375),(3 90738.09),(4 102547.67),(5 108490.305),(6 110522.78),(7 111053.766),(8 110750.03),(9 111477.02),(10 110501.234),(11 111136.375),(12 115583.14),(13 116793.16),(14 116353.02),(15 115396.05),(16 115153.44),(17 116453.54),(18 117539.164),(19 117062.75),(20 116696.5),(21 116086.516),(22 117068.98),(23 116235.3),(24 115960.086),(25 115608.75),(26 114601),(27 114540.68),(28 114457.28),(29 116162.02),(30 118883.31),(31 121127.05),(32 122676.87),(33 125712.664),(34 126687.914),(35 128503.266),(36 128106.305),(37 126450.07),(38 124679.95),(39 122502.92),(40 121108.23),(41 122415.59),(42 124892.23),(43 127002.68),(44 127772.95),(45 127775.52),(46 127088.99),(47 126642.39),(48 127388.89),(49 128318.875),(50 128963.59),(51 128789.54),(52 128362.07),(53 128045.76),(54 126160.95),(55 121780.05),(56 117990.97),(57 115676.79),(58 117059.086),(59 119910.79),(60 121044.7),(61 120957.47),(62 120119.67),(63 118936.25),(64 118836.59),(65 118716.375),(66 116787.94),(67 118041.18),(68 120931.52),(69 122662.63),(70 124114.46),(71 123418.13),(72 120800.39),(73 116972.07),(74 116869.97),(75 118203.59),(76 117996.055),(77 117916.84),(78 116430.53),(79 115391.3),
(1 26890.781),(2 61202.7),(3 82627.32),(4 93320.02),(5 97405.77),(6 98327.87),(7 96571.54),(8 94248.71),(9 94921.234),(10 96115.83),(11 98933.77),(12 100785.02),(13 102466.63),(14 104213.836),(15 105696.49),(16 107543.45),(17 108266.42),(18 107946.91),(19 108268.02),(20 109307.266),(21 109186.08),(22 110913.65),(23 111418.8),(24 110770.41),(25 109557.586),(26 109338.76),(27 109153.47),(28 107457.484),(29 108218.06),(30 109889.914),(31 111244.48),(32 111708.19),(33 112392.12),(34 114304.586),(35 116393.36),(36 116602.234),(37 115254.17),(38 112944.99),(39 111353.28),(40 112002.18),(41 113782.14),(42 116383.945),(43 117636.78),(44 118380.05),(45 118764.1),(46 120088.26),(47 119167.5),(48 117852.49),(49 116756.59),(50 117322.74),(51 118614.875),(52 120538.695),(53 121825.87),(54 121453.41),(55 119089.04),(56 118359.164),(57 118017.44),(58 117126.16),(59 115821.51),(60 115465.45),(61 116165.66),(62 117999.32),(63 118839.57),(64 118966.24),(65 117889.33),(66 116860.49),(67 115390.14),(68 113959.09),(69 113059.87),(70 112659.63),(71 111222.77),(72 108957.31),(73 108311.23),(74 110234.63),(75 110452.05),(76 108963.945),(77 108544.87),(78 109147.15),(79 108918.05),
(1 27185.645),(2 61712.887),(3 84470.54),(4 96358.88),(5 99928.94),(6 100749.62),(7 98825.67),(8 99193.586),(9 100598.58),(10 100323.03),(11 101413.48),(12 102641.29),(13 103098.03),(14 103946.13),(15 106520.01),(16 107558.97),(17 106982.516),(18 105100.84),(19 104834.3),(20 106207.234),(21 108145.68),(22 109266.195),(23 109326.59),(24 108479.34),(25 107101.914),(26 107629.31),(27 107246.805),(28 107212.47),(29 106741.98),(30 106940.734),(31 108344.61),(32 110402.266),(33 113005.03),(34 115657.4),(35 117450.086),(36 117910.25),(37 116418.23),(38 114000.914),(39 113430.914),(40 114242.195),(41 116287.93),(42 117105.945),(43 117911.98),(44 117974.586),(45 118096.52),(46 119788.805),(47 120125.23),(48 119129.36),(49 118416.21),(50 118784.016),(51 120364.16),(52 121666.586),(53 121658.67),(54 119433.086),(55 117546.16),(56 116329),(57 116576.266),(58 118011.69),(59 118612.375),(60 120296.38),(61 123157.39),(62 126450.18),(63 128263.05),(64 126717.23),(65 124611.52),(66 123273.31),(67 121031.96),(68 119463.35),(69 118601.83),(70 118201.33),(71 117222.75),(72 116662.95),(73 117192.51),(74 115830.33),(75 114327.23),(76 112980.69),(77 111225.984),(78 111295.33),(79 112159.51),
(1 26475.613),(2 61057.32),(3 84474.016),(4 96218.875),(5 100721.22),(6 102444.164),(7 101644.45),(8 100120.16),(9 98497.04),(10 96497.74),(11 96949.35),(12 95749.86),(13 95354.766),(14 96713.32),(15 99808.19),(16 101247.18),(17 101339.22),(18 99695.91),(19 98889.73),(20 99136.32),(21 100170.17),(22 102791.1),(23 104965.266),(24 104054.79),(25 101071.125),(26 99819.46),(27 99217.914),(28 99337.13),(29 98282.62),(30 97357.54),(31 97215.23),(32 97358.66),(33 97255.234),(34 99418.76),(35 100394.84),(36 100897.77),(37 102000.42),(38 102784.6),(39 104117.195),(40 104115.54),(41 103730.41),(42 104087.234),(43 105087.86),(44 105946.47),(45 107765.66),(46 110358.81),(47 111626.1),(48 112042.89),(49 112459.74),(50 113243.91),(51 115546.38),(52 118812.98),(53 120119.66),(54 117014.89),(55 114135.01),(56 113177.46),(57 112808.08),(58 111917.06),(59 112041.7),(60 111938),(61 113259.67),(62 115120.33),(63 115610.7),(64 114368.98),(65 113776.1),(66 113594.31),(67 113260.695),(68 112401.2),(69 112685.336),(70 112455.78),(71 111621.71),(72 110535.75),(73 110222.31),(74 108991.484),(75 108089.664),(76 108030.18),(77 108519.5),(78 108020.03),(79 108154.664),
(1 25737.629),(2 58183.418),(3 78486.72),(4 88114.64),(5 91313.52),(6 93369.61),(7 92467.07),(8 90838.43),(9 88506.82),(10 88124.98),(11 90535.22),(12 91366.02),(13 92741.66),(14 93558.17),(15 95327.76),(16 95510.14),(17 95642.9),(18 96153.03),(19 98154.28),(20 98334.64),(21 99255.72),(22 99072.25),(23 97758.13),(24 98071.15),(25 98096.35),(26 98353.45),(27 98537.13),(28 99362.164),(29 100432.83),(30 102065.266),(31 100848.586),(32 98794.91),(33 96875.09),(34 95838.22),(35 94704.43),(36 95228.88),(37 99119.53),(38 102027.266),(39 102715.11),(40 100973.65),(41 100824.914),(42 101745.66),(43 103126.26),(44 105082.41),(45 107859.04),(46 109148.984),(47 106933.875),(48 104625.24),(49 102444.99),(50 101607.16),(51 103065.734),(52 104633.79),(53 107039.875),(54 108123.14),(55 108357.13),(56 107209.875),(57 104872.59),(58 103978.67),(59 104911.586),(60 105572.46),(61 105247.06),(62 102946.695),(63 100761.69),(64 100908.97),(65 102321.11),(66 103551.83),(67 104508.41),(68 104414.82),(69 104973.56),(70 105611.195),(71 104366.78),(72 103157.45),(73 102715.06),(74 103624.12),(75 103275.32),(76 102007.87),(77 101173.42),(78 100192),(79 99114.81),
(1 24524.521),(2 55380.426),(3 73971.41),(4 80785.49),(5 83499.984),(6 84359.3),(7 85283.38),(8 86986.43),(9 86433.914),(10 87080.35),(11 88409.6),(12 89634.32),(13 90688.03),(14 90612.03),(15 91361.57),(16 92982.65),(17 94514.266),(18 96203.28),(19 96995.36),(20 97296.734),(21 97639.305),(22 96376.57),(23 92661.39),(24 92360.72),(25 94606.35),(26 96489.984),(27 99321.15),(28 101829.39),(29 102538.77),(30 102323.695),(31 101142.88),(32 100747.97),(33 99536.09),(34 98909.586),(35 99244.945),(36 99459.086),(37 100792.95),(38 102650.03),(39 102923.9),(40 104001.76),(41 103947.164),(42 103005.51),(43 101845.78),(44 100727.39),(45 100573.11),(46 102563.01),(47 102585.5),(48 101783.195),(49 101192.27),(50 101442.03),(51 103411.695),(52 105908.62),(53 107173.8),(54 108559.96),(55 109498.52),(56 108410.375),(57 106880.67),(58 105753.67),(59 105344.4),(60 103701.836),(61 101971.72),(62 99800.03),(63 98995.08),(64 100716.87),(65 102293.49),(66 104148.47),(67 103108.8),(68 101381.39),(69 100117.62),(70 100210.78),(71 101038.58),(72 101712.5),(73 101503.69),(74 100542.47),(75 99366.664),(76 97397.57),(77 95621.75),(78 93886.44),(79 92412.73),
(1 24330.555),(2 53232.8),(3 70074.86),(4 77466.414),(5 81124.39),(6 83865.22),(7 85280.8),(8 87078.09),(9 86790.836),(10 87304.97),(11 88537.78),(12 87111.33),(13 87102.53),(14 86826.95),(15 88664.53),(16 91535.44),(17 92259.2),(18 91727.836),(19 91838.49),(20 93570.06),(21 93737.96),(22 92891.52),(23 89812.61),(24 90121.86),(25 92183.41),(26 94301.25),(27 97231.19),(28 97774.734),(29 97332.64),(30 96510.48),(31 96770.69),(32 96874.89),(33 96067.82),(34 96628),(35 97328.6),(36 97090.58),(37 97006.4),(38 96341.73),(39 97850.34),(40 100417.305),(41 100863.57),(42 101250.125),(43 101321.36),(44 101684.914),(45 102631.78),(46 104662.38),(47 105515.53),(48 104043.47),(49 103268.914),(50 102322.836),(51 101430.03),(52 102507.56),(53 104567.54),(54 105610.45),(55 105763.84),(56 105821.97),(57 105290.65),(58 104028.8),(59 102075.37),(60 100137.086),(61 98678.805),(62 98529.09),(63 98273.85),(64 98938.03),(65 100059.586),(66 99919.18),(67 98082.805),(68 96861.38),(69 95748.984),(70 94734.25),(71 94917.805),(72 96448.86),(73 96376.17),(74 96013.98),(75 94637.98),(76 93521.23),(77 93023.03),(78 93051.8),(79 94700.44),
(1 24591.998),(2 53535.035),(3 70756.414),(4 77999.21),(5 80831.7),(6 81968.875),(7 82988.74),(8 84633.12),(9 85977.24),(10 87778.27),(11 87965.85),(12 86429.66),(13 86866.35),(14 86610.68),(15 86945.37),(16 85725.4),(17 85827.33),(18 86237.55),(19 88917.03),(20 91583.555),(21 93168.66),(22 92356.11),(23 90229.98),(24 90552.72),(25 91677.92),(26 92923.19),(27 94284.61),(28 93873.28),(29 94866.49),(30 96771.81),(31 98226.58),(32 97538.75),(33 95436.66),(34 95033.234),(35 96422.805),(36 98333.15),(37 97999.66),(38 97126.64),(39 96945.67),(40 97312.33),(41 99085.77),(42 100352.34),(43 102099.945),(44 103268.51),(45 102739.766),(46 102378.33),(47 101811.14),(48 101284.29),(49 101941.59),(50 102048.94),(51 102552.484),(52 102594.695),(53 103157.82),(54 103163.29),(55 103842.86),(56 104128.25),(57 103672.74),(58 103419.234),(59 102700.2),(60 101254.13),(61 99546.22),(62 99168.66),(63 100715.305),(64 102338.22),(65 103424.41),(66 104375.04),(67 101480.336),(68 98115.2),(69 96864.18),(70 95324.94),(71 95096.84),(72 95984.93),(73 95815.36),(74 95052.87),(75 93701.66),(76 94328.38),(77 94266.68),(78 92923.984),(79 92604.88),
