1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13838.2705),(2 45987.62),(3 96651.88),(4 165204.31),(5 245178.83),(6 334187.47),(7 434552.84),(8 540736.94),(9 648596.2),(10 762617.8),(11 892403.94),(12 1038870.44),(13 1199529.1),(14 1369507.1),(15 1550542.4),(16 1734330.4),(17 1916714.5),(18 2101267.8),(19 2281900.5),(20 2470512.3),(21 2659524.3),(22 2847196.3),(23 3035655.3),(24 3228402.8),(25 3421169),(26 3604758.3),(27 3797664),(28 3981692.8),(29 4184064),(30 4396184.5),(31 4624106),(32 4854019.5),(33 5090926),(34 5321768),(35 5549020.5),(36 5777020),(37 6003821.5),(38 6233132.5),(39 6488404),(40 6740109.5),(41 6995722.5),(42 7249312),(43 7505554.5),(44 7744080),(45 7978536),(46 8211761.5),(47 8469017),(48 8748328),(49 9025819),(50 9330740),(51 9655867),(52 9976425),(53 10257557),(54 10556247),(55 10850288),(56 11132883),(57 11404597),(58 11667672),(59 11931576),(60 12169208),(61 12378655),(62 12579659),(63 12780565),(64 12973447),(65 13181576),(66 13374676),(67 13575543),(68 13789601),(69 13966403),(70 14135727),(71 14273255),(72 14389040),(73 14497048),(74 14617069),(75 14735809),(76 14850329),(77 14949397),(78 15022923),(79 15099229),
(1 54.723923),(2 67.70833),(3 73.677246),(4 75.16438),(5 77.78902),(6 79.62129),(7 80.921234),(8 81.640434),(9 83.193184),(10 83.86146),(11 85.33375),(12 85.2295),(13 84.02391),(14 85.705986),(15 84.92049),(16 86.12481),(17 86.955956),(18 87.3442),(19 87.613266),(20 86.125534),(21 87.324486),(22 87.63996),(23 89.07848),(24 89.08682),(25 90.02055),(26 90.26754),(27 90.76712),(28 89.38327),(29 89.89514),(30 90.06701),(31 90.4632),(32 91.72074),(33 92.962524),(34 93.79628),(35 94.02739),(36 93.98129),(37 92.98073),(38 93.22752),(39 92.957016),(40 92.22592),(41 91.62935),(42 90.89718),(43 92.27793),(44 91.63107),(45 94.47),(46 95.0914),(47 96.54143),(48 96.16593),(49 94.19074),(50 95.314125),(51 93.691475),(52 94.13406),(53 93.44431),(54 93.31383),(55 93.38034),(56 92.76426),(57 93.589035),(58 93.6288),(59 94.60592),(60 94.21922),(61 93.799355),(62 93.47874),(63 92.93266),(64 93.45265),(65 93.10288),(66 93.372),(67 93.28072),(68 92.72793),(69 91.24539),(70 92.30535),(71 92.40835),(72 92.64041),(73 92.17653),(74 91.43501),(75 91.08481),(76 90.90249),(77 90.06939),(78 90.87401),(79 90.52025),
(1 54.083424),(2 66.670525),(3 71.36225),(4 74.77789),(5 77.20224),(6 79.02305),(7 79.69497),(8 79.541466),(9 83.38549),(10 83.82632),(11 84.889786),(12 83.53034),(13 83.19085),(14 84.534134),(15 84.475685),(16 84.97348),(17 85.97723),(18 84.48239),(19 83.89735),(20 84.22694),(21 85.26757),(22 85.29982),(23 86.96512),(24 88.706924),(25 87.03617),(26 86.429054),(27 86.863716),(28 87.61003),(29 88.43152),(30 89.731),(31 89.45273),(32 89.13358),(33 90.26859),(34 90.517105),(35 91.03798),(36 91.167984),(37 91.87201),(38 93.95152),(39 93.99989),(40 93.367195),(41 94.794106),(42 93.82232),(43 93.67333),(44 92.41001),(45 92.42235),(46 91.19998),(47 94.14472),(48 92.98981),(49 93.230934),(50 92.77541),(51 94.096054),(52 95.43266),(53 93.336075),(54 92.61983),(55 92.51661),(56 92.28935),(57 93.30368),(58 93.057396),(59 92.17931),(60 90.00563),(61 89.64684),(62 89.60136),(63 89.953835),(64 90.39252),(65 90.42467),(66 91.03395),(67 90.51426),(68 89.31513),(69 90.337166),(70 89.534195),(71 90.49775),(72 89.63045),(73 88.52553),(74 88.92448),(75 87.88948),(76 88.10681),(77 88.31706),(78 88.69058),(79 89.97571),
(1 53.23728),(2 64.93726),(3 71.342575),(4 73.764786),(5 76.16237),(6 77.680534),(7 77.707436),(8 76.82112),(9 78.0615),(10 78.91208),(11 81.74998),(12 82.74819),(13 82.19528),(14 81.96164),(15 82.567474),(16 82.790886),(17 83.00766),(18 81.782005),(19 83.5161),(20 82.36624),(21 81.88659),(22 81.63132),(23 84.31569),(24 84.26008),(25 83.10217),(26 84.28919),(27 84.550415),(28 85.38746),(29 86.04356),(30 87.11627),(31 87.62072),(32 87.8537),(33 88.23285),(34 88.50386),(35 89.22817),(36 89.4081),(37 89.13964),(38 89.49509),(39 90.81215),(40 90.701584),(41 92.206276),(42 91.30555),(43 91.58703),(44 91.552086),(45 89.68023),(46 90.82185),(47 90.154366),(48 90.10437),(49 90.77313),(50 91.46883),(51 90.70138),(52 91.91982),(53 92.600876),(54 91.00299),(55 90.723335),(56 90.983315),(57 91.39007),(58 89.11896),(59 90.347305),(60 90.08759),(61 89.9688),(62 90.6992),(63 89.98264),(64 89.158035),(65 88.53308),(66 88.343925),(67 88.316376),(68 89.07538),(69 88.16211),(70 88.07655),(71 88.04295),(72 87.255806),(73 87.26665),(74 89.80829),(75 89.60964),(76 88.72658),(77 88.50196),(78 88.211),(79 89.247955),
(1 54.384445),(2 64.77049),(3 70.63184),(4 72.482124),(5 74.49049),(6 77.353905),(7 78.00933),(8 77.84076),(9 79.02402),(10 80.18234),(11 81.66716),(12 82.535904),(13 82.021835),(14 81.75939),(15 81.487274),(16 81.99266),(17 83.64594),(18 82.43272),(19 82.81991),(20 82.43117),(21 82.07275),(22 83.21275),(23 84.35743),(24 86.27632),(25 86.35747),(26 86.97414),(27 87.009056),(28 85.64637),(29 86.686195),(30 86.44926),(31 86.278465),(32 85.81658),(33 86.158585),(34 87.43883),(35 90.45046),(36 90.367676),(37 89.34291),(38 89.067444),(39 89.7308),(40 90.605286),(41 90.21052),(42 91.35583),(43 90.36531),(44 90.09928),(45 89.53678),(46 90.75956),(47 90.53045),(48 91.78603),(49 90.91168),(50 91.59712),(51 92.066284),(52 91.76618),(53 91.69388),(54 90.74632),(55 90.20521),(56 89.947975),(57 89.49616),(58 89.41554),(59 90.88279),(60 91.08195),(61 89.781586),(62 88.369446),(63 89.05005),(64 89.509605),(65 89.25171),(66 88.943405),(67 89.2457),(68 90.08161),(69 88.84772),(70 88.29559),(71 88.58094),(72 89.18945),(73 89.96525),(74 88.872086),(75 88.84437),(76 88.3235),(77 88.15762),(78 88.13851),(79 87.60906),
(1 52.57049),(2 64.41678),(3 68.920006),(4 70.33953),(5 73.30551),(6 73.3139),(7 75.012474),(8 77.20697),(9 79.59033),(10 80.306305),(11 80.88296),(12 80.949684),(13 81.104065),(14 80.60034),(15 81.41519),(16 81.789825),(17 82.1572),(18 80.939224),(19 81.32625),(20 80.44771),(21 81.25537),(22 80.5084),(23 81.092354),(24 81.75992),(25 83.41548),(26 83.73205),(27 83.662834),(28 84.42713),(29 83.9022),(30 83.35435),(31 84.79755),(32 84.304825),(33 84.314644),(34 85.98824),(35 86.758286),(36 87.50255),(37 88.16753),(38 87.80837),(39 88.82564),(40 87.94693),(41 89.27381),(42 89.10915),(43 89.07339),(44 87.736244),(45 87.1665),(46 87.56155),(47 88.49983),(48 88.6192),(49 87.4506),(50 87.3246),(51 88.526566),(52 88.03848),(53 88.202934),(54 88.103226),(55 88.367805),(56 87.98608),(57 88.943665),(58 87.7351),(59 88.5044),(60 88.698044),(61 88.255554),(62 88.39263),(63 88.01969),(64 88.47924),(65 88.57295),(66 87.71074),(67 88.6973),(68 87.78064),(69 87.960365),(70 86.95703),(71 88.12451),(72 86.158966),(73 86.42777),(74 86.26552),(75 86.05027),(76 86.47946),(77 86.34481),(78 86.15221),(79 85.51785),
(1 52.125927),(2 62.68383),(3 67.29538),(4 70.44094),(5 72.215744),(6 73.18666),(7 74.820366),(8 75.32721),(9 76.5389),(10 78.69895),(11 79.46846),(12 79.7854),(13 78.849556),(14 81.24793),(15 80.27863),(16 79.87426),(17 80.440994),(18 80.52214),(19 81.671936),(20 81.50977),(21 81.04801),(22 80.79742),(23 83.49417),(24 82.71278),(25 82.88933),(26 83.31029),(27 84.76622),(28 84.97851),(29 84.98192),(30 83.58519),(31 84.1556),(32 83.57844),(33 84.63847),(34 84.21322),(35 84.73177),(36 86.49567),(37 87.29881),(38 86.6222),(39 86.82582),(40 85.48591),(41 86.11993),(42 85.45671),(43 85.40963),(44 85.0576),(45 86.621666),(46 86.97013),(47 87.24393),(48 87.95428),(49 88.18544),(50 88.850426),(51 88.453),(52 88.75957),(53 87.69226),(54 86.702385),(55 86.596436),(56 86.91981),(57 87.56838),(58 86.418785),(59 87.90808),(60 87.944046),(61 87.13862),(62 87.6991),(63 87.01321),(64 87.520615),(65 88.50673),(66 88.198944),(67 87.872475),(68 87.52336),(69 86.245186),(70 87.16121),(71 86.691185),(72 84.77939),(73 84.735054),(74 85.96612),(75 85.99475),(76 86.86474),(77 86.551384),(78 84.81724),(79 85.70979),
(1 50.664463),(2 62.77187),(3 67.882866),(4 70.195694),(5 70.76876),(6 73.006836),(7 74.47151),(8 76.184944),(9 76.33955),(10 78.17631),(11 77.75976),(12 78.005424),(13 79.058174),(14 80.56744),(15 80.7523),(16 82.3882),(17 81.81911),(18 81.10072),(19 81.60021),(20 79.77913),(21 80.313705),(22 81.25889),(23 81.43566),(24 82.16671),(25 83.00009),(26 82.81343),(27 83.55011),(28 84.51429),(29 83.75557),(30 83.26463),(31 84.82977),(32 85.905075),(33 85.77933),(34 84.00321),(35 83.991585),(36 84.50656),(37 85.762924),(38 85.73417),(39 87.120804),(40 86.44133),(41 87.428),(42 85.48914),(43 86.60467),(44 87.30719),(45 86.19492),(46 86.28712),(47 87.58044),(48 88.7005),(49 87.98003),(50 86.05972),(51 85.509094),(52 85.18089),(53 86.662186),(54 87.10423),(55 85.55437),(56 86.17062),(57 86.75038),(58 88.188934),(59 87.09543),(60 87.83386),(61 86.29194),(62 85.67271),(63 85.62382),(64 86.249664),(65 85.13453),(66 84.870285),(67 86.68318),(68 84.790375),(69 84.26034),(70 83.86968),(71 84.53716),(72 85.583565),(73 85.49595),(74 84.85317),(75 85.91511),(76 85.66278),(77 85.96213),(78 84.06789),(79 84.06086),
(1 50.523827),(2 62.598553),(3 68.224106),(4 70.826836),(5 72.045135),(6 73.60122),(7 75.450134),(8 76.534195),(9 76.571846),(10 78.8825),(11 79.67527),(12 80.18809),(13 79.57594),(14 81.78046),(15 80.58968),(16 80.48243),(17 80.638176),(18 80.804245),(19 82.63283),(20 82.73144),(21 82.58932),(22 82.91598),(23 84.57616),(24 85.02528),(25 83.4427),(26 83.218254),(27 82.42157),(28 82.74287),(29 82.73369),(30 83.82012),(31 85.64473),(32 85.93189),(33 86.85673),(34 85.37083),(35 85.504814),(36 85.8749),(37 86.22253),(38 87.72856),(39 87.48653),(40 87.584335),(41 88.21326),(42 87.13839),(43 88.3551),(44 86.50179),(45 87.44485),(46 87.78891),(47 88.462654),(48 89.05718),(49 89.17034),(50 88.94005),(51 87.48119),(52 86.65512),(53 86.6641),(54 87.10244),(55 87.18162),(56 86.98594),(57 87.00059),(58 86.63038),(59 86.725746),(60 86.65105),(61 85.318306),(62 86.22525),(63 85.23788),(64 86.51564),(65 86.45289),(66 86.39021),(67 87.09488),(68 87.432816),(69 86.711266),(70 84.75059),(71 84.17801),(72 84.258606),(73 85.618515),(74 86.059425),(75 85.05087),(76 86.54725),(77 87.45067),(78 86.7384),(79 86.90964),
(1 51.45697),(2 64.69146),(3 70.22743),(4 72.56281),(5 74.195885),(6 75.070656),(7 75.41463),(8 76.751656),(9 78.99454),(10 80.48214),(11 82.49988),(12 82.89946),(13 82.018394),(14 83.12171),(15 82.85233),(16 83.710915),(17 83.988075),(18 83.97301),(19 85.40492),(20 85.61105),(21 84.80551),(22 82.96516),(23 83.659454),(24 86.33171),(25 87.12667),(26 86.928085),(27 88.17483),(28 87.71421),(29 87.10843),(30 87.31515),(31 86.9649),(32 86.85598),(33 87.06992),(34 86.95548),(35 86.45531),(36 85.99279),(37 87.01089),(38 88.21915),(39 87.56155),(40 87.5378),(41 87.8296),(42 87.171196),(43 88.39301),(44 89.278114),(45 88.77973),(46 88.47897),(47 89.38815),(48 88.8536),(49 89.5095),(50 89.623055),(51 89.72927),(52 90.12487),(53 89.91214),(54 88.97741),(55 89.144135),(56 88.28289),(57 88.886566),(58 88.32867),(59 87.874825),(60 87.94617),(61 87.64692),(62 86.73128),(63 86.12971),(64 87.01174),(65 87.67779),(66 87.83645),(67 88.03685),(68 87.9003),(69 88.606285),(70 89.15324),(71 87.50167),(72 86.72071),(73 87.828384),(74 87.28731),(75 86.49862),(76 87.255005),(77 87.1389),(78 85.93204),(79 85.79574),
(1 50.74139),(2 61.119987),(3 65.58679),(4 69.88988),(5 71.28849),(6 73.44915),(7 75.402664),(8 76.04366),(9 77.158165),(10 78.76091),(11 79.457085),(12 78.93066),(13 78.65509),(14 79.43532),(15 80.62478),(16 79.85597),(17 79.40756),(18 79.65481),(19 80.10839),(20 80.46408),(21 80.46893),(22 80.19268),(23 81.457466),(24 82.22388),(25 82.30996),(26 82.64783),(27 83.58028),(28 83.294106),(29 82.60943),(30 82.94495),(31 83.91579),(32 83.221664),(33 84.01146),(34 83.01093),(35 82.93549),(36 82.20805),(37 84.00313),(38 84.97922),(39 84.400024),(40 83.99279),(41 85.3763),(42 84.78051),(43 86.34694),(44 86.85917),(45 86.5675),(46 87.8694),(47 88.690125),(48 88.30384),(49 88.90659),(50 88.78485),(51 88.69407),(52 89.771324),(53 89.25593),(54 87.39174),(55 87.60789),(56 87.15484),(57 87.35616),(58 85.92897),(59 86.23758),(60 86.29397),(61 85.274574),(62 83.67035),(63 84.22095),(64 83.26685),(65 83.47259),(66 84.2314),(67 83.92814),(68 83.109215),(69 81.89055),(70 82.107315),(71 82.73643),(72 82.52645),(73 82.22535),(74 81.266914),(75 82.297714),(76 81.116516),(77 82.090965),(78 82.82304),(79 83.41932),
(1 50.602337),(2 62.159485),(3 68.16338),(4 69.91867),(5 72.13716),(6 73.03546),(7 74.42659),(8 75.381134),(9 77.89213),(10 78.84548),(11 78.89581),(12 79.46411),(13 80.39442),(14 81.101395),(15 80.60486),(16 80.20625),(17 79.65966),(18 78.632286),(19 79.518715),(20 79.668846),(21 80.70565),(22 80.67002),(23 80.06194),(24 80.63766),(25 82.08111),(26 81.73722),(27 83.75152),(28 82.46677),(29 82.50816),(30 83.171455),(31 83.52351),(32 82.37437),(33 83.55267),(34 83.16121),(35 81.40699),(36 82.57104),(37 82.36434),(38 82.89474),(39 84.064804),(40 84.156364),(41 83.98521),(42 83.13328),(43 83.681854),(44 83.252235),(45 84.18505),(46 84.41817),(47 84.8812),(48 84.40851),(49 83.95576),(50 84.82946),(51 84.861916),(52 84.852325),(53 85.24337),(54 84.92203),(55 84.91503),(56 85.82969),(57 85.45873),(58 85.1992),(59 85.20317),(60 84.616806),(61 83.5925),(62 83.76135),(63 83.5986),(64 85.05819),(65 84.26894),(66 83.68256),(67 84.2071),(68 83.281555),(69 83.00384),(70 83.53677),(71 82.38527),(72 82.7153),(73 82.33554),(74 83.70984),(75 82.937645),(76 83.14293),(77 83.83066),(78 83.71055),(79 84.510864),
(1 51.135075),(2 62.29103),(3 68.09875),(4 71.51882),(5 72.3219),(6 73.13898),(7 76.545555),(8 76.831985),(9 78.32234),(10 80.13323),(11 82.338264),(12 82.23218),(13 81.93255),(14 83.73504),(15 84.31961),(16 82.70764),(17 81.09189),(18 83.01722),(19 82.89899),(20 83.28844),(21 82.60169),(22 83.15446),(23 83.4249),(24 83.69086),(25 83.952286),(26 84.48629),(27 84.25106),(28 83.918846),(29 84.89566),(30 84.33233),(31 85.007576),(32 83.680725),(33 83.89076),(34 85.13215),(35 85.23573),(36 84.81388),(37 84.516846),(38 85.01945),(39 85.40312),(40 85.75017),(41 87.27589),(42 85.57442),(43 87.3472),(44 86.23735),(45 85.51768),(46 85.80647),(47 86.23458),(48 86.728226),(49 86.332565),(50 85.505974),(51 85.243195),(52 86.39679),(53 86.42471),(54 85.81901),(55 84.70662),(56 84.88307),(57 84.85095),(58 85.41643),(59 85.47563),(60 85.93042),(61 85.10311),(62 87.39723),(63 87.35306),(64 87.09449),(65 86.64084),(66 86.772285),(67 85.72516),(68 86.26031),(69 86.43584),(70 85.04672),(71 84.571754),(72 86.455376),(73 85.81012),(74 85.65518),(75 85.58998),(76 86.69),(77 86.81261),(78 87.320404),(79 88.403656),
(1 49.10696),(2 59.62883),(3 65.810196),(4 69.440155),(5 70.8792),(6 72.09601),(7 73.96605),(8 73.759056),(9 75.83168),(10 77.76018),(11 78.10229),(12 79.10327),(13 78.13584),(14 78.44987),(15 77.45263),(16 77.63259),(17 77.61059),(18 77.23628),(19 78.56384),(20 78.65515),(21 78.71265),(22 77.57497),(23 78.283226),(24 79.73221),(25 79.85149),(26 81.37363),(27 81.33576),(28 82.04337),(29 81.91995),(30 81.9307),(31 81.454956),(32 80.059105),(33 80.57683),(34 80.659065),(35 80.6466),(36 80.82026),(37 82.23517),(38 81.938644),(39 83.1899),(40 83.20068),(41 83.842026),(42 83.63611),(43 83.926834),(44 83.45905),(45 84.70109),(46 84.89387),(47 85.17919),(48 85.089134),(49 83.77865),(50 83.5202),(51 83.322586),(52 84.19983),(53 82.861824),(54 81.67884),(55 82.08103),(56 80.771835),(57 81.323204),(58 82.05873),(59 81.19463),(60 81.18347),(61 80.926926),(62 80.47071),(63 80.19045),(64 80.329704),(65 80.360115),(66 80.8265),(67 81.06425),(68 80.99699),(69 80.90865),(70 80.57088),(71 80.150696),(72 79.14335),(73 79.62459),(74 81.76834),(75 80.60242),(76 81.01813),(77 82.300995),(78 82.21524),(79 83.828575),
(1 49.91148),(2 61.29288),(3 67.0177),(4 67.753334),(5 70.60946),(6 71.544174),(7 73.459656),(8 73.89356),(9 76.52648),(10 76.871925),(11 76.65703),(12 79.05817),(13 79.4267),(14 79.90635),(15 78.79054),(16 79.16029),(17 80.07557),(18 79.5501),(19 79.833534),(20 77.84604),(21 78.81911),(22 78.38662),(23 79.867714),(24 79.63923),(25 79.119896),(26 79.95441),(27 80.35005),(28 81.21716),(29 82.60954),(30 81.98641),(31 80.78962),(32 80.64061),(33 81.36418),(34 81.91319),(35 82.691246),(36 82.5761),(37 83.77836),(38 83.04054),(39 83.08553),(40 83.307335),(41 82.82222),(42 82.756355),(43 84.66764),(44 84.31787),(45 86.711685),(46 86.04459),(47 85.034996),(48 84.81388),(49 84.5628),(50 84.15694),(51 84.61578),(52 84.23819),(53 84.79952),(54 84.74755),(55 83.30883),(56 82.30097),(57 81.99098),(58 81.1921),(59 82.69221),(60 81.872345),(61 81.4608),(62 81.73964),(63 80.59919),(64 81.69691),(65 81.532425),(66 81.57444),(67 80.59778),(68 82.125465),(69 81.67452),(70 82.14646),(71 82.92951),(72 81.517365),(73 80.989784),(74 81.33476),(75 82.392685),(76 82.22535),(77 81.26896),(78 81.92807),(79 82.6035),
(1 48.654022),(2 58.57213),(3 62.092968),(4 66.016556),(5 68.54592),(6 68.81469),(7 70.0083),(8 71.412796),(9 72.663055),(10 72.91184),(11 72.64095),(12 74.63156),(13 74.26831),(14 74.417496),(15 75.41538),(16 75.35779),(17 76.092705),(18 76.67827),(19 77.68793),(20 77.077614),(21 77.96721),(22 77.44514),(23 77.41124),(24 79.01472),(25 78.74369),(26 78.72893),(27 79.138664),(28 79.21673),(29 80.56901),(30 78.828026),(31 79.178795),(32 78.322945),(33 78.466644),(34 78.99816),(35 79.41281),(36 80.37782),(37 80.77625),(38 80.14172),(39 80.15711),(40 81.907196),(41 81.33168),(42 80.67969),(43 81.9508),(44 80.939415),(45 82.177864),(46 81.62152),(47 82.320526),(48 81.58107),(49 81.62803),(50 82.155014),(51 82.40825),(52 82.16405),(53 82.63403),(54 82.44004),(55 82.44009),(56 80.626305),(57 80.717674),(58 80.56903),(59 80.00154),(60 80.18967),(61 80.3437),(62 80.424164),(63 80.21152),(64 80.991234),(65 80.68258),(66 80.83696),(67 79.78086),(68 79.81099),(69 80.70311),(70 80.70101),(71 81.19503),(72 81.43225),(73 80.44262),(74 80.895035),(75 81.45425),(76 81.510445),(77 82.22701),(78 81.25836),(79 82.35327),
(1 49.863834),(2 61.05718),(3 66.112175),(4 69.94873),(5 70.65079),(6 72.41478),(7 74.01585),(8 74.596794),(9 76.00145),(10 77.66173),(11 76.288376),(12 77.826065),(13 76.688736),(14 77.285194),(15 76.814705),(16 77.00766),(17 76.846054),(18 77.70811),(19 79.006424),(20 80.01521),(21 79.61608),(22 80.11965),(23 79.75941),(24 81.93272),(25 81.15369),(26 80.86193),(27 80.38291),(28 81.55772),(29 81.59873),(30 81.67113),(31 82.13948),(32 80.65005),(33 82.07819),(34 82.8851),(35 83.04361),(36 83.25038),(37 82.94218),(38 82.196205),(39 83.00954),(40 83.89423),(41 84.21145),(42 83.07073),(43 84.680595),(44 85.47176),(45 85.28074),(46 85.40384),(47 87.66331),(48 86.97635),(49 87.71032),(50 87.01559),(51 87.50723),(52 87.58354),(53 86.328896),(54 85.91188),(55 84.98423),(56 83.6763),(57 84.6114),(58 82.94063),(59 82.33053),(60 83.45),(61 82.04083),(62 82.615654),(63 82.885574),(64 83.05617),(65 82.30429),(66 82.64946),(67 83.30348),(68 83.81632),(69 83.65512),(70 83.960144),(71 84.0646),(72 82.783905),(73 82.56114),(74 81.936325),(75 82.526825),(76 81.606995),(77 81.55373),(78 80.4237),(79 82.166145),
(1 48.3296),(2 59.206924),(3 64.89918),(4 69.54628),(5 70.99889),(6 70.90698),(7 72.98871),(8 74.53042),(9 75.37726),(10 75.61401),(11 74.99952),(12 75.62109),(13 76.05382),(14 75.98786),(15 77.85413),(16 78.23674),(17 76.716576),(18 77.73709),(19 77.89736),(20 77.8909),(21 77.82279),(22 78.12041),(23 78.81905),(24 80.94713),(25 80.90709),(26 79.97308),(27 81.53447),(28 82.86792),(29 82.65414),(30 82.26628),(31 82.85522),(32 83.62072),(33 83.66595),(34 83.20192),(35 83.662994),(36 83.71137),(37 84.67937),(38 86.1525),(39 85.59353),(40 85.40029),(41 85.45254),(42 84.49413),(43 85.29181),(44 84.09342),(45 84.27867),(46 84.938354),(47 85.85264),(48 85.61401),(49 87.17155),(50 86.87144),(51 86.90034),(52 86.10454),(53 86.89788),(54 86.40518),(55 84.80864),(56 84.26513),(57 84.721756),(58 83.58363),(59 83.43899),(60 83.55911),(61 82.0889),(62 82.359436),(63 83.00539),(64 82.02278),(65 81.71419),(66 82.214806),(67 82.68844),(68 82.51678),(69 83.73638),(70 83.23791),(71 83.95667),(72 83.12096),(73 82.91341),(74 82.889946),(75 82.11251),(76 80.95595),(77 82.365585),(78 82.374825),(79 83.80335),
(1 47.829327),(2 58.17509),(3 63.992542),(4 68.71709),(5 71.350296),(6 72.31335),(7 73.68785),(8 73.71448),(9 74.35824),(10 74.725464),(11 75.11096),(12 76.43758),(13 76.008156),(14 76.45486),(15 77.609604),(16 77.583725),(17 77.83637),(18 77.49481),(19 78.02929),(20 76.8115),(21 78.12285),(22 76.87175),(23 78.16374),(24 78.15817),(25 79.04273),(26 78.80724),(27 78.585464),(28 78.546936),(29 79.23407),(30 79.470726),(31 80.7596),(32 81.47169),(33 80.90923),(34 80.06094),(35 79.03469),(36 81.22313),(37 81.23769),(38 80.34188),(39 80.81411),(40 82.19163),(41 81.58899),(42 80.72876),(43 82.499794),(44 81.05963),(45 80.78157),(46 80.761406),(47 82.83904),(48 82.24089),(49 81.96847),(50 82.12877),(51 81.461784),(52 81.83636),(53 81.67907),(54 81.06237),(55 81.5797),(56 81.543434),(57 80.50958),(58 80.815056),(59 81.67233),(60 81.5543),(61 81.680954),(62 81.65809),(63 80.2783),(64 82.5641),(65 81.052605),(66 80.592735),(67 80.22918),(68 80.70368),(69 81.07897),(70 81.83116),(71 82.41969),(72 81.34161),(73 81.57215),(74 80.38543),(75 81.01758),(76 80.28154),(77 81.21258),(78 80.10215),(79 80.679955),
