1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25.45226),(2 32.25639),(3 35.379),(4 37.35889),(5 38.682537),(6 40.258717),(7 41.177883),(8 41.98069),(9 42.461063),(10 42.810604),(11 43.126266),(12 43.543278),(13 43.657833),(14 43.957382),(15 43.93715),(16 44.193577),(17 44.436596),(18 44.437775),(19 44.592716),(20 44.628387),(21 44.7291),(22 44.379585),(23 45.138985),(24 45.24308),(25 45.28838),(26 45.506268),(27 45.228947),(28 45.21426),(29 45.413254),(30 45.50427),(31 45.456535),(32 45.614677),(33 46.135784),(34 46.1191),(35 46.229374),(36 46.401707),(37 46.173786),(38 46.282196),(39 46.056263),(40 46.112255),(41 46.465847),(42 46.343536),(43 46.528866),(44 46.193043),(45 46.46254),(46 46.540367),(47 46.386105),(48 46.312336),(49 46.706642),(50 47.011208),(51 46.9665),(52 46.74037),(53 46.41494),(54 46.718365),(55 46.3984),(56 46.467457),(57 46.5943),(58 46.624386),(59 46.79262),(60 47.149895),(61 47.758545),(62 47.682465),(63 47.869293),(64 48.204296),(65 48.20115),(66 48.034687),(67 47.896713),(68 47.57103),(69 47.79828),(70 47.744743),(71 47.289555),(72 47.423904),(73 47.228672),(74 47.387825),(75 47.424366),(76 47.408062),(77 47.208927),(78 47.2982),(79 47.076897),
(1 25.850986),(2 32.70205),(3 35.81561),(4 38.214424),(5 39.196445),(6 40.504696),(7 41.78979),(8 42.276924),(9 42.98873),(10 43.28192),(11 43.75411),(12 44.32317),(13 44.37274),(14 44.347744),(15 44.35018),(16 44.496834),(17 44.560333),(18 44.541622),(19 44.526093),(20 44.11581),(21 44.470882),(22 44.12508),(23 44.899734),(24 45.102364),(25 45.337494),(26 45.882195),(27 45.510593),(28 45.49115),(29 45.73576),(30 45.867126),(31 45.98824),(32 46.08155),(33 46.074635),(34 46.2946),(35 46.712677),(36 47.816486),(37 47.178543),(38 47.355774),(39 47.65032),(40 47.522984),(41 47.95314),(42 47.893795),(43 48.062897),(44 47.700268),(45 48.03292),(46 48.121056),(47 47.45061),(48 47.53428),(49 47.80087),(50 48.22334),(51 47.938198),(52 48.040936),(53 47.802254),(54 47.884148),(55 47.353516),(56 47.498745),(57 47.25431),(58 47.394173),(59 47.17567),(60 47.201397),(61 47.80513),(62 47.972973),(63 47.622288),(64 48.076653),(65 47.726643),(66 47.421963),(67 47.40938),(68 47.43834),(69 47.398247),(70 47.18018),(71 46.681232),(72 46.895622),(73 46.72772),(74 47.031044),(75 46.83029),(76 47.25904),(77 47.046635),(78 47.098312),(79 47.07649),
(1 25.715496),(2 32.28593),(3 35.479847),(4 37.953014),(5 39.457806),(6 40.320248),(7 41.415127),(8 42.530655),(9 43.094242),(10 43.75755),(11 44.02143),(12 44.053703),(13 44.318123),(14 44.421207),(15 44.178238),(16 44.544373),(17 44.72246),(18 44.867508),(19 45.366634),(20 45.06204),(21 45.06256),(22 44.675102),(23 45.683136),(24 46.174),(25 46.523674),(26 46.58504),(27 46.938187),(28 46.446968),(29 46.352135),(30 46.466743),(31 46.599754),(32 46.685833),(33 46.718258),(34 47.306637),(35 46.837204),(36 47.37055),(37 47.334457),(38 47.751785),(39 47.394543),(40 47.017773),(41 47.22472),(42 47.26464),(43 47.131763),(44 47.228416),(45 47.12388),(46 46.717514),(47 46.967945),(48 47.300896),(49 47.43137),(50 47.64853),(51 47.374645),(52 47.122986),(53 47.00403),(54 47.30748),(55 46.41868),(56 46.366085),(57 46.66581),(58 46.96889),(59 47.207893),(60 48.034286),(61 48.23473),(62 48.48378),(63 48.23821),(64 48.575302),(65 48.108936),(66 48.113346),(67 48.237804),(68 48.086105),(69 47.87687),(70 47.912357),(71 47.80935),(72 47.900616),(73 47.824295),(74 48.34388),(75 47.826622),(76 47.81604),(77 48.007126),(78 47.78848),(79 48.079285),
(1 25.799175),(2 32.70856),(3 36.275887),(4 38.141922),(5 39.781597),(6 40.742264),(7 41.536182),(8 42.69622),(9 43.147358),(10 44.05105),(11 44.12852),(12 43.944366),(13 44.3642),(14 44.912006),(15 45.20488),(16 45.23501),(17 45.1871),(18 44.960423),(19 45.047855),(20 44.7615),(21 44.706947),(22 44.649414),(23 45.603657),(24 46.17809),(25 46.067554),(26 46.500122),(27 46.554523),(28 45.878746),(29 46.569084),(30 46.72927),(31 46.407074),(32 46.13281),(33 46.355),(34 46.32121),(35 46.263435),(36 46.763615),(37 46.863697),(38 46.915188),(39 47.453987),(40 46.94329),(41 47.388996),(42 47.244747),(43 47.097496),(44 47.088627),(45 47.29099),(46 47.023705),(47 47.303593),(48 47.17754),(49 46.850945),(50 47.336052),(51 47.268284),(52 47.879883),(53 47.862064),(54 47.848602),(55 47.74437),(56 47.979733),(57 48.57878),(58 48.01161),(59 47.93384),(60 48.016167),(61 48.187977),(62 48.99193),(63 48.591984),(64 48.437954),(65 48.632294),(66 48.415432),(67 48.79527),(68 48.44702),(69 48.523834),(70 48.468784),(71 48.056995),(72 48.856625),(73 48.6443),(74 48.755806),(75 48.517723),(76 48.746788),(77 48.435192),(78 48.25439),(79 48.549816),
(1 26.079786),(2 32.459545),(3 35.37419),(4 37.537186),(5 39.094776),(6 40.20984),(7 41.52038),(8 42.21253),(9 43.064724),(10 43.563293),(11 43.94786),(12 44.196552),(13 44.27173),(14 45.086994),(15 44.858883),(16 44.588802),(17 45.137783),(18 45.24963),(19 44.914463),(20 44.83512),(21 45.05927),(22 44.783756),(23 45.299557),(24 45.67273),(25 45.715096),(26 46.470398),(27 46.406284),(28 45.752663),(29 45.8132),(30 46.220116),(31 46.259945),(32 46.047733),(33 45.81817),(34 46.273285),(35 46.683815),(36 46.995056),(37 47.02941),(38 47.02396),(39 47.342537),(40 47.242043),(41 47.360355),(42 47.549706),(43 47.89749),(44 47.792953),(45 47.44371),(46 47.20398),(47 47.608036),(48 47.647728),(49 47.629677),(50 48.17525),(51 47.774235),(52 47.88301),(53 47.5193),(54 47.37398),(55 47.69417),(56 47.782017),(57 48.161243),(58 47.72479),(59 47.976),(60 48.205456),(61 48.421963),(62 48.50191),(63 48.222145),(64 48.32819),(65 48.254677),(66 48.027752),(67 47.592075),(68 47.621193),(69 47.731365),(70 47.87122),(71 47.839237),(72 48.12909),(73 48.144615),(74 48.034496),(75 47.89219),(76 47.766533),(77 47.84536),(78 47.55677),(79 47.251846),
(1 25.241117),(2 32.417267),(3 35.819817),(4 38.00575),(5 39.138187),(6 40.360523),(7 41.37608),(8 42.291103),(9 42.745438),(10 43.308617),(11 43.31809),(12 43.485397),(13 43.63573),(14 44.345097),(15 44.304176),(16 44.442196),(17 44.515495),(18 44.601357),(19 44.541836),(20 44.21904),(21 43.924503),(22 44.081703),(23 44.57246),(24 44.897007),(25 44.543446),(26 45.08447),(27 44.794655),(28 44.735035),(29 44.71247),(30 44.902973),(31 44.869556),(32 44.940548),(33 44.82608),(34 45.59816),(35 46.036922),(36 46.68852),(37 46.25385),(38 46.063026),(39 46.07426),(40 45.670498),(41 46.293858),(42 46.270824),(43 46.609917),(44 46.228565),(45 46.49698),(46 46.514755),(47 46.797825),(48 47.408703),(49 47.070534),(50 47.452213),(51 46.9882),(52 47.00168),(53 47.559204),(54 47.710445),(55 48.06822),(56 47.72935),(57 47.908955),(58 48.11694),(59 48.04759),(60 47.813915),(61 47.91872),(62 48.252666),(63 48.006268),(64 48.071674),(65 47.919277),(66 47.50904),(67 47.312767),(68 47.193344),(69 47.07134),(70 47.100254),(71 46.56234),(72 46.675663),(73 46.89951),(74 47.094894),(75 46.89749),(76 46.912743),(77 46.750484),(78 46.82632),(79 46.54867),
(1 25.4469),(2 32.355625),(3 35.55854),(4 37.62032),(5 39.420017),(6 40.486874),(7 41.310257),(8 42.380543),(9 43.168434),(10 43.86806),(11 43.939026),(12 44.0981),(13 44.347042),(14 44.81266),(15 45.16633),(16 44.88013),(17 44.894077),(18 44.76599),(19 44.816425),(20 44.80615),(21 44.439125),(22 44.70096),(23 45.373688),(24 45.641293),(25 45.389576),(26 45.772717),(27 46.12297),(28 45.899784),(29 45.660595),(30 45.965233),(31 46.025898),(32 45.73936),(33 45.9424),(34 46.031525),(35 45.83681),(36 46.36492),(37 46.356956),(38 46.73725),(39 47.165653),(40 47.371807),(41 47.384674),(42 47.319714),(43 47.89845),(44 47.59223),(45 48.103756),(46 47.812954),(47 47.88304),(48 47.83057),(49 47.615997),(50 48.099323),(51 47.867226),(52 48.10853),(53 48.37544),(54 48.256023),(55 48.3205),(56 47.739643),(57 48.501686),(58 48.25677),(59 48.24581),(60 47.93985),(61 48.1414),(62 48.35156),(63 48.393867),(64 48.457554),(65 47.961254),(66 47.74983),(67 48.276695),(68 47.89838),(69 47.92806),(70 47.710854),(71 47.48838),(72 47.945633),(73 47.991833),(74 48.066494),(75 48.273804),(76 48.06032),(77 48.430088),(78 48.16427),(79 47.998432),
(1 25.50929),(2 32.53065),(3 35.716198),(4 37.71878),(5 39.4492),(6 40.500423),(7 41.084435),(8 42.096546),(9 42.88314),(10 43.160954),(11 43.560234),(12 43.72407),(13 44.364075),(14 44.51312),(15 44.658466),(16 44.476425),(17 44.48987),(18 44.29477),(19 44.340252),(20 44.641266),(21 44.330456),(22 44.366142),(23 45.170246),(24 45.439037),(25 45.6421),(26 45.465),(27 45.64722),(28 45.57823),(29 45.520615),(30 45.571087),(31 45.680447),(32 45.411224),(33 45.623783),(34 45.989456),(35 45.507908),(36 46.299824),(37 46.249004),(38 46.42831),(39 46.556976),(40 46.208233),(41 46.768368),(42 46.677597),(43 47.048637),(44 46.752663),(45 46.640522),(46 46.700527),(47 46.62919),(48 47.16882),(49 47.090336),(50 47.585125),(51 47.093216),(52 47.42039),(53 47.461445),(54 47.32438),(55 47.308784),(56 46.8447),(57 47.381657),(58 47.589855),(59 47.24011),(60 47.4004),(61 47.813335),(62 47.790405),(63 47.49911),(64 47.690395),(65 47.39896),(66 47.0807),(67 47.4288),(68 47.4117),(69 47.384663),(70 46.868587),(71 47.014572),(72 46.869564),(73 46.894547),(74 47.063396),(75 47.652557),(76 47.330513),(77 47.319565),(78 47.066006),(79 46.785477),
(1 24.817028),(2 31.619696),(3 34.48688),(4 37.073933),(5 38.50325),(6 39.617214),(7 40.600666),(8 41.63976),(9 42.199223),(10 42.50771),(11 43.195198),(12 42.919067),(13 43.49526),(14 44.011017),(15 44.325405),(16 43.98177),(17 44.24632),(18 44.53356),(19 44.626583),(20 44.60227),(21 44.422745),(22 44.34842),(23 44.5822),(24 44.75539),(25 45.085293),(26 45.029095),(27 45.288357),(28 45.972107),(29 45.23072),(30 45.280743),(31 45.38197),(32 45.623573),(33 45.591732),(34 45.47022),(35 45.48019),(36 46.337994),(37 46.275085),(38 45.821304),(39 46.23698),(40 46.086136),(41 45.90108),(42 46.394188),(43 46.350697),(44 46.42214),(45 46.634678),(46 46.777817),(47 47.085075),(48 47.35719),(49 47.15567),(50 47.527172),(51 47.20989),(52 47.411404),(53 47.442535),(54 47.15768),(55 47.287827),(56 47.18855),(57 47.574406),(58 47.791763),(59 47.57729),(60 47.42507),(61 47.759914),(62 47.82132),(63 47.815536),(64 47.643707),(65 46.83784),(66 46.333893),(67 46.70838),(68 46.347095),(69 46.371365),(70 46.40483),(71 46.098248),(72 46.279522),(73 46.473442),(74 46.81151),(75 46.416973),(76 46.325264),(77 46.490036),(78 46.574074),(79 46.21711),
(1 24.499722),(2 31.185547),(3 33.97253),(4 36.115818),(5 37.381714),(6 38.674362),(7 40.30033),(8 40.8956),(9 41.377605),(10 42.044216),(11 42.548393),(12 42.59635),(13 43.1078),(14 43.403187),(15 43.460316),(16 43.218735),(17 43.301468),(18 43.246075),(19 43.650517),(20 43.701485),(21 43.35375),(22 43.478256),(23 43.93555),(24 44.06625),(25 44.295937),(26 44.726295),(27 44.217632),(28 44.485065),(29 44.43315),(30 44.59283),(31 44.571075),(32 44.862534),(33 45.088276),(34 45.027794),(35 44.469944),(36 44.9958),(37 45.364136),(38 45.703037),(39 46.145573),(40 45.715866),(41 46.031376),(42 46.122463),(43 46.154835),(44 46.0073),(45 45.98975),(46 46.03832),(47 45.84753),(48 46.11881),(49 46.09508),(50 46.494564),(51 45.972828),(52 46.709427),(53 46.595455),(54 46.511856),(55 46.54731),(56 46.656517),(57 46.414875),(58 46.415115),(59 46.5098),(60 46.11412),(61 46.47628),(62 46.552887),(63 46.435917),(64 46.511818),(65 46.398872),(66 46.546936),(67 46.950577),(68 46.78132),(69 47.10321),(70 47.049416),(71 46.551075),(72 46.73346),(73 46.316704),(74 46.588333),(75 46.59062),(76 46.72156),(77 46.359417),(78 46.07798),(79 46.213284),
(1 24.501827),(2 31.145992),(3 34.056976),(4 36.300312),(5 37.525616),(6 38.27376),(7 39.918507),(8 40.47761),(9 41.039093),(10 41.798595),(11 42.15896),(12 42.11521),(13 42.17063),(14 42.58417),(15 42.669415),(16 43.186054),(17 43.396908),(18 43.401806),(19 43.87605),(20 43.978447),(21 44.019527),(22 43.684544),(23 43.964012),(24 44.376328),(25 44.316574),(26 44.69691),(27 44.63433),(28 44.822067),(29 44.859592),(30 44.79182),(31 45.19204),(32 45.410683),(33 45.43538),(34 45.557095),(35 45.572784),(36 45.856777),(37 46.089252),(38 46.430645),(39 46.098934),(40 45.989418),(41 46.02323),(42 46.17507),(43 47.122005),(44 46.74467),(45 46.554413),(46 45.968113),(47 45.977722),(48 46.244247),(49 46.20514),(50 46.85816),(51 46.207672),(52 46.299633),(53 46.52812),(54 46.42449),(55 46.46416),(56 46.3597),(57 46.481674),(58 46.282333),(59 46.370686),(60 46.296192),(61 46.258522),(62 46.733543),(63 46.267727),(64 46.556416),(65 46.313766),(66 46.171284),(67 46.028427),(68 45.986633),(69 46.198177),(70 46.33121),(71 46.213703),(72 46.56728),(73 46.23027),(74 46.410313),(75 46.39111),(76 46.033337),(77 46.15249),(78 46.17775),(79 46.64693),
(1 24.641226),(2 31.346573),(3 34.415894),(4 36.31544),(5 37.510445),(6 38.535015),(7 39.793304),(8 40.600163),(9 41.432365),(10 41.610035),(11 42.462124),(12 42.333797),(13 42.648483),(14 43.043804),(15 42.611603),(16 42.38978),(17 42.593346),(18 42.74911),(19 43.056705),(20 42.81768),(21 42.73124),(22 43.014156),(23 43.682064),(24 44.199497),(25 43.903763),(26 44.366615),(27 44.25303),(28 44.127666),(29 44.558334),(30 44.41851),(31 44.66471),(32 44.737946),(33 45.22464),(34 45.145145),(35 45.075302),(36 45.221703),(37 45.56084),(38 45.710327),(39 45.380814),(40 45.5718),(41 45.394596),(42 45.56391),(43 45.845245),(44 45.472767),(45 45.144005),(46 45.69273),(47 45.189266),(48 45.406483),(49 45.78441),(50 46.476974),(51 45.735386),(52 46.154205),(53 45.89172),(54 46.124622),(55 46.181744),(56 45.92309),(57 46.297153),(58 46.14176),(59 46.10404),(60 46.636044),(61 46.78191),(62 46.69531),(63 46.64317),(64 46.400215),(65 46.785793),(66 46.588856),(67 46.595444),(68 46.27226),(69 45.894554),(70 46.18096),(71 46.09826),(72 46.32732),(73 46.36666),(74 46.236828),(75 46.360203),(76 46.401344),(77 45.96014),(78 45.990726),(79 45.95188),
(1 24.090801),(2 30.613276),(3 33.199505),(4 35.550488),(5 36.769135),(6 37.956657),(7 38.625957),(8 39.232243),(9 39.91378),(10 40.593254),(11 40.811935),(12 40.83007),(13 41.43273),(14 41.539566),(15 41.98025),(16 41.613827),(17 41.68464),(18 42.043957),(19 42.53498),(20 42.30288),(21 41.83334),(22 41.80632),(23 42.57571),(24 43.021122),(25 43.57054),(26 43.95369),(27 42.791225),(28 43.012135),(29 43.112385),(30 43.347847),(31 43.47435),(32 43.646324),(33 44.004604),(34 44.056366),(35 44.207584),(36 44.457115),(37 44.686916),(38 44.707893),(39 44.579742),(40 44.383297),(41 44.45979),(42 44.556778),(43 45.173176),(44 44.655777),(45 44.647224),(46 44.517014),(47 44.725964),(48 44.75005),(49 44.52723),(50 44.89062),(51 44.883583),(52 44.734615),(53 45.08976),(54 45.63265),(55 45.468975),(56 45.196598),(57 45.599438),(58 45.573757),(59 45.697502),(60 45.740696),(61 45.442875),(62 45.331585),(63 45.107094),(64 45.227253),(65 45.012775),(66 44.887802),(67 44.689938),(68 44.117012),(69 44.352005),(70 44.197166),(71 44.215477),(72 44.35932),(73 45.015865),(74 45.007553),(75 45.317215),(76 44.75254),(77 44.626297),(78 44.544174),(79 44.84076),
(1 24.980062),(2 31.765644),(3 34.55682),(4 36.797432),(5 38.326218),(6 39.35802),(7 40.429028),(8 40.70666),(9 41.5181),(10 41.86447),(11 42.263466),(12 42.440693),(13 42.733967),(14 42.63263),(15 42.71259),(16 43.110794),(17 43.457104),(18 43.03957),(19 43.189728),(20 43.139572),(21 43.13536),(22 43.033535),(23 43.472553),(24 43.69482),(25 44.279957),(26 44.730427),(27 44.397816),(28 44.542572),(29 44.502552),(30 44.58515),(31 45.07672),(32 45.203),(33 44.94664),(34 44.730347),(35 44.7456),(36 44.99245),(37 45.183746),(38 45.533028),(39 45.185028),(40 45.733368),(41 45.457287),(42 45.749214),(43 46.13641),(44 46.047916),(45 45.58564),(46 45.92813),(47 46.216747),(48 46.370243),(49 46.210484),(50 46.63338),(51 46.31477),(52 46.353493),(53 46.594707),(54 46.550972),(55 46.810658),(56 47.161114),(57 47.157703),(58 46.988117),(59 47.181206),(60 47.378456),(61 47.092434),(62 46.93143),(63 46.833298),(64 47.030666),(65 46.865303),(66 46.73694),(67 46.895256),(68 46.3257),(69 45.935307),(70 45.95382),(71 46.45917),(72 46.53404),(73 46.960476),(74 46.86591),(75 46.7719),(76 46.87477),(77 47.069942),(78 46.78826),(79 46.25282),
(1 24.69507),(2 31.212801),(3 34.353),(4 36.34569),(5 37.82478),(6 38.80466),(7 40.036278),(8 40.694363),(9 41.573467),(10 41.985756),(11 42.29317),(12 42.690197),(13 43.11605),(14 43.506134),(15 43.769707),(16 43.60573),(17 44.195057),(18 44.291462),(19 43.8703),(20 44.006405),(21 43.925274),(22 43.918068),(23 44.187477),(24 44.224586),(25 44.719616),(26 44.818493),(27 44.58816),(28 44.89338),(29 45.048107),(30 45.509403),(31 45.419067),(32 46.16861),(33 45.75503),(34 46.121243),(35 46.447147),(36 46.451237),(37 46.957417),(38 46.8408),(39 46.64131),(40 46.755486),(41 46.892635),(42 46.89094),(43 47.38644),(44 46.686497),(45 46.41004),(46 46.614952),(47 46.52205),(48 46.381016),(49 46.36776),(50 46.60913),(51 46.372585),(52 46.44686),(53 46.378265),(54 46.53048),(55 46.40486),(56 46.347694),(57 46.39511),(58 46.632698),(59 46.784378),(60 46.703114),(61 46.80125),(62 46.9817),(63 46.65885),(64 46.511417),(65 46.497387),(66 46.330444),(67 46.54102),(68 45.906857),(69 46.03562),(70 46.115585),(71 46.363968),(72 46.527935),(73 46.646584),(74 46.565655),(75 46.159603),(76 46.417557),(77 46.364094),(78 45.875237),(79 45.91016),
(1 24.293491),(2 30.874813),(3 33.94388),(4 35.90669),(5 37.40027),(6 38.624435),(7 39.6181),(8 40.252377),(9 41.150166),(10 41.54725),(11 42.279045),(12 41.99716),(13 42.747658),(14 42.882435),(15 42.953495),(16 42.91867),(17 43.188354),(18 43.02663),(19 43.18155),(20 43.04646),(21 42.92526),(22 43.066765),(23 43.588238),(24 43.68012),(25 44.11602),(26 44.358177),(27 44.103287),(28 44.434704),(29 44.861305),(30 45.019768),(31 44.947456),(32 44.332508),(33 44.363297),(34 44.039455),(35 44.323288),(36 44.234238),(37 44.57207),(38 44.72262),(39 44.42034),(40 44.426205),(41 44.848602),(42 45.076363),(43 45.07783),(44 44.890854),(45 45.084816),(46 45.086323),(47 44.783287),(48 44.752388),(49 45.13732),(50 45.51247),(51 45.200783),(52 45.15604),(53 45.356995),(54 45.197613),(55 45.316986),(56 45.116154),(57 44.95009),(58 45.34553),(59 45.208557),(60 45.049488),(61 45.479958),(62 45.515182),(63 45.61778),(64 45.330578),(65 45.491756),(66 45.49134),(67 45.277428),(68 45.342575),(69 44.88899),(70 44.965794),(71 45.15451),(72 44.94674),(73 45.207676),(74 45.353687),(75 45.025066),(76 44.938606),(77 45.10582),(78 44.793594),(79 45.1283),
(1 24.078876),(2 30.750763),(3 33.356045),(4 35.514523),(5 36.683235),(6 37.49427),(7 38.770588),(8 39.62895),(9 40.730343),(10 41.042282),(11 41.560196),(12 42.03497),(13 41.87933),(14 42.096615),(15 42.526257),(16 42.626293),(17 42.91147),(18 42.786922),(19 43.043503),(20 42.954052),(21 42.798916),(22 42.783604),(23 43.358036),(24 43.787434),(25 43.87124),(26 43.938984),(27 44.028866),(28 44.510403),(29 44.501125),(30 44.19753),(31 44.596928),(32 44.924255),(33 45.195175),(34 45.300594),(35 44.912697),(36 44.979298),(37 45.387108),(38 45.54282),(39 45.89598),(40 45.851425),(41 45.969868),(42 45.859295),(43 45.954334),(44 45.57439),(45 45.50675),(46 45.376316),(47 45.264267),(48 45.619602),(49 45.483513),(50 45.903603),(51 45.62103),(52 45.57084),(53 45.281277),(54 45.484226),(55 45.398006),(56 45.403095),(57 45.708065),(58 46.17312),(59 46.018738),(60 45.52422),(61 45.83748),(62 46.087463),(63 46.228054),(64 45.918724),(65 45.90857),(66 45.82433),(67 45.960022),(68 45.589108),(69 45.575993),(70 45.385567),(71 45.35868),(72 45.46123),(73 45.82407),(74 45.768482),(75 45.61241),(76 45.301544),(77 45.74956),(78 45.662086),(79 45.79897),
(1 24.123604),(2 30.712975),(3 33.42834),(4 35.054592),(5 36.669144),(6 37.913315),(7 39.198025),(8 39.64715),(9 40.336586),(10 40.785686),(11 41.38844),(12 41.65669),(13 41.574368),(14 42.181774),(15 42.13018),(16 42.330658),(17 42.530746),(18 42.649757),(19 42.880592),(20 42.984615),(21 42.731834),(22 42.541748),(23 43.17229),(24 43.61096),(25 43.4879),(26 43.56769),(27 43.391186),(28 43.76239),(29 43.696644),(30 43.6293),(31 44.25952),(32 44.748764),(33 44.443367),(34 44.767735),(35 44.826332),(36 45.00058),(37 45.003838),(38 45.200874),(39 44.947212),(40 44.85981),(41 44.46012),(42 44.72416),(43 44.865353),(44 44.483112),(45 44.378345),(46 44.50139),(47 44.281708),(48 44.247414),(49 44.46697),(50 45.228012),(51 44.694855),(52 44.541607),(53 44.521076),(54 44.868134),(55 45.10743),(56 44.77207),(57 44.82234),(58 44.725418),(59 44.76632),(60 44.867184),(61 45.19107),(62 45.612347),(63 44.818974),(64 45.053932),(65 45.192543),(66 45.02843),(67 44.689957),(68 44.562973),(69 44.591606),(70 44.198376),(71 43.54989),(72 43.45442),(73 43.919132),(74 44.015266),(75 44.1538),(76 44.017628),(77 44.400536),(78 44.54841),(79 44.63131),
