q, (a, b, c)
1.5, (-3267696.0515336622, 42.80184707579688, 3125405.811909686)
2.5, (-6099535968.843481, 169595.75602862306, 6099470797.4122095)
3.5, (-19031672500.447887, 681071.6706706255, 19031506411.0192)
4.5, (-15020152.40079285, 419.4338303185624, 14826792.454877377)
5.5, (-3521454.59682787, 30.425222932736347, 3056409.656900001)
6.5, (-3074328.7027161843, 28.127778021445398, 2680798.065941902)
7.5, (-3209947.2180301487, 11.873606174785902, 2353011.068200533)
8.5, (-3009279.7217936786, 8.683687165280869, 2078550.4870367604)
9.5, (-2207505.5792401787, 6.942952503457844, 1525774.1815243538)
10.5, (-2139476.27940743, 6.414865620531224, 1449575.7292117418)
11.5, (-2617315.3445759895, 7.75361632907301, 1902443.9443218107)
12.5, (-2545968.467319181, 5.8359885407206855, 1762952.1578619909)
13.5, (-2013626.6246182676, 7.6109795961614966, 1469020.2056412918)
14.5, (-1641043.3934600113, 7.8343392455452845, 1236587.9679034613)
15.5, (-1570071.3259444446, 6.297334250468102, 1154089.5467061657)
16.5, (-2025147.4471445654, 3.9638676205871635, 1302630.1377064672)
17.5, (-1932311.4377239763, 4.206112376313641, 1309192.466991746)
18.5, (-2032511.0039501286, 3.9438963164623173, 1330670.6153582137)
19.5, (-1792768.7668606828, 4.241311247592606, 1179819.4590851397)
20.5, (-2333546.1841006023, 2.723173491521252, 1356803.252337591)
21.5, (-2312164.0933611454, 2.714841151094918, 1373345.2611962266)
22.5, (-2210192.1793393847, 3.1601096498834513, 1370765.6174206194)
23.5, (-1415233.9983571335, 5.16638413482713, 1050316.5047406629)
24.5, (-1370658.0462190676, 3.9251256766575717, 972620.2770918478)
25.5, (-1323454.992835736, 3.6929601715188434, 913106.7000638526)
26.5, (-1459622.2898026656, 2.431059163127073, 874117.7439773921)
27.5, (-1347310.3039682743, 2.450356038941448, 829560.6667845383)
28.5, (-917809.0905250006, 3.50105261622984, 671142.6167671954)
29.5, (-797515.0722775942, 6.148224453309601, 696791.9139256161)
30.5, (-941158.8074786725, 4.207790709195275, 725390.3899543657)
31.5, (-904129.786969792, 3.733853475891938, 675411.8149476987)
32.5, (-963602.8039195735, 2.497161403350444, 635019.5732373359)
33.5, (-843369.7859754418, 3.399019110502687, 611873.4427628515)
34.5, (-790901.6175649198, 3.7638832944104244, 569775.6041077159)
35.5, (-683851.319719756, 5.358925707166456, 555071.6462507384)
36.5, (-705591.5154772236, 4.271543597453257, 535840.7590139434)
37.5, (-836547.0437243329, 2.8496282708057903, 579599.0385745465)
38.5, (-802872.5006027889, 2.489934066685075, 541629.4643085161)
39.5, (-559204.6486786889, 4.292320672255518, 471838.9069442511)
40.5, (-574956.3036310626, 3.693867945319011, 465820.20669407025)
41.5, (-543312.733134045, 3.1345902457261867, 413773.19395819766)
42.5, (-609139.5719013304, 2.327787235132595, 413680.3076406609)
43.5, (-639941.7448057206, 1.9834786148933676, 389200.76021150895)
44.5, (-589729.799280541, 2.1861013187127623, 374414.167575913)
45.5, (-500727.4516125968, 3.164542447350112, 370331.7287880904)
46.5, (-483749.23740452016, 2.882977178501543, 353577.1358121391)
47.5, (-562646.2239124305, 2.135650065824348, 363036.6082605902)
48.5, (-556123.6457043316, 1.7738085149824983, 331349.57654737734)
49.5, (-471972.2784505631, 2.056610537686102, 316258.6815204421)
50.5, (-408091.5120038825, 2.087600314121647, 276237.2715318156)
51.5, (-367569.0523032532, 2.4137959952019634, 265478.93282016384)
52.5, (-343195.38475516875, 3.021822934421466, 272770.9769779933)
53.5, (-305774.89152045245, 2.900199020339104, 262637.1416258471)
54.5, (-280844.2747906334, 3.1547055131335533, 242448.01227009675)
55.5, (-268122.0332124837, 3.5023632170531807, 243168.83557192818)
56.5, (-261530.55439813333, 3.2575821031243204, 232662.46441486053)
57.5, (-276995.0132675682, 3.094037808483182, 232247.40607533557)
58.5, (-252213.96128562116, 3.9960971625743116, 233970.68369173797)
59.5, (-212171.06693480472, 3.9228756331037715, 206725.545169033)
60.5, (-257567.6111518669, 2.3829138904975715, 203312.78475606802)
61.5, (-273644.5379460686, 2.4417399721930804, 206571.09835681866)
62.5, (-261902.86825962554, 2.3114635256984726, 194315.37765965672)
63.5, (-239283.86400646876, 2.7760717729515285, 191519.1112658019)
64.5, (-215665.0116874434, 2.756794073038694, 175438.4266134702)
65.5, (-207158.35549114508, 3.5207918072411313, 184533.1936875441)
66.5, (-209425.96113348918, 2.9436121340343258, 176318.2767465713)
67.5, (-179637.83869044713, 3.310891740507186, 161627.28946285252)
68.5, (-165870.46505966675, 3.9568264767852415, 161722.14525224615)
69.5, (-188062.47585004015, 2.9385059346573006, 160665.0038609494)
70.5, (-189559.28795038242, 2.8856972956274425, 162855.41196041813)
71.5, (-171533.87725194308, 2.935695846306599, 151030.06669575805)
72.5, (-157618.69887669577, 3.0233850668237756, 142381.54229846146)
73.5, (-136131.18124662648, 3.606379285421987, 138421.5393317948)
74.5, (-142313.98111700598, 3.0979999648265144, 136916.53311696142)
75.5, (-132667.829972554, 3.369046929738611, 129768.15604973423)
76.5, (-111939.41267576865, 3.84800817209933, 123814.83379867992)
77.5, (-105611.3975041243, 3.455823773243612, 114232.55971568212)
78.5, (-139947.47446226972, 2.2430059916631335, 116484.14350930577)
79.5, (-123511.29287028717, 2.5384842954731766, 113451.56746749398)
80.5, (-123242.8542182319, 2.6367590053827366, 113148.51569502316)
81.5, (-136863.72299679415, 2.237144811655783, 113426.67385838219)
82.5, (-132641.7523759621, 2.24717012942538, 108761.80340933347)
83.5, (-126672.39486181825, 2.3823549547993905, 105110.77557052182)
84.5, (-119237.29156864414, 2.228296514543767, 96862.11579033607)
85.5, (-100701.73947045149, 2.622116263009349, 93008.72668001182)
86.5, (-97053.79342622004, 3.072280752378518, 97590.73984250869)
87.5, (-99084.02156962141, 2.6449272078993546, 95392.19622064776)
88.5, (-98672.80720394613, 2.5862075625099767, 93441.08299434758)
