1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 132915.44),(2 499479.9),(3 1123788.9),(4 1919900.5),(5 2922119.3),(6 4143089.3),(7 5589404),(8 7286544),(9 9310896),(10 11751729),(11 14686352),(12 18286378),(13 22981966),(14 28819362),(15 35876636),(16 44241452),(17 53984620),(18 65544748),(19 78596170),(20 93180950),(21 109261120),(22 125843900),(23 142810060),(24 160137970),(25 178647550),(26 198882540),(27 220296510),(28 243097170),(29 267530540),(30 293223780),(31 319929380),(32 346407700),(33 373996060),(34 401317280),(35 428768100),(36 455995650),(37 482261020),(38 507849120),(39 532138000),(40 554749400),(41 575386560),(42 594889700),(43 613426750),(44 630077060),(45 644929540),(46 657745660),(47 668315100),(48 677033400),(49 682318300),(50 684524350),(51 683924800),(52 680103740),(53 674210000),(54 665643600),(55 655453760),(56 642855000),(57 628307500),(58 611316540),(59 592811300),(60 572812860),(61 551788860),(62 529837730),(63 507681500),(64 484354300),(65 461408100),(66 439070720),(67 417365250),(68 396605730),(69 377042780),(70 358933250),(71 341968800),(72 326435300),(73 312099700),(74 299078940),(75 287681760),(76 277581700),(77 269031680),(78 261564110),(79 256171180),
(1 20110.775),(2 24647.945),(3 31456.17),(4 32651.412),(5 34976.996),(6 38052.363),(7 39200.766),(8 39534.777),(9 40852.34),(10 42188.22),(11 44826.758),(12 46746.387),(13 47458.598),(14 46588.582),(15 48130.11),(16 49872.086),(17 50725.402),(18 52181.13),(19 52161.074),(20 53180.242),(21 54100.195),(22 53651.535),(23 55501.406),(24 55873.617),(25 57543.453),(26 58390.51),(27 59366.1),(28 60209.01),(29 60433.258),(30 60823.668),(31 60403.01),(32 61604.598),(33 61228.805),(34 61753.492),(35 62092.223),(36 62073.19),(37 63309.13),(38 64701.11),(39 65361.91),(40 66464.375),(41 65292.742),(42 64920.863),(43 66525.664),(44 65889.91),(45 66462.04),(46 65186.582),(47 65289.55),(48 65113.164),(49 64765.92),(50 65468.91),(51 65731.22),(52 66261.23),(53 66690.47),(54 67497.39),(55 67484.78),(56 68328.38),(57 67651.125),(58 68567.62),(59 68612.09),(60 69437.21),(61 68569.3),(62 68245.35),(63 69143.23),(64 67465.48),(65 68826.57),(66 67510.37),(67 68573.22),(68 67968.48),(69 68774.73),(70 68510.35),(71 69227.02),(72 69069.45),(73 69709.62),(74 70596.55),(75 70910.99),(76 72800.125),(77 73163.54),(78 73398.94),(79 73850.35),
(1 19772.627),(2 24285.033),(3 31097.273),(4 31318.3),(5 33850.92),(6 36410.195),(7 37846.055),(8 38437.45),(9 39367.793),(10 41645.56),(11 43534.86),(12 45803.637),(13 46797.64),(14 46442.016),(15 47836.06),(16 49406.832),(17 49853.29),(18 51356.188),(19 50601.84),(20 52039.523),(21 52925.15),(22 53652.56),(23 54240.4),(24 55023.406),(25 56404.676),(26 57899.277),(27 58357.727),(28 58841.246),(29 59695.785),(30 59328.94),(31 58293.51),(32 59781.094),(33 59533.566),(34 59894.53),(35 60001.043),(36 60023.81),(37 61248.73),(38 62802.66),(39 63287.74),(40 64035.438),(41 63554.41),(42 63685.16),(43 63089.766),(44 63583.098),(45 63344.715),(46 63310.66),(47 63612.81),(48 62817.766),(49 63695.164),(50 62914.52),(51 63640.58),(52 64425.18),(53 63779.54),(54 65384.188),(55 65437.723),(56 65778.11),(57 65050.805),(58 66212.11),(59 65744.12),(60 66339.21),(61 65108.688),(62 65922.92),(63 65640.87),(64 64637.465),(65 66097.67),(66 64161.48),(67 65581.125),(68 64972.656),(69 66504.74),(70 66243.02),(71 66084.54),(72 65253.285),(73 65598.695),(74 66864.06),(75 67817.63),(76 68419.12),(77 69198.055),(78 68870.44),(79 69340.63),
(1 20057.746),(2 23977.047),(3 31225.465),(4 31251.506),(5 33665.777),(6 36442.957),(7 37369.9),(8 38936.97),(9 38774.652),(10 41822.855),(11 43758.28),(12 45727.695),(13 46993.89),(14 47036.637),(15 47103.742),(16 49321.824),(17 49655.68),(18 50602.793),(19 50810.855),(20 51463.96),(21 52358.07),(22 52100.824),(23 52168.32),(24 52853.69),(25 53851.746),(26 55261.39),(27 55473.375),(28 55987.715),(29 56732.164),(30 56316.313),(31 55904.47),(32 55875.457),(33 55770.617),(34 55760.72),(35 55499.285),(36 56444.605),(37 57470.645),(38 59523.703),(39 60058.8),(40 60615.734),(41 60525.746),(42 61201.78),(43 61277.582),(44 61799.824),(45 61189.066),(46 61191.664),(47 61650.266),(48 61006.12),(49 61879.05),(50 61034.688),(51 61876.44),(52 61953.55),(53 61894.637),(54 62526.094),(55 62816.516),(56 64519.742),(57 63926.477),(58 64987.605),(59 63680.758),(60 64567.258),(61 65015.3),(62 64766.527),(63 65388.67),(64 63646.496),(65 66228.65),(66 64308.137),(67 66088.125),(68 65734.65),(69 66455.4),(70 66787.12),(71 67386.76),(72 66513.51),(73 67533.805),(74 68633.21),(75 70245.805),(76 70704.555),(77 71509.51),(78 69900.1),(79 70497.016),
(1 20829.945),(2 24033.662),(3 31392.127),(4 31511.36),(5 34162.957),(6 36267.13),(7 37240.188),(8 38682.4),(9 39293.707),(10 40891.65),(11 42887.402),(12 45645.82),(13 46003.742),(14 46981.45),(15 46371.35),(16 48144.848),(17 48786.637),(18 50223.168),(19 49563.336),(20 50557.75),(21 51784.93),(22 51450.816),(23 52250.594),(24 52669.97),(25 53537.49),(26 54526.8),(27 55368.926),(28 56167.03),(29 56464.914),(30 55975.523),(31 55646.367),(32 56765.72),(33 56289.855),(34 55439.043),(35 56559.566),(36 56685.17),(37 57740.758),(38 59611.67),(39 59537.03),(40 60072.17),(41 58782.582),(42 59614.17),(43 60678.9),(44 60724.38),(45 60032.855),(46 60143.688),(47 60282.66),(48 60491.324),(49 61485.836),(50 61109.32),(51 61291.195),(52 61790.266),(53 63047.902),(54 63679.45),(55 63281.207),(56 64222.195),(57 64246.33),(58 65294.6),(59 65049.953),(60 64917.97),(61 66457.73),(62 65224.617),(63 66052.85),(64 65162.258),(65 66751.234),(66 65211.074),(67 67128.74),(68 66434.59),(69 66843.06),(70 67106.6),(71 67993.984),(72 67903.73),(73 68370.13),(74 68577.12),(75 69520.31),(76 70630.08),(77 71144.31),(78 70078.87),(79 70094.89),
(1 21490.137),(2 23460.908),(3 30253.867),(4 30282.387),(5 32992.105),(6 35600.086),(7 35717.395),(8 37181.047),(9 38032.21),(10 40421.387),(11 41075.242),(12 44229.492),(13 44418.133),(14 45040.8),(15 45485.168),(16 46595.324),(17 47510.305),(18 48765.016),(19 48009.08),(20 48988.508),(21 49922.246),(22 48861.86),(23 50307.555),(24 51698.906),(25 51940.324),(26 53326.383),(27 54683.34),(28 55368.133),(29 56052.734),(30 55509.426),(31 55811.664),(32 56750.88),(33 56581.566),(34 55565.063),(35 56677.25),(36 58129.688),(37 58637.414),(38 59544.066),(39 60235.426),(40 59958.98),(41 59792.46),(42 59685.336),(43 61374.2),(44 61405.156),(45 60981.37),(46 61560.242),(47 61283.293),(48 62273),(49 61845.734),(50 61778.12),(51 61712.297),(52 61549.66),(53 62969.29),(54 63644.457),(55 64486.68),(56 64134.82),(57 63905.48),(58 64249.246),(59 65339.758),(60 64373.54),(61 65500.66),(62 65870.93),(63 65938.22),(64 65365.258),(65 65728.96),(66 65111.426),(67 66118.5),(68 65073.2),(69 66079.27),(70 66468.586),(71 66578.16),(72 67274.586),(73 66726.56),(74 67651.21),(75 68445.32),(76 69221.31),(77 70237.79),(78 69300.09),(79 69589.16),
(1 22019.4),(2 23107.596),(3 29835.248),(4 29396.514),(5 32457.494),(6 34754.395),(7 34684.56),(8 36070.13),(9 36364.848),(10 39105.285),(11 39673.563),(12 42271.855),(13 42981.55),(14 42949.44),(15 43266.64),(16 44960.746),(17 44851.16),(18 46664.043),(19 46241.38),(20 46930.957),(21 47213.047),(22 46677.152),(23 47914.33),(24 49564.746),(25 50242.207),(26 51617.77),(27 52633.926),(28 52940.902),(29 53049.17),(30 52469.203),(31 53137.598),(32 53463.27),(33 53052.996),(34 53328.13),(35 53807.316),(36 55356.48),(37 55319.484),(38 55591.566),(39 56435.125),(40 55312.934),(41 55725.8),(42 57014.766),(43 57985.625),(44 56913.215),(45 58212.8),(46 58775.08),(47 58356.81),(48 59420.12),(49 58491.875),(50 59118.11),(51 59516.813),(52 59247.855),(53 59417.67),(54 60629.33),(55 60888.652),(56 60074.313),(57 60568.535),(58 60341.38),(59 60640.34),(60 59935.082),(61 61421.47),(62 60735.887),(63 61380.11),(64 60373.684),(65 60596.36),(66 60014.33),(67 60563.594),(68 60804.984),(69 60487.785),(70 60922.855),(71 61724.28),(72 61050.49),(73 61660.094),(74 62427.97),(75 62693.793),(76 62641.63),(77 63000.98),(78 63685.016),(79 63085.98),
(1 23154.05),(2 23238.23),(3 30292.246),(4 29310.957),(5 32378.508),(6 35223.83),(7 33840.613),(8 35743.56),(9 36131.953),(10 38380.16),(11 38951.535),(12 41326.848),(13 41022.01),(14 42917.063),(15 42480.848),(16 44275.99),(17 44828.297),(18 45242.465),(19 44574.34),(20 46056.09),(21 45864.11),(22 46418.824),(23 47088.61),(24 48470.08),(25 49106.207),(26 50294.527),(27 51649.45),(28 52249.734),(29 52540.75),(30 52403.27),(31 53169.438),(32 53052.766),(33 53227.9),(34 52887.99),(35 53867.152),(36 54208.49),(37 54188.594),(38 54074.11),(39 54381.906),(40 54974.004),(41 54653.84),(42 56236.734),(43 55750.563),(44 55739.33),(45 56254.42),(46 56470.81),(47 57317.883),(48 57680.555),(49 57736.656),(50 57984.727),(51 58480.348),(52 59449.793),(53 59402.387),(54 60025.52),(55 60293.57),(56 60026.13),(57 59590.348),(58 60638.297),(59 60952.652),(60 60103.805),(61 61673.73),(62 60820.383),(63 60883.094),(64 60419.273),(65 60610.652),(66 59483.094),(67 59793.492),(68 61002.773),(69 61074.254),(70 61705.67),(71 61931.883),(72 61583.227),(73 61903.793),(74 62840.047),(75 63750.84),(76 63036.33),(77 63075.715),(78 62722.3),(79 62915.355),
(1 23784.406),(2 22690.057),(3 30951.123),(4 29339.486),(5 32017.734),(6 34724.53),(7 33577.15),(8 35994.555),(9 36210.777),(10 38518.41),(11 38347.234),(12 41571.082),(13 41381.8),(14 42622.18),(15 42490.066),(16 43777.14),(17 43742.06),(18 44089.91),(19 43470.8),(20 44768.004),(21 44128.895),(22 44719.254),(23 45273.68),(24 46207.98),(25 45884.97),(26 47638.99),(27 49351.594),(28 49323.04),(29 49674.547),(30 49254.52),(31 50265.86),(32 49962.85),(33 50516.78),(34 50693.133),(35 51182.535),(36 51823.61),(37 51581.305),(38 52036.445),(39 52225.215),(40 52216.03),(41 52429.563),(42 52743.758),(43 52846.734),(44 52887.953),(45 52992.438),(46 53562.25),(47 53643.55),(48 52900.316),(49 53167.816),(50 53591.953),(51 53850.48),(52 53819.563),(53 54014.957),(54 55125.293),(55 54292.043),(56 54890.48),(57 55367.32),(58 55351.81),(59 56303.52),(60 55811.258),(61 56994.49),(62 55767.266),(63 56437.625),(64 57099.25),(65 56753.7),(66 57881.996),(67 56262.06),(68 57715.42),(69 57998.867),(70 58869.504),(71 59586.57),(72 58473.86),(73 59093.547),(74 60677.1),(75 60390.664),(76 62089.164),(77 61372.03),(78 60035.305),(79 60747.42),
(1 23387.248),(2 22565.703),(3 30316.133),(4 29174.89),(5 31490.828),(6 34356.68),(7 32282.402),(8 35133.063),(9 34829.64),(10 37062.387),(11 36508.02),(12 39509.62),(13 39541.383),(14 40570.8),(15 40620.945),(16 41965.652),(17 42485.65),(18 42830.05),(19 42555.734),(20 43699.363),(21 42737.594),(22 43077.05),(23 44230.563),(24 44679.754),(25 44223.867),(26 45635.363),(27 47903.28),(28 48140.266),(29 48007.83),(30 48100.95),(31 49166.848),(32 48808.62),(33 48747.844),(34 49239.883),(35 49805.902),(36 50758.6),(37 50715.35),(38 50546.688),(39 51820.85),(40 51715.305),(41 51497.344),(42 51945.613),(43 52100.336),(44 52307.65),(45 53622.152),(46 53726.28),(47 54401.684),(48 53147.17),(49 53888.547),(50 54442.215),(51 54806.195),(52 54768.01),(53 55027.22),(54 55386.848),(55 54585.27),(56 55433.92),(57 56379.746),(58 56014.617),(59 55690.48),(60 55511.152),(61 56596.74),(62 55593.984),(63 56283.555),(64 56010.71),(65 55468.406),(66 56880.555),(67 55714.938),(68 57431.438),(69 56490.38),(70 58252.527),(71 58815.715),(72 57847.766),(73 60139.938),(74 60301.78),(75 61169.8),(76 61830.96),(77 61381.555),(78 60433.953),(79 59659.984),
(1 21877.521),(2 21576.527),(3 29162.58),(4 27647.06),(5 30222.988),(6 32836.957),(7 30741.43),(8 33938.3),(9 33503.53),(10 36006.625),(11 35393.336),(12 37518.7),(13 37514.195),(14 39369.434),(15 38619.047),(16 40326.707),(17 41043.086),(18 41298.547),(19 41280.3),(20 42108.473),(21 41658.926),(22 42393.984),(23 43472.2),(24 44184.22),(25 44451.875),(26 45822.53),(27 47433.586),(28 48071.203),(29 48678.43),(30 48582.367),(31 49580.313),(32 50171.47),(33 50557.484),(34 50980.04),(35 52271.637),(36 52302.902),(37 53672.043),(38 53153.023),(39 53322.73),(40 54140.89),(41 53074.406),(42 53707.953),(43 54221.94),(44 54577.367),(45 55547.676),(46 55785.777),(47 55877.516),(48 54958.227),(49 55408.066),(50 55487.3),(51 55634.75),(52 55871.39),(53 56350.414),(54 56089.73),(55 56161.66),(56 56954.414),(57 57460.086),(58 57954.67),(59 57325.13),(60 56591.625),(61 57843.668),(62 57003.18),(63 57976.26),(64 57884.098),(65 56737.348),(66 57592.19),(67 57315.23),(68 59194.504),(69 58871.055),(70 60059.21),(71 59997.332),(72 59535.73),(73 61255.73),(74 61822.973),(75 62277.49),(76 61620.836),(77 61514.1),(78 60748.91),(79 60795.69),
(1 22200.895),(2 21547.74),(3 29524.18),(4 27843.24),(5 30456.148),(6 33455.887),(7 30669.36),(8 34125.094),(9 33231.586),(10 36194.094),(11 35014.094),(12 36941.215),(13 37279.22),(14 38665.31),(15 38705.547),(16 40283.543),(17 41267.184),(18 40882.727),(19 41406.023),(20 41786.258),(21 41513.676),(22 42923.4),(23 43942.81),(24 44741.785),(25 46244.688),(26 47137.195),(27 48739.57),(28 49572.297),(29 50628.555),(30 50510.547),(31 50804.71),(32 51891.07),(33 52199.03),(34 52574.605),(35 53644.914),(36 53439.9),(37 54238.906),(38 54925.81),(39 54050.87),(40 54057.8),(41 53841.67),(42 54188.4),(43 54135.58),(44 54796.58),(45 54843.688),(46 55793.74),(47 55116.457),(48 55335.652),(49 55868.234),(50 55889.89),(51 56791.445),(52 56948.617),(53 57505.78),(54 57749.01),(55 56822.113),(56 57438.37),(57 57818.945),(58 57720.594),(59 57923.523),(60 56666.63),(61 57356.39),(62 57242.95),(63 57716.785),(64 58024.152),(65 57329.094),(66 58933.902),(67 57324.87),(68 59460.81),(69 59246.344),(70 61131.01),(71 61029.87),(72 60131.95),(73 61340.707),(74 62698.133),(75 62405.37),(76 63319.33),(77 62499.93),(78 61969.047),(79 60900.38),
(1 21061.229),(2 20681.598),(3 28134.453),(4 26872.727),(5 29488.725),(6 32519.959),(7 29651.473),(8 32261.135),(9 31303.318),(10 34268.395),(11 33244.035),(12 34828.477),(13 34811.055),(14 36636.12),(15 36482.715),(16 37912.688),(17 38909.42),(18 38953.168),(19 39563.85),(20 40013.836),(21 39298.453),(22 41032.1),(23 42345.605),(24 42425.465),(25 43142.863),(26 44233.227),(27 45531.176),(28 46278.402),(29 46578.13),(30 46579.44),(31 47508.277),(32 48297.805),(33 48636.504),(34 49394.965),(35 49532.59),(36 50022.004),(37 50851.87),(38 51531.99),(39 51668.07),(40 50895.92),(41 50494.844),(42 51606.9),(43 51672.535),(44 51396.25),(45 51909.418),(46 52230.926),(47 52394.004),(48 52498.156),(49 52852.75),(50 53294.156),(51 53785.082),(52 53651.04),(53 53830.34),(54 54042.945),(55 53657.527),(56 54050.08),(57 55155.816),(58 54235.35),(59 54798.25),(60 54250.266),(61 54699.605),(62 54559.285),(63 54915.324),(64 55010.297),(65 54760.34),(66 56123.492),(67 54753.363),(68 56799.977),(69 56976.684),(70 58591.098),(71 58519.055),(72 57693.695),(73 57762.676),(74 59327.207),(75 59627.074),(76 60201.305),(77 60358.37),(78 59057.418),(79 57885.83),
(1 21461.506),(2 20987.055),(3 28728.354),(4 26782.889),(5 30664.508),(6 33660.18),(7 30983.955),(8 33759.066),(9 31780.47),(10 35831.93),(11 34633.81),(12 35653.336),(13 36907.81),(14 37177.813),(15 37292.2),(16 38843.32),(17 39825.215),(18 39856.984),(19 40092.004),(20 40013.16),(21 40007.14),(22 41029.414),(23 41523.504),(24 43110.914),(25 43884.688),(26 45242.895),(27 47022.723),(28 47770.773),(29 46711.207),(30 47778.133),(31 49116),(32 49177.58),(33 49510.348),(34 49930.69),(35 50902.105),(36 51365.457),(37 52575.76),(38 53114.91),(39 52737.05),(40 52365.95),(41 51962.344),(42 53141.51),(43 54137.496),(44 53785.45),(45 54967.777),(46 54348.5),(47 54732.758),(48 54600.15),(49 54793.723),(50 55754.047),(51 55596.965),(52 55802.547),(53 56216.168),(54 56635.383),(55 56536.23),(56 56260.535),(57 56186.785),(58 56491.715),(59 55582.42),(60 55299.605),(61 54817.074),(62 55430.215),(63 55626.3),(64 55842.723),(65 54725.29),(66 55589.8),(67 54299.383),(68 56001.215),(69 55824.223),(70 56583.94),(71 56501.305),(72 56658.2),(73 57481.32),(74 58469.23),(75 58374.605),(76 58825.027),(77 59230.254),(78 59400.633),(79 58191.656),
(1 19834.623),(2 19823.77),(3 26991.85),(4 25335.486),(5 29404.754),(6 31924.82),(7 29768.957),(8 31866.824),(9 30453.537),(10 33697.406),(11 32858.758),(12 33815.234),(13 34175.996),(14 35075.17),(15 35209.52),(16 35696.42),(17 36644.867),(18 36807.848),(19 37402.105),(20 37982.652),(21 37982.477),(22 39802.758),(23 39463.523),(24 40888.523),(25 42743.82),(26 42940.633),(27 44422.59),(28 45901.957),(29 45876.543),(30 46325.37),(31 47668.29),(32 48005.527),(33 47750.3),(34 48713.88),(35 49300.06),(36 50116.438),(37 50709.414),(38 51002.67),(39 51228.395),(40 50871.055),(41 51574.023),(42 51877.816),(43 51935.957),(44 52129.313),(45 52435.945),(46 52680.387),(47 51850.723),(48 52464.79),(49 52549.73),(50 53271.88),(51 52871.883),(52 52943.83),(53 53539.457),(54 53548.063),(55 52911.27),(56 53020.563),(57 52523.836),(58 52547.64),(59 52642.414),(60 52071.516),(61 52018.582),(62 51737.094),(63 51860.953),(64 53015.473),(65 52003.625),(66 52373.203),(67 51126.215),(68 53348.63),(69 52863.82),(70 53785.516),(71 52733.69),(72 53527.023),(73 53961.527),(74 54369.457),(75 54797.137),(76 55200.17),(77 55030.74),(78 55092.816),(79 54210.883),
(1 19260.064),(2 19518.441),(3 26179.299),(4 24465.54),(5 28400.568),(6 30707.742),(7 29461.283),(8 30561.94),(9 30717.488),(10 33083.348),(11 32105.533),(12 33392.316),(13 33630.438),(14 34205.63),(15 34309.64),(16 34638.88),(17 34825.94),(18 35229.117),(19 34824.547),(20 35502.047),(21 35016.508),(22 36679.434),(23 37725.598),(24 37706.383),(25 39079.555),(26 40164.953),(27 41756.633),(28 41805.72),(29 42696.535),(30 42931.04),(31 43614.926),(32 43955.156),(33 43820.715),(34 44251.383),(35 45039.617),(36 46280.715),(37 46862.453),(38 46400),(39 46540.15),(40 46357.637),(41 47143.633),(42 47158.695),(43 47040.508),(44 46704.21),(45 47529.13),(46 47817.695),(47 47585.42),(48 47690.08),(49 48746.34),(50 48766.082),(51 49475.305),(52 48635.21),(53 49238.13),(54 49349.402),(55 49268.64),(56 48719.25),(57 49278.895),(58 48086.656),(59 48076.434),(60 48657.055),(61 48577.895),(62 49263.74),(63 48902.523),(64 49262.543),(65 48512.24),(66 50168.574),(67 48812.715),(68 50338.754),(69 49738.34),(70 51315.844),(71 50015.73),(72 49452.84),(73 50510.273),(74 50678.04),(75 52054.77),(76 51897.188),(77 51600.426),(78 50769.227),(79 51027.027),
(1 18582.674),(2 18821.219),(3 25451.58),(4 23473.908),(5 27965.818),(6 29324.758),(7 28769.898),(8 30169.674),(9 30171.963),(10 32720.396),(11 31621.49),(12 33127.273),(13 33846.184),(14 34206.957),(15 34345.64),(16 34679.668),(17 35495.9),(18 35700.773),(19 35435.113),(20 36094.086),(21 36364.71),(22 36970.453),(23 37473.25),(24 38270.293),(25 39035.86),(26 39547.117),(27 41334.625),(28 41564.5),(29 41521.082),(30 41963.543),(31 42741.973),(32 43158.207),(33 42779.688),(34 43834.094),(35 43766.004),(36 45038.754),(37 45202.707),(38 45439.254),(39 45114.3),(40 44765.46),(41 45326.305),(42 45634.254),(43 45668.64),(44 45608.8),(45 46625.38),(46 47224.42),(47 46544.707),(48 46746.363),(49 48058.105),(50 47728.96),(51 48103.42),(52 47945.082),(53 48650.066),(54 48807.133),(55 48174.176),(56 48039.316),(57 48360.594),(58 47406.152),(59 47435.996),(60 47569),(61 47906.5),(62 48096.617),(63 48310.82),(64 48919.383),(65 48013.285),(66 49183.32),(67 47877.414),(68 48912.84),(69 48080.824),(70 49562.008),(71 48649.305),(72 48193.344),(73 48994.758),(74 48856.516),(75 49402.117),(76 49909.56),(77 48988.1),(78 49141.766),(79 48354.023),
(1 17635.299),(2 17848.008),(3 24229.398),(4 22670.236),(5 26819.97),(6 28081.83),(7 27984.9),(8 28508.986),(9 29644.63),(10 31059.834),(11 30919.838),(12 31501.438),(13 31918.834),(14 32998.035),(15 32615.404),(16 32622.254),(17 33040.78),(18 33860.664),(19 33481.67),(20 34308.53),(21 33932.406),(22 34753.48),(23 35572.02),(24 36011.29),(25 36822.93),(26 37222.484),(27 38019.36),(28 38610.36),(29 38956.29),(30 38307.36),(31 38923.348),(32 39637.332),(33 39649.75),(34 40260.918),(35 41233.023),(36 41917.734),(37 42091.105),(38 42525.668),(39 42479.824),(40 42193.105),(41 42521.14),(42 42741.14),(43 42732.984),(44 42543.58),(45 42684.016),(46 42931.8),(47 42504.348),(48 42958.094),(49 43637.934),(50 43665.87),(51 43485.11),(52 43453.863),(53 43994.805),(54 44330.6),(55 43854.89),(56 43784.625),(57 43668.31),(58 43532.996),(59 42808.496),(60 43081.113),(61 43131.406),(62 43181.54),(63 43372.918),(64 44610.816),(65 43863.45),(66 45165.98),(67 43574.19),(68 44516.793),(69 44473.793),(70 44971.484),(71 44102.69),(72 43822.758),(73 44200.313),(74 44048.867),(75 44431.31),(76 45333.96),(77 44911.215),(78 44318.125),(79 44470.51),
(1 17871.219),(2 18428.033),(3 24065.715),(4 22236.443),(5 26879.951),(6 27718.678),(7 28302.928),(8 28157.744),(9 29901.861),(10 31184.281),(11 30789.107),(12 31913.365),(13 31987.525),(14 33100.6),(15 32732.67),(16 32823.816),(17 33218.55),(18 34203.23),(19 33693.53),(20 34697.156),(21 34737.527),(22 35882.535),(23 36448.91),(24 36231.45),(25 37173.28),(26 37615.02),(27 39129.363),(28 38559.496),(29 38945.285),(30 39771.742),(31 39777.08),(32 40205.938),(33 40905.09),(34 41512.29),(35 42204.01),(36 43720.91),(37 44299.11),(38 43964.168),(39 43814.773),(40 43909.35),(41 44159.38),(42 44080.04),(43 44267.83),(44 44786.957),(45 44558.414),(46 45241.758),(47 45676.863),(48 45714),(49 45917.11),(50 46058.75),(51 45758.664),(52 45709.656),(53 45402.95),(54 45765.516),(55 45687.19),(56 45302.715),(57 45570.758),(58 45364.11),(59 45069.004),(60 45175.63),(61 45647.297),(62 45699.945),(63 45603.773),(64 46228.414),(65 45189.723),(66 46679.484),(67 45873.66),(68 46716.742),(69 46177.6),(70 46701.906),(71 46525.41),(72 45519.62),(73 46366.535),(74 45911.72),(75 47056.336),(76 46997.035),(77 46510.93),(78 45336.016),(79 45730.188),
