1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 374.81958),(2 517.80585),(3 603.4935),(4 661.18274),(5 695.7408),(6 726.6294),(7 758.1029),(8 786.71265),(9 799.54407),(10 803.34344),(11 807.0593),(12 820.547),(13 821.38654),(14 820.5818),(15 819.39453),(16 820.67975),(17 815.281),(18 821.70636),(19 815.941),(20 819.9861),(21 831.1616),(22 826.1121),(23 840.1808),(24 838.8421),(25 838.24945),(26 837.33746),(27 832.7134),(28 831.2961),(29 819.97736),(30 819.8111),(31 823.68353),(32 824.0628),(33 829.77295),(34 828.3462),(35 827.36786),(36 821.7628),(37 819.87573),(38 826.0735),(39 820.4947),(40 820.1676),(41 819.9844),(42 816.09735),(43 814.691),(44 817.68494),(45 832.2722),(46 834.81793),(47 826.7794),(48 827.7619),(49 832.48926),(50 841.8135),(51 848.83606),(52 863.3909),(53 871.78235),(54 864.1404),(55 858.14667),(56 851.57526),(57 853.1299),(58 848.3316),(59 848.3797),(60 859.48926),(61 849.4373),(62 842.2559),(63 849.0509),(64 854.2262),(65 864.9061),(66 858.9278),(67 864.12805),(68 859.8438),(69 852.8096),(70 846.1878),(71 853.59),(72 847.2465),(73 860.5572),(74 855.9421),(75 854.5266),(76 852.7378),(77 856.49445),(78 853.88824),(79 851.9026),
(1 367.23935),(2 513.9417),(3 599.2311),(4 652.6495),(5 695.54083),(6 730.2696),(7 745.3209),(8 770.057),(9 788.81274),(10 789.7661),(11 793.2622),(12 799.5071),(13 805.2652),(14 815.07),(15 820.80273),(16 815.6674),(17 819.8464),(18 822.0437),(19 818.5418),(20 818.67505),(21 819.24084),(22 820.71844),(23 831.19324),(24 826.4051),(25 827.37134),(26 834.5436),(27 839.0421),(28 827.79663),(29 813.7189),(30 819.7171),(31 815.19714),(32 806.2208),(33 804.3177),(34 816.1728),(35 825.1404),(36 825.398),(37 827.767),(38 832.7601),(39 829.9561),(40 821.52734),(41 832.35144),(42 828.3517),(43 833.95557),(44 829.98883),(45 834.93195),(46 842.2689),(47 847.28235),(48 848.87335),(49 848.2604),(50 855.72473),(51 865.1984),(52 877.70685),(53 882.05853),(54 882.4074),(55 881.3969),(56 881.65857),(57 884.85736),(58 882.8728),(59 886.2852),(60 879.75714),(61 875.64014),(62 869.7025),(63 867.02875),(64 866.839),(65 859.8699),(66 859.8623),(67 864.7585),(68 865.7587),(69 860.1722),(70 855.1372),(71 856.7846),(72 851.2701),(73 848.4862),(74 849.6968),(75 852.0791),(76 849.2165),(77 843.7104),(78 840.4065),(79 844.7759),
(1 369.45944),(2 516.57837),(3 599.3668),(4 659.3989),(5 690.81165),(6 728.39343),(7 745.27985),(8 753.4003),(9 767.4514),(10 771.54095),(11 791.8045),(12 798.3771),(13 810.4294),(14 827.69),(15 838.05365),(16 839.8702),(17 837.07684),(18 832.3407),(19 822.9842),(20 816.35645),(21 808.93713),(22 812.8555),(23 823.62274),(24 827.58704),(25 819.88855),(26 820.99603),(27 829.3844),(28 820.6975),(29 812.4806),(30 814.8637),(31 825.8322),(32 820.2916),(33 817.1579),(34 813.0503),(35 820.6649),(36 814.4066),(37 809.2747),(38 812.4419),(39 812.34143),(40 811.622),(41 821.0611),(42 819.5224),(43 816.38257),(44 818.34705),(45 828.698),(46 825.35645),(47 822.9511),(48 825.9823),(49 836.5755),(50 839.6846),(51 839.8846),(52 846.95),(53 856.3172),(54 857.64606),(55 853.4461),(56 862.99927),(57 864.0227),(58 870.5279),(59 871.69214),(60 867.11224),(61 870.46814),(62 861.86176),(63 855.54047),(64 852.8431),(65 848.52875),(66 844.0896),(67 854.74207),(68 862.4503),(69 856.591),(70 859.3367),(71 862.0627),(72 861.4994),(73 856.5392),(74 857.2411),(75 861.65295),(76 857.3025),(77 849.06006),(78 846.8185),(79 852.0872),
(1 358.57437),(2 495.7139),(3 573.8215),(4 631.2164),(5 671.5219),(6 697.46344),(7 706.4879),(8 724.5845),(9 726.2173),(10 730.7925),(11 746.3021),(12 760.3202),(13 769.99036),(14 785.4196),(15 794.13513),(16 792.91766),(17 797.49554),(18 800.4148),(19 796.4976),(20 791.26025),(21 785.62067),(22 794.3567),(23 809.5131),(24 801.6007),(25 802.453),(26 803.2518),(27 812.87524),(28 801.3714),(29 791.7821),(30 794.839),(31 797.7005),(32 792.34406),(33 793.0452),(34 790.20435),(35 798.3156),(36 796.4017),(37 790.82996),(38 798.02783),(39 796.5205),(40 793.2004),(41 793.043),(42 790.3326),(43 787.8598),(44 784.1293),(45 784.8644),(46 784.49207),(47 785.4551),(48 776.9447),(49 787.9501),(50 796.9286),(51 797.08435),(52 806.4652),(53 820.93854),(54 814.28357),(55 814.10547),(56 815.71045),(57 815.98474),(58 824.1364),(59 827.24506),(60 841.18506),(61 846.50275),(62 838.9995),(63 845.64844),(64 844.46716),(65 839.90674),(66 840.605),(67 844.5644),(68 849.6241),(69 845.54034),(70 849.7676),(71 843.69257),(72 839.759),(73 827.53815),(74 820.07996),(75 823.1347),(76 818.74677),(77 818.62976),(78 823.69086),(79 814.1818),
(1 353.13678),(2 486.22098),(3 557.8148),(4 604.2548),(5 647.9921),(6 673.35767),(7 691.3389),(8 709.0226),(9 713.9462),(10 721.3524),(11 740.8741),(12 753.0393),(13 756.89703),(14 766.6952),(15 770.187),(16 777.7912),(17 782.9468),(18 786.38434),(19 783.4939),(20 778.02765),(21 774.436),(22 773.37555),(23 781.60706),(24 773.6074),(25 771.9243),(26 774.96106),(27 778.36237),(28 765.8527),(29 761.8359),(30 757.86755),(31 765.00586),(32 767),(33 766.6207),(34 771.50964),(35 777.27985),(36 768.9566),(37 771.4811),(38 773.84015),(39 767.6426),(40 764.4023),(41 773.6041),(42 772.3892),(43 770.23193),(44 772.6049),(45 771.24664),(46 764.9169),(47 761.6851),(48 768.1261),(49 781.4001),(50 783.21643),(51 784.21954),(52 795.7091),(53 802.564),(54 799.679),(55 799.76996),(56 795.7187),(57 797.3279),(58 800.9465),(59 809.5064),(60 818.00653),(61 820.35547),(62 817.7312),(63 826.7811),(64 820.51434),(65 815.4823),(66 820.6997),(67 827.0034),(68 823.26825),(69 823.88),(70 818.1659),(71 823.3317),(72 818.5886),(73 808.3556),(74 797.78217),(75 798.2298),(76 796.4412),(77 791.3278),(78 788.0172),(79 790.85736),
(1 357.01486),(2 490.26047),(3 563.83093),(4 615.62665),(5 648.85376),(6 666.1639),(7 685.5861),(8 703.2049),(9 702.48975),(10 713.9128),(11 718.3088),(12 734.61334),(13 741.26056),(14 743.9285),(15 751.93384),(16 749.71014),(17 761.2305),(18 761.01697),(19 755.9133),(20 765.05676),(21 772.6012),(22 772.781),(23 777.16046),(24 768.5908),(25 761.0037),(26 757.1191),(27 759.46185),(28 754.2527),(29 752.0056),(30 755.3188),(31 754.14136),(32 752.6062),(33 755.26),(34 756.4355),(35 763.3326),(36 756.48663),(37 756.3051),(38 762.1643),(39 760.3363),(40 761.14996),(41 763.9921),(42 760.67084),(43 765.20544),(44 763.84503),(45 760.769),(46 762.6059),(47 767.30286),(48 767.19196),(49 775.8509),(50 776.29913),(51 780.2022),(52 783.6341),(53 780.71216),(54 772.7193),(55 779.9308),(56 787.8355),(57 793.5672),(58 802.4475),(59 808.4277),(60 810.7531),(61 820.9178),(62 823.6373),(63 822.4071),(64 814.3701),(65 814.66833),(66 817.7182),(67 815.19305),(68 806.6009),(69 798.61224),(70 799.6025),(71 800.85126),(72 803.33954),(73 800.38715),(74 797.9508),(75 802.50116),(76 803.57776),(77 796.9222),(78 786.7455),(79 788.8076),
(1 350.77344),(2 474.3824),(3 552.3261),(4 604.22784),(5 638.7003),(6 661.5724),(7 688.90045),(8 707.3017),(9 721.56757),(10 731.0661),(11 737.5558),(12 747.9739),(13 762.2871),(14 769.46375),(15 768.15106),(16 764.3556),(17 762.74945),(18 766.23505),(19 768.54834),(20 761.89594),(21 754.6812),(22 759.77576),(23 763.04114),(24 758.63605),(25 759.376),(26 761.52167),(27 765.3713),(28 757.3695),(29 756.9433),(30 755.37085),(31 759.98413),(32 764.1843),(33 766.60614),(34 769.6941),(35 770.2441),(36 768.2149),(37 769.91156),(38 777.9559),(39 777.2986),(40 779.1732),(41 784.58673),(42 783.88696),(43 781.8767),(44 779.34515),(45 774.7829),(46 782.8456),(47 789.29095),(48 796.67303),(49 802.45874),(50 805.8811),(51 804.01196),(52 814.4514),(53 812.6476),(54 807.685),(55 810.17847),(56 822.9074),(57 820.54376),(58 822.7775),(59 819.3179),(60 831.6815),(61 834.5194),(62 840.6648),(63 835.7092),(64 832.5554),(65 823.09973),(66 829.5197),(67 831.7622),(68 825.9158),(69 821.9622),(70 816.8788),(71 817.37744),(72 819.0127),(73 815.44714),(74 813.9961),(75 818.7932),(76 806.9995),(77 798.01843),(78 782.3485),(79 781.47046),
(1 345.61258),(2 470.15268),(3 546.63855),(4 599.61475),(5 641.5268),(6 665.5812),(7 683.6998),(8 714.6775),(9 734.9605),(10 730.99585),(11 738.6626),(12 745.31464),(13 744.5863),(14 740.2977),(15 744.30035),(16 738.78986),(17 740.3287),(18 751.16254),(19 757.35535),(20 757.28564),(21 757.73676),(22 759.8813),(23 775.20416),(24 766.01855),(25 759.20514),(26 762.1875),(27 763.1202),(28 751.46576),(29 747.09875),(30 745.76984),(31 740.10486),(32 747.7663),(33 748.32764),(34 750.69836),(35 750.12286),(36 745.94775),(37 747.842),(38 749.0066),(39 746.7674),(40 741.29004),(41 748.3327),(42 759.26373),(43 761.81305),(44 751.9771),(45 756.4114),(46 768.3114),(47 777.3585),(48 776.8214),(49 784.97894),(50 791.85175),(51 795.94226),(52 802.5281),(53 809.23987),(54 816.69135),(55 817.9853),(56 818.6591),(57 818.6147),(58 815.3688),(59 809.76306),(60 813.99915),(61 817.4256),(62 811.4638),(63 814.67725),(64 807.3105),(65 804.94916),(66 805.9917),(67 808.5867),(68 801.2205),(69 803.3953),(70 803.7981),(71 798.82526),(72 798.1462),(73 791.7839),(74 795.53107),(75 791.9599),(76 793.89764),(77 780.39825),(78 776.7445),(79 774.0978),
(1 332.12598),(2 453.95245),(3 528.20245),(4 576.6286),(5 610.1395),(6 630.59625),(7 646.50507),(8 679.80035),(9 692.90936),(10 694.73425),(11 706.29926),(12 711.0838),(13 708.9355),(14 711.25964),(15 718.0593),(16 723.63776),(17 722.06476),(18 722.37744),(19 718.90765),(20 722.8395),(21 723.0018),(22 724.863),(23 732.9388),(24 721.58527),(25 715.9266),(26 718.1198),(27 717.36304),(28 708.0565),(29 703.50946),(30 697.8805),(31 703.8289),(32 703.617),(33 702.6953),(34 705.33386),(35 716.4185),(36 711.00385),(37 713.1219),(38 728.48724),(39 730.7266),(40 721.2099),(41 722.13226),(42 726.19666),(43 729.9262),(44 726.88745),(45 730.3789),(46 731.53845),(47 747.77356),(48 757.46814),(49 765.2449),(50 770.5401),(51 765.3877),(52 769.67206),(53 789.2035),(54 783.55237),(55 780.0734),(56 776.7929),(57 775.5062),(58 774.20483),(59 770.7625),(60 769.79486),(61 783.92413),(62 776.36176),(63 774.57135),(64 767.35986),(65 766.9994),(66 765.7375),(67 760.43726),(68 762.1183),(69 753.734),(70 756.0664),(71 765.51184),(72 766.44196),(73 765.4959),(74 771.6979),(75 769.6111),(76 768.45056),(77 761.9113),(78 765.6115),(79 762.8741),
(1 330.54196),(2 444.7071),(3 507.2408),(4 561.191),(5 601.1115),(6 623.2445),(7 635.40204),(8 668.6438),(9 674.8431),(10 682.63257),(11 692.79706),(12 699.0197),(13 701.76495),(14 709.53986),(15 718.8159),(16 719.1692),(17 717.34216),(18 712.66254),(19 711.3087),(20 708.9322),(21 710.3625),(22 705.3304),(23 719.1602),(24 707.13367),(25 698.3332),(26 700.264),(27 709.2133),(28 707.47577),(29 707.92896),(30 705.9843),(31 704.6093),(32 708.3377),(33 710.9439),(34 715.6261),(35 715.65643),(36 707.03455),(37 717.6296),(38 714.1431),(39 714.1339),(40 711.2824),(41 721.5282),(42 722.46155),(43 726.4161),(44 714.5131),(45 717.0327),(46 722.72723),(47 733.78986),(48 735.1408),(49 744.8974),(50 750.26654),(51 743.7228),(52 746.07336),(53 759.2961),(54 762.0378),(55 761.9776),(56 764.5237),(57 768.19147),(58 761.9695),(59 754.82495),(60 760.62573),(61 756.8183),(62 753.29034),(63 753.0053),(64 747.6166),(65 744.73486),(66 738.54913),(67 739.9273),(68 747.79285),(69 746.06555),(70 745.17065),(71 743.0626),(72 741.6364),(73 747.2288),(74 742.4455),(75 745.7739),(76 743.809),(77 741.41345),(78 741.2848),(79 745.70856),
(1 325.411),(2 440.94226),(3 509.01892),(4 548.80835),(5 582.8312),(6 599.6317),(7 611.8977),(8 643.3125),(9 643.4735),(10 648.8691),(11 665.92316),(12 671.333),(13 676.5238),(14 675.7387),(15 691.29333),(16 700.5804),(17 703.43805),(18 712.11975),(19 709.1123),(20 701.66644),(21 706.04553),(22 706.2201),(23 709.8392),(24 710.2),(25 709.1078),(26 716.5137),(27 721.73566),(28 714.4944),(29 713.73175),(30 718.17755),(31 725.4149),(32 721.20416),(33 719.97974),(34 726.72186),(35 727.3997),(36 716.2451),(37 721.8317),(38 722.9267),(39 720.2044),(40 711.1341),(41 720.6323),(42 719.8351),(43 717.35406),(44 708.008),(45 709.28577),(46 710.5573),(47 717.12305),(48 719.3916),(49 724.7174),(50 722.4089),(51 727.6202),(52 728.63715),(53 734.5614),(54 736.3112),(55 732.99054),(56 739.203),(57 749.4431),(58 743.3478),(59 735.3787),(60 725.50336),(61 729.79144),(62 727.8641),(63 729.51166),(64 726.2059),(65 728.78564),(66 724.515),(67 728.92303),(68 735.65643),(69 730.7095),(70 736.35284),(71 738.8955),(72 741.7748),(73 745.69904),(74 739.3564),(75 729.1827),(76 733.2957),(77 724.3005),(78 718.53674),(79 718.3857),
(1 322.44348),(2 445.6345),(3 507.47665),(4 550.66833),(5 575.57446),(6 594.0786),(7 608.7592),(8 637.854),(9 649.2062),(10 657.5066),(11 664.0257),(12 669.0374),(13 674.6492),(14 671.8185),(15 673.24365),(16 681.0471),(17 686.48846),(18 686.6275),(19 686.2917),(20 684.6157),(21 691.2723),(22 697.81287),(23 702.60364),(24 697.3787),(25 693.6818),(26 704.6003),(27 707.7839),(28 705.5208),(29 705.7798),(30 706.6559),(31 713.25446),(32 704.1754),(33 714.4667),(34 718.0463),(35 714.5485),(36 712.3305),(37 706.6259),(38 714.4309),(39 709.2656),(40 709.015),(41 712.51807),(42 702.95404),(43 711.35474),(44 702.0412),(45 697.49493),(46 697.6938),(47 703.20026),(48 708.076),(49 711.75995),(50 719.4227),(51 727.94666),(52 735.20636),(53 738.7565),(54 739.0018),(55 742.6907),(56 745.41925),(57 751.43256),(58 752.28265),(59 748.6762),(60 749.3561),(61 746.00287),(62 740.6053),(63 749.1029),(64 740.0453),(65 739.90784),(66 739.19867),(67 735.8687),(68 738.4638),(69 731.4201),(70 742.6115),(71 743.88654),(72 742.31305),(73 740.0828),(74 733.6376),(75 736.58026),(76 735.6557),(77 733.5252),(78 732.8597),(79 727.0898),
(1 318.78522),(2 434.82938),(3 504.75922),(4 548.0752),(5 575.87854),(6 597.76514),(7 611.82825),(8 632.797),(9 639.65375),(10 649.9979),(11 655.6637),(12 657.1843),(13 665.6237),(14 669.7506),(15 676.3136),(16 674.3112),(17 680.3472),(18 682.63153),(19 682.1442),(20 688.3197),(21 685.1095),(22 683.6523),(23 687.9067),(24 680.776),(25 682.74506),(26 689.3095),(27 698.61176),(28 701.2438),(29 697.98114),(30 694.96326),(31 699.73315),(32 700.4441),(33 710.79297),(34 710.8345),(35 709.14294),(36 703.7537),(37 705.7486),(38 717.70374),(39 709.63385),(40 701.73975),(41 697.8652),(42 690.12067),(43 696.0923),(44 699.3558),(45 691.0747),(46 694.73157),(47 699.33673),(48 704.93756),(49 709.7117),(50 715.5942),(51 712.7708),(52 715.70056),(53 725.07947),(54 723.78046),(55 724.41345),(56 730.6271),(57 735.0128),(58 740.22174),(59 736.9077),(60 736.5231),(61 742.48724),(62 743.6132),(63 745.9749),(64 737.2343),(65 735.8748),(66 733.40027),(67 729.41766),(68 741.7089),(69 741.2623),(70 742.101),(71 735.199),(72 736.3361),(73 732.6681),(74 735.5205),(75 733.4581),(76 732.61597),(77 740.6864),(78 739.8982),(79 738.5707),
(1 313.8769),(2 427.00592),(3 496.67566),(4 544.872),(5 572.202),(6 595.7691),(7 601.9036),(8 621.14923),(9 630.49756),(10 646.38605),(11 656.98926),(12 662.75494),(13 666.0985),(14 673.67993),(15 685.2252),(16 688.2081),(17 679.8516),(18 680.7496),(19 673.0118),(20 674.8577),(21 667.8398),(22 671.4061),(23 679.38605),(24 680.41095),(25 673.8826),(26 673.98755),(27 672.2725),(28 678.1883),(29 678.6262),(30 673.34576),(31 675.3592),(32 679.40106),(33 689.3113),(34 692.06976),(35 692.1648),(36 687.7221),(37 694.4671),(38 695.0624),(39 681.69446),(40 674.02625),(41 680.77716),(42 679.6859),(43 684.8437),(44 684.48364),(45 678.7162),(46 681.25183),(47 689.3079),(48 700.68134),(49 706.81415),(50 707.682),(51 712.9345),(52 714.6155),(53 718.7592),(54 713.18054),(55 712.4501),(56 716.75543),(57 728.53534),(58 726.6651),(59 723.6875),(60 730.4809),(61 735.48627),(62 739.24066),(63 740.0411),(64 739.0324),(65 738.5729),(66 741.2911),(67 742.7847),(68 743.15674),(69 734.5138),(70 729.5738),(71 725.1069),(72 721.0762),(73 723.9426),(74 719.0003),(75 721.7064),(76 713.79205),(77 713.90967),(78 714.1069),(79 716.3903),
(1 312.47357),(2 431.7919),(3 488.94858),(4 537.9514),(5 570.7462),(6 593.8963),(7 608.7905),(8 640.1422),(9 646.2691),(10 660.5386),(11 669.2686),(12 675.6781),(13 684.25684),(14 698.80054),(15 709.29034),(16 712.2215),(17 706.6638),(18 699.8659),(19 686.5238),(20 682.1171),(21 678.8758),(22 677.39386),(23 678.9701),(24 676.96277),(25 676.60016),(26 676.7654),(27 669.58563),(28 673.7791),(29 671.3071),(30 670.70264),(31 674.9049),(32 684.7114),(33 687.2789),(34 691.22205),(35 690.05865),(36 693.39215),(37 686.1225),(38 684.34265),(39 681.928),(40 677.5772),(41 684.6894),(42 687.5647),(43 689.7898),(44 682.75116),(45 674.987),(46 678.595),(47 679.98444),(48 692.9582),(49 702.02765),(50 705.8192),(51 701.26794),(52 702.268),(53 713.9964),(54 719.79065),(55 715.5039),(56 705.09796),(57 714.5236),(58 711.9205),(59 713.05414),(60 720.81573),(61 728.6395),(62 732.0907),(63 737.4946),(64 731.0332),(65 727.3054),(66 728.6299),(67 725.8089),(68 729.5272),(69 724.61676),(70 717.16547),(71 720.39307),(72 718.8272),(73 717.4269),(74 712.1863),(75 720.2463),(76 718.4219),(77 721.2621),(78 719.18665),(79 717.78625),
(1 303.5323),(2 413.52515),(3 477.63455),(4 518.9642),(5 548.5729),(6 571.0156),(7 586.1946),(8 615.426),(9 622.29456),(10 633.09717),(11 638.3757),(12 652.45953),(13 659.8537),(14 665.5934),(15 670.97034),(16 674.6238),(17 672.07166),(18 668.53766),(19 662.2984),(20 662.0504),(21 660.3567),(22 658.3906),(23 665.9312),(24 660.35266),(25 661.3744),(26 661.3294),(27 663.0495),(28 664.72217),(29 662.9039),(30 668.0669),(31 668.9422),(32 671.5395),(33 678.5484),(34 681.4791),(35 686.8199),(36 687.86926),(37 680.9205),(38 682.92755),(39 670.6817),(40 667.4872),(41 670.902),(42 673.75116),(43 675.16956),(44 672.55676),(45 675.27057),(46 674.87177),(47 684.6554),(48 693.733),(49 701.6524),(50 702.54004),(51 700.32104),(52 707.48663),(53 717.006),(54 723.15674),(55 713.92957),(56 707.9702),(57 703.1065),(58 700.7033),(59 699.68677),(60 704.3833),(61 705.3039),(62 706.3099),(63 708.2294),(64 705.5396),(65 703.7962),(66 702.6384),(67 699.56836),(68 706.4242),(69 698.2635),(70 694.0657),(71 695.4372),(72 690.58014),(73 690.9269),(74 690.72003),(75 692.04706),(76 685.5078),(77 686.4834),(78 687.68646),(79 678.82715),
(1 297.87665),(2 405.8053),(3 466.1823),(4 506.17273),(5 541.69775),(6 558.68365),(7 570.47797),(8 588.4899),(9 598.8835),(10 611.7999),(11 625.0795),(12 630.85785),(13 637.8501),(14 635.56885),(15 642.15295),(16 642.85767),(17 638.9704),(18 646.0072),(19 649.6824),(20 648.40344),(21 654.1581),(22 650.71533),(23 652.54974),(24 643.784),(25 641.981),(26 645.68),(27 644.16785),(28 644.8513),(29 643.18915),(30 646.3345),(31 651.4373),(32 649.8465),(33 645.2777),(34 645.4567),(35 646.4798),(36 651.7504),(37 645.6011),(38 647.5786),(39 650.1617),(40 641.6416),(41 650.8235),(42 652.6542),(43 653.9057),(44 651.4902),(45 655.0026),(46 660.7154),(47 670.5412),(48 674.49255),(49 673.4038),(50 674.24866),(51 681.9376),(52 693.2382),(53 695.3964),(54 696.3654),(55 695.3112),(56 695.8371),(57 695.7005),(58 694.62164),(59 686.9103),(60 685.8238),(61 700.6391),(62 701.6959),(63 702.00305),(64 699.2578),(65 701.0986),(66 695.1547),(67 692.7291),(68 696.4438),(69 695.40216),(70 694.1835),(71 696.39606),(72 695.9275),(73 687.8888),(74 686.93195),(75 684.0833),(76 675.953),(77 679.33563),(78 680.356),(79 680.3894),
(1 296.4508),(2 403.4192),(3 461.6177),(4 498.11838),(5 529.6308),(6 552.35315),(7 563.03973),(8 581.6765),(9 583.2088),(10 595.43646),(11 611.71674),(12 619.8172),(13 621.7412),(14 623.65607),(15 623.129),(16 622.57117),(17 623.74164),(18 637.4797),(19 638.4002),(20 638.5964),(21 640.7278),(22 640.22217),(23 650.38074),(24 648.67096),(25 639.271),(26 646.5134),(27 645.79987),(28 654.90674),(29 646.867),(30 641.4878),(31 641.14435),(32 637.5346),(33 643.63464),(34 642.7661),(35 639.84),(36 639.0138),(37 640.84357),(38 644.9726),(39 651.1539),(40 640.01373),(41 643.10516),(42 642.8743),(43 639.9184),(44 636.9095),(45 641.4556),(46 644.59796),(47 650.2145),(48 655.37427),(49 659.6882),(50 662.81976),(51 671.20325),(52 684.4523),(53 692.20917),(54 690.1126),(55 691.27783),(56 693.48444),(57 694.78296),(58 686.87976),(59 687.0858),(60 680.3384),(61 684.404),(62 686.88116),(63 694.7943),(64 690.23004),(65 692.2721),(66 690.022),(67 691.4425),(68 686.6906),(69 679.3812),(70 680.4487),(71 677.2201),(72 672.504),(73 665.7319),(74 661.3975),(75 650.8322),(76 649.58734),(77 649.35077),(78 647.4287),(79 654.9348),
(1 294.45157),(2 396.31372),(3 459.4955),(4 495.38113),(5 521.3772),(6 542.6152),(7 558.55835),(8 577.72614),(9 585.5387),(10 595.36053),(11 608.88727),(12 620.06146),(13 617.35046),(14 613.5917),(15 620.5264),(16 618.1512),(17 625.5848),(18 634.0068),(19 633.7843),(20 637.2467),(21 637.4165),(22 636.56226),(23 641.906),(24 643.8875),(25 637.09357),(26 639.0633),(27 638.17035),(28 643.5797),(29 631.60913),(30 626.1147),(31 628.125),(32 626.56696),(33 620.8518),(34 623.38617),(35 629.47876),(36 629.42694),(37 634.53955),(38 646.0543),(39 638.98486),(40 631.84283),(41 627.299),(42 630.7849),(43 629.4051),(44 630.2642),(45 634.8331),(46 638.0609),(47 642.9037),(48 645.9438),(49 645.7246),(50 653.0138),(51 658.8876),(52 667.49854),(53 669.20996),(54 673.2352),(55 675.1742),(56 680.81305),(57 675.77356),(58 679.44556),(59 679.0639),(60 675.76276),(61 679.8121),(62 679.0529),(63 678.8037),(64 672.77545),(65 676.0205),(66 675.40436),(67 679.63715),(68 681.89233),(69 673.4196),(70 671.11676),(71 669.0962),(72 663.48083),(73 658.23224),(74 660.3921),(75 656.1637),(76 647.43774),(77 641.31903),(78 639.5659),(79 643.4627),
