1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 314743.16),(2 1012916.5),(3 1838707.6),(4 2856616),(5 3984985.3),(6 5079018.5),(7 6170819.5),(8 7368143.5),(9 8479277),(10 9436005),(11 10324851),(12 11248776),(13 11946789),(14 12380257),(15 12745860),(16 13092477),(17 13251424),(18 13156125),(19 13072447),(20 13095275),(21 13004917),(22 12852211),(23 12688960),(24 12564953),(25 12706144),(26 12901524),(27 13238897),(28 13533424),(29 13533315),(30 13094944),(31 12730488),(32 12721796),(33 12865239),(34 12942343),(35 13094453),(36 13181863),(37 13653793),(38 14308075),(39 14720984),(40 15112352),(41 15922801),(42 16662163),(43 17208092),(44 17811774),(45 18364588),(46 18988742),(47 19469240),(48 20151798),(49 20709130),(50 21394444),(51 22143890),(52 22906240),(53 23632614),(54 24623848),(55 25067168),(56 24718896),(57 24225338),(58 23822626),(59 23402902),(60 23100426),(61 22723136),(62 22034446),(63 21300144),(64 20504850),(65 19295090),(66 18201418),(67 17473554),(68 16875766),(69 16257299),(70 15948931),(71 15922549),(72 15916471),(73 16029845),(74 16040380),(75 15758431),(76 15455739),(77 15355181),(78 15203783),(79 14678075),
(1 15.872515),(2 17.771969),(3 18.59725),(4 18.801825),(5 19.207664),(6 19.363834),(7 20.033386),(8 19.652567),(9 19.767313),(10 19.826426),(11 19.827816),(12 19.924164),(13 20.16091),(14 19.969667),(15 19.838814),(16 20.061785),(17 19.94519),(18 19.66755),(19 20.020025),(20 20.07615),(21 20.443209),(22 20.077885),(23 19.850737),(24 20.111717),(25 20.253036),(26 20.132074),(27 19.7791),(28 19.618362),(29 19.513203),(30 19.737724),(31 20.121576),(32 20.201662),(33 20.310234),(34 20.42593),(35 20.62812),(36 20.472612),(37 20.749603),(38 20.969435),(39 20.724133),(40 20.556063),(41 20.795662),(42 20.799807),(43 20.97645),(44 21.362453),(45 21.806696),(46 21.521671),(47 21.076777),(48 20.91562),(49 21.118301),(50 21.250797),(51 21.502064),(52 21.507208),(53 21.148762),(54 20.857512),(55 21.101233),(56 20.903465),(57 21.195019),(58 21.384562),(59 21.461723),(60 21.316042),(61 21.32798),(62 21.623827),(63 21.365686),(64 21.297733),(65 21.290297),(66 21.02537),(67 21.011164),(68 20.845638),(69 21.126295),(70 21.08488),(71 21.342306),(72 21.160093),(73 21.45273),(74 21.375807),(75 20.997286),(76 21.147396),(77 21.143497),(78 21.446075),(79 21.265593),
(1 15.87392),(2 17.763855),(3 18.641598),(4 19.186558),(5 19.497831),(6 19.803217),(7 20.033873),(8 19.579556),(9 19.75578),(10 19.801767),(11 19.583822),(12 19.803473),(13 19.986687),(14 19.851397),(15 19.53913),(16 19.538229),(17 19.435026),(18 19.43872),(19 19.549881),(20 19.899872),(21 20.135334),(22 20.20239),(23 20.01338),(24 20.13725),(25 20.068281),(26 20.145782),(27 19.818798),(28 19.923626),(29 19.80162),(30 20.136255),(31 20.25996),(32 20.544943),(33 20.635376),(34 20.518114),(35 20.875658),(36 20.90636),(37 21.235628),(38 21.202854),(39 21.058468),(40 21.281738),(41 21.684776),(42 21.657072),(43 21.920898),(44 21.926754),(45 22.073004),(46 21.68701),(47 21.781424),(48 21.37851),(49 21.51569),(50 22.004936),(51 21.939758),(52 21.68236),(53 21.756773),(54 21.501097),(55 21.481586),(56 21.28902),(57 21.145056),(58 20.933258),(59 21.035261),(60 20.967358),(61 21.329224),(62 21.256063),(63 20.960434),(64 21.09494),(65 21.277487),(66 20.76852),(67 20.93081),(68 20.666456),(69 20.79822),(70 20.99459),(71 21.092993),(72 20.927633),(73 20.927668),(74 20.965141),(75 20.422146),(76 20.625381),(77 20.569988),(78 20.81347),(79 20.990417),
(1 16.170822),(2 17.652012),(3 18.93481),(4 19.588793),(5 19.787863),(6 19.54787),(7 19.724539),(8 19.566778),(9 19.818743),(10 19.789383),(11 20.163857),(12 20.152832),(13 20.248898),(14 19.901585),(15 20.11795),(16 20.050192),(17 19.892376),(18 19.539003),(19 19.927256),(20 20.198786),(21 20.255106),(22 20.184662),(23 20.245434),(24 20.347868),(25 20.532063),(26 20.348913),(27 20.085056),(28 19.912996),(29 19.619457),(30 19.69954),(31 20.234484),(32 20.39149),(33 20.7591),(34 20.620623),(35 20.888096),(36 20.774225),(37 20.876856),(38 20.90323),(39 20.835405),(40 20.832697),(41 21.03279),(42 21.129469),(43 21.243608),(44 21.234335),(45 21.486877),(46 21.464989),(47 21.399584),(48 21.288874),(49 21.315742),(50 21.427635),(51 21.516054),(52 21.666246),(53 21.769701),(54 21.580864),(55 21.643757),(56 21.29011),(57 21.29514),(58 21.234465),(59 21.38963),(60 21.354706),(61 21.826704),(62 21.52554),(63 21.306139),(64 21.303514),(65 21.231585),(66 20.966713),(67 20.848232),(68 20.860477),(69 20.94478),(70 21.066559),(71 21.272083),(72 21.322779),(73 21.203367),(74 20.903585),(75 20.953604),(76 20.941015),(77 21.061787),(78 20.856762),(79 21.004337),
(1 15.845471),(2 17.440115),(3 18.301054),(4 18.756773),(5 18.806278),(6 19.014969),(7 19.21595),(8 19.284239),(9 19.10097),(10 19.3874),(11 19.299587),(12 19.248156),(13 19.120993),(14 19.080301),(15 18.953823),(16 18.85455),(17 19.05113),(18 18.877028),(19 19.142326),(20 19.24693),(21 19.393312),(22 19.572838),(23 19.676256),(24 19.467384),(25 19.45937),(26 19.282454),(27 19.14738),(28 19.013077),(29 18.985027),(30 19.08976),(31 19.187548),(32 19.627375),(33 20.179056),(34 19.828627),(35 20.199327),(36 20.313272),(37 20.610641),(38 20.36654),(39 20.24855),(40 20.389118),(41 20.301405),(42 20.49625),(43 20.708706),(44 20.765322),(45 20.761087),(46 20.83106),(47 20.364183),(48 20.559317),(49 20.701422),(50 20.720123),(51 20.923332),(52 21.110899),(53 20.93401),(54 20.701223),(55 20.750341),(56 20.708048),(57 20.409044),(58 20.46019),(59 20.757748),(60 20.687532),(61 20.864338),(62 20.751259),(63 20.465746),(64 20.4045),(65 20.811823),(66 20.467978),(67 20.512886),(68 20.418022),(69 20.43868),(70 20.60012),(71 20.763533),(72 20.713385),(73 20.568708),(74 20.47517),(75 20.272049),(76 20.127798),(77 20.464338),(78 20.362333),(79 20.381271),
(1 15.780526),(2 17.462934),(3 18.402025),(4 19.03049),(5 19.47461),(6 19.592716),(7 19.357462),(8 19.031532),(9 19.444416),(10 19.408758),(11 19.646708),(12 19.752684),(13 19.74454),(14 19.735325),(15 19.513544),(16 19.380219),(17 19.72236),(18 19.498611),(19 19.683199),(20 19.584482),(21 19.6407),(22 19.891716),(23 20.038448),(24 19.62773),(25 19.872566),(26 20.041948),(27 19.972734),(28 19.592844),(29 19.700693),(30 19.688923),(31 19.88318),(32 20.1553),(33 20.51078),(34 20.512001),(35 20.566008),(36 20.383883),(37 20.747454),(38 20.740273),(39 20.847702),(40 20.721432),(41 20.821102),(42 20.887829),(43 21.420223),(44 21.480402),(45 21.604074),(46 21.32168),(47 21.202955),(48 21.031925),(49 21.198305),(50 21.45366),(51 21.455563),(52 21.46088),(53 21.305744),(54 21.453232),(55 21.094835),(56 21.166283),(57 21.034714),(58 20.847246),(59 20.952509),(60 20.8883),(61 21.19117),(62 20.82293),(63 20.766518),(64 20.812191),(65 20.605083),(66 20.353607),(67 20.529934),(68 20.619099),(69 20.49413),(70 20.776175),(71 20.64604),(72 20.889456),(73 20.759514),(74 20.84265),(75 20.511139),(76 20.439861),(77 20.609503),(78 20.521664),(79 20.627254),
(1 15.721908),(2 17.596014),(3 18.415203),(4 18.783173),(5 19.26166),(6 19.545263),(7 19.6619),(8 19.178543),(9 19.398415),(10 19.447357),(11 19.637018),(12 19.491896),(13 19.528261),(14 19.460035),(15 19.375744),(16 19.292276),(17 19.539923),(18 19.27188),(19 19.487997),(20 19.373203),(21 19.615108),(22 19.736622),(23 19.9635),(24 19.699404),(25 19.617588),(26 19.603045),(27 19.352444),(28 19.137377),(29 19.056623),(30 19.29402),(31 19.58723),(32 19.715258),(33 20.01206),(34 20.252394),(35 20.331888),(36 20.237495),(37 20.415615),(38 20.542805),(39 20.504707),(40 20.178053),(41 20.713177),(42 20.860558),(43 21.430584),(44 21.093687),(45 21.207903),(46 21.028318),(47 21.203989),(48 20.674671),(49 20.89722),(50 21.295515),(51 21.224434),(52 21.10896),(53 21.431627),(54 21.17335),(55 20.911947),(56 20.671087),(57 20.786047),(58 20.88223),(59 20.846478),(60 20.850594),(61 21.104172),(62 20.999128),(63 20.78063),(64 20.633535),(65 20.445923),(66 20.46711),(67 20.4719),(68 20.297607),(69 20.525164),(70 20.549639),(71 20.5055),(72 20.53246),(73 20.651423),(74 20.813524),(75 20.369818),(76 20.303112),(77 20.347042),(78 20.338118),(79 20.198795),
(1 15.865473),(2 17.946978),(3 18.430779),(4 18.641415),(5 19.16754),(6 19.536106),(7 19.894115),(8 19.772554),(9 19.71901),(10 19.483658),(11 19.831278),(12 19.95342),(13 20.162413),(14 19.979015),(15 19.627909),(16 19.693233),(17 19.725502),(18 19.380724),(19 19.868711),(20 19.806911),(21 19.876162),(22 19.971245),(23 19.888561),(24 20.120737),(25 20.086987),(26 20.11152),(27 19.966307),(28 19.570354),(29 19.226105),(30 19.387333),(31 19.958963),(32 20.224892),(33 20.33107),(34 20.641794),(35 20.780827),(36 20.570581),(37 20.632591),(38 20.76338),(39 20.649902),(40 20.87225),(41 20.902136),(42 21.070232),(43 21.1583),(44 21.219437),(45 21.486353),(46 21.42829),(47 21.48155),(48 21.017315),(49 21.070807),(50 21.198713),(51 21.416594),(52 21.37466),(53 21.401997),(54 21.017403),(55 21.188036),(56 20.861696),(57 20.900944),(58 21.19953),(59 21.418245),(60 21.376665),(61 21.482834),(62 21.493565),(63 21.001328),(64 20.947828),(65 20.718565),(66 20.565989),(67 20.658268),(68 20.581278),(69 20.388184),(70 20.616125),(71 20.936134),(72 20.790413),(73 20.828678),(74 20.896608),(75 20.703894),(76 20.339539),(77 20.378069),(78 20.138594),(79 20.186357),
(1 15.776112),(2 17.399717),(3 18.299456),(4 18.924734),(5 19.265919),(6 19.15815),(7 19.371962),(8 19.457802),(9 19.352331),(10 19.425789),(11 19.668367),(12 19.494911),(13 19.579176),(14 19.636143),(15 19.469255),(16 19.54759),(17 19.341124),(18 19.44199),(19 19.568256),(20 19.726711),(21 20.117895),(22 19.943592),(23 19.800005),(24 19.921377),(25 19.600576),(26 19.93174),(27 19.653006),(28 19.1651),(29 19.276901),(30 19.343014),(31 19.7578),(32 20.013422),(33 20.108728),(34 20.317287),(35 20.580713),(36 20.399145),(37 20.727346),(38 20.396807),(39 20.424877),(40 20.430515),(41 20.761497),(42 20.92497),(43 21.030428),(44 21.357185),(45 21.348146),(46 21.455906),(47 21.404459),(48 21.031788),(49 21.15375),(50 21.284487),(51 21.577475),(52 21.469446),(53 21.60081),(54 21.304237),(55 21.076548),(56 20.650654),(57 20.653185),(58 20.57162),(59 20.779442),(60 20.700489),(61 20.999422),(62 20.597),(63 20.51901),(64 20.607447),(65 20.585348),(66 20.773296),(67 20.571037),(68 20.319433),(69 20.265085),(70 20.416979),(71 20.263357),(72 20.487782),(73 20.407312),(74 20.466364),(75 20.471643),(76 20.13872),(77 20.294611),(78 20.211092),(79 20.510672),
(1 15.622104),(2 17.476429),(3 18.298922),(4 18.619173),(5 18.944384),(6 18.834396),(7 19.012142),(8 19.3381),(9 19.293333),(10 19.38287),(11 19.533232),(12 19.591755),(13 19.646727),(14 19.602179),(15 19.400167),(16 19.555016),(17 19.410002),(18 19.624603),(19 19.375288),(20 19.559166),(21 19.7966),(22 19.533546),(23 19.580948),(24 19.505806),(25 19.737741),(26 19.755531),(27 19.402609),(28 19.010996),(29 19.21333),(30 19.12871),(31 19.49319),(32 19.369667),(33 19.646652),(34 19.572641),(35 20.077002),(36 19.662275),(37 20.285448),(38 20.254606),(39 20.203915),(40 20.057224),(41 20.522253),(42 20.54043),(43 20.479927),(44 20.683918),(45 20.775986),(46 21.016834),(47 21.067816),(48 20.627737),(49 20.613258),(50 20.63804),(51 21.10459),(52 21.07194),(53 21.080982),(54 20.886274),(55 20.61806),(56 20.36692),(57 20.738064),(58 20.289497),(59 20.058578),(60 20.388916),(61 20.609465),(62 20.260118),(63 19.86735),(64 20.31947),(65 20.329895),(66 20.475075),(67 20.371933),(68 19.915522),(69 20.094198),(70 20.27343),(71 20.25396),(72 20.41315),(73 20.533632),(74 20.275358),(75 20.480022),(76 20.240421),(77 20.260529),(78 20.238865),(79 20.114077),
(1 15.471326),(2 17.519653),(3 18.439724),(4 18.688915),(5 19.032986),(6 19.138054),(7 19.40159),(8 19.295544),(9 19.691538),(10 19.610361),(11 19.672684),(12 19.484913),(13 19.783813),(14 19.492874),(15 19.381878),(16 19.36454),(17 19.622524),(18 19.362122),(19 19.498638),(20 19.509733),(21 19.652634),(22 19.639977),(23 19.914948),(24 19.872139),(25 19.870327),(26 19.913435),(27 19.523418),(28 19.227552),(29 19.57583),(30 19.537107),(31 19.904284),(32 19.660421),(33 20.047678),(34 20.464943),(35 20.43041),(36 20.354757),(37 20.591675),(38 20.624132),(39 20.580158),(40 20.535048),(41 20.842682),(42 20.836676),(43 21.03761),(44 20.872675),(45 21.171108),(46 20.892536),(47 21.06988),(48 20.949266),(49 21.279423),(50 21.115068),(51 21.370493),(52 21.140974),(53 21.168985),(54 21.023819),(55 21.02434),(56 20.58666),(57 20.769773),(58 20.629793),(59 20.765068),(60 20.673126),(61 20.73928),(62 20.96204),(63 20.599482),(64 20.540876),(65 20.515081),(66 20.59698),(67 20.562649),(68 20.262102),(69 20.29738),(70 20.391632),(71 20.460672),(72 20.696793),(73 20.803038),(74 20.544674),(75 20.40925),(76 20.55565),(77 20.351273),(78 20.5176),(79 20.626326),
(1 15.414836),(2 17.340475),(3 18.332151),(4 18.644794),(5 18.815811),(6 18.981188),(7 19.186945),(8 19.000984),(9 19.04078),(10 19.120678),(11 19.609331),(12 19.631983),(13 19.44253),(14 19.71211),(15 19.555696),(16 19.529472),(17 19.543282),(18 19.379301),(19 19.535923),(20 19.422125),(21 19.630543),(22 19.727087),(23 19.443941),(24 19.330671),(25 19.474865),(26 19.826925),(27 19.710634),(28 19.309614),(29 19.360567),(30 19.420633),(31 19.992592),(32 19.967293),(33 20.052279),(34 20.023594),(35 20.147337),(36 20.240698),(37 20.25873),(38 20.213907),(39 20.233767),(40 20.243652),(41 20.692465),(42 20.682762),(43 21.182117),(44 21.051846),(45 20.915108),(46 21.137),(47 20.746948),(48 20.494741),(49 20.788614),(50 20.672716),(51 20.918531),(52 20.773876),(53 21.116495),(54 20.64539),(55 20.664383),(56 20.40961),(57 20.107344),(58 20.004559),(59 20.222897),(60 20.278034),(61 20.601938),(62 20.416588),(63 20.407959),(64 20.102913),(65 20.146145),(66 20.054977),(67 19.98445),(68 19.617863),(69 19.896282),(70 19.967796),(71 19.974207),(72 20.036709),(73 19.967827),(74 20.088749),(75 20.077423),(76 19.930376),(77 19.893246),(78 20.064875),(79 19.988562),
(1 15.303638),(2 17.261162),(3 17.981169),(4 18.403214),(5 18.632746),(6 18.973991),(7 18.879942),(8 18.786634),(9 18.933058),(10 18.863335),(11 19.335812),(12 19.155655),(13 19.056572),(14 19.076696),(15 19.124435),(16 19.130802),(17 19.042505),(18 19.046606),(19 19.115847),(20 19.108923),(21 19.210266),(22 19.18453),(23 19.053844),(24 19.058567),(25 19.34912),(26 19.344645),(27 19.20638),(28 18.776392),(29 18.796011),(30 18.773361),(31 19.264635),(32 19.253521),(33 19.730478),(34 19.755566),(35 19.85602),(36 19.536352),(37 19.729918),(38 20.04172),(39 20.053555),(40 20.066763),(41 20.598654),(42 20.666592),(43 20.9753),(44 20.912664),(45 20.95751),(46 20.671658),(47 20.509098),(48 20.250725),(49 20.423262),(50 20.651932),(51 20.887033),(52 20.84107),(53 20.978754),(54 20.548162),(55 20.726862),(56 20.390755),(57 20.455715),(58 20.21774),(59 20.491362),(60 20.436079),(61 20.363636),(62 20.357327),(63 20.25318),(64 19.95492),(65 20.107523),(66 20.007092),(67 19.826727),(68 19.92882),(69 20.032028),(70 20.138943),(71 20.56841),(72 20.549538),(73 20.187738),(74 20.2195),(75 20.308605),(76 20.001265),(77 20.021706),(78 19.784023),(79 19.789993),
(1 15.171995),(2 16.801895),(3 17.860237),(4 18.281849),(5 18.505682),(6 18.86408),(7 18.929565),(8 18.913656),(9 19.043108),(10 19.05632),(11 19.483948),(12 19.177708),(13 19.406738),(14 19.299196),(15 19.111078),(16 19.084461),(17 19.17011),(18 18.954855),(19 19.079298),(20 19.172647),(21 19.34491),(22 19.530111),(23 19.759285),(24 19.496876),(25 19.405106),(26 19.453314),(27 19.092548),(28 18.913519),(29 18.894142),(30 19.094854),(31 19.49377),(32 19.744982),(33 19.820768),(34 19.918297),(35 20.01774),(36 19.9877),(37 20.121162),(38 20.319178),(39 20.25768),(40 20.052814),(41 20.362532),(42 20.451786),(43 20.74636),(44 20.676249),(45 20.790161),(46 20.689917),(47 20.512634),(48 20.255678),(49 20.640135),(50 20.9281),(51 21.093113),(52 20.737995),(53 20.540775),(54 20.666277),(55 20.571457),(56 20.338877),(57 20.663647),(58 20.123968),(59 20.608809),(60 20.255983),(61 20.51404),(62 20.52069),(63 20.340345),(64 20.228312),(65 20.273989),(66 20.338766),(67 20.482475),(68 20.421608),(69 20.382616),(70 20.352497),(71 20.493307),(72 20.678976),(73 20.888329),(74 20.826986),(75 20.271639),(76 20.070345),(77 20.296484),(78 20.05116),(79 20.205404),
(1 15.232488),(2 17.086756),(3 17.979147),(4 18.540428),(5 18.91822),(6 19.047857),(7 19.120476),(8 18.92899),(9 19.034937),(10 18.968973),(11 19.365675),(12 19.195059),(13 19.474634),(14 19.293892),(15 19.302147),(16 19.355808),(17 19.343266),(18 19.264185),(19 19.42567),(20 19.36051),(21 19.491035),(22 19.470404),(23 19.49329),(24 19.255249),(25 19.57224),(26 19.443195),(27 19.33172),(28 19.383787),(29 19.380138),(30 19.192),(31 19.605795),(32 19.679565),(33 19.805866),(34 19.686626),(35 19.977482),(36 19.774363),(37 19.956297),(38 20.067963),(39 19.896114),(40 20.086966),(41 20.11602),(42 20.651434),(43 20.943502),(44 20.946016),(45 20.925362),(46 20.799423),(47 20.554932),(48 20.378407),(49 20.59804),(50 20.645622),(51 20.779333),(52 20.871103),(53 20.998632),(54 20.701551),(55 20.731432),(56 20.546171),(57 20.4273),(58 20.363787),(59 20.359486),(60 20.352552),(61 20.374105),(62 20.375565),(63 20.206423),(64 20.233898),(65 20.051956),(66 20.013588),(67 19.992205),(68 19.878277),(69 19.768677),(70 19.77349),(71 20.00988),(72 20.104265),(73 20.046246),(74 20.021673),(75 19.824598),(76 19.44086),(77 19.58008),(78 19.715235),(79 19.92219),
(1 15.752522),(2 17.579304),(3 18.44162),(4 18.911924),(5 19.255314),(6 19.535494),(7 19.664825),(8 19.431013),(9 19.650497),(10 19.698362),(11 20.09972),(12 19.768032),(13 19.90748),(14 19.677887),(15 19.471638),(16 19.674242),(17 19.755901),(18 19.82971),(19 19.873158),(20 19.850998),(21 19.965057),(22 20.062983),(23 20.112307),(24 20.052147),(25 20.02642),(26 19.869009),(27 19.76317),(28 19.705585),(29 19.545923),(30 19.542562),(31 19.963608),(32 19.948528),(33 20.42353),(34 20.338303),(35 20.588924),(36 20.5555),(37 20.469559),(38 20.354683),(39 20.355497),(40 20.543993),(41 20.628557),(42 20.908285),(43 20.889446),(44 20.964989),(45 21.232473),(46 21.20912),(47 21.11243),(48 20.989702),(49 20.8733),(50 21.063337),(51 21.125315),(52 21.514402),(53 21.595509),(54 20.916775),(55 20.756268),(56 20.792305),(57 20.727282),(58 20.785667),(59 20.898945),(60 20.981379),(61 21.081532),(62 20.798761),(63 20.737955),(64 20.846972),(65 20.745277),(66 20.714506),(67 20.668653),(68 20.78199),(69 20.767673),(70 20.561531),(71 20.949938),(72 21.104261),(73 20.833536),(74 20.818346),(75 20.71185),(76 20.479319),(77 20.807096),(78 20.568014),(79 20.63498),
(1 14.89906),(2 16.537579),(3 17.603422),(4 17.90437),(5 18.181194),(6 18.402271),(7 18.43653),(8 18.392363),(9 18.523651),(10 18.564287),(11 18.736216),(12 18.814919),(13 18.813435),(14 18.818527),(15 18.71775),(16 18.703997),(17 18.747765),(18 18.727907),(19 18.986582),(20 18.890368),(21 19.156216),(22 18.966501),(23 19.409521),(24 19.497051),(25 19.597538),(26 19.276176),(27 19.120413),(28 18.848604),(29 18.66408),(30 18.724478),(31 19.05536),(32 19.101751),(33 19.163155),(34 19.054346),(35 19.237114),(36 19.202076),(37 19.275043),(38 19.302734),(39 19.257769),(40 19.354286),(41 19.539234),(42 19.584036),(43 19.694727),(44 19.524094),(45 19.662992),(46 19.75529),(47 19.865768),(48 19.545134),(49 19.873728),(50 20.296516),(51 20.383299),(52 20.0615),(53 20.04524),(54 19.982807),(55 20.122831),(56 19.702303),(57 19.769829),(58 19.587957),(59 19.6673),(60 19.747978),(61 19.884315),(62 19.80375),(63 19.812267),(64 19.798248),(65 19.734285),(66 19.683514),(67 19.731888),(68 19.668278),(69 19.734514),(70 19.69078),(71 19.94482),(72 20.116974),(73 20.084343),(74 19.933134),(75 19.717506),(76 19.327747),(77 19.663631),(78 19.758768),(79 19.77447),
(1 15.457715),(2 17.231142),(3 17.987473),(4 18.43653),(5 18.749428),(6 19.024015),(7 19.12811),(8 18.96305),(9 19.15735),(10 19.214216),(11 19.490738),(12 19.385756),(13 19.453196),(14 19.399965),(15 19.402256),(16 19.2934),(17 19.235207),(18 18.970798),(19 19.071457),(20 18.982883),(21 19.255026),(22 19.139862),(23 19.435854),(24 19.632376),(25 19.90735),(26 19.629526),(27 19.67507),(28 19.354439),(29 19.361273),(30 19.519335),(31 19.697184),(32 19.789604),(33 19.949247),(34 19.68969),(35 20.111536),(36 19.901062),(37 20.337431),(38 20.574183),(39 20.277033),(40 20.45868),(41 20.50586),(42 20.561808),(43 20.725132),(44 20.992216),(45 21.157656),(46 20.98184),(47 20.827398),(48 20.75111),(49 20.977236),(50 21.416082),(51 21.594624),(52 21.242468),(53 21.188896),(54 20.894987),(55 20.85743),(56 20.72196),(57 20.718225),(58 20.681644),(59 20.434944),(60 20.572779),(61 20.803534),(62 20.621323),(63 20.415691),(64 20.217321),(65 20.739788),(66 20.348984),(67 20.46628),(68 20.192907),(69 20.304674),(70 20.54455),(71 20.721498),(72 20.390577),(73 20.514013),(74 20.267254),(75 20.319082),(76 20.112148),(77 19.991594),(78 20.276985),(79 20.44397),
(1 15.506089),(2 17.221424),(3 18.455385),(4 18.81034),(5 19.043251),(6 19.153685),(7 19.234829),(8 19.091185),(9 19.278301),(10 19.077171),(11 19.38202),(12 19.489712),(13 19.573156),(14 19.548141),(15 19.415155),(16 19.380526),(17 19.594986),(18 18.905548),(19 19.58473),(20 19.626055),(21 19.708101),(22 19.456593),(23 19.656868),(24 19.70675),(25 19.613348),(26 19.565533),(27 19.37511),(28 19.114567),(29 19.190754),(30 19.311737),(31 19.65972),(32 19.535463),(33 19.86028),(34 19.863272),(35 20.006336),(36 19.874092),(37 20.190868),(38 20.284916),(39 20.1047),(40 20.09928),(41 20.139824),(42 20.032991),(43 20.233091),(44 20.551142),(45 20.594292),(46 20.539557),(47 20.617397),(48 20.064497),(49 20.163084),(50 20.252857),(51 20.723475),(52 20.50423),(53 20.905455),(54 20.377625),(55 20.578262),(56 20.098543),(57 20.011513),(58 19.97864),(59 20.308844),(60 20.408915),(61 20.485697),(62 20.292282),(63 20.160498),(64 20.20222),(65 20.134266),(66 20.19755),(67 19.811844),(68 19.855967),(69 19.881199),(70 20.118107),(71 20.17017),(72 20.228924),(73 20.387325),(74 20.268564),(75 20.17282),(76 20.103014),(77 20.148174),(78 20.416018),(79 20.528818),
