1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64619.03),(2 233003.38),(3 513076.66),(4 853014.7),(5 1281927.8),(6 1774162.4),(7 2314274.5),(8 2895868.3),(9 3529353.8),(10 4191825),(11 4897408),(12 5628410),(13 6349399.5),(14 7077659.5),(15 7741486),(16 8410007),(17 9026871),(18 9608504),(19 10188523),(20 10771915),(21 11425648),(22 12111899),(23 12849555),(24 13577711),(25 14352589),(26 15179576),(27 16060507),(28 16880182),(29 17706550),(30 18518500),(31 19258980),(32 20038014),(33 20739398),(34 21488596),(35 22240594),(36 23047118),(37 23791696),(38 24504730),(39 25137570),(40 25718786),(41 26174470),(42 26502976),(43 26706154),(44 26872990),(45 27026614),(46 27159754),(47 27256294),(48 27234784),(49 27124434),(50 26852518),(51 26506282),(52 26155950),(53 25926790),(54 25643074),(55 25328706),(56 25017200),(57 24665938),(58 24283974),(59 23824938),(60 23389670),(61 22910974),(62 22486794),(63 22067690),(64 21680096),(65 21306468),(66 20906160),(67 20435370),(68 19932760),(69 19338900),(70 18810584),(71 18374630),(72 18119712),(73 17985578),(74 17829750),(75 17718626),(76 17617540),(77 17447842),(78 17274294),(79 17003506),
(1 72.7209),(2 86.9845),(3 94.63943),(4 100.03057),(5 103.66889),(6 108.409355),(7 111.30731),(8 114.076035),(9 116.340614),(10 118.48896),(11 118.57852),(12 117.46049),(13 121.13059),(14 121.35581),(15 121.39302),(16 122.63439),(17 123.92673),(18 124.58145),(19 124.35194),(20 125.10807),(21 125.138),(22 126.143936),(23 125.9637),(24 124.604706),(25 127.163895),(26 126.65116),(27 127.56938),(28 127.1793),(29 127.54852),(30 129.25328),(31 127.101036),(32 128.1903),(33 128.74368),(34 128.77518),(35 128.73692),(36 126.84047),(37 128.3596),(38 127.25045),(39 126.98045),(40 128.58316),(41 128.0715),(42 129.38498),(43 128.30743),(44 129.934),(45 130.37901),(46 131.86856),(47 130.74194),(48 130.98476),(49 131.95674),(50 134.51228),(51 133.91138),(52 134.76212),(53 134.9333),(54 134.04784),(55 134.90253),(56 133.81853),(57 134.16707),(58 134.43056),(59 134.01445),(60 132.88286),(61 134.80424),(62 134.83252),(63 134.58116),(64 133.57333),(65 134.42245),(66 135.4589),(67 135.5013),(68 133.76895),(69 134.07024),(70 131.8644),(71 132.0907),(72 130.16139),(73 130.44363),(74 129.78722),(75 130.52144),(76 128.62187),(77 128.5771),(78 129.99582),(79 129.64668),
(1 71.3633),(2 85.377525),(3 93.66971),(4 98.43951),(5 103.53438),(6 105.76913),(7 109.95933),(8 113.04761),(9 114.761665),(10 116.24496),(11 116.657135),(12 115.145065),(13 118.43523),(14 119.75721),(15 120.82331),(16 121.899605),(17 122.62008),(18 123.502655),(19 123.78072),(20 123.77895),(21 124.49658),(22 124.86871),(23 123.83316),(24 122.04042),(25 123.72409),(26 122.93011),(27 125.09907),(28 124.390144),(29 125.3442),(30 127.24426),(31 127.18061),(32 126.80432),(33 126.730736),(34 126.62116),(35 126.56051),(36 125.81534),(37 128.60355),(38 128.13316),(39 128.16069),(40 129.4306),(41 129.69295),(42 129.85362),(43 129.44183),(44 130.18912),(45 130.95454),(46 130.4407),(47 130.184),(48 129.59387),(49 130.48517),(50 132.56497),(51 132.03993),(52 133.01453),(53 133.69675),(54 132.29262),(55 134.43288),(56 135.75165),(57 134.65137),(58 134.30841),(59 135.81181),(60 135.8435),(61 137.004),(62 137.27806),(63 137.48695),(64 138.82022),(65 139.27754),(66 138.93391),(67 139.3272),(68 138.8697),(69 139.38908),(70 137.146),(71 137.66861),(72 135.45212),(73 135.78047),(74 134.6704),(75 135.49615),(76 134.95808),(77 134.73817),(78 134.73676),(79 132.90594),
(1 71.128204),(2 84.449936),(3 93.17515),(4 97.868515),(5 102.94122),(6 105.40479),(7 108.61975),(8 113.00176),(9 111.981895),(10 113.50814),(11 113.89898),(12 112.563126),(13 115.620056),(14 115.91235),(15 117.72959),(16 118.52493),(17 119.23797),(18 120.17234),(19 121.36868),(20 121.814964),(21 122.93082),(22 121.96899),(23 121.089035),(24 119.98927),(25 121.83037),(26 122.77819),(27 122.89989),(28 122.740524),(29 122.2251),(30 122.95204),(31 122.2774),(32 123.04932),(33 122.8827),(34 123.861664),(35 123.640594),(36 123.30663),(37 124.700874),(38 125.41921),(39 125.90615),(40 127.17337),(41 127.56072),(42 127.30654),(43 127.85972),(44 127.734024),(45 128.3931),(46 128.83716),(47 127.975586),(48 127.91052),(49 129.36125),(50 132.14116),(51 130.4974),(52 131.18733),(53 132.23898),(54 132.11426),(55 131.88191),(56 132.37227),(57 132.56998),(58 132.73708),(59 132.18608),(60 131.72728),(61 133.54147),(62 132.83447),(63 131.61337),(64 132.18036),(65 132.37451),(66 132.25858),(67 133.94052),(68 133.09488),(69 130.7112),(70 130.87912),(71 130.06366),(72 128.97981),(73 129.93135),(74 127.80358),(75 128.20987),(76 128.6967),(77 128.3723),(78 130.16309),(79 127.39653),
(1 68.4157),(2 82.60836),(3 90.69905),(4 95.52892),(5 101.65947),(6 105.33758),(7 108.344154),(8 113.033775),(9 114.197296),(10 116.04246),(11 117.69672),(12 115.991264),(13 119.94903),(14 120.5125),(15 122.3291),(16 121.57374),(17 122.40509),(18 125.10766),(19 125.203835),(20 125.46571),(21 125.53508),(22 124.24025),(23 123.66313),(24 122.89872),(25 124.560295),(26 124.73573),(27 124.24371),(28 125.564835),(29 124.92055),(30 125.68045),(31 124.28953),(32 123.793976),(33 123.90472),(34 125.21913),(35 124.97052),(36 125.0852),(37 125.400475),(38 125.71784),(39 123.94921),(40 125.83579),(41 125.97418),(42 127.553055),(43 127.03249),(44 127.85481),(45 128.35297),(46 128.90868),(47 128.24564),(48 127.993065),(49 128.9444),(50 131.57588),(51 129.80064),(52 130.53975),(53 130.71022),(54 131.10524),(55 131.85356),(56 132.40591),(57 133.61873),(58 132.821),(59 133.40372),(60 131.03444),(61 132.26688),(62 132.18921),(63 132.05832),(64 133.06244),(65 132.7222),(66 132.57388),(67 133.37132),(68 132.62788),(69 132.03583),(70 132.44673),(71 131.14735),(72 129.82465),(73 130.4684),(74 129.41393),(75 129.8357),(76 130.03662),(77 129.25357),(78 129.60172),(79 127.17636),
(1 68.43352),(2 81.85745),(3 90.52789),(4 95.28312),(5 99.60916),(6 103.05415),(7 105.843056),(8 108.54615),(9 109.663475),(10 111.668724),(11 110.401726),(12 110.22377),(13 112.3718),(14 113.79742),(15 114.819374),(16 114.11046),(17 114.81573),(18 117.14124),(19 117.51825),(20 117.564026),(21 117.39785),(22 118.349495),(23 117.7142),(24 116.77256),(25 118.250755),(26 119.30786),(27 117.62057),(28 119.2449),(29 119.6421),(30 120.57153),(31 119.18757),(32 119.15594),(33 120.063774),(34 120.27756),(35 119.477844),(36 118.9883),(37 120.451935),(38 118.290306),(39 117.743126),(40 119.998825),(41 118.43555),(42 121.566765),(43 120.68579),(44 121.25502),(45 121.24134),(46 123.269356),(47 122.872955),(48 121.95273),(49 123.184395),(50 124.32727),(51 123.93037),(52 124.480255),(53 123.71163),(54 125.37561),(55 125.72375),(56 127.01495),(57 127.410995),(58 125.96431),(59 126.3534),(60 124.45385),(61 125.168465),(62 125.66187),(63 125.76651),(64 125.808525),(65 126.209404),(66 125.98098),(67 127.287186),(68 127.71883),(69 126.674484),(70 126.82094),(71 126.84314),(72 125.88813),(73 124.62426),(74 125.14629),(75 122.94947),(76 124.73641),(77 125.501274),(78 125.26179),(79 124.293594),
(1 68.138985),(2 80.993996),(3 89.14215),(4 93.74198),(5 96.59016),(6 100.49059),(7 104.02877),(8 107.009674),(9 109.597984),(10 110.44969),(11 109.38322),(12 111.466576),(13 112.47529),(14 113.76603),(15 114.35449),(16 114.118904),(17 115.081505),(18 116.61798),(19 116.487305),(20 116.48545),(21 118.42527),(22 119.06082),(23 117.69348),(24 116.46674),(25 118.38175),(26 118.55378),(27 119.2798),(28 118.700935),(29 118.45682),(30 119.77858),(31 120.243706),(32 120.41373),(33 120.231834),(34 119.6444),(35 120.90814),(36 119.46111),(37 120.985596),(38 120.69087),(39 119.97543),(40 119.93368),(41 119.15129),(42 121.25085),(43 122.3672),(44 122.191574),(45 122.78949),(46 123.68543),(47 124.5898),(48 124.96652),(49 126.498535),(50 128.48523),(51 127.91145),(52 128.71167),(53 128.33498),(54 127.327896),(55 128.13445),(56 127.81306),(57 131.40285),(58 128.75067),(59 129.08487),(60 128.1997),(61 129.88019),(62 129.82166),(63 130.42374),(64 129.15883),(65 129.18353),(66 129.63187),(67 130.92143),(68 128.85753),(69 129.8124),(70 129.30418),(71 130.62056),(72 129.12512),(73 127.958176),(74 128.56401),(75 126.72889),(76 127.40633),(77 129.08536),(78 128.40814),(79 125.48384),
(1 66.76217),(2 79.83333),(3 86.18478),(4 90.142815),(5 94.53846),(6 98.55058),(7 100.72602),(8 103.87224),(9 106.52532),(10 106.61978),(11 106.81751),(12 107.73964),(13 110.037994),(14 110.96491),(15 111.87256),(16 111.7919),(17 113.305626),(18 116.12762),(19 115.597595),(20 116.008705),(21 117.720924),(22 118.415955),(23 116.12466),(24 115.33782),(25 117.35568),(26 117.34735),(27 115.39022),(28 116.94471),(29 117.5589),(30 119.21967),(31 119.010475),(32 118.84078),(33 118.16072),(34 116.766365),(35 117.19649),(36 115.95108),(37 116.224304),(38 116.74658),(39 116.46697),(40 116.65766),(41 116.67205),(42 118.07485),(43 118.36501),(44 117.67025),(45 117.84101),(46 118.53082),(47 119.66514),(48 119.5431),(49 120.00778),(50 122.53824),(51 121.781944),(52 123.22197),(53 124.30426),(54 125.20861),(55 125.27104),(56 125.80908),(57 128.0798),(58 125.84481),(59 126.045715),(60 125.25871),(61 126.330215),(62 126.81634),(63 126.685455),(64 125.86364),(65 125.64721),(66 126.41178),(67 128.26733),(68 126.05007),(69 125.42477),(70 124.1284),(71 124.164925),(72 122.44624),(73 122.686226),(74 121.91436),(75 120.31558),(76 120.23618),(77 121.06523),(78 121.127304),(79 120.4029),
(1 67.34835),(2 80.30211),(3 87.79532),(4 92.41448),(5 97.806435),(6 99.544815),(7 104.001854),(8 106.59328),(9 108.23174),(10 108.45119),(11 108.56468),(12 108.23746),(13 109.3827),(14 111.27914),(15 111.80031),(16 111.9456),(17 113.5017),(18 114.84929),(19 114.406624),(20 114.932594),(21 115.595604),(22 114.947845),(23 114.653915),(24 111.99783),(25 115.56041),(26 114.84926),(27 115.31921),(28 115.403435),(29 114.85458),(30 116.06936),(31 116.2698),(32 116.72406),(33 117.315926),(34 118.328674),(35 116.9432),(36 115.42285),(37 115.8546),(38 115.867935),(39 116.109505),(40 116.60993),(41 117.44961),(42 117.32143),(43 117.20293),(44 117.1518),(45 118.774536),(46 118.58122),(47 119.35694),(48 118.961235),(49 120.20827),(50 122.51938),(51 121.096756),(52 122.157906),(53 123.189445),(54 123.26093),(55 122.52529),(56 122.61789),(57 124.647095),(58 123.35217),(59 123.11654),(60 122.891914),(61 124.736496),(62 124.11345),(63 125.007935),(64 124.406624),(65 125.57147),(66 125.39157),(67 126.56875),(68 125.81819),(69 126.17243),(70 125.57704),(71 125.329956),(72 124.59809),(73 123.96593),(74 125.5484),(75 123.219124),(76 122.585976),(77 123.31452),(78 122.28233),(79 122.04714),
(1 66.174385),(2 77.3815),(3 84.78977),(4 88.78695),(5 94.52406),(6 97.14225),(7 100.200836),(8 102.486465),(9 104.2288),(10 104.51556),(11 105.79293),(12 105.606865),(13 107.324326),(14 109.05373),(15 108.98869),(16 109.959946),(17 112.17817),(18 113.44257),(19 113.02353),(20 112.888145),(21 113.70195),(22 113.37596),(23 113.38721),(24 111.32536),(25 113.878044),(26 113.67576),(27 114.25499),(28 115.1098),(29 114.871765),(30 115.99633),(31 116.68081),(32 116.41378),(33 115.17231),(34 116.3822),(35 115.89754),(36 115.75652),(37 116.18347),(38 115.767426),(39 115.45856),(40 115.86725),(41 115.92863),(42 117.40207),(43 116.51371),(44 117.74192),(45 118.48575),(46 117.38552),(47 119.14446),(48 118.70125),(49 119.06457),(50 121.705765),(51 121.43401),(52 122.803955),(53 122.3961),(54 124.0204),(55 124.598694),(56 124.66005),(57 124.876564),(58 125.42741),(59 125.65677),(60 124.7409),(61 127.15005),(62 126.52071),(63 127.83039),(64 127.81009),(65 127.97588),(66 127.363014),(67 127.90287),(68 126.37368),(69 126.46034),(70 125.11751),(71 125.3565),(72 124.48971),(73 123.18592),(74 123.74022),(75 123.65772),(76 123.90561),(77 123.580956),(78 123.9181),(79 122.3101),
(1 64.189316),(2 76.6495),(3 83.872025),(4 87.444016),(5 92.665825),(6 96.1418),(7 98.496796),(8 99.90759),(9 101.87845),(10 102.75963),(11 103.204735),(12 103.114296),(13 105.05203),(14 106.08859),(15 106.16175),(16 107.46201),(17 109.29395),(18 110.06913),(19 111.14144),(20 111.47406),(21 111.27826),(22 110.50407),(23 111.21679),(24 110.23851),(25 111.0826),(26 111.95587),(27 112.89992),(28 111.680756),(29 111.08652),(30 112.37242),(31 113.120316),(32 112.98249),(33 112.36237),(34 113.04322),(35 113.332214),(36 113.00032),(37 113.83315),(38 113.39247),(39 113.00706),(40 114.62643),(41 112.65512),(42 114.83207),(43 113.60425),(44 115.84842),(45 116.00245),(46 115.49016),(47 116.33289),(48 116.61046),(49 117.533485),(50 119.66274),(51 118.53436),(52 118.873184),(53 119.39266),(54 119.445076),(55 119.464806),(56 119.402565),(57 120.35325),(58 119.92835),(59 121.03231),(60 120.769485),(61 121.02315),(62 121.18414),(63 121.39032),(64 122.02741),(65 121.9414),(66 121.960884),(67 120.42069),(68 120.32968),(69 119.9071),(70 119.75286),(71 118.35593),(72 118.01012),(73 117.55073),(74 117.84062),(75 117.02824),(76 117.17951),(77 116.298164),(78 117.35927),(79 115.41632),
(1 63.024185),(2 76.81769),(3 83.94312),(4 87.804184),(5 93.51337),(6 96.231606),(7 98.87159),(8 101.34432),(9 103.6275),(10 103.99563),(11 104.575714),(12 104.25488),(13 106.761),(14 108.53836),(15 107.935486),(16 108.331215),(17 110.78039),(18 110.83273),(19 111.3905),(20 111.05907),(21 111.39856),(22 109.53106),(23 110.27167),(24 108.6693),(25 109.8747),(26 110.832726),(27 111.19252),(28 111.49975),(29 110.481064),(30 112.45162),(31 111.84137),(32 111.45652),(33 110.82936),(34 110.81553),(35 110.46096),(36 111.299995),(37 111.5721),(38 111.40495),(39 111.82467),(40 113.95398),(41 113.75938),(42 114.76326),(43 113.95243),(44 114.66887),(45 116.32621),(46 116.53941),(47 116.68243),(48 118.07887),(49 119.87429),(50 121.50751),(51 119.84066),(52 120.692924),(53 120.89943),(54 121.76779),(55 122.419136),(56 121.684296),(57 123.01464),(58 121.95089),(59 123.49813),(60 122.696236),(61 122.31718),(62 122.559944),(63 121.80734),(64 121.71825),(65 122.44498),(66 123.31318),(67 123.35293),(68 122.849464),(69 121.53517),(70 121.29254),(71 120.5893),(72 121.34284),(73 121.41963),(74 120.309494),(75 119.535774),(76 120.59862),(77 119.49226),(78 119.99906),(79 118.331474),
(1 62.300945),(2 74.39318),(3 80.99242),(4 85.15442),(5 89.29704),(6 93.22255),(7 95.70982),(8 98.90283),(9 101.18076),(10 101.12749),(11 102.70134),(12 101.43199),(13 103.40157),(14 104.8648),(15 105.12648),(16 105.45535),(17 107.1926),(18 107.85407),(19 107.984055),(20 108.89779),(21 109.919235),(22 108.118546),(23 107.1302),(24 106.56632),(25 108.01095),(26 110.02488),(27 109.90938),(28 109.78625),(29 110.51889),(30 112.64125),(31 112.25117),(32 110.52232),(33 110.79359),(34 111.32828),(35 111.15656),(36 109.76794),(37 111.05559),(38 109.71105),(39 111.15062),(40 112.03664),(41 112.447205),(42 111.68815),(43 111.86067),(44 111.875305),(45 113.775894),(46 113.165054),(47 112.46315),(48 112.25619),(49 114.29118),(50 115.317795),(51 114.95019),(52 116.31222),(53 116.77373),(54 117.14041),(55 117.6961),(56 117.10907),(57 118.72871),(58 118.35987),(59 119.254555),(60 120.02717),(61 119.46838),(62 119.807785),(63 120.28853),(64 120.54019),(65 120.43007),(66 120.98985),(67 121.030365),(68 120.82523),(69 121.434555),(70 119.88956),(71 119.56505),(72 119.137314),(73 118.73833),(74 117.2373),(75 116.789566),(76 117.252716),(77 116.46554),(78 115.90173),(79 114.47344),
(1 62.215508),(2 75.31594),(3 80.57696),(4 84.28386),(5 88.96594),(6 93.489525),(7 95.49253),(8 98.10054),(9 100.01306),(10 101.81313),(11 102.530655),(12 101.77639),(13 103.23367),(14 105.0298),(15 104.32409),(16 104.43541),(17 106.00181),(18 107.93373),(19 108.54321),(20 108.2634),(21 110.16274),(22 107.90919),(23 107.18207),(24 106.08078),(25 107.76076),(26 109.04541),(27 108.8718),(28 109.65243),(29 110.02812),(30 111.59595),(31 109.80551),(32 109.10193),(33 109.4561),(34 110.17744),(35 108.84764),(36 108.075775),(37 108.716515),(38 109.22277),(39 109.5668),(40 110.292656),(41 110.302956),(42 111.956406),(43 110.56871),(44 110.729454),(45 110.9368),(46 111.551285),(47 112.56766),(48 110.99555),(49 111.8319),(50 112.739845),(51 113.577354),(52 114.370964),(53 114.097534),(54 114.428734),(55 115.02116),(56 115.03869),(57 115.31112),(58 115.44597),(59 115.92836),(60 115.99535),(61 116.79068),(62 116.88744),(63 116.81855),(64 115.481125),(65 115.098816),(66 114.82466),(67 115.43971),(68 114.37268),(69 114.920265),(70 113.63565),(71 113.539375),(72 112.00983),(73 113.25903),(74 111.86172),(75 111.27633),(76 111.76342),(77 112.29039),(78 112.951225),(79 111.30295),
(1 61.56908),(2 73.966034),(3 80.67798),(4 85.55413),(5 88.95348),(6 92.70775),(7 95.6351),(8 98.49471),(9 100.12126),(10 100.80591),(11 102.51635),(12 101.683975),(13 102.64706),(14 104.62676),(15 105.63361),(16 105.537506),(17 106.912384),(18 108.3711),(19 108.13462),(20 108.01),(21 109.607445),(22 108.28043),(23 107.68176),(24 107.101776),(25 108.47723),(26 108.19426),(27 109.3931),(28 109.16554),(29 109.54151),(30 109.96029),(31 109.493),(32 109.66154),(33 109.38601),(34 111.55143),(35 109.60038),(36 109.22592),(37 110.13385),(38 110.13774),(39 108.539894),(40 109.92105),(41 110.46365),(42 112.394424),(43 111.75831),(44 111.131805),(45 111.95353),(46 112.15633),(47 112.998985),(48 113.34935),(49 114.32124),(50 115.05224),(51 114.69008),(52 116.27927),(53 116.03374),(54 116.00342),(55 117.27686),(56 117.53685),(57 118.219086),(58 117.984474),(59 118.467735),(60 118.95178),(61 121.02867),(62 119.7817),(63 119.5443),(64 120.725296),(65 120.38671),(66 120.123665),(67 120.02768),(68 120.75305),(69 120.86748),(70 120.23407),(71 120.293495),(72 118.841255),(73 119.45533),(74 117.30397),(75 116.991005),(76 116.62478),(77 117.09652),(78 116.45795),(79 113.967384),
(1 60.30067),(2 71.61224),(3 78.36773),(4 82.687996),(5 86.64532),(6 89.86903),(7 92.569046),(8 94.90135),(9 97.72764),(10 98.584595),(11 100.12966),(12 100.316795),(13 102.30312),(14 103.27174),(15 104.11973),(16 104.28831),(17 105.42037),(18 105.76162),(19 104.795044),(20 105.58087),(21 106.969894),(22 106.68297),(23 105.95078),(24 105.75133),(25 106.347984),(26 106.32914),(27 106.7209),(28 107.53551),(29 107.53271),(30 107.18248),(31 107.25803),(32 105.65354),(33 107.56467),(34 108.867836),(35 106.9063),(36 106.1611),(37 106.267624),(38 107.272896),(39 105.40503),(40 105.88347),(41 106.77243),(42 108.49097),(43 109.241455),(44 108.09789),(45 108.77286),(46 110.670586),(47 110.07345),(48 108.88284),(49 110.79296),(50 111.74292),(51 110.96347),(52 112.614136),(53 113.0517),(54 112.946396),(55 114.916954),(56 114.64346),(57 116.17795),(58 116.58228),(59 116.029755),(60 117.30396),(61 118.89921),(62 117.96645),(63 117.89968),(64 118.387634),(65 118.66335),(66 119.384865),(67 118.29231),(68 119.68204),(69 118.526115),(70 117.32791),(71 117.27958),(72 115.76177),(73 115.09701),(74 115.03074),(75 115.16312),(76 115.591484),(77 115.213486),(78 115.10648),(79 112.953545),
(1 60.59176),(2 71.77714),(3 79.035774),(4 83.004326),(5 87.557724),(6 91.76075),(7 94.33854),(8 96.66832),(9 98.00951),(10 100.11941),(11 100.08585),(12 101.23165),(13 102.72576),(14 104.21687),(15 104.30084),(16 103.85403),(17 106.20692),(18 105.11549),(19 105.69666),(20 105.237686),(21 105.29949),(22 105.59443),(23 105.14421),(24 104.85),(25 105.535645),(26 105.79081),(27 105.033325),(28 105.8114),(29 105.56834),(30 106.67114),(31 107.86339),(32 107.51342),(33 108.989006),(34 108.79854),(35 108.12752),(36 107.87165),(37 108.34098),(38 109.76823),(39 109.57995),(40 109.44625),(41 108.67472),(42 111.09994),(43 110.35202),(44 110.5788),(45 110.833855),(46 111.974884),(47 111.07945),(48 111.09049),(49 112.6584),(50 112.949394),(51 114.00001),(52 114.33755),(53 113.83524),(54 114.00988),(55 115.188),(56 114.66469),(57 115.76035),(58 115.98017),(59 115.15901),(60 114.033005),(61 116.88866),(62 116.41557),(63 115.98732),(64 116.08322),(65 116.03525),(66 116.44773),(67 115.74478),(68 116.38349),(69 116.19766),(70 115.73573),(71 114.92892),(72 113.567795),(73 112.853004),(74 113.00821),(75 112.69683),(76 111.60939),(77 111.94745),(78 111.76983),(79 111.12046),
(1 59.842278),(2 70.12478),(3 78.32111),(4 82.5162),(5 85.24204),(6 88.66979),(7 90.18438),(8 93.64639),(9 94.23569),(10 96.03372),(11 96.444916),(12 96.524025),(13 97.42686),(14 98.03212),(15 97.736885),(16 97.89885),(17 99.580345),(18 99.853935),(19 100.92614),(20 100.13818),(21 100.85103),(22 101.58399),(23 101.59408),(24 100.26805),(25 101.15709),(26 102.49424),(27 103.21918),(28 103.81314),(29 104.17603),(30 103.69766),(31 103.51668),(32 104.31477),(33 103.08749),(34 103.77037),(35 104.03809),(36 104.093544),(37 103.236946),(38 103.531296),(39 103.85646),(40 103.651215),(41 102.766975),(42 104.31743),(43 103.22611),(44 103.861176),(45 104.54665),(46 104.59876),(47 104.935326),(48 104.323586),(49 106.1336),(50 105.64479),(51 106.685104),(52 107.193886),(53 107.258644),(54 107.30338),(55 107.04941),(56 107.01345),(57 108.25736),(58 108.61282),(59 107.45648),(60 107.47231),(61 109.007965),(62 109.60172),(63 108.619514),(64 108.93897),(65 109.15787),(66 109.44751),(67 109.890976),(68 108.70238),(69 108.79898),(70 108.48558),(71 108.04689),(72 107.258995),(73 106.93715),(74 106.91206),(75 106.87414),(76 106.69027),(77 106.77894),(78 106.77152),(79 106.27847),
(1 59.948544),(2 70.88989),(3 78.64913),(4 83.22466),(5 87.59344),(6 90.74482),(7 92.001526),(8 95.55014),(9 96.88504),(10 98.23095),(11 97.949165),(12 98.00834),(13 100.00096),(14 100.6074),(15 101.413155),(16 101.091774),(17 102.552704),(18 104.400955),(19 104.7937),(20 105.32378),(21 105.75348),(22 105.64376),(23 105.764915),(24 104.016655),(25 105.85707),(26 105.97713),(27 107.10713),(28 107.29376),(29 107.65737),(30 108.80416),(31 107.78885),(32 109.003136),(33 108.09456),(34 108.78563),(35 107.94549),(36 107.35675),(37 107.23479),(38 107.31471),(39 107.5954),(40 107.376076),(41 106.88299),(42 107.762596),(43 108.085846),(44 107.68928),(45 108.953094),(46 107.87215),(47 109.34111),(48 109.666855),(49 111.147224),(50 111.96812),(51 111.58644),(52 112.61476),(53 113.48705),(54 113.81637),(55 113.43258),(56 113.280594),(57 113.62044),(58 114.36004),(59 114.079735),(60 114.01654),(61 113.764656),(62 115.55325),(63 115.41308),(64 114.757385),(65 114.714325),(66 114.45437),(67 115.323875),(68 113.98189),(69 114.97243),(70 114.37655),(71 113.5407),(72 112.74135),(73 112.57218),(74 113.53111),(75 112.24823),(76 111.427574),(77 112.51628),(78 111.903534),(79 110.7787),
